0100000008	1 Mózes
17100400ae	Lakozzanak benned menekültjeim, és Moábnak te légy oltalom a pusztító ellen! Mert vége a nyomorgatónak, megszünt a pusztítás, és elfogytak a földről a tapodók.
1710050094	És Isten kegyelme megerősített egy ülőszéket, és ül azon igazsággal Dávid sátorában egy bíró, jogosság keresője, igazság ismerője.
1710060079	Hallottuk volt Moáb kevélységét, a felettébb kevélyét, gőgjét, kevélységét, dühét, és üres kérkedését.
1710070074	Ezért jajgatni fog Moáb Moábért, minden jajgatni fog, és nyögtök Kir-Háresethnek romjain egészen megtörve.
17100800ce	Mert Hesbon földei elhervadának, és Sibma szőlőjének drága vesszőit a népek fejedelmei levágták. Jáézerig értek azok, a pusztát bejárták, kacsai szétterjedtek, és a tengeren túlnyúltak.
17100900a7	Ezért siratom Jáézer siralmával Sibma szőlőjét, megnedvesítlek könyeimmel Hesbon és Eleálé, mert szüretedről és aratásodról a víg éneklés elmaradt.
17100a00ac	Elvétetett a vígság és öröm a kertből, és a szőlőkben nem vígadnak és nem kiáltanak, bort sajtókban nem nyom a bornyomó, véget vetettem a víg éneklésnek.
17100b0049	Ezért bensőm Moábért, mint a czitera sír, és szívem Kir-Heresért!
17100c0077	És lesz, hogy meg fog tetszeni, hogy Moáb a magaslaton elfáradt, és hogy templomába megy imádkozni, de nem mehet!
17100d0040	Ez a beszéd, a melyet szólott az Úr Moáb felől már régen.
17100e00d0	És most szól az Úr, mondván: Három esztendő alatt, melyek, mint napszámos esztendői, megaláztatik Moáb dicsősége egész nagy népével együtt, és maradéka kicsiny, kevés és erőtelen lészen.
171101005f	Jövendölés Damaskus ellen. Ímé Damaskus városa elpusztíttatik, és romok halmává lesz;
1711020062	Aróer városai elhagyatnak, és barmokéi lesznek, a melyek ott fognak nyugodni háborítatlanul.
171103009e	És vége lesz Efraim erősségének, és Damaskus királyságának; Siria maradéka úgy jár, mint az Izráeliták dicsősége, ezt mondja a seregeknek Ura.
1711040062	És lesz ama napon: megvékonyul a Jákób dicsősége, és húsa kövérsége megösztövéredik.
17110500ab	És lészen, mint mikor az arató összefogja a gabonát és a kalászokat kezével learatja, és lészen, mint mikor valaki kalászokat szed össze a Refáim völgyében;
17110600b7	És csak mezgérlés marad belőlök, mint az olajfa megrázásakor két-három bogyó az ágak hegyén, négy-öt a gyümölcsfának lombjai közt, így szól az Úr, Izráel Istene.
171107004f	Ama napon Teremtőjére tekint az ember, és szemei Izráel Szentjére néznek;
1711080087	És nem tekint az oltárokra, kezeinek alkotmányára, és a miket ujjai csináltak, nem nézi azokat, a berkeket és a nap-oszlopokat.
1711090097	Erős városai olyanok lesznek ama napon, mint elhagyott erdő és hegytető, a melyeket elhagytak volt Izráel fiai előtt, és pusztasággá lesznek.
17110a00c1	Mert elfelejtkeztél megszabadító Istenedről, és nem emlékeztél meg erős kőszáladról, ez okért ültetél gyönyörűséges ültetéseket, és idegen vesszőt plántáltál beléjök;
17110b0098	A mely napon elültetted, körül sövényezéd és reggelre magodat felvirágoztatád: de nem lészen aratás sebeidnek és nagy fájdalmadnak napján!
17110c008f	Jaj a sok nép zúgásának, a kik úgy zúgnak, mint a tenger zúgása, és a népségek háborgásának, a kik háborognak, mint erős vizek!
17110d00c2	A népségek, mint sok vizek háborgása, úgy háborognak, de megdorgálja azt és elfut messzire, és elragadtatik, mint a hegyek polyvája szél előtt és mint pozdorja a forgószél előtt;
17110e008a	Estvének idején rémülés száll reájok és minekelőtte megvirrad, nem lesznek: ez jutalmok pusztítóinknak és sorsok rablóinknak!
171201004e	Jaj a szárnysuhogás országának, a mely Szerecsenország folyóin túl van;
1712020114	A mely követeket küld a tengeren gyékényből csinált tutajokon, vizek színén. Menjetek el gyors hírnökök, a magas és derék néphez, a néphez, a mely rettenetes mióta van és ezután is; a hatalmas és hódító néphez, a melynek földét folyók hasítják át.
171203008d	Föld kerekségének minden lakói és földnek lakosai meglássátok, mikor a hegyeken zászló emelkedik, és hallgassatok, ha kürt szól!
1712040081	Mert ezt mondá az Úr nékem: Nyugodtan nézem sátoromból verőfényes melegnél, harmatozó felhőnél aratás hévségében.
17120500a8	Mert aratás előtt, ha a virágzás véget ér, és a virág érő fürtté lészen, levágja a vesszőket metszőkésekkel, és a kacsokat eltávolítja és lemetszi.
171206008c	Mind ott hagyatnak a hegyek madarainak és a föld állatainak, és a madarak rajtok nyaralnak, és a föld minden állatai rajtok telelnek.
17120700fe	Abban az időben ajándékot viszen a seregek Urának a magas és derék nép; a nép, a mely rettenetes, mióta van és ezután is, a hatalmas és hódító nép, a melynek földét folyók hasítják át; a seregek Ura nevének helyére, Sion hegyére.
17130100bf	Jövendölés Égyiptom ellen. Ímé az Úr könnyű felhőre ül, és bemegy Égyiptomba, és megháborodnak előtte Égyiptomnak bálványai, és az égyiptomiak szíve megolvad ő bennök.
17130200a6	És összeveszítem az égyiptomiakat az égyiptomiakkal, és egyik hadakozik a másik ellen, kiki felebarátja ellen, város város ellen, és ország ország ellen.
17130300b8	És elfogyatkozik az égyiptomiak lelke ő bennök, és az ő tanácsát elnyelem, és tudakoznak a bálványoktól, szemfényvesztőktől, halottidézőktől és jövendőmondóktól.
171304007a	És adom az égyiptomiakat kemény úrnak kezébe, és kegyetlen király uralkodik rajtok, szól az Úr, a seregeknek Ura.
1713050045	És elfogyatkoznak a tenger vizei, és a folyam kiszárad és elapad.
1713060076	És büdösséget árasztanak a folyamok, elfogynak és kiszáradnak Égyiptomnak patakjai; nád és sás ellankadnak.
1713070079	A pázsit a folyó mellett, a folyónak partján, és a folyónak minden veteménye megszárad, elporlik és nem lészen.
1713080091	És keseregnek a halászok, és gyászolnak mind, a kik a folyóba horgot vetni szoktak, és a kik a vizek színén hálót vetnek ki, búsulnak.
1713090047	És megszégyenülnek a fésült len készítői és a gyolcs szövői.
17130a004a	Hatalmasaik megtöretnek, és minden napszámosaik bánkódnak lelkökben.
17130b00aa	Bizony bolondok Zoán fejedelmei, a Faraó bölcs tanácsosai egy eszét veszített tanács; mimódon mondjátok a Faraónak: bölcsek fia vagyok, régi királyoknak fia?
17130c0077	Ugyan hol vannak bölcseid? hogy megjelentsék néked és tudják, hogy mit végzett a seregeknek Ura Égyiptom felől?
17130d007b	Megbolondultak Zoán fejedelmei, és csalódtak Nóf fejedelmei, és elámíták az Égyiptomiakat törzseik szegletkövei.
17130e008f	Az Úr beléje önté a szédelgés lelkét, hogy Égyiptomot elhitessék minden dolgaiban; miként a részeg tántorog az ő okádása felett.
17130f0068	És nem lesz Égyiptomnak semmi munkája, a melyet cselekednék a fő és fark, a pálmaág és a káka.
1713100085	Ama napon olyan lesz Égyiptom, mint az asszonyok, retteg és fél a seregek Ura kezének felemelésétől, a melyet fölemel ellene.
171311009a	És Júda földe félelmére lesz Égyiptomnak, valaki csak említi azt előtte, már fél, a seregek Urának tanácsáért, a melyet Ő végzett felőle.
17131200ab	Ama napon lesz öt város Égyiptomnak földén, a melyek Kanaán nyelvén szólanak, és esküsznek a seregeknek Urára; az egyik „pusztulás városának” neveztetik.
1713130064	Ama napon oltára lesz az Úrnak Égyiptom földének közepette és határán egy oszlop az Úrnak;
17131400c6	És lesz jegyül és bizonyságul a seregek Urának Égyiptom földén, hogy ha kiáltanak az Úrhoz a nyomorgatók előtt, hogy küldjön nékik megtartót és fejedelmet, és őket megszabadítsa.
17131500c4	És megismerteti magát az Úr Égyiptommal, és megismeri Égyiptom az Urat ama napon, és szolgálják véres áldozattal és ételáldozattal, és fogadnak fogadást az Úrnak, és teljesítik.
1713160085	De ha megveri az Úr Égyiptomot, megvervén, meggyógyítja, és megtérnek az Úrhoz, és Ő meghallgatja és meggyógyítja őket.
1713170090	Ama napon út lesz Égyiptomból Assiriába, és Assiria megy Égyiptomba, Égyiptom meg Assiriába, és Égyiptom Assiriával az Urat tiszteli.
171318005d	Ama napon Izráel harmadik lesz Égyiptom és Assiria mellett; áldás a földnek közepette;
171319007c	Melyet megáld a seregeknek Ura, mondván: Áldott népem, Égyiptom! és kezem munkája, Assiria! és örökségem Izráel!
171401007b	Amely esztendőben Asdódba ment a Tartán, Szargon Assiria királya küldvén őt, és vívá Asdódot és azt elfoglalá:
17140200c4	Ez időben szólott az Úr Ésaiás, Ámos fia által, mondván: Menj és oldd le a gyászruhát derekadról, és sarudat vond le lábadról! És úgy cselekedett, járván ruha és saru nélkül.
171403009d	És mondá az Úr: A mint szolgám Ésaiás ruha és saru nélkül jár három esztendeig jegyül és jelenségül Égyiptomra és Szerecsenországra nézve:
17140400b1	Úgy viszi el Assiria királya Égyiptom foglyait és Szerecsenország rabjait, ifjakat és véneket, ruha és saru nélkül és mezítelen alfellel, Égyiptomnak gyalázatára;
1714050081	S megrettennek és megszégyenülnek Szerecsenország miatt, a melyben reménykedtek, és Égyiptom miatt, a melyben dicsekedtek.
17140600bb	És szól e partvidék lakosa ama napon: Ímé így járt reménységünk, hova segítségért futottunk, hogy Assiria királyától megszabaduljunk; hát mi miként menekülhetnénk meg?
171501007c	Jövendölés a tenger pusztasága ellen. Mint szélvészek, délen tombolók, úgy jő a pusztából, rettenetes földről.
171502009f	Kemény látás jelentetett meg nékem: a csalárd csal, a pusztító pusztít. Jőjj fel Élám, szálld meg Madai, minden ő fohászkodásának véget vetek.
171503009b	Ezért ágyékim telvék fájdalommal, és kínok fogtak el, mint a szűlő asszony kínjai; gyötrődöm hallása miatt, és megrémültem látása miatt.
1715040054	Reszket szívem, iszonyúság rettent, a kedves éjszakát remegéssé tevé nékem.
171505005f	Teríts asztalt, vigyázzon a vigyázó, egyetek, igyatok; föl fejedelmek, kenjétek a paizst!
1715060057	Mert így szólott hozzám az Úr: Menj és állass őrállót, a mit lát, mondja meg.
1715070072	És látott lovas csapatot, páros lovagokat, szamaras csapatot, tevés csapatot, és nagy figyelmesen hallgatott.
171508007a	És kiálta, mint oroszlán: Uram, az őrtoronyban állok szüntelen napestig, és őrhelyemen állok egész éjszakákon.
171509009d	És ímé, lovas csapat jött, páros lovagok, és szólott és mondá: Elesett, elesett Babilon, s isteneinek minden faragott képeit a földre zúzták le.
17150a007b	Oh én cséplésem és szérűmnek fia, a mit hallottam a seregek Urától, Izráel Istenétől, azt jelentém meg néktek!
17150b0073	Jövendölés Dúma ellen: Seirből így kiáltnak hozzám: Vigyázó! meddig még az éjszaka, meddig még ez éj?
17150c0078	Szólt a vigyázó: Eljött a reggel, az éjszaka is; ha kérdeni akartok, kérdjetek, forduljatok vissza és jertek el!
17150d0055	Jövendölés Arábia ellen: Az erdőben háltok Arábiában, Dédán utazó seregei.
17150e0061	A szomjazó elé hozzatok vizet! Témá földének lakosi kenyerökkel jönnek a bujdosó elébe.
17150f007e	Mert az ellenség fegyvere előtt bujdosnak, a kivont fegyver előtt és a felvont kézívek előtt és a nehéz harcz előtt.
1715100083	Mert így szólott hozzám az Úr: Még egy esztendő, mely mint a béresnek esztendeje, és elvész Kédárnak minden dicsősége;
171511006a	És Kédár vitéz fiainak kézíve számának maradéka megkevesedik; mert az Úr, Izráel Istene mondá.
1716010064	Jövendölés a látás völgye ellen. Mi lelt most, hogy mindenestől felmenél a házak tetejére?
171602007f	Te lármával teljes, zajos város, örvendező város, megöletteid nem fegyverrel ölettek meg, és nem harczon hullottak el!
1716030093	Hadnagyaid mind elszaladtak a kézív előtt, de megkötöztettek; a kik benned találtattak, mind megkötöztettek, midőn futni akartak messzire.
1716040088	Ezért mondom: Ne nézzetek reám, hadd kesergessem magamat sírással; ne siessetek vígasztalni engem, népem leánya romlása felett.
17160500b4	Mert rémülésnek és eltapodtatásnak és zavarnak napja jő Istentől, a seregeknek Urától a látás völgyére, a mely ledönti a kőfalat, és a hegyeken kiáltás hallatik.
1716060066	És Élám fölvette a tegezt, és jő szekeren emberekkel és lovagokkal, és Kir paizst meztelenít.
171607005d	És lészen, hogy szép völgyeid betelnek szekerekkel, és a lovagok nyomulnak a kapu felé.
171608005d	És fölfedi Júdának fátyolát, és tekintesz ama napon az erdő házának fegyverzetére,
1716090064	És meglátjátok, hogy Dávid városán sok repedés van, és összegyűjtitek az alsó tó vizét.
17160a0070	És megszámláljátok Jeruzsálem házait, és némely házat lerontotok, hogy a kőfalat megerősíthessétek;
17160b00a2	És árkot csináltok a két kőfal között a régi tó vizének; és nem tekintetek arra, a ki ezt cselekvé, és a ki régen elvégzé ezt, Őt nem látjátok!
17160c0082	És fölhív az Úr, a seregek Ura ama napon sírásra és gyászolásra, ti magatok megkopaszítására és gyászruha-öltésre,
17160d0082	És ímé öröm és vígasság; barmok ölése, juhok levágása, húsevés és borivás; együnk, igyunk, mert holnap meghalunk!
17160e0089	És megjelenté magát füleimben a seregek Ura: Meg nem bocsáttatik e bűn tinéktek, míg meg nem haltok; szól az Úr, a seregek Ura.
17160f0080	Így szólt az Úr, a seregek Ura: No, menj el a kormányzóhoz, Sébnához, a királyi ház főemberéhez, és mondd meg néki:
171610009d	Mi dolgod itt, és ki lesz itten tied, hogy sírt vágatsz itten magadnak? mint a ki sírját magas helyen vágatja, és sziklába véset hajlékot magának!
171611004b	Ímé az Úr elhajít téged erős hajítással, és megragadván megragad,
171612009f	Hempelygetvén hempelyget, mint gombolyagot, mint labdát, nagy messze földre, ott halsz meg, oda mennek dicsőséged szekerei, te, urad házának gyalázata!
1716130035	És kivetlek állásodból és lerántlak helyedről.
171614004b	És lesz ama napon, hogy elhívom szolgámat, Eliákimot, a Hilkiás fiát,
171615009d	S felöltöztetem őt öltözetedbe, és öveddel megerősítem, és uralmadat kezébe adom, és ő lesz atyjok Jeruzsálem lakosainak és a Júda házának;
