0100000007	Ts'etta
0a0605009c	Davudur, gırgın İzrailin milletıd gıranne osake hı'iyn t'ampırbı, lirabı, dafbı, medın aalyatbı əlixı', Rəbbine ögiyl şadba mık'ar hı'ı.
0a06060074	Naxonne attayle ı'lğəəmee, yatsbı qaçayxaranbı. Uzzeeyib xıl hotku, g'ı'moxhacenva Allahna q'utye avqaaqqa.
0a06070084	Rəbbina Uzzalqa qəl avqaaqqa, mang'vee hı'rmat deşvaala hav'uva mana maacar ı'xı' gek'ana. Uzza Allahne q'utyeyne k'ane qek'a.
0a0608006e	Davudus, Rəbbee Uzza gik'uva qəl vooxhe. Mane cigayn do g'iyniyne yiğılid Perets-Uzza (Uzzayn qik'uy) vod.
0a06090060	Mane yiğıl Davud Rəbbile qərq'ı'n, eyhen: – Zasqa Rəbbina q'utye nəxüb ables vooxheye?
0a060a0088	Davudus Rəbbina q'utye cusqa, Davudne Şahareeqa quvkees vukkiykan deş. Mang'vee mana Gatğançene Oved-Edomne xaaqa quvkees ulyookka.
0a060b0076	Rəbbina q'utye xheyible vazna Oved-Edomne xaa aaxva. Rəbbee Oved-Edomusub, mang'une xizanısıb yugna barakat hoole.
0a060c00f1	Paççah Davudulqa «Rəbbee Oved-Edomne xizanıb, mang'une gırgıne karasıb Allahne q'utyel-alla barakat huvuva» hixhar ha'a. Manke Davud Oved-Edomne xaaqa hark'ın, mançe Allahna q'utye cun do huvuyne Davudne şahareeqa şadba qavayle.
0a060d0065	Rəbbina q'utye haaqqanbışe yixhnəqqees g'el qittumee, Davudee sa yats'iy tavulyna q'ıka gyook'a.
0a060e0061	Davudee katanıken ileylığ ali'ı, Rəbbine ögiyl vəəxəxüb g'oyk'al-ulyoyk'al mık' haa'a.
0a060f0081	Davuduka sacigee gırgıne İzrailyne milletın şadvalin ts'irbı ha'a-ha'a, şeypur ı'lyviyxə Rəbbina q'utye quvkeeka vuxha.
0a061000da	Rəbbina q'utye Davudne Şahareeqa quvkekkamee, Şaulna yiş Mikal g'uleençe ileeka yixha. Məng'ı'k'le paççah Davudee Rəbbine ögiyl g'oyk'al-ulyoyk'al mık' haa'a g'avcumee, məng'ee mana k'ap'ik'ıle avqa qa'a.
0a061100ab	Rəbbina q'utye qabı, Davudee mançinemee güvxüyne çadırene ab, çisva qav'uyne cigeeqa giviyxhe. Davudee Rəbbine ögiyl gyoxhxhan ha'aniy medın q'urbanbı allya'a.
0a06120069	Davudee q'urbanbı alli'iyle qiyğa, milletıs, Xəəne G'oşunbışde Rəbbine doyule xayir-düə hoole.
0a061300c1	Qiyğa mang'vee İzrailyne milletne adameeşisıb, yadaaşisıb gırgıng'uscab sa gıney, sık'ınin çuru, sa ts'ets'ib qooqqune t'ımılena hoole. Mançeb gırgınbı xaybışeeqa siviyk'al.
0a06140113	Davud cune xaabınbışis xayir-düə hevlesva xaaqa sak'ımee, Şaulna yiş Mikal mang'une ögiylqa qığeyç'u, eyhen: – İzrailyne paççahee g'iyna vuceecar-vuc nəxür haguna! Mana cune insanaaşineyiy cune g'ulluxçiy içeeşine ögiyl bəç'ər xhinne ts'ele qıxha.
0a061500ec	Davudee Mikalık'le eyhen: – Zı man Rəbbine ögiyl hı'ı. Mang'vee zı yiğne dekkıneyiy mang'une bıkırne nasılene cigee g'əyxı', Cune milletıs, İzrailybışis, xərna hı'ı. Zı inçile qiyğar Rəbbine ögiyl şadxhesda.
0a06160069	Zı yizde ulene ögiyl sık'ırar uleke g'a'ayxhasda. Ğu eyhene g'ulluxçiy içeeşemee zı axtı qa'as.
0a06170046	Şaulne yişşeqa, Mikalıqa, qiyk'asde yiğılqamee uşax eyxhe deş.
0a0701005e	Paççah cune sarayeeqa sarımee, Rəbbee mang'us cune hiqiy-allane duşmanaaşike macal hele.
0a0702009e	Mane gahıl paççahee Natan donane peyğambarık'le eyhen: – İlekke, zı sidırne gıranne yiveke ali'ıyne sarayee axva, Allahna q'utyemee çadıree vob.
0a0703004f	Natanee paççahık'le eyhen: – Rəbb vaka vor, hoora yiğne yik'eedın he'e.
0a07040034	Mane xəmde Rəbbee Natanık'le inəxdun cuvab eyhe:
0a0705006e	– Hark'ın yizde nukarık'le Davuduk'le eyhe, Rəbbee inıd eyhe: «Ğune, Zı axvasın, Zasın xav alya'as?
0a0706008a	İzrailybı Misirğançe qığav'uyne yiğıle, g'iyniyne yiğılqamee Zı nenecar xaa axu deş. Zı nyaqa ark'ınee, Yizde çadıree axu.
0a070700af	Zı gırgıne gahbışilycar İzrailyne milletıka sacigee ı'ğiykır. Zı mısacad İzrailyne milletna haa'ane ç'ak'ınbışik'le uvhu deş: „Zas sidrıke xav ale'e“».
0a070800ab	Həşde Yizde nukarık'le Davuduk'le eyhe, Xəəne G'oşunbışde Rəbbee inıd eyhe: «Zı ğu vəq'əbı uxhiyxhanne cigabışeençe qarı, vake İzrailis xərna hı'ı.
0a070900b4	Ğu hark'ınne gırgıne cigabışee, Zı vaka ıxha. Yiğne ögiylin duşmanar oot'al-ooxal hav'u. Həşded yiğın do menne qıvaats'ıyne insanaaşin do xhinne qıvaats'a'asın.
0a070a019d	G'iyniyke şaqa cone cigabışee gyuv'recenva, şavaacabıb manbı mançe ı'ğviykar hımaa'acenva, Zı yizde milletne İzrailynemee sa ciga qa'as. Zı haakimar milletın ç'ak'ınbı xhinne gyuvxhuyng'a, qəlnane insanaaşe manbı hooç'an-g'ooç'ananbıniy. Həşde məxdın kar ixhes deş: Zı vas duşmanaaşine xılençe rəhətiyvalla hevles. Vake g'abıynbı paççahar vuxhesva, Rəbbee vak'le g'ayxha'a.
0a070c0096	Yiğna ı'mı'r ç'əvuvxhamee, ğunar yiğne dekkaaşisqa ark'ınmee, yiğne cigeeqana yiğna dix ha'as. Zı mang'una paççahiyvalla it'umba haa'as.
0a070d0067	Mang'vee Yizde doyulyun xav alya'as. Zınab mang'una paççahiyvalla gırgıne gahbışis it'umaa'asda.
0a070e009b	Zı mang'unemee Dek ixhes, manar Yizdemee dix ixhes. Mang'vee bınah hav'umee, Zı mang'us, insanaaşe cone uşaxaaşis caza hoolena xhinnena, caza hevles.
0a070f0056	Zı mang'uke Yizda badal dyooxhena yugvalla, Şauluke g'avşuna xhinne, g'avşes deş.
0a071000b1	Zı məxüd ha'as yiğna nasılıb, yiğna paççahiyvallab gırgıne gahbışis vuxhes. Yiğna paççahiyvalina taxtıb gırgıne gahbışiscab vake g'abıynbışisne vuxhes».
0a07110035	Natanee gırgın Allahee haguyn Davudus yuşan ha'an.
0a071200af	Paççah Davud Allahne çadıreeqa ikkeç'u, Rəbbine ögiyl gyu'ur eyhen: – Ay Xudaavanda Rəbb, zı vuşune vor, yizda nasılıb şavnane vob, Ğu zı inimee axtı qı'ı?
0a071300a4	Ya Xudaavanda Rəbb, Yiğne ulesqa manıd k'ılda qadı, Ğu zake g'abıynbışde vuk'lelqa qalesınıd uvhu. Xudaavanda Rəbb, inıd insanaaşinemee ı'brat ixhes.
0a07140067	Davudusse medın Vak'le hucoo eyhes əxəyee? Ya Xudaavanda Rəbb, Vak'lecar zı, Yiğna g'ul, ats'ana!
0a07150060	Ğu in gırgın ç'ak'ın işbı, Yiğne cuvabnemee, Vas ıkkanəxüd zak'le hagvasdemee hı'ı.
0a0716008d	Ğu nimeecar Xərrayiy, ya Xudaavanda Rəbb! Şak'le yişde k'ırıbışika g'ayxhı, Vak akarana sacar deşda, Vale ğayrı Allahır deşda.
0a07170145	Yiğın İzrail millet xhinnen, ç'iyene aq'val, medın millet vodunne? Ğu manbı Misirğançe qığavhu, gattivxhan hav'u. Yiğın do ats'axhxhecenva Ğu manbışde ögiyl ç'ak'ın əlaamatbı hagu, ç'ak'ın işbı g'acu. Manbışike Vas millet ha'asva, Ğu manbışde ögiylin milletbıyiy manbışin allahbı g'e'epşi.
0a07180060	Gırgıne gahbışis Ğu İzrailike Vasın millet hı'ı, Ğunar, Rəbb, manbışda Allah ıxha.
0a0719009b	Həşdiyle, Ya Rəbb Allah, zasiy zake g'abıynbışis huvuyn cuvab həməxüd he'e, gırgıne gahbışis axvecen. Gırgınıd hasre Ğu eyhəxüd ixhecen.
0a071a00cb	Hasre insanaaşe «Xəəna G'oşunbışda Rəbb İzrailyna Allah vorva» uvhu, Yiğın do gırgıne gahbışis axtı qe'ecen! Yiğne g'uluna, Davudna nasılıb Yiğne ögiyl havaasre it'umba ulyoozrecen.
0a071b00a6	Xəəna G'oşunbışda Rəbb, İzrailyna Allah, Ğu man zak'le hagu, uvhuyn: «Yiğna nasıl it'umba vuxhes». Mançil-alla zı yik' hı'ı Vas məxübna düə hav'u.
0a071c0073	Ya Xudaavanda Rəbb, Ğu Allah vorna, Yiğın cuvabıd qotkuyn vod. Ğu həşde Yiğne g'ulus ina yugna xabar huvu.
0a071d00f3	Gırgıne gahbışil Yiğne ögiyl vuxhecenva, Yiğne g'ulune nasılıs xayir-düə huvuy Vasqa yugda qalecen. Ya Xudaavanda Rəbb, Ğu məxdın cuvabniy huvu. Yizde nasılen Yiğne xayir-düəyka gırgıne gahbışisda xayir-düə alept'ecen!
0a08010088	Mançile qiyğa Davud Filiştinaaşile ğamxha, manbı cus vukkanəxüb vuk'lek vukkeeka. Manbışde xılençe Meteg-Ammahıb g'ooşena.
0a08020122	Qiyğa Davud Moavbışiler ğamexhena. Mang'vee manbı ç'iyelqa g'alyapk'as alivku, baağıka ulyoopku, manbı xhebne desteeqa bit'al ha'a. Xhebne desteyna q'öble deste mang'vee gyabat'anbı. Sa destemee mang'vee g'ookana. Moavbı Davudus nukarar vooxhe, mang'us nalok'bı qele giviyğal.
0a080300a2	Tsovayna paççah eyxhena Rexovna dix Hadadezer, Fərat eyhene damayne hiqiy-alladın ciga meed cune xılyaqa alğahasva arayle. Maa'ar Davud mang'ule ğamexhena.
0a080400dd	Davudee Hadadezerna aazıriy yighıd vəş balkanılyna, g'ad aazırır hoyhar arına esker aqqaqqa. Mang'une balkanaaşina vəş Davudee cus avqu, axuyne daşk'ayk qı'iyne balkanaaşinıd g'elin damarbı gyatxas ilekka.
0a0805007d	Damask vooxhen Arambı Tsovayne paççahıs Hadadezerıs kumagıs abımee, Davudee manbışda g'ayeq'vəd aazır insan gek'a.
0a080600cd	Davudee Damask vooxhene Arambışde ölkee cun g'oşunbı ulyozar ha'a. Mang'vee manbışike nukarar haa'a, manbışe Davudus nalok'bı qele giviyğal. Davud nyaqa hark'ıneeyir, Rəbbee mana ğama'ananiy.
0a0807005f	Mang'vee Hadadezerıne insanaaşin k'ınəəğəken g'alxanbı alyaat'u, İyerusalimqa qadayle.
0a08080057	Paççah Davudee, Hadadezerne Betaxiy Berotay donane şaharbışeençe geed yez adayle.
0a0809005b	Xamatne paççahık'le Toik'le Davud Hadadezerne gırgıne g'oşunulecar ğamxhava g'iyxhe.
0a080a00f5	Hadadezeree hammaşee Toika dəv'ə haa'a vuxha. Hadadezerıle ğamxhava Davud nəxüriyva qiyghanas, sayir mana tabrik ha'asva paççah Toiyee dix Yoram mang'une k'anyaqa g'ıxele. Yoramee Davudus k'ınəəğəyn, nuk'rayn, yezan karbı adayle.
0a080b0083	Paççah Davudee in cus adıyn k'ınəəğəyken, nuk'rayken, yezaken, vucee menne milletbışike g'ayşuyn karbı Rəbbis g'iysar.
0a080c00dc	Mang'vee Edombışike, Moavbışike, Ammonbışike, Filiştinaaşike, Amalekbışike g'ayşuyn karbı Rəbbis g'iysar. Davudee Tsovayne paççahısse Rexovna dix eyxhene Hadadezerıssed g'ayşuyn karbıd Rəbbis g'iysar.
0a080d0082	Davudee Q'evane q'aadalil Edombışda yits'ımoled aazır insan oot'al-ooxal hı'ı siyk'almee, mana gırgıng'uk'le ats'axhxhena.
0a080e009e	Edomne gırgıne suralqa mang'vee cun g'oşunbı ulyoozar hı'iyle qiyğa, Edombı mang'un g'ular vooxhe. Davud nyaqa hark'ıneeyir Rəbbee mana ğama'ananiy.
0a080f0074	Davud İzrailynacar paççah eyxhe. Mang'vee millet qotkuda vuk'lek ıkkekka, gırgıngunemeeyir mana qorkura ıxha.
0a08100069	Tseruya donane zəiyfayna dix Yoav g'oşunna xərna ıxha. Axiludna dix Yehoşafat taarix oyk'anna ıxha.
0a08110050	Axituvna dix Tsadokiy Evyatarna dix Aximelek kaahinar vuxha. Seraya mirza ıxha.
0a08120060	Yehoyadayna dix Benaya Keretbışdayiy Peletbışda xərna ıxha. Davudun dixbı kaahinar vuxha.
0a09010069	Davudee eyhen: – Şaulne nasılena üç'ürra axuna vornane? Yonatannemee, zı mang'us yugvalla haa'as.
0a090200cd	Şaulne nasılıs g'ulluxçiyvalla haa'ana Tsiva donana sa insan ıxha. Mana Davudne k'anyaqa qoyt'al, paççahee mang'uke qiyghanan: – Tsiva ğune vor? Mang'vee eyhen: – Ho'o, yizda xərna, zı vorna.
0a090300d8	Paççahee eyhen: – Şaulne nasıleençe saxheyir üç'ürna insan vornane, zı mang'us Allahne yəqqee yugvalla haa'ayiy? Tsivee paççahıs alidghıniy qele: – Ho'o, Yonatanıqa q'öyudsana g'el k'aana dix vor.
0a090400a5	Paççahee mang'uk'le eyhen: – Həşde mana nyaane vor? Tsivee paççahık'le eyhen: – Mana həşde Lo-Devar eyhene şaharee, Ammielyne dixene Makirne xaa vorna.
0a09050058	Paççah Davudee insan g'axuvu, Lo-Devarğançe Makirne xaançe Mefiboşet cusqa ayra'a.
0a090600c9	Şaulna neva, Yonatanna dix eyxhena Mefiboşet Davudne k'anyaqa arı, mang'us hı'rmat gyuvxhu, k'yoyzarna. Davudee ona'an: – Mefiboşet! Mang'vee «Zı, yiğna nukar, inyaa vorva» alidghıniy qele.
0a090700f7	Davudee mang'uk'le eyhen: – Qı'məyq'ən, yiğne dekkıne Yonatannemee, zı vas yugvalla hidyav'u g'alerçes deş. Yiğne q'əsde dekkın Şaulun gırgın cigabı zı vas sak'al ha'as. Ğu gırgıne gahbışil yizde sufranıle otxhuniy oxhanas.
0a0908007a	Mefiboşet Davudus k'yorzul, eyhen: – Nya'a, zı, yiğna g'ul, vuşune eyxhe? Ğu, zına xhineene qivk'une xvaana haa'a?
0a09090086	Paççahee Şaulna g'ulluxçiy Tsiva qort'ul, eyhen: – Şaulıniy mang'une nasılen gırgın kar, yiğne xərıng'une nevaysqa quvu.
0a090a0139	Yiğne xərıng'une nevayn cigabı ğunayiy yiğne dixbışeyiy yiğne nukaraaşe mang'unemee ezu-qiyşalas. Şagavıd mang'usqa qeles, mang'uqa oxhanasın kar ixhecenva. Vuşde xərıng'une nevee, Mefiboşetee, gırgıne gahbışil yizde sufranıle kar oxhanas. (Tsivayqa yitsıxhvayre dixıy g'ayrer nukar vor.)
0a090b00c9	Tsivee paççahık'le eyhen: – Yizda xərna, paççah, ğu uvhuyn gırgın zı, yiğne g'ulee, ha'asın. Mefiboşetee, paççahne dixbışde sang'vee xhinne, Davudne sufranıle otxhuniy oyxhan ıxha.
0a090c006a	Mefiboşetıqa sa k'ınna Mika donana dix ıxha. Tsivayne xaabın gırgınbı Mefiboşetın nukarar vuxha.
0a090d0087	Mefiboşetee paççahne sufranıle kar otxhan ıxhayke, mana mançile qiyğa İyerusalimee axva. Mang'un q'öyudsana g'el k'aada ıxha.
0a0a01005d	Sabara gahıle Ammonbışda paççah qek'a. Mang'une cigee paççah mang'una dix Xanun eyxhe.
0a0a020108	Davudee eyhen: – Dekkee zas badal dyooxhena yugvalla hav'uva, zınab mang'une dixes Xanunus yugvalla haa'as. Davudee cun insanar Naxaşne dixene Xanunne k'anyaqa, dekkıs baş-sağlığıyvalla hevles g'uxoole. Davudun insanar Ammonne ölkeeqa qabı hipxhırmee,
0a0a03012c	Ammonbışde ç'ak'ınbışe cone xərıng'uk'le Xanunuk'le eyhen: – Vak'le həməxüdmede ats'a, Davudee baş-sağlığıyvalla hevles insanar yiğne dekkıs hı'rmatnemeene g'uxoole? Davudee yiğne k'anyaqa insanar şahar uleke alğaahas, mana vaats'a vuxha, qiyğab hı'ğəəkar haa'as g'axuvu!
0a0a0400c1	Xanunee Davudun insanar avqu, manbışin saqqalbı suralqamee, tanalqa ali'iyn karbıd avğançe giviy'arne cigeeqamee gyatxas ilekka. Qiyğab mang'vee manbı cone xaybışeeqa yəqqı'l haa'a.
0a0a0500b7	Man kar Davudus yuşan hı'ımee, manbı naşvalin habat'ava, Davudee manbışde ögiylqa insanar g'uxoole. Paççahee eyhen: – Saqqalbı aleelesmee Yerixoyee aaxve, qiyğa savk'le.
0a0a06013f	Ammonbışik'le co Davudne ulele gyapk'ı g'ooce. Manke manbışe Bet-Rexoveeneyiy Tsova eyhene cigeene Arambışike cos g'ad aazır hoyharna esker pılıke kumagıs qot'alecenva insanar g'uxoole. Manbışe Maaka eyhene cigayna paççah aazırne insanıka, sayir Tov eyhene cigeençe yits'ıq'vəd aazır insan qoyt'al.
0a0a07006d	Davuduk'le man ats'axhxhamee, Yoavıka gırgın yugba sıç'ookan cehilyarnana g'oşun mang'ul ooqa g'uxoole.
0a0a0800d0	Ammonbı qığeepç'ı, şaharne akkabışde ögiyl saç'uvkasınbı xhinne giviyk'an. Tsovayniy Rexovın Arambı, Tov eyhene cigayneyiy Maaka eyhene cigayne insanaaşika qığeepç'ı, g'ab curayba ulyoozar.
0a0a0900b8	Yoavık'le cune g'oşunne ögiyleyiy yı'q'əle duşmanar gipk'ın g'avcumee, mang'vee İzrailyne gırgıne g'oşunuke yugun gəvxüyn cehilyar curav'u, Arambışde ögiylqa giviyk'an.
0a0a0a005f	Avxuyne insanaaşilqar cuna çoc Avişay xərna gixhxhı, manbı Ammonbışde ögiyl giviyk'an.
0a0a0b0093	Yoavee Avişayık'le eyhen: – Arambı zale gucuka vuxheene, ğu zas kumagıs ayre. De'eş, Ammonbı vale gucuka vuxheene, zı vas kumagıs ayres.
0a0a0c009a	Yik'eka ixhe. Qora, yişde milletnemee, yişde Allahne şaharbışdemee, yişda adamiyvalla haagvas. Hasre Rəbbeyid Cusqa neniy yugda qöö, man he'ecen.
0a0a0d0061	Yoaviy mang'una g'oşun Arambışika sıç'ookka gibğılmee, Arambı Yoavne ögiyle heebaxanbı.
0a0a0e00a7	Ammonbışik'le Arambı heebaxa g'avcumee, coyub Avişayne ögiyle heepxı, şahareeqa ikkeebaç'e. Ammonbışikan saç'ivkuy ç'əvxhamee, Yoav İyerusalimqa siyk'al.
0a0a0f0052	Arambışik'le co İzrailybışile avub aaxva g'avcumee, manbı sacigeeqa savayle.
0a0a1000d4	Manbışde paççahee, Hadadezeree, insan g'axuvu, Fərat eyhene damayne şene aq'valin Arambı dəv'eeqa qığaa'a. Manbıb Hadadezerne g'oşunne xərıng'uka, Şovakıka, sacigee Xelam eyhene şahareeqa abayle.
0a0a1100a3	Mançina xabar Davudus abımee, mang'vee gırgın İzrailybı sav'u, İordanne damayle ılğeç'u, Xelameeqa arayle. Arambı Davudne ögiyl saç'uvkasva giviyk'an.
0a0a1200eb	Arambı İzrailybışde ögiyle heebaxanbı. Davudee Arambışda yighıd vəş dəv'əyn daşk'a he'ekkana, yoq'ts'al aazırır balkanıl alixı arına esker gek'a. Manbışda g'oşunna xərna Şovakır, Davudee ı'xı' maacar gek'ana.
0a0a1300f5	Hadadezerne xılek avubne paççahaaşik'le con gırgınbı İzrailybışis avub avxu g'avcumee, manbışe İzrailybışikana dəv'ə ç'əv hav'u, manbışis nukarar vooxhe. Mançile qiyğa Arambı qəvəyq'ənanbı Ammonbışis kumagbı ha'as.
0a0b010112	Yuxhxhan qadımee, paççahar dəv'əys qığeebaç'ene gahıl, Davudee Yoav cune insanaaşikayiy gırgıne İzrailyne g'oşunuka dəv'eeqa yəqqı'l ha'a. Manbışe Ammonbışikın hı'ı, manbışda paytaxt Rabba hıqiy-allançe avqaaqqa. Davud vucmee İyerusalimcar axva.
0a0b0200d8	Sa yiğıl exheeqana, Davud tyuleençe suğotsu, cune paççahaaşine sarayne daxalqa ılqeç'u maa'ar iykar giyğal. Mana daxayle ilyakkımee, mang'uk'le sa zəiyfa əyeexər g'eece. Mana zəiyfa geer uftanna yixha.
0a0b0300a5	Zəiyfayne hək'ee qiyghanasva Davudee insan g'ıxele. G'axuvuyne insanee eyhen: – Mana zəiyfa Q'etbışda eyxhene Uriyna xhunaşşe, Eliamnar yiş Bat-Şeva vor.
0a0b0400cf	Davudee insanar g'axuvu mana cusqa ayree'e. Mana zəiyfa Davudusqa arımee, məng'ı'n yadaaşik eyxhenbı manke ç'əveetxha ıxha. Davud məng'ı'ka g'ılexhana. Mançile qiyğa zəiyfa cene xaaqa siyk'al.
0a0b050053	Zəiyfa vuxhne eexva. Məng'ee Davudusqa insan g'ıxele «Zı vuxhne vorva» eyhes.
0a0b060089	Davudee Yoavne k'anyaqa insan g'axuvu eyhen: – Q'etbışda eyxhena Uriy yizde k'anyaqa g'axıle. Yoavee Uriy Davudne k'anyaqa g'ıxele.
0a0b070070	Uriy Davudne k'anyaqa arımee, Davudee mang'uke Yoaviy g'oşun nəxübne, dəv'ə nəxübne əlyhəəva qiyghan.
0a0b08009b	Qiyğa Davudee Uriyk'le eyhen: – Xaaqa hoora, sık'ırra g'alixhe. Uriy paççahne sarayeençe qığeç'umee, paççahee yı'q'əle mang'us pay g'uxoole.
0a0b090068	Uriymee xaaqa ayk'an deş. Mana paççahne manesa nukaraaşika sacigee sarayne akkayne ghalee g'ılexha.
0a0b0a008c	Davuduk'le «Uriy xaaqa ark'ın deşva» uvhumee, mang'vee Uriyke qiyghanan: – Nya'a, ğu yəqqı'le dişde qarı? Nya'a xaaqa idyark'ın?
0a0b0b0134	Uriyee Davuduk'le eyhen: – Allahıka mugavilenana q'utye, İzrailybı, Yahuder çadırbışee aaxvamee, yizda xərna eyxhena Yoaviy eskerar g'ab çolbışee aaxvamee, ho'ne zı xaaqa ark'ın otxhan-ulyoğa xhunaşşeyka g'alixhe? Valqaniy yiğne canılqan k'ın ixhen, zı məxdın kar mısacad ha'as deş.
0a0b0c008c	Davudee Uriyk'le eyhen: – Ğu g'iynar inyaa axve, zı ğu g'iyqa yəqqı'l ha'asda. Uriy mane yiğılir, qinne yiğılir İyerusalim axva.
0a0b0d00e2	Davudee mana cusqa qort'ul yugda otxhun-ulyoğu'ı keçe xhinne qa'a. Uriy paççahısse exheeqana qığeç'e. Mana g'alixhasva meer cune ögiylynecar cigeeqa, paççahne nukaraaşisqa ayk'an. Mana cune xaaqa meer ayk'an deş.
0a0b0e0054	Miç'eed qıxhamee, Davudee kağız otk'un, Yoavısqa hixhar he'ecenva Uriysqa qele.
0a0b0f00b9	Kağızee inva otk'un eyxhe: «Uriy it'umba dəv'ə əəne cigeeqa yəqqı'l he'e. Mana ögiyl ulyozar he'e, qiyğa zaraba şu yı'q'əlqa ts'ıts'eepxhe, hasre mana ı'xı' gik'ecen».
0a0b1000a5	Yoavee şahar hiqiy-allançe avqumee, mang'uk'le şenbışin yugba aldaaxhvananbı nene surak vuxhay ats'anniy. Mançil-allar mang'vee Uriy mane suralqa salat' ha'a.
0a0b1100b3	Şaharın insanar Yoavıka səvxəsva, şaharıke g'aqa qığeebaç'e. Manke Davudne g'oşunun sabarabı habat'anbı, habat'anbışde yı'q'nee Q'etbışda eyxhena Uriyer ıxhana.
0a0b120051	Yoavee Davudne k'anyaqa dəv'ə nəxübiy ılğevç'uva xabar ana insan g'ıxele.
0a0b13006a	Mang'vee xabar ana g'ıxelene insanıs xət qa'an: – Ğu dəv'əyne hək'ee yuşan hı'ı ç'əvexhemee,
0a0b1400bb	paççahıs sayıb mançike qəl vuxha vake qiyghınee: «Nya'a şu səvxəsva şaharısqa manimee k'ane qeepxha? Nya'a şok'le ats'a dişdiy, manbışe cabırbışile vukbı ahas ıxhay?
0a0b15012a	Şavaane Yerubbeşetna dix Avimelek gik'u? Nya'a, cabırıle dişdiy mang'ulqa sa zəiyfee yöxxəyna g'aye g'a'apçı, mana Tevetsee gik'u? Nya'a şu manimee cabırbışisqa k'ane qeepxha?» Manva paççahee vak'le uvheene, ğu mang'uk'le eyhe: «Yiğna nukar Q'etbışda eyxhena Uriyer qik'una».
0a0b16007f	Xabar ana ı'qqəna insan yəqqı'lqa gexha. Mana qarı Davudusqa hirxhıl, Yoavee cuk'le uvhuyn gırgın mang'us yuşan ha'an.
0a0b1700c5	Xabar ana arıyne insanee Davuduk'le eyhen: – Şen insanar şalqa k'yoptul, şaka saç'uvkasva şaharıke g'aqa qığeepç'ı. Şinab manbı şaharne akkabışisqamee yı'q'əlqa g'ee'epşiynbı.
0a0b1800b5	Vukbı ayhenbışee cabırbışile paççahne eskeraaşilqa vukbı gyoğu'u, paççahne eskeraaşike habat'anbıb vuxhaynbı. Yiğna nukar Q'etbışda eyxhena Uriyer maa'ar qik'una.
0a0b190103	Davudee xabar abıyng'uk'le eyhen: – Yoavık'le eyhe: «Mançil-alla aq'va havaxan hıma'acen. G'ılıncın ina-şena geer gik'u. Həşdiyle guc sacigeeqa sav'u, mane şaharılqa sayıb k'yoohre, mana hı'ğəəkar hee'e». Məxüd ğu Yoavıs yik'bı hele.
0a0b1a0055	Uriyne xhunaşşeyk'le Bat-Şevayk'le Uriy qik'uva g'ayxhımee, mang'us ak' avqaaqqa.
0a0b1b00d1	Ak' ç'əvuvxhayle qiyğa, Davudee insan g'axuvu, Bat-Şeva cune xaaqa qiyelee'e. Məng'ı'ke cus xhunaşşe hee'e. Qiyğa məng'ee Davudus dix uxooxa. Davudee hav'una mana iş Rəbbine yik'eençe vooxhe deş.
0a0c0100b6	Rəbbee Natan peyğambar Davudne k'anyaqa g'ıxele. Natan mang'une k'anyaqa arı, inəxüd eyhe: – Sa şaharee q'öyre insan vooxhe. Manbışda sa karnana manasar kar deşda eyxhe.
