2800000007	Matouš
2e0713007c	Pro křesťana není důležité, zda podstoupil obřad obřízky či nikoliv. Důležité je, aby vyplnil Boží příkazy.
2e07140042	Zůstaň tedy tím, čím jsi byl, když jsi uslyšel Boží hlas.
2e071500c7	Zastihl tě v otroctví? Nic si z toho nedělej; otroctví hříchu je daleko strašnější – a z toho jsi přece vysvobozen. Občanskými svobodami ovšem nepohrdej, když jich můžeš využít.
2e07160066	A naopak, jestliže jsi svobodný občan, pamatuj, že Kristus tě povolal, aby ses stal jeho otrokem.
2e07170051	On tě koupil a draze zaplatil. Jak by tě mohlo zotročit ještě něco jiného?
2e07180073	Nehledej tedy únik z postavení, ve kterém jsi se nacházel, když tě Kristus povolal. On je tam přece s tebou.
2e07190093	O neprovdaných dívkách mi Kristus žádné zvláštní pokyny nedal. Když mi však Bůh dal vaši důvěru, řeknu vám své osobní mínění.
2e071a005a	Myslím, že vzhledem k soužením, která jsou před námi, je moudřejší se nevdávat.
2e071b006b	Vdané a ženatí ať se kvůli tomu ovšem nerozcházejí, ale svobodní ať do manželství nespěchají.
2e071c00e5	Kdo se přes všechna nebezpečí rozhodne do manželství vstoupit, ten samozřejmě nehřeší; musí však počítat s tím, že mu z toho rozhodnutí vzejdou nemalé problémy, kterých bych vás rád právě nyní ušetřil.
2e071d006c	Hlavně nesmíme zapomínat, že před sebou nemáme už mnoho času. Ať tedy manželku máš nebo nemáš,
2e071e004c	ať jsi smutný nebo se raduješ, nedej se tím zdržovat od Božího díla.
2e071f00ad	Užívej s radostí všeho dobrého, co svět nabízí, ale mysli na to, že nic z toho nepotrvá věčně, a nezabydluj se ve světě, který dnes je a zítra být nemusí.
2e0720006b	Byl bych rád, abyste si sami nepřidávali starostí. Svobodný může věnovat svůj čas Božímu dílu,
2e0721006b	kdežto ženatý se musí starat o ženu a rodinu, a tak dělit své myšlenky mezi Boha a pozemské věci.
2e072200f2	Stejné problémy má vdaná žena: starost o svůj zevnějšek, o domácnost, jak vyhovět mužovým zálibám a vrtochům. Naproti tomu svobodná dívka a neprovdaná žena má spíš možnost pečovat o krásu ducha, která se líbí Bohu.
2e072300b0	To všechno vám říkám, abych vám pomohl, ne abych vás odradil od sňatku. Chci vám ukázat, jak sloužit Pánu co nejlépe a co všechno by vás od toho mohlo odvádět.
2e0725013c	Kdo si nedovede představit život bez manželství, ať do něj vstoupí, není na tom nic špatného. Kdo však má sám sebe tak dalece v moci, že dokáže svou touhu udržet na uzdě, a rozhodne se zůstat svobodný, učinil moudré rozhodnutí. Zkrátka a dobře; obojí je správné, ale to druhé je lepší.
2e072700c8	Žena je vázána věrností, pokud její muž žije. Jestliže věřící žena ovdoví, je volná a může se znovu provdat, ovšem jen za křesťana. Bude však šťastnější, když to neudělá.
2e07280059	To je moje rada a domnívám se, že i já se smím odvolávat na vedení Božím Duchem.
2e080101a6	Tázali jste se také, zda křesťan smí jíst maso ze zvířat obětovaných při pohanských obřadech. Jsme zajedno v tom, že každý z nás má o Bohu a jeho vůli nějaké poznání. Pouhé vědomosti a vytříbený úsudek však často vedou jen k domýšlivosti. Kdo nehledá nic jiného než vědění a poznatky, jedná v podstatě sobecky. Láska však směřuje k druhému člověku, buduje vzájemné vztahy.
2e0804007e	Pokud jde o maso obětované z pohanských obětí, víme, že Bůh je jenom jeden, a modly tudíž naprosto nic neznamenají.
2e0805006f	Jestli se jim také říká „bůh“ – a takových „bůžků“ je celá řada, to na věci nic nemění.
2e080600b6	My známe jednoho Boha, našeho Otce, od něhož všechno pochází a jemuž patříme i my. A máme jen jediného Pána, Ježíše Krista, který dal život všemu – a také nám.
2e080700e6	Ne všichni však dospěli k tomuto poznání. Někteří nedávno sami uctívali modly, a proto v tomto mase dosud cítí příchuť modloslužby. Svědomí ovlivňované ještě pohanskou minulostí, jim to pak ovšem vyčítá.
2e08080061	Je pravda, že jídlo nám u Boha ceny nedodá ani neubere, nic jím nezískáme ani neztratíme.
2e08090069	Ale musíte být opatrní, aby se váš svobodný postoj nestal příčinou poklesku jiných, slabších.
2e080a00ae	Když tě totiž někdo vidí dělat něco, co sám pokládá za nesprávné, může být tvým příkladem sveden dělat totéž – proti hlasu svého vlastního svědomí!
2e080b006c	A tak se tvé poznání může stát neštěstím pro tvého slabšího bratra, za kterého Kristus zemřel.
2e080c0095	Připravovat takto bratrovo svědomí o klid a vyvolávat v něm konflikt je proto nejen nelaskavé vůči bratrovi, ale urážlivé i vůči Kristu.
2e080d0082	Jestliže by tedy moje jídlo mělo být příčinou bratrova pádu, raději se toho jídla zřeknu, než bych bratrovi ublížil.
2e09010091	Zamyslete se nad tím, jak já nakládám se svou svobodou. Což nejsem zplnomocněnec Ježíše Krista? Což se mi osobně neukázal u Damašku?
2e09020099	Jestli mi někteří tuto autoritu upírají, vy sami jste živým důkazem, že opravdu mám jeho pověření. Jinak byste přece byli až dosud pohany.
2e0903001c	Svým kritikům odpovídám:
2e09040030	Nemám snad i já právo na hmotné zaopatření
2e09050056	a na manželku jako ostatní apoštolové a Ježíšovi bratři nebo i jako sám Petr?
2e0906005b	Proč právě já a Barnabáš bychom měli být odkázáni na to, co si vyděláme prací?
2e090700cd	Už jste snad viděli vojáka, který by sloužil v armádě na vlastní náklady? Nebo hospodáře, který by nesklízel plody z toho, co zasadil? Nebo pastevce, který pase krávy a nepije jejich mléko?
2e09080038	Nemyslete si, že jsou to jen moje ziskuchtivé nápady.
2e090900be	I v Mojžíšově zákoně najdete: „Zvířeti, které používáš při sklizni, nedáš náhubek.“ Má-li na svůj podíl nárok i ta němá tvář, nemá ho mít tím spíš člověk?
2e090a0149	Když my mezi vámi rozséváme věčné hodnoty, proč by nám nemohlo být dopřáno podílet se na vašich hmotných statcích, tak jako se na nich podílejí i jiní? Přesto však jsme se toho práva nijak nedovolávali a raději budeme snášet i bídu, aby někomu závist nebránila slyšet radostné poselství o Kristu.
2e090d00c8	Ano, vzdal jsem se práva na zaopatření, ačkoliv víte, že kdo je zaměstnán v chrámových službách, toho platí chrámová pokladna, a kdo slouží u oltáře, dostává z obětí svůj díl.
2e090e005b	Tak i Kristus ustanovil, že jeho poslové mají žít z toho, co dostanou od posluchačů.
2e090f00c3	Přesto jsem se nikdy ničeho nedožadoval a ani teď to nepíšu proto, že bych snad něco takového očekával. Raději bych zemřel, než bych zahodil to, nač jsem až dosud mohl být hrdý.
2e09110167	Abyste mi dobře rozuměli: to, že hlásám Kristovo poselství, nepokládám si za zásluhu, za níž bych měl nárok na odměnu. Je to prostě moje povinnost, úkol, který musím splnit – jinak se mnou bude zle. Jsem však hrdý na to, že sloužím Kristu jako jeho vyslanec a vůbec nic za to nechci, že se vzdávám i toho, co mi právem náleží.
2e09130078	Na nikom tedy nejsem závislý, a přesto jsem se dobrovolně dal do služby všem, abych získal víc lidí pro Krista.
2e091400a8	Abych získal židy, vystupoval jsem mezi nimi jako žid. Mezi lidmi podřízenými Mojžíšovým zákonům jsem se i já podřizoval, i když už jimi vázán nejsem.
2e091500a4	A mezi lidmi, kteří je neznají, jsem na nich ani já nikterak nelpěl. (To ovšem neznamená, že Boží zákony neuznávám; váže mě přece zákon Kristův.)
2e091600d6	Mojí snahou bylo přiblížit se ke všem na jejich vlastní úrovni, abych alespoň některé zachránil. A mou odměnou za to všechno je, že smím mít podíl na užitku, který jim mé poselství přináší.
2e091800ab	A teď se podívejte na sportovce: v závodě může zvítězit jen jeden, i když o to samozřejmě usilují všichni. Snažte se tedy, abyste to byli vy, kdo zvítězí!
2e09190100	To ovšem vyžaduje – jako od každého špičkového sportovce – tvrdý trénink a odříkání! Ale jsou-li toho schopni sportovci, kterým jde jen o pozemské vavříny, musíme to brát tím vážněji my, když v našem případě jde o věčnost.
2e091a004a	I váš a můj život je závod a zápas, a to nikoliv pro pouhou zábavu.
2e091b008c	Proto držím své tělo pěkně zkrátka a trénuji ho v ukázněnosti, aby se snad nestalo, že bych kázal druhým a sám v boji podlehl.
2e0a010088	Jenom si, bratři, připomeňme židovské dějiny! Boží oblak se rozprostíral nad všemi našimi předky, když odcházeli z Egypta,
2e0a02005f	a všichni společně s Mojžíšem prošli mořem, v němž pohřbili svoji otrockou minulost.
2e0a030033	Všem bylo duchovní potravou stejné slovo od Boha
2e0a04006b	a sílu čerpali všichni z téhož duchovního pramene, který je stále doprovázel – a to byl Kristus.
2e0a05005e	A přesto se většina z nich svým jednáním Bohu znelíbila a našla svůj hrob na poušti.
2e0a06002f	Nechť se nám stanou výstražným příladem.
2e0a07008d	Opusťte své modly, pohlavní nepřístojnosti a jiné neřády, abyste nedopadli jako oni: za jediný den jich pomřelo třiadvacet tisíc.
2e0a090028	Nesvádějte lidské špatnosti na Boha,
2e0a0a005f	neprovokujte ho, jako to dělali někteří z nich; a přivolali na sebe jedovaté hady a smrt.
2e0a0b003f	Vezměme si z toho ponaučení, mnoho času nám už nezbývá.
2e0a0c0055	Mějte se na pozoru – nejblíže pádu je ten, kdo si je sám sebou příliš jist.
2e0a0d00b3	Až dosud vás nepotkalo nic, co by člověk nedokázal unést. Bůh vaši víru nezklame ani v dalších zkouškách: pokud je dopustí, dá vám i sílu vydržet a překonat je.
2e0a0e0119	Proto, moji drazí, co nejdál od modloslužby! Mluvím s vámi jako s rozumnými lidmi. Řekněte sami: neznamená snad kalich, který si vzájemně podáváme, že nás spojuje Kristova krev? A co jiného vyznáváme při lámání chleba než to, že jsme součástí Kristovou?
2e0a110088	Jako všechny ty kousky pocházejí z jednoho chleba, tak i my – ať je nás sebevíc – jsme tím jedním chlebem navzájem spojeni.
2e0a1200c4	Podívejte se na rodilé židy: tím, že jedí maso obětované na oltáři, hlásí se i oni k Bohu, kterému ten oltář patří. A stejný význam má pro pohany zase jejich pohanský oltář.
2e0a130098	Tím ovšem neříkám, že modla je snad bohem a že maso obětované modle je něco víc než obyčejné maso; samy o sobě ty věci neznamenají nic.
2e0a140076	Ale tím obřadem vzývají pohané démony místo Boha, a proto nechci, abyste se něčeho takového zúčastňovali.
2e0a150044	Nemůžete se přece současně hlásit k Bohu i ke zlým mocnostem.
2e0a160049	Nebo jsme snad tak silní, že si nemusíme nic dělat z Božího hněvu?
2e0a170089	Ano, křesťanu je všechno dovoleno, ale ne všechno je prospěšné. Vše je mi dovoleno, ale ne vše slouží k dobru také ostatním.
2e0a180073	Nesmíme si hledět jen svého vlastního zájmu, nýbrž především musíme dbát toho, co je dobré pro druhé.
2e0a190057	Tedy: co se prodává v obchodech, to jezte klidně a nelamte si hlavu původem jídla.
2e0a1a0035	Země i se vším, co je na ní, patří přece Bohu.
2e0a1b005b	Také na návštěvách jezte s klidným svědomím všechno, co vám hostitel předloží.
2e0a1c00db	Když vás však někdo upozorní, že to či ono jídlo leželo předtím na pohanském oltáři, nejezte to, abyste se nešetrně nedotkli jeho svědomí. Jakže – moje svoboda má být omezována cizím svědomím?
2e0a1e004f	Což mě může někdo odsuzovat za to, co vděčně přijímám z Boží ruky?
2e0a1f0087	Milí bratři! Všechno, co děláme – ať už jde o jídlo nebo o pití či cokoliv jiného, všechno má sloužit k Boží oslavě.
2e0a20004b	Nebuďte tedy kamenem úrazu ani židům, ani nevěrcům, ani křesťanům.
2e0a2100c9	I já se vždycky snažím vyjít každému vstříc a neohlížím se na sebe, nýbrž na dobro těch druhých, aby jich bylo zachráněno co nejvíc. Tak mě tomu učí Kristus, dělejte to tak i vy.
2e0b010061	Jinak vás musím pochválit, že na mne nezapomínáte a držíte se toho, co jsem vás naučil.
2e0b02004f	Nelíbí se mi však móda, jakou u vás některé ženy začínají pěstovat:
2e0b030061	když ve veřejných shromážděních vzývají Boha nebo o něm hovoří, nezahalují si hlavu.
2e0b040025	Vždyť je to stejný projev neúcty,
2e0b05003e	jako když muž si nechá ve společnosti na hlavě pokrývku.
2e0b060046	Platí-li v důstojnosti pořadí Bůh – Kristus – muž – žena,
2e0b070021	pak si má žena hlavu zahalovat,
2e0b08002a	jako si ji zahalují andělé před Bohem.
2e0b090042	Muž to nedělá proto, že má nezakrytě zrcadlit Boží slávu,
2e0b0a001c	a žena to má dělat proto,
2e0b0b002a	že tím uznává vyšší autoritu muže.
2e0b0c0023	Takový je aspoň všeobecný zvyk.
2e0b0d002f	Jinak jsou si ovšem obě pohlaví rovna v tom,
2e0b0e0021	že jako žena pochází z muže,
2e0b0f001f	tak se muž zase rodí z ženy;
2e0b10002a	oba stejně vděčí za svůj život Bohu.
2e0b110043	Když už jsem v tom napomínání, ještě jedna věc mě rmoutí.
2e0b120054	Vidím, že vaše shromáždění začínají být spíš ke škodě než k užitku.
2e0b130067	Slyšel jsem – a něco pravdy na tom zřejmě je, že do vašich shromáždění pronikají různice.
2e0b140062	Na tom je dobré snad jedině to, že se aspoň jasně odliší zdravé od nezdravého mezi vámi.
2e0b1500d0	Výsledkem však je, že se ani nedá společně zasednout ke stolu Páně, protože každý honem spěchá sníst to, co si přinesl, a pak už často nemůže pozřít sousto s těmi, kdo přišli hladoví.
2e0b1600bc	Copak se nemůžete najíst už doma? Nebo se snad chcete vychloubat svou kuchyní před méně zámožnými bratry a zlehčovat tak Boží církev? Za to tedy ode mne pochvalu nečekejte.
2e0b170049	Učil jsem vás přece, co mi Kristus svěřil: v tu noc, kdy byl zrazen,
2e0b18008d	vzal chléb, poděkoval za něj Bohu, rozlámal ho a řekl: „Toto je moje tělo, které se za vás obětuje. Čiňte to na mou památku.“
2e0b19009d	Po večeři pak pozvedl kalich se slovy: „Hle, nová smlouva, kterou zpečetím svou krví. Ten kalich vám ji připomene, kdykoliv z něho budete pít.“
2e0b1a0068	Jedením toho chleba a společným pitím z kalicha tedy hlásáte Kristovu smrt až do jeho příchodu.
2e0b1b0069	To ovšem znamená, že kdo bere ten chléb nebo to víno na lehkou váhu, znevažuje tím Kristovu smrt.
2e0b1c0099	Ať tedy každý nejdřív sám sebe zkoumá, než sáhne po chlebu a kalicha. Jinak na sebe přivolává odsouzení, protože pohrdá Kristovou obětí.
