0100000012	يارىتىلىش
17210e0162	زىئوندىكى گۇناھكارلار قورقىدۇ؛ ۋەھىمە ئىپلاسلارنى بېسىۋالىدۇ. [ئۇلار]: «ئارىمىزدىكى كىم مەڭگۈلۈك يۇتقۇر ئوت بىلەن بىللە تۇرىدۇ؟ كىم ئەبەدىلئەبەد يالقۇنلار بىلەن بىر ماكاندا بولىدۇ؟» ــ دەيدۇ.
17210f0207	ــ «ھەققانىيلىق يولىدا ماڭىدىغان، دۇرۇس-لىللا گەپ قىلىدىغان، زالىملىقتىن كەلگەن ھارام پايدىغا نەپرەتلىنىدىغان، پارىلارنى سۇنغۇچىلارنى قولىنى پۇلاڭشىتىپ رەت قىلىدىغان، قاننىڭ گېپى بولسىلا قۇلىقىنى يوپۇرۇپ ئاڭلىمايدىغان، پەسلىك-رەزىللىككە قاراشنى رەت قىلىپ، كۆزىنى قاچۇرىدىغان؛
1721100115	ئۇ يۇقىرىنى ماكان قىلىدۇ؛ قورام تاشلار ئۇنىڭ قورغىنى بولۇپ، يۇقىرى ئۇنىڭ باشپاناھى بولىدۇ؛ ئۆز رىسقى ئۇنىڭغا بېرىلىدۇ، ئۇنىڭ سۈيى كاپالەتلىك بولىدۇ».
17211100a9	ــ «كۆزلىرىڭ پادىشاھنى گۈزەللىكىدە كۆرىدۇ؛ كۆزلىرىڭ ئۇزۇنغا سوزۇلغان زېمىنغا نەزەر سالىدۇ.
172112010a	كۆڭلۈڭ ۋەھىمە توغرىسىدا چوڭقۇر ئويغا پاتىدۇ؛ رويخەتچى بەگ قېنى؟ ئولجىنى ئۆلچەيدىغان تارازىچى بەگ قېنى؟ ئىستىھكام-مۇنارلارنى سانىغۇچى بەگ قېنى؟
172113012e	قايتىدىن ئەشەددىي خەلقنى كۆرمەيسەن، ــ سەن ئاڭقىرالمايدىغان، بوغۇزىدا سۆزلەيدىغان، دۇدۇقلاپ گەپ قىلىدىغان، گېپىنى چۈشىنەلمەيدىغان بىر خەلقنى ئىككىنچى كۆرمەيسەن.
17211401a9	ئىبادەت ھېيتلىرىمىز ئۆتكۈزۈلىدىغان شەھەر زىئونغا قارا؛ سېنىڭ كۆزۈڭ يېرۇسالېمنىڭ تىنچ-ئامان ماكان بولغانلىقىنى، قوزۇقلىرى ھەرگىز يۇلۇنمايدىغان، تانىلىرى ھەرگىز ئۈزۈلمەيدىغان، ئىككىنچى يۆتكەلمەيدىغان چېدىر بولغانلىقىنى كۆرىدۇ؛
17211501a1	شۇ يەردە پەرۋەردىگارنىڭ شان-شەرىپى بىزگە كۆرۈنىدۇ، ــ ئۇ ئۆزى دەريالار، كەڭ ئۆستەڭلەر ئېقىپ تۇرىدىغان بىر جاي بولىدۇ؛ پالاقلار بىلەن ھەيدەلگەن ھېچقانداق كېمە ئۇ جايدا قاتنىمايدۇ، ۋە ياكى ھېچ ھەيۋەتلىك كېمە ئۇ جايدىن ئۆتمەيدۇ؛
17211600fe	چۈنكى پەرۋەردىگار بىزنىڭ نىجاتكار-ھاكىمىمىز، پەرۋەردىگار بىزگە قانۇن بەرگۈچىدۇر، پەرۋەردىگار ــ بىزنىڭ پادىشاھىمىز، ئۇ بىزنى قۇتقۇزىدۇ!
1721170187	سېنىڭ تانا-ئارغامچىلىرىڭ بوشىغان بولسىمۇ، [ئىسرائىل] يەلكەن خادىسىنىڭ تۇرۇمىنى مۇستەھكەم قىلالمىسىمۇ، يەلكەننى يېيىپ چىقىرالمىسىمۇ، ئۇ چاغدا زور بىر ئولجا ئۈلەشتۈرۈلىدۇ؛ ھەتتا ئاقساق-توكۇرلارمۇ ئولجىنى ئالىدۇ.
17211800c1	شۇ چاغدا شۇ يەردە تۇرغۇچى: «مەن كېسەل» دېمەيدۇ؛ شۇ جاينى ماكان قىلغان خەلقنىڭ گۇناھلىرى كەچۈرۈم قىلىنىدۇ.
1722010149	يېقىن كېلىڭلار، ئى ئەللەر، ئاڭلاڭلار! ئى قوۋم-خەلقلەر، قۇلاق سېلىڭلار! يەر-زېمىن ۋە ئۇنىڭدىكى بارلىق مەۋجۇداتلار، جىمى ئالەم ۋە ئۇنىڭ ئىچىدىن چىققان ھەممە مەۋجۇداتلار، تىڭشاڭلار!
172202015d	چۈنكى پەرۋەردىگارنىڭ بارلىق ئەللەرگە قارىتا غەزىپى بار، ئۇنىڭ دەرغەزىپى ئۇلارنىڭ بارلىق قوشۇنلىرىغا قارشى تۇرىدۇ؛ ئۇ ئۇلارنى ھالاكەتكە پۈتۈپ قويغان، ئۇلارنى قىرغىنچىلىققا تاپشۇرۇۋەتكەن؛
17220300df	ئۇلاردىن ئۆلتۈرۈلگەنلەر سىرتقا تاشلىۋېتىلىدۇ، جەسەتلىرىدىن سېسىقچىلىق پۇرايدۇ، تاغلار ئۇلارنىڭ قېنى بىلەن ئېرىتىلىدۇ؛
17220401b1	ئاسمانلاردىكى جىمىكى جىسىم-قوشۇنلار چىرىپ يوق بولىدۇ، ئاسمانلار يۆگىمە كىتابدەك تۈرۈلىدۇ؛ ئۈزۈم تېلىنىڭ يوپۇرماقلىرى خازان بولۇپ، سولىشىپ چۈشكەندەك، يىگلەپ كەتكەن ئەنجۈر شېخىدىن چۈشكەندەك، ئۇلارنىڭ جىمىكى جىسىم-قوشۇنلىرى يىقىلىدۇ؛
1722050118	چۈنكى شەمشىرىم ئاسمانلاردا [قان بىلەن] سۇغۇرۇلدى؛ قاراڭلار، شەمشىرىم مېنىڭ ھالاكەت لەنىتىمگە ئۇچرىغان خەلققە، يەنى ئېدوم ئۈستىگە جازالاش ئۈچۈن چۈشىدۇ؛
17220601ca	پەرۋەردىگارنىڭ بىر شەمشىرى بار؛ ئۇ قانغا بويالدى؛ ئۇ ياغلىق نەرسىلەرنىڭ يېغى بىلەن، ئۆچكە-قوزىلارنىڭ قېنى بىلەن، قوچقار بۆرىكىنىڭ يېغى بىلەن ئوزۇقلاندۇرۇلغان؛ چۈنكى پەرۋەردىگارنىڭ بوزراھ شەھىرىدە بىر قۇربانلىقى، ئېدومدا زور بىر قىرغىنچىلىقى بار.
172207011d	مۇشۇ قىرغىنچىلىقلار بىلەن ياۋايى كالىلار، تورپاقلار ۋە كۈچلۈك بۇقىلارمۇ يىقىلىدۇ. ئۇلارنىڭ زېمىنى قانغا چۆمۈلىدۇ، توپا-چاڭلىرى ياغ بىلەن مايلىشىپ كېتىدۇ.
17220800a6	چۈنكى پەرۋەردىگارنىڭ قىساس ئالىدىغان بىر كۈنى، زىئون دەۋاسىدىكى ھېساب ئالىدىغان يىلى بار.
17220900d2	[ئېدومدىكى] ئېقىنلار قارىمايغا، ئۇنىڭ توپىلىرى گۈڭگۈرتكە ئايلاندۇرۇلىدۇ؛ زېمىنى بولسا كۆيۈۋاتقان قارىماي بولىدۇ.
17220a0116	ئۇنىڭ ئوتى كېچە-كۈندۈز ئۆچۈرۈلمەيدۇ؛ ئىس-تۈتەكلىرى مەڭگۈگە ئۆرلەيدۇ؛ ئۇ دەۋردىن-دەۋرگىچە خارابىلىكتە تۇرىدۇ؛ ھېچكىم ئىككىنچى ئۇ يەرگە ئاياغ باسمايدۇ.
17220b019c	چۆل ھۇۋقۇشى ۋە چىرقىرىغۇچى ھۇۋقۇشلار ئۇنى ئىگىلىۋالىدۇ؛ چوڭ ھۇۋقۇش ۋە قاغا-قۇزغۇنلار شۇ يەردە ئۇۋىلايدۇ؛ خۇدا ئۇنىڭغا «تەرتىپسىزلىك-بىمەنىلىكنى ئۆلچەيدىغان تانا»نى، ۋە «قۇپ-قۇرۇقلۇقنى ئۆلچەيدىغان تىك ئۆلچىگۈچ»نى تارتىدۇ.
17220c010e	بىرسى كېلىپ [ئېدومنىڭ] ئېسىلزادىلىرىنى پادىشاھلىقىنى [ئىدارە قىلىشقا] چاقىرسا، ئۇلاردىن ھېچكىم بولمايدۇ؛ ئۇنىڭ ئەمىرلىرى يوق قىلىۋېتىلگەن بولىدۇ.
17220d00ee	ئوردىلىرىدا تىكەنلەر، قەلئە-قورغانلىرىدا چاققاق-جىغانلار ئۆسۈپ چىقىدۇ؛ ئۇ چىلبۆرىلەرنىڭ ماكانى، «ھۇۋقۇشلارنىڭ ئوردىسى» بولىدۇ.
17220e014d	شۇ يەردە چۆل-باياۋاندىكى جانىۋارلار، ياۋايى ئىتلار جەم بولىدۇ؛ ھەربىر «ئۆچكە جىن» ئۆز قېرىندىشىغا توۋلايدۇ؛ تۈن مەخلۇقلىرى شۇ يەردە ماكانلىشىدۇ، ئۇنى ئۆزىگە ئارامگاھ قىلىپ تۇرىدۇ.
17220f010e	«ئوق يىلان» شۇ يەردە ئۇۋىلايدۇ، ئۇنىڭ سايىسىدە تۇخۇملايدۇ، بالىلىرىنى يىغىپ باقىدۇ. قورۇلتاز-تاپقۇشلار ھەربىرى ئۆز جۈپى بىلەن شۇ يەردە توپلىنىدۇ؛
172210016d	پەرۋەردىگارنىڭ يۆگىمە كىتابىدىن ئىزدەپ ئوقۇپ باققىن؛ ئۇلاردىن ھېچبىرى چۈشۈپ قالمايدۇ؛ ھېچقايسىسىنىڭ ئۆز جورىسى كەم بولمايدۇ؛ چۈنكى ئۆزىنىڭ ئاغزى ئۇلارغا بۇيرۇغان؛ ئۇنىڭ ئۆز روھى ئۇلارنى توپلىغان.
1722110164	چۈنكى [پەرۋەردىگار] ئۆزى ئۇلار ئۈچۈن چەك تاشلاپ، ئۆز قولى بىلەن زېمىنغا تانا تارتىپ ئۇلارغا تەقسىم قىلىپ بەرگەن؛ ئۇلار ئۇنىڭغا مەڭگۈگە ئىگىدارلىق قىلىدۇ، دەۋردىن-دەۋرگىچە شۇ يەرنى ماكان قىلىدۇ.
17230100c2	ــ دالا ھەم قاغجىراپ كەتكەن جايلار ئۇلار ئۈچۈن خۇشال بولىدۇ؛ چۆل-باياۋان شادلىنىپ زەپىراندەك چېچەكلەيدۇ؛
1723020199	ئۇ بەرق ئۇرۇپ چېچەكلەيدۇ، شادلىققا شادلىق قوشۇلۇپ تەنتەنە قىلىدۇ؛ لىۋاننىڭ شان-شەرىپى، كارمەل ۋە شاروندىكى گۈزەللىك ۋە سۈر ئۇنىڭغا بېرىلىدۇ؛ ئۇلار پەرۋەردىگارنىڭ شان-شەرىپىنى، خۇدايىمىزنىڭ گۈزەللىكى ۋە ھەيۋىتىنى كۆرىدۇ.
1723030084	ئاجىز قوللارنى كۈچلەندۈرۈڭلار، ئېگىلىپ ماڭىدىغان تىزلارنى چىڭىتىڭلار،
1723040144	يۈرىكى ئاغقانلارغا: ــ «چىڭ تۇرۇڭلار! قورقماڭلار! مانا، خۇدايىڭلارغا قاراپ بېقىڭلار؛ قىساس كېلىدۇ ــ خۇدانىڭ ھېساب ئېلىش كۈنى كېلىدۇ! ئۇ ئۆزى كېلىدۇ، سىلەرنى قۇتقۇزىدۇ!» ــ دەڭ!
1723050079	ئاندىن قارىغۇنىڭ كۆزى ئېچىلىدۇ، گاسنىڭ قۇلاقلىرى ئوچۇق قىلىنىدۇ،
1723060112	ئاندىن ئاقساق-توكۇرلار كېيىكتەك ئويناقلاپ سەكرەيدۇ؛ گاچىنىڭ تىلى ناخشا ئېيتىدۇ؛ چۈنكى دالادا سۇلار، چۆل-باياۋانلاردا دەريا-ئېقىنلار ئۇرغۇپ تاشىدۇ؛
1723070124	پىژغىرىن چۆل-جەزىرە كۆلچەككە، چاڭقىغان يەرلەر بۇلاقلارغا ئايلىنىدۇ؛ چىلبۆرىلەرنىڭ ماكانى ــ ئۇلار ياتقان جاي، قومۇش ۋە يېكەنلەر ئۆسۈپ، چىمەنلىككە ئايلىنىدۇ.
17230801a8	شۇ يەردە ئېگىز كۆتۈرۈلگەن بىر يول، تۈپتۈز بىر يول بولىدۇ؛ ئۇ «پاك-مۇقەددەسلىكنىڭ يولى» دەپ ئاتىلىدۇ؛ ناپاكلار ئۇنىڭدىن ئۆتۈشكە بولمايدۇ، شۇ يول مەخسۇس شۇلار ئۈچۈن بېكىتىلىپ ياسالغانكى، ــ ھەتتا نادانلارمۇ ئۇنىڭدا ئېزىپ كەتمەيدۇ؛
1723090102	شۇ يەردە شىر بولمايدۇ، ئۇنىڭ ئۈستىگە ھېچ يىرتقۇچ ھايۋان (ئۇلار شۇ يەردە ھېچ تېپىلمايدۇ) ــ نىجات ئارقىلىق ھۆرلۈككە چىققانلار شۇ يەردە ماڭىدۇ!
17230a01ae	پەرۋەردىگارنىڭ بەدەل تۆلەپ قۇتقۇزغانلىرى قايتىپ كېلىدۇ، كۈيلەرنى ئېيتىپ زىئونغا يېتىپ كېلىدۇ؛ ئۇلارنىڭ باشلىرىغا مەڭگۈلۈك شاد-خۇراملىق قونىدۇ؛ ئۇلار خۇشاللىق ۋە شادلىققا چۆمگەن بولىدۇ؛ قايغۇ-ھەسرەت ھەم ئۇھ-نادامەتلەر بەدەر قاچىدۇ.
172401012a	ھەزەكىيانىڭ ئون تۆتىنچى يىلى شۇنداق بولدىكى، ئاسۇرىيە پادىشاھى سەنناخېرىب يەھۇدانىڭ بارلىق قەلئە-قورغانلىق شەھەرلىرىگە ھۇجۇم قىلىپ چىقىپ، ئۇلارنى ئىشغال قىلدى.
1724020174	ئاندىن ئاسۇرىيە پادىشاھى «راب-شاكەھ» [دېگەن سەردارنى] چوڭ بىر قوشۇن بىلەن لاقىش شەھىرىدىن يېرۇسالېمغا ئەۋەتتى. ئۇ كىر يۇغۇچىلارنىڭ ئېتىزىنىڭ بويىدىكى يولدا، يۇقىرى كۆلچەكنىڭ نورىنىڭ بېشىغا كېلىپ تۇردى.
1724030110	شۇنىڭ بىلەن ئوردىنى باشقۇرىدىغان ئېلىئاكىم، ئوردىنىڭ دىۋانبېگى بولغان شەبنا ۋە ئاسافنىڭ ئوغلى، ئوردا مىرزىبېگى بولغان يوئاھلار ئۇنىڭ يېنىغا كەلدى
1724040237	ۋە راب-شاكەھ ئۇلارغا مۇنداق دېدى: ــ سىلەر ھەزەكىياغا: ــ «ئۇلۇغ پادىشاھ، يەنى ئاسۇرىيە پادىشاھى ساڭا مۇنداق دېدى، دەڭلار: ــ «سېنىڭ مۇشۇ ئىشەنگەن تايانچىڭ زادى نېمىتى؟ سەن: (ئۇ پەقەت گەپلا، خالاس!) ــ «ئۇرۇش قىلىش تەدبىر-مەسلىھىتىمىز ھەم كۈچىمىز بار» ــ دەيسەن؛ سەن زادى كىمگە تايىنىپ ماڭا قارشى ئۆكتە قوپىسەن؟
172406014c	مانا، سەن يېرىقى بار ئاشۇ قومۇش ھاسا، يەنى مىسىرغا تايىنىسەن! بىرسى ئۇنىڭغا يۆلەنسە، ئۇنىڭ قولىغا سانجىپ كىرىدۇ؛ مانا مىسىر پادىشاھى پىرەۋنگە تايانغانلارنىڭ ھەممىسى شۇنداق بولىدۇ!
172407029e	ئەگەر سەن ماڭا: «بىز خۇدايىمىز بولغان پەرۋەردىگارغا تايىنىمىز» ــ دېسەڭ، ھەزەكىيا ئۆزى يەھۇدادىكىلەرگە ۋە يېرۇسالېمدىكىلەرگە: «سىلەر پەقەت يېرۇسالېمدىكى مۇشۇ ئىبادەتگاھ ئالدىدىلا پەرۋەردىگارغا ئىبادەت قىلىشىڭلار كېرەك» دەپ، شۇ [پەرۋەردىگارغا] ئاتالغان «يۇقىرى جايلار»نى ھەم قۇربانگاھلارنى يوق قىلىۋەتتىغۇ؟ ئۇلار ئاشۇ پەرۋەردىگارنىڭ يۇقىرى جايلىرى ئەمەسمىدى؟
172408010f	ئەمدى خوجام ئاسۇرىيە پادىشاھى بىلەن بىر توختامغا كەل: ــ «ئەگەر سەندە ئاتقا مىنەلىگۈدەك ئەسكەرلىرىڭ بولسا، مەن ساڭا ئىككى مىڭ ئاتنى بىكارغا بېرەي!»
1724090150	سەندە ئۇنداقلار بولمىسا، خوجامنىڭ ئەمەلدارلىرىنىڭ ئەڭ كىچىكى بولغان بىر لەشكەر بېشىنى قانداقمۇ چېكىندۈرەلەيسىلەر؟! سەن جەڭ ھارۋىلىرى ۋە ئاتلارنى ئېلىش ئۈچۈن مىسىرغا تايىنىسەن تېخى!
17240a0101	مەن ئەمدى مۇشۇ زېمىننى ھالاك قىلىش ئۈچۈن پەرۋەردىگارسىز كەلدىممۇ؟ پەرۋەردىگار دەرۋەقە ماڭا: «مۇشۇ زېمىننى ھالاك قىلىشقا چىققىن!» ــ دېدى!»»
17240b0166	ئېلىئاكىم، شەبنا ۋە يوئاھ راب-شاكەھگە: ــ «پېقىرلىرىغا ئارامىي تىلىدا سۆزلىسىلە؛ بىز بۇنى چۈشىنىمىز. بىزگە ئىبرانىي تىلىدا سۆزلىمىسىلە، گەپلىرى سېپىلدا تۇرغانلارنىڭ قۇلىقىغا كىرمىسۇن!» ــ دېدى.
17240c01e6	بىراق راب-شاكەھ: ــ «خوجام مېنى مۇشۇ گەپنى خوجاڭلارغا ۋە سىلەرگىلا ئېيتىشقا ئەۋەتكەنمۇ؟ مۇشۇ گەپنى سىلەر بىلەن بىرلىكتە سېپىلدا ئولتۇرغانلارغا دېيىشكە ئەۋەتكەن ئەمەسمۇ؟ چۈنكى ئۇلار سىلەر بىلەن بىرلىكتە ئۆز پوقىنى يېگۈچى ھەم ئۆز سۈيدۈكىنى ئىچكۈچى بولىدۇ!» ــ دېدى.
17240d0108	ئاندىن راب-شاكەھ ئىبرانىي تىلىدا يۇقىرى ئاۋاز بىلەن: ــ «ئۇلۇغ پادىشاھ، يەنى ئاسۇرىيە پادىشاھىنىڭ سۆزلىرىنى ئاڭلاپ قويۇڭلار!» ــ دەپ ۋارقىرىدى.
17240e00aa	«پادىشاھ مۇنداق دەيدۇ: ــ «ھەزەكىيا سىلەرنى ئالداپ قويمىسۇن! چۈنكى ئۇ سىلەرنى قۇتقۇزالمايدۇ.
17240f0127	ئۇنىڭ سىلەرنى: ــ «پەرۋەردىگار بىزنى جەزمەن قۇتقۇزىدۇ؛ مۇشۇ شەھەر ئاسۇرىيە پادىشاھىنىڭ قولىغا چۈشۈپ كەتمەيدۇ» دەپ پەرۋەردىگارغا تاياندۇرۇشىغا يول قويماڭلار!».
17241001f3	ھەزەكىياغا قۇلاق سالماڭلار؛ چۈنكى ئاسۇرىيە پادىشاھى مۇنداق دەيدۇ: ــ «مەن بىلەن سۈلھىلىشىپ، مەن تەرەپكە ئۆتۈڭلار؛ شۇنداق قىلساڭلار ھەربىرىڭلار ئۆزۈڭلارنىڭ ئۈزۈم بارىڭىدىن ھەم ئۆزۈڭلارنىڭ ئەنجۈر دەرىخىدىن مېۋە يەيسىلەر، ھەربىرىڭلار ئۆز سۇ كۆلچىكىڭلاردىن سۇ ئىچىسىلەر؛
1724110137	تا مەن كېلىپ سىلەرنى بۇغدايلىق ھەم شارابلىق بىر زېمىنغا، نېنى بار ھەم ئۈزۈمزارلىرى بار بىر زېمىنغا، ــ زېمىنىڭلارغا ئوخشاش بىر زېمىنغا ئاپىرىپ قويغۇچە يەپ-ئىچىۋېرىڭلار!
172412014e	ھەزەكىيانىڭ سىلەرگە: ــ «پەرۋەردىگار بىزنى قۇتقۇزىدۇ» دەپ ئىشەندۈرۈشىگە يول قويماڭلار! ئەل-يۇرتلارنىڭ ئىلاھ-بۇتلىرىنىڭ بىرى ئۆز زېمىنىنى ئاسۇرىيە پادىشاھىنىڭ قولىدىن قۇتقۇزغانمۇ؟
1724130104	خامات ۋە ئارپاد دېگەن يۇرتلارنىڭ ئىلاھ-بۇتلىرى قېنى؟ سەفارۋائىم شەھىرىنىڭ ئىلاھ-بۇتلىرى قېنى؟ ئۇلار سامارىيەنى مېنىڭ قولۇمدىن قۇتقۇزغانمۇ؟!
