0100000012	پەیدابوون
0e0d0b0213	هەموو بەیانییەک و ئێوارەیەک قوربانی سووتاندن بۆ یەزدان دەکەن، بخووری بۆنخۆش دەسووتێنن و نانی تەرخانکراویش لەسەر مێزە زێڕە بێگەردەکە دادەنێن، چرادانە زێڕەکە و چراکانیشی هەموو ئێوارەیەک دادەگیرسێنن، چونکە ئێمە فەرمانەکانی یەزدانی پەروەردگاری خۆمان پاراستووە، بەڵام ئێوە وازتان لێ هێناوە.
0e0d0c0161	خودا لەگەڵماندایە و ئەو سەرکردەمانە. کاهینەکانی بە کەڕەنا دەستپێکی جەنگ لە دژی ئێوە ڕادەگەیەنن. جا ئەی نەوەی ئیسرائیل، لە دژی یەزدانی پەروەردگاری باوباپیرانتان مەجەنگن، چونکە سەرکەوتوو نابن.»
0e0d0d010f	پێشتر یارۆڤعام هێزێکی ناردبوو تاکو بسووڕێنەوە بۆ پشتی سوپای یەهودا. ئیتر کە یارۆڤعام بەرامبەر ڕیزی سوپای یەهودا بووەوە، بۆسەیەکیش لە پشتیانەوە بوو.
0e0d0e0116	کاتێک نەوەی یەهودا ئاوڕیان دایەوە، بینییان لەپێشەوە و لەپاشەوە ڕووبەڕووی جەنگ بوونەتەوە، ئیتر هاواریان بۆ یەزدان کرد. پاشان کاهینەکان کەڕەنایان لێدا و
0e0d0f010a	پیاوانی یەهودا نەعرەتەی جەنگیان کێشا. لە دەنگی نەعرەتە کێشانی جەنگیان، خودا لەبەردەم ئەبیا و پیاوانی یەهودا یارۆڤعام و هەموو ئیسرائیلی تێکشکاند.
0e0d100087	ئیتر نەوەی ئیسرائیل لەبەردەم یەهودا هەڵاتن و خودا ئەوانی دا بەدەستیانەوە.
0e0d1100ae	ئەبیا و سوپاکەی زیانێکی گەورەیان پێ گەیاند و پێنج سەد هەزار پیاوی هەڵبژاردە لە ئیسرائیل کوژران.
0e0d1200eb	لەو کاتەدا نەوەی ئیسرائیل زەلیل بوون و نەوەی یەهودا ورەیان بەرز بوو، چونکە پشتیان بە یەزدانی پەروەردگاری باوباپیرانیان بەستبوو.
0e0d1300ba	پاش ئەوەی ئەبیا یارۆڤعامی ڕاونا و شارۆچکەکانی بێت‌ئێل و یەشانا و عەفرۆنی لێ سەند، لەگەڵ گوندەکانیان،
0e0d14008b	یارۆڤعام چیتر لە ماوەی پاشایەتی ئەبیا بەهێز نەبووەوە و یەزدانیش لێیدا و مرد.
0e0d150090	بەڵام ئەبیا بەردەوام بەهێز بوو. چواردە ژنی هێنا و بیست و دوو کوڕ و شازدە کچی بوو.
0e0d1600ed	ڕووداوەکانی دیکەی پاشایەتی ئەبیا، ئەوەی کردی و ئەوەی بەسەر لێویدا هات، لە پەڕتووکی لێکدانەوەی مێژووی عیدۆی پێغەمبەر تۆمار کراون.
0e0e01011b	ئەبیا لەگەڵ باوباپیرانی سەری نایەوە و لە شاری داود نێژرا. ئیتر ئاسای کوڕی لەدوای خۆی بوو بە پاشا. لە سەردەمی پاشایەتی ئەو خاکەکە ماوەی دە ساڵ لە ئاشتیدا بوو.
0e0e020079	ئاساش ئەوەی لەبەرچاوی یەزدانی پەروەردگاری خۆی باش و ڕاست بوو کردی.
0e0e0300c1	قوربانگا نامۆکان و نزرگەکانی سەر بەرزایی تێکدا، بەردە تەرخانکراوەکانی شکاند، ستوونە ئەشێراکانی بڕییەوە.
0e0e0400bb	بە خەڵکی یەهودای گوت کە ڕوویان لە یەزدان بکەن، خودای باوباپیرانیان، کار بە فێرکردن و فەرمانەکانی بکەن.
0e0e0500db	لە هەموو شارۆچکەکانی یەهوداش نزرگەکانی سەر بەرزاییەکان و قوربانگاکانی بخووری تێکدا، پاشایەتییەکە لە سایەیدا حەسایەوە.
0e0e060104	ئەو شارە قەڵابەندەکانی یەهودای ئاوەدان کردەوە، چونکە ئاشتی لە خاکەکەدا بەرقەرار بوو. لەو ساڵانە جەنگ ڕووی نەدا، چونکە یەزدان پاشای حەساندەوە.
0e0e070208	بە یەهودای گوت: «با ئەم شارۆچکانە بنیاد بنێینەوە، با دەوریان بە شوورا و قوللە و دەروازە و شمشیرە بگرین. خاکەکە هێشتا لەژێر دەستی ئێمەیە، چونکە ڕوومان لە یەزدانی پەروەردگارمان کردووە؛ ڕوومان لەو کرد و ئەویش لە هەموو لایەکەوە ئێمەی حەساندەوە.» ئیتر کاری بیناسازییان کرد و سەرکەوتوو بوون.
0e0e08016d	ئاسا سوپایەکی سێ سەد هەزار کەسی پڕ چەککراوی بە قەڵغانی گەورە و ڕم هەبوو لە یەهودا، سوپایەکی دوو سەد و هەشتا هەزار کەسیشی لە تیرهاوێژ و قەڵغان بە دەست هەبوو لە بنیامین، هەر هەموویان پاڵەوانی بەهێز بوون.
0e0e090099	زەرەحی کوشی سوپایەکی بێشوماری بە سێ سەد گالیسکەوە لە دژیان جوڵاند و هەتا مارێشا هات.
0e0e0a009a	ئاساش چوو بۆ بەرەنگاربوونەوەیان و لە دۆڵی چەفیتا لەلای مارێشادا بۆ جەنگ ڕیزیان بەست.
0e0e0b0249	ئینجا ئاسا هاواری بۆ یەزدانی پەروەردگاری خۆی کرد و گوتی: «ئەی یەزدان، کەس وەک تۆ نییە یارمەتی لاوازەکان بدات لە دژی بە هێزەکان. ئەی یەزدانی پەروەردگارمان یارمەتیمان بدە، چونکە ئێمە پشتمان بە تۆ بەستووە و بە ناوی تۆوە هاتووین بۆ شەڕ لەگەڵ ئەم سوپا زەبەلاحە. ئەی یەزدان، تۆ خودامانیت، ڕێگا مەدە هیچ مرۆڤێک بەسەرتدا زاڵ بێت.»
0e0e0c0086	یەزدان لەبەردەم ئاسا و یەهودا کوشییەکانی تێکشکاند، جا کوشییەکان هەڵاتن و
0e0e0d0160	ئاسا و ئەو لەشکرەش کە لەگەڵی بوو هەتا گرار ڕاویان نان، کوشییەکان ئەوەندە کەسیان لێ کوژرا کە نەیانتوانی هەستنەوە، چونکە لەبەردەم یەزدان و سوپاکەی شکان. پیاوانی یەهودا تاڵانێکی زۆریان دەست کەوت.
0e0e0e0124	پاشان هەموو گوندەکانی دەوروبەری گراریان وێران کرد، چونکە ترسی یەزدان باڵی بەسەریاندا کێشابوو. هەموو شارۆچکەکانیشیان تاڵان کرد، چونکە تاڵانێکی زۆریان تێدابوو.
0e0e0f00cc	هەروەها هێرشیان کردە سەر چادری شوان و وشترەوانەکان، مەڕ و بزن و وشتری زۆریان دایە پێش خۆیان و گەڕانەوە ئۆرشەلیم.
0e0f010049	ڕۆحی خودا هاتە سەر عەزەریای کوڕی عۆدێد و
0e0f02016e	ئەویش چووە بەردەم ئاسا و پێی گوت: «ئەی ئاسا و هەموو یەهودا و بنیامین گوێم لێ بگرن، یەزدان هەتا لەگەڵیدا بن لەگەڵتاندا دەبێت، ئەگەر ڕووی لێ بکەن بۆتان دەردەکەوێت بەڵام ئەگەر بەجێی بهێڵن بەجێتان دەهێڵێت.
0e0f030090	ئیسرائیل ڕۆژانێکی زۆر بێ خودای ڕاستەقینە و بێ کاهینی مامۆستا و بێ فێرکردن بوون.
0e0f0400c0	بەڵام کە لە تەنگانەکەیاندا گەڕانەوە بۆ لای یەزدانی پەروەردگاری ئیسرائیل و ڕوویان لەو کرد، بۆیان دەرکەوت.
0e0f0500d9	لەو سەردەمەدا کەس نەیدەتوانی بێ ترس گەشت بکات، چونکە نائارامییەکی زۆر باڵی بەسەر هەموو دانیشتووانی خاکەکاندا کێشابوو.
0e0f0600dc	ئیتر نەتەوەیەک بە نەتەوەیەکی دیکە لەناودەبردرا و شارێک بە شارێکی دیکە، چونکە خودا بە هەموو تەنگانەیەک هەراسانی کردبوون.
0e0f070082	بەڵام ئێوە بەهێزبن و دەستتان شل مەکەن، چونکە پاداشت هەیە بۆ کارەکەتان.»
0e0f0801e4	کە ئاسا گوێی لەم قسانە و لە پەیامەکەی عەزەریای کوڕی عۆدێد پێغەمبەر بوو، بەهێز بوو و بتە قێزەونەکانی لە هەموو خاکی یەهودا و بنیامین و ئەو شارۆچکانەی کە لە شاخەکانی ئەفرایمدا گرتنی، ڕیشەکێش کرد. قوربانگاکەی یەزدان ئەوەی بەردەم هەیوانەکەی پەرستگای یەزدانی نوێ کردەوە.
0e0f09017c	ئینجا هەموو خەڵکی یەهودا و بنیامین و ئەو بیانییانەی کە لەگەڵیان بوون، لە ئەفرایم و مەنەشە و شیمۆن کۆی کردنەوە، چونکە لە ئیسرائیلەوە خەڵکێکی زۆر هاتبوونە پاڵی کاتێک بینیبوویان یەزدانی پەروەردگاری لەگەڵیدایە.
0e0f0a007e	لە مانگی سێی پازدەیەمین ساڵی پاشایەتی ئاسادا لە ئۆرشەلیم کۆبوونەوە و
0e0f0b00c2	لەو ڕۆژەدا لەو دەستکەوتەی کە لەگەڵ خۆیان هێنابوویان، حەوت سەد مانگا و حەوت هەزار مەڕیان بۆ یەزدان سەربڕی و
0e0f0c00ba	پەیمانێکیان بەست کە بە هەموو دڵ و بە هەموو گیانیانەوە ڕوویان لە یەزدان بکەن، خودای باوباپیرانی خۆیان،
0e0f0d00b9	هەموو ئەوانەی کە ڕوو لە یەزدانی پەروەردگاری ئیسرائیل ناکەن، لە گەورە و بچووک و لە پیاو و ژن، دەکوژرێن.
0e0f0e0094	ئەوانیش سوێندیان بۆ یەزدان خوارد، بە دەنگی بەرز و بە هوتاف و زوڕنا و کەڕەنا لێدان.
0e0f0f0159	هەموو یەهودا بەو سوێندە دڵخۆش بوون، چونکە بە هەموو دڵیانەوە سوێندیان خوارد و بەوپەڕی ڕەزامەندییانەوە ڕوویان لە یەزدان کرد، ئەویش بۆیان دەرکەوت و یەزدان لە هەموو لایەکەوە ئەوانی حەواندەوە.
0e0f100139	ئاسای پاشا تەنانەت مەعکای داپیریشی لە پلەی شاژنی دایک لابرد، لەبەر ئەوەی ستوونە ئەشێرایەکی قێزەونی دروستکردبوو. ستوونەکەی بڕییەوە و وردوخاشی کرد و لە دۆڵی قدرۆن سووتاندی.
0e0f1100d0	هەرچەندە نزرگەکانی سەر بەرزایی لە ئیسرائیل تێکنەدران، بەڵام دڵی ئاسا بە درێژایی ژیانی بە تەواوی لەگەڵ یەزدان بوو.
0e0f1200a4	هەروەها شتە تەرخانکراوەکانی خۆی و باوکی لە زێڕ و زیو و قاپوقاچاغ هێنایە ناو پەرستگای خودا.
0e0f130077	هەتا ساڵی سی و پێنجەمی پاشایەتی ئاسا هیچ جەنگێکی دیکە هەڵنەگیرسا.
0e10010146	لە سی و شەشەمین ساڵی پاشایەتی ئاسا، بەعشای پاشای ئیسرائیل هێرشی کردە سەر یەهودا و شارۆچکەی ڕامەی کردە شارێکی قەڵابەند، بۆ ئەوەی لە سنووری ئاسای پاشای یەهودا ڕێی هاتوچۆکردن بگرێت.
0e100200f5	ئاساش زێڕ و زیوی لە گەنجینەکانی پەرستگای یەزدان و کۆشکی پاشادا دەرهێنا و ناردی بۆ بەن‌هەدەدی پاشای ئارام کە لە دیمەشق دادەنیشت و گوتی:
0e10030164	«با پەیمانێک لەنێوان من و تۆدا هەبێت وەک ئەوەی لەنێوان باوکم و باوکتدا هەبوو. من وا زێڕ و زیوم بۆ ناردوویت، ئێستا وەرە پەیمانەکەت لەگەڵ بەعشای پاشای ئیسرائیل هەڵوەشێنەوە، هەتا لەلای من بکشێتەوە.»
0e10040106	بەن‌هەدەدیش بە قسەی ئاسا پاشای کرد، سەرکردەکانی سوپاکەی ناردە سەر شارۆچکەکانی ئیسرائیل، عییۆن و دان و ئابێل مایم و هەموو کۆگاکانی نەفتالی گرت.
0e1005008e	کاتێک بەعشا ئەمەی بیستەوە، دەستی لە بنیادنانی ڕامە هەڵگرت و کارەکەی بەجێهێشت.
0e10060103	ئاسای پاشاش هەموو پیاوانی یەهودای هێنا، ئەو بەرد و دارانەی هەڵگرت کە بەعشا لە شارۆچکەی ڕامە بەکاریهێنابوون، گەڤەع و میچپای پێ ئاوەدان کردەوە.
0e10070140	لەو کاتەدا حەنانی پێشبینیکەر هات بۆ لای ئاسای پاشای یەهودا و پێی گوت: «سوپای پاشای ئارام لە دەستت دەرباز بوو، لەبەر ئەوەی پشتت بە پاشای ئارام بەست و پشتت بە یەزدان خودات نەبەست.
0e10080107	ئایا کوشییەکان و لیبییەکان سوپایەکی زۆر نەبوون بە گالیسکە و ئەسپ سواری یەک جار زۆرەوە؟ بەڵام کاتێک کە پشتت بە یەزدان بەست ئەوانی دا بە دەستتەوە،
0e1009013f	چونکە چاوەکانی یەزدان چاودێرن بەسەر هەموو زەویدا، بۆ ئەوەی ئەوانە بەهێز بکات کە بە هەموو دڵیانەوە لەگەڵیدان. تۆ بە گێلی ڕەفتارت کرد، لە ئەمڕۆ بە دواوە هەمیشە لە جەنگدا دەبیت.»
0e100a0108	ئاسا لەبەر ئەمە لە پێشبینیکەرەکە تووڕە بوو و بە جۆرێک لێی هەڵچوو کە خستییە زیندانەوە، هەروەها ئاسا لەو کاتەدا هەندێک کەسی لە گەلەکەی چەوساندەوە.
