2800000007	Matiewo
2e060d00ce	Mi jiema ye ku puogu po, ke ku puogu mɔ ye mi jiema po. Ama u tienu ba biani lan ya bona kuli. Ama u gbann ki ye mi conconma cagindi po ka, ama ti yonbdaano po. O tuonsɔnlo ba lingi bonli kuli u gbanu po.
2e060e0034	U tienu bu faadi ti diedo yeni tinba o paa ciamu po.
2e060f0082	I ke bani ke i gbanu ti(u tienu) kristo gbannandi ii? N ba taa kristo gbannandi ki taani yeni li poconconli ii? Lani ṅ da tieni!
2e0610007f	I ke bani ke yua n taani yeni conconli tua gbannanyendi yeni ooo? Mani lan diani maama “bani bilie kuli taani gbannanyengu”
2e061100e7	Ama yua n taani yeni o diedo ba taani ki tua yeni o yantiayenli. Yin fangi i yula yeni mi concomma cancangindi. Ya tuonbiidi n sieni ke nilo ba tieni km taabi o gbanu, ama mi conconma cancangindi tie ya tuonbiidi n taabi o gbanu i.
2e06120079	Sani mani ya bontitiedi ke ŋani, ya tuonbiidi n sieni kuli jɔgni ti gbanu i. I ke bani ke mi conconma biidi ti gbanu i.
2e06130084	I ki bani ke i gbanu tie u tienu foŋanma yekaanu uu? Yaama n ye i niinni. Yin gaa yaama u tienu kani. Yeni, l ji ki yeni i yuli ii?
2e06140047	Kelima bi cɔdi, ki daa yi. Ama yin taa l gbanu ki kpiagi u tienu yeli.
2e07010047	Mɔlane yaal n nua ya bona po k dian ne, li ŋan yen nul n da nagn pua.
2e07020039	Ama m buam po, ja kul ba pia o pua, k pua kuli pia o calo
2e0703005f	O ja ba ten o pua yaal n taanb k b ye yen lieb, o pua n mɔ da bel o calo yaal k'o mia'og kuli,
2e0704007c	o pua k pia yiko o gbannand po, k li ya k tie o calo ka, yen mɔ'i ko ja k pia yiko o gbannand po k li ya k tie o pua yaa ka
2e070500ad	Da yied man yen yin taan i lieb m buam sanu n k li ya k tie ki taan k kal k cuo yanjagl, yeni ki b ŋanb k ya jaand, k ŋanb k kɔbn i lieb, yeni k sitaan kan fid k bign ni.
2e07060046	N maadi li bona nan cegl yeni, l k tie yen yikod kan, n miad k nil kul
2e07070055	n ya tie nan min yeni. Nil kul pia ya paabu ko gaa u tienu kani, l paabu ye jiag jiag
2e0708005a	Yinb yab k pia puob yen a pakuana, n maadi k l ŋan i po, i ba ye li yinyienun nan min yen
2e07090077	ama, b ya kan fid k cuo b ba, li bual k ban kuan lieb, klma l ba su b po yen ban kuan lieb k da sien k ye m buam fala n
2e070a0061	Mɔlane n tien ni ya yiko ne yinb yab kuan lieb, min ka, ama u tienu. Pua kan sied k ŋaa o calo,
2e070b0071	ama o ya tienl, o ji kan kun ja tian, o ba ye oba, lan ya ka wan guan k mangi yen o calo, ja mɔ kan bel o denpua
2e070c0074	Ama yaal n sien kul u tienu n maad, k fid k nil yua pia pua yua k jaand n tien mɔndl k da bel l pua, k ya ye yen'o,
2e070d0073	li tie yeni ya pua kuni ya ja k jaandi, k li ja bo sun k wan kuan li pua, o pua yen mɔ k pia ya yiko ko b bel l ja
2e070e00b0	Klma o pua jaandi tod li ja ko fuo t ŋandn, o pua yua k ban k'u tienu ye fuo ti ŋandn k dugn o ja jaandi po, lan ya ka, i bid kan ya fo ti ŋandn, ama mɔlane b fuo ti ŋandn
2e070f0090	Ama li ya tu k yua k ban u tienu sied, ŋaogu wan ya caa, li sanu n ni, o ja bii o pua ji k cɔlm o puoni. U tienu yi'ti k tin ya fuo laafiaa n.
2e07100059	k dugn o pua, a k bani naan kani ba fie a calo, bii fin o ja naan ka b gaa a denpua miali
2e07110074	Yua kul n ya fuo u tienu n bo tag'o k wan ya fuo nand, u tienu n yin yua kul o tuonln, ne tie n yikod ti jaanddieln.
2e071200bb	Yinb yab kul kɔnd ya yognu k'u tienu bo yin nii? da kpaan man yin ñan bii yin piin i kɔnd bam ka, yua k'u tienu yin'o ko k kpel k ban'o bual ban kɔnd'o? li k tie niinl ye ban kɔnd'o.
2e0713005f	yaal n tie bonmonli k tie ti kɔndi ka, ama yaal n ŋanb k mɔn tie ti cɔlnd u tienu ñɔmaamn
2e0714004f	N ninjab, n nipuob, lan tie ya tuonli kul, k t suan, tin sien k ya ceg k l paa.
2e0715006a	I bo tie yonbi ya yognu k u tienu bo yini nii? li bo pia'i o yanpudgu? ama i ya b fid k yal iba, kagn man,
2e071600a7	ya nilo k u tienu yin'o k o bo tie yonbg, li daan'o n yal oba u tienu po, li tie yeni yua n yal oba, ya yognu k u tienu yin'o ko dindanl yab, o ji yi tie jesu yonbo'i.
2e0717003b	B den daa'i yen ya daagu n pa, lan, da tie man b nib yonbi.
2e07180057	Yua kul n sien k ya fuo u tienu maamn nan ya yognu k u tienu yin'o k o dindanl yab yen.
2e07190074	Yinb yab sien k k ban jab, n pia yiko ba kul k l tie i yal yonbidaan nungn, ama ya du man i lieb po yen ti tienu po.
2e071a0047	Li ya po, yen ya fala(cicagm) mab'i kul, l ŋan yen k yin ya ye i ba'i.
2e071b0099	I lol ŋasiil yen pua k nua li puobianli sanun ni? da kpaan man k yin wad i pala. I lol ŋasiil yen pua, bii i ye yanli? da kpaan man yin tien puobianli.
2e071c009a	Ama li ya tie ki tien puobianli, yin da tie biid. Yab n kuan liebi, fala yen a maba boncianli yi gbadb ya yognu k b ye yen liebi, n bua yin kua li maba n.
2e071d0066	N maadi ne, n ninjab yen n nipuob: o yogu k yabi, mɔlane, yab pia puob n ya ye nan b ya bo k pia yen.
2e071e00a0	Yinb ya buud, tien man nan i k pia ninsiid yen, yinb yab ye li pamanlin n, yinb yab tie nimɔnb, yinb yab daa bona kuli, ya tiend man nan ya danb k pia lba yen,
2e071f0082	Yinb yab n kpend yeni li ŋandunli, i bontitied n ya naan nan yab k pia ñuad li ŋandunl yen, klma, li ŋandunli ji caa o juodma.
2e07200079	N bua k yalnba yal tie cicagbuol kuln, yua k kuan pua bii k kun ja, yi tug oba k cab t yonbdaano, k mangi yonbidaan pali,
2e07210057	Ama yua tien puobianli, yi tug oba k cabi ŋanduna ne bona, kpaan wan mangi o pua pali,
2e072200d3	Yua k kuan pua bii k ban ja, tug oba k cabi u tienu tuona, o kpaan wan ya ŋan o gbannand yen o nalg kuli, li tie yeni mɔ ya pua k kun ja po mɔ, o yi tug oba k cabi ŋanduna ne bona, k kpaan mangi o calo pali.
2e07230071	N maad ne, k lan fid k tod'i, k da baad yen jeje i po, ama lan ya mɔn i po u tienu sanun k gbanñagl n da kua'i.
2e0724006f	Ama, ya daan'o mali ko k ŋanb k kub o pua k dugn o buakaal yabd yen wan tien o puobianli nan wan bo sun maama,
2e07250089	L k tie bonbiil, ama o kal k jag ko kan tien puobianli k mabl ba kul k ye o po, ko b fid k cuo oba, l baa tie bonŋanl yen o ya k kuan'o.
2e0726006f	Li tie yeni k wan kuan o pua, o kub k ŋan, li tie yen mɔ yua k kuan pua po, o ŋanb k kub k l ŋan boncianli.
2e07270090	Opua ŋanb k kub o calo ya yognu k b da fuo, ama o calo ya tua yua k ye (yua kpe), o b fid k guan k kun ja tian, ama li kul ne u tienu sanun ni,
2e07280067	N, n ya po, o ba ye li pamanli nan wan ye maam. N maadi ne k gɔ sien k ban k n gbie u tienu fuoŋanmi.
2e08010063	Mɔla po, tin maadi mani t padinandi maama. Tin ban yaali “t bani, ki yua kuli bani li niman nni.
2e0802007d	Mi banma daano waangi oba i, ama yua pia mi buama liba daano. Nilo ya yedi k o bani, ama wan ya bani k o da ki bani ki gbeni.
2e0803002b	Ama yua bua u tienu, u tienu mɔ bani wani.
2e08040058	Yaali ntie ti padnandi ya ŋmanma, t bani ki padli ki tie pu, k u tienu mɔ tie yendi'o.
2e08050090	Kelima a bona boncianli ye polu po yeni tinga nni ke bi niba yiil u tienu, ke li gɔa tie mɔmɔma ki dugini boncianli ya po u tienu buoli yabi.
2e08060063	Ama t ya po u tienu tie yendo o, jesu kristo, yua ya po i ke bonli kuli ye, ke ti mɔa pia i miani,
2e080700a3	Yeni li kuli ne boncianli ki bani ki tie yeni, bonciali bo maani ti padinandi ŋmanma hali yeni mɔlane. Bani ki se ke li paa yeni, bi gɔa jɔgini bi maalima nni.
2e08080083	Mi jiema ka bu todi'ti ke tin ŋanbi ke nagini u tienu, li jiema ki pugidi ti liba kuli, ti ya din gɔga, li gɔ kan wadi'ti bonli.
2e0809005c	Ŋanbi ki diidi mani, ke da cedi ke yin yal iba po n cedi ke yuan k ŋanbi ki sie te da baa.
2e080a0061	Ki dugini, nilo ya la'ŋa ka kaa ki di o tingbandiegun nni, li kan paani o mɔ ya pali wan di ii?
2e080b0074	Ŋan yedi ka pia mi banma po ba te cedi ki yua da ki paagi wan bia, lani n tie a ninja yua ki jesu bo kpe o po yeni.
2e080c0040	A ya biidi a naataani ke gɔa biid bi pala, a biidi jesu n yeni.
2e080d006d	Lani cedi mi jiema po ya ba cedi nilo n ba ti biidin nni, n kan di lan jiema k da tua tantudli n naataanu po.
2e09010075	Mii ye min bua maama ka? N k tie tondka kaa? Mii la ti diedo jesu? I ki tie n tiig luana kaa n diedo tuonli sanu nni?
2e0902007c	N ya ke tie tondkaa bi niba kani, n gɔ ki tie i mɔa ya kani? K dugini yinma n tie n tondika tuonli siedanba ti diedo kani.
2e09030034	Yaabi n ŋua ke suli yeni, min ba bualiba yaal n ne:
2e09040021	Tii pia u sanu tin je k gɔ ñuu?
2e09050065	Tii pia sanu yali kje tin kuani pua t jaandi lielo bonpuogaa nani t tondika liebi, nani Sefa yeni ii?
2e0906004a	Bii min yeni Barnabas bebe k dagidi yeni tin da suani tuonli ki pugidi ii?
2e0907008b	U la sije n ba suani k k gaani paogu? Bii ŋma ba ŋu gi tiiga k kan mua li luanli i? Bii u naakpaali ki dagidi yeni wan ñu o nee biima i?
2e0908004b	Min jiin yaali ne tie o nufosaali bama yaa? Li maama ki ye ti yikod n nnii?
2e0909005d	Kelima li diani Moyis yiko tilin nni ki yedi: “a kan loli o nua yua n ko kpaabu ñɔbu “.
2e090a00d4	O bua wan maadi o nua yua ke ti bani ne yaa? Li ki tie o nufosaalo po ka ko maadi ii? Li tie mɔni, li diani ti ya po yo, kelima yua ko u kpaabu kuli, ko yeni li dandanli, ke yua yendi mɔ gɔa guu o paogu mɔ i.
2e090b005a	Ti ya buli mi tañumn nni bon bulkaali, li pia tagli yeni tin yendi tinga ne po ñuad yaa?
2e090c00a0	Nu tɔba ya pia yiko i po lan buali maama, tin ka bao ŋam k yeni ii? k ba di i ñuadi i? Ama tinba, t tuo li kuli, ke k bua tin tua tantudli jesu labamanli po.
2e090d0046	I bani ke yabi n suani li jaandidielin ni gaani bi paogu lan kani bii?
2e090e0047	Utienu mɔno yedi, ke yabi n muandi o laabaali kuli, baa gaa li ñuadi.
2e090f0087	Ama, min, n ke buali paogu po, n gɔa ke da ya tili ne ke yedi ke n ba buali paogu ka, n ya kpe mɔno li cie yeni min buoni n kpiagidi.
2e09100085	K dugini, li sua ke n muandi u ntienu laabamanli maama, la ke tie ke n bua n waani n yuli ka, yubonli n po n ke muandi li laabamanli.
2e09110071	N ya suani yeni n pali kuli, n je li ñuadi, ama n ya suani lan buali maama, li nan tie n tuonli ke bi bilin nni.
2e0912005c	To, n ñuadi ji tie be yo? Li tie ke min muandi faala i li laabamanli, ke da buali paogu po.
2e09130084	Lan ya po, mii gɔ pia maama yeni nilo, n ji tie yua kuli ya naaciemo i, lani tie min fidi ke ŋmagidi bi kuli ke ban bandi u tienu.
2e09140102	Juifnba nunga nni, n tie juif ke fidi ke ŋmagidi juifnba ke ban bandi u tienu. Yabi n suani yeni ti yikodi, n mɔ tieni nba nani n mɔ suani yeni ti yikodi yeni ke nan ki suani yeni ti yikodi, lan fidi min ŋmagidi boncianla ke guani yenbi u tienu sanu nni.
2e0915009f	Yabi n suani yeni ti yikodi mɔ n tieni b ba nani yabi ke suani yeni ti yikodi yeni, ama jesu ya yikodin, ki fidi ke baa yeni yabi ke bani u tienu ban bandi'o.
2e09160077	Mii den pia tuonli yeni yabi n ke pia mi tuama yeni, ke fidi ke ba yeni yabi n den ke pia tuama yeni ban bandi u tienu.
2e0917005e	N tieni bonli kuli ke lan fidi ko laabamanli n da biidi. Mɔla wani n ba fidi ki di li ñuadi.
2e09180060	I kie bani ke bi niba ya bigini li naataali(li nasanli) yua kuli tiini, ama ko yendi n ba paadi?
2e091900bc	Li naataali daano bigindi oba yo ke gu li daali, ban gba ke ban gaa ya paogu yeni nan ke pia min pendima, ama, tinba wani, tin ke bani ke beli yaali tie, ya miali ke pia gbenma ya fegligi.
2e091a001d	Lan wani ii, mii gba pama ka.
2e091b0056	Ama n ye niini n gbanu i wan tua yonbo, lan fidi min da todi tɔba, ke ji luo n yaali.
2e0a010062	N buakaaba, bandi mani ke o twalgbangu n bo legni ti yanjanba po ki bi fidi ki puodi o kpencianmu.
2e0a02002d	Moyis n bo wuli'b li mɔglni yeni li ŋunlni.
2e0a03002c	K bi jeni ke gɔ ñuni bi jaandikaaba jiema.
2e0a040047	Kelima bi ñuni li tangbaogun ñuma, ke li tangbaogu n den tie bi jesu.
2e0a050047	Ama u tienu pali den ki mangi tɔba po, ke bi kpe ki bili i tinkuongan,
2e0a06005b	Mɔla, li bona tie binbigu ti pok lan fidi ke tin da pia ti gbannandi buama nani bani yeni.
2e0a070075	Da tiendi mani nan yabi ki jaandi yeni, i diani po li maadi ki bi niba, di, ki ñu, ki jelni yeni ti gbannandi buama.
2e0a080041	Ki tiendi mi conconma boncianli, yeni ki nib trubaam kpenl li po.
2e0a09003f	Da bigindi mani jesu, li po i ki wee den juni ki kpa boncianla.
2e0a0a0042	Da sɔnmni mani ki bulnbulni nani mi kuuma maleki n kpa yabi yeni.
2e0a0b0059	Li bona ba ki bua waani'ti binbigu, ke gɔa diani ki bili yua ba mali ŋanduna juog yogu.
2e0a0c003b	Li ya po, yua mali ko ŋani ki gbeni n ya cegi ki ji da ba,
2e0a0d009f	Biginli kan ji cua'i ke li ya ki tie bi niba bigina ka, ama ti yonbidaano se ki li paa, o kan ŋaa ke lan cie i paalu, o ba luodi ya ganli ki ba sedi ki guudi.
2e0a0e0046	Li ya po, n buakaaba, sani mani ya bontitiedi n paadi'ti yeni u tienu.
2e0a0f0046	N maadi nani bi nimɔnba yeni, yeni, yi ba fidi ki mali m maama ne po.
2e0a10007b	Ya dama ke ti yi yadi mi yediŋanma yeni ki tie jesu sɔm ka aa? ya kpanu ke ti yi bogidi yeni, k tie jesu gbannandi ka aa?
2e0a11003f	Kelima kpanu yenga n ye, ke tinba kuli n taani ki tie li kpanu.
2e0a120044	Diidi mani Isahel buolu, bani ka dini li jaandbinbindli po jiema aa?
2e0a130040	N ba tienb ledi? padili ki tie pu? ki buali jiema tie padijiema.
2e0a14005d	Ama n maadi, bi paditieba pada tie sitaan yaali, u tienu yaali ka, n bo ki bua'i yeni sitaan.
2e0a15005c	I kan fidi ki di yeni u tienu ke bia di yeni sitaani, i kan fidi ki ya bua canbanba bonblie,
2e0a16003e	Bii t bua bigini u tienu uu? ti pala pa ki pundi lani kani ii?
2e0a17004f	Li kuli cabi ama li kuli ki pia ñuadi, “li kuli cabi ama li kuli ki ŋani”
2e0a180044	Oba n da kpaani o yuli po ñuadi, ama ya ñuadi n tie o liebi yaali.
2e0a190037	I ba fidi ki je jiekuadikaali kuli, ke da tiendi buali.
2e0a1a0043	Kelima ŋanduna tie u tienu yaali, yaali n ye kuli mɔ tie o yaali.
2e0a1b0043	Yua ki bani u tienu ya yin'a, k a tuo ki jeni, ŋan da buali buali.
2e0a1c0067	Ama, nil ya maadi,” ne tie padijiema” da di mani ki dugini ban waani ki bani niiman nni yeni ya po.
2e0a1d0060	N ke maadi i yanjagli ka, ama i lielo yanjagli po. Be tieni o tiani ya po n cedi m la li mabili?
2e0a1e003c	Li ya sua k n jaandi ki di, be ba cua yeni li mabili n po i?
2e0a1f0053	Mɔla po, yin di bii yin ñu yooo, ya tiendi mani li kuli ki kpiagidi u tienu yeli.
2e0a200036	Da biidi mani jufnba, greknba bii u tienu jaandidieli.
2e0a21007f	Nani min bua ke min mangi yua kuli pali bonli kulin, ke k kpaani n yuli po ñuadi ka ama boncianli yali ke min fidi ki faabiba.
2e0b010029	I togd man n nan min togd Jesu maam yeni.
2e0b02006c	Mɔlane n tien'di balg yen yin tiad n po bonl kuln ni, yen yin tuo k lol o ñɔbu nan min waan ni maam yeni.
2e0b030076	N bo bua k yin ya ban mɔlane, jesu n tie pia miali kuli ya canba, yeni ko ja tie o pua canba, k'u tienu tie jesu baa.
2e0b040055	Ya ja kuli jaandi, bii k muandi u tienu maami, k sien ki piig o yuli, o fal o canba'i
2e0b050084	Ama ya pua kuli n jaandi bii ki muandi u tienu maami, k k piig o yuli k cɔln o canba. lL baa tie yeni o ya bo kuo bii k ceb o yudi,
2e0b060083	klma, li ya tie k pua k piig o yuli, o ba kuo o yudi. li ya mab ya pua yen wan ceb bii k kuo o yudi, wan ba li cabli k yiln o yuli.
2e0b07006d	Klma, ja kan fidi k wuoni o yuli, k dugn o tie u tienu ninnangu yen o kpiagdi. Ama o pua tie o ja ya kpiagdi.
2e0b080040	K dugn o ja k ñani o pua tagmn ka, ama o pua n ñani o ja kani.
2e0b090030	B k tag o ja o pua po ka, ama o pua tag o ja po.
2e0b0a004a	L po n cedi ko pua ba pia ti yudandi nananli o yul po. K dugn malek nba po
2e0b0b0068	Li ya po, u tienu nungn, o pua kan yendi oba o ja kani, li tie yeni k'o ja mɔ kan yendi oba o pua kani.
2e0b0c0060	ñan o pua n tie o ja gbannand, k'o ja mɔ fuo k dugni o pua po. K bonli kuli ñaa u tienu kani.
2e0b0d0039	Bu man i ba, li cab k pua n jaandi u tienu k k yil cabli?
2e0b0e003f	Li ɲandunli k wang'ti k ja yud ya fag k pend l tie fee o po'i?
2e0b0f004e	Ama pua yudi ya fag k pendi, li tie o po yudandi, k dugn o yud n tie o yicabl.
2e0b10006a	Ama li ya tie k nil bua pugn bonli li maam po, t k pia san tianu, ba yeni ya jaanddiena n tie u tienu yali
2e0b110062	O tunda n ni, n k fuondi, klma ya yognu kuli ki taan, l k tie yaal n ɲan po ka ama yaal n bia po.
2e0b120066	K dugn boncincinli, n gbad k'i ya taan i lieb jaanddieln, m bogdma yi ye i siiga n, n gaa k tie mɔni.
2e0b130045	K biyiekaabi ye i siiga n ni, yab n tuo yen i mɔni n baa ban li niba
2e0b140036	Ya yognu kuli ki taan liebi, i k dii u tienu jiema ka.
2e0b150080	Ya yognu k dii, yua kuli yi dii (je) o yul po jiema yo, k fidi k yab n sien n dii, m kom pia yenb, k tianb tulni yen l daaguoli.
2e0b16007e	I k pia den yal ki ba dii(je) k bia ñu? I laa u tienu jaanddieli yeni yab k pia bonli yaaa? N b fid k fuondi, n kan pagi lpo.
2e0b170060	Klma yaal k n maadi ne, n gaa li paabu u tienu kani. Ya ñiagu mɔno k b kuad jesu, o tugi kpanu
2e0b180065	k tien balgi k gben, k jend k maad “ne tie n gbannand k cab i po, ya tiendi man yeni k ya tian n po
2e0b19007c	Yeni ko tugi m daam mɔ k maadi: “m daam ne tie boncelu (naataanpanl) m sɔmn, ya tian man n po ya yognu kuli ki ñu'g.”
2e0b1a005f	Ya yognu kuli ki ba je n gbannand k ñu m daam ne, i ba guani (muandi) jesu kuuma yen o guanma.
2e0b1b005d	Li ya po, k je bii k ñu ya daami ka k dagd yenli, li tie bonbiili jesu gbannand yen o sɔmn.
2e0b1c0039	Yua kul n mia sugl o biid po'o, k fid k gaa o salg ŋang.
2e0b1d003a	Klma yua n gaa o salg k k dagd yenl, kpaan o yul po buudi.
2e0b1e004e	L po n ced k b nib boncianli i siign ne k pia laafiaa, k cagn, k tianb kpenli.
2e0b1f002f	Ama, ti ya mia sugl ti biid po, b kan te bu'ti.
2e0b200058	Ama, ya yognu kuli k'u tienu bun'ti, k t cɔlm'o, yeni k o kan bian'ti yeni l ŋandunli.
2e0b210065	Li ya po n ninjab, n nipuob, ya yognu ki nagn o salg ŋang kani, mɔnd man k tien m maagbadm i siign.
2e0b22008d	Yua k kom kub'o, wan je o den po, k yin te da taag k bilg buud i po, ya bona sien kul k dian n ne, n bu ŋmagd l kul li ya tie k n pund kuli.
2e0c01004f	N naataani, yaali n nua U Tienu Foŋanma paabu, n ki bua ke i ye yanbɔnma nni.
2e0c020072	I bani ke yin den tie nilanba, i den cedi ke bi dia yi, ke i ŋua ya buli n ki maadi, nani ban den tundi yi maama.
2e0c0300d7	Lanyapo i, ke n kadi ki maadi yi, ke obá ki ye, ki maadi U Tienu Foŋanma yeli po, ki ba yedi: “Sola Jesu!” Ama obá kan fidi ki yedi: “Jesu tie O Diedo! “li nan ya ki tie U Tienu Foŋanma yeli po yaa ka.
2e0c04002c	Bu paabu buoli yabi, ama foŋanyenma baba i;
2e0c05002e	I tuoncagbuoli yabi, ama O Diedo yendo baba i;
2e0c060049	I tuonbuoli yabi, ama tienyendu baba n tuuni lan ya tuona kuli tikuli po.
2e0c070043	Yuakuli baa mi foŋanma paabu, ke bu tie todli li nitaanli kuli po.
2e0c080092	Lanwani i, yendo ba fidi ki baa Foŋanma paabu, ke bu tie yanfuoma, o tiano mo ń baa paabu, ke bu tie maabanma, ama foŋanyenma baba ya paabu i.
2e0c09008f	nitiano mo ba fidi ki baa ti dudugdi ya paabu, ke bu ñani foŋanyenma yeni kani, nitɔa mo ń baa ku tebgu ya paabu, ama foŋanyanma liga i.
2e0c0a0112	One ba fidi ki baa yaalidgu tuona paabu, nitɔa mo ń baa U Tienu sawalpuama paabu; o tiano mo ń baa ya paabu n ba todi o, wan fidi ki gagdi mi foŋanma yeni ya cicili n sieni; nitiano mo ba fidi ki baa ki ya maadi i maabuoli, tiano mo ń fidi ki ya sɔgindi i maabuoli.
2e0c0b0055	Foŋanyenma yeni liga n tuuni lan ya tuona kuli, ki puuni yuakuli nani wan bua maama.
2e0c0c00b5	Kelima nani u gbanu ń tie yendu, ki nan pia ti gbannandi boncianla yeni, nani u gbanu gbannandi kuli, hali tin dɔa maama kuli, taani ki tie gbanyendu baba, Kiristu mo tie yeni i.
2e0c0d00cc	Bi batise tikuli foŋanyenma baba yeli po i, ki ti taani ki tie gbanyendu, ti tie Juufi yo oo, Gileki bii nilanba yoo, yonbi bii (die n bá niba) bulcinba yo oo; tikuli ñuni foŋanyenma baba ya kani i.
2e0c0e004e	Lanwani i, u gbanu ki tie gbannanyengu baba ka, ama ya gbannandi buoli n yabi.
2e0c0f0077	li taali ya bi yedi: “Min ki tie nuu yeni, mii ye u gbanu nni” lani ya po ba fidi ki cedi lan da ye u gbanu nni ii?
2e0c10007e	Li tubli ba fidi ki yedi: “Mii tie nunbu ka, lani ya po mii ji taa yeni u gbanu” lanyapo li ji kan ye taa yeni u gbanu uu?
2e0c110086	U gbanu kuli ya bi tie nunbu, u bi ba tieni ledi, ki ya gbia mi maama; bii u bi ya tie nunbu, u bi ba tieni ledi, ki ya nubni u nuulu.
2e0c12003f	Mɔlane, U tienu bili gbannangu kuli u gbanu nni wan bua maama.
2e0c13004a	Ti gbannandi kuli ya bi taani ki tie gbannanyengu, u gbanu bi baa ye le i?
2e0c14003a	Lanwani i, Mɔlane ti gbannandi yabi, ama gbanyendu baba i
2e0c15007b	Bu nunbu kan fidi ki maadi u nuu: “Mii pia a buama”; nani li yuli ń kan fidi ki maadi a taana: “Mii bua i maama”.
2e0c160053	Ama ya gbannandi n naani ke ti tadi ki cie yeni, tini mo n pia mi buama u gbanu po.
2e0c170093	Lanwani i, tin maali ke ya gbannandi n ki dagdi yeni jilma yeni, ti fangi tini i, ti ŋanbi ki wuondi ti fee gbannandi ki cie ya gbannandi n sieni.
2e0c18009d	Ama ya gbannandi n ki tie fee yaadi, li ki buali tin wuoni ti. U Tienu bili ki tugni gbannangu kuli ki bua ke yaadi n ki dagdi yeni jilma yeni ń baa jilma.
2e0c190051	Lan fidi ke paadma ń da ye u gbanu nni, ama ke ti gbannandi ń ya todi tiyadi.
