2800000006	IMatta
2a04070043	Nadidu uma ri ki tee unga ngọ in kini ingọ ki jọọ mi ni.”
2a0408006f	IYesu tẹri nga si, “Awọọ si, ‘Ọnọng ngọ nga ni ingọ ki jọọ nga kina utina kayu nga.’”
2a040900af	Ishẹẹ ba kpaa nga ki kyaa Urushelima, aya kyo nga ka amaa yaya ọna Ọnọng, atẹri nga si, “In kini ingọ na anọ Ọnọng nga ni, funu kọ kpaa ki ẹrẹbọ.
2a040a0061	Ka awọọ kidẹ ila Ọnọng si, ‘Aki sa atuma Ọnọng ka dara ngọ ka ẹgẹrẹgọm,
2a040b0047	aki dara ngọ ni ivọ bọ kọ ba gyo ifra ngọ kọ utii ba.’”
2a040c004b	IYesu ba tẹri nga si, “Awọọ si, ‘Ba mra Ọnọng ngọ ba.’”
2a040d0056	Ishẹẹ ya kpẹẹ kọ iligba umra nga ni, asa zọnọ ya nga ya unga nagọlọ.
2a040e0061	IYesu vuwa nga aGalili kidẹ ẹrẹkyuọ Aghing Ọnọng, ila nga kpaa ko abi ki ẹrẹbọ.
2a040f004c	Alite nọ umẹẹ kidẹ ọkọ takwyuẹ aYahudawa, kwinga so brẹ nga.
2a041000b5	Ukadu ni iYesu ba aNazaret, ukọ mani afọnọ kọ. Aghila nga ọkọ takwyuẹ aYahudawa ka Awii uwuru aYahudawa kọnọ mani aku ghẹli kọ ni. Aba sisang ka pila iwọọ,
2a04110067	Aba ma nga awọ aghọ pii kọ ọtọ Ọnọng Ishaya, aba fẹmẹ ki peni ukọ mani awọọ si,
2a041200ce	“Aghing Ate aYaya shi kini imẹ, ka kyo mi ka imẹ ba aghina amir ni ila ididuma. Atuma mi si imẹ tẹri nọ si aki shee aghọmani alor bọ, afoo ki peni ukyoo uka, aghọmani ademi bọ ki sisang.
2a04130040	Iki ba gyo anyu si akyua ya ju ni Ate aYaya ki foo ajiya nga.”
2a041400ad	Aya kpẹẹ upila ni, aba wuru awọ ki ma aghọ ju itina ọkọ takwyuẹ aYahudawa ya, na sa cica. Nadidu aghọmani ashi kidẹ ọkọ takwyuẹ aYahudawa sa nga ica.
2a0415005d	Aba tẹri bọ si, “Imumani awọọ kidẹ ila Ọnọng hwura ka ayatọ nọ kaidii.”
2a041600a7	Nadidu aghọmani ashiya kọ uka ni, a kọng uhwai na asa wo ica ni ighang upii ididuma ni ikunu ka anyu nga, asu sa ghulu si, “Ni, ba anọ uYusufu wẹ ri ba?”
2a041700e6	IYesu tẹri bọ si, “Imi yeni inu ki bami ni idi ighang upii, ‘Aghọmẹẹ ikang, ma ẹrẹkwẹ ngọ ọkyuọ.’ Inu ki ba tẹri mi si, ‘Ju uma umani ayọ kọng ni ingọ ju ka aKafarnahum ki ifọng nu ni.’”
2a04180081	Aba tẹri bọ si, “Aipang ni, imẹ so tẹri nọ si, ba aghọ pii kọ ọtọ Ọnọng mani aka yira nga ki ifọng nga.
2a04190105	Aipang ni imẹ so tẹri nọ, akyua aghọ pii kọ ọtọ Ọnọng Iliya ni, ace ayiri shi kọ aghọmani aghẹmẹ bọ kọ kpurubu na pam ki Israila, akyua mani aviya kpaa wu ba ki la anyi atai ni ipiri itin, idafo lọ nagigang nadidu ki ẹrẹbọ.
2a041a00d9	Nadidu kindọ ni ata tuma bọ aghọ pii kọ ọtọ Ọnọng Iliya nga kukushi agha yayi kidẹ bọ ba, nava tuma kukushi ace ayiri kayu nga ka aZarafat ki ẹrẹbọ aSidon aghọmani aghẹmẹ nga kọ kpoo.
2a041b00b8	Akyua aghọ pii kọ ọtọ Ọnọng Ilisha ni, ace aghọnọ ubili shi kọ na pam ki Israila, ba agha yeng mani a hwuru nga ugunu wu ba, iNa’aman nga kayu nga, agha aSuriya.”
2a041c004b	Ajiya mani ashi kidẹ ya kọọ kindọ ni asa kọng anaa wu na didu bu.
2a041d0095	Asa sang ki woo iYesu ki kyabọ usutumu ifọng kọ, kiya kyo nga ka ya ugbana mani aviya ifọng bọ kibọ ya kuma nga ka fẹni ki ẹrẹbọ,
2a041e0026	Nava ghila nga idẹ bọ ki sang nga.
2a041f006b	Asa wor ki kya aKafarnahum, ice ifọng ki ẹrẹbọ aGalili, na so mẹẹ bọ ka Awii uwuru aYahudawa.
2a04200035	Awo ica ni umẹẹ nga, ka upii shina ẹrẹkyuọ.
2a04210080	Kidẹ ọkọ shọr Ọnọng ni ace ajiya shiya na ashina ushẹẹ, aghing ababi. Asa sang anyu ni ẹrẹkyuọ ki ju si’
2a042200ba	“Sang ngọ kọkẹẹ! Ikẹmbọ ni ingọ wang kukushi bayọ, iYesu anga aNazaret? Ingọ wang ba pii ayọ kọ? Imi ye ti ingọ ni inga ni, ingọ sa agha uyer Ọnọng ra!”
2a0423009a	“Kọmọ!” IYesu gawa ni nga. “Kunu kidẹ ẹrẹnọma nga!” Ushẹẹ nga ba kuma nga ki fẹni ki ẹrẹbọ na si kunu nga bu sa nga ugunu.
2a042400aa	Ajiya nadidu wo ica, nasu tẹri ace bọ si, “Iligba ighọ upii yidi? Ni ẹrẹkyuọ kini ẹrẹgọrọ ajiya ri sa ushẹẹ ususu so ukunu bu, usa kunu bọ!”
2a04250023	Ila nga kpaa ko abi ki ẹrẹbọ.
2a042600b1	IYesu kunu nga kidẹ ọkọ shọr Ọnọng, ki kyaa ọna iBitrus. Akẹri iBitrus shi akyuọ ba, Ẹrẹnọma nga furu wu nagigang, aba shọr iYesu sa ama nga ọkyuọ.
2a04270061	Aya tara ka yayo icuru nga, asa sa ufuru ẹrẹnọma si isher nga, aba sisang ki ju bọ utina.
2a0428008b	Ọnọng ta ya ghila wu ni, ajiya ba iYesu na aghọmani asini ko iligba ighọ udumu, atiya bọ avọ ka ya ikwyi, ki ma bọ ọkyuọ.
2a042900b5	Ushẹẹ ba kunu kidẹ anọma bajiya na pam, nasu taa akpa na tẹri si, “Ingọ ni anọ Ọnọng nga!” Aba gawa kini bọ, akrabọ upii kọ, ka aye si anga sa aghọfoo.
2a042a00b5	Ikyua ya yẹẹ ni aba kunu nga, ki kyaa uce uka mani aghọ shi ya ba. Ajiya na pam sọ wang nga, akyaa ukushi nga. Uwang bọ ni ibọ dara nga, ka aba sang nga kukushi bọ ba,
2a042b0088	aba tẹri bọ si, “Iyiya yọ ni imi ma ufọng ushẹ ila ididuma inga ẹrẹgọm Ọnọng, ka imumani isa ni atuma mi yidii.”
2a042c005b	Asa lite nọ utẹri upii Ọnọng kidẹ ọkọ shọr Ọnọng ẹrẹbọ aYahudiya.
2a05010074	Ace awii ni iYesu tẹng ki kyọr ighọng aJanisarat. Ajiya so yiri kyabọ ayayo nga kibọ kọng ila Ọnọng.
2a05020064	Anu agbọlọ apai ka nyu ighọng, aghọ hwiri itagbo kunu bọ kidẹ, na asọ hwuru isha bọ.
2a050300af	Aba ghila ọgbọlọ uyeng, unga iBitrus, a shọr nga sa ayini ọgbọlọ ki ẹrẹbọ ka ghila nga idẹ wu. Aba cica kidẹ ọgbọlọ kọ mẹẹ ajiya mani acur.
2a0504008d	Aya kpẹẹ upii ni, aba tẹri iBitrus si, “Khimi uyini ọgbọlọ kọ kya ngọ uka ukyukyu wu, inu shee isha nu, kunu waa itagbo.”
2a050500a5	IBitrus yira ki ju nga si, “Aghọ ọna mi, ayọ kọ ju utina kọ kpaa na atii, ayọ ta kpẹnẹ yi ighima ba, kọnọ ingọ pẹni ni isu ba shee isha.”
2a05060057	Aya ju kindu ni, asa hwiri itagbo na pam, ki ta kọmani isha bọ dẹkọ kẹr yọ.
2a05070087	Asa yọrọ ayikyo bọ kọ daa ọgbọlọ ka ba sẹbọ kọ. Aba kọ ba, ki sa itagbo ka agbọlọ ki tii wu ki wang ghila wu.
2a0508007b	IBitrus ya nu kindu ni, aba kpaa ki isite iYesu ki ju si. “Sang ngọ ọkọ shi mi Ate, ki imẹ na aghọ vulu nga.”
2a05090052	Ki inga kina aghọmani ashi kini nga nadidu bọ ni, awo ica ni itagbo na ahwiri,
2a050a00aa	kindọ wu ni iYakubu kina iYahaya anọ iZabadi, ayikyo utina iBitrus. IYesu ba tẹri iBitrus si, “Ba kọọ ẹrẹbata ba. Ite ni ajiya bọ ni ungọ ki hwiri.”
2a050b0052	Aya yini ọgbọlọ bọ ki fuma uviya ni, aba sheri kwikẹ ya na si kiyii nga.
2a050c00de	Ace awii ni iYesu shi ki ice ifọng, na ba nu ace ajiya mani ubili kọ la ẹrẹkyuọ nga. Aya nu iYesu ni aba kpaa ki shite nga, ki shọr nga si, “Ate, inkini ingọ yira ni, ingọ ki bira sa mi ki ba na pipar.”
2a050d006e	IYesu ba nawa avọ nga, ki piya nga, ki ju si, “Imẹ yira, ba na pipar.” Kidẹ akyua ni ubili shee nga.
2a050e00bc	IYesu ba waa nga atọ si aba tẹri aghọ ba, asi, “Ọsọ kya ngọ ukushi ifirist kaya nu ngọ, kọ ya ma ifuu ki ngọ ba na pipar ki ibọ ye, kọnọ umani iMusa tẹri ni.”
2a050f00a5	Ni kindu ni ila lite nu ghimi na ajiya na pam dẹ kọ kyeng ukushi nga ki ibọ ya kọọ upii nga, ace aghọ bọ ni ka lẹni ni idumu ni ọsọ lọ bọ ko.
2a05100046	Ni iYesu ka kyaa ukọ mani aghọ shiya ba, ki ya pii nọ Ọnọng.
2a05110102	Ace awii ni, iYesu so mẹẹ na ace aFarisiyawa kina aghọmẹẹ umẹẹ iMusa akunu ki kwiligba ifọng ki ẹrẹbọ aGalili, kini ẹrẹbọ aYahudiya, kọ Urushelima kuma, na aci ya kọ kaa. Ẹrẹkyuọ Ọnọng ingọ sa ọlẹni shi ni nga.
2a05120085	Ace ajiya ba na ko aghọmani akọ hwiya nga ka ya ishọr, asu shẹri ni ẹrẹkyuọ na wang ghila kaya kyo nga ki ishite iYesu.
2a051300c9	Ara bira bọ ọghila idẹ ba ka ajiya shiya na pam, aba kiya bọ aya ufiya ubọọ, kiya yẹmi ufiya wu ki suu ni nga kini ishọr na ayẹẹ kọ, asa kyo nga ka biyating bajiya ki shite iYesu.
2a05140050	IYesu ya nu uma aipang bọ ni aba ju si, “Ayikyo, a cira uvulu ngọ wọ.”
2a051500b8	Aghọmẹẹ umẹẹ iMusa kina aFarisiyawa va ghulu ace bọ si, “Inga sọ pii upii Ọnọng ka agbagbara kindọ ni? Inga ka bira cira uvulu inbasi Ọnọng kayu nga ba ni?”
2a0516007f	IYesu ya kpẹlẹ uma ushi kidẹ ikwyi bọ ni, asa jubọ si, “Ikẹmbọ sa ni inu so ghulu ikwyi nu ka aya ni nu uma ri?
2a0517006e	Uligba wọ cẹẹ nọ yuyo, ataa si, ‘A kpaa uvulu ngọ wọ,’ Ko na aju si, ‘Sisang, kọ kyeng?’
2a051800b4	Ka imẹ wang si inu ye si anọ Ajiya sini ẹrẹkyuọ kpaa uvulu ka asing ri.” Ava tẹri adumu nga si “Imẹ tẹri ngọ si, sisang, kpaa ishọr ngọ kọ kyang aca.”
2a0519006b	Kidẹ akyua ni asang ka ya ica kwinga, ki kpaa ishọr na ayii kọ, ki kya aca, na asọ brẹ Ọnọng.
2a051a0092	Nadidu bọ kpẹnẹ anyu bọ na sa wo ica! Na aba kọng ẹrẹbata, na brẹ Ọnọng, na asọ ju si, “Aidi ni ayu nu ima usa uwo ica!”
2a051b008f	Aya kpẹẹ ni, iYesu kunu nga, anu ace aghọ yira agonu aghọnọ uca si, iLawi, aci ko ọka yira agonu, iYesu ba ju nga si, “Yii mi!”
2a051c002e	ILawi ba shẹẹ kwikeya, asisang ki yii nga.
2a051d007f	ILawi ba yọrọ nga ula imila kọ ọna nga, ace aghọ yira agonu kina ajiya na acur shiya na pam na so la imila kini bọ.
2a051e00c0	AFarisiyawa kina aghọmẹẹ umẹẹ iMusa dẹẹ kọ tẹri ipii ni asọ tẹri aghọyii nga si, “Ikẹmbọ sa ni inu sọ la, ni inu sa kina aghọ yira agonu kina aghọ uvulu?”
2a051f0055	IYesu yira bọ si, “Aghọ shi akyuọ wang bọ aghọmẹẹ ikang ba, sa adumu.
2a0520004f	Imẹ bami kaya aghọ uju na bibọrọ ba, sa aghọ uvulu, ka a lọkpaa.”
2a0521009c	Aba ju nga si, “Atina iYahaya aka kpẹnẹ anyu kwaligba kyua, aka ba pii nọ Ọnọng, kindiwu kina atina aFarisiyawa, uwẹ ni angọ so la na sa.”
2a05220075	IYesu ba ju bọ si, “Inu ki bira sa ayikyo aghẹmẹ asasa ukpẹnẹ anyu, na aghẹmẹ asasa shi kini bọ?”
2a05230076	Akyua ki ba ni aki kpaa aghẹmẹ asasa kọ na sa shee bọ ya, tọ, akyua ra kọ ni ibọ ki kpẹnẹ anyu kọ.
2a052400db	IYesu ba ma bọ ighang upii, “Ba aghọ na aki gaa ugii ugyauto ki gbang isisa ka ya ta igbang ititang kọ ba. In kini aju kindọ ni, aki gaa igbang isisa wọ, kọ umani, uta taki ju wọ igbang ititang uduma ba.
2a052500b9	Ba aghọmani aki shii amusumu ikọlọ na shi asasa ki ubom ututang. In kini aju kindu ni, amusumu ikọlọ na shi asasa ki shiya ubom nga wu, kina ayọ, ubom nga kuma ki bira bọ.
2a0526003f	Amusumu ikọlọ na shi asasa ni, aki sa bọ kọ ubom ususa.
2a05270086	Ba aghọ na aki wang usa amusumu ikọlọ na shi asasa, in kini asa atatang ni, aki ju si, ‘Atatang cẹẹ nọ ọdọdọma.’
2a06010095	Ace Awii uwuru aYahudawa ni, iYesu kina atina nga yii bọ isii ija alkama, atina nga ba kpẹnẹ ace akwyuẹ alkama na asọ wuli na coo na sa la.
2a0602007a	Ace aFarisiyawa ba ju si, “Ikẹmbọ sa ni inu su ju imumani umẹẹ iMusa kila ujuwu ka Awii uwuru aYahudawa kọ?”
2a06030074	IYesu ba yira si, “Inu ta kọ pila nọ imumani uDauda ju ka kyua umani inga kina ajiya nga kọng idafo wọ ba?
2a06040093	Umani uDauda ghila idẹ ọna Ọnọng, kiya woo, ubiredi ki la, ki va ma ayikyo ukyeng nga imumani ace aghọ taki la ba si iFirist kayu nga?”
2a06050047	Aba tẹri bọ si, “Anọ Ajiya nga shi Ate Awii uwuru aYahudawa.”
2a06060092	Ace Awii uwuru aYahudawa ni, iYesu ghila idẹ ọkọ takwyuẹ aYahudawa na asọ mẹẹ. Ace ajiya shiya ni avọ ila nga kọ shọmọ wọ.
2a0607008c	Aghọmẹẹ umẹẹ iMusa kina aFarisiyawa sa ica, ka anu ta iYesu ki lẹni ni nga ka Awii uwuru aYahudawa ni, kibọ peni nga na uvulu.
2a060800b0	Ni iYesu ye imumani ishi ki ikwyi bọ. Aba tẹri ajiya ra mani avọ nga shọmọ wọ si, “Sisang kọba titara kọ kawẹ.” Ajiya nga ba sisang ki ya titara kọ kaa.
2a060900a2	IYesu ba ju bọ si, “Imẹ sọ ghulu nu, ikẹmbọ shi iduma na ju ka Awii uwuru aYahudawa ni, aju ima ididuma ta akakiya? Afoo ọkyuọ ta apii wọ ni?”
2a060a0058	Aba kyoo bọ nadidu bọ, ki ju si, “Nawa avọng.” Asa nawa, avọ nga ba akyuọ.
2a060b0056	Aba kọng anang nagigang, aba lite nọ upii kina ace bọ imumani ibọ ki ju iYesu.
2a060c0063	Awii ra ni, iYesu ya kila nga aya ugbana ka ya shọr Ọnọng. Anyẹ na sọ pii nọ Ọnọng.
2a060d0088	Ikyua ya yẹr ni, aba yọrọ aghọyii nga, Ahwiya aghọ ushọ na apai kidẹ bọ, ace aghọ bọ ni ayọrọ bọ si atina nga.
2a060e0091	Abọ shi iSiman aghọmani iYesu yọrọ si, iBitrus, kina anayuru nga Andrawus, kina iYakubu, kina iYahaya, kina iFilibus, kina iBartalamawas,
2a060f0066	kina iMatiyu, kina iToma, kina iYakubu anọ iHalfa, kina iSaminu, aghọmani aka yọrọ si iZaloti,
2a0610004b	kina iYahuza anọ iYakubu, kina iYahuza Iskariyoti, aghọmana agbara nga.
2a06110114	IYesu shulu kina bọ, ki titara kọ uce uka ayayẹ na tẹs, kina ajiya na pam aghọmani ashi aghọyii nga. Ukadu wọ ni ajiya na pam ba ko abi ki ẹrẹbọ aYahudiya, kina Urushelima, kina ẹrẹbọ aTaya kina aSidon aghọmani ashi ka anyu ẹrẹyẹma ighighẹ.
2a06120085	Aghọmani aba ka ma kọng upii nga, ka peni ulẹni kọ ki idumu bọ nadidu bọ. Aghọ shina aghing ishẹẹ a lẹni ni bọ.
2a06130060	Kwinga wang piya nga, kaa ẹrẹkyuọ sọ hwuru kọ ukushi nga, aba lẹni kini bọ nadidu.
2a0614008b	IYesu kyoo aghọyii nga ni aba tẹri bọ si, “Inu ni agha anyu adaduma bọ, inu aghila amiri, ẹrẹgọm Ọnọng ni anga nu wọ!
2a06150093	Inu ni agha anyu adaduma bọ, inu agha idafo ka akyua ri, aki manọ ushuu! Inu ni agha anyu adaduma bọ, inu aghọ uci ka akyua ri, inu ki sra!
2a0616008f	Inu ni agha anyu adaduma bọ peni ajiya tọrọ nọ ni, ki woo nu kọ, na asọ cira nọ, si inu ni aghọ akakiya bọ, kaya Anọ Ajiya!
2a061700ab	Inkini udibi uma ba ni, inu ju ikwyifu! Inu sọ ya ni ikwyifu, uka nọ shina pam ka ayaya. Kindu wọ ni anirakpẹẹ bọ ju aghọ pii kọ ọtọ Ọnọng wọ.”
2a0618005f	Ni ọlọ nọ, inu aghọmani ashi ni upeni ka kyuari, ka inu kọ kọng ọdọdọma nọ!
2a061900a0	Ọlọ nọ, inu aghọmani ashi nu ushuu kakyuari, inu ki kọng idafo! Ọlọ nọ, inu aghọmani asọ sra kakyuari, inu ki kọng ubira ikwyi, nu sha ci!
2a061a0096	“Ọlọ nọ, inu aghọmani ajiya nadidu sọ brẹ nọ, kindọ wọ ni anirakpẹẹ nọ ta aghọ pii kọ ọtọ Ọnọng atẹri kọ.”
2a061b0074	“Isọ tẹri nọ, inu aghọmani inu hwiri mi, inu yoo asho nu, ka inu ju aghọmani atọrọ nu ọdọdọma.
2a061c0064	Inu sa aghọmani asọ cira nọ anyu adaduma, nọ shọr Ọnọng kaya aghọmani asọ deri nu.
2a061d0085	In kini aghọ gyo ngọ na avọ kudii utuma ni, tee nga udaa. In kini aghọ yira ngọ igbang kọ ni, woo inga idẹ kọ ma nga.
2a061e0061	Nadidu aghọmani ashọr ngọ ice ima ni, ma nga. Aghọmani ayira ngọ umani, ba wang nga ba.
2a061f0028	Inu ju ajiya imumani inu wang sa aju nu.
2a06200078	“In peni inu yoo aghọmani aka yoo nu wu ni, ikẹmbọ ni inu ki peni? Ko aghila avulu ni ayoo aghọmani ayoo bọ.
2a0621007f	In peni inu ju ọdọdọma ka aghọmani aju nu udọdọma ni, ikẹmbọ ni inu ki peni? Ko aghila avulu ma ka aju kindọ.
2a062200a7	In peni aghọmani aki bira biya nọ bọ ni uka ma bọ ita ni, na ikẹmbọ ni inu ki peni? Ko aghila avulu mani aka mẹẹ ita ka ace bọ na asa biya na ki kya.
2a0623012d	Inu yoo aghọmani atọrọ nọ, ki nu ju bọ ọdọdọma, inu ma bọ uta basi sa atọ biya nu ba, uju kindiwu inu ki peni uka nọ nagigang, inu ki tee anọ Ọnọng aghọ ucẹẹ nọ ughọghẹ. Inga ni aghọ ju uma ọdọdọma nga ka aghọmani aka sa bọ izaa ba kina agha aikiya.
2a06240043	Inu kọng ahwoo, kọnọ umani Ate nu shi aghọ kọng ahwoo ni.
2a062500a2	“Inu ma ju ace aghọ ashuwa ba, ki inu ma ni, aki ju nu ba. Inu ba bra ace aghọ ba, inu ma ni aki ju nu ba, inu yira ọlọkpaa, ka aki yira ọlọkpaa nu.
2a062600d0	Inu ma, ki inu mani aki manọ ka tii umumara na titọ, atighi na zezọgọ kọ ninira wu, ka sira nọ kidẹ avọ igbang. Kọnọ mani imumani inu ka mara Ajiya kọ ni, iyọọ na ki mara nu wọ.”
2a06270087	IYesu ba ma bọ ice ighang upii si, “Afoo ki biya ugo afoo kashi lee? In kini aju kindu ni, nadidu bọ ki kpaa bọ kidẹ uhwo ba?
2a06280086	Ba anọmẹẹ mani a gina aghọmẹẹ nga ba. Anọmẹẹ mani akpẹẹ upila iwọọ nga ni, aki ba kini aghọmẹẹ nga ni.
2a0629009d	“Ikẹmbọ sa ni ingọ sọ kra ani anọ ibọng mani ashi kidẹ ica anayuru ngọ, ingọ ta ma ngọ ni ukumu ọshẹ nọ ushi kidẹ ica ngọ ba?
2a062a016c	Na nyi wu ni ingọ ki bira utẹri anayuru ngọ si, ‘Anayuru, ta ni imẹ woo ngọ anọ ibọng mani ashi kidẹ ica ngọ,’ Ni ingọ ta nu ngọ ukumu ọshẹ nu shi kidẹ ica ngọ ba? Ingọ ishọọ ajiya! Kyọ uwoo ukumu ọshẹ nu shi kidẹ ica ngọ, nọ ta bra unu naiburu mani uki tọ woo anayuru ngọ anibọng mani ashi kidẹ ica nga.
2a062b0076	“Ọshẹ ọdọdọma ka ma wọ ikọlọ ibibi ba, kindi wọ ni ọshẹ ubibi ka ma wọ ikọlọ ididuma ba.
2a062c0082	Aka ye kọligba ọshẹ ki Ighọ ikọlọ nga. Aki kara bọ uweng ki ẹrẹnọma ukara ba, ko inabi kọ ọshẹ ukara ba.
2a062d00c7	Ajiya ukikilẹ ka woo uma ọdọdọma kidẹ uma ọdọdọma mani akyo kidẹ ikwyi nga. Ni agha aikiya ka woo uma ububi kidẹ ikwyi nga. Imumani isi kidẹ ikwyi ni, iyu ka kunu ka nyu nga.”
2a062e0067	“Ikẹmbọ sa ni inu sọ yọrọ mi si ‘Ate, Ate,’ ni nu tọrọ nu ju imumani imẹ sa saju?
2a062f0080	Ka aghọmani aka ba ukushi mi, ki ba kọng mi ni, ki ba ju imumani imẹ tẹri sa ju ni, imẹ ki yeni nu mani ajiya nga shi.
2a063000cc	Inga shi kini ajiya nga ni, aya sang uvra ọna nga ni, asa tumu ẹrẹbọ ikikyughu, ki ta ẹrẹkpa uvra nga kaya utii. Ugya ya ba ni, uta bra bọ ukpaa ọna kọ ba, ka vra uvra nga na bibọrọ.
2a063100e0	Insi ni aghọmani a kọng upii mi na ta ju nga imumani imi tẹri sa aju ba ni, ashi na ki kyaa kina ajiya mani a vra ọna nga bọ uta ẹrẹkpa na bibọrọ. Ugya ya ba ni uba pulu ọna wọ. Ukpaa ọna so ububi!”
2a0701004c	IYesu ya kpẹẹ utẹri upii nga kite bajiya ni asa ghila nga Akafarnahum.
2a0702008f	Ni ace agira agha aghaghẹ aghina akpọ, aghọmani Ate ọna nga ka kọọ ọdọdọma nga naigang, ashi nga akyuọ ba kina asu kpoo ni.
2a07030087	Aghinakpọ ya kọng ila IYesu ni, aba tuma ace agha akakọng aYahudawa kọ ukushi nga, ka ya shọr nga sa aba lẹni na agira nga.
2a0704005d	Aya fuma ukushi IYesu ni, ava shọr nga nagigang ava tẹri si, ‘Ushi umani aju nga kindi,
2a07050040	ka ayoo Ajiya yi, anga vra ayọ ọkọ takwyuẹ aYahudawa.”
2a070600e0	IYesu ba kyaa kini bọ. Aya kya ayayo kọnọ ọna ni, agha aghaghẹ aghina akpọ ba tuma aghikyo nga kukushi nga ka ya tẹri nga si, “Ate ọna, ba ma ẹrẹkwẹ ngọ utina ba. Ita maami ni ingọ ba ọna mi ba.
2a07070058	Uwu sa ni ita nu mi ni ima ni ba ukushi ngọ ba, tọrọ pẹni ka agira mi ki lẹni.
2a070800f6	Ki mẹ mani avọ ace aghọ wọ ni ishi wu, kina aghinakpọ kidẹ ivọ mi, imẹ wang tẹri adi aghọ si, ‘Kikyang’, Asọ kyaa, ace aghọni imẹ tẹri nga si, ‘Ba,’ Asu ba, imẹ tẹri agira mi si, ‘Aju ima,’ Asọ ju.”
2a070900c6	IYesu ya kọng kindi ni, aba wo ica ni nga, aba tee ki tẹri Ajiya mani so yii nga si, “Imẹsọ tẹri nọ si, imẹ sọnọ kọ nu mi uma aipang na ẹrẹkyuọ kindi ko ki Israila ba.”
2a070a004c	Ajiya na atuma bọ ya vuwa bọ aca ni, aya peni ni agira nga tọ akyuọ.
2a070b0078	Aya kpẹẹ ni IYesu ba wor ki kyaa ice Ifọng na aka yọrọ si Anayin, atina nga kina ikir bajiya ba kyaa kini nga.
2a070c00d0	IYesu ya sang fuma anyu uka ughila ifọng ni, aba nu ni a kpaa ọkọng ace anaghẹmẹ na ki kyabọ kọ naa kọ. Anọ ayeng ayiri mani aghẹmẹ nga kọ kpoo. Ikir bajiya ki ifọng kyeng kina inga.
2a070d004c	Ate ọna ya nu nga ni, aba kọng ahwoo nga. IYesu tẹri nga si aba ci ba.
2a070e0075	Aba kyaa ki ya piya imumani ago ọkọng kọ. Ajiya na go ọkọng ba titara. IYesu ba ju si, “Anọ, sisang!”
2a070f0061	Aghọkpo va sisang ke cica, Ki tee aghọ upii! IYesu ba kpẹnẹ nga ka avọ ki ma ayuru nga.
2a071000c2	Ẹrẹbata kpẹnẹ bọ kọ nadidu bọ, aba jọọ Ọnọng na tẹri si, “Atina Ọnọng aghaghẹ ba ukushi bayọ.” Aba ju si “Ọnọng ba ukushi bayọ ka ba she Ajiya nga.”
2a07110041	Upii IYesu ghila nadidu aYahudiya kina ufọng shi ka ayayo bọ.
2a0712004f	Aghọyii iYahaya ba tẹri nga ọmari nadidu, na ba woo agha pai kidẹ bọ,
2a07130078	ki tuma bọ kọ kushi Ate ọna ka ya ghulu nga, “Ingọọ shi aghọmani aki ba, ko ta ayọ sha ace aghọ ni?”
2a071400a9	Aya fuma ukushi iYesu ni, aba ju si, iYahaya aghọ uju iminimini tuma ayọ sa aba ghulu ngọ si, “Ingọọ shi aghọmani aki ba, ko ta ayọ sha ace aghọ ni?”
