2800000006	Umatta
2c07350059	Umbi ayɛimbi Íkpem iyiki itsu itser ru ubok ípfu itser-Num bɔr umbi asi idɔsumbi.”
2c0736005e	Ivangyɛ umbɔ aka agũ rimi, amɛnmbɔ adak akarhãrhã, afar anyĩmbɔ agũ avɔm nggu unga.
2c07370081	Bɔr Uistifanu awu nggu Ipfu Isarsatangge, awing asunga arhi afã anyã ikpikpoi Unum, nu Uyesu aka adɛ̃ɛ̃ nu ubok ugha Unum.
2c07380066	Uistifanu agɛ, “Àka anyã, umum inyã afã atsuri nu Ungwɛ̃-Ner adɛ̃ɛ̃ nu ubok ugha Unum.”
2c07390057	Bɔr umbɔ akũ abok abvure atombɔ, atsarhi irhakmbɔ atsuyi ivum awirhi azĩ ru unga,
2c073a00ac	akũna unga adzek azĩ undzing utepa, adɛ̃ɛ̃ atang unga atarh nu unga. Abika adzowe ideka igbɛrangwĩ hã angwɛ̃we atorhambɔ nggu uwɛdzɛm uwɔɔ agburh Ushawurhu.
2c073b006e	Umbɔ aka adɛ̃ɛ̃ itang atarh nu unga, umɔ Uistifanu afɛn-Num agɛ, “A Uteijee Uyesu, uyɛi ipfumum.”
2c073c008f	Mɔcɛ unga atararhu, na atsarhi irhaknga agɛ, “A Uteijee niba ukpɔmmɔ arhim akɛrɛ nu atsimbɔ.” Unga aka arherhe rimi amaa, na akpea.
2c080100c9	Ushawurhu awu umɔ abemuka ifɛr Uistifanu. Ru unum hã nggaa uver utsĩkpɔ ra abika adɔsa ru Urusharhima, asituwe umbɔ kishoo ra abĩ abi Uyahudiya nu aki Usamariya, akpurha abɔre abi itser Uyesu.
2c0802003c	Mɔcɛ aner Unum adzake Uistifanu, aciu akpenga akarhãrhã.
2c08030094	Bɔr Ushawurhu akpurha adɛ̃ɛ̃ idzowe uver ra abika adɔsa akarhãrhã. Atsĩrhã aya aya, adzui akatsak nu akatsɛrh atsuyiwe umbɔ ru ugborzĩ.
2c08040050	Abɔrɔ ha umbɔ aka asituwe adzowe Isarhe Iyiki Ize ri inangyɛ umbɔ aka azĩ.
2c0805003c	Ufirhibu azĩã uteu Usamariya, adzowe isarhe Ukiristo umɔ.
2c0806006c	Anera aka agũ, na anyã abin idzeukɛ unga aka akorhe umbɔ angwɛ̃ amɛnmbɔ ru ubinkpi unga iki irherhe.
2c08070074	Ípfu iyiki ibewe itsuyi ivum ni idzeyingge ru ayor anera arhɛrhɛ, akerhuwe abi ishayi iyor na akatarhu arhɛrhɛ.
2c08080031	Nggee umbɔ agɔm anggɔm akarhãrhã ru uteu ha.
2c0809008c	Unera nuwɔ itsoka igburh Usiman anu itser igoka adzowe idzeu ra anera kishoo ru uteu Usamariya. Anu iberi itsinga agɛ unga awu nggaa uner.
2c080a0096	Nu anera kishoo, uwuku ugɔng nu uwuku uci, atsu amɛnmbɔ nu unga anu igɔr agɛ, “Utsak uwurɛ awe ru ijee iyi Unum umbɔ iki iyisa nggaa Ijee.”
2c080b0063	Umbɔ adɔsa unga ubinkutsu aka adera unga aka anu ikorhuwe umbɔ abin idzeu nggu igbigba igokanga.
2c080c00b0	Bɔr umbɔ aka awe ru imangmang ri Isarhe Iyiki Ize iyiriyɛ Ufirhibu aka arherhe iyi Iyɛrhe Unum nu iyi itsok Uyesu Ukiristo, asorhuwe umbɔ ubɔtisima, akatsak nu akatsɛrh.
2c080d00c1	Usiman nibikanga awea ri imangmang, umbɔ aka asorhuwe unga ubɔtisima ikɛi unga adɔsunga Ufirhibu ubɛn anang. Unga aka anyã Ufirhibu akorha atsar nu abin idzeu, unga adzeidzeu akarhãrhã.
2c080e008d	Abi itser Uyesu aka awe ru Urusharhima aka agũ abi Usamariya aka ayɛimbɔ Arherhu-Num, umbɔ adene umbɔ Ubitru nggu Uyohana azĩ ru umbɔ.
2c080f004c	Umbɔ aka azĩ atsĩ, umbɔ afɛne-Num ru umbɔ ama ayɛi Ipfu Isarsatangge,
2c08100081	ubinkutsu, Ipfu Isarsatangge ina isi icipuwangge nu unyinga umbɔ kata, akpurha akorhuwe umbɔ ubɔtisima ri itsok Uteijee Uyesu.
2c08110050	Mɔcɛ Ubitru nu Uyohana atsorhuwe abok nu umbɔ, umbɔ ayɛi Ipfu Isarsatangge.
2c0812006e	Usiman aka anyã ugɛ awu itsorha abok abi itser Uyesu iki isaki itsu ikpo Ipfu-Num, unga adzowe umbɔ uhwɛk.
2c0813006f	Na agɛ, “Udzaa umum ijee ha igamum, umum ĩba itsorhumum ubok nu ubɛn unera unga akpo Ipfu Isarsatangge.”
2c08140075	Ubitru agɔr unga agɛ, “Uhwɛkngo nggu ungo aka atsim, ungo ukaifɛrhkɔ ugɛ ungo ukũ uhwɛk uyɛi izũwũ Unum!
2c08150053	Ungo ushiɔ ru ugau ri itser iyɛrɛ, ubinkutsu, amɛnngo asi irhikuke ra asu Unum.
2c0816007e	Udzipa ru iyiki ibewa iyɛrɛ nu ufɛn-Num ru Uteijee. Use unga awuri itsũwãnga ungo ri ikpũ ifɛrhkɔ iyɛrɛ ra amɛnngo.
2c08170054	Ubinkutsu umum inyã amɛnngo awu nggu unyɛ̃ɛ̃ akarhãrhã aka abow ra arhim.”
2c08180069	Mɔcɛ Usiman agɛ, “Àka afɛnuwa umum Uteijee, utsur abin hã umbi aka arherhe akorhuke nggu umum.”
2c081900a2	Ivangyɛ umbɔ Ubitru nggu Uyohana aka amaa idzowe isarhe Arherhu Uteijee, umbɔ abvui azĩmbɔ Urusharhima, adzowe Isarhe Iyiki Ize ri iteu Usamariya irhɛirhɛ.
2c081a0076	Icɛ ipfu itser Uteijee igɔr Ufirhibu igɛ, “Uso uzĩ unɔr utsĩndĩ arhum uwuku udzeku Urusharhima uzĩ Ugaza.”
2c081b00c1	Nggee unga asok adzek azĩã, unga agbopu uner Uitiyofiya uwuruwi aka awu unggbaashi, abika angwɛ̃ kishoo abin Ukadi uyɛrhe Uitiyofiya, aka awu ukutsɛrh. Aka azĩ Urusharhima idzowe igɔng.
2c081c0071	Unga awu ru utsĩndĩ uwuku uzĩ usoi, asei ru ikar inyãwãnga anu ivarhu ubvur uwuku usɔm Arherhu-Num Uishaya.
2c081d0049	Ipfu-Num igɔr Ufirhibu igɛ, “Uzĩ ukhapa nu ikar inyãwã iyɔrɔ.”
2c081e00b9	Ufirhibu atĩ azĩ nu ikar inyãwã hã agũ utsa ha adɛ̃ɛ̃ ivarhe ubvur uwuku usɔm Arherhu-Num Uishaya. Ufirhibu arhusa unga agɛ, “Ungo ugũ utaingo ubinkpi ungo uku uvarhe?”
2c081f0080	Unga agɛ, “Umum ikorhi iguse, unera aba asi igbisha adɛyiwanga umum?” Na ayisu Ufirhibu afũ ikar inyãwã hã umbɔ asei.
2c082000e3	Uner Uitiyofiya ha adɛ̃ɛ̃ ivarhe ubvur Arherhu-Num aka agɔr ugɛ, “Adarh unga ru nyaki idɔi azĩmbɔ ingwĩngwã, ru nyaku ungwɛ̃ itsurhi iki unukutata ru ubok uwuku ukone igwar iyorngge, unga asi iyangunga angwĩnga.
2c08210095	Akwɛɛte unga na akɛnmbɔ unga idzidzɛrhanga. Ungaa idɛ̃ɛ̃ arherhe arherhe ri itsi unangnga? Ubinkutsu anyangu urhɛnga adzembɔ ru upfung.”
2c082200af	Uner Uitiyofiya ha arhusu Ufirhibu, agɛ, “Udɛyiwa umum, kabɔɔ, uner uwuku usɔm Arherhu-Num hã arherhe arherhe ha ri itsi ungaa, ri itsinga use ri itsi uner uwukuse?”
2c08230063	Mɔcɛ Ufirhibu atirhi nu ugbɛr itsɛng Arherhu-Num uwu ha adzowe unga Isarhe Iyiki Ize iyi Uyesu.
2c0824009c	Umbɔ awe ru uzɛ̃rhã nú utsĩndĩ hã, azĩ anyã amɛ̃, Uner Uitiyofiya ha agɛ, “Unyã amɛ̃ akɛ! Awu use ikɛn umum isi ísorhmum ubɔtisima?”
2c082600ac	Unga atsu umbɔ ajimu ikar inyãwã hã ngge idɛ̃ɛ̃. Umbɔ Ufirhibu nggu utsa ha ikivarhambɔ acipa atsĩmbɔ ra amɛ̃. Mɔcɛ Ufirhibu asorhuwe ubɔtisima ru utsa ha.
2c082700a1	Ivangyɛ umbɔ aka adzeka ra amɛ̃, Ipfu Uteijee ishupungge Ufirhibu, Uner Uitiyofiya ha asi ibvui anyã unga ikɛi, bɔr azĩã uzɛ̃rhãnga na agɔm anggɔm.
2c08280078	Ufirhibu, anyã itsinga, ru Uazotu. Umɔ unga atsĩrhã ri kishoo iteu, adzise Isarhe Iyiki Ize azĩ atsĩã Ukaisariya.
2c09010082	Ri ivang hã Ushawurhu anu igha unggbaashi nggu iziya angwɛ̃ imesu Uteijee. Unga asok azĩã ru Ukugɔng Uwuku Udzowe Idɛm-Num,
2c090200cd	ashɔ̃rhã unga amaa atsɛng abvur adzowe anggbaashi abã ifɛn-Num ru Udimashku, ubinkutsu unga aba azĩ akpoa abika adɔsu Utsĩndĩ Uteijee, akatsak use akatsɛrh, unga abow umbɔ akũ aba Urusharhima.
2c09030061	Unga aka azɛ̃rhã azĩ akhapa nggu Udimashku, kanying irhirhang idzeka afã irhang idzipa unga.
2c09040084	Unga agba anu nu abĩ na agũ urhɛm ukpɔɔ uku ugɔr unga ugɛ, “A Ushawurhu, a Ushawurhu, awu use utsu ungo udzaa umum uver?”
2c09050086	Ushawurhu arhusa agɛ, “Awu ungo ungaa Uteijee?” Urhɛm hã ugɔr ugɛ, “Awu umum Uyesu uwuruwi ungo uku udɛ̃ɛ̃ idzowe uver.
2c09060068	Icɛrɛ usisok utsĩ ru utepa, nggɔɔ ha umbɔ awuri idɛyiwambɔ ubinkpi awu ufang ungo iki ikorhe.”
2c09070068	Abika azɛ̃rhã nggu Ushawurhu afɔr arherhe adambɔ, umbɔ agũmbɔ urhɛm hã na asi inyãmbɔ unera.
2c0908007f	Ushawurhu asoka abĩ na ayanga asunga bɔr asi idɛ̃ɛ̃ anyã ubin. Nggee umbɔ akpɔm aboknga adarh unga atsĩ ru Udimashku.
2c0909004c	Unga amaa inuma itaar, asunga awu ibvuta, asi ighaa na asi ihwaa ubin ikɛi.
2c090a009f	Ungwɛ̃ imesa Uyesu nuwɔ ru Udimashku itsoka igburh Uhananiya. Uteijee ayisa unga ru irhi agɛ, “A Uhananiya!” Unga anyũwã agɛ, “Umumwi, Uteijee.”
2c090b00d7	Uteijee ha agɔr unga agɛ, “Usisok utsĩ ri iya Uyahuda nu utsĩndĩ uwɔ umbɔ iki iyisa agɛ uku Urhirhiki urhusa ugɛ use uner Utarsu itsoka iki igburh Ushawurhu awu umɔ, unggawɔ adɛ̃ɛ̃ ifɛn-Num mɔnɔ.
2c090c006d	Ru irhi unga aka anyã unerwi aka agburh Uhananiya aka aba atsorhu ubok nu unga, unga abvui anyãã ikɛi.”
2c090d00ae	Uhananiya agɛ, “A Uteijee, umum iki nggũshumum arherhe utsak uwirɛ ra anera arhɛrhɛ, nu amɛn aka abewe unga aki ikorhuwe abika adɔsa ungo akarhãrhã ru Urusharhima.
2c090e0075	Nggayɛ ikɛi ateiya abika adzowe idɛm-Num aka adzowukumbɔ unga ijee iyiki idzui kishoo abirabɛ aka afɛn ungo.”
2c090f00b5	Bɔr Uteijee agɔr Uhananiya agɛ, “Uzĩ! Awu utsa ha uwi umum iki isɛng unga aka itɔ̃ itser iyiki idzowe isarhe itsokmum ra atsen abi Uyahuda nu ayɛrhambɔ nu aner Uisrairha.
2c09100052	Umum iwuri idɛyikũ unga ikpũ ayetnumkɛ awu ufang unga aka ihwa ri itsokmum.”
2c0911010f	Nggee Uhananiya asok azĩã azĩ atsĩ ri iya. Atsorha aboknga nu Ushawurhu, na agɛ, “A ungwɛ̃mɛn Ushawurhu, Uteijee Uyesu uwuruwi aka adzeka ru ungo nu utsĩndĩ ibibango nggimi unga adena umum ĩba ru ungo ubvui unyã anang ikɛi nu uwe nggu Ipfu Isarsatangge.”
2c0912008b	Kanying, abina ru nyaka afeka abɛrh ahwor ra asu Ushawurhu agba, mɔcɛ unga abvui anyã anang. Unga asok, umbɔ asorhuwe unga ubɔtisima.
2c09130075	Unga aka agha ubingha amaa, unga akpo iker iyornga. Ushawurhu amaa inum iyɔɔ asei nggu angwɛ̃ imesa ru Udimashku.
2c0914006b	Kanying Ushawurhu atirhunga idzowe isarhe Uyesu ra abã ifɛn-Num abi Uyahuda agɛ Uyesu awu Ungwɛ̃ Unum.
2c091500c8	Kishoo abika agũ unga adzeidzeu na arhusa agɛ, “Asi iwea unga afɛyiwe abika afɛn uner ha, Uyesu, ru Urusharhima? Unga asi ibanga idzui anera nggimi akũ azĩ ra ateiya abika adzowe idɛm-Num?”
2c091600b6	Bɔr isarhe Ushawurhu ikpurhi idɛ̃ɛ̃ ititoma ri iker nu ijee, itsu abi Uyahuda abika asei ru Udimashku adzeidzeu na adzuna, unga aka adɛyiwe idzidzɛrhe ugɛ Uyesu awu Ukiristo.
2c0917005b	Inuma irhɛirhɛ iki imaa, abi Uyahuda akɛki itsũwã iyiriyɛ umbɔ aka ifɛre Ushawurhu.
2c09180079	Bɔr Ushawurhu aka agũ ubinkpi umbɔ aka arherhe. Nu utsuu na atenum, atsu asumbɔ adzɛu ingwĩ utepa abee ifɛre unga.
2c09190065	Bɔr angwɛ̃ imesanga ashupa unga ru uzĩng ru untsuuka acipuwe unga ra angwĩ ubandzin ufɔm utepa.
2c091a00c2	Ivangyɛ unga aka abvui aba atsĩ Urusharhima, unga abee igbopi itsi nggu awɛ imesu Uyesu, bɔr kishoo agũ iwei unga, umbɔ asi idzowukumbɔ imangmang ugɛ unga awu ungwɛ̃ imesa idzidzɛrhe.
2c091b00e6	Bɔr Ubarnaba akũna unga akũ azĩã ra abi itser Uyesu. Adɛyiwe umbɔ Ushawurhu aka anyã Uteijee nu utsĩndĩ nu Arherhu Uteijee nggu Ushawurhu, nu Isarhe Iyiki Ize Ushawurhu adũwã ri itsok Uyesu ru Udimashku asi igũa iwei.
2c091c0077	Nggee Ushawurhu asei nggu umbɔ na azɛ̃rhã nggu umbɔ ru Urusharhima, adzowe isarhe ri itsok Uteijee asi igũa iwei.
2c091d008a	Ikɛi unga anu irherha arherhe na awe ru uning nggu abi Uyahuda abika agũ idũ abi Uherhini, bɔr umbɔ abee utsĩndĩ uwuku ufɛre unga.
2c091e005e	Abika adɔsa aka ahwɛng rimi, umbɔ akũna unga azĩmbɔ Ukaisariya adene unga azĩã Utarsu.
2c091f00ba	Mɔcɛ abika adɔsa ru Uyahudiya, nu Ugarhirhi, nu Usamariya, akpombɔ ididɔɔr. Umbɔ akpo iker nu ififita akarhãrhã ri Ipfu Isarsatangge, atɛ̃rhã awu arhɛrhɛ nggu iwei Uteijee.
2c09200054	Ubitru aka azɛ̃rhã amaa abĩã kishoo, unga azĩã ra abika adɔsa ha ru Urhidda.
2c09210078	Umɔ unga aka agbopa nggu uner uwɔɔ agburh Uiniya, uwuruwi aka aghong irhãrhĩ iyiki ishayi iyor anu imɛka utɔrɔk.
2c09220075	Ubitru agɔr unga agɛ, “A Uiniya, Uyesu Ukiristo aka akerhuwanga ungo. Uso ufetu ufarngo.” Kanying Uiniya asoka.
2c0923005f	Kishoo aner Urhidda nu abi abĩ Usharon anyã unga aka akerhunga, umbɔ adzipa awu abi Uteijee.
2c0924009a	Ru Ujopa ungwɛ̃ imesu Uyesu nuwɔ, itsoka igburh Utabita, agbena agburh “Udooka,” uwuku udzowe itsinga ri itɔ̃ itser iyiki ize, na ayike atsũwã.
2c0925005b	Ri ivang hã unga aghong akpea, umbɔ aka asorhuwe iyornga na angwɛ̃we unga ru ubã afã.
2c092600ab	Urhidda ukhapa nggu Ujopa angwɛ̃ imesa aka agũ agɛ Ubitru awe ru Urhidda, umbɔ adene inera ivaa izĩ ru unga ashɔ̃rhã unga agɛ, “Kabɔɔ uba ru umɛn ifetem!”
2c092700dc	Ubitru asok azĩã nggu umbɔ, unga aka azĩ atsĩ umbɔ akũna unga afũmbɔ ru ubã afã hã. Kishoo atsɛ̃rhãpfu adɛ̃ɛ̃ adziira unga, aciu akpe adɛyiwe atorho ha Udooka aka adzise umbɔ unga aka awu nggu umbɔ.
2c092800c2	Ubitru atsu umbɔ kishoo adzek ra awiya, unga atar arhuk na afɛn-Num. Adzipa udiku ukom utsɛrh ha, agɛ, “A Utabita, usisok.” Unga ayanga asunga, unga aka anyã Ubitru unga asok asei isei.
2c09290096	Ubitru adzowe uboknga ayike unga asok adɛ̃ɛ̃ nu adaknga. Mɔcɛ unga ayisa abika adɔsa na atsɛ̃rhãpfu ha adzowuka Utabita ru umbɔ nggu urhɛ.
2c092a005b	Isarhe iyɛrɛ itɛ̃rhã kishoo ru Ujopa, anera arhɛrhɛ aka adzowe imangmang ru Uteijee.
2c092b0060	Ubitru asei inuma irhɛirhɛ ru Ujopa ri iya uwɔɔ uner itser abvur ijuɛ itsoka igburh Usiman.
2c0a010070	Unera nuwɔ ru Ukaisariya itsoka igburh Ukonerhiyu, unga awu uteiya abi iwa ru ukpui Uitarhiya ra abi iwa Uroma.
2c0a0200a1	Unga nu abi iyanga kishoo awu abika adzowe igɔng na agũ iwei Unum, atsu itsinga akarhãrhã ri idzowe izũwã irhɛirhɛ ra atsũwã, na afɛn-Num ubɛn ivang.
2c0a03007a	Unuma nukpɔ aka ayoka akara ataar ra atenuma, unga anyã ipfu itser-Num ru irhi, iki igɔr unga igɛ, “A Ukonerhiyu!”
2c0a0400cb	Unga atsu asunga ri iwei na arhusa agɛ, “A Uteijee, awu use?” Ipfu itser-Num igɔr unga igɛ, “Unum aka agũã ifɛn-Numngo nu iyiyikeyɛ ungo uku iyike atsũwã. Unga ayɛi ngge ru nyaku izũwã.
2c0a050057	Udene anera icɛrɛ umbɔ azĩ Ujopa ayisuwa Usiman uwu ha umbɔ iki iyisa unga Ubitru.
2c0a06006a	Unggawɔ asei nggu Usiman uwuku utɔ̃itser abvur ijuɛ, uwuruwi iyanga iki iwe ru ubang ukau ukugɔng.”
2c0a0700a0	Ivangyɛ ipfu itser-Num iyiki irherha arherhe nggu unga iki izĩngge, Ukonerhiyu ayisa agãrhãnga avaa, nu uner iwa uwuku udɔsu Unum ra abika atɔ̃ itsernga.
2c0a080053	Unga aka amaa idɛyiwe umbɔ abina kishoo aka akorhe na adene umbɔ azĩmbɔ Ujopa.
2c0a09007a	Ra atenuma unum uvaa agãrhũ Ukonerhiyu awe ru uzɛ̃rhã umbɔ aka ayo ru utepa, Ubitru afũ ni itsi uvi abee ifɛn-Num.
2c0a0a0061	Imerh ifɛr unga, unga abee igha ubin, bɔr umbɔ aka adɛ̃ɛ̃ ikorhu ubingha, unga anyã irhi.
2c0a0b007f	Unga anyã afã aka atsuri, unga anyã ubina ru nyaka atorho ukoma atɛtɛi uku ucipuwa nu abĩ nggu angbokake anaa aka ayurhi.
2c0a0c0065	Ru ake ubɛn ikpũ ijuɛ iyi adaka anaa iwu umɔ, nu iyiki ikaikai, íbvui nu ígwer nu anunu afafã.
2c0a0d0051	Mɔcɛ unga agũ urhɛm uku ugɔr unga ugɛ, “A Ubitru, uso, ungwãnu utãi.”
2c0a0e0064	Bɔr Ubitru agɛ, “ĩ'ĩ Uteijee! Umum inasi ighamum ubin arhim use ukpurukpi uku usi isarkpɔ.”
2c0a0f007c	Unga abvui agũ urhɛm hã idevaa, uku ugɔr ugɛ, “Ubinkpi Unum aka asare ukpɔ, niba ugɔrɔ ukpɔ ugɛ usi isarkpɔ.”
2c0a10005c	Ifɛrhɛ iyɛrɛ ha ikorhe idiki itaar, nu kanying umbɔ unyangu atorha ha afũmbɔ ra afã.
2c0a110085	Amɛn Ubitru ana awe ri icang agben irhi ha umbɔ aka adɛyiwe unga, aner ha Ukonerhiyu aka adene arhusa na adɛ̃ɛ̃ ra angwĩ iya.
2c0a12004f	Umbɔ ayisa arhusa agɛ, “Usiman uwuruwi umbɔ iki iyisa Ubitru asei umɔ?”
2c0a130071	Ubitru ana awe ri ifɛrhkɔ irhi ha, Ipfu-Num igɔr unga igɛ, “Usiman, inera itaar iyɛ idɛ̃ɛ̃ ibeea ungo.
2c0a14005e	Nggee uso ucipa uzĩ ru umbɔ. Niba ucango izĩ nggu umbɔ, ubinkutsu awu umum idene umbɔ.”
2c0a150064	Ubitru acipa azĩ ru aner ha, agɔr umbɔ agɛ, “Awu umum umbi aka abee. Awu use utsu umbi aba?”
2c0a1600f5	Aner ha agɛ, “Umɛn idzeku Ukonerhiyu uteiya abi iwa. Arhiku uner na agũ iwei Unum, awuri imor ra asu abi Uyahuda kishoo. Usarkasar ipfu itser-Num itsu unga adena itser ugɛ ungo uba ri iyanga, unga awuri igigũa ubinkpi ungo iki irherhe.”
2c0a17009f	Mɔcɛ Ubitru akũna umbɔ atsĩ, ayɛi umbɔ awu atsen ri iyanga. Unum untaar Ubitru azĩã nggu umbɔ, nu abika adɔsa abɔɔ aka adzeku Ujopa azĩ urhɔnga.
2c0a180078	Unum unaa umbɔ atsĩmbɔ Ukaisariya. Ukonerhiyu aka afosi ibibambɔ ayisa abimbɔ kishoo nu awɛrhanga abi idzidzɛrhe.
2c0a190060	Ubitru awuri itsĩ ri iya nukpi, Ukonerhiyu agbanga unga atararhu ra asunga, adzowe unga igɔng.
2c0a1a0056	Bɔr Ubitru atsu unga asisok agɛ, “Usisok! Umum iwu unera ukpekũ ru nyaka ungo.”
2c0a1b004f	Ubitru aka adɛ̃ɛ̃ arherhe nggu unga, atsĩ akpo anera arhɛrhɛ aka akɔng.
2c0a1c00dc	Unga agɔr umbɔ agɛ, “Umbi ahwɛngmbi ugɛ isi imɛ̃ngge uner Uyahudiya agbopi itsi use unga azĩ iyepa atsen abi Uyahuda. Bɔr Unum aka adɛyiwanga umum agɛ umum niba iyisumum unera igɛ asi isara, use asi itɛna.
2c0a1d007d	Nggee ivangyɛ umbɔ aka adene ugɛ umum ĩba, umum isi ikpɛ̃mum. Icɛrɛ umum ibee irhusa awu use utsu umbi ayisa umum.”
2c0a1e00d2	Ukonerhiyu agɛ, “Inuma inaa iki itɔng ru nyaki ivang iyɛrɛ nu akara ataar aki urhɛɛ. Umum iwuri ifɛn-Num ri iyamum, kanying umum inyã unera aka adɛ̃ɛ̃ ra asumum atsim atorho aka aterha ake arhang.
2c0a1f0060	Uner ha agɛ, ‘A Ukonerhiyu, Unum aka agũã ifɛn-Numngo na ayitunga ungo iki iyike atsũwã.
2c0a2000bf	Udene itser ru Ujopa umbɔ ayisuwa Usiman, uwuruwi umbɔ iki iyisa Ubitru. Unga awu utsen ri iya Usiman, uwuku utɔ̃itser abvur ijuɛ uwuruwi iyanga iki iwe ru ubang ukau azɛ̃ akagɔng.’
2c0a2100bd	Ngge itsu kanying umum idene umbɔ ayisa ungo, aze ungo uku uba. Icɛrɛ Umɛn abɛ ikɔng kishoo ra asu Unum, umɛn iwuri ikpeto ru ubɛn ubinkpi Uteijee aka atsuka ungo udɛyiwa umɛn.”
2c0a220064	Mɔcɛ Ubitru atirhi irherhuwe umbɔ arherhe agɛ, “Idzidzɛrhe umum ihwɛng Unum asi itɛnga asu.
2c0a230054	Bɔr ayɛi anera ra abĩã kishoo abika agũ iwei unga na akorhu ubinkpi uku urhika.
2c0a240097	Umbi ahwɛngmbi itseryɛ Unum aka adene ra aner Uisrairha, agɛ Isarhe Iyiki Ize iyi ididɔɔr iba ru ubok Uyesu Ukiristo, unga aka awu Uteijee kishoo.
2c0a250088	Umbi ahwɛngmbi ubinkpi uku ukorhe umaa abĩ Uyahudiya kishoo, utirhi ru Ugarhirhi ri ivangyɛ Uyohana aka idzowe isarhe iyi ubɔtisima.
2c0a2600ec	Umbi ahwɛngmbi ubinkpi uku ukorhe Unum aka adzukuwe atsei na atsuke Ipfu Isarsatangge nu ijee ru Uyesu uwu Unazarat, unga aka azɛ̃rhã akorhi iyiki ize akerhuwe kishoo abirabɛ aka awe ru ijee Undenggũ, ubinkutsu Unum awu nggu unga.
2c0a270095	“Umɛn iwu ideka ru ubɛn ubinkpi unga aka akorhe ra abĩ abi Uyahuda, nu Urusharhima. Umbɔ afɛre unga ri inyinyapuwe unga ni igãrhãmau ucucii.
2c0a280058	Bɔr Unum asoyika unga ra akpe ru unum ukpu untaar na atsu unga adzeka umbɔ anyã unga.
2c0a29008e	Asi iwea anera kishoo anyã unga, akpurha adzeka ra abirabɛ Unum aka asɛng umɛn iwu ideka, umɛn iki igha ni ihwa nggu unga aka asoka akpe.
2c0a2a008e	Unga atsu umɛn idzowe isarhe ra anera ni idɛyiwe anera ugɛ, awu unga hã nuwi Unum aka asɛng unga awuri itsu uvau abi urhɛ na abika akpe.
2c0a2b0097	Abika asɔm Arherhu-Num kishoo adzowukumbɔ ideka ri itsinga agɛ, ubɛn unera aka adzowuka imangmang ru unga awuri ikpoa itsũwe arhim ri itsoknga.”
2c0a2c0068	Ubitru awu ra arherhe nukpi, Ipfu Isarsatangge icipuwangge nu abirabɛ aka anu igosha arherhanga kishoo.
2c0a2d0093	Abi usorhe abi Uyahuda abika adɔsa, abirabɛ aka aba nggu Ubitru, adzeidzeu umbɔ aka anyã atsen abi Uyahuda ayɛimbɔ izũwã Ipfu Isarsatangge.
2c0a2e0061	Ubinkutsu umbɔ agũ umbɔ anu irherhi idũ iyikise na adzowe igɔng ru Unum. Mɔcɛ Ubitru agɛ,
2c0a2f008b	“Unera awea unga aka ikɛn isorhuwe ubɔtisima nggu amɛ̃ ra anera abɛrɛ umbɔ aka ayɛi Ipfu Isarsatangge ru nyaka umɛn iki ikpo?”
2c0a30008a	Nggee unga atsu umbɔ asorhuwe umbɔ ubɔtisima ri itsok Uyesu Ukiristo. Mɔcɛ umbɔ ashɔ̃rhã unga ama asei nggu umbɔ inuma ukunjiir.
2c0b010075	Abi itser Uyesu na abika adɔsa ra abĩ abi Uyahudiya kishoo agũ ugɛ atsen abi Uyahuda ikɛi ayɛimbɔ Arherhu-Num.
2c0b020061	Nggee Ubitru aka azĩ ufã Urusharhima, abi usorhe abi Uyahuda abi imangmang azɔka unga arherhe.
2c0b03005a	Na agɛ, “Awu use utsu ungo uzĩ ru abika ashimbɔ ru usorhe ugha ubingha nggu umbɔ?”
2c0b040044	Mɔcɛ Ubitru atirha asɔme umbɔ uku kpengkpeng ubinkpi uku ukorhe.
2c0b0500d3	Unga agɛ, “Umum iwu ru uteu Ujopa idɛ̃ɛ̃ ifɛn-Num, ni inyã irhi. Umum inyã ubina uku ucipuwa ru nyaka atorho ukoma uwuku ugɔng aka adzeka afã nggu angbokake anaa ayurhi, aba ra anangkɛ umum iki iwe.
2c0b06006d	Umum iki ingbiki irhi umum inyã ijuɛ iyi adaka anaa nu ijuɛ arhum iyiki ibewe, nu iyiki ikaikai, nu anunu.
2c0b07005b	Mɔcɛ umum igũ urhɛm ukpɔɔ uku ugɔr umum ugɛ, ‘A Ubitru, usisok ungwãnu utãi.’
2c0b080076	“Bɔr umum ĩgɔr ĩgɛ, ‘Ĩ'ĩ a Uteijee! Ubinkpi uku usi isarkpɔ use utɛnkpɔ unasi itsĩkpɔ ra angwĩmum.’
2c0b090073	“Mɔcɛ urhɛm hã udzeka afã urherhe idevaa, ugɛ, ‘Ubinkpi Unum aka asare niba ugɔrɔ ugɛ usi isarkpɔ.’
2c0b0a0049	Akɛrɛ ha akorhe idiki itaar, na ashupa abin hã afũmbɔ ra afã ikɛi.
2c0b0b007a	“Ri ivang hã inera itaar umbɔ aka adene umbɔ adzeku Ukaisariya aba ru umum, adɛ̃ɛ̃ nu angwĩ iyakɛ umum iki iwe.
2c0b0c00a2	Ipfu-Num igɔr umum igɛ umum ĩdɔsa umbɔ niba icicang umum izĩ nggu umbɔ. Angwɛ̃mɛn utɔ̃ĩ hã aka azĩ nggu umum, umɛn izĩ itsĩ ri iya utsak uwurɛ.
