010000000b	Kamtawngnae
0f0235002e	Barkos capanaw, Sisera capanaw, Temah capanaw.
0f02360020	Neziah capanaw, Hatipha capanaw.
0f02370047	Solomon koe kaawmnaw, Sotai capanaw, Sophereth capanaw, Peruda capanaw.
0f0238002f	Jaala capa naw, Darken capanaw, Giddel capanaw.
0f02390051	Shephatiah capanaw, Hattil capanaw, Hazzebaim hoi Pokhereth capanaw, Ami capanaw.
0f023a003a	Nethinim tami abuemlah Solomon koe kaawm e 392 touh a pha.
0f023b00c2	Hahoi, Telmelah, Telharsha, Kherub, Addon hoi Immer, koehoi katâcawtnaw doeh, Hatei Isarel miphun hoi catoun hoeh e hah a na mintoenaw hoi a imthungkhunaw, kacaicalah kamnuek sak thai awh hoeh.
0f023c0046	Delaiah capanaw, Tobiah capanaw hoi Nekoda capanaw 652 touh a pha awh.
0f023d00b2	Hahoi, Vaihma miphun thung hoi e, Habaiah capanaw, Hakkoz capanaw, Koz capanaw, Gilead tami Barzillai canu thung e yu lah a la teh a minkhang min ka kâphung e Barzillai capanaw.
0f023e0063	Mintoenaw e min thutnae dawk amamae min a hmu awh hoeh dawkvah vaihma lah touksin lah awm hoeh toe.
0f023f006b	Ram kaukkung ni Urim hoi thummim koe e vaihma a tho hoehnahlan teh rawca kathounge cat thai mahoeh atipouh.
0f0240002a	Tamihupui abuemlah 42, 360 touh a pha awh.
0f02410051	Hahoi san napui tongpa 7, 337 touh hoi la kasakkung napui tongpa 200 touh a tawn.
0f02420026	Marang 736 touh hoi la 245 touh a pha.
0f0243002f	Kalauk 435 touh hoi la canaw 6, 720 touh a pha.
0f0244008a	Jerusalem BAWIPA e im dawk a pha awh toteh, imthung kahrawikung tangawn ni Cathut e im teh amae hmuen koe, bout sak hanelah hno a poe awh.
0f0245007d	A poe thai totouh pasoumhno hoi im sak nahanelah sui darik 61, 000, tangka 5, 000 touh hoi vaihma e khona 100 touh a poe awh.
0f024600c0	Hahoi vaihma, Levih miphun, alouke tami tangawn, la kasaknaw, longkha karingkungnaw hoi Nethinimnaw teh amamae khonaw dawk ao awh teh, Isarelnaw pueng hai amamae khonaw dawk lengkaleng ao awh.
0f0301008e	Thapa yung sari touh akuep toteh, Isarelnaw teh khopui vah ao awh teh, tamihupui teh, tami buet touh e patetlah Jerusalem vah a kamkhueng awh.
0f030200f6	Hahoi, Zadok capa Jeshua hoi a hmaunawngha vaihmanaw hoi Shealtiel capa Zerubbabel hoi a hmaunawnghanaw a thaw awh teh, Cathut e tami Mosi e kâlawk dawk thut e patetlah hmaisawi thuengnae hah Isarelnaw e Cathut thuengnae khoungroe hah a sak awh.
0f030300ba	A tengpam kaawm e taminaw ni a taki awh nakunghai, khoungroe teh amae hmuen koe a ta teh, amom tangmin hmaisawi thuengnae hah, ahnimouh roi ni BAWIPA koevah hmaisawi thuengnae a sak roi.
0f030400a4	Lukkarei pawi hai a sak awh, thut tangcoung e patetlah hnintangkuem sak hanelah, a pouk awh e hoi a langri a sak awh e patetlah hmaisawi thuengnae hah a thueng awh.
0f030500cd	Hathnukkhu hnintangkuem poe a sak a e hmaisawi thuengnae hoi thaparei katha hanelah a poenae hoi, BAWIPA hanelah a pouk e pawinaw pueng hoi ama lungthocalah lahoi, BAWIPA koe ouk thueng e hah a thueng awh.
0f03060093	BAWIPA e bawkim adu ung hoeh rah eiteh, thapa yung sari apasuek hnin hoi kamtawng teh, hmaisawi thuengnae hah, BAWIPA koe thuengnae a kamtawng awh.
0f03070105	Talungdêikathoumnaw hoi imsakkathoumnaw hai tangka a poe awh teh, Persia siangpahrang Sairus ni a hnâbo e patetlah sidar thing teh Lebanon talî koehoi, Joppa totouh thokhai hanelah Sidonnaw hoi Tairenaw hah ca hane rawcarawnei ca hane hoi satuinaw a poe awh.
0f03080134	Jerusalem Cathut e im a pha awh nae, kum 2, thapa yung 2 nah Shealtiel capa Zerubbabel hoi Jozadak capa Jeshua hoi a hmaunawngha vaihmanaw, Levih miphunnaw hoi san dawk hoi thaw tawk hanelah a kamtawng awh teh, Levih miphun kum 20 touh a lathueng lae naw teh, BAWIPA im saknae koe kahrawikung lah a pouk awh.
0f030900d6	Hahoi, Jeshua hoi a capa, a hmaunawnghanaw, Kadmiel hoi a capanaw hoi, Judah capanaw, a thaw awh teh Cathut e im kasaknaw hah hmuen touh koe a khetyawt awh. Henadad capanaw a capanaw hoi a hmaunawngha Levihnaw hoi.
0f030a00dc	BAWIPA e bawkim kasaknaw ni adu a ung awh toteh, vaihmanaw ni khohnanaw a kho awh teh, mongka patuep laihoi Levih tami Asaph capanaw hah Isarel siangpahrang Devit ni a dei e patetlah, BAWIPA pholen hanelah a kangdue awh.
0f030b011d	Ama teh ahawi, Bangkongtetpawiteh, a lungmanae teh Isarelnaw e lathueng a yungyoe a cak, telah BAWIPA pholen awh teh lunghawi lawk dei laihoi la a sak awh. Hottelah BAWIPA pholen a toteh tamihupui abuemlah ni pueng hoi a hram awh. Bangkongtetpawiteh, BAWIPA e im adu ung awh dawk doeh.
0f030c00d8	Hateiteh, vaihma, Levihnaw hoi imthung kahrawikung tangawn, ahmaloe e im kahmawt e matawngnaw ni teh a hnukkhu e im adu ung e a hmu navah pueng hoi a khuika awh. Hatei tami tangawn teh a lunghawi dawk hoi a hram awh.
0f030d00bd	Hat toteh, taminaw ni lunghawi hramnae lawk hoi khuika hramnae lawknaw hah kapek thai awh hoeh. Bangkongtetpawiteh, tamihupui teh poung hoi a hram awh dawkvah, kahlatpoung koehoi a ka thai.
0f04010089	Hat toteh, Isarel BAWIPA Cathut e bawkim hah san lah kaawmnaw ni a sak awh tie hah Judah hoi Benjamin katarankungnaw ni a thai awh toteh,
0f0402010b	Zerubbabel hoi imthung kahrawikungnaw koe a tho awh teh, im na sak khai awh van han, Bangkongtetpawiteh, nangmouh ni na tawng awh e Cathut doeh ka tawng van awh. Hi na ka hrawi e Assiria siangpahrang Esarhaddon a bawi tahma vah thuengnae ouk ka sak awh telah ati awh.
0f040300da	Hatei Zerubbabel, Jeshua hoi Isarel imthung kahrawikungnaw ni ahnimouh koevah, kaimae Cathut im saknae dawk nangmouh na bawk hane lamthung awm hoeh, Persia siangpahrang Sairus hanelah ka sak awh han, telah atipouh awh.
0f0404005c	Hatnavah, khocanaw ni Judahnaw hah a lungkhuek sak awh teh im sak hane dawk runae a poe awh.
0f040500ac	Persia siangpahrang Sairus a bawinae kum hoi Persia siangpahrang Darius a bawi kum toteh sak hanelah, kâcai awh e naw hah a coung thai hoeh nahanelah lawk laicei a ta awh.
0f04060064	Hat toteh, Ahasuerus ni a uk pasuek nah Judah ram hoi Jerusalem kaawmnaw kâtarannae ca a thut pouh.
0f040700b8	Artaxerxes e tueng nahai Bishlam, Mithredath, Tabeel, hoi alouke a huinaw hoi Persia siangpahrang Artaxerxes koe ca a patawn awh, hote ca teh Aramaih lawk, Aramaih ca lahoi a thut awh.
0f04080085	Kaukkung Rehum hoi cakathutkung Shimshai ni Jerusalem e taminaw tarannae lah Persia siangpahrang Artaxerxes teh hettelah ca a patawn.
0f040900c9	Ca kapatawnkungnaw teh, kaukkung Rehum hoi cakathutkung Shimshai hoi alouke a huinaw Dinai tami, Afasatkhi tami, Tarpelit tami, Persia tami, Erek, Babilon hoi Shushan tami, Dehaites tami hoi Elam tami.
0f040a008a	Kaawm rae miphun thung e kacuenaw hoi ka talue e Osnapper ni san lah a hrawi teh Samaria kho dawk kaawmnaw hoi tui namran lah kaawmnaw ni,
0f040b0082	Siangpahrang Artaxerxes koe ca a patawn awh e teh, ka bawi poung e Artaxerxes, tui namran lah kaawm e na sannaw ni kut na man awh.
0f040c00e2	Nang koehoi ka tho e Judahnaw ni kaimouh koe Jerusalem vah a pha awh teh, ka rawk e hoi tarankathaw e khopui hah bout a pathoup awh teh rapannaw hai a cum awh teh, a dunaw a sak awh lahun tie hah siangpahrang ni panuek na seh.
0f040d00e6	Hete khopui a pathoup awh teh rapan he a cum awh toteh, tamuknaw hoi hnopai phu naw, laikawk phu naw poe han na ngai awh hoeh vaiteh, a hnukkhu toteh siangpahrang hanelah rawknae koe a pha han tie hah siangpahrang ni panuek naseh.
0f040e0077	Siangpahrang im e palawi ka palem e lah o awh dawkvah, siangpahrang ni banghai ngai hoeh e kâhmo han ka ngai awh hoeh.
0f040f0161	Hatdawkvah, mintoenaw ni hno pâkhuengnae noutnae cauk dawk a tawng awh nakunghai, hote cauk dawk a hmu toteh, hete kho heh tarankathaw kho doeh tie hai, siangpahrang ni a uk nahanelah a thakasai e doeh tie hoi, taran poe a thaw awh kecu dawkvah, ka rawk e doeh tie panue thai nahanelah, hete ca na patawn awh teh, siangpahrang na na thaisak awh e doeh.
0f0410009f	Hete kho pathoup awh teh na cum awh pawiteh, tui namran lah uk thainae kâ na tawn thai mahoeh toe tie siangpahrang nang koe na thaisak awh, telah atipouh awh.
0f041100ae	Hattoteh siangpahrang ni ca let a patawn, kaukkung Rehum, cakathutkung Shimshai hoi alouke a huinaw hoi Samaria ram hoi tui namran lah kaawm e nangmouh koe roumnae awm naseh.
0f0412003c	Kaimouh ca na patawn e teh ka hmalah kahawicalah a touk awh.
0f041300ac	Hahoi kâ ka poe e patetlah a tawng awh. Hete kho heh yampa vah siangpahrang koe taran a thaw awh teh hatnae tueng dawk taranthawnae hoi runae ouk ao bawi tie hah ka panue.
0f041400a0	Jerusalem vah, athakaawme siangpahrang, tui namran totouh ka uk thai e siangpahrang hai la ao bawi toe, tamuk hoi hnopai phu hoi laikawk phunaw hai a canei awh.
0f0415005b	Ahnimanaw hah kâhat sak awh, kâ ka poe hoe roukrak teh kho hah pathoup awh na hanh naseh.
0f04160064	Bangkongmaw siangpahrang hanelah rawknae koe ka phat sak hane hno hah a sak awh han vaw, telah a ti.
0f041700d4	Hattoteh siangpahrang Artaxerxes e ca hah Rehum hoi cakathutkung Shimshai hoi a huinaw ni a touk awh hnukkhu, karang poung lah Jerusalem Judahnaw onae koe a cei awh teh a thawnaw hah thama lahoi a ngang pouh awh.
0f0418007c	Hat toteh, Jerusalem e BAWIPA im saknae a kâhat awh. Persia siangpahrang Darius a bawinae kum hni totouh sak thai awh hoeh.
0f05010096	Hatnavah, profet Haggai hoi Iddo capa Zekhariah e taminaw ni Judah ram hoi Jerusalem kaawm e Judah taminaw koe Isarel Cathut min lahoi lawk a dei awh.
0f050200be	Hat toteh, Shealtiel capa Zerubbabel hoi Jozadak capa Jeshua ni Jerusalem kaawm e Cathut e im sak hanelah bout a kamtawng awh. Ahnimouh kabawm hanelah Cathut e profet teh ahnimouh koevah ao.
0f050300c6	Hatnavah, tui namran ka uk e Tattenai hoi Shetharbozenai hoi a huinaw a cei awh teh, hettelah ahnimouh koe a dei pouh awh. Hete im sak hane hoi rapan cum hanelah apini maw kâ na poe, telah atipouh.
0f05040039	Hete ka sak e tami e min hah apimaw telah a pacei awh ei,
0f050500b4	Darius siangpahrang koe e ca a tho hoehroukrak thaw kâhat hoeh nahanelah, Cathut ni Judah tami kacuenaw hah a mit hoi a khet. Hatdawkvah, kaukkungnaw ni thaw ngang thai pouh hoeh.
0f050600a1	Hethateh, Tattenai taminaw ca a patawn awh e doeh. Tui namran kaukkung hoi Setharbozenai hoi a hui tui namran kaawm e Afasat tinaw ni Darius koe ca a patawn awh.
0f05070055	Hettelah a thut awh teh a patawn awh. Siangpahrang Darius koevah roumnae awm lawiseh.
0f050800b7	Hete hno heh siangpahrang ni panuek naseh, Judah ram vah Cathut e bawkim talung kalenpounge naw hoi lungphen e avan vah thingnaw a ta awh teh karanglah a sak awh e naw koe ka cei awh.
0f0509005e	Hahoi, hete im sak hane hoi rapan cum hanelah apinimaw kâ na poe telah kacuenaw ka pacei awh.
0f050a0056	Kahrawikungnaw e min ka thut awh teh kamcengcalah ka panue awh nahanelah ka pacei awh.
0f050b00e8	Ahnimouh ni hettelah a dei awh, Talai hoi kalvan Cathut e san lah doeh ka o awh. Kaloum tangcoung e kumnaw dawk sak tangcoung e, Isarel siangpahrang kalenpounge tami buet touh ni sak tangcoung e hah kaimouh ni ka pathoup awh e doeh.
0f050c00c4	Mintoenaw ni kalvan e Cathut a lungkhuek totouh ao awh dawkvah, Khaldean tami Babilon siangpahrang Nebukhadnezar e kut dawk a poe awh. Ahni ni hete im a raphoe teh taminaw hah Babilon lah a hrawi.
0f050d007b	Hatei, Babilon siangpahrang Sairus, a bawinae apasuek kum vah, siangpahrang Sairus ni Cathut im bout sak hanelah kâ a poe.
0f050e010f	Hahoi Cathut e im dawk e sui ngun hoi sak e hnopai Jerusalem Cathut bawkim thung hoi Nebukhadnezar ni a la teh Babilon e bawkim thung vah a kâenkhai e hah siangpahrang Sairus ni bawkim thung hoi bout a tâcokhai teh tami buet touh Sheshbazzar ram kaukkung hanelah a poe.
0f050f008c	Hahoi ahni koevah, hete hnopai lat nateh cet lawih, Jerusalem e bawkim dawk hrueng hanh. Hote bawkim teh amae hmuen koe sak naseh telah ati.
0f0510005f	Hahoi teh, Sheshbazzar hai a cei van, Jerusalem bawkim adu ung teh hahoi atu totouh sak e doeh.
0f051100cc	Hatdawkvah, siangpahrang ni ahawi tetpawiteh, hotnaw teh atangkatang maw, Babilon siangpahrang hnopai im dawk tawng naseh. Hahoi, siangpahrang ni hete kong dawk a ngai e patetlah dei naseh, telah ati awh.
0f06010062	Hahoi siangpahrang Darius ni kâ a poe teh Babilon râw kuemnae koe, cauk tânae dawk a tawng awh.
0f06020084	Hat toteh, Medes ram Akhametha kho e siangpahrang im vah cakalawng e a hmu awh. Hawvah kahawicalah tâ hanelah hettelah thut lah ao.
0f060300a7	Jerusalem e Cathut e im teh siangpahrang Sairus ni a bawinae kum nah hettelah kâ a poe, thuengnae khoungroe im teh bout sak e lah awm seh, adu hai kacaklah ung naseh.
0f060400c3	A rasang e dong 60, akaw e dong 60, talung kalenpounge coung thum touh lah pacoung hnukkhu, a katha e thing hoi boutbout pacoung sin naseh. Aphunaw hateh siangpahrang e hnopai hoi poe lah ao han.
0f060500e4	Hahoi Cathut e im dawk e sui, ngun hoi hnopai Nebukhadnezar ni Jerusalem lah a ceikhai teh Babilon vah a kâenkhai e naw hah bout poe naseh, Jerusalem e bawkim amae hmuen koevah ceikhai vaiteh Cathut e im dawk bout hrueng naseh.
0f0606007d	Hatdawkvah, tui namran kaukkung Tattenai hoi Setharbozenai hoi tui namran lah kaawm e a hui Afasat taminaw hah hnai awh hanh.
0f0607008d	Hete BAWIPA e bawkim sak e dawk runae poe awh hanh. Judah kahrawikungnaw hoi Judah kacuenaw ni Cathut e im teh amae hmuen koe bout sak naseh.
0f06080097	Hahoi sak e kabawp hanelah kâ na poe awh, thaw a hmacawn nahanelah, tui namran kanîloumlae tamuk teh, siangpahrang e hnopai thung hoi poe lah ao han.
0f060900e3	Panki e patetlah kalvan Cathut koe hmaisawi thueng nahanelah maitoca thoseh, tutan thoseh, tuca thoseh, cakang, misur, satui hai thoseh, Jerusalem kaawm e vaihmanaw ni a dei e patetlah hnintangkuem hnan laipalah, poe awh naseh.
0f060a0080	Hat toteh, kalvan Cathut koe hmuitui thuengnae pout laipalah siangpahrang hoi a ca hringsaw thai nahanlah a ratoum thai awh han.
0f060b0090	Hete lawk ka ek e tami teh, a im khom phawk pouh vaiteh bout ung e dawk ama hai bang vaiteh, a im teh vaipuen lah tho sak han telah, kâ ka poe.
0f060c00e3	Hahoi, hawvah a min kaawm sak e BAWIPA ni Jerusalem e Cathut im raphoe hanelah a kâcai. teh, kut ka dâw e siangpahrang hoi a ram pueng teh raphoe pouh e lah awm naseh telah, kai Darius ni kâ poe e patetlah roup tarawi naseh.
0f060d0079	Hahoi teh, tui namran lah kaukkung Tattenai hoi Setharbozenai hoi a huinaw ni Darius e ca a hmu awh e patetlah a sak awh,
0f060e0106	Hahoi profet Haggai hoi Iddo capa Zekhariah ni a dei roi e lawk kecu dawk Judah kahrawikungnaw ni kahawicalah a sak awh. Isarel Cathut e kâpoelawk patetlah Persia siangpahrang Sairus hoi Darius hoi Artaxerxes tinaw ni kâ poe e patetlah a sak awh teh a cum awh.
0f060f0050	Hote im teh siangpahrang Darius a bawi kum 6nae, Adar thapa hni 3 nah a cum awh.
0f0610007e	Isarel catoun, vaihmanaw hoi Levih miphun, san dawk hoi ka tâcawt e ni Cathut e im teh pout laipalah lunghawicalah a sak awh.
0f06110094	Hete im saknae dawkvah maitotan 200, tuca 400 touh a poe awh. Hahoi Isarelnaw hanelah yon thuengnae dawk Isarel miphun yit touh hoiyah hmae 12 touh.
0f0612007b	Mosi e cauk dawk thut e patetlah Jerusalem e Cathut im thaw tawk hanelah vaihmanaw hoi Levihnaw hah ahuhu lahoi ao sak awh.
0f06130055	Hahoi, san dawk hoi kahloutnaw ni thapa pasuek, hnin 14 nah ceitakhai pawi a sak awh.
0f061400b4	Vaihmanaw hoi Levih miphunnaw amamouh kâthoung sak teh abuemlahoi a thoung awh. Hahoi ceitakhai pawi nah san dawk hoi kahloutnaw hoi a hmaunawngha vaihmanaw hanelah tu a thei awh.
0f061500a9	Hahoi Isarel catoun san dawk hoi kahlout ni teh Isarel BAWIPA Cathut ka tawng ni teh alouke ramnaw e lawk ngai laipalah, a yonnae naw thoung sak e pueng hoi a canei awh.
0f06160105	Lung kanawmcalah tawn phuen hoeh e pawi hah hnin sari touh thung a sak awh. Bangkongtetpawiteh, BAWIPA ni ahnimanaw teh a lunghawi sak. Isarel Cathut e im saknae dawk a kut tha ao sak nahanelah Assiria siangpahrang e lungthin hah ahnimouh koe lah a kamlang sak.
0f07010095	Hathnukkhu, Persia siangpahrang Artaxerxes a bawi lahun nah Ezra teh Babilon hoi a tho. Seraiah teh Azariah capa doeh, Azariah teh Hilkiah capa doeh.
0f07020057	Hilkiah teh Shallum capa doeh, Shallum teh Zadok capa doeh, Zadok teh Ahitub capa doeh.
0f0703005c	Ahitub teh Amariah capa doeh, Amariah teh Azariah capa doeh. Azariah teh Meraioth capa doeh.
0f0704007a	Meraioth teh Zerahiah capa doeh, Zerahiah teh Uzzi capa doeh, Bukki teh Abishua capa doeh, Abishua teh Phinehas capa doeh.
0f07050047	Phinehas teh Eleazar capa doeh, Eleazar teh vaihma bawi Aron capa doeh.
0f070600e2	Babilon hoi ka tho e cakathutkung Ezra teh Isarel BAWIPA Cathut ni Mosi koe poe e kâlawknaw kathoum poung e lah ao. Ahnie lathueng vah BAWIPA Cathut ni a kut hoi a okhai e patetlah siangpahrang ni a hei e naw pueng hah a poe.
0f070700e1	Hahoi, siangpahrang Artaxerxes a bawinae kum 7 nah, Isarel catoun tangawn, vaihma tangawn, Levih catoun tangawn, la kasaknaw tangawn, longkha karingkungnaw tangawn, Nethinim taminaw tangawn teh Jerusalem lah a ceitakhang awh.
0f07080053	Hahoi siangpahrang a bawinae kum 7 thapa yung 5 nah, Ezrah teh Jerusalem vah a pha.
0f07090093	Thapa yung apasuek apasuek hnin vah Babilon hoi a tâco teh Cathut ni ahni koe a okhai teh, thapa ayung panga, apasuek hni vah Jerusalem vah a pha.
0f070a0090	Bangkongtetpawiteh, Ezra ni Cathut e lawk a tawng teh tarawi hane hoi Isarelnaw phunglam hoi hringnuen cangkhai hanelah a lungthin hoi a kâcai.
0f070b00a2	Hethateh, siangpahrang Artaxerxes ni vaihma Ezra, ca kathutkung, BAWIPA e kâpoelawknaw hoi Isarelnaw hanelah, phunglawknaw kathoum e tami koe a patawn e ca doeh.
0f070c007f	Siangpahrangnaw e siangpahrang Artaxerxes ni vaihma Ezra, kalvan e Cathut e kâlawk ka thut e koe kakuep e roumnae awm lawiseh.
0f070d0087	Ka ram thung kaawm e Isarelnaw, vaihmanaw hoi Levihnaw hah Jerusalem lah cei hane ka ngai e tami pueng nang koe cei hanelah kâ ka poe.
0f070e0053	Na sin e Cathut e kâlawk patetlah Judah ram hoi Jerusalem e kong teh rip hane lah,
0f070f00ba	Jerusalem kaawm e Isarel Cathut dawk lungthoungnae lahoi siangpahrang hoi lawkcengkungnaw ni poe e tangka hoi suinaw ceikhai hanelah siangpahrang hoi lawkcengkung 7 touh a patoun e doeh.
0f071000a0	Babilon ramnaw dawk na hmu e naw pueng sui ngun ma lungthonae lahoi taminaw hoi vaihmanaw ni a poe e Jerusalem e Cathut im hanelah lunghawicalah poe e naw doeh.
0f071100e2	Hahoi hote sui ngun hoi maitotan thoseh, tutan thoseh, tuca thoseh ca hane hoi nei kawi thueng nahanelah, tawngtang na ran awh han. Telah pawiteh Jerusalem vah kaawm e nangmae Cathut im dawk e khoungroe dawk na thueng awh han.
0f0712008d	Sui ngun hai kacawie naw pueng teh na Cathut a hnâbo e patetlah nang hoi na hmaunawnghanaw hoi ahawi na ti awh e patetlah na kâdei awh han.
0f07130063	Na Cathut im thawtawknae dawk hnopai poe e naw pueng teh Jerusalem e Cathut im dawk na tâ awh han.
0f0714005b	Na Cathut e im saknae dawk panki e alouke awm pawiteh siangpahrang e hnopai na hno awh han.
0f07150092	Kai siangpahrang Artaxerxes ni tui namran lae hnopai kakhoumkungnaw teh, vaihma Ezra, kalvan Cathut e kâlawk kathutkung ni a hei e naw pueng hah,
0f07160068	ngun talen 100, cakang hmuen 100, misurtui um 100, satuium 100, palawi naw poe awh loe telah kâ ka poe.
0f071700a9	Kalvan Cathut ni kâ poe naw pueng, hot patetlah kalvan Cathut e im hanelah sak naseh, lungkhueknae teh siangpahrang hoi a canaw e lathueng bangkongmaw khuet ao han vaw.
0f071800df	Vaihmanaw hoi Levih miphunnaw, la kasaknaw hoi longkha karingkungnaw hoi Nethinimnaw, hete Cathut e im dawk thaw katawknaw heh tamuk thoseh, hnopai phu thoseh, laikawk phu thoseh na cawi sak awh mahoeh telah na thaisak awh.
0f071900e0	Nang Ezra, na tawn e Cathut ni lungangnae na poe e patetlah tui namran lah kaawmnaw lawkceng pouh hane kahrawikungnaw hoi lawkcengkungnaw hoi Cathut e kâlawk kapanueknaw hah thaw poe awh, ka panuek hoeh e naw hah pâtu awh.
0f071a00de	Na Cathut e kâlawk hoi siangpahrang e kâlawk ka ngai hoeh e tami teh a due totouh thoseh, ram thung hoi pâlei totouh thoseh, hnopai la pouh e totouh thoseh, thongim paung e totouh thoseh, lawkcengnae ao han, telah a ti.
0f071b0108	Jerusalem e BAWIPA im ahawi nahanelah siangpahrang heh, hettelah e lungthin ka tawn sakkung hoi, lawkcengkungnaw hmalah hoi siangpahrang kalen min kamthang katang naw e hmalah kai lathueng lungmanae kamnueksakkung mintoenaw e Jehovah Cathut teh, pholen lah awmseh.
0f071c008a	Hottelah kaie Cathut BAWIPA bawilennae kecu dawk, kai teh ka thao teh, kai hoi cungtalah kâbang hane Isarel kacuenaw hah ka kamkhuengsak.
0f08010076	Hetnaw teh siangpahrang Artaxerxes a bawi lahun nah Babilon hoi kai koe ka tho e imthung kahrawinaw ca catounnaw doeh.
0f08020066	Phinehas capanaw thung hoi Gershom, Ithamar capanaw thung hoi Daniel, Devit capanaw thung hoi Hattush.
0f0803004d	Shekaniah capanaw, Parosh capanaw, Zekhariah koe touk lah kaawm e tongpa 150.
0f0804004a	Pahathmoab capa thung hoi Zerahiah capa Eliehoenai koe kaawm e tongpa 200.
0f0805003f	Shekaniah capanaw thung hoi Benjahaziel koe kaawm e tongpa 300.
0f08060038	Adin capanaw, Jonathan capa, Ebed koe kaawm e tongpa 50.
0f08070044	Elam capanaw thung hoi Athaliah capa Jeshaiah koe kaawm e tongpa 70.
0f08080049	Shephatiah, capanaw thung hoi Maikel capa Zebadiah koe kaawm e tongpa 80.
