0100000004	Tite
28121e0069	Ɓwabure ɓinǝe. O kya tsǝa a oasǝ ɓi a ndàkurban ama she ɓǝ̀ mbwena tangna mǝnana kǝ kpate ka.
28121f0064	Aɓi amǝtúró sǝn gìr man ngga bumia kìɗìkì, pǝlǝa à kya banggi ɓwamǝgule malea ce kat.
2812200066	Ɓwamǝgule tunǝi ne wi ama, “We mǝɓealɓikea, ǝn twalo ban tangna mo acemǝnana a zǝmbam ngga.
2812210054	Ɓoaro wu sǝn mǝsǝswatǝr mala ɓio mǝtúró kǝla mǝnana ǝn sǝn mo ka re?”
281222007f	Bum ɓwamǝgule lul kǝ̀rkǝ́r, pǝlǝa tasǝ te a ndàkurban ɓǝa pe tanni, she ɓǝ̀ mbwena tangna mǝnana amurí kat ka.
28122300ab	Anggo gbal sǝ Tárrám mǝnana a kùli ka nǝ̀ pang nǝ ko yana ka aɓalǝ wun, yi mǝnana ɓǝ̀ wu twali amǝ'eam wun ban acauɓikea malea nǝ ɓabum wun mwashat raka.
2813010077	Lang Yesu malǝna banggi acau mǝnia ka, nying bu-nzali Galili sǝ o a buì mala amǝ Yahudi a nkaring Nggeasala Jodan.
281302005f	Ɓwabunda pas o atè, sǝ amǝ rǝkwana mana aɓalǝia ka twalia wia ban akwánó malea akanó.
281303008f	Aɓea amǝ Farisi yiu aban Yesu, à yiua tambe. À yì ɗì ama, “Nggearǝì ka, Nggurcau eari ɓwa ɓǝ̀ pǝr māmí ace ko man ngga le?”
2813040073	Sǝ pǝlǝia wia ama, “Wu ɓalli mbo aɓa Malǝmce ama, ‘A tite ka Mǝpusǝ-banza pak ɓwabura andǝ ɓwama,’
2813050094	sǝ bang ama, ‘Ace mǝnia ka ɓwabura nǝ̀ nying tárrí andǝ ngge sǝ nǝ̀ lanzǝ arǝ māmí. Yì andǝ māmí ka à dumǝna ɓwa mwashat?’
281306008e	Lǝmdǝ ama yia ka à pa ɓari ɗǝm ɗàng, à nda mwashat. Ace mani ka aɓwana mana Ɓakuli kpapinia ka kǝɓwa ɓǝ̀ kǝa gauwia ɗang.”
2813070099	Pǝlǝa à ɗì ama, “Ɓǝ̀ nda anggo ka, mana tsǝa sǝ Musa bang ama ɓwabura nǝ̀ gandǝ pe māmí takada gau doɓala sǝ nǝ̀ pǝri ɓǝ̀ o?”
281308008a	Yesu pǝlǝia wia ama, “Musa eare ɓǝ̀ wu pǝr amālá wun ace ɓamúr-candǝa ma'wun. Sǝ a share ɓanza ka, gìrnî pa anggo ɗàng.
28130900bb	Sǝ ǝn nggǝ na wun ama, ko yana mǝnana pǝr māmí sǝ pa ace nongnǝban a nza nǝ doɓala raka, sǝ kya al ɓè ɓwama ka, nda arǝ pak cauɓikea mala nongnǝban a nza nǝ doɓala.”
28130a008f	Alaggana male pǝlǝa à ne wi ama, “Ɓǝ̀ ce na anggo a nre ɓwabura andǝ ɓwama ka, kǝpǝna ɓǝ̀ ɓwa ɓǝ̀ kǝa al-ɓwama ɗàng.”
28130b0080	Pǝlǝa Yesu nyesǝia wia ama, “Koyan sǝ nǝ̀ ak mǝnia yì kanigir ka ɗang, she aɓwana mǝnana Ɓakuli pa ce nì acea ka.
28130c0134	Aɓea ɓwana ka à pà nǝ̀ gandǝ al ɓwama ɗang acemǝnana à ɓǝlia ka abaran na; aɓea ka aɓwana nǝ̀ tsǝia sǝ à pǝlǝ abaran, sǝ aɓea ka à twalî ɓamuria à nǝ̀ do anggo ace pàkkiagir mala Domurǝm mala Ɓakuli nǝmurǝì. Ɓwa mǝnana nǝ̀ gandǝ ak mǝnia yì kanigir ka ɓǝ̀ é.”
28130d00b6	Aɓea ɓwana yiu nǝ amuna a ban Yesu ace mǝnana ɓǝ̀ tsǝkbu amúrià sǝ ɓǝ̀ pakkia wia hiwi ka. Pǝlǝa alaggana mala Yesu lo, à sà arǝ aɓwana mǝno à yiu nǝ amuna ka.
28130e00a1	Sǝ Yesu na ama, “Wu nying amuna amǝkèke ɓǝa yiu abanam, wu kǝa pǝrkia ɗang, acemǝnana Domurǝm mala kùli ka nda ace aɓwana kǝla amuna mǝnia ka.”
28130f0040	Lang Yesu tsǝ̀ngŋǝ̀nà bu amur amuna ka, pǝlǝa upi banì.
281310008c	Ɓè ɓwa yiu a ban Yesu sǝ ɗì ama, “Malǝm, ya gìr mǝɓoarne na mǝ nǝ pa sǝ mǝ kum yilǝmu mǝnana málá male pà kàm raka?”
28131100eb	Yesu nyesǝi wi ama, “Ace mana sǝ a kǝ ɗiem amur gir mǝnana mǝɓoarne na ka. Kǝ Ɓakuli nǝmurǝì nda mǝɓoarne. Sǝ ɓǝa earce a nǝ kum yilǝmu mǝnana málá male pà kàm raka, dumǝna púp a nǝ kpata anzongcau male.”
281312009b	Ɓwabure ɗì ama, “Amǝ ye na?” Yesu eari wi ama, “Kǝa wal-lú ɗang, bwal rǝo arǝ amamǝna, kǝa iun'í ɗang, kǝa na nyir amur aɓwana ɗàng,
281313004a	pe tárró andǝ nggo gulo, sǝ earce ɓio mǝkunɓala kǝla ɓamúrò.”
281314004f	Lagga mǝno ne wi ama, “Ən kpana ta anzongcau mǝnia kat. Mana ueo ɗǝm?”
28131500aa	Yesu nyesǝi wi ama, “Ɓǝ̀ a nǝ lùmsǝ nǝ cauɓoarna ka, o kya makki agirkuma mò, boale ka pè amǝ'tǝ̀r, awu nǝ kum gǝna a kùli. Sǝ wu yiu wu yi kpatam.”
2813160061	Lang lagga ok cau mǝnia ka, nyare o nǝ bumkiɗikea, acemǝnana yì ka, mǝkume na kǝ̀rkǝ́r.
2813170095	Pǝlǝa Yesu ne alaggana male ama, “Ən nggǝ na wun mǝsǝcau, ndanǝ kwano ɓǝ̀ mǝkume ɓǝ̀ pa ɓamúrì ɓǝ̀ kutio a Domurǝm mala kùli.
2813180090	Ən nggǝ bangga wun ɗǝm, pa ɓamuru mala mǝkume aɓata yálmúrû mala Ɓakuli ka, kwano kútì kutio mala kalakadambi a tūli nlerǝman.”
2813190084	Lang alaggana male ok mǝnia yì cau ka, à ndali kǝ̀rkǝ́r sǝ à ɗì ama, “Ɓǝ̀ nda anggo ka, yana ɓwe na nǝ̀ àwá?”
28131a008f	Yesu sǝnia kyap-kyap sǝ na ama, “Aban ɓwapǝndǝa ka mǝnia ka pà nǝ̀ pak ɗàng, sǝ a ban Ɓakuli ka koya gìr ka nǝ̀ gandǝ pa.”
28131b0074	Pǝlǝa Bitǝrus nyesǝi wi ama, “Sǝm nyìngŋǝ̀nà agir kat sǝm nda ban kpato, mana ado sǝm nǝ̀ kùmô?”
28131c0125	Yesu nea wia ama: Ən nggǝ na wun mǝsǝcau, a pwari mana bǝsa ɓanza nǝ̀ yiu ka, Muna mala Ɓwa nǝ̀ do a buno-murǝm mǝɓoarɓwe male. Sǝ wun mǝnana wu kǝ kpatam ngga, wu nǝ̀ do amur abuno-murǝm lum-nong-ɓari gbal. Wu nǝ̀ pakki atau mala amǝ Isǝrayila lum-nong-ɓari ɓashi.
28131d00d5	Sǝ ɓwa mǝnana kat nying ɓala ko amǝ'eambu andǝ amǝ'nggaula, ko tárrú, ko nggeau, ko amuna, ko anzali, ace lullǝam ngga, nǝ̀ kumia kusǝ gbǝman. Sǝ nǝ̀ kum yilǝmu mǝnana málá male pà kàm raka.
28131e00d4	Sǝama aɓwana pas mana aɓwana kǝ twalia tyang-tyang ngga, à nǝ̀ nggá pǝlǝ amana à būrǝcea ka, sǝ aɓwana pas mana à kǝ būrǝcea ka à nǝ̀ nggá duk aɓwana mana à nǝ̀ twalia tyang-tyang ngga.
28140100c2	Yesu lidǝmba nǝ kanigir male ama: À nǝ̀ kànì Domurǝm mala kùli arǝ ɓè mǝtala ɓaban mǝnana pur nǝ dǝmbari ɗiɗyal ace alta amǝtúró ɓǝa kya pakki wi túró a ɓaban male ka.
2814020062	Yì ka, eare nǝ̀ pea wia dinari mwashat ace túró pwari mwashat. Pǝlǝa tasǝia a ɓaban male.
281403005c	A bu-pwari tongno-nong-ine nǝ dǝmbari ka, yi kum aɓea aɓwana aban came ɓà a kún limo.
2814040083	Pǝlǝa nea wia ama, “Wun gbal ka wu kya túró a ɓaban mem, mǝ nǝ mbwe wun gìr mǝnana kat nda ɓoaro ɓǝà pa wun ngga.”
2814050071	Pǝlǝa à bwal njar à wario. Nyare pur ɗǝm nǝ pwarizǝkya andǝ wulio mala pwari kya pwan aɓea amǝ'túrô.
28140600d0	A bu-pwari tongno mala pwarikpǝra ka, nyare puro kya kum aɓea aɓwana ɗǝm aban came à kǝ pak kǝgìr ɗang. Sǝ ɗia ama, “Mana tsǝa sǝ pwari kpa wun kani aban came ɓà wu kǝ pak kǝgìr ɗang?”
281407008f	À eari wi ama, “Kǝ ɓwa pà sǝm túró mǝnana sǝm nǝ̀ pak ka ɗàng.” Pǝlǝa nea wia ama, “Wu kyan gbal a túró a ɓaban mem.”
28140800c0	Lang pwari kpana ka, mǝtala ɓaban ne ɓwa mǝnana tsǝi ɓǝ̀ kǝ sǝnbi wi ɓaban ngga ama, “Tunǝ amǝtúró, mbwea tangnakusǝia. Tite amur amǝ'nzǝ́mò sǝ wu kya mur amǝdǝmba.”
2814090060	Aɓwana mana à twalia a bu-pwari tongno mala pwarikpǝra ka, ko yana ka à mbwe dinari mwashat.
28140a0092	Amana à twalia nǝ dǝmbari ka à yiu nǝ tsǝkɓalǝu ama malea nǝ̀ kútì mala aɓwana mǝno ka. Sǝ kǝ boalo mǝ'mwashati na à pea wia ka.
28140b0040	Lang à angŋǝna boalo ka, à tita nggwani arǝ mǝtala ɓaban.
28140c00d4	À bang ama, “Aɓwana mǝnana à twalia túró nǝnzǝ́mò ka, à pak túró bu-pwari mwashat, kǝ ndo ka, sǝ à mbwe sǝm, sǝm karǝ sǝnǝia, sǝm mǝnana pwari wal sǝm málá amur sǝm aban túró ka.”
28140d005e	Pǝlǝa eari ɓeɓwa mwashat ateà ama, “Ɓiam, ǝn lio ɗang. A ear amur dinari mwashat re?
28140e0065	Twal gìr mǝnana à mbweo ka o. Nǝ eare mem sǝ ǝn mbweo kǝla mana ǝn mbwe ka amǝ'nzǝ́mò ka.
28140f0065	Pa mǝ nǝ gandǝ pak gìr mana ǝn earce ka nǝ boalo mem re? A kǝ pak mɓali ace ɓoaro mem le?”
2814100060	Anggo sǝ amǝ'nzǝ́mò à nǝ̀ pǝlǝ amǝdǝmba, sǝ amǝdǝmba nǝ̀ pǝlǝ amǝ'nzǝ́mò.
2814110065	Lang Yesu nda aban o a Urǝshalima ka, tunǝ alaggana male lum-nong-ɓari a giriban, sǝ nea wia ama:
28141200c3	Sǝm ndo sǝm nggǝ eauwe aban ká a Urǝshalima ka, sǝ Muna mala Ɓwa ka à nǝ̀ nggá me a ban agbani pǝris andǝ amǝkani Nggurcau. À nǝ̀ pakki wi ɓashi mǝnana nǝ̀ ká nǝi a lú ka.
28141300bb	À nǝ̀ tasǝì a bu aɓwana mǝnana amǝ Yahudi na rakamǝnana à nǝ̀ ɓǝsǝki, à nǝ̀ koè, sǝ à nǝ̀ gbàllì a nggun-gangndǝi ka. A tàruià nongŋo ka nǝ̀ lo nǝ yilǝmu!
2814140073	Nggea ka muna mala Zabadi yiu a ban Yesu nǝ amuni Yohana andǝ Jemis, sǝ yi kū`ndǝó a nzali sǝ zǝm ɓwamuru.
28141500cc	Yesu ɗì ama, “Mana a earkiyice?” Pǝlǝa na ama, “Mǝ nda aban zǝmba ama alaggalem mǝnia ɓari ka, wu tsǝk mwashat ɓǝ̀ do a buo mǝlì, sǝ ɓè mǝnia ka a buo mǝ'nggare a Domurǝm mò.”
28141600a8	Yesu nyesǝia wia ama, “Wu súrǝ̀ gir mǝnana wu zǝmgi ka ɗang. Wu nǝ̀ gandǝ nu tanni mǝnana ado mǝ nǝ nu ka le?” À ear ama, “E, sǝm nǝ̀ gandǝi.”
28141700e9	Yesu nea wia ama, “Ɓafo, wu nǝ̀ gandǝ nu tanni mǝnana mǝ nǝ nu ka, sǝama pa ban-do a buam-mǝlì ko mǝ'nggare ka pà aɓa rǝcandǝa mem ɗang. Amǝnia yì aban ngga, à nda ace aɓwana mǝnana Tárrám gilǝkia wia ka.”
2814180061	Lang acili alaggana mala Yesu mǝnia lum ok ce ka, bumia lúllô arǝ amǝ'eambu mǝnia ɓari ka.
28141900c0	Yesu pǝlǝa tunǝia abanarǝia sǝ na ama, “Wu sǝlǝa ama amurǝma mala mǝnia yì ɓanza ka à kǝ lǝmdǝ gulo amur aɓwana malea, sǝ aɓwana-mǝgule malea kǝ lǝmdǝia wia rǝcandǝa.
28141a00a6	Sǝ ma'wun ngga, anggo sǝ nǝ̀ pak ɗang. Ɓǝ̀ ya ɓwa na earce nǝ̀ duk ɓwamǝgule atà wun ngga, dumǝna púp nǝ̀ nyesǝ ɓamúrì nda muna-ɓala a ban wun.
28141b0051	Sǝ ɓwa mǝnana earce nǝ̀ duk murǝm ngga, dumǝna púp nǝ̀ duk guro ma'wun.
28141c0083	Nda kǝla Muna mala Ɓwa, mǝnana yiu ace dumsǝ aɓwana aguro raka. Yiu ace duk guro sǝ nǝ̀ pa yilǝmi ace amsǝaɓwana pas.”
28141d0057	Lang Yesu andǝ alaggana male na rǝ purrì ɓá là Jeriko ka, aɓwana pas kana ateà.
28141e00a4	Ante ɓari na ban do a girǝi njargula. Lang à ok ama Yesu na kǝ kútí ka, à loasǝ già ama, “Mǝtalabangŋo, Muna mala Dauda, sǝn mǝsǝswatǝr ma'sǝm!”
28141f00a2	Ɓwabunda sà arǝia ama ɓǝà duk kunia più. Sǝ à ɓinǝe, à loasǝ già bàng-bàng ama, “Mǝtalabangŋo, Muna mala Dauda, sǝn mǝsǝswatǝr ma'sǝm!”
281420004a	Yesu pǝlǝa came sǝ ɗia ama, “Mana wu earkiyice ɓǝ̀n pakka wun?”
2814210051	À banggi wi ama, “Ɓwamǝgule, sǝm nggǝ earce ɓǝ̀ mǝsǝ sǝm sǝnban.”
281422006e	Yesu sǝn mǝsǝswatǝr malea sǝ tsǝk buì a mǝsǝia. Kara mǝsǝia mǝnna àkǝ̀ banì, pǝlǝa a o atè.
28150100b3	Lang Yesu andǝ alaggana male gbàshìnà Urǝshalima ka à yì kara a muna-là mǝnana à tunǝi ama Betafaji, mana amur Nkono mala anggun Olif ka. Yesu túr alaggana male ɓari.
28150200b1	Banggia wia ama, “Wu kyane a muna-là mana a ɓadǝm wun ngga. Wun nǝ̀ kútí ani ka, wun nǝ̀ nggá kum mǝdambǝriso à kùrni nǝ muni atè. Wu panzǝi wu yinǝàm nǝi.
2815030065	Ɓǝ̀ kǝɓwa na wun kǝ cau ka, wu ne wi ama, Mǝtalabangŋo kǝ earcea. Nǝ̀ ɗekia wunia tù.”
2815040052	Mǝnia ka pa anggo ace mǝnana ɓǝà lùmsǝ ɓangnǝa mala Zakariya mǝnana ama:
28150500b7	“Wu ne amǝ Urǝshalima ama, Wu sǝni, murǝm ma'wun ndya kǝ yiu a ban wun ngga! Yì ka, mǝ'nwangsǝ-muru na, kǝ yiu a nzǝm dambǝritso. A nzǝm muna-dambǝritso sǝ kǝ gya.”
2815060047	Pǝlǝa alaggana man wario à kya pak gìr mǝnana Yesu túriá ace ka.
2815070062	À kya yiu nǝ dambǝritso andǝ muni. À makkia anggubyau malea a nzǝmia, pǝlǝa Yesu eauwe do.
2815080080	Ɓwabunda kǝ̀rkǝ́r sárǝ́ki anggubyau malea a tanjargula, acilia man ngga à kasǝki abu-nggun à nongsǝkia a tanjargula.
28150900ef	Aɓwabundǝa mǝnana a ɓadǝmbi andǝ amana a nzǝmi ka à loasǝ già ama, “Wu ɓwangsǝ Mǝkà Dauda! Tsǝkbu mala Ɓakuli nda muri, yì ɓwa mǝnana kǝ yiu aɓa lullǝ Mǝtalabangŋo ka! Ɓǝà ɓwangsǝki Ɓakuli akanó a kùli!”
28150a007b	Lang Yesu kutina a Urǝshalima ka, nggea-là kat lo came amur kusǝì. Ɓwapǝndǝa ɗiban ama, “Yana ɓwe nda man le?”
28150b0075	Aɓwabundǝa ear ama, “Mǝnia ka Yesu na, Mǝɓangnǝa mala Ɓakuli mǝnana pur a Nazarat, a bu-nzali Galili ka.”
28150c00b6	Lang Yesu kutio aɓa Ndàmǝgule mala Ɓakuli ka, pǝr amǝ'kúrkúró andǝ amǝ makkiagir, ramgita atebǝl mala amǝ nggaɗi boalo, sukkia, andǝ abuno mala amǝ makki akutumurǝm.
28150d00a1	Nea wia ama, “Malǝmce mala Ɓakuli bang ama, “‘Ɓala mem ngga à nǝ̀ tunǝi ama ndà ace pak hiwi,’ sǝ wu nyesǝi duk mpu mala amǝ'ɓǝmbǝriban!”
28150e0061	Ante andǝ agbakǝre yiu a baní aɓa Ndàmǝgule mala Ɓakuli, yi twalia wia ban akwánó malea.
28150f00de	Lang agbani pǝris andǝ amǝkani Nggurcau sǝn agir-ndali mǝnana peǎ, andǝ amuna mana à kǝ pak banɓoarnado aɓa Ndàmǝgule mala Ɓakuli ama, “Ɓwangsǝkiban ngga dumǝna mala Muna mala Dauda” ka, bumia lúllô.
281510010e	Pǝlǝa à ɗì Yesu ama, “A nǝ́ nggǝ̀ ok cau mǝnana amuna mǝnia kǝ ne ka?” Earia wia ama, “E, Mǝ nda ǝn nggǝ oea ka, sǝ wun ngga wu ɓalli mbo aɓa Malǝmce mala Ɓakuli ama, “‘À tsǝk ɓwangsǝkiban a kún amuna mǝkèke andǝ abangna-muna?’”
2815110045	Pǝlǝa nyia purî ɓá nggea-là o a Betani, a kàm sǝ kya nongŋo.
2815120054	Nǝ dǝmbari ɗiɗyal Yesu nyàrî Betani, nda ban ká a Urǝshalima ka, nzala wali.
28151300db	Mǝsǝì kpa arǝ nggun vwari a girǝi njargula, pǝlǝa sana wari a tǝrí. Sǝ kya kum kǝ ɓǝle ɗàng, mbui na nǝmurǝì. Pǝlǝa ne nggun ama, “A pà nǝ́ ɓǝl ɗǝm ɗàng!” Àkǝ̀ banì kara nggunî ime.
2815140081	Alaggana nǝ̀ yia sǝni ka gìr nî pakkia wia gir'ndali gandǝa à ɗiban ama, “Lang sǝ nggun vwari man kaurǝ ime anggo?”
2815150123	Yesu nea wia ama, “Ɓafo, ǝn nggǝ na wun, ɓǝ̀ wu ndanǝ paɓamuru sǝ wu tuti aɓa ɗenyicau raka, mǝnia yì gìr à pakki nggun ngga nda mana nǝmurǝì wun nǝ̀ gandǝ pe ka ɗàng. Ɓǝ̀ wun nǝ̀ ne mǝnia yì nkono ama, ‘Lo, kya kpa aɓa nggeamùr’ ka, anggo sǝ nǝ̀ pa.
2815160049	Gìr mǝnana kat wu zǝmba aɓa hiwi nǝ paɓamuru ka, wun nǝ̀ kumi.”
28151700f9	Yesu kutio aɓa Ndàmǝgule mala Ɓakuli; lang nda ban kanigir ka agbani pǝris andǝ aɓwana-mǝgule mala amǝ Yahudi yiu a baní sǝ à ɗì ama, “Nǝ́ yà bangŋo sǝ a kǝ pakki amǝnia yì agir ka, sǝ yana po bangŋo mala pakki agir nì?”
28151800ab	Yesu pǝlǝa earia wia ama, “Mǝ nǝ ɗì wun cau gbal mwashat, ɓǝ̀ wu panam eare ka sǝ mǝ nǝ bangga wun ko nǝ ya bangŋo sǝ ǝn nggǝ pakki amǝnia yì agir ka.
28151900fb	Batisǝma mala Yohana ka, pur nǝ kǝshe? Pur nǝ ban Ɓakuli le ko pur nǝ ban ɓwapǝndǝa?” À kùtí a pǝlǝki ce arǝarǝia ama, “Ɓǝ̀ sǝm na ama, ‘Pur nǝ ban Ɓakuli’ ka, nǝ̀ bangga sǝm ama, ‘Sǝ palang sǝ wu ginǝ earnǝi?’
28151a00ba	Sǝ ɓǝ̀ sǝm bang gbal ama, ‘Pur nǝ ban ɓwapǝndǝa’ ka ɓangciu kǝ pakka sǝm arǝ aɓwana, acemǝnana ɓwapǝndǝa kat sǝlǝna ama Yohana ka mǝɓangnǝa mala Ɓakuli na.”
28151b00b0	Ace mani ka à ne wi ama, “Sǝm sǝlǝ ɗang.” Yesu pǝlǝa nea wia ama, “Mim gbal ka pà mǝ nǝ na wun ko nǝ ya bangŋo sǝ ǝn nggǝ pakki amǝnia yì agir ka ɗàng.
28151c00ce	“Sǝ mana nda ɗenyicau ma'wun amur mǝnia yì cau mǝ nǝ bangga wun ngga? Ɓè ɓwa nakam nǝ amuna-burana ɓari. Wario a ban muna-dǝmba sǝ ne wi ama, ‘Munem, kya ɓaban kya paktúró kam yalung.’
28151d0072	“Muna pǝlǝa ne tárrí ama, ‘Pa mǝ nǝ ká ɗàng.’ Sǝa ma nǝnzǝ́mò ka ɓalki ɓabumi pǝlǝa wario.
28151e0085	“Tár amuna pǝlǝa kutio a ban ɓaria muni sǝ kya ne wi kǝcau mǝ'mwashati. Yì ka, earî tárrí ama nǝ̀ ká, sǝ wari ɗang.
28151f010a	“Aɓalǝ amuna mǝnia ɓari ka yana pak gìr mǝnana tárrí earce ka?” Pǝlǝa à earî Yesu ama mǝdǝmba na. Yesu pǝlǝa nea wia ama: Ən nggǝ bangga wun mǝsǝcau, amǝ'aki aboalo-cemi andǝ amā-gung à nǝ̀ akà wun dǝmba kutio a Domurǝm mala Ɓakuli.
28152000d8	Yohana Mǝbatisǝma yiu yi kania wun tanjar mǝɓafoe, sǝ wu earnǝi ɗàng; sǝ amǝ'aki aboalo-cemi aɓa andǝ amā-gung earnǝi. Kat andǝ mǝnana wu sǝn mǝnia ka, wu nggaɗi ɗenyicau ma'wun wu earnǝi ɗàng.
28152100e5	Wu kwaki kir wun arǝ ɓè kanicau. Ɓè mǝ'rya tsǝk ɓaban anap, kàrì nǝ nkāndan, tǝm tūli kamggi anap aɓalǝi sǝ ɓak ban mǝ'dāhre ace mǝ'yale. Nyinggi aɓea amǝ'rya a buia ɓǝà kǝ sǝnbi wi, pǝlǝa o a bǝri.
2815220071	Kunɓǝla mala anap yi karna ka, túr aɓea amuna-ɓala male ɓǝà kya aki wi ɓǝla anap a bu amǝ'yál ɓaban.
2815230072	Amǝ'rya yi bwal amuna-ɓala man. Mwashat ka à walki, ɓè ka à wali wú, sǝ ɓè man ngga à ɓukki nǝ atali.
281524008c	Mǝtala-ɓaban nyare tasǝ aɓea amuna-ɓala mana à làkkì à kútì amǝdǝmba ka. Kǝgìr mǝ'mwashati na amǝ'rya man yi pakkia wia ka.
2815250052	A masǝlǝate ka, pǝlǝa túr muni a bania. A nê male ka à nǝ̀ pè muni gulo.
2815260099	Lang amǝ'rya man nǝ yia sǝn muni ka, à nea rǝia ama, “Mǝliɓala nya kǝ yiu ka. Sǝm nǝ̀ yia wal-luí ace mǝnana ɓǝ̀ ɓaban duk ma'sǝm!”
2815270047	Pǝlǝa à yì bwali à túrí a nzǝm nkāndan ɓaban sǝ à wali wú.
281528005b	Sǝ ɓǝ̀ mǝtala ɓaban yiu ado ka, mana gir nì na nǝ̀ yia pangnǝ amǝ'rya mǝnia ka?
28152900d5	Agbani pǝris andǝ aɓwana-mǝgule earî wi ama, “Nǝ̀ yia wal-lú amǝ'rya amǝ'ɓealɓikea man, sǝ nǝ̀ ak ɓaban nǝ̀ pea amǝ'rya mǝnana à nǝ̀ pè wi ɓǝlanggun ɓaban ɓǝ̀ kunɓǝle karna ka.”
28152a00e2	Yesu pǝlǝa nea wia ama, “Wu ɓal cau mana Malǝmce mala Ɓakuli bang ngga re? Mǝnana ama, “‘Tali mana amǝɓa ginǝi ka, nda yi pǝlǝ mǝɓoarne kat-kat ka. Mǝnia ka pé mala Ɓakuli na; Gìr ndali na a ban sǝm.’
28152b0094	“Sǝ ǝn nggǝ na wun ama Domurǝm mala Ɓakuli ka, à nǝ̀ é arǝ wun à nǝ̀ pè aɓwana mǝnana à nǝ̀ pak gìr mana Ɓakuli earkiyice ka.
28152c0069	Ɓwa man kat kpa amur tali man ngga nǝ̀ ɓungio. Sǝ ɓwa mana tali man kpa amurí ka nǝ̀ betǝki.”
28152d0072	Lang agbani pǝris andǝ amǝ Farisi yi ok akanicau mala Yesu, sǝ à yì sǝlǝ ama nda arǝ bangcau amúrià ka,
28152e0082	à alte ama à nǝ̀ bwali, sǝ ɓangciu pakkia wia arǝ aɓwana, acemǝnana ɓwapǝndǝa pas earǝna ama Yesu ka mǝɓangnǝa na.
281601002b	Yesu ne aɓwana cau ɗǝm nǝ akanicau ama:
2816020069	Domurǝm mala Ɓakuli ka à nǝ̀ kànì arǝ pakkiɗire mana ɓè murǝm tunǝo ace isǝ mālá muni ka.
281603006f	Túr amuna-ɓala male ɓǝà kya ne aɓwana mǝnana à tunǝia ka ɓǝà yiua pakkiɗire isǝban. À ginǝ yiu.
28160400e3	Nyare túr aɓea amuna-ɓala male ɓǝà kya ne aɓwana mǝnana à tunǝia ka ama, “Ən malǝna pak girlina kat. Ən walǝna ajamnda andǝ alo-nda amǝ'nyange mem. Girbunda kat ka à malǝna pe. Wu yiua pakkiɗire isǝban!”
28160500b1	Amǝnia yì aɓwana à tunǝia ka à tsǝk kiria ɗàng, à kùtí a pakkia agir malea mana ɓoaria wia ka. Ɓè ɓwa ka o a ɓaban male, sǝ ɓeɓwa ka o a ban kúrkúró male.
2816060050	Acilia man ngga à bwal amuna-ɓala male à pakkia wia mǝɓane sǝ à wal-luia.
2816070065	Bum murǝm man lul kǝ̀rkǝ́r; tasǝ asoje male à yì wal amǝwalkialu man, sǝ à pisǝ la malea.
28160800bb	Pǝlǝa tunǝ amuna-ɓala male sǝ nea wia ama, “Girbunda kat mala pakkiɗire isǝban ngga à malǝna pe. Sǝ aɓwana mǝnana ǝn tunǝia ka à kārǝa à nǝ̀ yiu a ban isǝban ɗang.
281609007a	Ado ka wu kyane amur agauwata anjarɓala sǝ wu tunǝ aɓwana mǝnana kat wu kumia a kàm ngga, ɓǝà yiua pakkiɗire.”
28160a00a0	Nda amuna-ɓala man puro à o arǝ agauwata anjarɓala sǝ à tunǝki aɓwana mǝnana kat à kum ngga, amǝɓane andǝ amǝɓoarne. À yì lumsǝ ɓala isǝban.
28160b006d	Lang murǝm kutio nǝ̀ sǝn abǝri ka, mǝsǝì kpa arǝ ɓeɓwa na kam mana túr daura isǝban arǝì raka.
28160c008b	Pǝlǝa murǝm ɗì ama, “Ɓiam, a kar lang sǝ a yiu kani daura isǝban pa a rǝo ɗàng?” Yì ka, kum cau mǝnana nǝ̀ na ka ɗàng.
28160d008f	Murǝm ne amuna-ɓala ama, “Wu taka bui andǝ akusǝi, wu túrí a nza aɓa pǝndǝa. Akanó sǝ nǝ̀ ɓua nǝ̀ nggǝ nǝmnggi munabuì.”
28160e0055	Ɓakuli tunǝ aɓwana pas sǝ bǝti na à dum nǝ mǝsǝcau ɓǝ̀ Ɓakuli tària ka.
28160f005f	Amǝ Farisi o à kya kurkunarǝia amur njargula mǝnana à nǝ̀ bwali nǝi kàm aɓa nacau ka.
2816100110	Pǝlǝa à túr amuna-ɓala malea andǝ aɓea ɓwana mala Hirǝdus a baní. À na ama, “Malǝm, sǝm sǝlǝna ama we ka a nda ɓwa mǝɓafoe, ɗǝm ngga a kǝ kani tanjar mala Ɓakuli nǝ mǝsǝcau. A kǝ tàr ɓwa ɗang, acemǝnana aɓwana kat a bano ka à nda mwashat.
2816110071	Bangga sǝm, a sǝne mo ka, ɓoaro ɓǝ̀ sǝm pè Kaisar, Murǝm mala amǝ Roma boalo-cemi le ko ɓoar ɗang?”
2816120080	Yesu súrǝ́nà rǝ ɗenyicau malea mǝɓane kat pǝlǝa ɗia ama, “Wun amǝ'kúnɓárína, ace mana sǝ wu kǝ earce tambam?
2816130062	Wu lǝmdǝam mǝsǝboalo mana à mbwekina boalo cemi nǝi ka!” À pǝlǝa à pè wi mǝsǝboale.
281614004f	Sǝ ɗia ma, “Lullǝ yana andǝ foto mala yana arǝ mǝsǝboalo mǝnia ka?”
