0100000008	Génesis
140903004e	Y envió a sus criadas A pregonarlo desde las más altas cumbres de la ciudad:
140904004c	¡El que sea simple, venga acá! Al falto de entendimiento le quiero hablar:
140905003e	¡Vengan, coman de mis manjares, Y beban del vino que mezclé!
140906004b	¡Dejen la necedad y vivan, Pongan sus pies en el camino del entendimiento!
140907005f	El que corrige al burlador se acarrea insultos. El que reprende al perverso se acarrea afrenta.
1409080052	No reprendas al burlador, no sea que te aborrezca. Reprende al sabio, y te amará.
140909004d	Da al sabio, y será aun más sabio. Enseña al justo, y aumentará su saber.
14090a0068	El temor a Yavé es el principio de la sabiduría, Y el conocimiento del Santísimo es el entendimiento.
14090b004a	Porque por mí se aumentarán tus días, Y años de vida se te añadirán.
14090c0059	Si eres sabio, para ti mismo eres sabio, Y si eres burlador, solo tú llevarás el daño.
14090d0036	La mujer necia es alborotadora. Es simple y nada sabe.
14090e004b	Se sienta en la puerta de su casa, O en los lugares más altos de la ciudad
14090f0042	Para llamar a los que pasan, A los que van directo por sus sendas:
1409100041	¡Todos los ingenuos vengan acá! Y dice a los faltos de cordura:
1409110040	¡El agua robada es dulce! ¡El pan comido en oculto es sabroso!
1409120069	No saben ellos que allí están los muertos, Y que sus invitados están tendidos en lo profundo del Seol.
140a010062	Proverbios de Salomón. El hijo sabio alegra al padre, Pero el hijo necio es tristeza de su madre.
140a020053	Los tesoros de perversidad no son de provecho, Pero la justicia libra de la muerte.
140a03005c	Yavé no deja padecer hambre al justo, Pero impide que se sacie el apetito de los perversos.
140a040047	La mano negligente empobrece, Pero la mano de los diligentes enriquece.
140a050065	El que recoge en verano es hijo sensato, Pero el que duerme en la cosecha es un hijo que avergüenza.
140a06005a	Hay bendiciones sobre la cabeza del justo, Pero la boca de los perversos oculta violencia.
140a07004c	La memoria del justo será bendita, Pero el nombre del perverso se pudrirá.
140a080054	El sabio de corazón acepta los mandamientos, Pero el insensato charlatán se hunde.
140a090069	El que camina en integridad anda confiado, Pero el que pervierte sus caminos será puesto en descubierto.
140a0a0052	El que guiña el ojo causa tristeza, Pero el que reprende francamente hace la paz.
140a0b0050	La boca del justo es manantial de vida, Pero la boca del necio oculta violencia.
140a0c003f	El odio provoca rencillas, Pero el amor cubre todas las faltas.
140a0d0071	La sabiduría está en los labios del entendido, Pero la vara es para la espalda del que carece de entendimiento.
140a0e004a	Los sabios atesoran conocimiento, Pero la boca del necio es ruina cercana.
140a0f004f	La fortuna del rico es su fortaleza, La ruina de los necesitados es su pobreza.
140a100046	El salario del justo es para vida, El lucro del perverso, para pecado.
140a110066	El que acepta la instrucción está en senda de vida, Pero el que desecha la reprensión se extravía.
140a12004c	Los labios rectos aplacan el odio, Pero el que esparce calumnia es un necio.
140a130053	En las muchas palabras no falta pecado, Pero el que refrena sus labios es prudente.
140a140047	La boca del justo es plata pura, Pero el corazón del perverso es nada.
140a150058	Los labios del justo nutren a muchos, Pero los necios mueren por falta de entendimiento.
140a160048	La bendición de Yavé es la que enriquece, Y Él no le añade tristeza.
140a170064	La perversidad es como deporte para el necio. Así es la sabiduría para el hombre de entendimiento.
140a180059	Lo que teme el perverso, eso le vendrá, Pero el deseo de los justos les será concedido.
140a190061	Cuando pasa el remolino de viento, desaparece el perverso, Pero el justo tiene fundamento eterno.
140a1a005d	Como vinagre a los dientes y humo a los ojos, Así es el perezoso para quienes lo comisionan.
140a1b0055	El temor a Yavé aumenta los días, Pero los años de los perversos serán acortados.
140a1c0055	La esperanza de los justos es alegría, Pero la esperanza de los perversos perecerá.
140a1d0052	El camino de Yavé es fortaleza para el íntegro, Pero ruina para los malhechores.
140a1e004e	El justo no será sacudido jamás, Pero los perversos no habitarán la tierra.
140a1f004c	La boca del justo destila sabiduría, Pero la lengua perversa será cortada.
140a20005f	Los labios del justo destilan lo aceptable, Pero la boca de los perversos lo que es pervertido.
140b01004f	La balanza falsa es repugnancia a Yavé, Pero la pesa cabal es su complacencia.
140b020059	Cuando irrumpe la soberbia, viene la deshonra, Pero la sabiduría está con los humildes.
140b03005a	La integridad de los rectos los guía, Pero la perversidad de los infieles los destruirá.
140b040059	De nada sirven las riquezas en el día de la ira, Pero la justicia librará de la muerte.
140b050062	La justicia del intachable le allana el camino, Pero el perverso caerá por su propia perversidad.
140b060053	La rectitud del justo lo librará, Pero el traidor quedará atrapado en su codicia.
140b07005b	Cuando muere el impío, perece su esperanza. La esperanza de los hombres fuertes perecerá.
140b080047	El justo es librado de la tribulación, Pero el perverso toma su lugar.
140b090064	El impío hunde al prójimo con su boca, Pero los justos serán librados por medio del conocimiento.
140b0a0059	La ciudad festeja el éxito de los justos, Y cuando perecen los impíos canta de júbilo.
140b0b005d	Con la bendición de los rectos la ciudad prospera, Pero la boca de los perversos la arruina.
140b0c0054	El que desprecia al prójimo no tiene juicio, Pero el hombre de entendimiento calla.
140b0d0064	El que anda chismeando revela secretos, Pero el hombre que es de espíritu fiel se guarda el asunto.
140b0e005a	Cuando falta dirección, el pueblo cae, Pero en la multitud de consejeros hay liberación.
140b0f005b	El que sale fiador del extraño se perjudica, Pero el que aborrece ser garante vive seguro.
140b10004c	La mujer agraciada adquiere honra, Y los hombres audaces adquieren riquezas.
140b11004b	El misericordioso hace bien a su alma, Pero el cruel daña su propia carne.
140b12005c	El perverso logra ganancias engañosas, Pero el que siembra justicia tiene galardón seguro.
140b13005d	La firmeza de rectitud es para vida, Pero el que sigue la perversidad busca su propia muerte.
140b14005f	Repugnancia a Yavé son los de corazón perverso, Pero los de camino intachable son su deleite.
140b150064	Con toda certeza, el malo no quedará sin castigo, Pero la descendencia de los justos será librada.
140b16005b	Como anillo de oro en el hocico de un cerdo, Es la mujer hermosa que carece de discreción.
140b170053	El anhelo de los justos es solo el bien, Pero la expectativa de los impíos es ira.
140b18006d	Hay quienes reparten, Y más se les añade. Hay quienes retienen más de lo justo, Y acaban en la indigencia.
140b190053	El alma generosa será enriquecida, Y el que sacia a otros, también será saciado.
140b1a0063	El pueblo lo maldecirá al que acapara grano, Pero la cabeza del que lo vende obtendrá bendición.
140b1b004e	El que busca el bien, halla favor, Pero el que busca el mal, Éste le vendrá.
140b1c0055	El que confía en sus riquezas caerá, Pero los justos reverdecerán como el follaje.
140b1d005d	El que perturba su casa, Heredará el viento, Y el necio será esclavo del sabio de corazón.
140b1e0043	El fruto del justo es árbol de vida, Y el que gana almas es sabio.
140b1f0053	Si el justo será recompensado en la tierra, ¡Cuánto más el impío y el pecador!
140c010060	El que ama la corrección ama el conocimiento, Pero el que aborrece la reprensión es estúpido.
140c020057	El bueno obtendrá el favor de Yavé, Pero Él condenará al hombre de malos designios.
140c030069	El hombre no se afianzará por medio de la perversidad, Pero la raíz de los justos nunca será removida.
140c040063	La mujer virtuosa es corona de su esposo, Pero la que lo avergüenza es como carcoma en sus huesos.
140c050055	Los pensamientos de los justos son rectos, Pero los consejos de los impíos, engaño.
140c06005f	Las palabras de los perversos son asechanzas mortales, Pero la boca de los rectos los librará.
140c070054	Se derrumban los perversos y ya no existen, Pero la casa de los justos permanecerá.
140c08005a	Según su sabiduría es alabado el hombre, Pero el perverso de corazón será despreciado.
140c09005a	Mejor es el poco estimado, Pero que tiene un esclavo, Que el que se alaba y carece de pan.
140c0a0068	El justo tiene en consideración la vida de su bestia, Pero aun la compasión de los perversos es cruel.
140c0b0061	El que labra su tierra, se saciará de pan, Pero el que persigue lo vano carece de entendimiento.
140c0c0054	El perverso codicia el botín de los perversos, Pero la raíz de los justos produce.
140c0d0062	En la transgresión de sus labios se enreda el perverso, Pero el justo escapará de la aflicción.
140c0e0045	De lo que uno habla, se saciará, Y por lo que uno hace, le pagarán.
140c0f005c	El camino del necio es recto ante sus propios ojos, Pero el que escucha el consejo es sabio.
140c100053	La ira del necio es conocida al instante, Pero el prudente pasa por alto la ofensa.
140c110048	El testigo veraz declara lo que es recto, Pero el testigo falso engaña.
140c120054	Hay quien pronuncia palabras como estocadas, Pero la boca de los sabios es medicina.
140c130050	El labio veraz permanece para siempre, Pero la boca mentirosa, solo un instante.
140c140061	Hay engaño en el corazón del que trama el mal, Pero para los consejeros de la paz hay alegría.
140c150053	Ninguna iniquidad es deseada por el justo, Pero los perversos están llenos de mal.
140c16005c	Repugnancia es a Yavé el labio mentiroso, Pero su deleite está en los que obran fielmente.
140c17005f	El hombre prudente encubre su conocimiento, Pero el corazón de los necios proclama su necedad.
140c180046	La mano del diligente señoreará, Pero la indolente será tributaria.
140c190049	La congoja abate el corazón del hombre, Pero la buena palabra lo alegra.
140c1a0056	El justo sirve de guía a su prójimo, Pero el camino de los perversos los hace errar.
140c1b0059	El indolente no asará ni su propia presa. ¡Precioso tesoro del hombre es la diligencia!
140c1c0046	En la senda de la justicia está la vida, En su sendero no hay muerte.
140d01005b	El hijo sabio acepta la disciplina de su padre, Pero el burlador no escucha la corrección.
140d020064	Del fruto de su boca el hombre comerá el bien, Pero el alma de los traidores se nutre de violencia.
140d03005b	El que guarda su boca preserva su vida, Pero al que mucho abre sus labios le vendrá ruina.
140d040058	El alma del perezoso desea, y nada alcanza, Pero el alma del diligente será prosperada.
140d050054	El justo aborrece la palabra de mentira, Pero el perverso es odioso y trae deshonra.
140d060051	La justicia guarda al de perfecto camino, Pero la perversidad arruina al pecador.
140d07005e	Hay quienes se enriquecen, y nada tienen, Y hay quienes son pobres, y tienen grandes riquezas.
140d080059	El rescate de la vida del hombre puede ser su riqueza, Pero el pobre no escucha censuras.
140d090055	La luz de los justos brilla de alegría, Pero la lámpara de los impíos se apagará.
140d0a0060	Con la soberbia solo se provoca contienda, Pero con los que admiten consejo está la sabiduría.
140d0b0054	Riqueza sin esfuerzo se desvanece, Pero el que recoge con mano laboriosa la aumenta.
140d0c005a	La esperanza que tarda es tormento del corazón, Pero árbol de vida es el deseo cumplido.
140d0d0062	El que menosprecia la palabra será destruido, Pero el que teme el mandamiento será recompensado.
140d0e0055	La enseñanza del sabio es manantial de vida, Que aparta de las trampas de la muerte.
140d0f004e	El buen entendimiento produce gracia, Pero el camino de los traidores es duro.
140d100048	El sagaz actúa con conocimiento, Pero el necio despliega su insensatez.
140d11004c	El mensajero perverso caerá en desgracia, Pero el enviado fiel es medicina.
140d120066	Miseria y oprobio para el que rechaza la corrección, Pero el que acepta la reprensión será honrado.
140d130051	El deseo cumplido deleita el alma, Apartarse del mal es repugnancia a los necios.
140d140058	El que anda con sabios será sabio, Pero el que se reúne con los necios sufrirá daño.
140d150047	La adversidad persigue a los pecadores, Para los justos abunda el bien.
140d160065	La herencia del bueno queda en su familia, Pero la riqueza del pecador está reservada para el justo.
140d170055	El barbecho de los pobres abunda en alimento, Pero es arrasado por falta de justicia.
140d180056	El que detiene el castigo aborrece a su hijo, El que lo ama prontamente lo disciplina.
140d190054	El justo come y sacia su apetito, Pero el estómago de los perversos padece escasez.
140e010042	La mujer sabia edifica su casa, La necia con sus manos la derriba.
140e020052	El que anda en su rectitud teme a Yavé, Pero el de caminos torcidos lo desprecia.
140e030061	En la boca del necio hay una vara para su espalda, Pero los sabios son protegidos por sus labios.
140e04005f	Donde no hay bueyes el establo está limpio, Pero mucho rendimiento hay por la fuerza del buey.
140e050043	El testigo veraz no miente, Pero el testigo falso respira mentiras.
140e06006e	El burlador busca la sabiduría y no la halla, Pero el conocimiento es fácil para el que tiene entendimiento.
140e070059	Apártate de la presencia del necio, Porque en él no hallarás palabras de conocimiento.
140e080055	Entender el camino es sabiduría del sagaz, Pero la necedad de los necios es engaño.
140e090047	Se burla el necio del pecado, Pero entre los rectos hay buena voluntad.
140e0a0051	El corazón conoce su propia amargura, Y en su alegría no participa el extraño.
140e0b0050	La casa de los perversos será asolada, Pero la morada de los rectos florecerá.
140e0c0049	Hay camino que al hombre parece derecho, Pero su fin es camino de muerte.
140e0d0049	Aun entre risas llora el corazón, Y el final de la alegría es tristeza.
