2800000008	מתיו
2c121b0182	וּבִנְטוֹת לִבּוֹ לָלֶכֶת אֶל־אֲכַיָּא וַיְעוֹרוּהוּ הָאַחִים וַיִּכְתְּבוּ אֶל־הַתַּלְמִידִים לֶאֱסֹף אֹתוֹ אֲלֵיהֶם וְהוּא כְּבֹאוֹ שָׁמָּה עָזַר הַרְבֵּה לַאֲשֶׁר הָפְנוּ לְהַאֲמִין עַל־יְדֵי הֶחָסֶד׃
2c121c00be	כִּי הוּא גָבַר עַל־הַיְּהוּדִים בִּפְנֵי־כֹל וַיֹּכַח בַּכְּתוּבִים כִּי יֵשׁוּעַ הוּא הַמָּשִׁיחַ׃
2c13010121	וַיְהִי בִּהְיוֹת אַפּוֹלוֹס בְּקוֹרִנְתּוֹס וּפוֹלוֹס אַחֲרֵי עָבְרוֹ בָאֲרָצוֹת הָעִלִּיּוֹת בָּא אֶל־אֶפְסוֹס וַיִּמְצָא־שָׁם תַּלְמִידִים אֲחָדִים׃
2c1302013b	וַיֹּאמֶר אֲלֵיהֶם הֲבֹא בָא גַם־רוּחַ הַקֹּדֶשׁ עֲלֵיכֶם כַּאֲשֶׁר הֱיִיתֶם לְמַאֲמִינִים וְהֵם עָנוּהוּ גַּם כִּי־יֵשׁ רוּחַ הַקֹּדֶשׁ אֲנַחְנוּ לֹא שָׁמָעְנוּ עוֹד׃
2c130300a5	וַיֹּאמַר וְעַל־מָה אֵפוֹא אַתֶּם נִטְבַּלְתֶּם וַיֹּאמְרוּ עַל־הַטְּבִלָה לְיוֹחָנָן׃
2c13040148	וַיֹּאמֶר פּוֹלוֹס יוֹחָנָן הִטְבִּיל בִּטְבִילַת הַתְּשׁוּבָה וַיַּגֵּד לָעָם כִּי־הַאֲמֵן יַאֲמִינוּ בְהַלָּז אֲשֶׁר יָבֹא אַחֲרָיו וְהַלָּז הוּא זֶה הַמָּשִׁיחַ יֵשׁוּעַ׃
2c1305007e	כְּשָׁמְעָם אֶת־זֹאת שָׁבוּ נִטְבְּלוּ עַל־שֵׁם הָאָדוֹן יֵשׁוּעַ׃
2c130600ce	וּפוֹלוֹס סָמַךְ יָדָיו עֲלֵיהֶם וַיָּנַח עֲלֵיהֶם רוּחַ הַקֹּדֶשׁ וַיְדַבְּרוּ בִלְשֹׁנוֹת וַיִּתְנַבָּאוּ׃
2c13070052	וַיְהִי מִסְפָּרָם כִּשְׁנֵים עָשָׂר אִישׁ׃
2c1308010b	וַיָּבֹא אֶל־בֵּית־הַכְנֵסֶת וַיַּגֵּד דְּבָרָיו בְּאֹמֶץ לֵב שְׁלֹשָׁה חֳדָשִׁים בִּנְכֹחוֹת וְשׂוּם שֵׂכֶל עַל־אֹדוֹת מַלְכוּת הָאֱלֹהִים׃
2c13090205	וַיְהִי כִּי־נִמְצְאוּ בָהֶם אֲחָדִים עַרְלֵי לֵב אֲשֶׁר מֵאָנוּ לְהַאֲמִין וְגַם־טָפְלוּ דָבָר מַר עַל־הַדֶּרֶךְ הַזֶּה לִפְנֵי הָעָם וַיֵּשְׂטְ מֵעֲלֵיהֶם וְגַם־אֶת־הַתַּלְמִידִים הִבְדִּיל מִתּוֹכָם וְהוּא הָיָה מְדַבֵּר יוֹם יוֹם בְּבֵית הַמִּדְרָשׁ אֲשֶׁר לְטוּרְנוּס׃
2c130a010a	וַיְהִי הוּא עֹשֶׂה כָזֶה שְׁנָתַיִם יָמִים עַד כִּי־שָׁמְעוּ כָּל־יֹשְׁבֵי אַסְיָא אֶת־דְּבַר הָאָדוֹן יֵשׁוּעַ כַּיְּהוּדִים כַּיְּוָנִים׃
2c130b0073	וְהָאֱלֹהִים עָשָׂה נִפְלָאוֹת גְּדוֹלוֹת עַל־יְדֵי פוֹלוֹס׃
2c130c0106	כִּי גַם־חֲגֹרוֹת וּמִטְפְּחוֹת יֶזַע מֵעַל עוֹר בְּשָׂרוֹ הִנִּיחוּ עַל־הַחוֹלִים וְסָר חָלְיָם וְהָרוּחוֹת הָרָעוֹת מִגַּוָּם גֹּרָשׁוּ׃
2c130d01c6	וְגַם־הָיוּ אֲנָשִׁים יְהוּדִים מְלַחֲשִׁי מִתְהַלְּכִים בָּאָרֶץ וְהֶם נוֹעֲזוּ לְהַזְכִּיר שֵׁם הָאָדוֹן יֵשׁוּעַ אֶל־אֲשֶׁר רוּחוֹת רָעוֹת נֹאחֲזוּ בְקִרְבָּם בְּקָרְאָם אֲנִי מַשְׁבִּיעֲכֶם בְּשֵׁם יֵשׁוּעַ אֲשֶׁר פּוֹלוֹס יִקְרָאֵהוּ׃
2c130e00a1	וְהֵם אֲשֶׁר כֹּה עָשׂוּ הֵם הָיוּ שִׁבְעַת בְּנֵי סְקֵוָה יְהוּדִי וְרֹאשׁ כֹּהֲנִים׃
2c130f00e1	וַיַּעַן הָרוּחַ הָרָעָה וַיֹּאמֶר אֲלֵיהֶם יָדַעְתִּי אֶת־יֵשׁוּעַ וְאֶת־פּוֹלוֹס אֲנִי מַכִּיר רַק אַתֶּם מִי אַתֶּם׃
2c13100127	וַיִּתְנַפֵּל עֲלֵיהֶם הָאִישׁ אֲשֶׁר הָרוּחַ הָרָעָה בְקִרְבּוֹ וַיֶּחֱזַק מֵהֶם וַיַּכְרִיעֵם עַד כִּי־עֵירֻמִּים וְנִמְחָצִים נָסוּ מִן־הַבַּיִת הַהוּא׃
2c1311010a	וַיִּוָּדַע הַדָּבָר לְכָל־הַיְּהודִים וְהַיְּוָנִים הַיּוֹשְׁבִים בְּאֶפְסוֹס וּפַחַד נָפַל עַל־כֻּלָם וַיִּגְדַּל שֵׁם הָאָדוֹן יֵשׁוּעַ׃
2c131200b8	וְגַם רַבִּים מִן־הַמַּאֲמִינִים בָּאוּ לִהִתְוַדּוֹת וּלְגַלּוֹת אֶת־מַעֲשֵׂיהֶם אֲשֶׁר עָשׂוּ׃
2c13130130	וְרַבִּים אֲשֶׁר שָׁעוּ בְהַבְלֵי שָׁוְא הֵבִיאוּ סִפְרֵיהֶם וַיִּשְּׂרְפוּם בָּאֵשׁ לְעֵינֵי־כֹל וַיִּמְנוּ מִסְפַּר שָׁוְיָם וַיְהִי חֲמִישִּׁים אֶלֶף כָּסֶף׃
2c13140079	וּדְבַר־יְהוָֹה נִשְׂגַּב עַד־לִמְאֹד וְנַעֲלָה הָלֹךְ וְעָלֹה׃
2c1315019c	וַיְהִי כִּכְלוֹת הַדְּבָרִים הָאֵלֶּה וַיִּתֵּן פּוֹלוֹס אֶל־לִבּוֹ לְהִתְהַלֵּךְ בְּמַקְדּוֹנְיָא וּבַאֲכַיָּא וּמִשָּׁם וָהָלְאָה עַד־יְרוּשָׁלָיִם וַיֹּאמֶר אַחֲרֵי הֱיוֹתִי שָׁמָּה רָאֹה אֶרְאֶה עוֹד אֶת־רוֹמִי׃
2c13160130	וַיִּשְׁלַח שְׁנַיִם נְעָרִים מִמְּשָׁרְתָיו אֶת־טִימוֹתִיּוֹס וְאֶת־אֲרִסְטוֹס לָלֶכֶת לְפָנָיו אֶל־מַקְדּוֹנְיָא וְהוּא אֵחַר עוֹד יְמֵי מִסְפָּר בְּאַסְיָא׃
2c1317007b	בָּעֵת הַהִיא קָם שָׁאוֹן לֹא־מְעָט עַל־דִּבְרַת דֶּרֶךְ יְהוָֹה׃
2c13180174	כִּי אִישׁ אֶחָד דְּמַטְרִיּוֹס שְׁמוֹ חָרַשׁ כֶּסֶף הוּא הָיָה עֹשֶׂה מִקְדְּשֵׁי־כֶסֶף קְטַנִּים בְּתַבְנִית הַמִּקְדָּשׁ לְשֵׁם אַרְטְמִיס וַיְסַבֵּב בָּזֶה לֶחָרָשִׁים מַשְׂכֹּרֶת לֹא־מִצְעָר׃
2c13190122	וַיִּקְבֹּץ אֹתָם עִם־עֹזְרֵי מְלַאכְתָּם וַיֹּאמַר אֲנָשִׁים אַתֶּם יְדַעְתֶּם כִּי בַּמְּלָאכָה הַזֹּאת רָכַשְׁנוּ לָנוּ אֶת־לַחְמֵנוּ וְאֶת־טוּבֵנוּ׃
2c131a01d9	וְהִנֵּה עֵינֵיכֶם רֹאוֹת וְאָזְנֵיכֶם שֹׁמְעוֹת כִּי־לֹא רַק בְּאֶפְסוֹס לְבַדָּהּ כִי אִם־גַּם בְּכַל־אַסְיָא פּוֹלוֹס הַזֶּה מְפַתֶּה הֲמוֹן עַם־רָב לַהֲסִירָם מֵאַחֲרֵי אֱלֹהֵיהֶם כִּי יֹאמַר אָמֹר לֹא־אֱלֹהִים הֵמָּה אֲשֶׁר תַּעֲשֶׂינָה יָדָיִם׃
2c131b021f	וְעָתָּה הַמְעַט הָרָעָה הַזֹּאת לְבַדָּהּ לְהִלָּקַח מִיָּדֵינוּ הַמְּלָאכָה הַזֹּאת כִּי אִם־עוֹד רָעַת הָרָעוֹת תִּפָּתַח עַל־הַמִּקְדָּשׁ לָאֱלָהוּת הַגְּדוֹלָה אַרְטְמִיס כִּי לְאֶפֶס וּלְאַיִן יֵחָשֵׁב וְיֵקַל כְּבוֹד הוֹדָהּ אֲשֶׁר יְכַבְּדוּהָ כָּל־אַסְיָא וְכָל־יֹשְׁבֵי תֵבֵל׃
2c131c0104	וַיְהִי כְּשָׁמְעָם אֶת־הַדְּבָרִים הָאֵלֶּה וַיִּמָּלְאוּ חֵמָה וַיִּתְּנוּ קוֹלָם וַיִּקְרָאוּ גְּדוֹלָה אַרְטְמִיס לָעָם בְּאֶפְסוֹס׃
2c131d01a0	וַתֵּהֹם הָעִיר וַתִּמָּלֵא רַעַשׁ גָּדוֹל וְהֵם כֻּלָּם הִשְׂתָּעֲרוּ כְּאִישׁ אֶחָד אֶל־בֵּית־הַמִּשְׂחָק וַיַּחֲזִיקוּ בְגָיוֹס וּבַאֲרִסְטַרְכוֹס אֲנָשִׁים מַקְדּוֹנִים הַהֹלְכִים עִם פּוֹלוֹס לְשָׁמְרוֹ בַדָּרֶךְ׃
2c131e007d	וּפוֹלוֹס חָפֵץ לָצֵת אֶל־הָעָם רַק הַתַּלְמִידִים לֹא נְתָנוּהוּ׃
2c131f00ff	וְגַם־אֲחָדִים רָאשֵׁי עָם מֵאַסְיָא אֲשֶׁר אֵהֲבוּהוּ גַם־הֵם שָׁלְחוּ לוֹ לְהַזְהִירוֹ כִּי יִמָּנַע מֵהֲלֹךְ אֶל־בֵּית־הַמִּשְׂחָק׃
2c132000fc	וַיְהִי הֵם שֹׁאֲגִים אֵלֶּה זֹאת וַאַחֵרִים אַחֶרֶת כִּי הָיָה הֶהָמוֹן נָבוּךְ וְרֻבָּם גַּם־לֹא יָדְעוּ בְּשֶׁלְּמַה הֵם נִזְעָקוּ׃
2c13210152	וַיּוּבָא מִבֵּינוֹת הָעָם אֲלֶכְסַנְדְּרוֹס כִּי הַיְּהוּדִים שָׂמוּהוּ בְרֹאשָׁם וַיִּשָּׂא אֲלֶכְסֵנְדְּרוֹס אֶת־יָדוֹ לְאוֹת כִּי חָפֵץ הוּא לְהָשִׁיב אֲמָרִים לִפְנֵי הָעָם׃
2c13220121	וַיִּוָּדַע לָהֶם כִּי־הוּא יְהוּדִי וַיִּשְׂאוּ כֻלָּם קוֹל חָזָק וּכְמוֹ שְׁתַּיִם שָׁעוֹת קָרְאוּ וְלֹא דָמּוּ גְּדוֹלָה אַרְטְמִיס לָעָם בְּאֶפְסוֹס׃
2c1323018b	וַיַּהַס סוֹפֵר הָעִיר אֶת־הָעָם וַיֹּאמַר אַתֶּם אַנְשֵׁי אֶפְסוֹס מִי הוּא הָאִישׁ אֲשֶׁר לֹא יֵדַע כִּי הָעִיר אֶפְסוֹס מְשָׁרַת אֶת־אַרְטְמִיס הַגְּדוֹלָה וְאֶת־תַּבְנִיתָהּ אֲשֶׁר נָפְלָה מִן־הַשָּׁמָיִם׃
2c13240103	וְהִנֵּה כִּי זֹאת אֱמוּנָה וְאֵין מִי לְהַכְזִיבֶנָּה הֲלֹא יָאֲתָה לָכֶם לִשְׁקֹט מִמְּהוּמָה וּמֵעֲשׂוֹת מְאוּם בְּטֶרֶם תְּחַשֵּׁבוּ׃
2c132500e6	כִּי אַתֶּם הֲבֵאתֶם אֶת־הָאֲנָשִׁים הָאֵלֶּה הֵנָּה וְהֵם לֹא בָזְזוּ אֶת־הַמִּקְדָּשׁוֹת וְאַף־לֹא בָזוּ לֵאלָהוּתֵנוּ׃
2c13260185	וְאִם דְּבַר רִיב לִדְמַטְרִיּוֹס וְהֶחָרָשִׁים אֲשֶׁר אִתּוֹ עִם־אִישׁ־מִי הֲלֹא יֵשׁ בְּקִרְבֵּנוּ מִשְׁפָּט וּנְצִיבִים נִצָּבִים עֲלֵינוּ הָבָה יִקְרְאוּ הֵם לְבַדָּם עֲלֵיהֶם לַשֹּׁפְטִים וּשְׁפָטוּם׃
2c132700dd	וְאִם עוֹד לָכֶם כֻּלְּכֶם לְבַקֵּשׁ דָּבָר הִנֵּה בְּהִתְאַסֵּף כָּל־הָעָם לְפִי חֹק יֵצֵא מִשְׁפַּטְכֶם וְדִינְכֶם׃
2c1328018d	כִּי הַיּוֹם אֲנַחְנוּ נְתֻנִים בְּיִרְאָה פֶּן־יִתְגֹּלֵל עָלֵינוּ עֲוֹן מֶרֶד לְהַבְאִישֵׁנוּ בִּגְלַל הַיּוֹם הַזֶּה מַה־לָּנוּ לָגֹל מֵעָלֵינוּ חַטָּאת אֲשֶׁר לֹא חָטָאנוּ בִּלְתִּי אִם הַמְּהוּמָה הַזֹּאת׃
2c13290055	וּכְכַלֹּאתוֹ לְדַבֵּר שִׁלַּח אֶת־הַקָּהָל׃
2c14010139	וַיְהִי אַחֲרֵי הַמְּהוּמָה וּפוֹלוֹס אָסַף אֶת־הַתַּלְמִידִים וַיְדַבֵּר עַל־לִבָּם וּבְבִרְכָתוֹ אֹתָם לְשָׁלוֹם נִפְרַד מֵהֶם וַיֵּצֵא לָלֶכֶת אֶל־מַקְדּוֹנְיָא׃
2c140200d4	וְאַחֲרֵי עָבְרוֹ בַמְּדִינוֹת הָהֵן וְאַמְּצוֹ אֶת־לִבּוֹתָם בְּמִדַּבְּרֹתָיו הָרַבִּים בָּא אֶל־אֶרֶץ יָוָן׃
2c14030160	וַיְהִי אַחֲרֵי שִׁבְתּוֹ שָׁם שְׁלֹשָׁה חֳדָשִׁים וַתִּשָּׂאֵהוּ רוּחוֹ לָלֶכֶת אֶל־סוּרְיָא רַק מֵאֲשֶׁר טָמְנוּ לוֹ הַיְּהוּדִים מוֹקֵשׁ עַל־כֵּן נוֹעַץ לָשׁוּב דֶּרֶךְ מַקְדּוֹנְיָא׃
2c1404019a	וַיִּלָּווּ אֵלָיו לְלַוֹּתוֹ בַדֶּרֶךְ עַד־אַסְיָא סוֹפַטְרוֹס בֶּן־פּוּרֹס הַבְּרוֹאִי וּמֵהַתַּסְלְנִיקִים אֲרִסְטַרְכוֹס וּסְקוֹנְדוֹס וְגָיוֹס הַדַּרְבִי וְטִימוֹתִיּוֹס וּמֵאַסְיָא טוּכִיקוֹס וּטְרוֹפִימוֹס׃
2c14050086	וְאֵלֶּה הָלְכוּ לְפָנֵינוּ וַיְחַכּוּ לָנוּ בִּטְרוֹאַס עַד־בֹּאֵנוּ׃
2c14060154	וַאֲנַחְנוּ עָבַרְנוּ מִפִּילִפִּי בָּאֳנִיָּה אַחֲרֵי תֹם חַג־הַמַּצּוֹת וַנְּהִי בַּדֶּרֶךְ חֲמִישָּׁה יָמִים עַד־בֹּאֵנוּ אֲלֵיהֶם אֶל־טְרוֹאַס וַנֵּשֶׁב־שָׁם שִׁבְעַת יָמִים׃
2c1407019e	בַּיּוֹם הָרִאשׁוֹן בַּשַּׁבָּת וַאֲנַחְנוּ נֶאֱסָפִים לִפְרֹס אֶת־הַלֶּחֶם וּפוֹלוֹס נָשָׂא מִדַּבְּרֹתָיו אֲלֵיהֶם יַעַן הָיָה עִם־לִבּוֹ לָלֶכֶת מֵהֶם בְּיוֹם הַמָּחֳרָת וַיֶּרֶב מִדַּבְּרֹתָיו עַד חֲצִי הַלָּיְלָה׃
2c14080085	וְנֵרוֹת רַבִּים הֵאִירוּ בַּעֲלִיָּה אֲשֶׁר שָׁם הָיִינוּ נֶאֱסָפִים׃
2c140901da	וְהִנֵּה נַעַר אֶחָד וּשְׁמוֹ אַבְטוּכוֹס בְּשִׁבְתּוֹ עַל־סַף הַחַלּוֹן בְּהַאֲרִיךְ פּוֹלוֹס לְהַטִּיף אִמְרוֹתָיו נָם שְׁנָתוֹ וַתִּתְקְפֵהוּ הַשֵּׁנָה וַיִּפֹּל אַרְצָה מִן־הָעֲלִיָּה אֲשֶׁר גֹּבַהּ לָהּ שָׁלֹשׁ קוֹמוֹת וַיִּשָּׂאֻהוּ וְהוּא מֵת׃
2c140a00d1	וַיֵּרֶד פּוֹלוֹס וַיִּתְמוֹדֵד עָלָיו וַיַּחֲזֶק־בּוֹ וַיֹּאמַר אַל־נָא תִּצְעֲקוּ כִּי עוֹד נִשְׁמָתוֹ בּוֹ׃
2c140b00d0	וַיָּשָׁב וַיַּעַל וַיִּפְרֹס אֶת־הַלֶּחֶם וַיֹּאכַל וַיֶּרֶב לְדַבֵּר אִתָּם עַד־עֲלוֹת הַשַּׁחַר וַיֵּלַךְ׃
2c140c006b	וְאֶת־הַנַּעַר הֶעֱלוּ חָי וַיִּתְנַחֲמוּ בוֹ לֹא־מְעָט׃
2c140d0144	וַאֲנַחְנוּ קִדַּמְנוּ לָרֶדֶת בָּאֳנִיָּה וַנַּעֲבֹר אֶל־אַסּוֹס לִכְנוֹס שָׁם אֵלֵינוּ אֶת־פּוֹלוֹס כִּי־כֵן צִוָּה וְהוא אִוָּה לָבֹא שָׁם רַגְלִי דֶּרֶךְ הַיַּבָּשָׁה׃
2c140e009f	וַיִּפְגֹּשׁ אֹתָנוּ בְּאַסּוֹס וַנִּקַּח אֹתוֹ אֵלֵינוּ וַנָּבֹא אֶל־מִיטוּלִינִי׃
2c140f015a	מִשָּׁם עֲבַרְנוּ בָאֳנִיָּה וַנָּבֹא בְיוֹם הַמָּחָר אֶל־נֹכַח כִּיּוֹס וּבַיּוֹם הַשְּׁלִישִׁי עָבַרְנוּ אֶל־סָמוֹס וַנָּלֶן בִּטְרוֹגוּלְיוֹן וַנָּבֹא לְמָחֳרָתוֹ אֶל־מִילִיטוֹס׃
2c1410017a	כִּי־יָעַץ פּוֹלוֹס לַחֲלוֹף עַל־פְּנֵי אֶפְסוֹס לִבְלִי הֱיוֹת לוֹ סִבָּה לִהְתְמַהְמֵהַּ בְּאַסְיָא בַּאֲשֶׁר הָיָה נֶחְפָּז בְּכָל־יְכָלְתּוֹ לְהַגִּיעַ עַד־יְרוּשָׁלַיִם לְיוֹם חַג־הַשָּׁבֻעוֹת׃
2c141100a4	וּמִמִּלִיטוֹס שָׁלַח אֶל־אֶפְסוֹס לִקְרֹא אֶת־זִקְנֵי הָעֵדָה לְבֹאָם אֵלָיו שָׁמָּה׃
2c14120180	וּכְבֹאָם אָמַר אֲלֵיהֶם אַתֶּם יְדַעְתֶּם אֶת־דָּרְכִּי וּפְעֻלָּתִי לִפְנֵיכֶם בְּכָל־הַיָּמִים אֲשֶׁר יָשַׁבְתִּי בְתוֹכְכֶם לְמִן־הַיּוֹם הָרִאשׁוֹן אֲשֶׁר דָּרְכָה כַף־רַגְלִי עַל־אַדְמַת אַסְיָא׃
2c14130103	אֲשֶׁר עָבַדְתִּי אֶת־הָאָדוֹן בַּעֲנָוָה גְדוֹלָה וּבִדְמָעוֹת בִּתְלָאוֹת אֲשֶׁר מְצָאֻנִי עַל־יְדֵי הַיְּהוּדִים אֲשֶׁר יָקְשׁוּ לִי׃
2c141400e5	אֲשֶׁר לֹא־כִחַדְתִּי מִכֶּם כָּל־הַטּוֹב לָכֶם כִּי אִם־הִגַּדְתִּי וַאֲלַמֶּדְכֶם מָה הַטּוֹב בַּחוּצוֹת וּבַבָּתִּים׃
2c141500f6	יַעַן קָרָאתִי גַּם־לַיְּהוּדִים וְגַם־לַיְּוָנִים כִּי יְשׁוּבוּן אֶל־הָאֱלֹהִים וְהֶאֱמִינוּ בַאֲדֹנֵינוּ יֵשׁוּע הַמָּשִׁיחַ׃
2c141600e2	וְעַתָּה הִנְנִי מְמֻשָּׁךְ עַל־פִּי הָרוּחַ לַהֲלֹךְ יְרוּשָׁלָיְמָה וַאֲנִי לֹא יָדַעְתִּי דְּבַר־מָה יִקְרֵנִי שָׁם׃
2c141700d1	זוּלָתִי אֲשֶׁר־רוּחַ הַקֹּדֶשׁ יְנַבֵּא עָלַי בְּכָל־עִיר וָעִיר לֵאמֹר כִּי־כְבָלִים וַחֲבָלִים נָכֹנוּ לִי׃
2c14180152	אֲבָל־נַפְשִׁי לֹא תִיקַר לִי מִתִּתָּהּ לְמַעַן מַלֵּא וְכַלֵּה אֶת־מְרוּצָתִי וְאֶת־פְּקֻדָּתִי הַשּׂוּמָה עָלַי מֵאֵת הָאָדוֹן יֵשׁוּעַ לְהוֹדִיעַ אֶת־בְּשׂרַת חֶסֶד אֱלֹהִים׃
2c1419014a	וְעַתָּה הִנֵּה־נָא יָדַעְתִּי כִּי אַתֶּם כֻּלְּכֶם אֲשֶׁר בִּימֵי מַהֲלָכַי וּמַסָּעַי הוֹרֵיתִי אֶתְכֶם אֶת־מַלְכוּת הָאֱלֹהִים כִּי לֹא־תֹסִפוּן עוֹד לִרְאוֹת אֶת־פָּנָי׃
