0100000008	Génesis
11021400a9	Ester no le había dicho a nadie a qué familia y nación pertenecía, tal como Mardoqueo le había ordenado, pues Ester lo obedecía como cuando estaba bajo su cuidado.
11021500df	Un día en que Mardoqueo cumplía sus funciones en el palacio, dos oficiales del rey, Bigtán y Teres, que eran guardias de la puerta del palacio, estaban hablando muy enojados contra el rey y planeando la forma de matarlo.
110216007e	Mardoqueo se enteró y le dio la información a la reina Ester, la que a su vez la transmitió al rey, en nombre de Mardoqueo.
11021700bd	Se investigó el asunto, y se halló que los dos hombres eran culpables, así que los colgaron en la horca. Todo esto fue debidamente registrado en el libro de las crónicas del rey Asuero.
11030100bb	Poco después, el rey Asuero honró a Amán hijo de Hamedata, descendiente de Agag, con el cargo de ministro. Amán pasó a ser el funcionario más poderoso del imperio, después del rey.
11030200e1	Todos los que trabajaban cuidando el palacio real se inclinaban delante de él con gran reverencia cuando pasaba, porque así lo había ordenado el rey. Pero Mardoqueo se negaba a arrodillarse y a inclinarse delante de Amán.
1103030112	Por eso, sus compañeros de trabajo, le preguntaron, una y otra vez, «¿Por qué desobedeces la orden del rey?». Como Mardoqueo no les hacía caso, lo denunciaron ante Amán, para ver si Mardoqueo se atrevía a decirle que era judío, tal como se los había dicho a ellos.
1103050060	Cuando Amán se enteró de que Mardoqueo no se arrodillaba ni inclinaba ante él, se enfureció.
1103060092	Y cuando se enteró de que Mardoqueo era judío, decidió acabar, no sólo con este, sino con todos los judíos que vivían en el reino de Asuero.
1103070117	Para determinar el momento más propicio para la acción, echó suertes. Lo hizo en el mes primero, es decir, en el mes de Nisán, del año doce del reinado de Asuero, y se decidió, según las suertes, que la matanza debía llevarse a cabo en el mes doce, que es el mes de Adar.
110308012b	Amán se presentó ante el rey para hablarle del asunto, y le dijo: ―Hay un pueblo esparcido por todas las provincias del reino, cuyas leyes son diferentes a las de todas las naciones y, por eso, ese pueblo se niega a obedecer las leyes del rey. ¡Su Majestad no puede permitir que sigan viviendo!
11030900cd	Si le agrada, dicte un decreto para que sean destruidos, y yo pagaré trescientos treinta mil kilos de plata, para que sean incorporados a la tesorería real, a fin de sufragar los gastos que esto demande.
11030a009c	El rey estuvo de acuerdo, y quitándose el anillo del dedo, se lo entregó a Amán hijo de Hamedata, descendiente de Agag, acérrimo enemigo de los judíos.
11030b0067	―Guárdate el dinero —le dijo el rey—. Te entrego ese pueblo. Haz con él lo que bien te parezca.
11030c0154	Entonces se acordó que el día trece del mes de Abib todos los secretarios del rey se reunieran, para escribir las órdenes de Amán. Estas órdenes fueron escritas en el idioma de cada pueblo, en nombre del rey Asuero y selladas con el anillo real. Luego se enviaron a los gobernadores y autoridades de cada región y provincia del reino.
11030d0107	Fueron, pues, enviadas por medio de mensajeros a todas las provincias del imperio, decretando que todos los judíos, jóvenes y viejos, mujeres y niños, debían morir el día trece del mes doce, que es el mes de Adar, y que se les quitaran todas sus propiedades.
11030e00da	En las cartas se decía que este edicto debía ser proclamado como ley en todas las provincias y debía hacerse conocer a todo el pueblo, para que todos estuvieran preparados para cumplir su deber en el día señalado.
11030f00de	El edicto fue enviado por medio de los mensajeros más rápidos del rey, después de haber sido proclamado en la ciudad de Susa. El rey y Amán se sentaron a beber, mientras que la ciudad se llenó de confusión y pánico.
110401009c	Cuando Mardoqueo supo lo que se había hecho, rasgó su ropa, se vistió de luto, se echó ceniza en la cabeza y salió por la ciudad dando gritos de dolor.
1104020062	Se detuvo ante la puerta del palacio, porque a nadie se le permitía entrar vestido de esa manera.
11040300ed	De igual manera, cuando la noticia de la orden real llegaba a las distintas provincias donde vivían judíos, estos sentían mucho dolor, ayunaban, lloraban y se lamentaban amargamente. Muchos se vestían de luto y dormían sobre ceniza.
11040400cb	Cuando las sirvientas y los guardias de Ester fueron y le contaron lo que ocurría con Mardoqueo, ella se sintió profundamente perturbada y le mandó ropa para que se quitara el luto, pero él se negó.
11040500e3	Entonces Ester mandó a buscar a Hatac, uno de los hombres de confianza del rey que había sido puesto a su servicio, y le dijo que fuera a preguntarle a Mardoqueo cuál era el problema y por qué estaba actuando de esa manera.
1104060058	Hatac salió a la plaza de la ciudad y encontró a Mardoqueo en las afueras del palacio.
11040700b6	Mardoqueo lo puso al tanto de todo y de los trescientos treinta mil kilos de plata que Amán había prometido entregar a la tesorería del rey a cambio del exterminio de los judíos.
110408012f	Además, Mardoqueo le dio a Hatac una copia del decreto del rey en el que se condenaba a todos los judíos, y le pidió que se lo mostrara a Ester y le contara lo que estaba ocurriendo. También le pidió que le dijera a Ester que fuera a ver al rey y le suplicara que no le hiciera tal mal a su pueblo.
1104090040	Hatac regresó enseguida ante Ester con el mensaje de Mardoqueo.
11040a003c	Ester le dijo a Hatac que regresara a Mardoqueo y le dijera:
11040b00f8	«Todo el mundo sabe que cualquiera, sea hombre o mujer, que entre a la presencia del rey sin ser llamado por él está condenado a morir, a menos que el rey le tienda su cetro de oro. ¡Hace más de un mes que el rey no me llama a su presencia!».
11040c0033	Hatac fue y le dio el mensaje de Ester a Mardoqueo.
11040d0083	Entonces Mardoqueo le mandó a decir: «¿Piensas que porque estás en el palacio escaparás cuando los otros judíos sean muertos?
11040e00dd	Si callas en un tiempo como este, Dios salvará a los judíos de alguna otra manera, pero tú y tu familia morirán. ¿Y quién sabe si no es para ayudar a tu pueblo en un momento como este que has llegado a ser reina?».
11040f002a	Entonces Ester envió a decir a Mardoqueo:
1104100116	«Ve y reúne a todos los judíos de Susa y pídeles que ayunen por mí. Diles que no coman ni beban durante tres días con sus noches. Yo y mis sirvientas haremos lo mismo. Luego, aunque está estrictamente prohibido, me presentaré ante al rey. ¡Si he de morir, que muera!».
1104110027	Mardoqueo hizo lo que Ester le ordenó.
110501009b	Tres días más tarde, Ester se puso sus vestiduras reales y entró al patio interior, al salón real del palacio, donde el rey estaba sentado en su trono.
1105020091	Cuando el rey vio a la reina Ester que estaba de pie allí, le agradó y le tendió el cetro de oro. Ester se acercó y tocó la punta del cetro.
1105030093	―¿Qué deseas, reina Ester? —le preguntó el rey—. ¿Cuál es tu petición? Te daré todo lo que quieras, aun cuando sea la mitad del reino.
11050400a0	Y Ester replicó: ―Si de verdad Su Majestad quiere complacerme, le suplico que asista, junto con Amán, esta noche a un banquete que he preparado en su honor.
11050500d0	El rey se volvió hacia sus sirvientes y les dijo: ―Vayan y díganle a Amán que venga pronto, para que asistamos al banquete que la reina Ester ha preparado. El rey y Amán asistieron al banquete de Ester.
110506009e	Mientras bebían vino, el rey le volvió a decir a Ester: ―Ahora dime qué es lo que realmente quieres, y yo te lo daré, aun cuando sea la mitad del reino.
11050700f2	Ester entonces le contestó: ―Mi petición, mi más profundo deseo, es que si Su Majestad me ama, y quiere concederme mis deseos, venga mañana con Amán a otro banquete que he preparado para ustedes, y allí le explicaré de qué se trata.
11050900c1	¡Cuán feliz estaba Amán cuando salió del banquete! Pero al pasar por la puerta del palacio notó que Mardoqueo no se puso de pie ni hizo reverencia delante de él, así que se puso furioso.
11050a0062	Sin embargo, se refrenó y siguió hasta su casa y reunió a todos sus amigos y a su esposa Zeres,
11050b00c0	y se jactó delante de ellos acerca de su riqueza, de sus muchos hijos, y de cómo el rey lo había honrado y lo había convertido en el hombre más poderoso del reino, después del mismo rey.
11050c00da	Enseguida lanzó su exclamación triunfal: ―Sí, y Ester, la reina, me ha invitado a mí solamente para que vaya con el rey al banquete que ella ha preparado para nosotros. ¡Y nos invitó para otro banquete mañana!
11050d0090	Pero todo esto de nada sirve cuando veo que Mardoqueo, el judío que se sienta frente a la puerta del rey, se niega a inclinarse delante de mí.
11050e0188	―Bien— respondió Zeres su esposa, y concordaron con ella todos sus amigos—. Haz preparar una horca de veintidós metros y medio de alto, y en la mañana pídele al rey que haga colgar a Mardoqueo en ella. Cuando esto haya sido realizado, tú podrás seguir alegremente para reunirte con el rey en el banquete. Esto agradó a Amán inmensamente, y ordenó que fuera construida la horca.
110601007b	Aquella noche, al rey se le fue el sueño y ordenó que le leyeran las crónicas de su reino, que estaban en la biblioteca.
11060200d4	Leyeron hasta el punto en que se relataba la forma en que Mardoqueo había delatado a Bigtán y Teres, los dos oficiales del rey, encargados de vigilar la puerta del palacio, que habían planeado asesinar al rey.
1106030080	―¿Qué recompensa le hemos dado a Mardoqueo por haber hecho esto? —preguntó el rey. ―Nada— respondieron sus oficiales.
11060400cc	En ese preciso momento, Amán entraba al patio exterior del palacio, para pedirle al rey que colgara a Mardoqueo en la horca que había preparado. Por eso, el rey preguntó: ―¿Quién está en el patio?
1106050063	―Es Amán, Su Majestad —le respondieron sus oficiales. ―Díganle que venga —ordenó el rey.
11060600cd	Entonces Amán entró y se presentó delante del rey, que le preguntó: ―¿En qué forma honrarías a un hombre al que yo deseo honrar? Amán pensó: «¿A quién querrá honrar el rey más que a mí?».
1106070065	Y respondió: ―Haría traer ropas reales que el rey haya usado, el caballo del rey, la corona real,
11060900f0	y ordenaría a los príncipes más nobles del rey que lo vistieran y lo llevaran por las calles montado sobre el caballo del rey, y que fueran anunciando delante de él: “¡De esta manera el rey honra a una persona que le ha agradado!”.
11060a00e2	―¡Magnifico! —dijo el rey—. Toma las vestiduras y el caballo, y haz así con Mardoqueo, el judío que trabaja en la puerta real. Hazlo todo en la misma forma que lo has sugerido, sin que se te escape ni un solo detalle.
11060b00b9	Amán tomó las vestiduras, se las puso a Mardoqueo, lo hizo montar en el caballo del rey, y lo condujo por las calles gritando: «¡De esta manera el rey honra a los que le agradan!».
11060c0069	Después de esto, Mardoqueo regresó a su trabajo, pero Amán se retiró a su casa. Se sentía humillado.
11060d00b7	Cuando les contó a su esposa Zeres y a todos sus amigos lo que había ocurrido, ellos le dijeron: ―Si Mardoqueo es judío, no podrás destruirlo. ¡Oponerte a él será tu derrota!
11060e0084	Mientras aún discutían con él, los mensajeros llegaron para conducir a Amán rápidamente al banquete que Ester había preparado.
110701003b	El rey y Amán llegaron al banquete que Ester les preparó.
11070200c9	Nuevamente, mientras bebían vino, el rey le preguntó a la reina Ester: ―¿Cuál es tu petición, reina Ester? ¿Qué es lo que deseas? Cualquier cosa que sea. ¡Te daré hasta la mitad de mi reino!
1107030094	La reina Ester le contestó: ―Si de verdad me he ganado el favor de Su Majestad, y si lo desea, le ruego que salve mi vida y la vida de mi pueblo.
110704010a	Porque mi pueblo y yo hemos sido vendidos a quienes quieren destruirnos. ¡Estamos condenados a la destrucción total! Si sólo hubiéramos sido vendidos como esclavos y esclavas, yo no me quejaría delante de Su Majestad, pues eso no sería motivo para inquietarlo.
1107050067	―¿De qué estás hablando? —le preguntó el rey Asuero—. ¿Quién se atrevería a hacerte daño?
1107060083	Ester replicó: ―¡Nuestro enemigo y adversario es este malvado Amán! Entonces Amán se perturbó delante del rey y de la reina.
11070700c2	El rey se levantó y salió del banquete al jardín del palacio. Pero Amán se quedó suplicándole a la reina Ester que le salvara la vida, porque sabía que ya no contaba con la ayuda del rey.
