2800000009	ማቶስ
2d070800c9	ጎማ ሙሴታ ህግንዘንካ Ꮊዳን ክተንካ ካሪ Ꮊፍሶ አንግርንም ሙዳ እ አንገርድን ግንዳ ይሴ። ሙሴታ ህግ ካያ ማቼ ጎማ ደእሳንዴ።
2d070900cc	ኤና እሪ ሙሴታ ህግ ካየንደትᎺይካ እታ ሰንፔካ ዶቅድ Ꮊቃቴ፥ ሙሴታ ህግንታ ክተና Ꮊዳንደትካ ማቼ እ ደእስንካ ጎማ ካሪ Ꮊፍሴ።
2d070a0077	ሰንፓ ካንተረ እምምሳንዳ ሙሴታ ህግንታ ክተና እስታዘን ደእንም ተይᎺዴ።
2d070b008a	ጎማ ሙሴታ ህግንታ ክተንም ጎግ ማስሶ እም ገስሴ፥ ኮትኮ ክተንታ ጎግንከረ እም ደይሴ።
2d070c008d	ኮካንታ ሙሴታ ህግና ጎመዘንካ ፋስምሳንዴ፥ ክተንከሰረ ፋስምሳንደትኬ ዶፈን ና ኡርሜ።
2d070d0149	ይና፥ ኮና ኡርማ ማቻን ሪና እካንታ ደእንም ተይᎺዳ ጋይንትዮ? ኩን ካዬ! ኬዛር ማቼ ጎማ፥ ጎማ ማትሶ Ꮊፈርድን ግንዳ ኡርማ ሪይንጎካ ደእንም እዘን ተይ Ꮊዴ፥ ኮነረ ማቻንዳ ጎማ ክተንጎካ እንድንካ ጎማ ማቼ።
2d070e00a4	ሙሴታ ህግና አያናርንካ ማትንተንም ኤዝዶቴ። እታ ማቼ ጎመታ አይላ ማትካንታ ሰንምስባብ ዋሄክንባብቴ
2d070f0099	እታ እ ይድንደትም ኤዝዳክቴ እ ሶልምድንደትም ሪን ይይን ዛቅስቶ እ ቦዝድንደትም ርይም ይድቴ።
2d07100084	ይና እ ይድንዳ እ ዝግዳክን ሪም ማቼ ሙሴታ ህግና ኡርማ ሪ ማትንተንም ማርከርድቴ።
2d07110077	እ ይዝግዳክንደት ርይም እ ይድንዳ እስታ ዋር ዶቅድን ጎመና ዳት እታ ካይቴ
2d07120118	እንካ አነረ እስታ ዋሄታ እዘንካ Ꮊረሰነረ ኡርማ ሪካየንደትም ኤዝድቴ፥ ኡርማ ርይን ይይንታ ካንታ ዝግመት እስታ ዶቅስንከረ ዎራ ኮትኮ ኡርማ ርይን ይይካንታ ማድባብ ካይቴ።
2d071300c0	እ ታ ይይያዶቅድንደና ይይካንታ እ ዝግድንደትም ኡርማ ሪይንም ይያቴ፥ ኬዛር ማቼ እ ዝግዳክንደትም ዳቅል ርይም ይድቴ።
2d071400af	ይካንታ እ ዝግዳክንደትም ዳቅል ርይም እ ይድንዳ ማቼ ኮም ይድንዳ እስታ ዋር ዶቅድንዳ ጎመና ዳት እታ ካይቴ።
2d071500b3	ኮካንታ ህግ ፍክስዘን Ꮊቅንደትም ሰድቴ ኡርማ ርይን ይይካንታ እ ዝግድንካ ዳቅልሪ እ ይያባብ እም ገቀርስዚዴ።
2d0716003d	እስታ ዋርንዳ ሳብታ ህግንካ ጉርምዴ።
2d07170134	ማታጋካ ዳት እስታ ማክቼናር ህግንካ ክክን ይምኤረርቶ እስታ ዘነንታ ሱከንከስታ ዋር ፍግዝድን ጎመንታ ህግና ዞከርስባብ እም ማዝድንደትም አብ ህግ እስታ ዘነንታ ሱከናር ዶቅድንደትም ሰድቴ።
2d0718006e	እታ Ꮊረከካ መይዳክን ኤደረ! ኮ ደእድን ዘነንዘንካ Ꮊይ እም አቅዝዳ?
2d07190133	ዎንታ ጮይስን የሱስ ክርስቶስጎካ እም አቅዝድን ሳብንካንታ ጋለት ማታ! ይና እታ እስታ ማክቼንካ፥ ሳብታ ህግንታ ቆልምድባብ እ ማድንካ እስታ ዋሄንታ እዘንካ ጎመታ ህግንካ ቆልምድባብ ማትቴ።
2d08010067	ኮካንታ የሱስ ክርስቶስካ ዶቅድባብኬዘን ታ ከታዘን ኡርክ ካዬ።
2d080200b8	የሱስ ክርስቶስካ Ꮊፈርድንደትም ሰንፓ እምድን አያን ጭልንታ ህግና ጎመታርንኬ ደእታ ህግናርንካ ዉቺ ዎም ዉችቴ።
2d0803014a	ኤድ ጎማባብ ማትንተታ እዘንታ ጋፍንተንዘንካ አምሳንዳ፥ ሙሴታ ህግና ይይካንታ ማታክንደትም ሳብ ይቴ፥ ይንታ ገታ ይንችንመረ ጎመክንባብ ኤታ ካምስካ ጎማጎካ ኦይትሶ ክታ ዋሄንካ ጎመንም ፍርደካ Ꮊልእሴ።
2d080400cd	ኮመረ ክት ይሳንደና ዋሄታ ጋይተካ ማታክናና አያንታ ጋይተንካ ዎ ኦንግድባብ ዎንካ ዶፈንን ሙሴታ ህግንታ ክተና ቦድምድን ግንዴ
2d080500e6	ኤታ ጎማ ፍግዝድን ዋሄንታ ጋይተካ ዶቅድባብከስ ኤታ ጎማ ፍግዝድን ዋሄንታ ገቅርን፥ አያንታ ጋይተንካ ዶቅድባብ ማቼ አያንታ ርይን ገቀርደኬ።
2d080600b7	ኤታ ጎማ ፍግዝድን ዋሄትንደትም ገቅርና ደእም ተይᎺዴ፥ አያንትንደትም ገቅርና ማቼ ሰንፔንምኬ ሳራትችን እምዴ።
2d080700d6	ኤታ ጎማ ፍግዝድን ዋሄትንደትም ገቅርድባብ ኤድ ሳብታ ህግንካንታ ክትማይን ካንተኬ ክትምካንተረ ማታይንካንታ ሳብካ ይምኤርድባቤ።
2d08080089	ኤታ ጎማ ፍግዝድን ዋሄንታ ገቅርንካንታ ቆልምድባብከስ ሳብም ጉርምስካንታ ማታየኬ።
2d0809010d	የታ ማቼ ሳብታ አያን የንታዋር ዶቅድንዳ ማቼ አያንታ ገቅርካ ዳት ኤታ ጎማ ፍግዝድን ዋሄንታ ገቅርካ ዶቃየቴ፥ ክርስቶሰታ አያን ካየንባብ ኤታ ክርስቶሰታ ኖ ኮች ካዬ።
2d080a00c0	ክርስቶስ የንታዋር ማቼ Ꮊረሰረ ዎራ የንታ ዋሄና ጎመንጎካ ደእድንዳ ማቼ ሳብ የም ጭልሳንካንታ የንታ አያንና ሰንፔኬ።
2d080b0127	የሱሰም ደእያርንካ አምስባብ ሳብታ አያንና የንታዋር ዶቅሴ የሱስ ክርስቶሰም ደእያርንካ አምስባብ፥ የንታዋር ዶቅድን አያንንጎካ የንታ ደእድን ኤደትቼንካንታ ጮይስ ሰንፔን እምዴ።
2d080c012f	ኮካንታ እስታ እስመንከስኬ ምችነንክሶ! ዎ ዶቅድን ዶቅንትንካ ነገዳክንዳ ባዛ ዎንዘን ዶቅዴ፥ ኬዛር ማቼ ኮና ዎንዘን ነገዳክን ባዘና ኤታ ጎማ ፍግዝድን ዋሄንታ ገቀርግንዳ ዶቅካንታ ካዬ።
2d080d00f5	ኤታ ጎማ ፍግዝድን ዋሄንታ ገቅርካ የ ዶቅሴ ደእደቴ፥ ኬዛር ማቼ፥ አያንጭልንታ ዎልቀካ የንታ ጎማ ፍግዝድን ዋሄንታ ፍክስን የ ደይሴ ሰንፔካ ዶቅተረቴ።
2d080e0050	ሳብታ አያንካ ጎርስምድባብ ሙደና ሳብታ ይንችኬ።
2d080f00f3	ኮካንታ “ባቦ! ዎንታ ባቤኖ!” ጋይሰቶ የ ኤልድንድትም ክታ ይንች የ ማድንደታ አያን ተየት ዳት ጳስካ ዶቅካንታ አናካርንካ አይላትቸታ አያንን ተያከቴ።
2d0810008f	ሳብታ አያን ዎንታ አያንንካ ክክን ማትሶ ሳብታ ይንች ዎንታ ማትንትን ዎካንታ ማርከርዴ።
2d0811010c	ይና ሳብታ ይንቺ ዎ ማቼ ክት ዎካንታ ግክሳንደትም ተይድባቦቴ፥ ክርስቶሰከረ ክክን ተይዶቴ፥ ታ ክርስቶሰታ ማጠን ተይድባብ ዎ ማቼ ኮታ ቡር ክታ ቦንቼን ካስምድባቦቴ።
2d081200c2	ታ ዎንታ ማጠና ኦስ እሪ ዎካንታ መያ ማድን ቦንቼንካ ክክን ዎ የርግዝደ Ꮊራ ርይከረ የካ ማትካንታ ማታይንደትም ፋይድቴ።
2d0813006b	ፍዝር ሙዳ ሳብታ ይንችንከስታ መያ ማትን አንድር ሱነካ ካርዝደኬ።
2d081400cb	ፍዝር ሙዳ ዉቺኩን ማድንግንዳ ፋረድምቴ፥ ኮነረ ይንታ ማታ አንግርካ ማታክናና ጉርምካ ካርዝድንግንዳ ይሳን ሳብታ ጋይተንኬ።
2d081500f1	ጉርምነረ ፍዝርና ይንታ ማታርንካ ካይንተታ አይላትቻርንካ ዉቺ ዉትሶ ሳብታ ይንችንከስካ ክክን ዉቺ ማትንተተኬ ቦንቸን ካስምድባብ ማድንደት ግንዴ።
2d08160095	ፍዝር ሙደና ዋልቀዘን ታካ የለልታ እቺርታ ማጣ የጅንካ አትርዘን ዶቅድንደትም ዎታ ኤዝዶቴ።
2d08170162	ኬዛር ማቼ አትርዘን ዶቅድን ፍዝርና Ꮊክ ካዬ፥ እርንደትም አያን ጭልንታ ዉቺ እምንተን ዎታ ተይባብ ከስ ዎተረ ዎንታ ዘነንታ ናክ ማችባብ ሳብታ ይንች ማትንተን Ꮊድን ጉርምካ ካርሰሮቶ ዎንታ ዋር ዘነካ አትርዘን ዶቅዶቴ።
2d081800f5	ዎ አቃንደና ኮት ኮ Ꮊድን ጉርምንኬ። ኬዛር ማቼ Ꮊድን ጉርምን ዎ ይድን ርና ሰድምድንደትም ማቼ Ꮊድን ጉርም ማትና ነገዴ፥ ሰድምድንደትም Ꮊይ ጉርም ይዳ?
2d08190059	ዎ ሰዳክን ርም ጉርም ዎ ይሳን ማቼ ዳንዳእካ ካርዝዶቴ።
2d081a0102	ኮት ኮግንደረ Ꮊስግንዳ ምክስ ዎም ዝግዝዳ ናከረ ዎ ኤዝዳክንካንታ አያን ጭልና ዎንታ ጋፍንካ ዎም አላ አልዴ፥ ኬዘካ መያ ማዳክንደት አትርካ ዎካንታ ጋልትምዴ።
2d081b00e5	ኤታ ቡደን ኤዝድባብ ጮይስና አያን ጭልንታ ገቅርና Ꮊራ ኮት ማቸረ ኤዝዴ። አያን ጭልና አመንድባብከስካንታ ጋልትምድንዳ ሳብታ ጋይተንግንዴ።
2d081c00d0	ሳብም ሶልምድባብከስካንተኬ ክታ ጋይተን ግንደረ ኤልምስባብ ኤድንከስካንታ ሳብ ሙዳ ርን ኡርመን ከትካንታ ይድንደትም ኤዝዶቴ።
2d081d010b	ኮነረ ማቻንደታ ጎግና እርምሶ ክት ኤስባብከስ ይንችንም ኬት ካምድንግንደኬ ይንችነረ በድ እስምንከስታ ዎክያርንካ ባይራ ማድንግንዳ ሳብ እርምሶ ማታ ጋይሳንካንቴ።
2d081e009e	እርምሶ ይ ማታ ጋይስባብከስም ኬትም ኤልሴ ይ ኤልስባብከስመረ ጭልሴ ይ ጭልስባብከስመረ ቦንችሴ።
2d081f006c	ይና ኮርንካንታ Ꮊሮንት ጋይዳ? ሳብ ዎንካ ክክን ማቼ Ꮊይ ዎም ግርዳ?
2d082000df	ሳብ ይንታ ይንች ዋልቀንካንታ አጨራክ ዶቅሶ ዎካንታ ስክስት ክት እምሳንካ Ꮊስግንዳ ይንታ ይንችንካ ክክን ሙዳ ርም ዉቺ ዎካንታ እማይንዳ?
2d0821005f	ሳብ እጅባብከስም Ꮊይ ካሴዝዳ? ኬትም ጭልዝድባብ ሳብ ኖዬ።
2d082200e4	Ꮊይራ ፋረድባብ? የሱስ ክርስቶስ ኬታዘን ፋረዶ? ኖ ዎካንታ ደእስባብ፥ ደእያርንካ አምሶ ሳብ ባቤንታ ምዝዘን ዶቅስባብ ዎካንታ ጋልትምድባቤ።
2d08230100	ክርስቶስታ ሶልመንዘንካ ዎም ፋስካንታ ማድባብ Ꮊይራ? ዘሮ አነረ ማጦ? ዳይርዮ፥ አነረ ዳቅዮ? አነረ ዘና ጫለንካ ማቶ፥ አነረ፥ ደእካንታ የልዝድንዶ? አነረ ማሶ?
2d082400c5	ኮነረ፥ “የስጎካ ሰጫ ሙዳᎺይካ በድ ርና ዎም ደይዝዴ፥ ማችምድን ቆልንከስ ግንደረ ፋይድምሶቴ” ጋይምሶ ጻፍምሳን ግንዴ።
2d0825008d	ይና ዎም ሶልምስባብ ክርስቶሰካ ከና ሪንከስም ሙዳ ጋምንተካ ጋምድባብከዘንካ ስግዶቴ።
2d082600cd	ኮካንታ ደእ ማቼረ ሰንፓ ማቼረ ክታይንች ማቼረ፥ ገችንባብከስ ማቼረ ታ ዶቅድንዳ ማቼረ ቡር Ꮊድንዳ ማቼረ አንድርንከስ ማቼረ፥
2d0827012d	ጬክን ጋይንታ ማችንከረ ይርክን ጋይንታ ማቼረ Ꮊምነረ ፍዝር ማችንከረ ዎንታ ጮይስን የሱስ ክርስቶሰካ ዎ Ꮊፍሳን ሳብታ ሶልመንዘንካ ፋስካንታ ማድንዳ Ꮊረርየረ ካየንደትም ገታ ኤዝድቴ።
2d090100bc	ክርስቶሰካ ዶፍንን ኬዝድቴ፥ ማልዳክቴ፥ አያን ጭልንካ ጎርስምድንደና እስታ ገቀርንረ እ ማልዳክንድትም ማርከርዴ።
2d09020054	አንድር ሞርእኬ ነገዳክንዳ ማጣ እስታ ቡዳር ዶቅዴ፥
2d090300cc	ዋሄካ እስታ ሱሳ ማችባብ እስታ ገርነንከስካንታ ጋየርቶ እታ ክርስቶዘንካ ፋስምስቶ ሳብታ ባድና እዘን የልደረ ሶልምድት ዶቆ።
2d09040177	ከታ እስራኤልን ከሰኬ፥ ሳበረ ከትም ይንታ ይንች ማስሴ፥ ይንታ ቦንቼንም ከትካንታ መያ ማስሴ፥ ጫቀረ ኬትካንታ አርደዴ፥ ሳብ ህገረ ኬትካንታ እምቴ፥ ሳብታ ጭል ኤሄንታ ጎይንንታ ዎገን ከትካንታ ሰችሴ፥ ጉርም ቃለን ከትካንታ እምሴ።
2d09050124	ኬታ ይንታ አጥርንካ ኤና እሪ ባቤንከዘንካ Ꮊድባብ ከሰኬ፥ ክርስቶሰረ ዋሄካ ክት Ꮊዳንዳ ከታ ሱሰናርንኬ፥ ኖ ኬት ሙደንዘንካ ስግዬ፥ ስለንክንደተረ አንጅምስባብ ጮይስዬ፥ አምንኤ!
2d090600a2	ማታጋካ ዳት ሳብታ ቃለና ኦክምቴ ጋይንት ካዬ፥ እስረልንከስታ ሱሳ ሙደና ዶፈን እስራልንከስ ካየኬ።
2d090700f1	ኮት ኮግንደረ አብራሀመታ ሱሳ ሙደና አብራሀመታ ይንቸኬ ጋይንት ካዬ። ሳብ አብራሀመም “ሱሳ የስካንታ አጥምድንዳ ይሳቀኬ” ክትካንታ ጋይሳንካንቴ፥
2d090800d2	ኮካንታ ዋሄካ አጠርምስባብከስ ሳብታ ይንቺ ካየኬ ኬዛርካ ማቼ ሱሳ ማትሶ ፋይድምድባብከስ Ꮊድን ጉርም ቃለንታ ይንችንከስ Ꮊከኬ።
2d090900ae	ኮነረ ሳብ እምሳን ጉርም ቃለና “ታይን ለእ ስላ ኮዘን Ꮊድቴ፥ ሳረረ አⷝና ይንችና አእተሬ” ጋይድንዳ Ꮊቄ።
2d090a00c2	ኮነረ Ꮊክ ማታክናና ሪብቃ ኤና እሪ አጥርምስባብ ዎንታ ባቤን ማችባብ ይሳቀዝንካ መንቲ ይንችንከስም ኮት ስርሳንደትካ፥
2d090b00e8	ሳብታ እድና ፍክስካ ማታክናና ኤልንተካ ማትን መያ ማስካንታ ቃስተን ይንችንከስ አጠርተርንደትኬ ዳቅልነረ ማታ ኡርመን ኬት ይተርንደታ እርምሶ
2d090c0080	ሳብ ሪብቀም “ባይረና ይንታ ካንስንካንታ ቆልምድባብ ማተረ” ኮትካንታ ጋይሴ።
2d090d007d	ኮነረ “ያይቆበም ሶልምሳቴ ኤሳውም ማቼ ይዝንሳተ” ጋይምሶ ጻፍምሳን ግንዴ።
2d090e0093	ይና Ꮊሮንት ጋይቴ? ሳብ ኤታ ባለንካንታ ኦስንደ ጋይንትዮ? ሳብ ኤታ ባላካንታ ቦድሶ ኦስናዬ!
2d090f00a1	ሳብ ሙሴም “እታ አጭርካንታ እ ዝግድባብም አጨርድቴ፥ እ ሶልማካንታ ዝግድባብም ሶልምድቴ” ጋይቴ።
2d09100088	ኮካንታ ሳብታ እድና Ꮊፈርድንዳ ኤታ ጋይተኬ ኤታ ፍክስካ ማታክናና ሳብታ አጭርንኬ።
2d09110129	ኮት ጎካ ጭል ማጻፍናር ግብጽ ፍጨንታ ባንችንካንታ “የስካ እስታ ዎልቀን ሰችካንተኬ እስታ ላምነረ ኮ ፍጫሙደንዘን ኤስምድንግንዳ ይካንታ የስም ባንችምስትቴ” ጋይድንዳ ቃላ ጻፍምቴ።
2d09120079	ኮካንታ ሳብ ይዝግድባብም አጨርዴ ይዝግዳክባብመረ ጉልማባብ ክትም ማዝዴ።
2d091300e6	ኮካንታ “ሳብታ ጋይተን ግርካንታ Ꮊየሰነረ ማታዬ፥ ይና ኖ ኤድንከስም ከታ ዳቅል ፍክስንካ Ꮊረትክ ይንኤርዳ” ጋይሳዮ እም ኦይዝዳይ ማተራዬ።
2d091400d6	የና ኤችኖ! ሳብካ ክክን በርምካንታ Ꮊራ የስታ ሽኒ ዶቅዳ? ድግድ ሪይና ኡርዝድባብም “Ꮊረተስ ኩን ይይሶ እም ኡርሳሬ?” ጋይካንታ ማዶ?
2d091500cd	ድግድ ር ኡርዝድባብ ዋልቃ ካምድን ፍጨዘንካ ዋልቀን ቦንቻካንታ፥ አብን መይዳክን ፍክስካንታ ማስሶ ፍክስካንታ ክታ እብላ ካዮ?
2d091600e8	ሳብ ይንታ ዋጭንም ሰችካንተኬ ይንታ ዎልቀንም መይምስካንታ ዝግሶ ካይካንታ ግግምስባብከስም በድᎺይካ ኬትም ዳንዳእታናንከረ Ꮊረስ የና ኤዝዳ?
2d091700b1	ኮመረ ክት ይሳንደና እርምሶ ቦንቻካንታ ይ ግክሳን ይ አጨርስባብከስካንታ ይንታ ቦንቼንታ በድምን ሰችካንቴ።
2d09180083	ክታ አጭርና አይሁድንከስም Ꮊክ ማታክናና አይሁድ ማታክባብከሳርከረ ዎም ኤልቴ።
2d091900fa	ኮነረ ሳብዘንካ ኤሰርሶ ኬዝድባብ ሆሳዕካ፥ “እስታ ዎርሳ ማታክባብከስም ‘እስታ ዎርሳ!’ ሶልምማክንባብከስም ዎርሰን ‘ሶልምምስባብ!’ ጋይስቶ ኤልድቴ፥
2d091a00ca	ኬታ ‘እስታ ዎርሳ ካየቴ’ ጋይምሳን ካርያር፥ ‘ስለንካ ዶቅድባብ ሳብንታ ይንች ጋይምሰኮ ኤልምደኬ’ ኩን ጋይምሳንግንዴ”።
2d091b00e7	ኢሳሰረ እስራኤልንከስ ጎካ ኬዝድዮ፥ “እስራኤል ይንችንታ ፋይደነረ ባሀርናር ሻም ግንዳ በጀረ ዎራ ከታርንካ አቅድባብከስ ቶክመንከስ Ꮊከኬ፥
2d091c00a9	ጮይስ ጋምአክ ዶቅሶ ሳነካ ኮ ፍጫሙደንዘን ፍርደን ፋረዴ”። ኩንጋየሮ ይንታ ኡፍስንም ጬክሳ ይይሶ ኬዜ።
2d091d0102	ኮትኮግንደረ ኢስያስ “ሙደንም ቆልድባብ ጮይስና ሱሳ ክት ዎካንታ ነግሳክናና ሶዶመኬ ገሞራ ካተመንከስ ካይዳንግንዳ ዎተረ ካይዶት ዶቆ” ጋየሮ እርምሶ ኬዝቴ።
2d091e00c8	ይና Ꮊሮንት ጋይዳ ጭለትችን ጎርስማክባብ አይሁድማታክባብከስ ጭለትችን Ꮊፍሰኬ፥ ኮነረ ጭለትችና አመንዘንካ Ꮊፈርድንዴ።
2d091f00d8	ኬዛርካ ማቼ ጭልትችን Ꮊብዝድን ሙሴታ ህግን ጎርስምድ Ꮊቅባብ እስራኤልን ከስ ህግንም ቦድክሳ ከታ ነግንተንካ ጭለትችንደር የላከኬ።
2d0920011c	“Ꮊራ ጎከረ ከት ጭላትችንደር ከት የላክንደና?” ጋይምሴ ከታ ጭለትችን Ꮊፍካንታ ከት ዝግዛንደና አሜንካ ማታክናና ፍክስካ ማቻንካንቴ፥ ኮካንታ ኮተርዝድን ሰይንካ ኮተርሰከ፥
2d09210128	ኮነረ፥ “ኮሰቸቴ ይና ኤድንከስም ኮተርዝድን ሰይንና ጽዮናር ዎድቴ፥ ኮነረ ሰይንና ኤድንከስም ኮተርስካ ዋችዝድንዳ ላዝዬ፥ ክትካ አሜንድባብ ማቼ ኦስናዬ” ጋይምሶ ጻፍምሳን ግንዴ።
2d0a0100da	እስታ እስመንከስኬ ምችነንከሶ! እስታ ቡዳር ዶቅድንደና አንድር አንግርንኬ ሳብድር እ ምግዝድን ምክስና እስራኤልንከስ አቅድንግንዴ።
