2800000005	Macho
2c0508009f	Bita biih wu le lɛ, “Gɛh sɛ̂ɛŋ mɛ, binɛ le bige bichii bì bena jwɛɛŋ be gesɛ kijusɛ kɛɛ yu?” Wu chvuu lɛ, “Ɛɛŋ, le bi nɛ bichii.”
2c05090110	Bita ka wu biih wu le lɛ, “Bena jwɛɛŋ ge nɛɛ fɛ bɛŋ seesɛ ki bɛŋ môŋ Kiyo ki Tada lɛ? Yêgɛ yû, mɛɛse nchiŋ yi bamii ba gɛnɛ ki bo jiiyɛ jwɛɛŋ le wa a yeh fwɛɛŋ, bo lé bo lêe bo tûu tɛ wo bo bû bɛ wo bo gɛ̂ɛŋ bo jîiyɛ.”
2c050a00bd	No Bita jɛmɛ noo, kimimia Safɛla mo wu gwe a wu jii wu kwe. Chuu yi bamii baa doo bo lee bo yɛŋ wù nyu wu kwe wa, bo mo bo tuu wu bo bu bɛ wu bo gɛɛŋ bo jiiyɛ mbebe jwɛɛŋ le.
2c050b0059	Kintaashɛ ki bamii ba mbɛmɛ kichii mo bamii bachii ba gɛ̀ yu saaka wuyu faaŋ baaŋ.
2c050c00d4	Booŋ ba ntuŋ ba Jiso tu bo gee mwɛɛ mù duunyi bvuŋga bvu Nyo bɛ mwɛɛ mù duude mu de yì yunɛ a bamii ntɛnɛɛ. Bamii ba mbɛmɛ bachii gɛ̀ taashi fɛ Kibuu ki Salamoŋ le fɛ yeh yi kintanyɛ le.
2c050d005e	Gɛ muh wu nchɛ gɛ̀ mone ki wu tâashi bɛ bo gɛ. Geenɛ bamii tu bo bɛɛŋse bo chuule.
2c050e0063	Bilɛŋsɛ bɛ bikɛse ba duude ba gɛ̀ leesɛ muntele yi Tada le, tu bo taade fɛ ŋgoo yiboo le.
2c050f00cb	Mwɛɛ mù booŋ ba ntuŋ ba Jiso gɛ̀ gee, ge bamii tuude bamii ba binchɛŋ bo giŋse mbebe jé le yi binta le mo yi bijinɛ le, lɛ sege Bita doo wu fede, mo nyu gɛh kinjiinyi ke ki gwe yi muh le.
2c051000a0	Binchvu bi bamii jade bilaantɛŋ bi mbebe Yɛlusalɛm le bi too bɛ bamii ba binchɛŋ mo ba kɛme biyo bì yiide ye yi boo le, ba fɛde bo bachii bo tɛɛme.
2c0511007c	Kikwɛɛ ki bachiji kintanyɛ bɛ ŋgoo ye yì gɛ̀ bee Basadushii gɛ̀ ja bo kɛ bo tu bo ghɛge booŋ ba ntuŋ ba Jiso,
2c05120040	bo mo bo tuŋ bamii bo gɛɛŋ bo koo bo, ba faa yeh yi ncha le.
2c0513007c	Geenɛ, antaŋ nchɛndaa wu Tada gɛ̀ gwenyɛ de yi fwese yi yeh yi ncha wu bvusɛ bo. No wu bvuse bo, wu mo wu jɛmɛ lɛ,
2c05140092	“Bɛŋ gɛ̂ɛŋ yeh yi kintanyɛ le kibɛɛ, bɛŋ gɛ̂ɛŋ bɛŋ lɛ̂ɛŋ bɛŋ fêeji fiɛɛ fichii bamii le kune kinche kifɛŋ kinɛ.”
2c05150166	No bo yu noo, bo mo bo gɛɛŋ. Akfuuŋ gɛ̀ doo a yuude, bo lee fɛ yeh yi kintanyɛ le, bo mo bo kɛ bo tu bo yɛyi bamii. Gɛh kife kiyu le, kikwɛɛ ki bachiji kintanyɛ bɛ bamii be ba ŋgoo, bo kuŋ bamii ba Ishwala ba sage woŋ bachii bɛ bo shii, bo mo bo tuŋ bamii ba nchi ki bo gɛɛŋ yeh yi ncha le, bo gɛɛŋ bo to bɛ booŋ ba ntuŋ ba Jiso.
2c05160046	Bo gɛɛŋ bo bu fo bo gooŋ bo sɛŋ bo mo bo tu jiŋ bo sɛɛŋ lɛ,
2c051700c0	“Bee le be gɛɛŋ be bu fɛ yeh yi ncha le, bee yɛŋ de yi fwese nyu ba faa chuule bamii ba nchi lɛme fo bo chiɛɛne. Bee doo be gwenyɛ yeh bee lee bee baaŋ yɛŋ gɛ muh le yu gɛ.”
2c051800c2	Kikwɛɛ ki bamii ba nchi ba gɛ̀ chiɛɛne yeh yi kintanyɛ bɛ bachiji kintanyɛ ba baaŋ baaŋ yu noo, fi fuuŋsɛ bo, bo tu bo ghaade laa bo lé bo gê bo tû faaŋ bɛ finɛ fiɛɛ lɛ.
2c05190094	Muh ja wu lee wu jɛmɛ bo le lɛ, “Bɛŋ yû, bamii baa ba bɛŋ chi baŋ yeh yi ncha le, bo lɛme wa fɛ yeh yi kintanyɛ le bo yɛyi bamii.”
2c051a00eb	No bo yu noo, kikwɛɛ ki bamii ba nchi, bɛ ŋgoo ye mo bo bu bo gɛɛŋ bo jo bo, bo tu bo too bɛ bo. Geenɛ, bo gɛ̀ baaŋ jo gɛ bo bo kaaŋ lo bo gɛ, nje bo, bamii ba nchi baa gɛ̀ faane lɛ bamii baa le bo tûmɛ bo bɛ ata.
2c051b008f	Bo to bɛ booŋ ba ntuŋ ba Jiso, bo lee bɛ bo, bo lɛɛŋ fwe a bamii ba sage woŋ. Kikwɛɛ ki bachiji kintanyɛ biide bo mwɛɛ wu duu lɛ,
2c051c0129	“Bee le be moŋ wa ki be lejɛ lo lɛ keefɛ bɛŋ ka bɛŋ môŋ bɛŋ yɛ̂yɛ muh kune jee chi muh wunɛ gɛ. Geenɛ, bɛŋ yɛ̂ŋ fiɛɛ fì bɛŋ moŋ! Bɛŋ le bɛŋ ge wa n'yɛyɛ wene saaŋe Yɛlusalɛm achii. Bɛŋ goone ki bɛŋ gê fi dûunyi lɛ bee kee fiɛɛ fɛ kwe ye le.”
2c051d006f	Bita bɛ ŋgoo yi booŋ ba ntuŋ ba Jiso chvuu lɛ, “Bee kɛme ki be yû nyu Nyo le, nyume gɛ a muh le gɛ.
2c051e0059	Bɛŋ gɛ̀ ta Jiso yi kintaaŋ le wu kwe. Nyo wu bachiji chiji wese bvusɛ wu yi kwe le,
2c051f00bf	wu bɛɛŋsɛ wu, wu shiishɛ wu a kibo ke kinchiɛɛŋ le, lɛ wu nyûme Chiji kikwɛɛ mo Mbvusɛ, fi le lɛ bamii ba Ishwala kûsɛ muntele muboo, wu wù Nyo lɛ̂ɛshɛ bimbefɛ biboo.
2c052000a1	Bee le be yɛŋ mwɛɛ munɛ le, bee mo be tu be sɛŋe bamii le, Kiyo ki Yuude kì Nyo nyaa bamii ba yuge wu le ki toone tɛ lɛ mwɛɛ munɛ le nchiɛɛŋ.”
2c0521007a	No bamii ba gɛ̀ sage woŋ yu njɛmɛ wunɛ noo, muntele bɛde lo bo. Bo mo bo goone ki bo yuuyɛ booŋ ba ntuŋ ba Jiso.
2c0522010a	Geenɛ, muh mu ŋgoo yi bamii ba gɛ̀ sage woŋ le, wù jee che gɛ̀ bee Gamala, nyu muh wu Bafalashii ka nyu muh wù duunyi banchi ba Nyo, bamii bachii ŋgvuune wu chuule wu ja we. No wu ja we, wu jɛmɛ bo le lɛ bo ya bo bvusɛ booŋ ba ntuŋ ba Jiso akfuuŋ.
2c05230095	Wu shɛɛ wu jɛmɛ bamii ba gɛ̀ sage woŋ le lɛ, “Bamii ba Ishwala, bɛŋ jô wɛɛ bɛ fiɛɛ fì bɛŋ goone ki bɛŋ gê bɛ bamii banɛ.
2c052400f5	Bɛŋ kwâjɛ lɛ gɛ̀ bee kife kimi le, muh mu ja fɛnɛ ba tɛŋe lɛ Tioda, wu tu wu duunyi lɛ wu le muh wù baaŋ. Bamii banyɛ a wu jiŋ njɛ gii yinɛh. Ba gɛ̀ yuuyɛ wu ŋgoo ye saaŋe, fiɛɛ fì wu gɛ̀ too bɛ fi laayɛ achiji.
2c052500a9	Ajiŋ ayu, muh mu ka wu ja kife kì ba gɛ̀ taŋe bamii ba tɛŋe lɛ Juda, nyu muh wu Galalee. Wu chii bamii wesee a wu jiŋ. Ba gɛ̀ yuuyɛ tɛ wu, ŋgoo ye saaŋe.
2c052600e1	Yi finɛ le, ntêefe bɛŋ lɛ keefɛ bɛŋ gê fiɛɛ bɛ bamii banɛ gɛ. Bɛŋ chînɛ je yiboo le! Finɛ le lɛ fiɛɛ fì bo too bɛ fi finɛ bo ka yɛyi bamii yu finɛ nɛ kɛ muh wu wuŋ, tu fi le fi laayɛ achiji.
2c0527008f	Nɛ fi le lɛ fiɛɛ fiyu kɛ Nyo, tu gɛ taŋlo bɛŋ ge bɛŋ so bo gɛ. Bɛŋ yɛ̂nɛ, keefɛ fi jâ fi bû lɛ bɛŋ juu nyu bɛ Nyo.”
2c0528010b	No Gamala jɛmɛ noo, bamii ba gɛ̀ sage woŋ bo yu nteefe ye, bo kaasɛ bo tɛɛŋ booŋ ba ntuŋ ba Jiso bo lee. No bo lese noo, bo taaŋ bo, bo chiisɛ lo lɛ keefɛ bo ka bo môŋ lo bo yɛ̂yɛ muh kune jee chi Jiso gɛ, bo mo bo chinɛ bo le lɛ bo gɛ̂ɛne.
2c05290070	No bo bu yu bo ja bo gɛɛne fiboo bo yuge nyu njoŋ lɛ bo le bo kojɛ bamii ba, ba choose bo nje jee chi Jiso.
2c052a00a5	Lɛ bo gɛɛŋ noo, bo ka bo tu bo yɛyi bamii aju achii fɛ yeh yi kintanyɛ le mo ala le, bo feeji saaka wù joŋe wu Jiso, lɛ Jiso le Mbvusɛ wù Nyo gɛ̀ ka.
2c0601010a	Lɛ nyu kife kimi le, no ŋgoo yi bamii ba mbɛmɛ gɛ̀ kuu yi gɛɛne fwe Bajuu ba gɛ̀ jɛme nyu jɛ́ yi Glek bo ja bo kɛ bo tu bo shuŋshi Bajuu ba gɛ̀ jɛme jɛ́ yi woŋ, lɛ bo gaji mwɛɛ ba kwɛŋkfu le aju achii bo yɛde gɛ ba kwɛŋkfu baboo le gɛ.
2c060200d4	Noo, booŋ ba ntuŋ ba Jiso ba yuufe ncho bafɛɛ mo bo kuŋ ŋgoo yi bamii ba mbɛmɛ bachii bo jɛmɛ bo le lɛ, “Gɛ fi kooji lɛ bee chînɛ ki be fêeji jɛ yi Nyo bee gɛ̂ɛŋ be shîi yi gabe le gɛ.
2c060300f2	Booŋ ba bwe wese, fi joŋe lɛ bɛŋ bâayɛ bamii bvusooshwi a bɛŋ ntɛnɛɛ, bee nyâ lɛme chinɛ chiaaŋ yiboo le. Bɛŋ doo bɛŋ baayi bɛŋ bijɛ nyu bamii ba kɛme kinche kì joŋe, bo yisɛ bɛ Kiyo ki Yuude bo ka kɛme bvufee.
2c06040058	Noo, bee mo be nyâ bikwɛɛ biɛsa nyu yi buunɛ le bɛ yi lɛme chi jɛ yi Nyo le.”
2c0605012a	Bamii bachii yu ntaŋ wɛɛ, wu joŋ bo le. Bo mo bo baa Tifiŋ wu nyume muh wù mbɛmɛ we le wu yisɛ chuule wu nyu wu yisɛ tɛ bɛ Kiyo ki Yuude. Bamu nyu Filib bɛ Blukolu, Nikano bɛ Timoŋ, Balmɛna bɛ Nikola wù gɛ̀ bee muh wu Antiok wù gɛ̀ kaasɛ lo wu tu muh wu mbɛmɛ wu Bajuu.
2c06060072	Bo mo bo jo bamii banɛ bo leesɛ fwe a booŋ ba ntuŋ ba Jiso le, bo gɛɛ chiaaŋ yi bo le, bo buunɛ fɛ bo le.
2c060700a6	Jɛ yi Nyo mo yi saaŋe yi gɛɛne lo. Ŋgoo yi bamii ba mbɛmɛ yi Yɛlusalɛm tu yi kuu yi gɛɛne fwe chuule Bachiji kintanyɛ ba duude lee tɛ muntele yi Jiso le.
2c06080093	Tifiŋ gɛ̀ bee wu yisɛ bɛ nfii wu Nyo bɛ bvuŋga, wu gee mwɛɛ mù jwe wù yunɛ, bɛ mwɛɛ mù duunyi bvuŋga bvu Nyo a bamii ntɛnɛɛ.
2c060900de	Bamii bamu gɛ̀ ja bo kɛ bo tɛɛnyi bɛ ba Tifiŋ. Bamii baa gɛ̀ bee Bajuu ba gɛ̀ ja Sɛliŋ bɛ Alɛksanda mo Silisia bɛ Ɛsia. Gɛ̀ bee bamii ba yeh yi buunɛ yi ba gɛ̀ tɛŋe lɛ yi Nfa ba bu wa yi Bvunfa le.
2c060a0066	No bo gɛ̀ tɛɛnyi noo, Kiyo ki Yuude nya Tifiŋ bɛ bvufee, muh nyume gɛ yu wu le no wu so wu gɛ.
2c060b007e	Bo mo bo ja bo bɛɛse bamii bamu ajiŋ ajiŋ ki bo mbîane lɛ, bo le bo yu Tifiŋ jɛme jɛ́ yì befe kune Musɛ bɛ Nyo.
2c060c00d3	No bo ge noo, bo mo bo shiŋshɛ muntele mu bamii, bɛ mu bamii ba sage woŋ, mo mu bamii ba duunyi banchi ba Nyo. Bo mo bo lee yi Tifiŋ le, bo jo wu bo gɛɛŋ bɛ wù fwe a bamii ba woŋ ba gɛ̀ sage bansa.
2c060d00ea	Bamii baa ka bo to bɛ bamii bamu bo lɛme jiŋ yi nsa wu chimbiaŋ, bo tu bo kooyi mwɛɛ yi Tifiŋ le bo duu lɛ, “Gɛ muh wunɛ to wù nyu njɛ wu jɛme jɛ́ yì befe kune yeh kintanyɛ yinɛ bɛ banchi ba Musɛ lɛ sɛŋ gɛ.
2c060e0099	Bee le be yu wa wu jɛme lɛ Jiso wu Nasalɛ wɛɛ le wu sa yeh yi kintanyɛ yinɛ, wu ka wu kusɛ kinche kesa ki woŋ kì Musɛ gɛ̀ yɛyɛ bee yu.”
2c060f0091	Bamii bachii ba gɛ̀ bee yeh yi nsa le noŋ ajii yi Tifiŋ le, bo ja bo yɛŋ bvushi bwe kaasɛ wa ye bvu tu bvu fiɛɛnɛ bvu nchɛndaa wu Nyo.
2c07010061	Kikwɛɛ ki bachiji kintanyɛ biih Tifiŋ le lɛ, “Mwɛɛ mù ba jɛme munɛ le nchiɛɛŋ?”
2c070200d0	Tifiŋ chvuu lɛ, “Bachii bɛ booŋ ba bwɛɛŋ, bɛŋ yêgɛ bɛŋ yû. Nyo wu bvukugɛ gɛ̀ bunɛ fɛ chiji wese wù Ablaham le wu baaŋ wu chee Misobotɛmia, fɛ wu ja wu gɛɛŋ wu tu wu chee Alaŋ,
2c07030072	wu jɛmɛ wu le lɛ, ‘Chînɛ kfuu chuŋ le, wo bû woŋ wene le, wo gɛɛŋ woŋ wu nlé ndûnyɛ wo le.’
2c07040086	Noo, wu mo wu ja Chadia ayu, wu gɛɛŋ wu tu wu chee Alaŋ. Chiji gɛ̀ doo wu kwe, Nyo ge wu ja wu to yanɛ a bɛŋ chee yo mɛɛse.
2c070500cd	Wu tu wù nyu yanɛ, Nyo gɛ̀ baaŋ nya gɛ wu mo bɛ gwɛŋ gɛ, geenɛ, wu ka lɛ wu lé wu gê wu nyâ wu woŋ kfunɛ nyû we bɛ kiŋgogɛ ke. Nyo gɛ̀ ka noo, Ablaham baaŋ a kɛme gɛ mwa gɛ.
2c07060096	Nyo ka wu jɛmɛ wu le lɛ, ‘Kiŋgogɛ kuŋ lé ki gê ki nyû bantolo woŋ wumu le, ki lɛne bvunfa yo, ba nyuse bɛ bo yi biluŋ le gii yinɛh.
2c07070073	Nlé ŋgê nôŋ ŋgɛ yi woŋ wuyu le, kiŋgogɛ kuŋ lé ki gê ki bû yo ki tô ki bûunɛ Nyo yanɛ.’
2c0708014f	Nyo ka wu ji leh bɛ Ablaham, njiŋɛ wu leh wunɛ le lɛ Ablaham lé wu gê wu chvûse booŋ be yeh. Ablaham gɛ̀ boo Asik, lɛ doo nyume aju nyaaŋ wu chvuu wu yeh. Asik gɛ̀ boo Yakob wu chvuu tɛ wu yeh. Yakob gɛ̀ chvûu tɛ booŋ be ba yuufe ncho bafɛɛ yeh ba le bachiji chiji besa fɛ kfuu chesa besabɛŋ to chi saane.
2c070900c0	Bachiji chiji besa baa gɛ̀ ja bo tu bo bɛɛne kindoŋ bɛ Yosɛf wù mwa bwe bo, bo mo bo gesɛ wu, wu gɛɛŋ wu tu wù nyu nfwa woŋ wu Ijib le. Geenɛ, Nyo tu wu jiiŋe gɛh fɛ wu le,
2c070a00d1	wu fii wu yi baŋgɛ be le bachii. Nyo ka wu nya wu bɛ bvufee, wu fɛ Falawu, Nfoŋ wu Ijib tu wu koŋe wu, wu mo wu gɛɛ wu lɛ wù nyû ŋkfuŋ we wù baaŋ, wu ka nyu muh wù jîiŋe fɛ kfuu che le.
2c070b007e	Jɛŋ gɛ̀ ja yi koo Ijib aju achii mo Kanan, bamii yɛŋ ŋgɛ baaŋ. Bachiji chiji besa gɛ̀ kɛme gɛh fiɛɛ fijile gɛ.
2c070c0080	Yakob gɛ̀ yu lɛ mwɛɛ munjile le Ijib, wu mo wu tuŋ booŋ be ba le bachiji chiji besa, bo gɛɛŋ yo ŋgɛnɛ wu fweele le.
2c070d0087	Bo gɛ̀ doo bo kaasɛ bo gɛɛŋ yo ŋgɛnɛ wu kinfɛɛ le, Yosɛf mo wu ge booŋ ba bwee kɛɛ wu. Wu mo wu dunyɛ tɛ bo Falawu le.
2c070e00a2	Yosɛf mo wu chiiŋsɛ ntuŋ fɛ Yakob wu chiji le, lɛ wu bɛ kfuu che chichii tò Ijib. Kfuu chi Yakob gɛ̀ bee kife kiyu le muh mbaŋbvusooshwi ncho batɛŋ.
2c070f006a	Yakob yu noo, wu mo wu jo kfuu che chichii bo boh Ijib. Wu bɛ bachiji chiji besa gɛ̀ kweeyɛ yo bachii.
2c0710006a	Bo gɛ̀ tuu agvuŋ aboo bo kaasɛ bo to, bo jiiyɛ Shɛkem a jɛŋ yi Ablaham gɛ̀ gu a booŋ ba Amo le.
2c07110070	Kife gɛ̀ doo ki kojɛ ki Nyo lé wu gê fiɛɛ fì wu gɛ̀ ka wa Ablaham yu, bamii besa duu wa Ijib baaŋ.
2c0712003d	Bamii ba Ijib gɛ̀ ghaa nfoŋ wumu wu ya kee gɛ Yosɛf gɛ.
2c07130080	Nfoŋ wuyu mo wu wɛɛne, wu ghɛge bamii besa, wu tooŋse lɛ bachiji chiji besa nôoŋe mu mwonɛ mu booŋ akfuuŋ bo kweeyi.
2c07140072	Le kife kinɛ kì ba gɛ̀ boyɛ Musɛ, nyu mwa wù joŋe baaŋ fɛ Nyo le. Bo kɛmɛ wu yeh yi kii le yi tɛde,
2c0715007c	bo mo bo jo wu bo gɛɛŋ bo gɛɛ akfuuŋ. Mwa Nfoŋ Falawu wù kwɛse gɛ̀ gɛɛŋ wu boŋ wu, wu lɛyɛ wu njɛ mwa ye.
2c07160078	Bo mo bo yɛyɛ Musɛ bɛ bvufee bvu bamii ba Ijib bvuchii, wù nyu muh wù kee njɛmɛ bɛ ki wu gêe mwɛɛ chuule.
2c07170086	Wu gɛ̀ doo wu bu biluŋ mbaanyɛ, wu ja wu kwajɛ lɛ wu lé wu gɛ̂ɛŋ wu yɛ̂ŋ no booŋ ba bwee ba le bamii ba Ishwala nyume.
2c0718008a	Wu doo wu gɛɛne, wu yɛŋ muh wu Ijib nyuse muh wu Ishwala wumu. Wu lee fo lɛ wu chvuu kichvusɛ, wu mo wu yuuyɛ lo muh wu Ijib wɛɛ.
2c07190086	Wu gɛ̀ kwaji lɛ booŋ ba bwee le bo kɛɛ lɛ tuŋ Nyo wu lɛ wu tô wu bvûsɛ bo yi ŋgɛ le. Geenɛ, bo gɛ̀ baaŋ kɛɛ gɛ.
2c071a00ff	Bvu gɛ̀ bu bvu yuu, Musɛ ka wu gɛɛne, wu bu yi bamii ba Ishwala le bafɛɛ bo ja bo juu lɛbolɛbo. Wu lee fo ki wu gâde bvuju bvuyu, wu biih bo le lɛ, ‘Booŋ ba bwɛɛŋ, bɛŋ le muh bɛ mwa bwee, ge la bɛŋ fɛ bɛŋ juu lɛbɛŋlɛbɛŋ?’
2c071b008c	Muh wù gɛ̀ nyuse mwa bwee wɛɛ ka wu tooŋsɛ lo Musɛ, wu biih wu le lɛ, ‘Gɛle yɛɛŋ wo lɛ wo sâge bee, wo suunɛ bansa besa?
2c071c005a	Wo fɛnɛ ka goone ki wo yûuyɛ mɛ gɛh no wo chi yuuyɛ muh wu Ijib wɛɛ ŋguufɛ?’
2c071d0093	Musɛ yu noo, wu mo wu faaŋ wu ja woŋ wu Ijib le, wu fɛɛ lo wu gɛɛŋ wù nyu woŋ wu Midian le, wu gɛ̀ boo booŋ ba bilɛŋsɛ bafɛɛ yo.
2c071e0094	Lɛ nyume ajiŋ a biluŋ mbaanyɛ, nchɛndaa wu Nyo bunɛ fɛ Musɛ le, yi ŋgu le wu bɛde yi kite ki mbiaŋ le nchvuuŋ mbebe Mbegɛ wù Sina le.
2c071f0070	Musɛ yɛŋ fi gha wu, wu kɛŋsɛ mbebe le ki wu bîjɛ chuule no wu kɛŋse, wu yu Tada Nyo jɛmɛ wu le lɛ,
2c072000a6	‘Le mɛ wù Nyo wu bachiji chiji bena, Nyo wu Ablaham bɛ wu Asik mo wu Yakob.’ Musɛ yu noo, wu tu wu koge bɛ nfaaŋ baaŋ, wu gɛ ka wu moŋ lo wu jiŋɛ gɛ.
2c0721006b	Tada Nyo ka wu jɛmɛ wu le lɛ, ‘Bâayɛ balaba buŋ, nje fɛnɛ fɛ wo lɛme fo le kijusɛ kì yuude.
2c072200b1	Nle n'yɛŋ wa chuule no ba nyiɛge bɛ bamii baŋ Ijib, ŋka n'yu no bo tune, mɛ mo nshii nto ki mbvûsɛ bo yi ŋgɛ wuyu le. Yêgɛ yû, nlé ntûŋ wo Ijib mɛɛse.’
2c07230151	Musɛ wunɛ le wu wù bo gɛ̀ faŋ wa, bo biih wu le lɛ, ‘Gɛle yɛɛŋ wo lɛ wo sâge bee, wo suunɛ bansa besa?’ Le wu wù Nyo gɛ̀ tuŋ lɛ wu gɛɛŋ wù nyu muh wu ge wu sage bo, wu ge wu bvusɛ bo yi ŋgɛ le. Nyo gɛ̀ tuŋ nyu nchɛndaa we wu to yi kite ki mbiaŋ kì gɛ̀ bɛde kɛɛ le wu fejɛ ntuŋ wɛɛ wu le.
2c072400d9	Musɛ mo wu gɛɛŋ Ijib, wu ge mwɛɛ mu de yì yunɛ bɛ biŋgha bi mwɛɛ, wu bvusɛ bo yo. Wu ge mumu nyu fɛ joo yì Baaŋ yì Yɛɛde le, wu ka wu ge mumu nchvuuŋ a bo gɛ̀ jiɛnyi yo yi biluŋ le mbaanyɛ.
2c072500c7	Le Musɛ wuyu wu gɛ̀ jɛmɛ bamii ba Ishwala le lɛ, ‘Nyo lé wu gê wu bvûsɛ muh we wu ntuŋ wumu a booŋ ba bwe wene ntɛnɛɛ, wu chîiŋsɛ fɛ bɛŋ le, gɛh no wu gɛ̀ bvusɛ mɛ.’
2c072600e0	Ka nyume gɛh wu wù Musɛ wù nchɛndaa wu Nyo gɛ̀ jɛmɛ wu le yi mbegɛ wu Sina le kife kì kintaashɛ ki bamii ba Ishwala gɛ̀ bee nchvuuŋ bɛ bachiji chiji besa, Nyo nya jɛ yì nyaa kinche lɛ wu feesɛ bee le.
2c07270097	Geenɛ, bachiji chiji besa ka bo faŋ ki bo yu fiɛɛ fì Musɛ jɛme, bo baa lo jiŋ wu le, bo tu bo koŋe ki bɛ bo kaase bo tuu lo fiboo jiŋ Ijib.
2c072800ae	Bo mo bo jɛmɛ Aloŋ le lɛ, ‘Maa banyo bo lé bo sâa bee fwe, nje bee baaŋ ka kɛɛ gɛ fiɛɛ fì kooshi bɛ Musɛ wɛɛ wu gɛ̀ bvusɛ bee woŋ wu Ijib le gɛ.’
2c0729009c	Bo mo bo kɛnyɛ fimooso fi fiɛɛnɛ mwa naa, bo sɛɛyi nyáŋ bo ge kintanyɛ yu fi le, bo tu bo laŋeye yi fiɛɛ fì kɛnyɛ bo bɛ chiaaŋ yiboo le.
2c072a0116	No bo ge noo, Nyo mo wu baa jiŋ bo le, bo tu bo buune wa nyu fɛ juu bɛ kwii le mo jóŋ. Nyu gɛh no ba gɛ̀ saŋ a ŋwa wu bamii ba ntuŋ wu Nyo le lɛ, Nyo jɛme lɛ, ‘Bamii ba Ishwala, bɛŋ gɛ̀ sɛɛyi nyáŋ nchvuuŋ yi biluŋ le mbaanyɛ, bɛŋ tuufe nyu mɛ yu?
2c072b0126	Bɛŋ gɛ̀ jiɛnyi bɛŋ tuude nyu chuŋ yi nyo wù bo tɛŋe lɛ Molok, bɛŋ ka tuude joŋ yì ba kɛnyɛ lɛ le nyo wù jee le Lefaŋ, nyu mumooso mù bɛŋ gɛ̀ kɛnyɛ ki bɛŋ bûune mu. Nje finɛ, nlé ŋgê mbvûsɛ bɛŋ, bɛŋ bû bɛŋ gɛ̂ɛŋ bɛŋ fê lo Babiloŋ.’
2c072c00ae	Bachiji chiji besa gɛ̀ jiɛnyi nchvuuŋ bo kɛme chuŋ yì duunyi lɛ Nyo le bɛ bo, bo gɛ̀ fɛ chuŋ yɛɛ bii yɛɛŋyɛɛŋ no yi Nyo gɛh chunyɛ Musɛ le gɛ̀ bee.
2c072d010f	Booŋ ba bachiji chiji besa gɛ̀ fi, bo tuu bo to yû yanɛ kife kì bɛ ba Joshwa gɛ̀ lode nshɛŋ yi bituŋ bì gɛ̀ bee yanɛ le, nyu Nyo wu gɛ̀ gɛɛne fwe wu kuŋe bituŋ biyu. Chuŋ yiyu mo yi nyu yanɛ too bude kife kì Nfoŋ Dabi gɛ̀ sage woŋ kfunɛ.
2c072e0078	Wu yɛŋ lɛ Nyo koŋe wu chuule wu mo wu lɛgɛ lɛ Nyo bɛ̂ɛŋ wu jooŋ yeh wu nyâ wu wù Nyo wu Yakob chêe yu.
2c072f0033	Gɛ̀ jiɛnyi Salamoŋ wu jôoŋ yeh yi Nyo yɛɛ.
2c073000b0	Geenɛ, Tada Nyo wu le kikwɛɛ ki mwɛɛ munchii, to gɛ wu chee yeh yi jonɛ bamii le gɛ. Le gɛh yɛɛŋyɛɛŋ no muh wu ntuŋ wu Nyo wumu gɛ̀ saŋ wa lɛ Nyo jɛme lɛ,
2c073100b9	‘Fɛwe le kala waŋ, nshɛŋ yinɛ le kitege ki bikaa biaŋ. Tada jɛmɛ lɛ yeh yi taŋlo muh jooŋ lɛ le nyume yaŋ taŋlo yi nyu nɛɛ? Noo, kijusɛ le yu kì taŋlo nshii fo le?
2c0732002b	Gɛ fɛ mɛ mwɛɛ munɛ munchii gɛ?’”
2c073300d9	Tifiŋ mo wu ja wu jɛmɛ lɛ, “Bɛŋ tɛɛme bikwɛɛ baaŋ, muntele mwɛna bɛ bintuŋ biɛna le lo binshushu. Bena bachiji chiji bena le gɛh yɛɛŋyɛɛŋ. Bɛŋ faŋe segechii ki bɛŋ yûge Kiyo ki Yuude le.
2c0734010d	Muh wu ntuŋ wu Nyo wumu le yu wù bachiji chiji bena gɛ̀ baaŋ booŋ gɛ bikaa a wu jiŋ gɛ? Ba gɛ̀ yuuyɛ bamii ba ntuŋ ba Nyo ba gɛ̀ jɛmɛ wa lɛ Muh wu Lɛme wù Nyo wù Chaaŋ lé wu gê wu tô. Wu gɛ̀ to, bɛŋ gesɛ wu, bɛŋ ka bɛŋ yuuyɛ wu.
2c07350070	Ka nyume gɛh bɛŋ ba Nyo gɛ tuŋ banchɛndaa be bo nya banchi be bɛŋ le bɛŋ faŋ ki bɛŋ bîi bo le.”
2c07360064	No bamii ba gɛ̀ sage woŋ yu fiɛɛ fì Tifiŋ jɛmɛ, muntele bɛde lo bo, bo tu bo ŋgeji bige.
2c073700a5	Kiyo ki Yuude yisɛ yi Tifiŋ le, wu tu wu jiiŋe fie nyume we, wu ja wu yɛŋ n'yuu wu le wù Nyo le, wu ka wu yɛŋ Jiso wu lɛɛŋ a kibo kinchiɛɛŋ ki Nyo le.
2c07380097	Tifiŋ ja wu jɛmɛ lɛ, “Bɛŋ jîŋɛ bɛŋ yɛ̂ŋ, nle n'yɛŋ fɛwe gwenyɛ, muh wù jee che le Mwamuh lɛme a kibo kinchiɛɛŋ ki Nyo le.”
