010000000a	Medhetethi
0e1a030098	Ooziyani kawotiya wode iyaw laythi tammanne usupuna; I Yerusalaamen ishatammanne nam7u laythi kawotis. Iya aaye sunthay Yikoolo; iya Yerusalaame maccas.
0e1a040043	Iya aaway Amasiyaasi oothidaysada ika Godaa sinthan suureba oothis.
0e1a050074	Xoossas yashshi tamaarsida Zakariyasa wode I Xoossas ammanetidi oothis. Godaa I koyida wode ubban Xoossay iya anjis.
0e1a0600cf	Ooziyani Filisxeemetara oletanaw keyidi Gaate katamaanne iya heera, Yabina katamaanne iya heeranne Ashdooda katamaanne iya heera laallis. Yaatidi Ashdooda katamaa mataninne Filisxeeme giddon katamata keexis.
0e1a070059	Xoossay Ooziyaanas Filisxeemeta, Gurbaalan de7iya Arabetanne Ma7uuneta bolla xoono immis.
0e1a080062	Amooneti Ooziyaanas giiridosona. Ooziyani daro minnida gisho iya sunthay Gibxe zawa gakanaw keyis.
0e1a09008b	Ooziyani Maazane Pengiya matan, Zangaara Pengiya mataninne dirsaa Maazaniya matan adussa gimbe shakota essidi, Yerusalaame baasuwa minthis.
0e1a0a00e2	Iyaw zuma xaphoninne denban daro mehey de7iya gisho he bessatan adussa gimbe shakota gimbidi daro haatha ollata bookis. I goshshe dosiya gisho dere bollanne aradda biittan iyaw daro goshshanchotinne woyney tokeysati de7oosona.
0e1a0b009c	Ooziyaanas olaw giigida daro olanchoti de7oosona. Olanchota xaafey Yi7eelinne halaqay Ma7iseyi olanchota sunthaa mazgaben xaafidosona. Enta halaqay Hanaana.
0e1a0c004f	Banta aawata soo asaa bolla halaqatiya mino asati nam7u mukulunne usupun xeeta.
0e1a0d0092	Kawa morketara oletidi, banta kumetha wolqan kawa maaddanaw keyiya heedzu xeetanne laapun mukulunne ichashu xeetu olanchoti enta garsan de7oosona.
0e1a0e0074	Ooziyani olanchota ubbaas gondalle, toora, birata barneexa, tiran ma7iya xurure, dongenne yambarsha shuchu giigisis.
0e1a0f00fd	Ooziyani Yerusalaamen de7iya hiillanchoti wochiya adussa gimbe shakotanne katamaa dirsa gimbe maazaneta bolla donge dukiya miishetanne gita gita shuchata pixiridi holiya miisheta oosisis. Xoossay iya maaddin I daro minnis; iya sunthay ubba bessan keyis.
0e1a1000a7	Shin Ooziyani minnida wode otortis; otoroy iya kundethas gathis. Ooziyani Godaa ba Xoossa ammanetona ixidi ixaane cuyisiya bessan ixaane cuyisanaw Xoossa keethi gelis.
0e1a110056	Kahiney Azaariyasinne mino gidida hospun tammu Godaa kahineti iya kaallidi gelidosona.
0e1a120103	Kahineti iyako, “Ooziyana, neeni Godaas ixaane cuyisanaw bessaaka. Ixaane cuyisanaw bessey, geeyidi de7iya Aarona koche gidida kahineti xalaala. Ha geeshsha bessaafe keya! Neeni Godaa Xoossa bolla nagara oothadasa; neeni iyape boncho demmaka” yaagidosona.
0e1a1300d8	Gidoshin, ixaane cuyisanaw ba kushen ixaane cuyisiya miishe oykidi de7ishe hanqetis. Ooziyani kahineta hanqetishe Xoossa keethan ixaane cuyisiya bessaa matan kahineta sinthan eqidashin, iya som7on baro hargey bentis.
0e1a1400d6	Kahine halaqay Azaariyasinne hara kahineti ubbay iya xeelliya wode iya som7on baro hargey bentidaysa be7idi, ellesidi iya Xoossa keethafe kessidosona. Ika Goday iya seeridaysa erida gisho ellesidi yaape keyidi bis.
0e1a1500cd	Kawoy Ooziyani hayqana gakanaw he hargiyara de7is; Xoossa keethi gelonna mela digetis. He hargiya gaason dumma keethan barka de7is. He wode iya na7ay Iyo7atami, kawo gadho aawatethan oykidi biitta haarees.
0e1a160060	Kawoy Ooziyani oothida haraba ubbaa koyrope wursethi gakanaw Amoxe na7ay, nabey Isayaasi xaafis.
0e1a1700a6	Ooziyani hayqidi ba mayzata gakis. Asay iya, “Baro hargen oyketidaysa” yaagidi, kawota duufuwa matan moogidosona. I hayqin iya bessan iya na7ay Iyo7atami kawotis.
0e1b010092	Iyo7atami kawotiya wode iyaw laythi laatamanne ichasha; I Yerusalaamen tammanne usupun laythi kawotis. Iya aaye sunthay Yarusho; iya Saadoqa na7a.
0e1b0200a0	Iya aaway Ooziyani oothidaysada Iyo7atami Godaa sinthan suureba oothis. Iya aaway Xoossa keethi gelidaysada I gelibeenna; gidoshin, asay nagara ooso aggibeenna.
0e1b03006e	Iyo7atami Xoossa keethi geliya Qommo Pengiya zaaridi oothis; Yerusalaame Ofeela deriya bolla daro ooso oothis.
0e1b04006a	Derey dariya Yihuda biittan katamata keexis; wori dariya zumaa bolla miixanne adussa gimbe shakota gimbis.
0e1b050110	Iyo7atami Amoone kawuwara oletidi xoonis. Amooneti he laythi heedzu mukulunne oyddu xeetu kilo giraame bira, tammu mukulu kuntaale gidiya gistenne tammu mukulu kuntaale gidiya banga iyaw giiridosona. Amooneti nam7antho laythinne heedzantho laythi hessada iyaw giiridosona.
0e1b060044	Iyo7atami Godaa ba Xoossaa sinthan suure hemetida gisho daro minnis.
0e1b070080	Iyo7atama wode oosetida oosoti, I oletida olaynne I oothidaba ubbay Isra7eele kawotanne Yihuda kawota taarike maxaafan xaafetis.
0e1b080066	Iyo7atami kawotiya wode iyaw laythi laatamanne ichasha; I Yerusalaamen tammanne usupun laythi kawotis.
0e1b09006d	Iyo7atami hayqidi ba mayzata gakis. Enti iya Dawita kataman moogidosona. Iya bessan iya na7ay Akaazi kawotis.
0e1c0100a8	Akaazi kawotiya wode iyaw laythi laatama; I Yerusalaamen tammanne usupun laythi kawotis. Akaazi ba mayzay Dawiti suureba oothidaysada Godaa sinthan suureba oothibeenna;
0e1c02005f	I kase de7ida Isra7eele kawota ogiyan hemetis. Gujidi, Ba7aale eeqa goyinnanaw misileta medhis.
0e1c030099	Hinooma Zangaaran ixaane cuyisis; Goday Isra7eele asaa sinthafe gooddidi kessida asaa, ixetida ogiya kaallidi ba adde nayta taman xuuggidi eeqas yarshis.
0e1c040062	Akaazi dhoqa goyinno bessatan, dere huuphenne mitha kuya garsan yarsho yarshisinne ixaane cuyisis.
0e1c0500d3	Hessa gisho, Goday iya Xoossay iya Soore kawa kushen aathidi immis. Enti iya xoonidi, iya asaape darota di77idi, Damasqo efidosona. Qassi, Goday iya Isra7eele kawa kushen aathidi immin, kawoy iita shochi shocis.
0e1c06009a	Yihuda asay Godaa, banta mayzata Xoossaa aggida gisho Ramala na7ay Paaquhey Yihuda olanchotape issi xeetanne laatamu mukulu mino asata issi gallas wodhis.
0e1c070083	Efreema koche gidida mino olanchoy Zikiri, kawa na7aa Ma7iseya, kawo gadho shuuma Azirqaamanne kawa kaallidi de7iya Elqaana wodhis.
0e1c08008a	Isra7eele asay banta dabbotape nam7u xeetu mukulu maccasa, adde naytanne macca nayta di77idosona; enti daro di7uwa ekidi Samaare bidosona.
0e1c0900e5	Godaa nabey Odeeda geetetiya addey Samaaren de7ees. Odeedi Samaare biya olanchotara gahetanaw keyidi, “Goday, hinte aawata Xoossay Yihuda hanqetida gisho hinte kushen aathidi immis. Shin hinte enta salo gakida hanqon wodhideta.
0e1c0a00a9	Hessi gidonna ixin Yihudanne Yerusalaame maccanne addiya hinte aylle oothanaw qopeeta. Yaatin, hinte entada hanidi Godaa, hinte Xoossaa bolla nagara oothideta gideketii?
0e1c0b007d	Ha77i ta hintew odeysa si7ite. Godaa hanqoy hinte bolla wodhida gisho hinte di77idi, qachida hinte dabbota yeddite” yaagis.
0e1c0c00b1	Hessafe guye, Efreema kochaa halaqatape Yohaanana na7ay Azaariyasi, Mashilmoota na7ay Baraki, Salooma na7ay Yiziqanne Hadilaya na7ay Amaasi olape simmidaysata bolla dendidosona.
0e1c0d00c8	Enti “He di7etida asata nuuko ehopite! Kase nuuni Godaa bolla oothida nagaraanne naaquwa bolla haraa gujeeta. Koyroka nu nagaray daro gidiya gisho Isra7eele bolla Godaa hanqoy wodhis” yaagidosona.
0e1c0e0061	Hessa gisho, olanchoti di7etida asatanne miishiya halaqata sinthaninne de7iya sinthan immidosona.
0e1c0f014f	Sunthay haysafe qommon xaafetida asati dendi eqidi, di7etida asaa ekidosona. Enta giddon kallo de7eysatas di7uwape ma7onne caamma immidosona. Enta muzidosonanne ushshidosona; enta madunthaa bolla zayte tiyidosona. Daaburidaysata hare togisidi enta ishatako zambi de7iya Iyaarko katama efidosona. Hessafe guye, enti Samaare simmidosona.
0e1c100042	He wode kawoy Akaazi Asoore kawoy bana maaddana mela kiita yeddis.
0e1c110049	Edoome asati nam7antho Yihuda bolla dendidi, daro asaa di77idi efidosona.
0e1c1200c0	Filisxeemeti zuma xaphoninne Yihuda gadhan, Negebe mela biittan de7iya katamata olidi Beet-Sameesa, Eloona, Gaderoota, Sooko, Timina, Gimizonne enta heeran de7iya gutata oykidi yan de7idosona.
0e1c130069	Yihuda kawoy Akaazi Yihuda asaa nagara oosisida gishonne Godaas ammanetibona gisho Goday Yihuda kawushis.
0e1c140058	Asoore kawoy Telgeltelfelisoori Akaazako yidi iya meto bessisipe attishin, maaddibeenna.
0e1c150079	Akaazi Xoossa keethafe, kawo gadhopenne halaqatape darobaa ekidi, Asoore kawas immis. Shin hessi iya aykoka maaddibeenna.
0e1c160049	Kawoy Akaazi un7etida wode Godaas ammanetona ixidi meto bolla meto gujis.
0e1c1700d1	Bana xoonida Damasqo xoossatas yarshishe, “Soore kawota xoossati enta maaddida gisho tanaka enti maaddana mela taani entaw yarshana” yaagis. Shin he xoossati iyawunne Isra7eele asaa ubbaas dhayo ehidosona.
0e1c180093	Akaazi Xoossa keetha miisheta ubbaa shiishidi tincherethis. Xoossa keethaa pengeta gordis. Yerusalaamen dumma dumma bessan baw yarsho bessi keexis.
0e1c19008d	Akaazi hara xoossatas ixaane cuyisanaw Yihudan de7iya katamata ubban dhoqa goyinno bessata medhis. Yaatidi Godaa, ba aawata Xoossa hanqethis.
0e1c1a007d	Heko, Akaaza woden oosetida hara oosoti koyrope wursethi gakanaw Yihuda kawotanne Isra7eele kawota taarike maxaafan xaafetis.
0e1c1b00a1	Akaazi hayqidi, ba mayzata gakis. Yerusalaame kataman iya moogidosona; shin iya Isra7eele kawota duufuwan moogibookonna. Iya bessan iya na7ay Hizqiyaasi kawotis.
0e1d010095	Hizqiyaasi kawotiya wode iyaw laythi laatamanne ichasha; I Yerusalaamen laatamanne uddufun laythi kawotis. Iya aaye sunthay Abu; iya Zakariyasa na7a.
0e1d020047	Iya mayzay Dawiti oothidaysada Hizqiyaasi Godaa sinthan suureba oothis.
0e1d03005d	Hizqiyaasi ba kawotida koyro laythan, koyro ageenan, Xoossa keethaa pengeta dooyidi oorathis.
0e1d04004b	Kahinetanne Leeweta Xoossa keethaa doloha baggara de7iya dabaaban shiishis.
0e1d050096	Entako, “Leeweto, ta odeysa si7ite! Hintenatethaa geeshshite; Godaa hinte aawata Xoossa keethaa geeshshite; Xoossa keethaa tunisiyaba ubbaa diggite.
0e1d0600ae	Nu aawati ammanetibokona; Godaa, nu Xoossaa sinthan iitabaa oothidosona. Enti Godaa aggidi, Goday de7iya bessaafe banta som7o hara soo zaaridi, iyaw banta zokuwa zaaridosona.
0e1d07009e	Qassi, enti Xoossa keethaa pengeta gordidosona; xompeta toysidosona. Xoossa keethan Isra7eele Xoossaas ixaane cuyisibookona woyko xuussa yarsho yarshibookona.
0e1d080092	Hessa gisho, Godaa hanqoy Yihuda bollanne Yerusalaame bolla wodhis. Hinte, hinte ayfen be7eysada Goday enta bolla yashshi, dagamanne hirga yeddis.
0e1d090052	Hessa gaason, nu aawati mashshan hayqidosona; nu naytinne nu macheti di7etidosona.
0e1d0a0061	Godaa hanqoy nu bollafe kichana mela taani Godaara, Isra7eele Xoossara caaqanaw ta wozanan qopas.
0e1d0b00a2	Ta nayto, hinte Godaa sinthan eqana mela, iyaw oothana mela, iya oosancho gidana melanne ixaane cuyisana mela Goday hintena doorida gisho qelli goopite” yaagis.
0e1d0c0100	He bessan de7iya Leeweti haysafe kaallidi xaafetidaysata. Qahaata yaraape Amasaya na7aa Mahaatanne Azaariyasa na7aa Iyyu7eela. Maraara yaraape Abda na7aa Qiisanne Yihali7eela na7aa Azaariyasa. Gedisoona yaraape Ziima na7aa Iyo7akinanne Yo7aaha na7aa Edena.
0e1d0d004c	Elxafaana yaraape Shimiranne Uzi7eela. Asaafa yaraape Zakariyasanne Mataana.
0e1d0e0047	Amaana yaraape Yi7eelanne Same7a. Edotaame yaraape Shamayanne Uzi7eela.
0e1d0f0082	Enti banta dabbota shiishidi bantana geeshidaape guye kawoy enta kiittidaysada Godaa higgiyada Xoossa keethi geeshsho doomidosona.
0e1d1000c5	Hessa gisho, kahineti Godaa keethaa geeshshanaw gelidosona; Xoossa keethaa giddon de7iya tunaba ubbaa kessidi, Xoossa keethaa dabaaba ehidosona. Yaatin Leeweti ekidi Qediroona Zangaaran holidosona.
0e1d1100f1	Enti koyro ageenan, koyro gallas Xoossa keethaa geeshsho doomidosona; he ageenan hospuntho gallas barandaa gakidosona. Hara hospun gallas Xoossa keethaa goyinnoos giigisidosona. Koyro ageenan tammanne usupuntho gallas enti oosuwa polidosona.
0e1d1200d1	Leeweti kawa Hizqiyaasako gelidi, “Nuuni Xoossa keethaa, xuussa yarsho bessaanne yarsho bessan go7etiya miishe ubbaa, Godaa sinthan wothiya uythaa xarpheezanne he xarpheezan de7iya miisheta ubbaa geeshshida.
0e1d1300b7	Kawoy Akaazi kawotidi de7iya wode Xoossas ammanetona ixidi efida miishe ubbaa nu zaaridi geeshshida. Heko, nu geeshshida miishe ubbay Godaa yarsho bessa sinthan de7ees” yaagidosona.
0e1d140071	Kawoy Hizqiyaasi wontetha gallas wonta guura dendidi katamaa halaqata shiishidi, entara issife Xoossa keethi bis.
0e1d1500f8	Enti kawotethaa gisho, Xoossa keethaa gishonne Yihuda asaa gisho, laapun kormata, laapun marazeta, laapun dorsa urgetanne laapun koleta nagara yarshos ehidosona. Aarona koche gidiya kahineti, Godaa yarsho bessan haysata yarshana mela kawoy kiittis.
0e1d1600b9	Kahineti kormata shukidi suuthaa yarsho bessa bolla dharcidosona. Marazeta shukidi suuthaa yarsho bessa bolla dharcidosona. Dorsa urgeta shukidi suuthaa yarsho bessa bolla dharcidosona.
0e1d170077	Nagara yarshos haniya koleta kawa sinthenne asaa sinthe ehidosona; enti ubbay banta kushiya deeshata bolla wothidosona.
0e1d1800b8	Kawoy xuussa yarshonne nagara yarsho yarshana mela enta kiitida gisho kahineti deeshata shukidi Isra7eele asa ubbaa nagaray atto geetetana mela enta suuthaa yarsho bessan yarshidosona.
0e1d1900ab	Goday kawas qoncethi be7iya Gaadenne nabiya Naatana baggara kawa Dawiti kiitida kiita Hizqiyaasi kaallidi, Leeweta, daala, diithinne maasinqo oythidi Xoossa keethan essis.
0e1d1a004d	Leeweti Dawiti go7etiya yetha miisheta oykin, kahineti zaye oykidi eqidosona.
0e1d1b009a	Enti xuussa yarsho yarshana mela Hizqiyaasi kiittis. Xuussa yarshoy yarshetiya wode zayeynne Isra7eele kawa Dawita yetha miishetan Godaas yethi doometees.
0e1d1c006e	Xuussa yarshoy poletana gakanaw shiiqo ubbay Godaa goyinnees; yexeysati yexoosona; zaye punneysati punnoosona.
0e1d1d0056	Kahineti yarshuwa polida wode kawoynne iyara de7iya asa ubbay gulbatidi goyinnidosona.
0e1d1e00ba	Kawoy Dawitinne qoncethi be7iya Asaafi xaafida galataa mazmure Godaas yexana mela kawoy Hizqiyaasinne halaqati Leeweta kiittidosona; Enti ubbay ufaysan galatishe gulbatidi goyinnidosona.
0e1d1f00d8	Hessafe guye, Hizqiyaasi, “Ha77i hinte hintena Godaas dummayideta. Yarshonne galata yarsho Xoossa keethi ehite” yaagis. Shiiqida asay yarshonne galata yarsho ehidosona; wozani dosida asay xuussa yarsho ehidosona.
0e1d20008c	He shiiqida asay ehida xuussa yarsho tayboy laapun tammu kormata, xeetu marazetanne nam7u xeetu dorsa urgeta; he ubbay Godaas xuussa yarsho.
0e1d21004f	Issifetetha yarshos usupun xeetu kormatanne heedzu mukulu dorsati shiiqidosona.
0e1d220104	Gidoshin, xuussa yarsho ubbaa shukidi, galbaa qaaranaw de7iya kahineti taybon guutha gidiya gisho oosoy wurana gakanawunne hara kahineti bantana geeshshana gakanaw enta dabbo gidida Leeweti maaddidosona. Bantana geeshon Leeweti kahinetape aadhidi ammanetosona.
0e1d23009e	Xuussa yarshora shiiqiya issifetetha yarshuwa, modhuwanne ushsha yarshuwa gujiya wode xuussa yarshoy daro. Hessada hanidi Xoossa keethaa oosoy zaaridi doomis.
0e1d240062	Hizqiyaasinne asa ubbay oosuwa ellesidi polana mela Xoossay enta maaddida gisho daro ufaytidosona.
0e1e0100c8	Hizqiyaasi Godaa Isra7eele Xoossaa Paasika Ba7aale bonchanaw Yerusalaamen de7iya Xoossa keetha Isra7eele asaynne Yihuda asay yaana mela kiittis. Qassi, Efreema asaasinne Minaase asaas dabdaabe xaafis.
0e1e020070	Kawoy, halaqatinne Yerusalaamen shiiqida asa ubbay Paasika Ba7aale nam7antho ageenan bonchanaw qofa qachidosona.
0e1e030089	Gidiya kahineti bantana geeshshiboonna gishonne daro asay Yerusalaamen shiiqiboona gisho asay Paasika iya woden bonchanaw danda7ibookona.
0e1e040027	He qofay kawanne shiiqida asaa ufaysis.
0e1e0500ed	Hessa gisho, Godaa Isra7eele Xoossaa Paasika Yerusalaamen bonchanaw Barsaabepe doomidi Daane gakanaw de7iya Isra7eele asa ubbay yaana mela awaajanaw qofa qachidosona. Ha Paasika Baaliya kase higgiyan xaafetidaysada daro asi bonchibeenna.
0e1e060105	Kawoy kiitan, kiitetidaysati, kawanne shuumata dabdaabiya ekidi Isra7eelenne Yihuda ubbaa bidosona. Dabdaabey haysada yaagees; “Isra7eele asaw, Asoore kawa kushepe attida hinteko simmana mela hinteka Godaako, Abrahaame, Yisaaqanne Isra7eele Xoossaako simmite!
0e1e070094	Hinte kase be7idaysada enta bores aathidi immana gakanaw banta Godaas, banta aawata Xoossaas ammanetibona hinte aawatadanne hinte ishatada hanopite.
0e1e0800cf	Hinte Godaas kiitetite; kase hinte aawatada si7ishe ixas goopite! Hintenatethaa Xoossas immite. Goday merinaw geeshshida Xoossa keethaa yiite. Godaa hanqoy hintefe simmana mela Godaa hinte Xoossaa goyinnite.
0e1e0900e3	Hinte Godaako simmiko hinte ishatinne hinte nayti bantana di77idaysata sinthan maarota demmidi ha biitta simmana. Goday hinte Xoossay qadheteysanne maareysa gidiya gisho hinte iyako simmiko ba som7uwa hintefe qosenna” yaagis.
0e1e0a00a8	Kiitetidaysati Efreemanne Minaase biitta kanthidi Zabloona biitta gakanaw katamaape katamaa bidosona. Shin he katamatan de7iya asay enta kadhidi enta bolla miicidosona.
0e1e0b005e	Gidoshin, Aseerape, Minaasepenne Zabloona guutha asati bantana kawushidi Yerusalaame yidosona.
0e1e0c0079	Kawoynne kawa shuumati Godaa qaala maaran kiittidaysa polanaw issi wozanan gidana mela Xoossa kushey Yihuda bolla de7ees.
0e1e0d0048	Nam7antho ageenan Uytha Ba7aale bonchanaw daro asi Yerusalaamen shiiqis.
0e1e0e0081	Enti dendidi, Yerusalaamen de7iya yarsho bessata laallidi, ixaane cuyisiya miishe ubbaa diggidi, Qediroona Zangaaran yeggidosona.
0e1e0f00c0	Nam7antho ageenan, tammanne oyddantho gallasan Paasika dorsaa shukidosona. Bantana geeshshiboonna kahinetinne Leeweti yeellatidi, bantana geeshshidosona; xuussa yarsho Xoossa keethi ehidosona.
0e1e100087	Xoossa asi gidida Muse wogaada Xoossa keetha giddon banta bessan bessan eqidosona; kahineti Leeweta kushepe ekida suuthaa dharcidosona.
0e1e110083	Asaa giddofe daroti bantana geeshshiboonna gishonne dorsata shukonna mela digetida gisho Leeweti entaw Paasika dorsata shukidosona.
0e1e1200c8	Efreemape, Minaasepe, Yisakoorapenne Zabloona kochaafe daro asay higgey kiitteysada bantana geeshshiboonnaba gidikoka Paasika Ba7aale gibira midosona. Gidoshin, Kawoy Hizqiyaas, “Abeeti keeha Godaw,
0e1e1300ad	higgey kiitteysada haysati bantana geeshshonnaba gidikoka enti nena Godaa, banta aawata Xoossaa koyanaw banta wozanaa giigisida gisho ne entaw atto yaaga” yaagidi woossis.
0e1e14002d	Goday Hizqiyaasa woosa si7idi entaw atto gis.
0e1e1500af	Yerusalaamen shiiqida Isra7eele asay laapun gaalasi kumethi Uytha Baaliya gita ufaysan bonchidosona. Leewetinne kahineti yetha miishen yexishe gallas gallas Godaa galatoosona.
0e1e1600c5	Hizqiyaasi Godaa goyinno wogaa kaaleson eretida Leeweta minthethis. Asa ubbay issifetetha yarsho yarshishe, Godaa banta aawata Xoossaa galatishe, mishenne uyishe ba7aale laapun gallas bonchidosona.
0e1e170065	Shiiqoy hara laapun gallas gujidi ba7aale bonchanaw zore qachidi laapun gallas ufaytidi bonchidosona.
0e1e1800df	Yihuda kawoy Hizqiyaasi yarsho yarshanaw issi mukulu kormata, laapun mukulu dorsatanne deeshata asaas immis; qassi halaqati issi mukulu kormatanne tammu mukulu dorsata asaas immidosona; daro kahineti bantana geeshshidosona.
0e1e190088	Yihuda asay, kahineti, Leeweti, Isra7eelepe yida asay, ba7aale bonchanaw yida bete asaynne Yihuda biittan de7ida asa ubbay ufaytidosona.
0e1e1a00a1	Dawita na7aa, Isra7eele kawa Solomone wodiyape doomin hachi gakanaw Yerusalaamen hessa mela ba7aaley bonchetidi eronna gisho Yerusalaamen asay daro ufaytidosona.
0e1e1b0076	Kahinetinne Leeweti dendidi, Goday asaa anjana mela woossin Xoossay salon, ba de7iya geeshsha bessan enta woosa si7is.
0e1f010162	Ba7aaley poletida wode he bessan de7iya Isra7eele ubbay Yihuda katamata bidi eeqa shuchata tincherethidosona; Asheera eeqa misileta qanxerethidosona. Yihudan, Biniyaamen Efreemaninne Minaase biittan de7iya dhoqa goyinno bessatanne yarsho bessata laallidosona. Enti he ubbaa dhaysidaape guye Isra7eele asa ubbay banta katamaanne banta soo soo simmidosona.
0e1f0200c8	Hizqiyaasi kahinetanne Leeweta enta ooso maaran cugan cugan shaakidi essis. Enti xuussa yarshonne issifetetha yarsho Godaas yarshana melanne Xoossa keetha pengen Godaa galatananne sabbana mela oothis.
0e1f0300ab	Godaa higgiyan xaafetidaysada wontanne omarsi xuussa yarshonne Sambaatan, ageena xeeroninne hara ba7aale gallasatan shiiqiya yarshuwas koshshiya meheta kawoy baape immees.
0e1f04009e	Godaa higgiyan xaafetidaysada kahinetinne Leeweti banta kumetha wodiya Godaa oosos peeshshana mela entaw bessiyaba immana mela Yerusalaame asaa kawoy kiittis.
