010000000b	1 Mooseksen
141017005a	Viisaan sydän tekee taitavaksi hänen suunsa ja antaa tehoa hänen huultensa opetukselle.
141018004f	Lempeät sanat ovat mesileipää; ne ovat makeat sielulle ja lääkitys luille.
1410190044	Miehen mielestä on oikea monikin tie, joka lopulta on kuoleman tie.
14101a0058	Työmiehen nälkä tekee työtä hänen hyväkseen, sillä oma suu panee hänelle pakon.
14101b0055	Kelvoton mies kaivaa toiselle onnettomuutta; hänen huulillaan on kuin polttava tuli.
14101c0040	Kavala mies rakentaa riitaa, ja panettelija erottaa ystävykset.
14101d0057	Väkivallan mies viekoittelee lähimmäisensä ja vie hänet tielle, joka ei ole hyvä.
14101e0073	Joka silmiänsä luimistelee, sillä on kavaluus mielessä; joka huulensa yhteen puristaa, sillä on paha valmiina.
14101f0045	Harmaat hapset ovat kunnian kruunu; se saadaan vanhurskauden tiellä.
1410200068	Pitkämielinen on parempi kuin sankari, ja mielensä hillitseväinen parempi kuin kaupungin valloittaja.
141021004e	Helmassa pudistellen arpa heitetään, mutta Herralta tulee aina sen ratkaisu.
1411010047	Parempi kuiva kannikka rauhassa kuin talon täysi uhripaistia riidassa.
141102005d	Taitava palvelija hallitsee kunnotonta poikaa ja pääsee perinnönjaolle veljesten rinnalla.
1411030040	Hopealle sulatin, kullalle uuni, mutta sydämet koettelee Herra.
1411040043	Paha kuuntelee häijyjä huulia, petollisuus kuulee pahoja kieliä.
1411050071	Joka köyhää pilkkaa, se herjaa hänen luojaansa; joka toisen onnettomuudesta iloitsee, ei jää rankaisematta.
1411060040	Vanhusten kruunu ovat lastenlapset, ja isät ovat lasten kunnia.
141107003d	Ei sovi houkalle ylevä puhe, saati sitten ruhtinaalle valhe.
141108005a	Lahjus on käyttäjänsä silmissä kallis kivi: mihin vain hän kääntyy, hän menestyy.
1411090064	Joka rikkeen peittää, se rakkautta harrastaa; mutta joka asioita kaivelee, se erottaa ystävykset.
14110a0046	Nuhde pystyy paremmin ymmärtäväiseen kuin sata lyöntiä tyhmään.
14110b0068	Pelkkää onnettomuutta hankkii kapinoitsija, mutta häntä vastaan lähetetään armoton sanansaattaja.
14110c005d	Kohdatkoon miestä karhu, jolta on riistetty poikaset, mutta älköön tyhmä hulluudessansa.
14110d0042	Joka hyvän pahalla palkitsee, sen kodista ei onnettomuus väisty.
14110e004f	Alottaa tora on päästää vedet valloilleen; herkeä, ennenkuin riita syttyy.
14110f005c	Syyllisen syyttömäksi ja syyttömän syylliseksi tekijä ovat kumpikin Herralle kauhistus.
1411100058	Mitä hyötyä on rahasta tyhmän käsissä? Viisauden hankkimiseen ei ole ymmärrystä.
141111003c	Ystävä rakastaa ainiaan ja veli syntyy varaksi hädässä.
1411120049	Mieltä vailla on mies, joka kättä lyöpi, joka menee toista takaamaan.
141113005d	Joka toraa rakastaa, se rikkomusta rakastaa; joka ovensa korottaa, se hankkii kukistumistaan.
141114004c	Väärämielinen ei onnea löydä, ja kavalakielinen suistuu onnettomuuteen.
1411150045	Tyhmä on murheeksi siittäjällensä, ja houkan isä on iloa vailla.
1411160043	Terveydeksi on iloinen sydän, mutta murtunut mieli kuivuttaa luut.
1411170054	Jumalaton ottaa lahjuksen vastaan toisen povelta vääristääksensä oikeuden tiet.
1411180065	Ymmärtäväisellä on viisaus kasvojensa edessä, mutta tyhmän silmät kiertävät maailman rantaa.
141119004a	Tyhmä poika on isällensä suruksi ja synnyttäjällensä mielihaikeaksi.
14111a0053	Paha jo sekin, jos syytöntä sakotetaan; kovin kohtuutonta, jos jaloja lyödään.
14111b0053	Joka hillitsee sanansa, on taitava, ja mielensä malttava on ymmärtäväinen mies.
14111c0051	Hullukin käy viisaasta, jos vaiti on; joka huulensa sulkee, on ymmärtäväinen.
141201004d	Eriseurainen noudattaa omia pyyteitään; kaikin neuvoin hän riitaa haastaa.
1412020044	Tyhmän halu ei ole ymmärrykseen, vaan tuomaan julki oma mielensä.
1412030055	Kunne jumalaton tulee, tulee ylenkatsekin, ja häpeällisen menon mukana häväistys.
141204004f	Syviä vesiä ovat sanat miehen suusta, ovat virtaava puro ja viisauden lähde.
141205005e	Ei ole hyvä pitää syyllisen puolta ja vääräksi vääntää syyttömän asiaa oikeudessa.
141206004a	Tyhmän huulet tuovat mukanaan riidan, ja hänen suunsa kutsuu lyöntejä.
1412070049	Oma suu on tyhmälle turmioksi ja omat huulet ansaksi hänelle itselleen.
141208004f	Panettelijan puheet ovat kuin herkkupalat ja painuvat sisusten kammioihin asti.
1412090038	Joka on veltto toimessansa, se on jo tuhontekijän veli.
14120a0040	Herran nimi on vahva torni; hurskas juoksee sinne ja saa turvan.
14120b005f	Rikkaan tavara on hänen vahva kaupunkinsa, ja korkean muurin kaltainen hänen kuvitteluissaan.
14120c0051	Kukistumisen edellä miehen sydän ylpistyy, mutta kunnian edellä käy nöyryys.
14120d0055	Jos kuka vastaa, ennenkuin on kuullut, on se hulluutta ja koituu hänelle häpeäksi.
14120e0057	Miehekäs mieli pitää sairaankin pystyssä, mutta kuka voi kantaa murtunutta mieltä?
14120f0045	Tietoa hankkii ymmärtäväisen sydän, tietoa etsii viisasten korva.
141210003b	Lahja avartaa alat ihmiselle ja vie hänet isoisten pariin.
141211006b	Käräjissä on kukin ensiksi oikeassa, mutta sitten tulee hänen riitapuolensa ja ottaa hänestä selvän.
1412120032	Arpa riidat asettaa ja ratkaisee väkevien välit.
1412130059	Petetty veli on vaikeampi voittaa kuin vahva kaupunki, ja riidat ovat kuin linnan salvat.
1412140053	Suunsa hedelmästä saa mies vatsansa kylläiseksi, saa kyllikseen huultensa satoa.
1412150063	Kielellä on vallassansa kuolema ja elämä; jotka sitä rakastavat, saavat syödä sen hedelmää.
141216003f	Joka vaimon löysi, se onnen löysi, sai Herralta mielisuosion.
1412170034	Köyhä puhuu pyydellen, mutta rikas vastaa tylysti.
1412180059	Häviökseen mies on monien ystävä, mutta on myös ystäviä, veljiäkin uskollisempia.
1413010062	Parempi on köyhä, joka nuhteettomasti vaeltaa, kuin huuliltansa nurja, joka on vielä tyhmäkin.
141302004b	Ilman taitoa ei ole intokaan hyväksi, ja kiirehtivän jalka astuu harhaan.
141303005c	Ihmisen oma hulluus turmelee hänen tiensä, mutta Herralle hän sydämessään vihoittelee.
141304004b	Tavara tuo ystäviä paljon, mutta vaivainen joutuu ystävästänsä eroon.
1413050051	Väärä todistaja ei jää rankaisematta, ja joka valheita puhuu, se ei pelastu.
1413060046	Monet etsivät ylhäisen suosiota, ja kaikki ovat anteliaan ystäviä.
141307006b	Köyhä on kaikkien veljiensä vihattu, vielä vierotumpi ystävilleen. Tyhjiä sanoja hän saa tavoitella.
1413080060	Joka mieltä hankkii, se sieluansa rakastaa; joka ymmärryksen säilyttää, se onnen löytää.
141309004d	Väärä todistaja ei jää rankaisematta, ja joka valheita puhuu, se hukkuu.
14130a0050	Ei sovi tyhmälle hyvät päivät, saati sitten palvelijalle hallita ruhtinaita.
14130b0056	Ymmärrys tekee ihmisen pitkämieliseksi, ja hänen kunniansa on antaa rikos anteeksi.
14130c005f	Kuninkaan viha on kuin nuoren leijonan kiljunta, mutta hänen suosionsa on kuin kaste ruoholle.
14130d0054	Tyhmä poika on isänsä turmio, ja vaimon tora on kuin räystäästä tippuva vesi.
14130e004a	Talo ja tavara peritään isiltä, mutta toimellinen vaimo tulee Herralta.
14130f004b	Laiskuus vaivuttaa sikeään uneen, ja veltto joutuu näkemään nälkää.
141310005b	Joka käskyt pitää, saa henkensä pitää; joka ei teistänsä välitä, on kuoleman oma.
141311005b	Joka vaivaista armahtaa, se lainaa Herralle, ja hän maksaa jälleen hänen hyvän tekonsa.
1413120049	Kurita poikaasi, kun vielä toivoa on; ethän halunne hänen kuolemaansa.
1413130042	Rajuluontoinen joutuu sakkoihin: vain yllytät, jos yrität apuun.
1413140040	Kuule neuvoa, ota kuritus varteen, että olisit vasta viisaampi.
141315004b	Monet ovat miehen mielessä aivoitukset, mutta Herran neuvo on pysyväinen.
1413160053	Ihaninta ihmisessä on hänen laupeutensa, ja köyhä on parempi kuin valhettelija.
1413170057	Herran pelko on elämäksi: saa levätä yönsä ravittuna, eikä mikään paha kohtaa.
1413180050	Laiska pistää kätensä vatiin, mutta ei saa sitä viedyksi suuhunsa jälleen.
1413190074	Lyö pilkkaajaa, niin yksinkertainen saa mieltä, ja jos ymmärtäväistä nuhdellaan, niin hän käsittää tiedon.
14131a0056	Joka isäänsä pahoin pitelee ja ajaa äitinsä pois, se on kunnoton ja rietas poika.
14131b004d	Jos herkeät, poikani, kuulemasta kuritusta, niin eksyt pois tiedon sanoista.
14131c0059	Kelvoton todistaja pitää oikeuden pilkkanaan, ja jumalattomien suu nielee vääryyttä.
14131d0041	Tuomiot ovat valmiina pilkkaajille ja lyönnit tyhmien selkään.
1414010062	Viini on pilkkaaja, väkijuoma remunpitäjä; eikä ole viisas kenkään, joka siitä hoipertelee.
141402006a	Kuninkaan peljättäväisyys on kuin nuoren leijonan kiljunta; joka hänet vihoittaa, se henkensä rikkoo.
141403004b	On kunniaksi miehelle riitaa karttaa, mutta kaikki hullut riitaa haastavat.
141404003e	Syksyllä ei laiska kynnä; elonaikana hän tyhjää tapailee.
1414050062	Kuin syvät vedet ovat miehen sydämen aivoitukset, mutta ymmärtäväinen mies ne ammentaa esiin.
141406004c	Monet huutavat hyvyyttänsä kukin, mutta kuka löytää luotettavan miehen?
141407004d	Vanhurskas vaeltaa nuhteettomasti, onnelliset ovat lapset hänen jälkeensä.
141408004d	Kuningas istuu tuomioistuimella, hän silmillänsä perkaa kaiken pahan pois.
1414090046	Kuka voi sanoa: "Olen puhdistanut sydämeni, olen puhdas synnistäni"?
14140a0048	Kahtalainen paino ja kahtalainen mitta-molemmat ovat Herralle kauhistus.
14140b0046	Teoistansa tuntee jo poikasenkin, onko hänen menonsa puhdas ja oikea.
14140c003e	Kuulevan korvan ja näkevän silmän-molemmat on Herra luonut.
14140d0055	Älä unta rakasta, ettet köyhtyisi; pidä silmäsi auki, niin saat leipää kyllin.
14140e0047	"Huonoa, huonoa", sanoo ostaja, mutta mentyänsä pois hän kehuskelee.
14140f004b	Olkoon kultaa, olkoon helmiä paljon, kallein kalu ovat taidolliset huulet.
1414100055	Ota siltä vaatteet, joka toista takasi, ja ota häneltä pantti vieraitten puolesta.
141411005f	Makea on miehelle petoksella saatu leipä, mutta perästäpäin hän saa suunsa täyteen soraa.
1414120052	Neuvotellen suunnitelmat vahvistuvat, ja sotaa on sinun käytävä neuvokkuudella.
1414130053	Salaisuuden ilmaisee, joka panettelijana käy; älä siis antaudu avosuisen pariin.
1414140049	Joka isäänsä ja äitiänsä kiroaa, sen lamppu sammuu pilkkopimeään.
1414150045	Tavara, jota aluksi kiivaasti tavoitellaan, ei lopulta tuo siunausta.
1414160042	Älä sano: "Minä kostan pahan"; odota Herraa, hän auttaa sinua.
1414170048	Kahtalainen paino on Herralle kauhistus, ja väärä vaaka ei ole hyvä.
1414180051	Herralta tulevat miehen askeleet; mitäpä ymmärtäisi tiestänsä ihminen itse?
1414190062	Ihmiselle on ansaksi luvata hätiköiden pyhä lahja ja vasta perästäpäin harkita lupauksiansa.
14141a0068	Viisas kuningas perkaa jumalattomat pois viskimellään ja antaa puimajyrän käydä heidän ylitsensä.
14141b0047	Ihmisen henki on Herran lamppu: se tutkistelee sydämen kammiot kaikki.
14141c0055	Laupeus ja uskollisuus on kuninkaan turva, ja laupeudella hän valtaistuimensa tukee.
14141d0048	Voima on nuorukaisen kunnia, ja harmaat hapset ovat vanhusten kaunistus.
14141e0055	Mustelmat ja haavat puhdistavat pahantekijän, lyönnit puhdistavat sydämen kammiot.
1415010055	Kuninkaan sydän on Herran kädessä kuin vesiojat: hän taivuttaa sen, kunne tahtoo.
1415020057	Kaikki miehen tiet ovat hänen omissa silmissään oikeat, mutta Herra tutkii sydämet.
141503004b	Vanhurskauden ja oikeuden harjoittaminen on Herralle otollisempi kuin uhri.
1415040046	Ylpeät silmät ja pöyhkeä sydän-jumalattomien lamppu-ovat syntiä.
1415050055	Vain hyödyksi ovat ahkeran ajatukset, mutta kaikki touhuilijat saavat vain vahinkoa.
1415060056	Jotka hankkivat aarteita petollisin kielin, ovat haihtuva tuulahdus, hakevat kuolemaa.
1415070057	Jumalattomat tempaa pois heidän väkivaltansa, sillä eivät he tahdo oikeutta tehdä.
141508003c	Rikollisen tie on mutkainen, mutta puhtaan teot ovat oikeat.
141509003f	Parempi asua katon kulmalla kuin toraisan vaimon huonetoverina.
14150a0059	Jumalattoman sielu himoitsee pahaa, lähimmäinen ei saa armoa hänen silmiensä edessä.
14150b006a	Kun pilkkaajaa rangaistaan, viisastuu yksinkertainen; ja kun viisasta neuvotaan, ottaa hän sen opiksensa.
14150c0058	Vanhurskas Jumala tarkkaa jumalattoman taloa, hän syöksee jumalattomat onnettomuuteen.
14150d0056	Joka tukkii korvansa vaivaisen huudolta, se joutuu itse huutamaan, vastausta saamatta.
14150e004a	Salainen lahja lepyttää vihan ja poveen kätketty lahjus kiivaan kiukun.
14150f004e	Vanhurskaalle on ilo, kun oikeutta tehdään, mutta väärintekijöille kauhu.
141510004a	Ihminen, joka eksyy taidon tieltä, joutuu lepäämään haamujen seuraan.
1415110062	Puutteen mieheksi päätyy riemujen rakastaja, eikä rikastu se, joka viiniä ja öljyä rakastaa.
1415120058	Jumalaton joutuu lunastusmaksuksi vanhurskaan puolesta ja uskoton oikeamielisten sijaan.
141513003f	Parempi asua autiossa maassa kuin toraisan vaimon vaivattavana.
141514005e	Kalliita aarteita ja öljyä on viisaan majassa, mutta tyhmä ihminen syö suuhunsa sellaiset.
141515005a	Joka vanhurskauteen ja laupeuteen pyrkii, se löytää elämän, vanhurskauden ja kunnian.
1415160051	Viisas ryntää sankarien kaupunkiin ja kukistaa varustuksen, joka oli sen turva.
1415170041	Joka suunsa ja kielensä varoo, se henkensä ahdistuksilta varoo.
1415180053	Pilkkaajan nimen saa julkea röyhkeilijä, jonka meno on määrätöntä julkeutta.
141519004d	Oma halu laiskan tappaa, sillä hänen kätensä eivät tahdo työtä tehdä.
14151a0045	Aina on hartaasti haluavia, mutta vanhurskas antaa säästelemättä.
14151b0050	Jumalattomien uhri on kauhistus; saati sitten, jos se tuodaan ilkityön edestä!
14151c0044	Valheellinen todistaja hukkuu, mutta kuunteleva mies saa aina puhua.
14151d0049	Julkeiksi tekee jumalaton kasvonsa, vakaiksi tekee oikeamielinen tiensä.
14151e0040	Ei auta viisaus, ei ymmärrys, ei mikään neuvo Herraa vastaan.
14151f004c	Hevonen on varustettu taistelun päiväksi, mutta voitto on Herran hallussa.
1416010045	Nimi on kalliimpi suurta rikkautta, suosio hopeata ja kultaa parempi.
1416020042	Rikas ja köyhä kohtaavat toisensa; Herra on luonut kumpaisenkin.
141603005d	Mielevä näkee vaaran ja kätkeytyy, mutta yksinkertaiset käyvät kohti ja saavat vahingon.
1416040040	Nöyryyden ja Herran pelon palkka on rikkaus, kunnia ja elämä.
1416050060	Orjantappuroita ja pauloja on väärän tiellä; henkensä varjelee, joka niistä kaukana pysyy.
141606004a	Totuta poikanen tiensä suuntaan, niin hän ei vanhanakaan siitä poikkea.
1416070040	Rikas hallitsee köyhiä, ja velallinen joutuu velkojan orjaksi.
1416080055	Joka vääryyttä kylvää, se turmiota niittää, ja hänen vihansa vitsa häviää.
1416090048	Hyvänsuopa saa siunauksen, sillä hän antaa leivästään vaivaiselle.
14160a0045	Aja pois pilkkaaja, niin poistuu tora ja loppuu riita ja häväistys.
14160b0055	Joka sydämen puhtautta rakastaa, jolla on suloiset huulet, sen ystävä on kuningas.
14160c0056	Herran silmät suojelevat taitoa, mutta uskottoman sanat hän kääntää väärään.
14160d0049	Laiska sanoo: "Ulkona on leijona; tappavat vielä minut keskellä toria".
14160e004c	Irstaitten vaimojen suu on syvä kuoppa; Herran vihan alainen kaatuu siihen.
14160f0066	Hulluus on kiertynyt kiinni poikasen sydämeen, mutta kurituksen vitsa sen hänestä kauas karkoittaa.
141610005b	Vaivaiselle on voitoksi, jos häntä sorretaan, rikkaalle tappioksi, jos hänelle annetaan.
1416110049	Kallista korvasi ja kuuntele viisaitten sanoja ja tarkkaa minun taitoani.
1416120056	Sillä suloista on, jos kätket ne sisimpääsi; olkoot ne kaikki huulillasi valmiina.
141613004d	Että Herra olisi sinun turvanasi, siksi olen minä nyt neuvonut juuri sinua.
1416140041	Olenhan ennenkin sinulle kirjoittanut, antanut neuvoja ja tietoa,
1416150064	opettaakseni sinulle totuutta, vakaita sanoja, että voisit vakain sanoin vastata lähettäjällesi.
1416160056	Älä raasta vaivaista, siksi että hän on vaivainen, äläkä polje kurjaa portissa,
141617004d	sillä Herra ajaa hänen asiansa ja riistää hänen riistäjiltään hengen.
141618004b	Älä rupea pikavihaisen ystäväksi äläkä seurustele kiukkuisen kanssa,
1416190040	että et tottuisi hänen teihinsä ja saattaisi sieluasi ansaan.
14161a004c	Älä ole niitä, jotka kättä lyövät, jotka menevät takuuseen veloista.
14161b004d	Jollei sinulla ole, millä maksaa, mitäs muuta, kuin viedään vuode altasi!
14161c0040	Älä siirrä ikivanhaa rajaa, jonka esi-isäsi ovat asettaneet.
14161d0064	Jos näet miehen, kerkeän toimissaan, hänen paikkansa on kuningasten, ei alhaisten, palveluksessa.
141701005a	Kun istut aterialle hallitsijan seurassa, niin pidä tarkoin mielessä, kuka edessäsi on,
1417020036	ja pane veitsi kurkullesi, jos olet kovin nälkäinen.
1417030044	Älä himoitse hänen herkkujansa, sillä ne ovat petollisia ruokia.
141704004e	Älä näe vaivaa rikastuaksesi, lakkaa käyttämästä ymmärrystäsi siihen.
141705006f	Kun silmäsi siihen lentävät, on rikkaus mennyttä; sillä se saa siivet kuin kotka, joka lentää taivaalle.
1417060045	Älä syö pahansuovan leipää äläkä himoitse hänen herkkujansa.
1417070094	Sillä niinkuin hän mielessään laskee, niin hän menettelee: hän sanoo sinulle: "Syö ja juo", mutta hänen sydämensä ei ole sinun puolellasi.
1417080050	Syömäsi palan sinä olet oksentava, ja suloiset sanasi sinä tuhlasit turhaan.
141709004c	Älä puhu tyhmän kuullen, sillä hän katsoo ymmärtäväiset sanasi ylen.
14170a003e	Älä siirrä ikivanhaa rajaa äläkä mene orpojen pelloille.
14170b0058	Sillä heidän sukulunastajansa on väkevä, ja hän ajaa heidän asiansa sinua vastaan.
14170c0040	Tuo sydämesi kuritettavaksi ja korvasi taidon sanojen ääreen.
14170d0061	Älä kiellä poikaselta kuritusta, sillä jos lyöt häntä vitsalla, säästyy hän kuolemasta.
14170e0042	Vitsalla sinä häntä lyöt, tuonelasta hänen sielunsa pelastat.
14170f0049	Poikani, jos sinun sydämesi viisastuu, niin minunkin sydämeni iloitsee;
