2800000006	Matiɔ
2c0814008e	Ayaka Bita chukuli i wi a, “Mbɛiŋ kpɔ wa wiwɔ lâka. Wɔ kɔ dəiŋ i kwakaki a wɔ kɔlə i taŋ kinya kə ki kɔ ki Nyɔ bəh kpɔ a?
2c08150062	Wɔ kaŋaki kə na gia yidɔkɔ i nɔm wələ kintəəŋ, kɔm shɔm ya baiŋki kə i Nyɔ nshiŋ.
2c0816008d	Kwûni shɔm ya i gia yichu yələ wɔ fəki, ma wɔ tsâ yuwidɔkɔ Bah Nyɔ ni dalinya kiŋkwaka kichu kələ wɔ kaŋaki i shɔm ya wə.
2c08170043	Mih yɛ̂iŋ a, dzə́kəh yi bukuni bəh chu jikə i wɔ shɔm.”
2c081800a2	Ayaka Samɔn tsa Bita bəh Jɔn a, “Mintee mbɛiŋ tsâ i mih i Bah, a gia yidɔkɔ i kintəəŋ ki gia yə mbɛiŋ dzaka lə, a yidɔkɔ ma nûm bəh mih.”
2c08190106	Bita bəh Jɔn kaasi i fukuki gia yi Nyɔ, bəh i dzaka gia yə bɔ kiəki kɔm Jisɔs, ka nyə bə́ fiəni tsə i Jɛlusalɛm. Si bɔ nì fiəniki tsəki, bɔ nì tsəki daŋsiki lə i bidi biduli bi Samalia wə, fuku tsə ntum wi ndzɔŋni kɔm Nyɔ fɛiŋ.
2c081a00a2	Ayaka chinda wi Bah dza dzaka i Filib a, “Dzâ shî tsə̂ i kimbu kishɛiŋ wə, i dzəh yə yi nyəki i Jɛlusalɛm yi tsə tɔli i chwa tsə sə i Gasa.”
2c081b010a	Filib ka dza i shiki. Mi wimbum wi Itɔfia widɔkɔ num fɛiŋ dzəh. Mi wiwɔ num bə nì bwili wi, wi nì kɔ mi wə wi nì tsɛiŋki mbum bi Yaa Kanda wə wi nì sakaki tumi ki Itɔfia kiwɔ. Mi wiwɔ nì buku i Jɛlusalɛm i di biə wi nì tsə i tsa Nyɔ,
2c081c0093	ka fiəniki kwɛki i kɔdɔk wi bɛiŋ a guku num nyám, num wi num i yɛiŋ wə ka faaki gia i Kiŋwakti kə mi wi ntum wi Nyɔ Isaya nì nyaka.
2c081d0059	Kiŋ'waka ki Baiŋni dzaka i Filib a, “Kîni kɔ̂msi tsə̂ i kɔdɔk wəyaka wə.”
2c081e009d	Filib yɔkɔ kɔmsi tsə i wi kpəŋ, wɔkɔ si mi wiwɔ faaki Kiŋwakti ki Isaya. Wi bikə i wi a, “Wɔ faaki lə wɔ wɔkɔ kiə gia yə ki dzakaki a?”
2c081f008f	Wi chukuli a, “Mih kɔ i wɔkɔ kiə dəiŋ maka mi fuku baiŋsi yi i mih a?” Wi ka dzaka a Filib yâka nûm bəh wi i kɔdɔk wiwɔ wə.
2c082000da	Di biə wi nì faaki i Kiŋwakti kiwɔ wə nì dzakaki a, “Wi nì kɔ aka shwaŋ yə bə tsəki i kum, wi chu num tə aka waiŋ jaka wə bə kəə kiluli ki, yi də kə. Akɔ yakadəiŋ tə si wi nì kɔ a mɔŋ.
2c0821008a	Bɔ nì ŋgəmsi wi, nəiŋ i saka nsaka wi chəŋ. A bi dzə lansi dzakaki ndə kɔm bwa bu, num bə təiŋ lɔ nɔni ki i fa kuku a?”
2c0822009c	Ayaka mi wimbum wiwɔ dzaka i Filib a, “Mintee, fuku mih, mi wi ntum wi Nyɔ wələ dzakaki kɔm ndə a? Wi dzakaki kɔm gwu yi, ma kɔm mi widɔkɔ a?”
2c08230065	Filib ka yisi a bəh di bi Kiŋwakti kiwɔ, ka fuku baiŋsi ntum wi ndzɔŋni wiwɔ kɔm Jisɔs i wi.
2c082400c1	Si bɔ wi nì tsəki səki i dzəh, bɔ ka tsə buku i di bidɔkɔ wə bɔkɔ num fɛiŋ. Mi wimbum wiwɔ dzaka a, “Yɛiŋ bɔkɔ fa, akɔ chu nəiŋ nə a wɔ ma jûli mih i bɔkɔ a?” [
2c082500ab	Filib chukuli i wi a, “A kabə num a wɔ bum i Jisɔs Klistus bəh shɔm ya yichi mih juli wɔ i bɔkɔ.” Wi chukuli a, “Mih bum a Jisɔs Klistus kɔ Waiŋ Nyɔ.”]
2c08260075	Mi wimbum wiwɔ ka dzaka a bə nûm bəh kɔdɔk wiwɔ. Bɔ Filib shi tsə liə i bɔkɔ, Filib ka juli wi i bɔkɔ.
2c082700a0	Asi bɔ buku yaka i bɔkɔ, Kiŋ'waka ki Bah Nyɔ chufi nyə bəh Filib fɛiŋ, mi wimbum wiwɔ na chu yɛiŋ i wi wə. Ayakalə, wi nyə ka laŋki tsəki mfih.
2c082800b5	Filib dza ka təkəli yɛiŋ wi num lɔ i Asɔtus, wi dza ka tɔliki tsəki bəh dzəh i kwili wiwɔ bichi, fuku tsə ntum wi ndzɔŋni wi Nyɔ, ka tsə buku i tumi ki Kaysalia wə.
2c09010093	A nì kɔ i jɔbi wiwɔ wə, Sɔɔl kɛiŋ shili gumsi bəni bə mbaŋ wi Bah a ŋgaiŋ ni wɔ̂ɔyi lə bɔ. Wi ka tsə i fwu wi bətii mfə gia,
2c090200fd	bikə biŋwakti a ŋgaiŋ tsə bəh bi i júŋ yi tsani wə i Damaskus, biə bi chusiki a ŋgaiŋ ka yɛiŋ bəni num fɛiŋ bə̀ bɔ biəliki Dzəh yi Bah, na bənyuku bəh bəkaŋa, ma ŋgaiŋ ni kwâ kâŋa fîəni dzə̂ bəh bɔ i Jɛlusalɛm.
2c09030094	Wi nya, Sɔɔl nyə ka tsəki i Damaskus, si wi nì kɔmsiki tsəki i kwili wiwɔ wə, baiŋni bidɔkɔ nyə a bɛiŋ lə, baiŋ shi dzə i wi wə.
2c09040070	Wi gbɔ i kuku, wɔkɔ ja dzaka i wi a, “Sɔɔl, Sɔɔl, akɔ kɔm nə wɔ bwaŋki gvu i mih chɛiŋ lə a?”
2c0905007a	Wi bikə a, “Bah, akɔ wɔ ndə?” Ja yiwɔ chukuli a, “Akɔ mih Jisɔs, a num mih wə wɔ bwaŋki gvu i mih chɛiŋ.
2c09060064	I liə dzâ bɛiŋ, lîə tsə̂ i kwili mə, ma bə ni fuku i wɔ gia yə wɔ kaŋaki i fə̂.”
2c09070077	Bəni bə̀ bɔ nì nyaniki bəh Sɔɔl chiŋ num fɛiŋ alə, si bɔ nì wɔkɔ ja yiwɔ, yɛiŋ kə i mi wiwɔ wə.
2c0908008b	Sɔɔl ka dza bɛiŋ, dzaka a ŋgaiŋ yasi dzə́kəh yi, na chu yɛiŋ di. Bɔ ka kaŋa wi i tsɛiŋ wə, ka tati liə bəh wi i Damaskus.
2c09090073	Wi tsə ka numki i kaŋ yitali wə yɛiŋ kə di. Wi ka numki yakadəiŋ, wi dzi kə fiɛŋ, nabə i mu tə fiɛŋ.
2c090a00b0	Mi wi bumni widɔkɔ num fɛiŋ i Damaskus wiwɔ, yɛli wi num Ananias. Bah Jisɔs dza bɔɔŋ wi i fiɛŋ wə ka ndəmsi a, “Ananias.” Wi bum a, “Bah, bə mih lə fa.”
2c090b00d5	Bah dzaka i wi a, “Dzâ bɛiŋ, wɔ tsə̂ki i dzəh yə bə bɔɔŋki a Chəŋ, wɔ ka ni buku i kwili wi Judas wə, bîkə mi wi Tasus widɔkɔ wə bə bɔɔŋki a Sɔɔl. Wɔ̂kɔli, wi kɔ fɛiŋ wi tsaki,
2c090c0091	wi si yɛiŋ lɔ mi widɔkɔ i fiɛŋ wə aka ndəmsi bə bɔɔŋ wi a Ananias, num wi si dzə jiə kaŋ yi i wi wə, a wi fiəni yɛiŋki di.”
2c090d00b5	Ayakalə, Ananias dzaka a, “Bah, mih kɔ num mih wɔkɔ lɔ i bəni bəduli kɔm mi wələ i gia yichu yə wi fəki i bəni bə̀ bɔ kɔ bə Nyɔ i kintəəŋ ki Jɛlusalɛm wə.
2c090e008a	Wi dzə lə, num wi dzɔ ŋga i bətii mfə gia bəmbum, a ŋgaiŋ dzə̂ kwâyi bəni bəchi fa bə̀ bɔ tsaki bɔ bɔɔŋ yɛli wa.”
2c090f00c7	Bah chukuli i wi a, “Tsə̂ a tsəni. Mih babwili lɔ mi wiwɔ, ka mi wuŋ wi nɔm, wə wi ni fukuki kɔm yɛli wuŋ i bəni bə̀ bɔ kɔkə Bəju, bəh i bəŋkuŋ bəbɔ, bəh i bəni bə Islae.
2c0910004f	Mih mwi ni chusi lə i wi si wi kaŋaki i yɛ̂iŋ ŋgəkə kɔm yɛli wuŋ.”
2c09110142	Ayakadəiŋ, Ananias ka tsə liə fɛiŋ dzu, jiə kaŋ yi i Sɔɔl wə, bɔɔŋ a, “Sɔɔl waiŋnih wuŋ, a faaŋ Bah Jisɔs mih. Akɔ wi Jisɔs wə wi ni chusi gwu yi i wɔ i dzəh i jɔbi wə wɔ ni dzəki fa. Wi faaŋ mih, a mih dzə fə ma wɔ fiəni yɛiŋki di, ma Kiŋ'waka ki Baiŋni dzə jikə i gwu ya wə.”
2c091200a2	Asi wi dzaka yakadəiŋ, fiɛŋ fidɔkɔ ka bibami nyə i dzə́kəh yi Sɔɔl wə, gbɔ i kuku, wi fiəni ka yɛiŋki di. Wi dza bɛiŋ, bɔ ka juli wi i bɔkɔ.
2c0913006f	Wi ka dzi, ŋga fiəni dzə i wi wə. Sɔɔl nɔ i Damaskus bəh mbaŋ wi bəni bə bumni, i kaŋ yidɔkɔ wə,
2c0914005a	wi ka yisi akisəkə ka tsəki i júŋ yi tsani wə, fuku a, “Jisɔs kɔ Waiŋ Nyɔ.”
2c09150110	Bəni bəchi bə̀ bɔ nì wɔkɔki, bɔ ka kaiŋyiki a, “Wələ kɔkə a mi wə wi nì kaasiki bəni bə̀ bɔ nì tsaki bɔ bɔɔŋ yɛli wələ i Jɛlusalɛm a? Ntə wi dzə fa lə i kwayi bə̀ bɔ kɔ fa i chu tsə nya i kaŋ yi bətii mfə gia bəmbum wə a?”
2c091600b6	Ayaka Sɔɔl baaŋ tsə a mfih i fukuki kɔm Jisɔs nalə, chusi a Jisɔs kɔ Kimbwili wə Nyɔ nì kaka. Bəju bə̀ bɔ nì kɔ i Damaskus məŋni gia yə bɔ kɔ i chukuli i wi.
2c0917004c	Asi kaŋ yiduli nì tsə, Bəju bəwɔ shinum, jiə kimfasi i wɔɔ Sɔɔl.
2c091800a3	Bɔ ka dzəki shiki, bɔ wɔkɔli wi i dzaka ki mbaiŋ ki Damaskus wə, nchɔkɔ bəh nshiŋ, a wi bə́ tsə ma bɔ wɔɔ wi. Ayakalə, Sɔɔl kiə kimfasi kibɔ.
2c09190072	Bəni bu bə mbaŋ ka dzɔ wi nchɔkɔ, ləkə i kah mə, bwili i wundu wi mbaiŋ wə, shisi shi wi i kuku i biŋ.
2c091a00a6	Sɔɔl fiəni tsə i Jɛlusalɛm, ka nəŋki i chiŋni bəh mbaŋ wi bəni bə bumni, bɔ ka lwaki wi lwani, kɔm bɔ nì bumki kə a wi lansi kɔ mi wi mbaŋ wibɔ.
2c091b00c9	Ayakalə, Banabas dzɔ wi, bɔ wi tsə i bwa bə ntum bə Jisɔs. Wi fuku i bɔ asi Sɔɔl ni yɛiŋ Bah i dzəh Bah dzaka i wi, ka chu fuku i bɔ asi Sɔɔl nì fukuki kɔm Jisɔs i Damaskus lwa kə.
2c091c005e	Ayakadəiŋ, Sɔɔl ka numki bəh bɔ nyani di bichi i Jɛlusalɛm, fuku kɔm Jisɔs, lwa kə.
2c091d0072	Wi ka dzakaki tə i Bəju bə̀ bɔ nì dzakaki já yi Glik, gukuli gia bəh bɔ, bɔ dza ka nəŋki i wɔɔ wi.
2c091e0075	Bəni bə bumni kiə a bə nəŋki i wɔɔ wi, ka dzɔ wi shi bəh wi i kwili wi Kaysalia wə, faaŋ tsə wi i Tasus.
2c091f00fc	I jɔbi wiwɔ wə, kijuŋni ki bəni bə bumni i bimbu bitumi bi Judea bəh bi Galili bəh bi Samalia, waka i ŋgəkə wə. Ayaka Kiŋ'waka ki Baiŋni fə bijuŋni biwɔ num, chu gamti mbaŋ wiwɔ kɔ tsə a ninshiŋ. Bɔ ka nɔki, kɔksi a Bah shəŋ.
2c09200071	Bita bə́ nyani tsə i bəni bə̀ bɔ kɔ bə Nyɔ i bidi bichi wə, wi nyani tsə buku i bə̀ bɔ kɔ i Lida.
2c09210087	Si wi nì kɔ fɛiŋ wi yɛiŋ mi widɔkɔ num wi kpi wa wimu, yɛli wi num Ɛnias, num wi fə jía nyaŋ i naŋ bɛiŋ wi nyani kə.
2c09220092	Si Bita yɛiŋ wi ka bɔɔŋ a, “Ɛnias, Jisɔs Klistus si chuku wɔ. Dzâ yâka ma wɔ kîi kiga ka.” Akisəkə Ɛnias ka dza yaka bɛiŋ.
2c0923006e	Bəni bə Lida bəh bəni bə baa wi Shalɔn wə yɛiŋ si mi wiwɔ bɔnih, bɔ jiə shɔm yibɔ i Bah Jisɔs.
2c092400da	A nì kɔ kpaŋa widɔkɔ num i kwili wi Jɔba wə, a num mi wi bumni, yɛli wi num Tabita i já yi Alamiak wə, num Dɔkas i já yi Glik wə. Wi nì fəki lə gia yindzɔŋni jɔbi wichi, wi gamti bəni bə kifuu.
2c09250072	I kaŋ yiwɔ wə wi gbɔ jwɛiŋ ka kpi. Bə wɔkɔ wini wi ka tsə nɔsi i lum widɔkɔ wə i juŋ yi bɛiŋ wə.
2c092600a9	Si Jɔba nì kɔ kɔmsi i Lida, mbaŋ wi bəni bə bumni wɔkɔ a Bita kɔ i Lida, bɔ faaŋ bənyuku bəfa a bɔ tsə̂ tsâ wi, a wi tâiŋ a taiŋni wi ma mɔ̂ti.
2c0927010b	Bita ka dza yaka bəh bɔ ka tsəki, si wi tsə buku fɛiŋ, bɔ dzɔ wi ka yaka tsə bəh wi i lum wi juŋ wi bɛiŋ mə. Num bəkaŋa bəŋkwu bəchi fɛiŋ juŋni i wi kpəŋ, də chusi bəmbuŋ bə̀ Dɔkas nì tumki i jɔbi wə wi nì kɛiŋki wiwɔm bəh bɔ.
2c092800bf	Bita bwili bəni bəchi i biŋ. Wi ka tum binyu bi i kuku ka tsa, dza fiəni gwu yi dzaka i wini wiwɔ a, “Tabita dzâ yaka!” Wi ka yasi dzə́kəh yi ka yɛiŋ Bita ka dza num i bɛiŋ.
2c092900b5	Bita kaŋa tsɛiŋ yi ka gamti wi, wi dzə num bəh gvu yi. Wi ka fiəni bɔɔŋ bəni bə̀ bɔ kɔ bə Nyɔ bəh bəkaŋa bəŋkwu bə, ka chusi Tabita i bɔ wi fiəni num wiwɔm.
2c092a004c	Gia yiwɔ waŋ tsə i Jɔba wichi. Bəni bəduli jiə shɔm yibɔ i Bah wə.
2c092b006e	Bita num i Jɔba kaŋ yiduli, wi nɔ bəh mi widɔkɔ bə bɔɔŋ a Samɔn wə wi nì kɛiŋsiki dzu yi nyam.
2c0a0100a0	Mi widɔkɔ nì kɔlə i kwili wi Kaysalia wə bə bɔɔŋ a Kɔniliɔs, wi num fwu i mbaŋ wi bəni bə jum bədɔkɔ i Lum wə bə nì bɔɔŋki a wi Itali.
2c0a020099	Wi nì kɔ mi num wi bəh chwɔŋ ki kijuŋ kichi jiə shɔm i Nyɔ nalə. Wi kɔksi Nyɔ chu tsa wi jɔbi wichi, chu nya kinya i bəni bə kifuu nalə.
2c0a0300ca	A num chɔkɔ bidɔkɔ aka mbiəŋə mitali i fijɔbi, fiɛŋ fidɔkɔ ka ndəmsi dzə i wi, wi yɛiŋ chinda wi Nyɔ i ndəmsi biwɔ wə. Ayaka chinda wiwɔ liə dzə ka bɔɔŋ wi a, “Kɔniliɔs.”
2c0a0400ca	Kɔniliɔs lwa, bwaŋ dzə́kəh i wi wə bikə a, “Tikwili, akɔ nə?” Chinda wiwɔ chukuli a, “Nyɔ kɔ wi wɔkɔ lɔ ntsa wa, ka chu yɛiŋ binya biə wɔ nyaki i bəni bə kifuu, ka kwaka wɔ.
2c0a050077	I liə, fâaŋ bəni i Jɔba a bɔ tsə̂ bɔ̂ɔŋ mi widɔkɔ wə yɛli wi kɔ Samɔn, yɛli wi widɔkɔ num a Bita.
2c0a06007e	Wi nì dzə ka nɔki bəh Samɔn widɔkɔ wə wi si kɛiŋsi dzú yi nyám, juŋ yi num kɔmsi i kinchwɔ kimbum kpəŋ.”
2c0a0700e2	Si chinda wi Nyɔ wə dzaka yakadəiŋ ka nyə. Kɔniliɔs baaŋ ka bɔɔŋ bəni bu bə nɔm bəfa, chu bɔɔŋ tə mi wi jum widɔkɔ wə wi nì kɔ wi tɔkni bəh wi, ayaka a nì kɔ mi num wi jiə tə shɔm i Nyɔ nalə.
2c0a080046	Bɔ dzə, wi fuku gia yichi yə yi si num i bɔ, ka faaŋ bɔ i Jɔba.
2c0a0900c0	Asi chɔkɔ nì buku wɔɔ, a num asi wɔŋ nì kɔ a yaka lumsi, a num jɔbi wə bɔ nì kɔmsiki dzəki i kwili wi Jɔba wiwɔ wə. Bita dza yaka tsə i kimbu ki juŋ ki bɛiŋ wə i tsa.
2c0a0a0082	Dzɔŋ yisi i wɔɔki wi, wi bə̀ nəŋ fiɛŋ i dzi, ayaka bə kɛiŋ fə biɛiŋ bidzini. Fiɛŋ fidɔkɔ ka ndəmsi dzə i wi.
2c0a0b009b	Wi yɛiŋ i fiɛŋ fiwɔ mə, si bɔɔli wɛli, fiɛŋ fidɔkɔ shi dzə i bɛiŋ num aka fwu wimbuŋ, num bə kaŋa i bimbu binaa wə fi shi dzə fa kuku.
2c0a0c0098	I yɛiŋ kintəəŋ num ŋgɔkɔ yi nyám yichi, yə yi nyaniki, bəh yə yi sɛiŋki kuku, bəh minyəni mə mɔ fuliki bɛiŋ, num i mbuŋ wiwɔ wə.
2c0a0d003a	Ja dza dzaka i wi a, “Bita, dzâ bɛiŋ kûm dzî.”
2c0a0e0078	Bita chukuli a, “Bah, mih kɔkə i mɔm, kɔm mih kɛiŋki ki dzi kə fiɛŋ fi kilɔlɔ nabə fiə fi baiŋki kə.”
2c0a0f0073	Ja yiwɔ chu dzaka kpɛiŋsi i wi a, “Kiə wɔ ki nyɛ̂ŋsi kə fiɛŋ fiə Nyɔ kɔ wi fə fi num fibaiŋni.”
2c0a100050	Yi num ayaka i buku kiŋkani kitali, bə ka fiəni giŋsi fiɛŋ fiwɔ i bɛiŋ.
2c0a1100df	Bita ka məŋki a gia yə yi dzə i wi lə chusiki a nə. A jɔbi wiwɔ wə bəni bə̀ Kɔniliɔs nì faaŋ, num bɔ dzə ka bikəki kwili wi Samɔn wə wi kɛiŋsiki dzú. Num bɔ si num lɔ a dzaka ki mbaiŋ kiwɔ wə,
2c0a120058	ka bɔɔŋki bikəyi a, “Mi wi dzəni widɔkɔ kɔ alə fa yɛli num Samɔn Bita a?”
2c0a130083	Si Bita nì kɛiŋki wi kwaka kɔm gia yə yi num i wi, Kiŋ'waka ki Baiŋni dzaka i wi a, “Yɛ̂iŋ, bəni bətali nəŋki wɔ.
2c0a140069	Dzâ bɛiŋ, ma wɔ shî mbɛiŋ bɔ tsə̂ki gvu wimu. Kiə wɔ ki gûku kə gwu, a faaŋ mih bɔ.”
2c0a150073	Ayakadəiŋ, Bita ka nyə shi tsə, dzaka i bəni bəwɔ a, “Akɔ mih wə mbɛiŋ nəŋki. Mbɛiŋ dzə a nə?”
2c0a160139	Bɔ chukuli a, “Kɔniliɔs wə wi kɔ fwu i mbaŋ wi bəni bə jum bədɔkɔ i Lum si faaŋ buku. Wi kɔ mi wi chəŋ, wi lwa Nyɔ, ayaka Bəju bəchi kɔksi wi. Chinda wi baiŋni widɔkɔ nì kɔ wi dzaka i wi a, a wi chîŋsi ntum i wɔ a wɔ dzə̂ i ŋgaiŋ dzu, ka wi wɔkɔ gia yə wɔ ni dzaka i wi.”
2c0a1700ab	Si bɔ chukuli yakadəiŋ, Bita ka dzaka a, bɔ lîə ma bəh bɔ nɔ̂. Si chɔkɔ buku wɔɔ, wi nyə bəh bɔ ka tsəki. Bəni bə bumni bə Jɔba bədɔkɔ biəli wi.
2c0a1800c2	Bɔ nyani lə ka nɔ i dzəh, chɔkɔ buku wɔɔ ka bɔ liə i Kaysalia. Kɔniliɔs bəh bəni bu bə chwɔŋkijuŋ bəh nsɛ́iŋ yi yi shɔm, bəh bəni bə̀ wi nì laka nì wɔkɔliki bɔ.
2c0a190064	Asi Bita nì liəki tsəki yɛiŋ dzu bɔ Kɔniliɔs baŋsi. Kɔniliɔs gbɔ i wi nshiŋ kɔksi wi.
2c0a1a0066	Ayakalə, Bita dzasi wi i bɛiŋ ka dzaka a, “Dzâ bɛiŋ, mih kɔ tə mfiŋ a mi wiwɔm ka wɔ.”
2c0a1b0076	Wi nì dzakaki bəh Kɔniliɔs bɔ wi liə tsə i dzu, si bɔ liə tsə, wi yɛiŋ num bəni num fiəli baŋsi i dzu.
2c0a1c0114	Wi dzaka i bɔ a, “Mbɛiŋ kiəki lə bindzɔŋ a, nchi wibuku bûmki kə, a mi wi Ju lâa njikə nabə i tâsi nsɛiŋ bəh mi wə wi kɔkə mi wi Ju. Ayakalə, Nyɔ chusi i mih a mih kaŋaki kə i bɔ̂ɔŋki mi widɔkɔ a, wi kɔ mi wi kilɔlɔ nabə a wi baiŋki kə.
2c0a1d00b4	Ayakadəiŋ, jɔbi wə mbɛiŋ si faaŋ ntum a mih dzə̂, mih si ka nəiŋ dəkə i dzə, mih ka dzə. I liə mih bikəki i mbɛiŋ a, akɔ kɔm nə mbɛiŋ si bɔɔŋki mih a?”
2c0a1e0105	Kɔniliɔs ka chukuli a, “Daiŋ si num kaŋ yina si mih nì kɔ i mih dzu mih tsa, a nì kɔ ka jɔbi wələ wə i mbiəŋə witali wə nshifɔkɔ. I fɛiŋ wə mi widɔkɔ num wi tum bəmbuŋ bə mwaŋyini i gwu wə, dza təkəli tumbuku alə i mih nshiŋ.
2c0a1f007a	Wi dzaka i mih a, ‘Kɔniliɔs, Nyɔ wɔkɔ lɔ ntsa wa, ka yɛiŋ kinya kə wɔ nyaki i bəni bə kifuu wi ka kwaka wɔ.
2c0a2000ea	Ayakadəiŋ, fâaŋ bəni i Jɔba a bɔ tsə̂ bɔ̂ɔŋ mi widɔkɔ wə yɛli wi kɔ Samɔn, widɔkɔ num a Bita. Wi nì dzə ka nɔki bəh Samɔn wə wi si kɛiŋsi dzú yi nyám, kwili wi num kɔmsi i kinchwɔ kimbum kpəŋ.’
2c0a2100ab	Akisəkə mih ka faaŋ ntum a wɔ dzə̂. Si wɔ dzə lə, yi ndzɔŋ nalə. I liə buku kɔ i Nyɔ nshiŋ i wɔkɔ gia yə Bah si faaŋ wɔ a wɔ dzə̂ fûku i buku.”
2c0a220054	Bita ka yisi i dzakaki a, “Mih yɛiŋ ŋkɔŋ ŋkɔŋ a, Nyɔ chusiki kə chi chi.
2c0a230094	Mi wichi wə wi lwaki Nyɔ chu fə gia yə yi kɔ chəŋ i Nyɔ nshiŋ, wəmaka mi kɔ num Nyɔ dzɔki lə wi, kɔŋ wi numki na mi wi tumi kinaiŋ.
2c0a2400bd	Mbɛiŋ kiəki lə ntum wə Nyɔ nì chiŋsi i bəni bə Islae, fuku ntum wi ndzɔŋni a Jisɔs Klistus nì dzə ka kimbɔiŋni nûmki. Jisɔs Klistus wələ kɔ Tikwili wi bəni bəchi.
2c0a2500a7	Mbɛiŋ kiəki lə gia yə yi nì num i tumi ki Judea wə kichi, yi nì yisi i Galili asi jɔbi wə Jɔn nì fukuki ntum wi ndzɔŋni juli bəni i bɔkɔ nì tsə.
2c0a2600fb	Mbɛiŋ kiəki lə tə si Nyɔ nì shuku Kiŋ'waka ki Baiŋni i Jisɔs wi Nasali wə, chu nya ŋga i wi, ka num bəh wi. Si Nyɔ nì num bəh wi, wi yisi i nyaniki i di bichi wə, fə nɔm wi ndzɔŋni chu chuku bəni bə̀ Satan nì chəbsiki bɔ.
2c0a27009f	Akɔ buku bə̀ buku nì yɛiŋ gia yə wi nì fəki i tumi ki Bəju wə kichi bəh yə wi nì fəki i Jɛlusalɛm. Bə nì baŋŋ wi i kintasi wə wi kpi.
2c0a280055	Ayakalə, asi kaŋ yitali nì kpɛiŋ, Nyɔ dzasi wi i kpi wə, fə bəni yɛiŋ wi.
2c0a2900c1	A nì kɔkə bəni bəchi bə̀ bɔ nì yɛiŋ wi, a nì yɛiŋ a buku bə̀ wi Nyɔ nì sabi a buku fûkuki kɔm Jisɔs. Buku nì dzi ka mu bəh Jisɔs i jɔbi wə wi nì dza i kpi wə.
2c0a2a0099	Wi dzaka a, buku bi fûkuki ntum wi Nyɔ i bəni, chu fûku i bɔ a, ŋgaiŋ kɔ wə Nyɔ nì babwili a ŋgaiŋ bi sakaki bəni bəwɔm bəh bəkpili.
2c0a2b00aa	Jisɔs wələ kɔ wi wə bəni bə ntum bə Nyɔ bəchi nì dzakaki kɔm wi a, na ndə wə wi jiə shɔm yi i wi ma Nyɔ bi dalinya chu bi, tsə dzəh i yɛli wi wə.”
2c0a2c0089	Asi Bita nì kɛiŋki wi dzaka gia yiwɔ, Kiŋ'waka ki Baiŋni nyə shi dzə i mi wichi wə wi nì kɔ fɛiŋ wi wɔkɔli ndzaka wiwɔ.
2c0a2d00ae	Dzaka wɔm bəni bə bumni bə̀ Bəju bə̀ bɔ nì biəli Bita, si bɔ nì yɛiŋ a, Nyɔ nya tə kinya ki kə ki kɔ Kiŋ'waka ki Baiŋni i bəni bə̀ bɔ kɔkə Bəju.
2c0a2e005a	Bəju bəwɔ wɔkɔ si bɔ dzakaki i já yə bɔ kiəki kə, yaksi Nyɔ, Bita ka bikə a,
2c0a2f009c	“I liə si Kiŋ'waka ki Baiŋni dzə i bəni bələ wə asi ki nì dzə i bukumbɛiŋ wə, akɔ ndə wə wi kɔ i nəiŋ a bə ma juli bɔ i bɔkɔ a?”
2c0a3000a7	Si Bita bikə yakadəiŋ, ka dzaka a bə jûli bɔ i bɔkɔ i yɛli wi Jisɔs Klistus wə. I fɛiŋ wə, bɔ ka tsa wi a, wi nɔ̂ baaŋ bəh bɔ i kaŋ yidɔkɔ wə.
2c0b010082	Bwa bə faaŋni bə Jisɔs bəh bəni bə bumni bə Judea bəchi ka wɔkɔ a bəni bə̀ bɔ kɔkə Bəju ni dzɔ tə gia yi Nyɔ.
2c0b0200cf	Jɔbi wə Bita nì fiəni yaka tsə i Jɛlusalɛm, bəni bə bumni bədɔkɔ ka sakaki wi. Bəni bələ kɔ bəni bə̀ bɔ nì bwaŋki a bə kaŋaki i suuŋ mi wə wi kɔkə wi Ju, ka wi numki mi wi Nyɔ.
2c0b030098	Bɔ ka sakaki wi bikə a, “Wɔ si nyani dəiŋ i laa njikə i bəni bə̀ bɔ kɛiŋki maka bə̀ suuŋ bɔ, chu fiəni dzi mbɛiŋ bɔ kɔm nə a?”
2c0b040048	Bita ka kɛiŋsi fuku baiŋsi gia yichi yə yi si num, ka dzaka i bɔ a,
2c0b050102	“Mih nì kɔ i kwili wi Jɔba wə mih tsa, fiɛŋ fidɔkɔ ka ndəmsi dzə i mih. Mih tsɛiŋ i fiɛŋ fiwɔ kintəəŋ ka yɛiŋ fiɛŋ fidɔkɔ shi dzə i bɛiŋ num aka fwu wimbuŋ num bə kaŋa i bimbu binaa wə. Ayaka fi shi dzə ka num i mih nshiŋ.
2c0b0600d7	Mih tsɛiŋ ndzɔŋ i yɛiŋ kintəəŋ, yɛiŋ ŋgɔkɔ yi nyám yichi a chwɔŋkijuŋ chwɔŋkijuŋ wə, yidɔkɔ num yi dzu, yidɔkɔ num yi chwa bəh yə yi sɛiŋki kuku, bəh minyəni mə mɔ fuliki i bɛiŋ.
2c0b070049	Mih dza wɔkɔ ja yi dzaka i mih a, ‘Bita, dzâ bɛiŋ kûm dzî.’
