2800000006	ܡܬܝ
2b080a0067	ܟܕ ܕܝܢ ܐܬܦܫܛ ܝܫܘܥ ܐܡܪ ܠܗ ܠܐܢܬܬܐ ܐܝܟܐ ܐܝܬܝܗܘܢ ܠܐ ܐܢܫ ܚܝܒܟܝ
2b080b0095	ܗܝ ܕܝܢ ܐܡܪܬ ܘܠܐ ܐܢܫ ܡܪܝܐ ܐܡܪ ܕܝܢ ܝܫܘܥ ܐܦܠܐ ܐܢܐ ܡܚܝܒ ܐܢܐ ܠܟܝ ܙܠܝ ܘܡܢ ܗܫܐ ܬܘܒ ܠܐ ܬܚܛܝܢ
2b080c00b0	ܬܘܒ ܕܝܢ ܡܠܠ ܥܡܗܘܢ ܝܫܘܥ ܘܐܡܪ ܐܢܐ ܐܢܐ ܢܘܗܪܗ ܕܥܠܡܐ ܡܢ ܕܒܬܪܝ ܐܬܐ ܠܐ ܢܗܠܟ ܒܚܫܘܟܐ ܐܠܐ ܢܫܟܚ ܠܗ ܢܘܗܪܐ ܕܚܝܐ
2b080d0063	ܐܡܪܝܢ ܠܗ ܦܪܝܫܐ ܐܢܬ ܥܠ ܢܦܫܟ ܡܤܗܕ ܐܢܬ ܤܗܕܘܬܟ ܠܐ ܗܘܬ ܫܪܝܪܐ
2b080e011d	ܥܢܐ ܝܫܘܥ ܘܐܡܪ ܠܗܘܢ ܐܦܢ ܐܢܐ ܡܤܗܕ ܐܢܐ ܥܠ ܢܦܫܝ ܫܪܝܪܐ ܗܝ ܤܗܕܘܬܝ ܡܛܠ ܕܕܝܕܥ ܐܢܐ ܡܢ ܐܝܡܟܐ ܐܬܝܬ ܘܠܐܝܟܐ ܐܙܠ ܐܢܐ ܐܢܬܘܢ ܕܝܢ ܠܐ ܝܕܥܝܢ ܐܢܬܘܢ ܡܢ ܐܝܡܟܐ ܐܬܝܬ ܘܠܐ ܠܐܝܟܐ ܐܙܠ ܐܢܐ
2b080f0052	ܐܢܬܘܢ ܦܓܪܢܐܝܬ ܕܝܢܝܢ ܐܢܬܘܢ ܐܢܐ ܠܐܢܫ ܠܐ ܕܐܢ ܐܢܐ
2b0810007a	ܘܐܢ ܕܐܢ ܐܢܐ ܕܝܢ ܕܝܢܝ ܫܪܝܪ ܗܘ ܡܛܠ ܕܠܐ ܗܘܝܬ ܒܠܚܘܕܝ ܐܠܐ ܐܢܐ ܘܐܒܝ ܕܫܕܪܢܝ
2b08110057	ܘܒܢܡܘܤܟܘܢ ܕܝܢ ܟܬܝܒ ܕܤܗܕܘܬܐ ܕܬܪܝܢ ܓܒܪܝܢ ܫܪܝܪܐ ܗܝ
2b0812004f	ܐܢܐ ܐܢܐ ܕܤܗܕ ܐܢܐ ܥܠ ܢܦܫܝ ܘܐܒܝ ܕܫܕܪܢܝ ܤܗܕ ܥܠܝ
2b081300bf	ܐܡܪܝܢ ܠܗ ܐܝܟܘ ܐܒܘܟ ܥܢܐ ܝܫܘܥ ܘܐܡܪ ܠܗܘܢ ܘܠܐ ܠܝ ܝܕܥܝܢ ܐܢܬܘܢ ܘܠܐ ܠܐܒܝ ܐܠܘ ܠܝ ܝܕܥܝܢ ܗܘܝܬܘܢ ܐܦ ܠܐܒܝ ܝܕܥܝܢ ܗܘܝܬܘܢ
2b08140082	ܗܠܝܢ ܡܠܐ ܡܠܠ ܒܝܬ ܓܙܐ ܟܕ ܡܠܦ ܒܗܝܟܠܐ ܘܠܐ ܐܢܫ ܐܚܕܗ ܠܐ ܓܝܪ ܥܕܟܝܠ ܐܬܬ ܗܘܬ ܫܥܬܗ
2b081500ba	ܐܡܪ ܠܗܘܢ ܬܘܒ ܝܫܘܥ ܐܢܐ ܐܙܠ ܐܢܐ ܘܬܒܥܘܢܢܝ ܘܬܡܘܬܘܢ ܒܚܛܗܝܟܘܢ ܘܐܝܟܐ ܕܐܢܐ ܐܙܠ ܐܢܐ ܐܢܬܘܢ ܠܐ ܡܫܟܚܝܢ ܐܢܬܘܢ ܠܡܐܬܐ
2b08160091	ܐܡܪܝܢ ܝܗܘܕܝܐ ܠܡܐ ܟܝ ܢܦܫܗ ܩܛܠ ܕܐܡܪ ܕܐܝܟܐ ܕܐܢܐ ܐܙܠ ܐܢܐ ܐܢܬܘܢ ܠܐ ܡܫܟܚܝܢ ܐܢܬܘܢ ܠܡܐܬܐ
2b081700aa	ܘܐܡܪ ܠܗܘܢ ܐܢܬܘܢ ܡܢ ܕܠܬܚܬ ܐܢܬܘܢ ܘܐܢܐ ܡܢ ܕܠܥܠ ܐܢܐ ܐܢܬܘܢ ܡܢ ܗܢܐ ܐܢܬܘܢ ܥܠܡܐ ܐܢܐ ܠܐ ܗܘܝܬ ܡܢ ܗܢܐ ܥܠܡܐ
2b0818007c	ܐܡܪܬ ܠܟܘܢ ܕܬܡܘܬܘܢ ܒܚܛܗܝܟܘܢ ܐܠܐ ܓܝܪ ܬܗܝܡܢܘܢ ܕܐܢܐ ܐܢܐ ܬܡܘܬܘܢ ܒܚܛܗܝܟܘܢ
2b0819006b	ܐܡܪܝܢ ܝܗܘܕܝܐ ܐܢܬ ܡܢ ܐܢܬ ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܦܢ ܕܫܪܝܬ ܕܐܡܠܠ ܥܡܟܘܢ
2b081a00ab	ܤܓܝ ܐܝܬ ܠܝ ܥܠܝܟܘܢ ܠܡܐܡܪ ܘܠܡܕܢ ܐܠܐ ܡܢ ܕܫܕܪܢܝ ܫܪܝܪ ܗܘ ܘܐܢܐ ܐܝܠܝܢ ܕܫܡܥܬ ܡܢܗ ܗܠܝܢ ܗܘ ܡܡܠܠ ܐܢܐ ܒܥܠܡܐ
2b081b002d	ܘܠܐ ܝܕܥܘ ܕܥܠ ܐܒܐ ܐܡܪ ܠܗܘܢ
2b081c00ea	ܐܡܪ ܠܗܘܢ ܬܘܒ ܝܫܘܥ ܐܡܬܝ ܕܬܪܝܡܘܢܗ ܠܒܪܗ ܕܐܢܫܐ ܗܝܕܝܢ ܬܕܥܘܢ ܕܐܢܐ ܐܢܐ ܘܡܕܡ ܡܢ ܨܒܘܬ ܢܦܫܝ ܠܐ ܥܒܕ ܐܢܐ ܐܠܐ ܐܝܟܢܐ ܕܐܠܦܢܝ ܐܒܝ ܗܟܘܬ ܗܘ ܡܡܠܠ ܐܢܐ
2b081d008d	ܘܡܢ ܕܫܕܪܢܝ ܥܡܝ ܐܝܬܘܗܝ ܘܠܐ ܫܒܩܢܝ ܒܠܚܘܕܝ ܐܒܝ ܡܛܠ ܕܐܢܐ ܡܕܡ ܕܫܦܪ ܠܗ ܥܒܕ ܐܢܐ ܒܟܠܙܒܢ
2b081e0038	ܟܕ ܗܠܝܢ ܡܡܠܠ ܗܘܐ ܤܓܝܐܐ ܗܝܡܢܘ ܒܗ
2b081f008a	ܘܐܡܪ ܝܫܘܥ ܠܗܢܘܢ ܝܗܘܕܝܐ ܕܗܝܡܢܘ ܒܗ ܐܢ ܐܢܬܘܢ ܬܟܬܪܘܢ ܒܡܠܬܝ ܫܪܝܪܐܝܬ ܬܠܡܝܕܝ ܐܢܬܘܢ
2b08200034	ܘܬܕܥܘܢ ܫܪܪܐ ܘܗܘ ܫܪܪܐ ܢܚܪܪܟܘܢ
2b0821009d	ܐܡܪܝܢ ܠܗ ܙܪܥܗ ܚܢܢ ܕܐܒܪܗܡ ܘܡܢ ܡܬܘܡ ܥܒܕܘܬܐ ܠܐܢܫ ܠܐ ܦܠܝܚܐ ܠܢ ܐܝܟܢܐ ܐܡܪ ܐܢܬ ܕܬܗܘܘܢ ܒܢܝ ܚܐܪܐ
2b08220078	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܡܝܢ ܐܡܝܢ ܐܡܪܢܐ ܠܟܘܢ ܕܟܠܡܢ ܕܥܒܕ ܚܛܝܬܐ ܥܒܕܗ ܗܘ ܕܚܛܝܬܐ
2b0823004c	ܘܥܒܕܐ ܠܐ ܡܩܘܐ ܠܥܠܡ ܒܒܝܬܐ ܒܪܐ ܕܝܢ ܠܥܠܡ ܡܩܘܐ
2b08240054	ܐܢ ܗܘ ܗܟܝܠ ܕܒܪܐ ܢܚܪܪܟܘܢ ܫܪܝܪܐܝܬ ܬܗܘܘܢ ܒܢܝ ܚܐܪܐ
2b08250089	ܝܕܥ ܐܢܐ ܕܙܪܥܗ ܐܢܬܘܢ ܕܐܒܪܗܡ ܐܠܐ ܒܥܝܢ ܐܢܬܘܢ ܠܡܩܛܠܢܝ ܡܛܠ ܕܠܡܠܬܝ ܠܐ ܤܦܩܝܢ ܐܢܬܘܢ
2b08260083	ܐܢܐ ܡܕܡ ܕܚܙܝܬ ܠܘܬ ܐܒܝ ܡܡܠܠ ܐܢܐ ܘܐܢܬܘܢ ܡܕܡ ܕܚܙܝܬܘܢ ܠܘܬ ܐܒܘܟܘܢ ܥܒܕܝܢ ܐܢܬܘܢ
2b082700b1	ܥܢܘ ܘܐܡܪܝܢ ܠܗ ܐܒܘܢ ܕܝܠܢ ܐܒܪܗܡ ܗܘ ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܠܘ ܒܢܘܗܝ ܗܘܝܬܘܢ ܕܐܒܪܗܡ ܥܒܕܘܗܝ ܕܐܒܪܗܡ ܥܒܕܝܢ ܗܘܝܬܘܢ
2b082800a3	ܗܫܐ ܕܝܢ ܗܐ ܒܥܝܢ ܐܢܬܘܢ ܠܡܩܛܠܢܝ ܠܓܒܪܐ ܕܫܪܝܪܬܐ ܡܠܠܬ ܥܡܟܘܢ ܐܝܕܐ ܕܫܡܥܬ ܡܢ ܐܠܗܐ ܗܕܐ ܐܒܪܗܡ ܠܐ ܥܒܕ
2b08290097	ܐܢܬܘܢ ܕܝܢ ܥܒܕܝܢ ܐܢܬܘܢ ܥܒܕܐ ܕܐܒܘܟܘܢ ܐܡܪܝܢ ܠܗ ܚܢܢ ܡܢ ܙܢܝܘܬܐ ܠܐ ܗܘܝܢ ܚܕ ܐܒܐ ܐܝܬ ܠܢ ܐܠܗܐ
2b082a00ce	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܠܘ ܐܠܗܐ ܗܘܐ ܐܒܘܟܘܢ ܡܚܒܝܢ ܗܘܝܬܘܢ ܠܝ ܐܢܐ ܓܝܪ ܡܢ ܐܠܗܐ ܢܦܩܬ ܘܐܬܝܬ ܘܠܐ ܗܘܐ ܡܢ ܨܒܘܬ ܢܦܫܝ ܐܬܝܬ ܐܠܐ ܗܘ ܫܕܪܢܝ
2b082b006f	ܡܛܠ ܡܢܐ ܡܠܬܝ ܠܐ ܡܫܬܘܕܥܝܢ ܐܢܬܘܢ ܥܠ ܕܠܐ ܡܫܟܚܝܢ ܐܢܬܘܢ ܫܡܥܝܢ ܡܠܬܝ
2b082c0132	ܐܢܬܘܢ ܡܢ ܐܒܐ ܐܟܠܩܪܨܐ ܐܝܬܝܟܘܢ ܘܪܓܬܗ ܕܐܒܘܟܘܢ ܨܒܝܢ ܐܢܬܘܢ ܠܡܥܒܕ ܗܘ ܕܡܢ ܒܪܫܝܬ ܩܛܠ ܐܢܫܐ ܗܘ ܘܒܫܪܪܐ ܠܐ ܩܐܡ ܡܛܠ ܕܫܪܪܐ ܠܝܬ ܒܗ ܐܡܬܝ ܕܡܡܠܠ ܟܕܒܘܬܐ ܡܢ ܕܝܠܗ ܗܘ ܡܡܠܠ ܡܛܠ ܕܕܓܠܐ ܗܘ ܐܦ ܐܒܘܗ
2b082d004c	ܐܢܐ ܕܝܢ ܕܫܪܪܐ ܡܡܠܠ ܐܢܐ ܠܐ ܡܗܝܡܢܝܢ ܐܢܬܘܢ ܠܝ
2b082e0085	ܡܢܘ ܡܢܟܘܢ ܡܟܤ ܠܝ ܥܠ ܚܛܝܬܐ ܘܐܢ ܫܪܪܐ ܡܡܠܠ ܐܢܐ ܐܢܬܘܢ ܠܡܢܐ ܠܐ ܡܗܝܡܢܝܢ ܐܢܬܘܢ ܠܝ
2b082f0097	ܡܢ ܕܡܢ ܐܠܗܐ ܐܝܬܘܗܝ ܡܠܐ ܕܐܠܗܐ ܫܡܥ ܡܛܠ ܗܢܐ ܐܢܬܘܢ ܠܐ ܫܡܥܝܢ ܐܢܬܘܢ ܡܛܠ ܕܠܐ ܗܘܝܬܘܢ ܡܢ ܐܠܗܐ
2b08300074	ܥܢܘ ܝܗܘܕܝܐ ܘܐܡܪܝܢ ܠܗ ܠܐ ܫܦܝܪ ܐܡܪܝܢ ܐܢܚܢܢ ܕܫܡܪܝܐ ܐܢܬ ܘܕܝܘܐ ܐܝܬ ܠܟ
2b08310071	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܠܝ ܕܝܘܐ ܠܐ ܐܝܬ ܐܠܐ ܠܐܒܝ ܡܝܩܪ ܐܢܐ ܘܐܢܬܘܢ ܡܨܥܪܝܢ ܠܝ
2b08320049	ܐܢܐ ܕܝܢ ܠܐ ܒܥܐ ܐܢܐ ܫܘܒܚܝ ܐܝܬ ܗܘ ܕܒܥܐ ܘܕܐܢ
2b08330061	ܐܡܝܢ ܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܡܢ ܕܡܠܬܝ ܢܛܪ ܡܘܬܐ ܠܐ ܢܚܙܐ ܠܥܠܡ
2b083400b0	ܐܡܪܝܢ ܠܗ ܝܗܘܕܝܐ ܗܫܐ ܝܕܥܢ ܕܕܝܘܐ ܐܝܬ ܠܟ ܐܒܪܗܡ ܡܝܬ ܘܢܒܝܐ ܘܐܢܬ ܐܡܪ ܐܢܬ ܕܡܢ ܕܡܠܬܝ ܢܛܪ ܡܘܬܐ ܠܐ ܢܛܥܡ ܠܥܠܡ
2b08350074	ܠܡܐ ܐܢܬ ܪܒ ܐܢܬ ܡܢ ܐܒܘܢ ܐܒܪܗܡ ܕܡܝܬ ܘܡܢ ܢܒܝܐ ܕܡܝܬܘ ܡܢܘ ܥܒܕ ܐܢܬ ܢܦܫܟ
2b083600ac	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܢ ܐܢܐ ܡܫܒܚ ܐܢܐ ܢܦܫܝ ܫܘܒܚܝ ܠܐ ܗܘܐ ܡܕܡ ܐܝܬܘܗܝ ܐܒܝ ܕܡܫܒܚ ܠܝ ܗܘ ܕܐܡܪܝܢ ܐܢܬܘܢ ܕܐܠܗܢ ܗܘ
2b083700c7	ܘܠܐ ܝܕܥܬܘܢܝܗܝ ܐܢܐ ܕܝܢ ܝܕܥ ܐܢܐ ܠܗ ܘܐܢ ܐܡܪ ܐܢܐ ܕܠܐ ܝܕܥ ܐܢܐ ܠܗ ܗܘܐ ܐܢܐ ܠܝ ܟܕܒܐ ܐܟܘܬܟܘܢ ܐܠܐ ܝܕܥ ܐܢܐ ܠܗ ܘܡܠܬܗ ܢܛܪ ܐܢܐ
2b0838004d	ܐܒܪܗܡ ܐܒܘܟܘܢ ܡܤܘܚ ܗܘܐ ܕܢܚܙܐ ܝܘܡܝ ܘܚܙܐ ܘܚܕܝ
2b08390066	ܐܡܪܝܢ ܠܗ ܝܗܘܕܝܐ ܥܕܟܝܠ ܒܪ ܚܡܫܝܢ ܫܢܝܢ ܠܐ ܗܘܝܬ ܘܠܐܒܪܗܡ ܚܙܝܬ
2b083a0070	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܡܝܢ ܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܥܕܠܐ ܢܗܘܐ ܐܒܪܗܡ ܐܢܐ ܐܝܬܝ
2b083b0078	ܘܫܩܠܘ ܟܐܦܐ ܕܢܪܓܡܘܢܝܗܝ ܘܝܫܘܥ ܐܬܛܫܝ ܘܢܦܩ ܡܢ ܗܝܟܠܐ ܘܥܒܪ ܒܝܢܬܗܘܢ ܘܐܙܠ
2b0901003b	ܘܟܕ ܥܒܪ ܚܙܐ ܓܒܪܐ ܤܡܝܐ ܕܡܢ ܟܪܤ ܐܡܗ
2b09020073	ܘܫܐܠܘܗܝ ܬܠܡܝܕܘܗܝ ܘܐܡܪܝܢ ܪܒܢ ܡܢܘ ܚܛܐ ܗܢܐ ܐܘ ܐܒܗܘܗܝ ܕܟܕ ܤܡܐ ܢܬܝܠܕ
2b09030070	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܠܐ ܗܘ ܚܛܐ ܘܠܐ ܐܒܗܘܗܝ ܐܠܐ ܕܢܬܚܙܘܢ ܒܗ ܥܒܕܘܗܝ ܕܐܠܗܐ
2b0904007a	ܠܝ ܘܠܐ ܠܡܥܒܕ ܥܒܕܐ ܕܡܢ ܕܫܕܪܢܝ ܥܕ ܐܝܡܡܐ ܗܘ ܐܬܐ ܠܠܝܐ ܕܐܢܫ ܠܐ ܡܫܟܚ ܠܡܦܠܚ
2b09050037	ܟܡܐ ܕܒܥܠܡܐ ܐܢܐ ܢܘܗܪܗ ܐܢܐ ܕܥܠܡܐ
2b09060072	ܘܟܕ ܐܡܪ ܗܠܝܢ ܪܩ ܥܠ ܐܪܥܐ ܘܓܒܠ ܛܝܢܐ ܡܢ ܪܘܩܗ ܘܛܫ ܥܠ ܥܝܢܘܗܝ ܕܗܘ ܤܡܝܐ
2b09070064	ܘܐܡܪ ܠܗ ܙܠ ܐܫܝܓ ܒܡܥܡܘܕܝܬܐ ܕܫܝܠܘܚܐ ܘܐܙܠ ܐܫܝܓ ܘܐܬܐ ܟܕ ܚܙܐ
2b0908009a	ܫܒܒܘܗܝ ܕܝܢ ܘܐܝܠܝܢ ܕܚܙܐ ܗܘܐ ܠܗܘܢ ܡܢ ܩܕܝܡ ܕܚܕܪ ܗܘܐ ܐܡܪܝܢ ܗܘܘ ܠܐ ܗܘܐ ܗܢܘ ܗܘ ܕܝܬܒ ܗܘܐ ܘܚܕܪ
2b0909008d	ܐܝܬ ܕܐܡܪܝܢ ܗܘܘ ܕܗܘܝܘ ܘܐܝܬ ܕܐܡܪܝܢ ܗܘܘ ܠܐ ܐܠܐ ܡܕܡܐ ܕܡܐ ܠܗ ܗܘ ܕܝܢ ܐܡܪ ܗܘܐ ܕܐܢܐ ܐܢܐ
2b090a0030	ܐܡܪܝܢ ܠܗ ܐܝܟܢܐ ܐܬܦܬܚ ܥܝܢܝܟ
2b090b00b9	ܥܢܐ ܘܐܡܪ ܠܗܘܢ ܓܒܪܐ ܕܫܡܗ ܝܫܘܥ ܥܒܕ ܛܝܢܐ ܘܛܫ ܠܝ ܥܠ ܥܝܢܝ ܘܐܡܪ ܠܝ ܙܠ ܐܫܝܓ ܒܡܝܐ ܕܫܝܠܘܚܐ ܘܐܙܠܬ ܐܫܝܓܬ ܘܐܬܚܙܝ ܠܝ
2b090c003b	ܐܡܪܝܢ ܠܗ ܐܝܟܘ ܐܡܪ ܠܗܘܢ ܠܐ ܝܕܥ ܐܢܐ
2b090d0049	ܘܐܝܬܝܘܗܝ ܠܗܘ ܕܡܢ ܩܕܝܡ ܤܡܝܐ ܗܘܐ ܠܘܬ ܦܪܝܫܐ
2b090e005a	ܐܝܬܝܗ ܗܘܬ ܕܝܢ ܫܒܬܐ ܟܕ ܥܒܕ ܛܝܢܐ ܝܫܘܥ ܘܦܬܚ ܠܗ ܥܝܢܘܗܝ
2b090f0092	ܘܬܘܒ ܫܐܠܘܗܝ ܦܪܝܫܐ ܐܝܟܢܐ ܐܬܚܙܝ ܠܟ ܗܘ ܕܝܢ ܐܡܪ ܠܗܘܢ ܛܝܢܐ ܤܡ ܥܠ ܥܝܢܝ ܘܐܫܝܓܬ ܘܐܬܚܙܝ ܠܝ
2b09100107	ܘܐܡܪܝܢ ܗܘܘ ܐܢܫܐ ܡܢ ܦܪܝܫܐ ܗܢܐ ܓܒܪܐ ܠܐ ܗܘܐ ܡܢ ܐܠܗܐ ܗܘ ܕܫܒܬܐ ܠܐ ܢܛܪ ܐܚܪܢܐ ܕܝܢ ܐܡܪܝܢ ܗܘܘ ܐܝܟܢܐ ܡܫܟܚ ܓܒܪܐ ܚܛܝܐ ܗܠܝܢ ܐܬܘܬܐ ܠܡܥܒܕ ܘܦܠܓܘܬܐ ܐܝܬ ܗܘܬ ܒܝܢܬܗܘܢ
2b09110096	ܐܡܪܝܢ ܬܘܒ ܠܗܘ ܤܡܝܐ ܐܢܬ ܡܢܐ ܐܡܪ ܐܢܬ ܥܠܘܗܝ ܕܦܬܚ ܠܟ ܥܝܢܝܟ ܐܡܪ ܠܗܘܢ ܐܢܐ ܐܡܪ ܐܢܐ ܕܢܒܝܐ ܗܘ
2b09120081	ܠܐ ܕܝܢ ܗܝܡܢܘ ܗܘܘ ܥܠܘܗܝ ܝܗܘܕܝܐ ܕܤܡܝܐ ܗܘܐ ܘܚܙܐ ܥܕܡܐ ܕܩܪܘ ܠܐܒܗܘܗܝ ܕܗܘ ܕܚܙܐ
2b09130084	ܘܫܐܠܘ ܐܢܘܢ ܐܢ ܗܢܘ ܒܪܟܘܢ ܗܘ ܕܐܢܬܘܢ ܐܡܪܝܢ ܐܢܬܘܢ ܕܟܕ ܤܡܐ ܐܬܝܠܕ ܐܝܟܢܐ ܗܫܐ ܚܙܐ
2b0914005d	ܥܢܘ ܕܝܢ ܐܒܗܘܗܝ ܘܐܡܪܘ ܝܕܥܝܢܢ ܕܗܢܘ ܒܪܢ ܘܕܟܕ ܤܡܐ ܐܬܝܠܕ
2b091500a3	ܐܝܟܢܐ ܕܝܢ ܗܫܐ ܚܙܐ ܐܘ ܡܢܘ ܦܬܚ ܠܗ ܥܝܢܘܗܝ ܠܐ ܝܕܥܝܢܢ ܐܦ ܗܘ ܥܠ ܠܗ ܠܫܢܘܗܝ ܠܗ ܫܐܠܘ ܗܘ ܚܠܦ ܢܦܫܗ ܢܡܠܠ
2b091600c0	ܗܠܝܢ ܐܡܪܘ ܐܒܗܘܗܝ ܡܛܠ ܕܕܚܠܝܢ ܗܘܘ ܡܢ ܝܗܘܕܝܐ ܦܤܩܘ ܗܘܘ ܓܝܪ ܝܗܘܕܝܐ ܕܐܢ ܐܢܫ ܢܘܕܐ ܒܗ ܕܡܫܝܚܐ ܗܘ ܢܦܩܘܢܝܗܝ ܡܢ ܟܢܘܫܬܐ
2b0917004a	ܡܛܠ ܗܢܐ ܐܡܪܘ ܐܒܗܘܗܝ ܕܥܠ ܠܗ ܠܫܢܘܗܝ ܠܗ ܫܐܠܘ
2b091800b6	ܘܩܪܐܘܗܝ ܠܓܒܪܐ ܕܬܪܬܝܢ ܙܒܢܝܢ ܠܗܘ ܕܐܝܬܘܗܝ ܗܘܐ ܤܡܝܐ ܘܐܡܪܝܢ ܠܗ ܫܒܚ ܠܐܠܗܐ ܚܢܢ ܓܝܪ ܝܕܥܝܢܢ ܕܗܢܐ ܓܒܪܐ ܚܛܝܐ ܗܘ
2b0919008f	ܥܢܐ ܗܘ ܘܐܡܪ ܠܗܘܢ ܐܢ ܚܛܝܐ ܗܘ ܠܐ ܝܕܥ ܐܢܐ ܚܕܐ ܕܝܢ ܝܕܥ ܐܢܐ ܕܤܡܝܐ ܗܘܝܬ ܘܗܫܐ ܗܐ ܚܙܐ ܐܢܐ
2b091a004b	ܐܡܪܝܢ ܠܗ ܬܘܒ ܡܢܐ ܥܒܕ ܠܟ ܐܝܟܢܐ ܦܬܚ ܠܟ ܥܝܢܝܟ
2b091b00aa	ܐܡܪ ܠܗܘܢ ܐܡܪܬ ܠܟܘܢ ܘܠܐ ܫܡܥܬܘܢ ܡܢܐ ܬܘܒ ܨܒܝܢ ܐܢܬܘܢ ܠܡܫܡܥ ܠܡܐ ܐܦ ܐܢܬܘܢ ܬܠܡܝܕܐ ܨܒܝܢ ܐܢܬܘܢ ܠܡܗܘܐ ܠܗ
2b091c007b	ܗܢܘܢ ܕܝܢ ܨܚܝܘܗܝ ܘܐܡܪܝܢ ܠܗ ܐܢܬ ܗܘ ܬܠܡܝܕܗ ܕܗܘ ܚܢܢ ܓܝܪ ܬܠܡܝܕܐ ܚܢܢ ܕܡܘܫܐ
2b091d0065	ܘܝܕܥܝܢܢ ܕܥܡ ܡܘܫܐ ܐܠܗܐ ܡܠܠ ܠܗܢܐ ܕܝܢ ܠܐ ܝܕܥܝܢܢ ܡܢ ܐܝܡܟܐ ܗܘ
2b091e00a4	ܥܢܐ ܗܘ ܓܒܪܐ ܘܐܡܪ ܠܗܘܢ ܒܗܕܐ ܗܘ ܗܟܝܠ ܠܡܬܕܡܪܘ ܕܐܢܬܘܢ ܠܐ ܝܕܥܝܢ ܐܢܬܘܢ ܡܢ ܐܝܡܟܐ ܗܘ ܘܥܝܢܝ ܕܝܠܝ ܦܬܚ
2b091f0088	ܝܕܥܝܢ ܚܢܢ ܕܝܢ ܕܐܠܗܐ ܒܩܠܐ ܕܚܛܝܐ ܠܐ ܫܡܥ ܐܠܐ ܠܡܢ ܕܕܚܠ ܡܢܗ ܘܥܒܕ ܨܒܝܢܗ ܠܗܘ ܗܘ ܫܡܥ
2b0920004e	ܡܢ ܥܠܡ ܠܐ ܐܫܬܡܥܬ ܕܦܬܚ ܐܢܫ ܥܝܢܐ ܕܤܡܝܐ ܕܐܬܝܠܕ
2b0921004e	ܐܠܘ ܠܐ ܡܢ ܐܠܗܐ ܗܘܐ ܗܢܐ ܠܐ ܡܫܟܚ ܗܘܐ ܗܕܐ ܠܡܥܒܕ
2b09220070	ܥܢܘ ܘܐܡܪܝܢ ܠܗ ܐܢܬ ܟܠܟ ܒܚܛܗܐ ܐܬܝܠܕܬ ܘܐܢܬ ܡܠܦ ܐܢܬ ܠܢ ܘܐܦܩܘܗܝ ܠܒܪ
2b0923006f	ܘܫܡܥ ܝܫܘܥ ܕܐܦܩܘܗܝ ܠܒܪ ܘܐܫܟܚܗ ܘܐܡܪ ܠܗ ܐܢܬ ܡܗܝܡܢ ܐܢܬ ܒܒܪܗ ܕܐܠܗܐ
2b09240041	ܥܢܐ ܗܘ ܕܐܬܐܤܝ ܘܐܡܪ ܡܢܘ ܡܪܝ ܕܐܗܝܡܢ ܒܗ
2b09250045	ܐܡܪ ܠܗ ܝܫܘܥ ܚܙܝܬܝܗܝ ܘܗܘ ܕܡܡܠܠ ܥܡܟ ܗܘܝܘ
2b09260040	ܗܘ ܕܝܢ ܐܡܪ ܡܗܝܡܢ ܐܢܐ ܡܪܝ ܘܢܦܠ ܤܓܕ ܠܗ
2b09270082	ܘܐܡܪ ܝܫܘܥ ܠܕܝܢܗ ܕܥܠܡܐ ܗܢܐ ܐܬܝܬ ܕܐܝܠܝܢ ܕܠܐ ܚܙܝܢ ܢܚܙܘܢ ܘܐܝܠܝܢ ܕܚܙܝܢ ܢܤܡܘܢ
2b09280071	ܘܫܡܥܘ ܡܢ ܦܪܝܫܐ ܐܝܠܝܢ ܕܥܡܗ ܗܘܘ ܗܠܝܢ ܘܐܡܪܘ ܠܗ ܠܡܐ ܐܦ ܚܢܢ ܤܡܝܐ ܚܢܢ
2b092900b3	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܠܘ ܤܡܝܐ ܗܘܝܬܘܢ ܠܝܬ ܗܘܬ ܠܟܘܢ ܚܛܝܬܐ ܗܫܐ ܕܝܢ ܐܡܪܝܢ ܐܢܬܘܢ ܕܚܙܝܢܢ ܡܛܠ ܗܢܐ ܚܛܝܬܟܘܢ ܩܝܡܐ ܗܝ
2b0a0100a6	ܐܡܝܢ ܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܡܢ ܕܠܐ ܥܐܠ ܡܢ ܬܪܥܐ ܠܛܝܪܐ ܕܥܢܐ ܐܠܐ ܤܠܩ ܡܢ ܕܘܟܐ ܐܚܪܢܝܐ ܗܘ ܓܢܒܐ ܗܘ ܘܓܝܤܐ
