280000000c	ማትዎስ
2b083000a8	አይሁድኒ ሜያ ዎልግሬ፦ «‹ነ ሳምራዊዋ፥ ኪና አያና ደይ ነይስ ፋርዋ› ኡኒስ ፉቶታኖሶ ማኬንሪ?» ይሴቴ።
2b083100a9	የሱስ ዎልግሬ ኤካ ይ፦ «ታይሲ ኪና አያና ኣፋዋ። ታ አባታስን ኡልፍንስናር፤ ስኑንታኖ ንቶ ታን ካሽትር።
2b083200a5	ስንፋናክኑ ታ ቴትናሪ ኡልፍናሶን ኣነ ሾሌፋት። ታ ኡልፍናሶን ሾሌፌርናዋ ማጝሱ ካርኒርና ኦም ፌርዋ።
2b08330071	ፉቶ ንቶክ ማኬፋውጙዋ፥ ካምናሶን ኦድፌ ባር እሳንነ ኣፋ ክቱና ዉዛ።»
2b08340115	አይሁድኒ ሜያ፦ «ነይስ ኪና አያና ፋናማቶ ሀየ አሪንዋ። አብራሀምኑ ክትዋ፤ ራጁኒ ሜያ ደይ ክትሴቴዋ። ስኑንታኖ ነ፦ ‹ካምናሶን ኦድፌ ባር እሳንነ ኣፋ ክቱና ዉዛ› ይፋት።
2b083500a4	ነ ኪት አባን አብራሀምኒስታን አሪኩታሮሶ? ራጁኒ ሜያ ክትሴቴ። ኤኪን ነ ቴትኔሶን ኦ ኡታስሶ?» ይሴቴ።
2b083600bc	የሱስ ዎልግሬ፦ «ታ ቴትናሶን ኡልፍንስፋናነ ሽማቱ ስናናዋ። ታን ኡልፍንሱኒስ ንቶ፦ ‹ሀኦኒዋ› ይሴፌት አባታስዋ።
2b08370124	ንቶ ባሪን ኣነ አርሴፌትዋ፤ ስኑንታኖ ታ ባሪን ማእስራ አሪናርዋ። ኣነ አሪፋትዋ ይፋናነ ንቶስማቶ ኤሽኛቱ ስናናዋ። ስኑንታኖ ታ ባሪን ማእስራ አሪናርዋ፤ ካምባሶን ደይ ኦድናርዋ።
2b0838008d	ንቶ አባንት ስና አብራሀም ታ ዎናሶን ቢሬ ግሮናክ አካማኖን ሾልይት ፌር፤ ደይ ቢሬ ግሬ»
2b08390083	አይሁድኒ ሜያ ደይ፦ «ነ ኡቻስር ዎጋነ ካርእኖይፌን አብራሀምኒን ቢቶሶ?» ይሴቴ።
2b083a007d	የሱስ ደይ፦ «ፉቶ ንቶክ ማኬፋውጙዋ፤ አብራሀም ኮንቶኖይ ፌን ታ ፋዉጝዋ» ይ።
2b083b0088	ኤስታን ባሪን እቻክ ሹአ ካቡግሴቴ፤ ስኑንታኖ የሱስ ኣቸሬ ቤቴሜቅደሲሲን ኬሴ ሀሚ።
2b09010058	የሱስ ኡጉንነ ሀምፌት ኣፍትሹ ስንነ ኮንቴ አሱንን ቢ።
2b09020125	ናዎኒ ሜያ፦ «አስሲኛኖ! ሀን አሱስ ኣፍትሹ ስንነ ኮንቴናስ ኦ ዎስቴና ቦርእኣሲኪንሶ? ባር ዎስቴና ቦርአሲክጝዋ ወደይ ባሪን ኮኒ አባ እንቶስ ዎስቴሴቴ ቦርእኣሲኪንሶ?» ይሬ ማሙሴቴ።
2b09030115	የሱስ ኤካ ይሬ ዎልጊ፦ «ሀን አሱስ ኣፍትሹ ስንነ ኮንቴናስ ባር ወደይ ባሪን ኮኒ አባ እንቶስ ዎስቴሴቴ ቦርእኣሲክታዋ። ሀኦሲ ዎስቶ ባርኪ ካሞ አምማኖን ኬስሳ ቤስቶናክዋ።
2b090400a6	ዎናስ ቻሬፍባሴ ፌን ታን ዎሲ ባሳ ዎስቶኖን ዎስቶናክ ሾልስፋዋ። ኦኑ ዎስቶክ ችምኖይና ታልማ ዮኒርዋ።
2b0905004b	ሀን ዳስታክ ፋና ካባሲክ ታ ሀን ዳሲ ቻሬፋዋ።»
2b0906007f	ኤስ ባሮን ማኬፋት ዳስታክ ቱጀሬ ሆአ ቱሽሬ ሃርኣሲክ ኣፍትሹሳ ኣፋኖን ዎሻት፦
2b090700ed	«ኤክ ሀምፋት ስሎም ይስቴፋ ኩጲራ ኩኒ አካሲ ማሶዋ» ይ። ስሎም ኡሲ ኮታ ደይ፦ «ዎስቴሬ ሀማር» ኡ። ኤስ ባሪ ቦርኣ ሀምሜ ደይ ማሴሬ ብየት ዎል ሌ የ።
2b090800bc	ስናቲ ካባሲክ ሺጴፌን ብየ አሱኒ ሜናዋ ዎልኮባሳክቶና፦ «ሀን አሱስ ዜሞ ስናክ ዲፋት ሺጴፌን ቢኒ ባርቴኖሶ?» ይሴቴ።
2b090900c3	እሳ እሳይስ፦ «ባርዋ» ይሴቴ። ኦሚስ ደይ፦ «እንዳነዋ፤ ግቶባስቱ ባርነ ፌርዋ» ይሴቴ። አሱስ፦ «ኤስ ኣፍትሹስ ታዋ» ይ።
2b090a0061	አሱኒ ሜያ ደይ፦ «ኤኪን ኣፍኔስ ኣካክ ብያክ ችምሶ?» ይሴቴ።
2b090b00f4	ባር ዎልግሬ፦ «የሱስ ይስቴፌ አሱስ ሆአ ቱሽሬ ሃርኣሲክ ኣፍናሶን ዎሻት፦ ‹ስሎም ይስቴፋ ኩጲራ ኩኒ አካሲ ሀምማ ማሶዋ› ይን፤ ሀምማ ማሴራ ቢጝዋ» ይ።
2b090c007d	«ኤስ አሱስ አይንሶ ፌናሪ?» ይሴቴ። ባር ደይ፦ «አይ ፌናማቶ ኣነ አሩትዋ» ይ።
2b090d0080	ኤስታን አሱኒ ሜያ ስናክ ኣፍትሹ ስንነ ፌ አሱስን ኤጴሬ ፌርሳዊኒ ሜያኪ ታሜቴ።
2b090e007f	የሱስ ኤስ አሱሳ ኣፋኖን ሆአ ቱሽሬ ሃርኣሲክ ዎሽሬ ፋትናስ ቤይሳኒ ዎናሲክዋ።
2b090f00e5	ፌርሳዊኒ ሜያ፦ «ኣካክ ብያክ ችምሶ?» ይሬ ሄፕሳ አሱስን ማሙሴቴ። ባር ደይ፦ «ኣፍናሶን ሆአ ቱሽሬ ሃርኣሲክ ዎሽንቱ ማሴራ ብያክ ችምጝዋ» ይ።
2b09100181	ፌርሳዊኒ ሜያስን እሳ እሳይስ፦ «ሀን አሱስ ቤይሳኒ ዎናሶን ኣነ ኦድፌ ስና ቦርአ ሀኦስኪን ዬርቴዋ» ይሴቴ። ኦሚስ ደይ፦ «ቦርእባ ፌና አሱ ኤፋቴና ቢስቴራ አሪቶኖይ ዉዛ ኣካክ ዛጉክ ችምንሪንሶ?» ይሴቴ። ባሶ ጋነያሲ ደይ ኦር ኦር ኬሳ ስኒ።
2b09110102	ኤስ ባሪ ቦርኣ ፌርሳዊኒ ሜያ ስናክ ኣፍትሹ ስንነ ፌ አሱስን፦ «ኣፍኔስ ብያናክ ዛግ አሱሳ ቾዋኖን ነ አዉ ይፋስሶ?» ይት ደይ ማሙሴቴ። ባር ዎልግሬ፦ «ራጁዋ» ይ።
2b091200e2	አይሁድኒ አእስኛኒ ሜያ ኤስ አሱስ ኣፍትሹ ስንናማቶናዋ ኦርፎ ደይ ቢናማቶና ባሳ አባስንናዋ እንቶሶንና ቴግሴሬ ማሙሶነኔን ኣነ አማኖሶቶ።
2b091300d4	አባስናዋ እንቶሴ አስን ቴግሲሬ፦ «ኣፍትሹ ስንነቱ ኮንቴ ይሴፌት ንቶ ናስ ሀኒስቴኖሶ? ኤኪን ሀሽ ኣካክ ብያክ ችም?» ይሴሬ ማሙሴቴ።
2b0914008f	አባስናዋ እንቶሴ ዎሉግሴሬ፦ «ሀኒስ እንኖ ናዋ፤ ኣፍትሹ ስንነ ኮኒቶባሶንቱ አሪፌንዋ።
2b091500ea	ስኑንታኖ ሀሽ ኣካክ ቢናማቶናዋ ኣፋሶን ኦ ፋትናማቶና ኣነ አሪፌንዋ። ባር ቴትባ ችም አሱዋ፤ ባሪን ማምሱትዋ። ባሳ ቾዋሶን ባር ማኮናዋ» ይሴቴ።
2b09160109	«ክርስቶስዋ» ይሬ ማኬ አሱ ፌፋናነ አይሁድኒ አእስኛኒ ሜያ አይሁድኒ ዙቶኒ ኬያስን ካሌ ኪሶነክ ዜምሜ ሜርኬሴሬ ፌሴቴር ስንና ቦርአ ባሶትን ድግሴፋቱ ኤካ ማክሴቴ።
2b09170087	ኤስ ባሪ ቦርኣቱ አባስናዋ እንቶሴ፦ «ባር ቴትባ ችም አሱዋ፤ ባሪን ማምሱት» ይሴቴ።
2b091800ec	ኤስታን ስናክ ኣፍትሹ ስንነ ፌ አሱስን ሄፕሳክ ቴጌሴሬ፦ «ነ ፉቶሶን ማኬራ ሀኦሶን ኡልፍንሱዋ። ሀን አሱስ ቦር ስንባሶን እንኖ አሪፌንዋ» ይሴቴ።
2b091900f1	ስናክ ኣፍትሹ ስንነ ፌ አሱስ ዎልግሬ፦ «ቦእርባ ፋርቶ ኣፋቶ ኣነ አሪፋትዋ። ታ አሪፋናስ ስናክ ኣፍትሹ ስንናሴዋ ሀሽ ደይ ብያክ ችምናሴ ኮእባዋ» ይ።
2b091a0074	ባሶ ደይ፦ «ኣምባንሶ ኔክ ዛግናሪ? ኣካኪንሶ ኣፍኔሶን ፋትናሪ?» ይሴቴ።
2b091b00de	ባር ዎልግሬ፦ «ዜምማ ንቶክ ማኬጝዋ፤ ኦዶክ ኣኔ ሾሎዌት። ሄፕሳ አዉኒሮን ኦዶትክ ሾሌትሶ? ንቶ ደይ ባሳ ናዎ ስናትክ ሾልሴድፌትሮሶ?» ይ።
2b091c0054	ባሪን ሜኤት፦ «ነቱ ባሳ ናዎቴኖ እንኖ ሙሴኒ ናዎዋ።
2b091d00af	ሀኦስ ሙሴኔን አኔ ዎል ሌናማቶ እንኖ አሪፌንዋ። ስኑንታኖ ሀን አሱስ አይን ስንናማቶ ኣነ አሪፌንዋ» ይሴቴ።
2b091e00ac	አሱስ ዎልግሬ ኤካ ይ፦ «ሀን አሱስ አይን ስንናማቶ አሩ ሻኩንትስ ዲንቂ ቾዋዋ፤ ስኑንታኖ ኣፍናሶን ፋትዋ።
2b091f00d4	ሀኦሶን ድጌፌ ባርናዋ ሳፋራባሶን ደይ ዛግፌ ባርና አስን ሀኦስ ኦደርዋ። ስኑንታኖ ቦእርባ ፋና ባሪን ኣነ ኦደፋ ስንናማቶ አርቶዋ።
2b09200080	ኣፍትሹ ስንነ ኮንቴ አሱኒ ኣፋ ኦኑ ፋትድፌን ዳ ቴስቴናኔን ካብራ ኣነ ኦድቶዋ።
2b09210078	ሀን አሱስ ሀኦስኪን ስና ሻኪ ስንፋናነ እሳ ዉዛነ ዛጉናክ ኣፋ ችማናዉዛ።»
2b092200a5	ባሶ ደይ፦ «ቦርአክ ኮንቴ ነ እኖትን አስሱታሮሶ?» ይሴፋት አይሁድኒ ሺጶኒ ኬያሲ ጌራካሎ ካሌ ክሴሴቴ።
2b092300b9	የሱስ ፋሪ አሱስን አይሁድኒ ሺጶኒ ኬያሲ ጌራካሎ ካሌ ክሴሴቴማቶ ኦደ። ደይ ዳንነ፦ «አሱኒ ናንክ አማነፋቶሶ?» ይ።
2b0924005b	ባር ዎልግሬ፦ «ዳምታሶ! ባርክ አማኖናክ ባር ኦንሶ?» ይ።
2b0925007a	የሱስ ደይ፦ «ስና ዜምማ ቢትዋ፤ ሀሽ ደይ ነኔን አነ ዎል ሌፌስ ታ ባርዋ» ይ።
2b09260053	አሱስ ደይ፦ «ዳምታሶ! አማኖናዋ» ይት ባርክ ሳጋደ።
2b092700da	የሱስ ደይ፦ «ታ ሀን ዳስታ ያናስ ማጝሱኒ ካርአክዋ። ኣፍትሹ ስና ባሶ ብዮነክ፤ ቢዲፌኒ ይሴፌ ባሶ ደይ ኣፍትሹ ስኖቤሲሶን ቤሱክዋ» ይ።
2b092800ad	ኤስ ካባሲክ ቴሽባ የርሴ እሳ እሳ ፌርሳዊኒ ሜያ ኤስ ባሮን ኦደሴሬ፦ «ኤካን እንኖ ደይ ኣፍትሹኖሶ?» ይሴቴ።
2b092900e2	የሱስ ደይ ዎልግሬ፦ «ኣፍትሹ ስንነፋትነ ንቶክ ቦርአ ስናና ካባታዋ፤ ስኑንታኖ ‹ቢድፌኒር› ይሴፌቲ ቦርአ ቦርእኒትስኔንቱ ፉእቶትዋ» ይ።
2b0a0100be	ደይ የሱስ፦ «ታ ፉቶ ንቶክ ማኬፋውጙዋ፤ ፋንቱሲ ኦላኒ ፍኝሲ ካሞ ግሩኖይ ኦማ ኡግናክ ግሪፌ ባር ዊስዋ፤ ደይ ቦእኛዋ።
2b0a020051	ስኑንታኖ ፍኝባሲ ካሞ ግሪፌ ባር ፋንቱሲ ኬሜርዋ።
2b0a0300bf	ባርክ ፍኛአሶን ኦድፌ ባር ጋቻና። ፋንቱሲክቶ ደይ ካምባሶን ኦዶና። ባሳ ፋንቱሲክቶኖን ሱንባ ሱንባሲክ ቴጌሬ ክሱና።
2b0a0400df	ባሳ ቴትን ፋንቱሲክቶኖን ዙትሬ ክስናኔን ኦርፎ ባርኪቶኒ ስናስታ ዜማና። ፋንቱሲክቶ ደይ ካምባሶን አሪሴር ስንና ቦርአ ኦርፎባሴ ሀሞና።
2b0a0500af	ስኑንታኖ ኦሚሳ ካማኖን ኣነ አሪሴፋ ስንና ቦርአ ባሳስታን ኤላቱ ኤላናታኖ እሳንነ ኦርፎባሴ ኣፋ ሀማና ዉዛ»
2b0a06008a	የሱስ ኤስ ቤሶሶን ባሶክ ማኬ። ስኑንታኖ ባሶ ማኬና ዉዛስ አዉ ስንናማቶ ኣነ አሪሶቶ።
2b0a07006f	ሄፕሳ ደይ የሱስ ኤካ ይ፦ «ፉቶ ንቶክ ማኬፋውጙዋ፤ ፋንቱሲ ፍኛ ታዋ።
2b0a080097	ታይስታን ዜምሜ ዬሴ ባሶ ዙቴሬ ዊስ፤ ደይ ቦእኛዋ። ፋንቱሲክቶ ደይ ባሶ ካማሶን ኣነ ኦዶሶዋ።
2b0a090083	«ፍኛአስ ታዋ፤ ታኪ ካሞ ግሪፌ ባር ፋሩና፤ ግሩና፥ ኬሳና፥ ፌሽኒ ድማ ደይ ዳናና።
2b0a0a00c5	ዊሲስ ዊሴሬ ሹኬ ትሽኩናክታኖ ባክ ኣነ ዬፌዋ። ስኑንታኖ ታ ባሶክ ካ ስናናክናዋ ፎቤሲሲክ ቱማ ፉእቴ ካ ዳኖነክናቱ ያጝዋ።
2b0a0b0072	ታ ማአ ኬሜርዋ፤ ማአ ኬሜሪስ ካባሶን ፋንቱሲክዋ እያት ኣትሬ እማርዋ።
2b0a0c00f2	ዋጋክ ኬምፌ ባር ፋንቱሲክቶ ባሳር ስና ቤይና ቦርአ እሪርካስ ያፋና ካባሲክ ፋንቱሶን ሀኣት ኤልፌ። እሪርካስ ደይ ፋንቱሶን ኤጲን ኦማስ ደይ ሲክቴፋ።
2b0a0d008c	ኤስ ኬሜሪስ ዋጋክቱ ኬምፌ ስንና ቦርአ ፋንቱሲክ ኣነ ሳፋሬፌ፤ ደይ ቴትባሲክቱ ኤልፌ።
2b0a0e007b	ታ ማአ ኬሜርዋ፤ ታ ፋንቱናሶን አሪናርዋ። ፋንቱናሲክቶ ደይ ታን አሪሴርዋ።
2b0a0f00db	ታ ባርኪቶኖን አሪፋናስ አባስ ታን አሪፌናሲማቶናዋ ታ ደይ አባታስን አሪፋናሲማቶዋ። ካናሶን ደይ ፋንቱናሲክዋ እያት ኣትራ እማናርዋ።
2b0a1000fd	ሀን ኦላሲ ፎንቶ ጌሮክ ኦማ ፋንቱና ፋሴርዋ። ባርኪቶኖን ደይ ኤጳ ዮናክ ሾልሱዋ። ባርኪቶ ካምናሶን ኦዶሶና። እሳ ዎዶ ደይ ስናና፤ ኬሜሪስ ደይ እሳር ስናና።
2b0a110080	ሄፕሳ ዎላ ኤጳናክ ካናሶን ደይ ኣትራ እማናር ስንና ቦርአ አባታስ ታን ኬሽቴር።
2b0a12012b	ካናሶን ታ ሹናሲክ ኣትራ እማናዋ፤ ታኪን ደይ ኦኑ ኤጳናክ ኣፋ ችማናዉዛ። ካናሶን ኣትራ እማክናዋ ዎልግራ ደይ ኤጳናክና ሀእሱኒ ሁግናና ፋርዋ። ኤስ አጃጂሶን ደይ ዳንናስ አባታሲክጝዋ»
2b0a130067	ኤስ ማኬና ባርክ ሄፕሳ አይሁድኒ ሜኒ ጋነያሲ ኦር ኦር ኬሳ ስኒ።
2b0a14009c	ባሶስን ሾዎቤሲስ፦ «ኪና አያና ባሳሲ ፋርዋ። ንፋሴዋ፤ አዉኒሮን ባሪን ኦደድፌትሪንሶ?» ይሴቴ።
2b0a1500dc	ኦሚስ ደይ፦ «ሀን ባሳ ዎላስ ኪና አያና ባሳሲ ፋና አሱኒ ዎላታዋ፤ ኪና አያና ባሳሲ ፋና አሱ ኣፍትሹኒ ኣፋሶን ፋቱናክ ችምንሮሶ?» ይሴቴ።
2b0a160091	የሩሳለሙክ ቤቴሜቅደሲሶን ካይምሱኒ ሄቦስ ኡልፍንቶና ዎናስ ካርእ፤ ኤስ አሳስ ደይ ዬሹ።
2b0a17007b	የሱስ ቤቴሜቅደሲሲ ሶሎሞኒ ኬስፋ ግሩኒ ዳጋፍዮ ይስቴፋ ድማስታ ኩቲት ፌር።
2b0a1800ff	ኤስ ካባሲክ አይሁድኒ ሜያ የሱስኒን ጋነያ ጌደሬ ኤካ ይሴቴ፦ «ኣጌኔንንሶ ኔን ላጰባቴት ፎንሪ? ነ ሀኦሲ ሙድቶ ስና ክርስቶስ ስኔሶን አማ ዛግራ እኖክ ማኮዋ።»
2b0a1900cf	የሱስ ባሶክ ዎልግሬ ኤካ ይ፦ «ንቶክ ማኬና ባሮን ኣነ አማነሴፌት፤ ታ አባታሳ ሱናክ ዎስቴፋና ዎስቶስ ታ ኦ ስንናማቶ ታክ ዛላዋ።
2b0a1a0059	ስኑንታኖ ንቶ ታ ፋንቱ ስና ቤየቲ ቦርአ ኣነ አማነፌት።
2b0a1b008c	ታ ፋንቱሲክቶ ታ ካማሶን ኦደሴርዋ፤ ታ ደይ ባርኪቶኖን አሪናር። ታክ ደይ ዞኑስቴሴር።
2b0a1c00a2	ታ ኮእባ ፎንቶ ካ ባርኪቶክ እማናርዋ፤ እሳንነ ደይ ኣፋ ትሹሶናዉዛ። ታ ኩሹስን ኦኑ ኣፋ ቦኦና ዉዛ።
2b0a1d00a2	ባርኪቶኖን ታክ እማ አባታስ ዙታምባሴ አስ ደናሎዋ። አባታሳ ኩሹስንኑ ባርኪቶኖን ቦኦኒር ኦኑ ኣፌ።
2b0a1e0035	ታናዋ አባታስና እንኖ እሳርዋ።»
2b0a1f0056	ሄፕሳ ደይ አይሁድኒ ሜያ ባሪን እቼ ዎሩክ ሹአ ኤጴቴ።
2b0a2000a6	የሱስ ደይ፦ «አባታስኪን ሾዎ ማአ ዎስቶ ንቶክ ቤስን፤ ኤኪን ታን እቻ ዎሩትስ ኣፋ ዎስቶናስኪንሶ?» ይ።
2b0a2100fe	አይሁድኒ ሜያ ደይ ዎልግሬ፦ «እንኖ ኔን እቻ ዎሩኒስ ሀኦስታ ሜእኒ ካማ ማኬታ ቦርአታኖ ማአ ዎስቶነሲክታዋ። ነ አሱ ስና ፋጌዶ ቴትኔሶን ሀኦ ዛግትዋ» ይሴቴ።
2b0a22008d	የሱስ ደይ ኤካ ይ፦ «ንቶ ቱማሲ ‹ሀኦስ ንቶትን› ‹ኮሎዋ› ይጝዋ ይፋር ትቼራ ፋርታኖሶ?
2b0a2300c6	ኤሴ ሀኦሲ ኮርቶ ማፃፋሶን ፌሹክ ኣፋዋ ችምቶና ዉዛ። ሀኦሲ ካማ ያና ባሶትን ሀኦሲ ኮርቶ ካማ ‹ንቶ ኮሎዋ› ይራ ቴጌናኔን፤
2b0a2400da	ኤኪን አባስ ኮርቶ ዛግና ባርንናዋ ሀን ዳስታክ ዎሲና ባርንና ‹ታ ሀኦኒ ናዋ› ኡባሲክ አዉኒ ቦርአ ‹ሀኦስታ ሜእኒ ካማ ማኬዋ› ይፌትሶ?
2b0a250061	ታ ዎስቴፋና ዎስቶስ አባታሳር ስና ሻካናነ ታን አማኖትታዋ።
2b0a260119	ስኑንታኖ ታ ዎስቴፋና ዎስቶስ አባታሳር ስንፋናነ ታክ አማኖ ቤይፌትክኑ ዎስቶናሲክ አማኖትዋ። ኤስ ባርክ አባስ ታይሲ ፌናማቶናዋ ታ ደይ አባሳሲ ፋናማቶና ማእስራ አርሶትዋ»
2b0a270076	ባሶ ደይ ሄፕሳ ኤጶነክ ሾልሴቴ፤ ስኑንታኖ ባር ኩሹቤሲስን አቴ ኬሴ ሀሚ።
2b0a280097	ሄፕሳ ደይ የሱስ ዮርዳኖስኒ አካሶን ፍንነ ዜሞቲ ዮሀኒስ ሀጵቅት ፌና ድማስታ ሀምሜ ኤስታ ድ።
2b0a2900fa	ሾዎ አሱኒ ሜያ ባርኪ ዬሴሬ፦ «ዮሀኒስ እሳ ቢስቴራ አሪቶኖይ ዉዛነ ኣነ ዛጉዌ፤ ስኑንታኖ ዮሀኒስ ሀን አሱሳ ቾዋኖን ማኬና ዉዛስ ዙታምባሴ ፉቶዋ» ይሴሴቴ።
2b0a2a0046	ኤስታክ ደይ ሾዎቤሲስ የሱስኒክ አማነሴቴ።
2b0b010090	ብታኒያክ አላዛር ይስቴ እሳ አሱ ሜቴሬ ፌር። ብታኒያ ማራሚነዋ ኤትባ ማርታነ ዲሴፌ ኬኤ።
2b0b0200b4	ኤስ ማራሚ ስንፋ ባር ዳሚሳ ዎቾኖን ሽቶ ዎሽራ ደይ ሶምባሲክ ኩአ ባርዋ። ኤስ ሜቴስ ደይ ባሪ አይ ስና አላዛርዋ።
2b0b030076	ኤቴ ኤቴ ደይ፦ «ዳሚሶ! ኤስ ነ ሹንፋታ ባር ሜቴዋ» ይሴሬ የሱንኪ ዎስሴቴ።
2b0b040100	የሱስ ኤስ ባሮን ኦድናይሴ፦ «ሀን ሜሮስ ባሪን ዎሩኒ ሜሮታዋ፤ ስኑንታኖ ሀኦሲክ ኡልፍና ስናናክናዋ ሀኦሲ ና ደይ ሀን ሜሮሲክ ኡልፍንቶናክናቱ ባር ሜቴዋ» ይ።
2b0b050069	የሱስ ማርታኖን፤ ኤትባ ማራሚኖንናዋ አይቤስ አላዛርንና ሹናር።
2b0b06006f	ስኑንታኖ የሱስ አላዛርኒ ሜቶኖን ኦደፋት ፌና ድማስታ ሄፕ ዎና ፌሺ።
2b0b07006e	ኤሴን ኦርፎ ናዎኒ ሜያክ፦ «ሄፕሳ ዎላ ዩዳክ ኣ ፍዳስታ ሀሚንዋ» ይ።
2b0b0800e8	ናዎኒ ሜያ፦ «አስሲኛኖ! ጋሮ ዎናኔን ስናክ አይሁድኒ ሜያ ኔን ሹአክ እቾነክ ሾልሴት ፌሴቴርዋ። ሄፕሳ ደይ ዎላ ኤስታ ሀማታክ ሾሌፋቶሶ?» ይሴቴ።
2b0b0900e1	የሱስ ዎልግሬ ኤካ ይ፦ «ዎናስ አሲሬ ሄፔ ሳአትታ ታኖሶ ፋናሪ? ዎናክ ኩትፌ ባር ሀን ዳሲ ቻሬፋኖን ቢድፌር ስንና ቦርአ ኣፋዋ ቱሳእኦና ዉዛ።
2b0b0a007b	ስኑንታኖ ታልማሲ ኩትፌ ባር ቻሬፋ ባርኪክ ኣፋ ስንና ቦርአ ቱሳእኤርዋ» ይ።
2b0b0b00bd	ኤስ ባሮን ማኬናኔን ኦርፎ፦ «ዞሞኒ ስና አላዛር አፋእይቴዋ። ስኑንታኖ ታ ሀምማ አፋእይኒታን ባሪን ጉዝጉናርዋ» ይ።
2b0b0c0070	ናዎኒ ሜያ ደይ፦ «ዳሚሶ! አፋእይንን ኩኒር ስንፋናነ ፋሩናዋ» ይሴቴ።
2b0b0d00ac	የሱስ አላዛር ኪት ስንባሶንቱ ባሶክ አምማኖን ማኬ። ስኑንታኖ አፋይኒን ኩናርነ ፋር ስንናቱ ባሶክ ቤስቴ።
2b0b0e0050	ኤስ ባሪ ቦርኣ የሱስ አምማኖን፦ «አላዛር ኪትዋ።
2b0b0f00a2	ንቶ አማኖትክ ኤስታ ፎ ቤይናሲክ ንቶክዋ እያት ግሬፋውጙዋ። ስኑንታኖ ሀሽ ካብኒ ባርኪ ሀሚንዋ» ይ።
2b0b1000b0	ኤስ ካባሲክ «ድድሞስ» ይስቴፌ ቶማስ ኦም ናዎኒ ሜያክ፦ «ካብኒ የሱስኔን አነ ክቱኒክ እንኖ ደይ ሀሚንዋ» ይ።
2b0b1100b3	አላዛርኒ ክቱስ ካባርቴናኔን አቼች ዎና ካርፋን የሱስ የ። አሱኒ ሜያ ደይ አላዛር ክቱባሶን የሱስኒክ ማክሴቴ።
2b0b12005a	ብታኒያ የሩሳሌምኒስታን ዎክባስ ኬዝ ኪሎ ሜትር ስናና።
2b0b130099	ሾዎ አይሁድኒ ሜያ ማርታነዋ ማራሚነ አሲን አይቤስ ክትፋን ባሶትን ችኑክ ዬሴሬ ኤስታ ፌሴቴር።
2b0b140075	ማርታ የሱስ ዮባሶን ኦድናይሴ ኡጶናክ ኬሲ። ስኑንታኖ ማራሚ ኬር ዲፋር።
2b0b150078	ማርታ የሱስኒክ፦ «ዳሚሶ! ነ ሀንታ ፋታር ስንፋናነ አይታስ ክቱና ካባታዋ።
2b0b160081	ስኑንታኖ ሀሽኑ ነ ሀኦስኪን ሺጴፋታ ባሮን ዙቴራ ኔክ እማናማቶ አሪፋውጙዋ» ይ።
2b0b17004c	የሱስ ደይ ባርክ፦ «አይኔስ ክቱን ካቡናዌ» ይ።
2b0b180076	ማርታ ደይ፦ «ኮእባሲ ዎኖ ክቱን ካቡኒ ካባሲክ ካቡናማቶ አሪፋውጙዋ» ይ።
2b0b190092	የሱስ ደይ ባርክ፦ «ክቱን ካቡነዋ ካነ ታዌ። ታክ አማነፌ ባር ክትፌናክኑ ሀየዉቱ ስናናዌ።
2b0b1a0098	ታክ ፌፌ ባርናዋ ታክ አማነፌ ባርና ዙቴሬ እሳንነ ኣፋ ክቱና ዉዛ። ኤስ ባሮን አማነፋቶሴ?» ይ።
2b0b1b008b	ባር ደይ፦ «ኣ ዳሚሶ! ነ ሀን ዳስታ ዮንኒ ሙድቶ ሀኦሲ ና ስንታማቶ ታ አማነፋዉጝዋ» ይ።
