2800000007	Matteus
2a0c1f0034	Otsige Jumala riiki ja teile antakse ka kõike seda.
2a0c20004b	Ära karda, väike kari, sest teie Isa annab teile hea meelega kuningriigi.
2a0c2100ac	Müüge ära, mis teil on, ja andke raha vaestele. Hankige endale kukrud, mis ei kulu, aare taevas, mis ei saa iial otsa, kus varas ei saa seda varastada ega koi hävitada.
2a0c22004a	Sest see, mida te väärtuslikuks peate, näitab, kes te tegelikult olete.
2a0c230035	Olge riietatud ja valmis ning hoidke lambid põlemas,
2a0c24007b	nagu oma isandat pulma pidusöögilt tagasi ootavad sulased, kes on valmis ukse nobedalt avama, kui isand tuleb ja koputab.
2a0c2500b5	Nende sulaste jaoks on hea, kui isand leiab nad valvamas, kui tagasi tuleb. Ma räägin teile tõtt: ta paneb riidesse, laseb neil söögilauda istuda ning tuleb ja teenib neid ise!
2a0c260086	Isegi kui ta tuleb keskööl või vahetult enne koitu − kui hea on see sulaste jaoks, kui isand leiab, et nad valvavad ja on valmis!
2a0c270073	Aga pidage meeles seda: kui isand teaks, millal varas tuleb, siis oleks ta valvel ega laseks oma majja sisse murda.
2a0c280055	Ka teie peate valmis olema, sest inimese Poeg tuleb siis, kui te ei oska arvatagi.“
2a0c29004b	„Kas sa räägid selle loo ainult meile või kõigile?“ küsis Peetrus.
2a0c2a00a0	Issand vastas: „Kes on siis usaldusväärne ja arukas kojaülem, see inimene majapidamises, kelle isand paneb vastutama õigel ajal toidu väljajagamise eest?
2a0c2b0055	Selle sulase jaoks on hea, kui isand tagasi tulles leiab, et ta teeb seda, mida peab.
2a0c2c0048	Ma räägin teile tõtt: isand paneb selle sulase kõige eest vastutama.
2a0c2d00b0	Aga mis siis, kui see sulane ütleks endamisi: „Mu isandal läheb tulemisega kaua aega,“ ning ta hakkaks teisi sulaseid ja teenijatüdrukuid peksma, pidutsema ja purjutama?
2a0c2e00a2	Selle sulase isand tuleks ootamatult ühel päeval tagasi, ajal, mil ta ei oota, ning karistaks teda rängalt, koheldes teda nagu täielikult ebausaldusväärset.
2a0c2f007b	See sulane, kes teadis, mida tema isand tahab, ja ometi ei olnud valmis ega järginud isanda juhiseid, saab kõvasti peksa;
2a0c3000c1	aga sulane, kes ei teadnud ja tegi karistust väärt asju, saab ainult vähe peksa. Kellele on antud palju, sellelt ka oodatakse palju, ja kellele on usaldatud rohkem, sellelt nõutakse rohkem.
2a0c310048	Ma olen tulnud maad süütama ja ma tõesti soovin, et see juba põleks!
2a0c320054	Aga ma pean minema läbi ristimise, ma olen ahastuses ja soovin, et see oleks läbi!
2a0c330058	Kas te arvate, et ma tulin maa peale rahu tooma? Ei, ma ütlen teile, ma toon lahkmeelt.
2a0c340073	Nüüdsest peale on nii, et kui peres on viis liiget, on nad lahkarvamusel: kolm on kahe vastu ja kaks kolme vastu.
2a0c350092	Nad kõik on üksteise vastu − isa poja vastu ja poeg isa vastu, ema tütre vastu ja tütar ema vastu, ämm minia vastu ja minia ämma vastu.“
2a0c360084	Siis kõneles Jeesus rahvale. „Kui te näete läänest pilve tõusmas, ütlete te kohe: „Vihmasadu on tulemas,“ ja nii toimub.
2a0c370043	Kui puhub lõunatuul, ütlete te: „Läheb palavaks,“ ja nii on.
2a0c38007a	Te silmakirjatsejad, kuidas see nii on, et te oskate õigesti tõlgendada ilma, kuid te ei oska tõlgendada praegust aega?
2a0c39003c	Miks te oma peaga ei mõtle ega otsusta, mida on õige teha?
2a0c3a00d0	Kui lähete koos oma süüdistajaga kohtuniku juurde, siis peaksite teel olles püüdma lahendust leida. Muidu veetakse teid kohtu ette ja kohtunik annab teid ametniku kätte ja ametnik heidab teid vanglasse.
2a0c3b0058	Ma ütlen teile, te ei pääse enne välja, kui olete oma viimase penni ära maksnud.“
2a0d010073	Umbes sel ajal räägiti Jeesusele, et Pilaatus tappis mõned galilealased sel ajal, kui nad tõid templis ohvreid.
2a0d020096	„Kas te arvate, et kuna need galilealased kannatasid seda, olid nad hullemad patused kui ükskõik missugused teised galilealased?“ küsis Jeesus.
2a0d030050	„Ma ütlen teile, ei. Aga kui te meelt ei paranda, siis hukkute ka teie kõik.
2a0d0400ab	Kuidas on nende kaheksateistkümne inimesega, kes said surma, kui Siiloahi torn neile peale kukkus? Kas te arvate, et nad olid kõige hullemad inimesed kogu Jeruusalemmas?
2a0d050050	Ma ütlen teile, ei. Aga kui te meelt ei paranda, siis hukkute ka teie kõik.“
2a0d0600ac	Siis jutustas ta neile näitlikustamiseks selle loo. „Elas kord mees, kellel oli viinapuuaeda istutatud viigipuu. Ta tuli puu otsast vilja otsima, kuid ei leidnud midagi.
2a0d0700ac	Nii ütles ta aednikule: „Vaata, kolm aastat olen käinud selle viigipuu otsast vilja otsimas ega ole midagi leidnud. Raiu see maha! Miks ta peaks siin ruumi raiskama?“
2a0d08007a	„Isand,“ vastas mees, „palun jäta ta veel ainult üheks aastaks. Ma kaevan ta ümber mulda ja panen sinna väetist.
2a0d090048	Kui ta annab vilja, siis on hästi. Kui mitte, siis raiu see maha.““
2a0d0a0030	Ühel hingamispäeval õpetas Jeesus sünagoogis
2a0d0b0079	ja seal oli naine, keda kuri vaim oli kaheksateist aastat vigasena hoidnud. Naine oli küürus ega saanud sirgelt seista.
2a0d0c006b	Kui Jeesus teda nägi, kutsus ta naise enda juurde ja ütles talle: „Sa oled oma haigusest vabastatud.“
2a0d0d004d	Siis pani ta käe naise peale; kohe ajas naine end sirgu ja ülistas Jumalat.
2a0d0e00cb	Kuid sünagoogi ülem oli pahane, et Jeesus oli hingamispäeval terveks teinud. Ta ütles rahvale: „Kuus päeva on töö jaoks. Tulge neil päevadel ja laske end terveks teha, mitte hingamispäeval.“
2a0d0f0087	Aga Issand vastas talle: „Te silmakirjatsejad! Kas igaüks teist ei päästa oma härga või eeslit tallist lahti ega vii teda jooma?
2a0d100094	Miks ei tohiks see naine, see Aabrahami tütar, keda Saatan on kaheksateist aastat sidunud, saama sel hingamispäeval lahti seotud ja vabastatud?“
2a0d110079	Tema öeldu pani kõik vastased häbenema, kuid rahva seas tundsid kõik rõõmu neist imelistest asjadest, mida ta tegi.
2a0d12005a	Seejärel küsis Jeesus: „Missugune on siis Jumala riik? Millega peaksin seda võrdlema?
2a0d130078	See on nagu sinepiseeme, mille mees oma aeda külvas. See kasvas puuks ning linnud tulid ja tegid selle okstele pesa.“
2a0d14003a	Ta küsis taas: „Millega peaksin Jumala riiki võrdlema?
2a0d150070	See on nagu juuretis, mille naine võttis ja segas kolme mõõdu jahu hulka ning see pani kogu taina kerkima.“
2a0d160044	Teel Jeruusalemma käis Jeesus ringi linnades ja külades õpetades.
2a0d170057	Keegi küsis talt: „Issand, kas ainult vähesed saavad päästetud?“ Jeesus vastas:
2a0d180089	„Püüdke väga tõsiselt sisse minna kitsast uksest, sest ma ütlen teile, et paljud püüavad sisse minna, kuid see ei õnnestu neil.
2a0d1900c1	Kui majaomanik tõuseb ja ukse suleb, seisate väljas, koputate uksele ja ütlete: „Isand, palun tee meile uks lahti!“ Aga tema vastab: „Ma ei tunne teid ega tea, kust te pärit olete.“
2a0d1a005d	Siis te ütlete: „Aga me sõime ja jõime koos sinuga ja sina õpetasid meie tänavatel!“
2a0d1b0094	Tema vastab: „Ma ütlen teile, ma ei tunne teid ega tea, kust te pärit olete. Minge minu juurest minema kõik, kes te ei tee seda, mis on hea!“
2a0d1c0094	Siis on nutmine ja hammaste kiristamine, kui näete Aabrahami, Iisakit, Jaakobit ja kõiki prohveteid Jumala riigis, aga teie olete välja heidetud.
2a0d1d0065	Inimesed tulevad idast ja läänest, põhjast ja lõunast ning istuvad maha, et Jumala riigis süüa.
2a0d1e003a	Sest viimased saavad esimesteks ja esimesed viimasteks.“
2a0d1f007a	Sel hetkel tulid Jeesuse juurde mõned variserid ja ütlesid talle: „Sa pead siit lahkuma. Heroodes tahab sind tappa!“
2a0d2000c5	Jeesus vastas: „Minge öelge sellele rebasele, et ma jätkan kurjade vaimude väljaajamist ja inimeste tervendamist täna ja homme ning kolmandal päeval viin lõpule selle, mida ma tegema tulin.
2a0d21007a	Igatahes pean jätkama oma teed täna ja homme ja ülehomme. Sest prohvetil ei oleks õige surra väljaspool Jeruusalemma!
2a0d2200dd	Oh Jeruusalemm, Jeruusalemm, sa tapad prohvetid ja viskad kividega surnuks need, kes on sinu juurde läkitatud! Kui sageli olen tahtnud koguda kõiki su lapsi nagu kana kogub tibud oma tiibade alla, aga te ei ole tahtnud!
2a0d230091	Vaadake, teie koda jäetakse maha ja ma ütlen teile, et te ei näe mind enne, kui ütlete: „Õnnistatud on see, kes tuleb Issanda nimel.““
2a0e01006b	Ühel hingamispäeval läks Jeesus einestama ühe variseride ülema koju, kus nad teda hoolikalt jälgisid.
2a0e020037	Seal oli üks mees, kelle käed ja jalad olid tursunud.
2a0e030083	Niisiis küsis Jeesus vaimuliku seaduse tundjatelt ja variseridelt: „Kas seadus lubab hingamispäeval terveks teha või mitte?“
2a0e04004c	Aga nad vaikisid. Jeesus puudutas meest, tegi ta terveks ja saatis oma teed.
2a0e05008a	Siis ütles Jeesus neile: „Kui teie poeg või härg kukuks juhtumisi hingamispäeval kaevu, kas te ei tõmbaks teda siis kohe välja?“
2a0e06001c	Nad ei suutnud vastust anda.
2a0e07005e	Nii rääkis ta loo külalistele, sest ta märkas, kuidas nad olid valinud istumiseks aukohti.
2a0e080086	„Kui sind on kutsutud pulmapeole, siis ära istu aukohale, sest võib-olla on kutsutud keegi, kes on sinust tähtsam,“ alustas ta.
2a0e0900ba	„Sinu võõrustaja, kes on teid mõlemat kutsunud, tuleb ja ütleb sulle: „Anna oma koht sellele inimesele.“ Siis pead sa piinlikkust tundes minema kohale, mis on järele jäänud.
2a0e0a00f2	Kui sind on kutsutud, siis vali hoopis kõige tagasihoidlikum koht, nii et kui su võõrustaja tuleb sisse, ütleb ta sulle: „Mu sõber, palun mine paremale kohale.“ Siis oleksid sa austatud kõigi külaliste ees, kes koos sinuga istuvad.
2a0e0b0060	Sest neid, kes end ise ülendavad, alandatakse, ja neid, kes end ise alandavad, ülendatakse.“
2a0e0c00e2	Seejärel ütles ta mehele, kes oli teda kutsunud: „Kui sa korraldad lõuna- või õhtusöögi, siis ära kutsu oma sõpru, vendi, sugulasi või rikkaid naabreid, et nad võiksid omakorda sind kutsuda ja nii saaksid sa tasu.
2a0e0d0050	Kui sa korraldad pidusöögi, kutsu hoopis vaeseid, vigaseid, sante ja pimedaid,
2a0e0e006c	ning sa saad õnnistatud, sest neil ei ole sulle millegagi tasuda, ja sa saad tasu heade ülestõusmisel.“
2a0e0f0090	Kui üks neist, kes koos Jeesusega lauas sõi, kuulis seda, ütles ta Jeesusele: „Kui imetore on neil, kes söövad peolauas Jumala riigis!“
2a0e100064	„Elas kord üks mees, kes valmistas suure pidusöögi ja kutsus palju külalisi,“ vastas Jeesus.
2a0e110074	„Kui saabus söögiaeg, saatis ta oma sulased kõigile kutsutuile ütlema: „Tulge, sest pidusöök on valmis!“
2a0e120083	Aga nad kõik hakkasid vabandusi esitama. Esimene ütles: „Ostsin just põllu ja pean minema seda vaatama. Palun vabanda mind.“
2a0e130076	Teine ütles: „Ostsin just viis paari härgi ja ma pean minema neid katsetama. Palun vabanda mind.“ Kolmas ütles:
2a0e140031	„Võtsin just naise, nii et ma ei saa tulla.“
2a0e1500e6	Sulane läks tagasi ja rääkis oma isandale, mida nad olid öelnud. Majaisand sai pahaseks ja ütles oma sulasele: „Mine ruttu välja linna tänavatele ja kõrvaltänavatele ning too sisse vaesed, vigased, pimedad ja sandid.“
2a0e160060	Siis ütles sulane: „Isand, ma tegin nii, nagu sa käskisid, aga ikka on veel tühje kohti.“
2a0e170082	Nii käskis isand sulast: „Mine välja maanteedele ja külatänavatele ning sunni inimesi tulema. Ma tahan, et koda saaks täis.
2a0e18004e	Ma ütlen sulle, ükski neist kutsututest ei saa mu pidusööki maitsta.““
2a0e190044	Jeesusega käis kaasas suur rahvahulk. Ta pöördus ja ütles neile:
2a0e1a0092	„Kui te tahate mind järgida, kuid ei vihka oma isa ja ema, naist ja lapsi, vendi ja õdesid − koguni oma elu −, ei saa te mu jüngrid olla.
2a0e1b0048	Kui te ei võta oma risti ega järgne mulle, ei saa te mu jüngrid olla.
2a0e1c0092	Kui kavatsete torni ehitada, kas ei arvuta te kõigepealt, kui palju see maksma läheb, ega vaata, kas teil on piisavalt raha selle lõpetamiseks?
2a0e1d0073	Kui te pärast vundamendi rajamist ei suuda seda valmis teha, siis naeraksid kõik, kes teid näevad, ja ütleksid:
2a0e1e0044	„Vaadake teda: ta alustas ehitamist, kuid ei suutnud lõpetada.“
2a0e1f00c6	Missugune kuningas läheb teise kuningaga sõtta, ilma et istuks enne koos nõuandjatega maha ega arvutaks, kas tema ja ta kümme tuhat meest suudavad võita tema vastu marssivad kakskümmend tuhat?
2a0e20005f	Kui ta ei suuda, saadab ta esindajad rahu paluma siis, kui teine kuningas on veel väga kaugel.
2a0e21004e	Samamoodi on igaühega teist: kes ei loobu kõigest, ei saa minu jünger olla.
2a0e220053	Sool on hea, aga kui see kaotab oma maitse, kuidas saab selle taas soolaseks muuta?
2a0e23006f	Sellest pole kasu mulla ega väetisena – te viskate selle lihtsalt välja. Kellel kõrvad on, see kuulaku!“
2a0f010042	Maksukogujad ja teised „patused“ tulid sageli Jeesust kuulama.
2a0f020073	Selletõttu kurtsid variserid ja vaimulikud õpetajad: „See mees võtab patuseid vastu ja sööb koos nendega.“
2a0f030039	Seega jutustas Jeesus neile näitlikustamiseks selle loo.
2a0f0400bc	„Kujutage ette meest, kel oli sada lammast ja ta kaotas ühe neist. Kas ta ei jätaks üheksakümmend üheksa karjamaale ega läheks otsima seda üht, kes on kadunud, kuni ta tema leiab?
2a0f05003c	Kui ta lamba leiab, paneb ta lamba rõõmsalt oma õlgadele.
2a0f060089	Kui ta koju jõuab, kutsub ta kokku oma sõbrad ja naabrid ning ütleb: „Tulge tähistage koos minuga! Ma leidsin oma kadunud lamba!“
2a0f070098	Ma ütlen teile, et taevas on ühe meelt parandava patuse üle suurem rõõm kui üheksakümne üheksa hea inimese üle, kel ei ole meeleparandust vaja.
2a0f08009d	Kujutage ette naist, kel on kümme hõbemünti, ja ta kaotab neist ühe. Kas ta ei süütaks lampi ega pühiks maja, otsides hoolikalt, kuni ta mündi leiab?
2a0f09009b	Kui ta selle leiab, kutsub ta oma sõbrad ja naabrid kokku ning ütleb: „Tulge tähistage koos minuga! Ma leidsin hõbemündi, mille ma ära kaotasin.“
2a0f0a0059	Ma ütlen teile, et Jumala inglite juures on rõõm ühe patuse üle, kes meelt parandab.
2a0f0b003f	Elas kord üks mees, kellel oli kaks poega,“ rääkis Jeesus.
2a0f0c0075	„Noorem poeg ütles isale: „Isa, anna mu pärandus kohe kätte.“ Nõnda jagas siis mees oma vara poegade vahel.
2a0f0d008e	Mõne päeva pärast pani noorem poeg kokku kõik, mis tal oli, ja läks kaugele maale. Seal raiskas ta mõtlematut elu elades kogu raha ära.
2a0f0e0063	Pärast seda, kui ta kõik oli ära kulutanud, tabas seda maad raske näljahäda ja ta jäi nälga.
2a0f0f0057	Nii läks ta ja sai tööd ühe talumehe juures, kes saatis ta põllule sigu karjatama.
2a0f100067	Tema kõht oli nii tühi, et ta oleks söönud kas või sigade toitu, aga keegi ei andnud talle midagi.
2a0f11008e	Kui ta mõtlema hakkas, ütles ta endamisi: „Kõigil mu isa töölistel on süüa rohkem kui küllalt, miks mina siin näljast suremas olen?
2a0f120059	Ma lähen oma isa juurde! Ma ütlen talle: isa, ma olen pattu teinud taeva ja sinu vastu.
2a0f13006c	Ma ei ole enam väärt, et mind su pojaks nimetatakse. Palun kohtle mind nagu üht oma palgatöölistest.“
2a0f1400b4	Nii ta siis lahkus ja läks koju oma isa juurde. Kuigi ta oli alles kaugel, nägi isa teda tulemas ja tema süda sai liigutatud. Ta jooksis pojale vastu, kallistas ja suudles teda.
2a0f15007e	Poeg ütles talle: „Isa, ma olen pattu teinud taeva ja sinu vastu. Ma ei ole enam väärt, et mind su pojaks nimetatakse.“
2a0f16007e	Kuid isa ütles oma sulastele: „Ruttu! Tooge parim kuub ja pange talle selga. Pange talle sõrmus sõrme ja sandaalid jalga.
2a0f17005a	Tooge vasikas, keda oleme nuumanud, ning tapke see. Korraldame tähistamiseks pidusöögi,
2a0f180085	sest see on minu poeg, kes oli surnud, kuid ärkas ellu; ta oli kadunud, aga nüüd on ta leitud.“ Niisiis hakkasid nad tähistama.
2a0f190067	Vanem poeg aga oli väljas põllul tööl. Kui ta maja poole kõndis, kuulis ta muusikat ja tantsimist.
2a0f1a003a	Seepärast kutsus ta ühe sulastest ja küsis, mis toimub.
2a0f1b0075	„Su vend on tagasi,“ vastas sulane, „ja su isa on tapnud nuumvasika, sest su vend on elusa ja tervena kodus.“
2a0f1c0059	Vend sai pahaseks ja keeldus sisse minemast. Siis tuli isa välja, et teda ümber veenda.
2a0f1d00c0	Ta ütles isale: „Vaata, kõik need aastad olen ma sind teeninud, ma pole kunagi sõnakuulmatu olnud, aga sa pole mulle kunagi andnud kitsetallegi, et oleksin saanud oma sõpradega peo teha.
2a0f1e0079	Nüüd tuleb see sinu poeg tagasi, kui ta on sinu raha prostituutidele kulutanud, ja sina tapad tema jaoks nuumvasika!“
2a0f1f0062	„Poeg,“ vastas isa, „sa oled alati siin minu juures. Kõik, mis on minu oma, on ka sinu oma.
2a0f200091	Aga me peaksime olema rõõmsad ja tähistama! See on sinu vend, kes oli surnud, kuid ärkas ellu; ta oli kadunud, aga nüüd on ta leitud!““
2a1001008e	Jeesus jutustas oma jüngritele selle loo. „Elas kord üks rikas mees, kelle kojaülemat süüdistati oma isandale kuuluva vara raiskamises.
2a10020097	Seega kutsus rikas mees oma kojaülema ja küsis temalt: „Mida ma sinu kohta kuulen? Esita oma aruanded, sest sa ei jätka enam kojaülema ametis.“
2a100300a0	Kojaülem ütles endamisi: „Mida ma nüüd teen, kui mu isand kavatseb mu töölt lahti lasta? Ma pole piisavalt tugev, et kaevata, ning kerjata on mul häbi.
2a10040081	Ma tean, mida ma teen, et siis, kui mind kojaülema kohalt lahti lastakse, võtaksid inimesed mind hea meelega oma koju vastu.“
2a1005008e	Nõnda siis kutsus ta kõik need, kes tema isandale võlgu olid, enda juurde. Ta küsis esimeselt: „Kui palju sa mu isandale võlgu oled?“
2a1006007d	Mees vastas: „Sada mõõtu õli.“ Ta ütles temale: „Istu ruttu maha. Võta oma võlakiri ja muuda see viiekümneks.“
2a100700a5	Siis küsis ta teiselt: „Kui palju sina võlgu oled?“ Mees vastas: „Sada mõõtu nisu.“ Ta ütles temale: „Võta võlakiri ja muuda see kaheksakümneks.“
2a1008008c	Rikas mees kiitis oma ebaausat kojaülemat tema leidliku idee eest. Selle maailma lapsed on üksteise suhtes leidlikumad kui valguse lapsed.
