0100000009	1 Mosebok
100719001d	Gibeons barn, fem och niotio.
10071a003f	De män af BethLehem och Nethopha, hundrade åtta och åttatio.
10071b002d	De män af Anathot, hundrade åtta och tjugu.
10071c002b	De män af BethAsmaveth, två och fyra tio.
10071d004b	De män af KiriathJearim, Chephira och Beeroth, sjuhundrad tre och fyratio.
10071e0032	De män af Rama och Gaba, sexhundrad en och tjugu.
10071f002c	De män af Michmas, hundrade två och tjugu.
1007200031	De män af BethEl och Aj, hundrade tre och tjugu.
100721002d	De män af Nebo dess andras, två och femtio.
100722003a	Dens andras Elams barn, tusende tuhundrad fyra och femtio.
1007230022	Harims barn, trehundrad och tjugu.
1007240029	Jerecho barn, trehundrad fem och fyratio.
1007250032	Lod, Hadid, och Ono barn, sjuhundrad en och tjugu.
100726002c	Senaa barn, tretusend niohundrad och tretio.
1007270040	Presterna: Jedaja barn, af Jesua hus, niohundrad tre och sjutio.
1007280025	Immers barn, tusende två och femtio.
1007290030	Pashurs barn, tusende tuhundrad sju och fyratio.
10072a0021	Harims barn, tusende och sjutton.
10072b0047	Leviterna: Jesua barn, af Kadmiel, ibland Hodeva barn, fyra och sjutio.
10072c0035	Sångarena: Assaphs barn, hundrade åtta och fyratio.
10072d0087	Dörravaktarena: Sallums barn, Aters barn, Talmons barn, Akkubs barn, Hatita barn, Sobai barn; alle tillhopa hundrade åtta och tretio.
10072e0034	De Nethinim: Ziha barn, Hasupha barn, Tabaoths barn,
10072f0022	Keros barn, Sia barn, Padons barn,
1007300026	Lebana barn, Hagaba barn, Salmai barn,
1007310027	Hanans barn, Giddels barn, Gahars barn,
1007320025	Reaja barn, Rezins barn, Nekoda barn,
1007330026	Gassams barn, Ussa barn, Paseahs barn,
100734002b	Besai barn, Meunims barn, Nephisesims barn,
1007350029	Bakbuks barn, Hakupha barn, Harhurs barn,
1007360027	Bazliths barn, Mehida barn, Harsa barn,
1007370027	Barkos barn, Sisera barn, Thamahs barn,
100738001c	Neziahs barn, Hathipha barn.
1007390040	Salomos tjenares barn: Sotai barn, Sophereths barn, Perida barn,
10073a0027	Jaala barn, Darkons barn, Giddels barn,
10073b0042	Sephatja barn, Hattils barn, Pocherets barn af Zebaim, Amons barn.
10073c004d	Alle de Nethinim, och Salomos tjenares barn, voro trehundrad två och niotio.
10073d00a1	Desse drogo också med upp, af ThelMelah, ThelHarsa, Cherub, Addon och Immer; men de kunde icke bevisa deras fäders hus, eller deras säd, om de voro af Israel.
10073e0047	Delaja barn, Tobia barn, Nekoda barn, voro sexhundrad två och fyratio.
10073f0098	Och af Presterna: Habaja barn, Hakkoz barn, Barsillai barn, hvilken hustru tog af Barsillai den Gileaditens döttrar, och vardt efter deras namn nämnd.
1007400061	Desse sökte deras börds register; och då de icke funno det, vordo de qvitte vid Presterskapet.
1007410085	Och Thirsatha sade till dem, att de icke skulle äta utaf det aldrahelgaste, intilldess en Prest uppkomme med Ljus och Fullkomlighet.
1007420050	Hela menigheten, såsom en man, var tu och fyratio tusend trehundrad och sextio;
1007430096	Undantagne deras tjenare och tjenarinnor, de voro sjutusend trehundrad sju och tretio; och de hade tuhundrad fem och fyratio sångare och sångerskor;
1007440043	Sjuhundrad sex och tretio hästar; tuhundrad fem och fyratio mular;
100745004a	Fyrahundrad fem och tretio camelar; sextusend sjuhundrad och tjugu åsnar.
100746009d	Och somlige af öfversta fäderna gåfvo till verket: Thirsatha gaf till drätselen tusende gylden, och femtio bäcken, femhundrad och tretio Prestakjortlar.
100747007b	Och somlige af de öfversta fäder gåfvo i drätselen till verket tjugutusend gylden, tutusend och tuhundrad pund silfver.
100748006a	Och det andra folket gaf tjugutusend gylden, och tutusend pund silfver, och sju och sextio Prestakjortlar.
1007490091	Och Presterna, och Leviterna, och dörravaktarena, sångare, och somlige af folket, och de Nethinim, och hele Israel, satte sig uti sina städer.
10080100fc	Då nu sjunde månaden kom, och Israels barn voro i sina städer, församlade sig allt folket, såsom en man, på breda gatone inför vattuporten, och sade till Esra den skriftlärda, att han skulle hemta fram Mose lagbok, som Herren Israel budit hade.
10080200a0	Och Esra Presten hemtade fram lagen inför menighetena, både män och qvinnor, och för alla dem som det förstå kunde, på första dagen i sjunde månadenom;
10080300d3	Och las deruti, på breda gatone, som för vattuporten är, allt ifrå morgonlysningen intill middag, för män och qvinnor, och för dem som det förstå kunde; och hela folkens öron voro vänd till lagbokena.
100804010d	Och Esra den Skriftlärde stod uppå en hög trästol, den de till predikan gjort hade; och när honom stodo Mattithia, Serna, Anaja, Uria, Hilkia och Maaseja, på hans högra sido; och på hans venstra Pedaja, Misael, Malchija, Hasum, Hasbadana, Zacharia och Mesullam.
1008050081	Och Esra lät upp bokena för hela folket; förty han stod högt öfver allt folket; och då han upplät henne, stod allt folket.
10080600a8	Och Esra lofvade Herran den stora Guden; och allt folket svarade: Amen, Amen, med uppräckta händer; och bugade sig, och tillbådo Herran med ansigtet ned på jordena.
10080700c5	Och Jesua, Bani, Serebia, Jamin, Akkub, Sabbethai, Hodija, Maaseja. Kelita, Asaria, Josabad, Hanan, Pelaja, och Leviterna, beställde att folket gaf akt uppå lagen; och folket stod uppå sitt rum.
1008080063	Och de läste uti Guds lagbok klarliga och förståndeliga, så att man förstod, då läset vardt.
1008090116	Och Nehemia, hvilken är Thirsatha, och Esra Presten, den Skriftlärde, och Leviterna, som folket höllo till att akta på, sade till allt folket: Denne dagen är helig Herranom edrom Gud; derföre sörjer intet, och gråter icke; ty allt folket gret, då de hörde lagsens ord.
10080a00ff	Derföre sade han till dem: Går bort, och äter det feta, och dricker det söta, och sänder dem ock delar, som intet för sig tillredt hafva; förty denne dagen är helig vårom Herra. Derföre bekymrer eder icke; ty fröjd i Herranom är edor starkhet.
10080b005f	Och Leviterna stillade allt folket, och Sade: Varer tyste, ty dagen är helig; bekymrens intet.
10080c009f	Och allt folket gick bort till att äta, dricka och del sända, och gjorde sig en stor glädje; förty de hade förståndit orden, som man dem förkunnat hade.
10080d00ae	På annan dagen församlade sig öfversta fäderna ibland allt folket, och Presterna, och Leviterna, till Esra den Skriftlärda, att han skulle undervisa dem i lagsens ordom.
10080e0093	Och de funno beskrifvet i lagen, att Herren genom Mose budit hade, att Israels barn skulle bo i löfhyddor, på den högtidene i sjunde månadenom.
10080f010e	Och de läto det varda kunnigt, och utropadt i alla deras städer, och i Jerusalem, och sade: Går ut uppå berget, och hemter oljoqvistar, balsamqvistar, myrthenqvistar, palmqvistar och qvistar af tjockqvistadt trä, att man må göra löfhyddor, såsom skrifvet står.
10081000d6	Och folket gick ut, och hemtade, och gjorde sig löfhyddor, hvar uppå sitt tak, och i sina gårdar, och i Guds hus gårdar; och uppå den breda gatone vid vattuporten, och uppå den breda gatone vid Ephraims port.
10081100dc	Och hela menigheten af dem, som af fängelset igenkomne voro, gjorde löfhyddor, och bodde deruti; ty Israels barn hade ifrå Josua, Nuns sons, tid, allt intill denna dag, intet så gjort; och var en ganska stor glädje.
10081200c1	Och vardt hvar dag läset i Guds lagbok, ifrå första dagen allt intill den yttersta; och de höllo den högtiden i sju dagar; och på åttonde dagen församlingenes dag, såsom det borde sig.
100901007b	På fjerde och tjugonde dagen i denna månadenom kommo Israels barn tillsammans med fasto, och säcker, och mull uppå dem;
100902007d	Och afskiljde Israels säd ifrån all främmande barn, och gingo fram, och bekände sina synder och sina fäders missgerning;
100903009d	Och stodo upp i sin rum; och man las i Herrans deras Guds lagbok, fyra gånger om dagen; och de bekände och tillbådo Herran sin Gud, fyra gånger om dagen.
1009040095	Och Leviterna stodo upp i höjdene; nämliga Jesua, Bani, Kadmiel, Sebanja, Bunni, Serebia, Bani och Chenani, och ropade högt till Herran deras Gud.
10090500f3	Och Leviterna, Jesua, Kadmiel, Bani, Hasabnia, Serebia, Hodija, Sebanja, Pethahja, sade: Står upp, och lofver Herran edar Gud ifrån evighet till evighet; och man lofve dins härlighets Namn, hvilken upphöjd är med all välsignelse och lof.
10090600e0	Herre, du äret allena; du hafver gjort himmelen och alla himlars himlar, med all deras här, jordena och allt det deruppå är, hafvet och allt det derinne är: du gör allt lefvande, och den himmelske hären tillbeder dig.
100907006b	Du äst Herren Gud, som Abram utvalde, och förde honom ut ifrån Ur i Chaldeen, och nämnde honom Abraham.
10090800ea	Och du fann hans hjerta trofast för dig, och gjorde ett förbund med honom, till att gifva hans säd de Cananeers, Hetheers, Amoreers, Phereseers, Jebuseers och Girgaseers land; och du hafver hållit din ord; ty du äst rättfärdig.
100909005e	Och du hafver sett till våra fäders jämmer i Egypten, och hört deras rop vid röda hafvet;
10090a00d0	Och gjort tecken och under på Pharao, och alla hans tjenare, och på allt folket i hans land; ty du förnam, att de voro stolte emot dem; och hafver gjort dig ett Namn, såsom det i denna dag för ögon är;
10090b0098	Och hafver åtskiljt hafvet för dem, så att de gingo torre midt igenom hafvet; och kastat deras förföljare i djupet, såsom stenar i mägtig vatten;
10090c0072	Och fört dem om dagen uti en molnstod, och om nattena uti en eldstod, till att lysa dem på vägen, den de drogo;
10090d008f	Och hafver nederstigit uppå berget Sinai, och talat med dem af himmelen, och gifvit dem rättvisa rätter, och trofast lag, god bud och seder;
10090e005d	Och kungjort dem din helga Sabbath; och budit dem bud, seder och lag, genom din tjenare Mose;
10090f00e7	Och gifvit dem bröd af himmelen, då de hungrade, och låtit gå vatten utaf bergklippone, då dem törste; och sagt dem, att de skulle gå in, och taga in landet, der du dina hand öfver upplyft hade, att du skulle det gifva dem.
100910004c	Men våre fäder vordo stolte och halsstyfve, så att de icke lydde din bud;
1009110148	Och ville icke höra dem, och tänkte intet uppå din under, som du med dem gjort hade; utan vordo halsstyfve, och uppkastade en höfvitsman, att de skulle vända sig till sin träldom i sine olydno; men du, (min) Gud, gaf dem till, och var dem nådelig, barmhertig, tålig, och af en stor barmhertighet, och öfvergaf dem icke.
1009120086	Och ändock de gjorde en gjuten kalf, och sade: Det är din Gud, som dig utur Egypti land fört hafver; och gjorde stor försmädelse;
10091300db	Likväl öfvergaf du dem icke i öknene, efter din stora barmhertighet; och molnstoden vek icke ifrå dem om dagen, att ledsaga dem på vägen; ej heller eldstoden om nattena, till att lysa dem på vägen, den de drogo.
1009140086	Och du gafst din goda Anda, till att undervisa dem; och ditt Man vände du icke ifrå deras mun, och gaf dem vatten, när dem törste.
100915008b	I fyratio år besörjde du dem i öknene, så att dem intet fattades; deras kläder föråldrades intet, och deras fötter svullnade intet:
100916008f	Och gaf dem rike och folk, och fördelade dem här och der, så att de intogo Sihons land, Konungens i Hesbon, och Ogs land, Konungens i Basan.
10091700a7	Ock förökade du deras barn, såsom stjernorna på himmelen, och lät komma dem i landet, det du deras fader tillsagt hade, att de skulle draga derin, och intaga det.
10091800df	Och barnen kommo derin, och togo landet in; och du undertryckte för dem landsens inbyggare, de Cananeer, och gafst dem uti deras händer, och deras Konungar, och folken i landena, så att de gjorde med dem efter sin vilja.
10091900ff	Och de vunno fasta städer, och ett fett land, och intogo hus full med allahanda ägodelar, uthuggna brunnar, vingårdar, oljogårdar och trä, der man af äter, väl mång. Och de åto och vordo mätte och fete, och lefde i vällust af dine stora godhet.
10091a00d0	Men de vordo olydige, och vordo dig genstörtige, och kastade din lag tillrygga bakom sig, och slogo ihjäl dina Propheter, som dem betygade att de skulle omvända sig till dig; och gjorde stor försmädelse.
10091b00f5	Derföre gafst du dem uti deras fiendars hand, hvilke dem betvingade; och uti deras ångests tid ropade de till dig; och du hörde dem af himmelen, och genom dina stora barmhertighet gafst du dem frälsare, som dem hulpo utu deras fiendars hand.
10091c012e	När de nu till rolighet kommo, vände de om igen, till att göra det ondt var för dig; så öfvergaf du dem uti deras fiendars hand, att de skulle råda öfver dem. Så omvände de sig då, och ropade till dig; och du hörde dem af himmelen, och halp dem efter dina stora barmhertighet i flera resor.
10091d0105	Och du lät betyga dem, att de skulle omvända sig till din lag; men de voro stolte, och lydde intet din bud, och syndade emot dina rätter; hvilka om en menniska gör, lefver hon derutinnan; och vände sina skuldror bort, och vordo halsstyfve, och lydde intet.
10091e00af	Och du fördröjde i mång år med dem, och lät betyga dem genom din Anda i dina Propheter: men de skötte der intet om, derföre hafver du gifvit dem i folks hand i landena.
10091f0093	Dock, af dine stora barmhertighet, hafver du icke platt gjort ända på dem, eller öfvergifvit dem; förty du äst en nådelig och barmhertig Gud.
100920012d	Nu, vår Gud, du store Gud, mägtige och förskräckelige, du som håller förbund och barmhertighet; akta icke ringa all den vedermöda, som på oss drabbat hafver, och på våra Konungar, Förstar, Prester, Propheter, fäder, och allt ditt folk, ifrå Konungarnas tid i Assur, allt intill denna dag.
1009210077	Du äst rättvis i allt det du hafver låtit komma öfver oss; ty du hafver gjort rätt, men vi hafve varit ogudaktige;
10092200a0	Och våre Konungar, Förstar, Prester och fäder, hafva icke gjort efter din lag, och intet aktat på din bud och vittnesbörd, som du hafver låtit betyga dem.
10092300d1	Och de hafva icke tjent dig i sitt rike, och i dina stora ägodelar, som du dem gifvit hafver, och uti det vida och feta landet, som du dem infått hafver, och hafva icke omvändt sig ifrå sitt onda väsende.
100924008b	Si, vi äre i denna dag trälar, och i de lande, som du våra fäder gafst, till att äta dess frukt och goda, si, der äre vi trälar uti.
