2800000016	ማቶስ እንጂለ
2b071e0087	ህካን እኮቤቺሃ እሰን አፎስተ ሀሶኡ፤ እኮጎሬ ወክቱስ ኢልበቤቺሃ አዪሁ አፎስበአ።
2b071f00c7	እኮጎሬሁ ኡመቲች ልግቡስ እሲን አመዕንት «መሲሁ አሜቾረ ኩ መንቹ አዕዮ አጀብሲሰኖ ጠዊች በተአኖሲሃ አአኖሃንዶ?» ይቶኡ።
2b072000d5	ፈርሳውት መኑ ኢስተኔሃ ኩሽኩሽ ይት ጠወአን ሞጮጭቶኡ፤ ህካን እኮቤቺሃ ቂስ አዎንሳኑትለከ ፈርሳውት ኢሰ አፍሲሶተ ወታደረ ሶኮኡ።
2b07210087	ኢስን «አን ክዕኔን ሜጡበ ቀዉ ወክት ዱንካም፤ ህከኒች ኤተሮን ሶኮኤሀኒቤቹ መራም።
2b072200af	አዕኑ ኤሳሃ ሀሴነንተ፤ እኮጎሬሁ ደጌነንተኤበአ፤ አን ዮም ቤቹንከ አዕኑ አሜቶኖተ አታልቴነንተበአ» ዬእ።
2b072300f6	ህካን እኮቤቺሃ አይሁዱ መት-መትሀሰ «ነኡ ደንግበስገ ኩ መንቹ ሀከቤቹ መሮታት? ህከረንገ ግሪክ መን በላን ሄኣ አይሁድቤቹ መር ግሪክ መነ ተማርሶታትንዶ?
2b072400b2	ህትን ኤሳሃ ‹ሀሴንተኤ ጎሬ ደጌነንተኤበአ፤ አን ዮም ቤቹ አሜቶኖተ አታልቴነንተበአ› ዩስ መ ዩሃስ?» ይቶኡ።
2b072500b6	ህከ ከበጀት ከበጄን ሹሌኖ ጎፍሜስ ሎረ በሬን ኢስ ኡር ላገስ ጎት አዕይ «ውሁ ሰገቦሲሁ ዮ ጎሬ ኢቤቹ አሜች አጉን።
2b0726007b	ኢን አመዕነኖሀኒች ጠሊለ መጻፋን የኖገን ሄእ ዊ ቡቁት ኣዚችስ ቡቃአ» ዬእ።
2b072700e4	ህት ይ ጠወዕዮንኩ እሲን አመዕንቶሩ ኣእታ ጠሊለ አያንተኔሃት እቅ፤ መሰንትስ ኢሲ ኬዕምኝ ወክቱ እሉዕነ ዮቤቺሃ ጠሊሉ አያኑ ኣሰሞበአ እቅ።
2b07280091	መኒች መት-መቱ ህከ ጠወ ሞጮጭቶ ወክት «‹አሜተኖ› የመሞ ነቢዬቹ ሀንቅንከ ከኒት» ይቶኡ።
2b07290097	ህትን ዎሉሰንገ «ኩን መሲህት» ይቶኡ፤ ጠዉ እኮጎሬ መት-መቱሰ «መሲሁ ገሊለ ባዲች አሜተኖንዶ?
2b072a00b4	መሲሁ ደዉዴ ዘሬች እለመኖገለከ ደዉድ እለሞ ቤተልሔም ከተሚች አሜተኖገ ጠሊለ መጻፋን ከተበሞበእንዶ?» ይቶኡ።
2b072b005b	ህካን እኮቤቺሃ መን በላን እስ መሳን መለዕለንሹ እኮኡ።
2b072c0069	እሳችን መት-መቱሰ እሱ አፎተ ሀሶ እቅ፤ እኮጎሬ አዪሁ አፎስበአ።
2b072d00c2	ህከኒች ኤተሮን ወታደሩንኩ ቂስ አዎንሳኖበለከ ፈርሳዌቤቹ ፈንቀልት መርቶኡ፤ እሰን «እሱ ሚሃት ኤቤንታበኢሁ?» ይቶኡ።
2b072e0067	ወታደሩንኩ «ህከን መንችገ አዪሁ ጠወዕዮበአ» ይት ፈንቀሽቶኡ።
2b072f004f	ጠዉ እኮጎሬ ፈርሳውት «ክዕኔታሁ ሉስሾህዕኔንዶ?
2b07300067	ሹማች ህከረንገ ፈርሳዌች እሲን አመዕኔኢሁ ዮጎር ደጌንታእንዶ?
2b0731005e	ጠዉ እኮጎሬ ኩ ሙስ ሕገ ደግቡ ኡመቱ ቦሮረሞእሃን» ይቶኡ።
2b07320076	ህከን መኒችን መቱስ ከኒች ብርንተ ኢስቤቹ መሮ «ንቆድሞሴ» ዬኖ ፈርሳውቹ
2b0733008f	«ሕግኔ ሃሊን መቶ መንች ጠወ ሞጮጩዕነለከ መ አዕዮ ጎሬ ደጉዕነ ፈረዱ ሀስሰኖንዶ?» ዬሰ።
2b0734009a	እሰን «አቲሁ ገሊለ ባዲችትንዶ? ነቢዬቹ ገሊለ ባዶን ነጶተ አታለኖበእገ መረመርት ለእ» ይቶስ።
2b07350034	እሰን መት-መቲን ምነሰ መርቶኡ።
2b08010055	ህከኒች ኤተሮን ኢስ ዘይት ሀቁ ነጰኖ ቆተተ ኦሮዕዮ።
2b080200ae	ለንክ በር ሱጵተ ዱእ ምኒ ፈንቀል አሜቾ፤ ኡመቱ ጉዕሙንኩ እስበ አሜች ጭምዬሃን እስ አፉዕል ተማርሱ ጀመሮ።
2b0803008b	ሕገ ተማርስታእሩለከ ፈርሳውት ዝነተ አተን አፎሴ መት መንቹተ ኤብ በላንከሰ ኡርሶኡ።
2b08040061	እሰን ኢሰ «አስተማርቾ! ት መንቹት ዝነተ አተን አፈንቶእተ።
2b0805009b	ህትኔ ጠወ አታ ሜንቱ ክኒን ቀሴን ሼኖገ ሙስ ሕጋን አዘዦኔ፤ አትንገ እሴተኔሃ መ ይተን?» ይቶኡ።
2b080600c9	እሰን ህት ይቶኢሁ እሱ ኦደ ጠወ ደግ ፌተንቶተ ሀሶቤቺሃት እቅ፤ ጠዉ እኮጎሬ ኢስ ሙግይ ዙሩዕሜንከስ ኡለ አሌን ከተቡ ጀመሮ።
2b080700af	ፈንቀላንስት ጠዕምቶስ ወክት ሙግ ዬቤቺች ጎበስ ኬሽ «ክዕኔ በሊች ጩቡ ዮስበእ መንቹ ሄጭ ክኒን ቀሱን» ዬእ።
2b08080058	ህከኒች ኤተሮን ለንኪሃ ሙግይ ኡለ አሌን ከተቡ ጀመሮ።
2b080900d3	እሰን ህካን ሞጮጭቶ ወክት ባሊቂች ኬሽ ሀርድ ኢለ መት-መትን ፉልት መርቶኡ፤ ህካን እኮቤቺሃ ኢስ ብሬስ ኡርቶ መንቾን ሜጥሃስ ፈቆ።
2b080a00b3	ህከኒች ኤተሮን ኢስ ጎበስ ኬሽ ለዕይ «ቴ መንቾ! ከሰሰኖሄ መኑ ሀከበ ዮኡ? አሌክ ፈረጆሁ መቱሁ ዮበእንዶ?» ዬሴ።
2b080b00b5	[እሴን «ቀርቾ! መቱሁ ዮበአ» ይቶኡ፤ ኢስን ፈንቀሽ «አኒሁ ፈረዳንኬበአ ኦሮእ፤ ከኒች ኤተሪሃ ጩብ አቶት» ዬሴ።]
2b080c00cc	ለንኪሃ ኢስ «አን ከን ኣዱንያ አልሃ ኑርሃን፤ ኤሳሃ አዎነኖሁ ጉዕሙንኩ ሄእ ኑር ደአኖ ቤሉ ቱንስቾን ሃመኖበአ» ይ ጠወዕዮሰ።
2b080d0082	ፈርሳውት «አት ገይክተኔሃ መሰከርታንቲት፤ መሰከርቶንቲሁ ሀንቅሃበአ» ይቶኡ።
2b080e0163	ኢስን «መቱርቹሃ አን ገይሀእ መሰከሮም ጎሬ አን ሀከን አዲች አሜቾም ጎሬ ህትን ሀከ አደ መራም ጎር ደጋምቤቺሃ ምስክሩእ ሀንቅሃን፤ ጠዉ እኮጎሬ አዕኑ አን ሀከን አዲን አሜቾም ጎር ህትን ሀከ አደ መራም ጎር ደጌነንተበአ።
2b080f0074	አዕኑ መኬህዕኔገ ፈረዴነንተ፤ ጠዉ እኮጎሬ አን አዬ አሌኒ ፈረዳምበአ።
2b08100094	ፈረጆም ጎሬ ፍርዱእ ሀንቅሃን፤ መሰንትስ ፈረንዳሚሁ አኔትለከ አናኤ ቤሉ አን ሜጦሃኤበአ።
2b08110067	ለሙ መንቹ መሰከሮች ጠዉስ ሀንቅ እሁስ ሕጋንከክዕኔ ከተበሞኡ።
2b081200a8	ህካን እኮቤቺሃ አን ገይኤተኔሃ መሰከራም፤ ህትን ኤሳሃ ሶኮኤ ኢ አኑሁ ኢተኔሃ መሰከረኖ» ይ ፈንቀሼእ።
2b081300dd	እሰን «አኑክ ሀከበ ዮኡ» ይት ጠዕምቶስ፤ ኢስን «ኤሳለከ አነኤ ደጌነንተበአ፤ ኤሳሃ ደጌንታ እቃን ኢ አነሃ ደጌነንተ እቅ» ይ ፈንቀሼእ።
2b081400d0	ኢስን ህካን ጠወዕዮሁ መገን ምኔን ብረ ቶጌኖ ሳጥን መዴን አፉዕል ተማርሰኒት እቅ፤ እኮጎሬ ወክቱስ ኢልበቤቺሃ አዪሁ አፎስበአ።
2b081500e9	ለንኪሃ ኢስ «አን ኦሮኣም፤ አዕኑ ኤሳሃ ሀሴነንተ፤ ጠዉ እኮጎሬ ጩቢንከክዕኔን ሬቴነንተ ቤሉ አን ኦሮኣምቤቹ መርቶኖተ አታልቴነንተበአ» ዬሰ።
2b081600b5	አይሁድ አዎንሳኑት «እስ ‹አን ኦሮኣምቤቹ አዕኑ አሜቶኖተ አታልቴነንተበአ› ዩስ ገዉስ ሾታትንዶ?» የቀንቶኡ።
2b081700a9	ህከኒች ኤተሮን ኢስ «አዕኑ ወሮን ከን ኣዱንያ አሊቺት፤ እኮጎሬ አን አሊቺት ቤሉ ከን ኣዱንያ አሊችበአ።
2b081800df	አን ክዕኔተ ‹ጩቢንከክዕኔን ሬቴነንተ› ዬሚሁ ከኒሃት፤ መሰንትስ አን ኤሳሃ እሁኤ ደጌን አመዕንቴንባች ጩቢንከክዕኔን ሬቴነንተ» ዬሰ።
2b08190072	እሰን «አት አዬት?» ይቶስ፤ ኢስን «አን ወዕኔችን ኬሽ ኩሎንክዕኔጋት።
2b081a00d7	አን ክዕኔተኔሃ ያምርቹለከ ፈረዳምርቹ ልግቡ ዮኤ፤ እኮጎሬ ሶኮኤሁ ሀንቅሃን፤ አን ኣዱንያ አሊሃ ጠወኣሚሁ እሲች ሞጮጬሚሃት» ዬሰ።
2b081b005a	እኮጎሬ እሰ እስ አኒተኔሃ ጠወዕዮሰገ ሰውይቶበአ እቅ።
2b081c0143	ህካን እኮቤቺሃ ኢስ «መንች ቤቱ መስቀላን አሌ ዋሽቴን አፉሽቴነንተ ወክት አን ኤሳሃ እሁኤ ደጌነንተ፤ ህትን ጠለዕል አኑኤ ተማርሴኤሃ ጠወዕዮምጋት ቤሉ ገይኤ ዎልቃን መቱርቹሃ አኣምበእገ ደጌነንተ።
2b081d00ab	ኤሳሃ ሶኮሁ ኢኒንት፤ አን ጉዕመ ወክትንከ አኣም ጠዉ እሱ ሙንዲሲሰኖቤቺሃ ኤሳሃ ሜጡእ አጉሮኤበአ» ዬሰ።
2b081e0058	ኢስ ህካን ጠወዕዮ ወክት ልግቡ መኑ እሲን አመዕንቶኡ።
2b081f008f	ኢስ ህከን አመዕንቶ አይሁዲሃ «አዕኑ ላጋንታኤ ሄኤንተ ጎር ሀንቅንከ አዎንቴነንተኤረ።
2b0820006e	አዕኑ ሀንቅንከ ደጌነንተ፤ ሀንቁንኩ ሰዎልድማን ፉሸኖህዕኔ» ዬሰ።
2b082100e8	ጠዉ እኮጎሬ እሰ «ነኡ እብራሂምተ ዘር፤ ኬንከ ኢለ አዬሁ ሮስ እንኮምበአ፤ አትንገ ‹ሰዎልድማን ፉልቴነንተ› ይታንቲሁ ሚሃት?» ይት ጠዕምቶኡ።
2b08220069	ኢስን «ሀንቅንከ ያንክዕኔ፤ ጩብ አአኖሁ ጉዕሙንኩ ጩብሃ ሮስቹ።
2b08230081	ካዲንቹ ቀርችስ ምኔን ዘላለሚሃ ሄአኖበአ፤ እኮጎሬ ቤቱ ዘላለሚሃ ምኔን ሄአኖ።
2b0824007f	ህካን እኮቤቺሃ ቤቱ ሰዎልድማን ፉሼህዕኔች ሀንቅንከ ሰዎልድማን ፉልቴነንተ።
2b082500a8	አዕኑ እብራሂም ዘርተ እሁክዕኔ ደንጋም፤ ጠዉ እኮጎሬ ኢ ላገተ ቶጌንበቤቺሃ ኤሳሃ ሽቶኖተ ሀሴነንታት።
2b0826008b	አን አንኤቤቾን ለዕዮምርቹ ጠወኣም፤ አዕኑ አኒችክዕኔ ሞጮጭቴንታሃ አቴነንተ» ዬእ።
2b082700b2	እሰን «አኑኔ እብራሂማት» ይቶኡ፤ ህትን ኢስ «እብራሂም እለተ እኬንተ እቃን እብራሂም አዕዮሃ አቴነንተ እቅ።
2b082800a7	ጠዉ እኮጎሬ አዕኑ መገኒች ሞጮጬም ሀንቅ ኩሎንክዕኔረ ሽቶኖኤተ ሀሴነንታት፤ እብራሂም ህት አዕዮበአ።
2b082900b5	ህትን አዕኑ አንክዕኔገን አቴነንታት» ዬሰ፤ እሰን «ነኡ ህንጨረበሃበአ፤ መቱ አኑ ዮኔ፤ እስን መገኑሃ» ይቶስ።
2b082a00ee	ህትን ኢስ «መገኑ አነክዕኔ እኮ እቃን ኤሳሃ ኢትቴነንተ እቅ፤ መሰንትስ አን መገን አዲች አሜቾም፤ ኤሳሃ እስ ሶኮኤ ቤሉ አን ገይንከእ አሜቾምበአ።
2b082b0070	ሚሃት ጠወእ አጥራመቴነንተበኢሁ? ላገኤ ቶጎኖተ ሀሴንበቤቺሃበእንዶ?
2b082c014a	አዕኑ እልቢስተ እለ፤ አንክዕኔ ሰውት አቶኖተ ሀሴነንተ፤ እስ ዎዕኔችን ኬሽ መነ ሸኖሃን፤ ሀንቁንኩ እሲን ዮስበእቤቺሃ ሀንቄን ኡርዮበአ፤ እስ ክዝበኘለከ ክዝብ አነ እኮቤቺሃ ክዝብ ጠወአኖሁ ገይችሲት።
2b082d0058	ጠዉ እኮጎሬ ሀንቅ ጠወኣምቤቺሃ አመዕንቴነንተኤበአ።
2b082e00a5	ክዕኔ በሊች ኤሳሃ ‹አት ጩበኛ› ይ ጠወአኖሁ አዬት? አን ሀንቅ ጠወኣሚሃ እኮች ሚ አመዕንቴነንተኤበአ?
2b082f00b1	መገን አዲች እኮሁ መገን ላገተ ሞጮጨኖ፤ አዕኑ መገን አድረ እኬንበቤቺሃ መገን ላገተ ሞጮጭቴነንተበአ» ዬሰ።
2b0830009c	አይሁዱ ፈንቀሽት «ነኡ ‹አት ሰምራውቹሃን፤ ህትን እልብሱ አፎሄ› ዩኔ ሀንቅሃበእንዶ?» ይቶስ።
2b083100b0	ህካን እኮቤቺሃ ኢስ «ኤሳሃ እልብሱ አፎኤበአ፤ ጠዉ እኮጎሬ አን አነኤ ኬዕምሳሚት፤ አዕኑ ኬዕምሴንታኤበአ።
2b08320082	እኮጎሬ አን ገይኤ ኬዕምኝ ሀሳምበአ፤ ኢ ኬዕምኝ ሀሰኖሁለከ ፈረደኖሁ ዎሉ ዮኡ።
2b08330075	ሀንቅንከ ያንክዕኔ፤ ላገእ አገረኖሁ ዘላለሚሃ ሬሀኖበአ» ይ ፈንቀሼእ።
2b083400cd	አይሁዱ «ዱሩ አፎሄገ ቴሱ ደንጎም፤ እብራሂምለከ ነቢያከት ሬቶኡ፤ እኮጎሬ አት ‹ላገኤ አገርታእሩ ሆሮን ሬታበአ› ይታንቲት።
2b083500bf	ሀንቅንከ አት አናኔ እብራሂሚች በተአንንዶ? እብራሂምለከ ነቢያከት ሬቶኡ፤ እኮጎሬ አት ገዉክ አዬት ይቶታት?» ይቶስ።
2b083600c4	ህትን ኢስ ፈንቀሽ «አን ገዉኤ ከበጄም ጎር መቱርቹሃ ደግለለኖበአ፤ ኤሳሃ ከበጀኖሁ አኑኔ ‹መገኑሃኔ› ይቴነንተ አናኤ።
2b083700ef	ጠዉ እኮጎሬ አዕኑ እሱ ደጌንታበአ፤ አን ደጋንስ፤ አን ‹እሱ ደጋምበአ› ዬም ጎሬ ክዕኔገን ክዝበኘ እሃም፤ እኮጎሬ አን እሱ ደጋም፤ ላገሲ አገራም።
2b083800ab	አንክዕኔ እብራሂም ሃሽኣቱተ አን አሜታም በር ለዕይ ሙንደኦታት እቅ፤ እስን ህካን ለዕይ ሙንደዕዮ» ዬሰ።
2b083900a6	ህከ ወክት አይሁዱ «አት እለንቶንቲች ኦንታሁ ዘማን እኮሄበኢሁ ‹እብራሂመ ለዕዮም› ይተንዶ?» ይቶስ።
2b083a008c	ህትን ኢስ «ሀንቅንከ ያንክዕኔ፤ እብራሂም እለሙዕነ ዎዕናከ አን ዮምሃ» ይ ፈንቀሼሰ።
2b083b00a9	ህካን እኮቤቺሃ አይሁዱ ኢሰ ቀሶተ ክኑ ኬሶኡ፤ ጠዉ እኮጎሬ ኢስ እሳች ገበጭ ይ መገን ምኒች ፉል ኦሮዕዮ።
2b09010057	መቱ በር ኢስ ዎቃን ሃመን ቆቀ እክ እለሞ መንቹ ለዕዮ።
2b090200fc	ህከንቤቾንን አሳበንት ኢሰ «አስተማርቾ! ኩ መንቹ ቆቀ እክ እለሞሁ አይ አዕዮ ጩቢሃት? ገዉስ አዕዮ ጩቢንትንዶ አኑስለከ አመስ አቶ ጩቢኒት?» ይት ጠዕምቶስ።
2b090300db	ኢስን ፈንቀሽ «ኩ መንቹ ቆቀ እኮሁ ገዉስ አዕዮ ህከረንገ አኑስለከ አመስ አቶ ጩቢሃበአ፤ ጠዉ እኮጎሬ መገን ሆጉት እስ አሌን ለሊቶታት።
2b0904009c	በሩ ዮ ጌሳን ሶኮኤ ሆጉተ አኡ ሀስሰኖኤ፤ መሰንትስ አዪሁ አኦተ አታለኖበእ ሀንከዕርት አሜታአ።
2b09050072	አን ከን ኣዱንያ አሌን ሄዕዮም ጌሳን ከን ኣዱንያ አሊሃ ኑርሃን» ዬእ።
2b0906007e	ህካን ጠወዕዮች ኤተሮን አንጀ ቱይ ትበ ቁፍሽ ጭቀስ ህከን ቆቀ መንች እሌን ቡር
2b090700ce	«መርት ሰልሆም ዋን ኣዕል» ዬስ፤ «ሰልሆመ» ዩ «ሶቀሞሃ» ዩሃን፤ ህካን እኮቤቺሃ መንቹንኩ መር ኣዕል ፈይ ለአን ፈንቀል አሜቾ።
2b0908009b	ኦሌስ መኑለከ ከኒች ብርተ አፉዕል ኡጨን ለዕዮ መኑ «ኩን አፉዕል ኡጨኖሃ መንቹበእንዶ?» ይቶኡ።
2b090900c2	መት-መቱሰ «ኤ እሶት» ይቶኡ፤ ዎሉሰንገ «እሱ አጉደኖት ቤሉ እሶበአ» ይቶኡ፤ ጠዉ እኮጎሬ ሁኩ መንቹንኩ «ኤ አኔት» ዬእ።
2b090a0046	መኑንኩ «እልክ ሀት እክ ፈንተኦኡ?» ይቶስ።
2b090b00d5	እስን «‹ኢሰ› ዬኖ መንቹ ጭቀ ቁፍሽ እሌንከእ ቡር ‹ሰልሆም ዋን መርት ኣዕል› ዬኤ፤ አንን ህከ ቤቹ መር ኣዕል ፈዬም» ይ ፈንቀሼእ።
2b090c0075	እሰን «መንቹስ ሀከበ ዮኡ?» ይቶስ፤ እስን «አን ደጎምበአ» ይ ፈንቀሼእ።
2b090d0055	እሰን ህከ ቆቀ እክ እለሞ መንቹ ፈርሳዌቤቹ መስቶኡ።
2b090e005a	ኢስ ጭቀ ቁፍሽ መንች እልተ ፈይሾ በሩ ፎሎጭየ በር እቅ።
2b090f00b4	ፈርሳውት ህከ መንቹ «ሀት እክ ለኦተ አታልት?» ይት ጠዕምቶስ፤ እስን «እሌንተእ ጭቀ ቡራን ኣዕል ለዕዮም» ዬሰ።
2b09100158	ህከ ወክት ፈርሳዌች መት-መቱ «ኩ መንቹ ፎሎጭ በር ከበጅበቤቺሃ መገንየ መንቹበአ» ይቶኡ፤ እኮጎሬ ዎሉስ መኑ «ጩበኙ መንቹ ህትኔ አጀብሲሰኖ ጠወ ሀት አኦተ አታለኖ?» ይቶኡ፤ ህከን መሳን በላንከሰ አደዶመት እኮኡ።
2b091100d2	ህካን እኮቤቺሃ ህከ ቆቀ መንቹ «ኩ መንቹ እልክ ፈይሾች አት እስተኔሃ መ ይተን?» ይት ለንኪሃ ጠዕምቶስ፤ እስን «ነቢዬቹሃን» ዬሰ።
2b091200de	አይሁድ አዎንሳኑት ሁኩ መንቹ ብርተ ቆቀ እኮሃ እሁስ ቴንገ እልስ ፈይት ፈንተኦገ አነስለከ አመስ ገእት ጠዕምቶተ ኢለ አመዕንቶበአ እቅ።
2b091300d0	ህካን እኮቤቺሃ እሰን «‹ቆቁ እለሞኡ› ይቴነንተ ቤቱክዕኔ ከንትንዶ? ቴሱ ሀት እክ ለኦተ አታሎ?» ይት አነስለከ አመስ ጠዕምቶኡ።
2b0914006e	አኑስለከ አመስ «ኩ መንቹ ቤቱኔ እሁስለከ ቆቀ እክ እለሙስ ደንጋም።
2b09150119	ጠዉ እኮጎሬ ቴሱ ሀት እክ ለአኖት ጎሬ፥ ህትን አይ እልስ ፈይሾስ ጎር ደንጋምበአ፤ እስ ገውስ ደጎ መንቹ እኮቤቺሃ ገዉንከስ ጠዕምዬስ፤ እስ ገይስተኔሃ ኩሎተ አታለኖ» ይቶኡ።
2b0916010a	እሰን ህት ይቶኢሁ አይሁድ ሹመተ ዋጅቶቤቺሃት፤ መሰንትስ ኢስ «መሲህ» ይ መሰከረኖሁ ሄዕዮጎር ጭምትሰ ምኒች ፉሽቶተ ከኒች ብርተ አይሁድ ሹመት አማዕለንቶቤቺሃት።
2b09170093	ህካን እኮቤቺሃ አኑስለከ አመስ «እስ ገውስ ደጎ መንቹ እኮቤቺሃ እሱንከ ጠዕምዬስ» ይቶኡ።
2b091800be	ህከን መሳን ቆቀ እክ እለሞ መንቹ ለንኪሃ ገእት «አት መገኒሃ ኬዕምኝ ኣስ፤ ኩ መንቹ ጩበኘ እሁስ ነኡ ደንጋም» ይቶኡ።
2b091900ab	እስን «ጩበኛ እሁስ ደጋምበአ፤ አን ዎዕነ ቆቀ እሁእለከ ቴንገ ለኣምገ ጠለዕል ህካን ደጋም» ይ ፈንቀሼእ።
2b091a005c	እሰን «እስ መ አዕዮሄ? እልክ ሀት አዕይ ፈይሾሄ?» ይቶስ።
2b091b0118	እስን ፈንቀሽ «አን ዎዕናንከ ኩሎንክዕኔ እቅ፤ እኮጎሬ አዕኑ ሞጮጭቶኖተ ሀሴንታበአ፤ ቴንገ ሚሃ ሞጮጪ ሀሴነንታት? አዕኑ እሱ አዎንቴነንተረ እኮኖተ ሀሴነንታትንዶ?» ዬሰ።
2b091c007a	እሰን እሱ ቦሮርተን «እሱ አዎንታንቲሁ አቴት፤ እኮጎሬ ነኡ ሙሰ አዎናምረ።
2b091d009b	መገኑ ሙሲሃ ጠወዕዮገ ነኡ ደንጋም፤ ጠዉ እኮጎሬ ኩ መንቹ ሀከንቤቺችት ጎር ደንጋምበአ» ይቶስ።
2b091e00c1	ሁኩ መንቹ እሳሃ «ኩ መንቹ ሀከንቤቺችት ጎር አዕኑ ደጉ ሆጉክህኔ አበ አጀብሲሰኖሃን! ጠዉ እኮጎሬ እልኤ ፈይሾሁ እሶት።
2b091f00e4	መገኑ ጩበኛኑት ይታ ጠወ ሞጮጨኖበእገ ደንጋም፤ ጠዉ እኮጎሬ መገኑ ዋጀኖሁለከ እስ ሃሽኣቱተ አአኖሁ ሄዕዮጎር ሁኩን የኖ ጠወ መገኑ ሞጮጨኖ።
2b0920008a	‹ቆቀ እክ እለሞ መንች እልተ ፈይሾሁ ዮኡ› ዬን ጠወኤነን ከበሬ ኢለ ሆሮ ሞጮጨሞበአ።
2b09210077	ኩ መንቹ መገኒች እህበእቃን መቱርቹሃ አኦተ አታለኖበ እቅ» ይ ፈንቀሼሰ።
2b0922009c	እሰን «አት ጉዕሙርቹንኩክ ጩቢን እለንቶንቲሁ ኔሳሃ ተማርስተንንዶ?» ይት ጭምት ምኒች ፉሽቶስ።
2b092300b3	ህከ መንቹ አይሁዱ ጭምት ምኒች ፉሽቶስገ ኢስ ሞጮጬእ፤ ኢስ ህከ መንቹ ደግ «መንች ቤቶን አመዕንተንንዶ?» ዬስ።
