0100000006	Genesi
181a130112	Ezechia, re di Giuda, e tutto Giuda, lo fecero eglino perciò morire? [anzi] non temette egli il Signore, e non supplicò egli al Signore? Laonde il Signore si pentì del male che egli avea ronunziato contro a loro. Noi dunque facciamo un gran male contro alle anime nostre.
181a1400e6	Ben vi fu anche un [altro] uomo, che profetizzò in Nome del Signore, [cioè:] Uria, figliuolo di Semaia, da Chiriat-iearim; il quale profetizzò contro a questa città, e contro a questo paese, secondo tutte le parole di Geremia.
181a1500c8	E il re Gioiachim, e tutti i suoi uomini di valore, e tutti i principi, udirono le parole di esso; e il re procacciò di farlo morire; ma Uria l'intese, e temette, e se ne fuggì, ed entrò in Egitto.
181a160075	Ma il re Gioiachim mandò degli uomini in Egitto, [cioè] Elnatan, figliuolo di Acbor, ed [altri] personaggi con lui.
181a1700ad	Ed essi trassero Uria fuor di Egitto, e lo condussero al re Gioiachim; ed egli lo percosse con la spada, e fece gittare il suo corpo morto fra le sepolture del comun popolo.
181a180079	Ma la mano di Ahicam, figliuolo di Safan, fu con Geremia, acciocchè non fosse messo in man del popolo, per farlo morire.
181b010086	NEL principio del regno di Gioiachim, figliuolo di Giosia, re di Giuda, questa parola fu dal Signore [indirizzata] a Geremia, dicendo:
181b02005f	Così mi ha detto il Signore: Fatti dei legami, e de' gioghi; e mettiti gli [uni] in sul collo.
181b0300c5	E manda gli [altri] al re di Edom, ed al re di Moab, ed al re de' figliuoli di Ammon, ed al re di Tiro, ed al re di Sidon, per gli ambasciatori che verranno in Gerusalemme, a Sedechia, re di Giuda.
181b040084	E ingiungi loro che dicano a' lor signori: Così ha detto il Signor degli eserciti, l'Iddio d'Israele: Dite così a' vostri signori:
181b0500a5	Io ho fatta la terra, gli uomini, e le bestie che [sono] sopra la faccia della terra, con la mia gran potenza, e col mio braccio disteso; e do quella a cui mi piace.
181b0600ac	Ed ora io ho dati tutti questi paesi in man di Nebucadnesar, re di Babilonia, mio servitore; e gli ho dato eziandio fino alle bestie delle campagna, acciocchè gli servano.
181b0700d7	E tutte le nazioni serviranno a lui, ed al suo figliuolo, ed al figliuolo del suo figliuolo, finchè venga ancora il tempo del suo paese; ed [allora] nazioni possenti, e re grandi, ridurranno ancora lui in servitù.
181b08012d	E se alcuna gente, o regno, non vuol servirgli, [cioè], a Nebucadnesar, re di Babilonia, e non vuol sottoporre il collo al giogo del re di Babilonia; io farò punizione di quella gente, dice il Signore, con la spada, e con la fame, e con la pestilenza, finchè io li abbia consumati per mano di esso.
181b0900c6	Voi adunque non ascoltate i vostri profeti, nè i vostri indovini, nè i vostri sognatori, nè i vostri pronosticatori, nè i vostri incantatori, che vi dicono: Voi non servirete al re di Babilonia;
181b0a0078	perciocchè essi vi profetizzano menzogna, per dilungarvi d'in su la vostra terra; e acciocchè io vi scacci, e periate.
181b0b00b2	Ma la gente, che sottoporrà il collo al giogo del re di Babilonia, e gli servirà, io la lascerò sopra la sua terra, dice il Signore; ed ella la lavorerà, ed abiterà in essa.
181b0c00bc	Io parlai ancora a Sedechia, re di Giuda, secondo tutte quelle parole, dicendo: Sottoponete il vostro collo al giogo del re di Babilonia, e servite a lui, ed al suo popolo, e voi viverete.
181b0d00ab	Perchè morreste, tu e il tuo popolo, per la spada, per la fame, e per la pestilenza, come il Signore ha pronunziato contro alla gente che non servirà al re di Babilonia?
181b0e0085	E non ascoltate le parole de' profeti che vi dicono: Voi non servirete al re di Babilonia; perciocchè essi vi profetizzano menzogna.
181b0f00a9	Conciossiachè io non li abbia mandati, dice il Signore; ma profetizzano in Nome mio falsamente; acciocchè io vi scacci, e periate, voi e i profeti che vi profetizzano.
181b10012c	Io parlai eziandio a' sacerdoti, ed a tutto questo popolo, dicendo: Così ha detto il Signore: Non attendete alle parole de' vostri profeti che vi profetizzano, dicendo: Ecco, ora prestamente saranno riportati di Babilonia gli arredi della Casa del Signore; perciocchè essi vi profetizzano menzogna.
181b110071	Non li ascoltate; servite al re di Babilonia, e voi viverete; perchè sarebbe questa città messa in desolazione?
181b1200fc	Che se pure eglino [son] profeti, e se la parola del Signore è appo loro, intercedano ora appo il Signor degli eserciti, che quegli arredi che son rimasti nella Casa del Signore, e nella casa del re di Giuda, e in Gerusalemme, non vadano in Babilonia.
181b13009d	Perciocchè il Signor degli eserciti ha detto così delle colonne, del mare, e de' basamenti, e del rimanente degli arredi, che son restati in questa città;
181b1400ce	i quali Nebucadnesar, re di Babilonia, non prese, quando menò in cattività Geconia, figliuolo di Gioiachim, re di Giuda, di Gerusalemme in Babilonia, insieme con tutti i nobili di Giuda, e di Gerusalemme;
181b1500a9	così, dico, ha detto il Signor degli eserciti, l'Iddio d'Israele, degli arredi, che son rimasti nella Casa del Signore, e nella casa del re di Giuda, ed in Gerusalemme:
181b1600a5	Saranno portati in Babilonia, e quivi resteranno, infino al giorno che io li visiterò, dice il Signore; poi li trarrò di là, e li farò riportare in questo luogo.
181c010110	OR avvenne in quello stesso anno, nel principio del regno di Sedechia, re di Giuda, nell'anno quarto, nel quinto mese, che Anania, figliuolo di Azzur, profeta, ch'[era] da Gabaon, mi parlò nella Casa del Signore, nel cospetto de' sacerdoti, e di tutto il popolo, dicendo:
181c020065	Così ha detto il Signor degli eserciti, l'Iddio d'Israele: Io ho rotto il giogo del re di Babilonia.
181c0300c0	Infra lo spazio di due anni io farò riportare in questo luogo tutti gli arredi della Casa del Signore, che Nebucadnesar, re di Babilonia, ha tolti di questo luogo, ed ha portati in Babilonia.
181c0400ef	Ed io ricondurrò, dice il Signore, in questo luogo, Geconia, figliuolo di Gioiachim, re di Giuda, e tutti que' di Giuda, che sono stati menati in cattività, e son venuti in Babilonia; perciocchè io romperò il giogo del re di Babilonia.
181c050096	E il profeta Geremia rispose al profeta Anania, nel cospetto de' sacerdoti, e nel cospetto di tutto il popolo, ch'era presente nella Casa del Signore,
181c0600ee	e disse: Amen; così faccia il Signore; il Signore metta ad effetto le tue parole, che tu hai profetizzate, facendo tornar di Babilonia in questo luogo gli arredi della Casa del Signore, e tutti quelli che sono stati menati in cattività.
181c07006c	Ma pure, ascolta ora questa parola, la quale io pronunzio in presenza tua ed in presenza di tutto il popolo:
181c0800a6	I profeti che sono stati davanti a me, e davanti a te, ab antico, han profetizzato contro a molti paesi, e contro a gran regni, di guerra, e di fame, e di pestilenza.
181c0900a1	Quando la parola del profeta, che avrà profetizzato di pace, sarà avvenuta, egli sarà ricnosciuto [essere] il profeta che il Signore avrà mandato in verità.
181c0a0053	Ma il profeta Anania prese il giogo d'in sul collo del profeta Geremia, e lo ruppe.
181c0b010a	Ed Anania parlò nel cospetto di tutto il popolo, dicendo: Così ha detto il Signore: In questo modo romperò, infra lo spazio di due anni, il giogo di Nebucadnesar, re di Babilonia, d'in sul collo di tutte le nazioni. E il profeta Geremia se ne andò a suo cammino.
181c0c008f	E la parola del Signore fu [indirizzata] a Geremia, dopo che il profeta Anania ebbe rotto il giogo d'in sul collo del profeta Geremia, dicendo:
181c0d0091	Va', e parla ad Anania, dicendo: Così ha detto il Signore: Tu hai rotti i gioghi di legno; ma fattene, in luogo di quelli, degli altri di ferro.
181c0e0107	Perciocchè, così ha detto il Signor degli eserciti, l'Iddio d'Israele: Io ho messo un giogo di ferro in sul collo di tutte queste nazioni; acciocchè servano a Nebucadnesar, re di Babilonia; e gli serviranno; gli ho eziandio dato fino alle fiere della campagna.
181c0f0098	Poi il profeta Geremia disse al profeta Anania: Deh! ascolta, o Anania: Il Signore non ti ha mandato, e tu hai fatto confidar questo popolo in menzogna.
181c1000a4	Perciò, così ha detto il Signore: Ecco, io ti scaccio d'in su la faccia della terra; quest'anno tu morrai; perchè tu hai parlato di ribellione contro al Signore.
181c11003f	E il profeta Anania morì quello stesso anno, nel settimo mese.
181d01011c	OR queste [sono] le parole delle lettere che il profeta Geremia mandò di Gerusalemme al rimanente degli anziani di quelli ch'erano stati menati in cattività, ed a' sacerdoti, ed a' profeti, ed a tutto il popolo, che Nebucadnesar avea menato in cattività di Gerusalemme in Babilonia
181d0200a3	(dopo che il re Geconia fu uscito di Gerusalemme, insieme con la regina, e con gli eunuchi, e coi principi di Giuda, e di Gerusalemme, e co' fabbri, e ferraiuoli),
181d0300a2	per Elasa, figliuolo di Safan, e per Ghemaria, figliuolo di Hilchia (i quali Sedechia, re di Giuda, mandava in Babilonia, a Nebucadnesar, re di Babilonia); cioè:
181d0400b5	Così ha detto il Signor degli eserciti, l'Iddio d'Israele, a tutti quelli che sono stati menati in cattività, i quali io ho fatti menare in cattività di Gerusalemme in Babilonia.
181d05005a	Edificate delle case, ed abitate in esse, e piantate de' giardini, e mangiatene il frutto.
181d0600d4	Prendete mogli, e generate figliuoli e figliuole; prendete eziandio mogli per li vostri figliuoli, e date a marito le vostre figliuole, e partoriscano figliuoli e figliuole; e moltiplicate quivi, e non diminuite.
181d07009c	E procacciate la pace della città, dove io vi ho fatti andare in cattività; e pregate il Signore per essa: perciocchè nella pace di essa voi avrete pace.
181d0800cb	Conciossiachè il Signor degli eserciti, l'Iddio d'Israele, abbia detto così: Non seducanvi i vostri profeti, che [sono] fra voi, nè i vostri indovini; e non attendete a' vostri sogni, che voi sognate.
181d090061	Perciocchè quelli vi profetizzano falsamente in Nome mio; io non li ho mandati, dice il Signore.
181d0a00c3	Imperocchè così ha detto il Signore: Quando i settant'anni di Babilonia saranno compiuti, io vi visiterò, e metterò ad effetto inverso voi la mia buona parola, per ricondurvi in questo luogo.
181d0b0090	Perciocchè io so i pensieri che io penso intorno a voi, dice il Signore; [che son] pensieri di pace, e non a male, per darvi uscita e speranza.
181d0c004a	E voi m'invocherete, ed andrete, e mi farete orazione, ed io vi esaudirò.
181d0d0059	E voi mi cercherete, e mi troverete, quando mi avrete ricercato di tutti il vostro cuore.
181d0e0114	Ed io mi renderò inverso voi agevole a trovare, dice il Signore; e vi ritrarrò della vostra cattività; e vi raccoglierò d'infra tutte le genti, e di tutti i luoghi, dove vi avrò cacciati, dice il Signore; e vi ricondurrò nel luogo, onde vi ho fatti andare in cattività.
181d0f0051	Perciocchè voi avete detto: Il Signore ci ha suscitati de' profeti in Babilonia.
181d1000c4	[Sappiate] che il Signore ha detto così del re che siede sopra il trono di Davide, e del popolo che abita in questa città, [e de]'vostri fratelli che non sono stati menati in cattività con voi;
181d1100cc	così, [dico], ha detto il Signor degli eserciti: Ecco, io mando contro a loro la spada, la fame, e la pestilenza; e li farò essere come fichi marci, che non si possono mangiare, per la [lor] cattività.
181d1200ef	E li perseguirò con la spada, con la fame, e con la pestilenza; e farò che saranno agitati per tutti i regni della terra; [e saranno] in esecrazione, e in istupore, e in zufolo, e in vituperio fra tutte le genti, dove li avrò scacciati.
181d1300cb	Perciocchè non hanno ubbidito alle mie parole, dice il Signore, che io ho lor mandate [a dire] per li miei servitori profeti, del continuo per ogni mattina; ma essi non hanno ascoltato, dice il Signore.
181d14007d	Voi dunque tutti che siete in cattività, i quali io ho mandati di Gerusalemme in Babilonia, ascoltate la parola del Signore.
181d150128	Così ha detto il Signor degli eserciti, l'Iddio d'Israele, intorno ad Achab, figliuolo di Colaia, e intorno a Sedechia, figliuolo di Maaseia, che vi profetizzano in Nome mio falsità: Ecco, io do costoro in man di Nebucadnesar, re di Babilonia; ed egli li farà morire davanti agli occhi vostri.
181d1600df	E di loro si prenderà una [forma di] maledizione fra tutti quelli di Giuda che sono in cattività, in Babilonia, dicendo: Il Signore ti renda simile a Sedechia, e ad Achab, i quali il re di Babilonia ha arrostiti al fuoco.
181d1700fd	Perciocchè han fatte delle cose nefande in Israele, ed han commesso adulterio con le mogli de' lor prossimi, ed han parlato in Nome mio falsamente; il che io non avea lor comandato; ed io [sono] quel che [ne] son sapevole e testimonio, dice il Signore.
181d18002c	Parla eziandio a Semaia Nehelamita, dicendo:
181d1900e7	Così ha detto il Signore degli eserciti, l'Iddio d'Israele: Perciocchè tu hai mandate in nome tuo lettere a tutto il popolo, che [è] in Gerusalemme, ed a Sofonia, figliuolo di Maaseia, sacerdote, ed a tutti i sacerdoti, dicendo:
181d1a00eb	Il Signore ti ha costituito sacerdote in luogo del sacerdote Gioiada; acciocchè voi siate sopraintendenti della Casa del Signore, [avendo podestà] sopra ogni uomo forsennato, e che fa il profeta, per metterlo in carcere, e ne' ceppi;
181d1b0055	ora dunque, perchè non hai tu sgridato Geremia di Anatot, che fa il profeta fra voi?
181d1c00ab	Perciocchè egli ci ha mandato a dire in Babilonia: La cosa andrà in lungo; edificate pur delle case, ed abitate [in esse]; piantate de' giardini, e mangiatene il frutto.
181d1d0054	(Or il sacerdote Sofonia avea lette queste lettere in presenza del profeta Geremia).
181d1e003a	La parola del Signore fu [indirizzata] a Geremia, dicendo:
181d1f00db	Manda a dir così a tutti quelli che sono in cattività: Il Signore ha detto così intorno a Semaia Nehelamita: Perciocchè Semaia vi ha profetizzato, benchè io non l'abbia mandato; e vi ha fatti confidare in menzogna;
181d200160	perciò, così ha detto il Signore: Ecco, io farò punizione di Semaia Nehelamita, e della sua progenie; non vi sarà alcuno de' suoi discendenti che abiti in mezzo di questo popolo; e [nè egli, nè alcuno della sua progenie], non vedrà il bene che io farò al mio popolo, dice il Signore; perciocchè egli ha parlato di ribellione contro al Signore.
