1300000006	Psalmi
2c0e0f00dc	In govoreč: Možjé! kaj to delate? Tudi midva sva umrljiva, vam enaka človeka, ktera vam oznanjujeva, da se od teh praznih reči obrnite k živemu Bogu, kteri je ustvaril nebo in zemljo in morje in vse, kar je v njih;
2c0e10004c	Kteri je v preteklih časih pustil vse narode, da so hodili po svojih potih:
2c0e110095	Vendar pa ni sebe brez pričevanja pustil, delajoč dobrote, dajoč nam z neba dež in rodovitne čase, napolnjujoč srca naša z jedjó in veseljem.
2c0e120041	In govoreč to, komaj sta ustavila ljudstvo, da jima ni darovalo.
2c0e13008f	Med tem pa pride nekaj Judov iz Antijohije in Ikonije, in pregovorivši ljudstvo, kamenjali so Pavla in izvlekli iz mesta, misleč, da je umrl.
2c0e14005e	Ko so ga pa učenci obstopili, vstane in vnide v mesto; in drugi dan izide z Barnabom v Derbo.
2c0e150070	In ko sta oznanila evangelj temu mestu, in sta mnoge podučila, vrnila sta se v Listro in Ikonijo in Antijohijo,
2c0e160080	Potrjujoč duše učencev, opominjajoč, da naj ostanejo v veri, in da nam je treba po mnogih stiskah vniti v kraljestvo Božje.
2c0e17006e	In postavivši jim starešine po cerkvah, molivši s postom, izročila sta jih Gospodu, v kterega so verovali.
2c0e18002f	In prešla sta Pisidijo in prišla v Pamfilijo.
2c0e190033	In govorivši v Pergi besedo, sešla sta v Atalijo;
2c0e1a007a	In odtod sta se odpeljala po morji v Antijohijo, odkoder sta bila izročena milosti Božjej na delo, ktero sta dokončala.
2c0e1b007f	Ko sta pa prišla in sta zbrala cerkev, sporočila sta, koliko reči je Bog ž njima storil, in da je odprl poganom vrata vere.
2c0e1c002a	In prebila sta tu ne malo časa z učenci.
2c0f010073	In pride jih nekaj iz Judeje, in učili so brate: Če se ne obrežete po šegi Mojzesovej, ne morete zveličati se.
2c0f0200de	Ko je torej nastal razpor, in se Pavel in Barnaba nista malo prepirala ž njimi, sklenejo, da naj odidejo Pavel in Barnaba in nekteri drugi izmed njih gor k aposteljnom in starešinam v Jeruzalem, za voljo tega vprašanja.
2c0f030090	Oni torej spremljeni od cerkve, šli so skozi Fenicijo in Samarijo, pripovedovaje izpreobrnenje poganov; in delali so veliko radost vsem bratom.
2c0f040089	Ko so pa prišli v Jeruzalem, sprejela jih je cerkev in aposteljni in starešine, in sporočili so, koliko rečî je Bog ž njima storil.
2c0f0500a7	Ali vstalo jih je nekaj od ločinke Farizejske, kteri so bili verovali, in govorili so: Obrezovati se morajo, in naročiti se mora, naj postavo Mojzesovo izpolnjujejo.
2c0f06003c	In aposteljni in starešine se zberó, da to reč presodijo.
2c0f0700c2	Ko so se pa veliko prepirali, vstane Peter in jim reče: Možjé bratje! vi véste, da je od prvih dnî Bog izmed nas izbral, da so iz mojih ust slišali pogani besedo evangelja, in so verovali.
2c0f080055	In Bog, kteri pozná srca, popričal jim je, davši jim Duha svetega, kakor tudi nam.
2c0f090056	In nobenega razločka ni postavil med nami in njimi, ko je po veri očistil njih srca.
2c0f0a007a	Sedaj torej, kaj izkušate Boga, da nakladate učencem jarem na vrat, kterega ne očetje naši, ne mi nismo mogli ponesti?
2c0f0b0058	Nego po milosti Gospoda Jezusa Kristusa verujemo, da se bomo zveličali, kakor tudi oni.
2c0f0c009b	Tedaj je vsa množica umolknila, in poslušali so Barnaba in Pavla, ktera sta pripovedovala, kolika znamenja in čudeže je Bog storil po njima med pogani.
2c0f0d0047	Ko sta umolknila, odgovorí Jakob, govoreč: Možjé bratje, čujte me!
2c0f0e0063	Simon je povedal, kako je Bog najprej obiskal pogane, da bi prejel iž njih ljudstvo imenu svojemu;
2c0f0f0035	In s tem se vjemajo besede prerokov, kakor je pisano:
2c0f100082	"Po tem se bom vrnil, in sezidal bom zopet dom Davidov, ki je padel; in razvalino njegovo bom zopet sezidal, in povzdignil ga bom:
2c0f110083	Da ljudjé, kteri ostanejo, poiščejo Gospoda, in vsi narodi, na ktere se je ime moje poklicalo: pravi Gospod, kteri vse to dela."
2c0f12002a	Bogu so od vekomaj znana vsa dela njegova.
2c0f13004d	Za to jaz sodim, naj se ne nadlegujejo, kteri se od poganov obračajo k Bogu.
2c0f140067	Nego piše naj jim se, da naj se zdržujejo ognjušenja od malikov in kurbarije in udavljenega in krvi:
2c0f15007a	Kajti Mojzes jih od starodavnih časov po vseh mestih ima, kteri ga oznanjujejo, ko se po shajališčih vsako soboto bere.
2c0f1600c0	Tedaj so aposteljni in starešine z vso cerkvijo sklenili izvoliti možé izmed sebe, in poslali v Antijohijo s Pavlom in Barnabom: Juda s priimkom Barsaba, in Sila, znamenita moža med brati.
2c0f170093	In pisali so po njunih rokah to: Aposteljni in starešine in bratje pozdravljajo brate izmed poganov, kteri so po Antijohiji in Siriji in Ciliciji.
2c0f1800b2	Ker smo slišali, da so nekteri izmed nas izšli, in so vas zbegali z besedami, in zmotili duše vaše, govoreč, da se obrezujte in izpolnjujte postavo, kterim nismo zapovedali;
2c0f190069	Sklenili smo ene misli zbrani izvoliti možé in poslati k vam, z ljubljenima našima Barnabom in Pavlom,
2c0f1a004e	Človekoma, ktera sta dala duši svoji za ime Gospoda našega Jezusa Kristusa.
2c0f1b0051	Poslali smo torej Juda in Sila, ktera bosta tudi sama z besedo povedala ravno to.
2c0f1c006b	Dopadlo je namreč svetemu Duhu in nam, nobenega bremena več ne nakladati vam, razen teh potrebnih rečî:
2c0f1d007f	Da se zdržujte malikom darovanega in krví in udavljenega in kurbarije. Če se boste tega varovali, boste prav delali. Zdravi!
2c0f1e005f	In ko so jih bili odpravili, prišli so v Antijohijo; in zbravši množico, izročili so pismo.
2c0f1f002e	Ko so pa prebrali, razveselili so se tolažbe.
2c0f200061	A Juda in Sila, ktera sta bila tudi preroka, utolažila sta z mnogimi besedami brate, in utrdila.
2c0f21004e	In ko sta tu nekaj časa prebila, odpustili so ju bratje v miru k aposteljnom.
2c0f22001e	Sklenil je pa Sila tam ostati.
2c0f230074	A Pavel in Barnaba sta živela v Antijohiji, in učila sta in oznanjevala, tudi z mnogimi drugimi, besedo Gospodovo.
2c0f240095	A črez nekoliko dnî reče Pavel Barnabu: Vrniva se in obiščiva brate svoje po vseh mestih, v kterih sva oznanila besedo Gospodovo, kako se imajo.
2c0f250049	Barnaba je pa hotel, da bi vzela s seboj Janeza, ki se je imenoval Marka.
2c0f260080	Ali Pavlu se je za dobro zdelo, da tega, ki se je ločil od nju iz Pamfilije, in ni šel ž njima na delo, ne bi jemala s seboj.
2c0f27007c	Za to vstane razpor, tako, da sta se ločila eden od drugega, in je Barnaba vzel Marka, in se je odpeljal po morji na Ciper;
2c0f280045	A Pavel izbere Sila, in izide, priporočen milosti Božjej od bratov.
2c0f290039	In hodil je po Siriji in Ciliciji, in utrjeval je cerkve.
2c10010088	Pride pa v Derbo in Listro; in glej, neki učenec je bil tu po imenu Timotej, sin neke žene Judinje, ktera je verovala, očeta pa Grka;
2c10020047	Za kterega so dobro pričali bratje, kteri so bili v Listri in Ikoniji.
2c100300a2	Tega je hotel Pavel, da bi šel ž njim, in vzemši, obreže ga za voljo Judov, kteri so bili v tistih krajih; kajti vedeli so vsi za očeta njegovega, da je Grk.
2c10040083	Ko so pa hodili po mestih, priporočevali so jim, naj izpolnjujejo ustave, ktere so sklenili aposteljni in starešine v Jeruzalemu.
2c1005004b	In cerkve so se utrjevale v veri, in množilo se je njih število vsak dan.
2c10060064	In ko so prehodili Frigijo in Galacijsko deželo, zabranil jim je sveti Duh govoriti besedo v Aziji.
2c1007004f	In ko so prišli v Mižijo, izkušali so iti v Bitinijo: ali Duh jim ni pustil.
2c1008002a	A ko so prešli Mižijo, snidejo v Troado.
2c1009007f	In prikaže se Pavlu po noči prikazen. Neki mož Macedonec je stal, proseč ga in govoreč: Pridi v Macedonijo in pomagaj nam.
2c100a008f	Ko je bil pa prikazen videl, ogledali smo se precej, da izidemo v Macedonijo, prepričani, da nas je Gospod poklical, da jim oznanimo evangelj.
2c100b0062	Ko smo se torej odpeljali iz Troade, prišli smo na ravnost v Samotracijo, in drugi dan v Neapolj.
2c100c0071	In odtod v Filipe, ktero je prvo mesto straní Macedonske, selišče. V tem mestu pa smo se nekoliko dnî mudili,
2c100d0087	In v sobotni dan smo izšli iz mesta k vodi, kjer je bil navadni kraj molitve, in sedši, govorili smo ženam, ktere so so bile zbrale.
2c100e00b1	In neka žena po imenu Lidija, ktera je prodajala škrlat, iz mesto Tijatirskega, bogaboječa, poslušala je; in odprl jej je Bog srce, da je pazila na to, kar je Pavel govoril.
2c100f0094	Ko se je pa krstila, in hiša njena, prosila je, govoreč: Če mislite, da sem Gospodu verna, vnidite v hišo mojo in ostanite; in primorala nas je.
2c1010009c	Zgodí se pa, ko smo šli na molitev, sreča nas neka deklica, ktera je imela duha vedeža, in je veliko dobička dajala gospodarjem svojim z vedeževanjem.
2c1011008a	Ta je bila šla za Pavlom in nami, in vpila je, govoreč: Ti ljudje so služabniki Boga najvišega, kteri vam oznanjujejo pot zveličanja.
2c101200a0	A to je delala veliko dnî. Pavla je pa bolelo, in obrnivši se, reče duhu: Ukazujem ti po imenu Jezusa Kristusa, da izidi iž nje. In izšel je še tisto uro.
2c10130082	Ko so pa videli gospodarji njeni, da je izšlo upanje njih dobička, primejo Pavla in Sila, in odvlečejo ju na trg k poglavarjem.
2c10140055	In pripeljavši ju k poglavarjem, rekó: Ti ljudjé motijo naše mesto, ker so Judje;
2c10150056	In oznanjujejo šege, kterih mi ne smemo sprejemati ne izpolnjevati, ker smo Rimljani.
2c1016005e	In ljudstvo vstane zoper nju; in poglavarji jima raztrgajo oblačila, in veleli so ju šibati.
2c1017005f	In ko so ju zeló pretepli, vržejo ju v ječo, naročivši varuhu ječe, naj ju skrbno varuje.
2c1018005b	In on, prejemši takošno zapoved, vrže ju v najnotranjo ječo, in dene jima noge v klado.
2c10190053	A o polnoči sta Pavel in Sila molila in hvalila Boga; in jetniki so ju poslušali.
2c101a0083	Kar vstane potres velik, tako, da se je temelj ječe zganil; in pri tej priči so se odprla vsa vrata, in vsem je odpadlo železje.
2c101b0087	Ko se je pa varuh ječe prebudil, in je videl vrata ječe odprta, izdere meč in hotel se je umoriti, misleč, da so jetniki pobegnili.
2c101c0058	Pavel pa zakliče z močnim glasom, govoreč: Ne storí si nič žalega; saj smo vsi tu.
2c101d0052	On pa, izprosivši luč, poletí noter, in pade drhtajoč Pavlu in Silu pred noge.
2c101e0050	In izpeljavši ju ven, reče: Gospoda! kaj mi je treba storiti, da se zveličam?
2c101f0058	Ona pa rečeta: Veruj v Gospoda Jezusa Kristusa, in zveličal se boš ti in hiša tvoja.
2c1020004d	In govorila sta mu besedo Gospodovo, in vsem, kteri so bili v hiši njegovej.
2c1021005e	In vzel ju je še tisto uro nočí, in izmil od ran, in krstil se je on in vsi njegovi precej.
2c10220066	In odpeljavši ju v hišo svojo, postavil je mizo, in veselil se je, da je z vso hišo veroval v Boga.
2c1023004f	Ko se je pa zdanilo, pošljejo poglavarji beriče, govoreč: Izpusti te ljudí.
2c1024007f	In varuh ječe sporočí te besede Pavlu: Poslali so poglavarji, da se imata izpustiti; sedaj torej izidita, in pojdita v miru.
2c102500b3	Ali Pavel jim reče: Šibali so naju očitno, neobsojena, človeka Rimljana, in vrgli v ječo: in sedaj naju skrivaj izpuščajo? Ne tako; nego sami naj pridejo in naju izpeljejo.
2c10260059	In beriči sporočé te besede poglavarjem; in uplašijo se, slišavši, da sta Rimljana.
2c10270051	Ter pridejo in ju zaprosijo: in izpeljavši ju, prosili so, naj izideta iz mesta.
2c1028006b	In ko sta bila izšla iz ječe, prišla sta k Lidiji; in videvši brate, utolažila sta jih, in izšla sta.
2c11010064	In šla sta skozi Amfipolj in Apolonijo, in prišla sta v Solun, kjer je bilo shajališče Judovsko.
2c11020053	In Pavel vnide po navadi k njim, in razgovarjal se je ž njimi tri sobote iz pisem,
2c1103008d	Razkladajoč in dokazujoč, da je bilo treba, da je Kristus trpel in vstal od mrtvih, in da ta Jezus, kterega vam jaz oznanjujem, je Kristus.
2c11040085	In nekteri od njih so verovali, in pridružili so se Pavlu in Silu, in od pobožnih Grkov velika množica, in imenitnih žen ne malo.
2c110500cd	Ali trdovratni Judje so zavidali, in privzemši nekaj hudobnih móž izmed drhali, in zbravši trumo, nadražili so mesto; in obstopili so hišo Jazonovo, in iskali so ju, da bi ju izpeljali pred ljudstvo.
2c11060092	Ko ju pa niso našli, povlečejo Jazona in nektere brate pred starešine mestne, vpijoč: Ti, ki so ves svet razdražili, ti so tudi sèm prišli;
2c1107006b	Ktere je sprejel Jazon; in ti vsi delajo zoper cesarjeve zapovedi govoreč, da je nekdo drugi kralj, Jezus.
2c11080048	In razdražili so ljudstvo in starešine mestne, kteri so to poslušali.
2c11090045	In ko so bili prejeli zadostenje od Jazona in drugih, pustili so jih.
2c110a006e	Bratje pa naglo po noči odpravijo Pavla in Sila v Berejo; in ko tje prideta, odideta v shajališče Judovsko.
2c110b0085	Ti so bili pa blagosrčniji od Solunskih; ti so sprejeli besedo z vsem poželenjem, in vsak dan so preiskovali pisma, če je to tako.
2c110c0053	In tako jih je veliko od njih verovalo, in poštenih Grških žen in móž ne malo.
2c110d0079	Ko so pa Judje Solunski zvedeli, da tudi v Bereji oznanjuje Pavel besedo Božjo, pridejo tudi tje, in vzdignejo ljudstvo.
2c110e0063	Ali bratje so tedaj Pavla naglo odpravili, da je šel v primorje; a Sila in Timotej sta ostala tam.
2c110f00a4	Ti pa, kteri so bili Pavla spremili, pripeljali so ga do Aten; in ko so prejeli sporočilo do Sila in Timoteja, naj bi kar najhitreje prišla k njemu, vrnili so se.
2c1110006a	Ko ju je pa Pavel v Atenah čakal, vname se duh njegov v njem, ko je videl, da je mesto malikovanju udano;
2c1111006d	In razgovarjal se je v shajališči z Judi in pobožnimi, in na trgu vsak dan s tistimi, na ktere je naletel.
2c111200d8	Nekteri od Epikurejskih in Stojskih modrijanov so so pa prepirali ž njim; in eni so govorili: Kaj hoče ta kvasé povedati? a drugi: Zdi se, da je oznanjevalec tujih bogov: ker jim je Jezusa in vstajanje oznanjeval.
2c11130074	In vzemó ga in odpeljejo na Areopag, govoreč: Moremo li zvedeti, kakošen je ta novi nauk, kterega ti oznanjuješ?
2c1114004f	Kajti nekaj novega nam nosiš v ušesa; za to hočemo zvedeti, kaj če to biti.
2c1115007a	(Vsi Atenjani pa in tujci, kteri so prihajali, niso imeli drugega opraviti, nego kaj novega pripovedovati ali poslušati.)
2c1116006b	Pavel pa, vstopivši se sredi Areopaga, reče: Možjé Atenjani! po vsem vas vidim, da ste nekako preverni.
2c111700c5	Ko sem namreč prehajal in ogledoval svetišča vaša, našel sem tudi oltar, na kterem je bilo napisano: Nepoznanemu bogu. Kogar torej častite, da si ravno ga ne poznate, tega vam jaz oznanjujem.
2c1118008a	Bog, kteri je ustvaril svet in vse, kar je v njem, ta, ki je gospodar neba in zemlje, ne prebiva v tempeljnih, kteri so z rokami narejeni;
2c11190077	In ne streže mu se s človeškimi rokami, kakor da bi česa potreboval, ko sam daje vsem življenje in dihanje in vse;
2c111a0087	In je ustvaril iz ene krví ves rod človeški, da prebiva po vsem licu zemlje, in je odločil odmenjene čase in meje njih prebivanja:
2c111b0064	Da bi iskali Gospoda, ne bi li ga kako otipali ali našli; da si ravno ni daleč od nobenega od nas.
2c111c007a	Kajti v njem živimo in se gibljemo in smo; kakor so tudi nekteri pesnikov vaših rekli: "Kajti tudi rodú njegovega smo."
2c111d0098	Ker smo torej Božjega rodú, ne smemo misliti, da je božanstvo enako zlatu ali srebru ali kamenu, izrezanemu po umetnosti in izmišljenji človekovem.
2c111e0065	Bog torej, ne gledajoč na čase nevednosti, oznanjuje sedaj vsem ljudém povsodi, naj delajo pokoro;
2c111f008f	Zato, ker je postavil dan, ko bo sodil ves svet po pravici, po možu, kterega je odločil, podavši vero vsem s tem, da ga je obudil od mrtvih.
2c11200070	Ko so pa slišali vstajanje mrtvih, nekteri so se posmehovati, a drugi so rekli: O tem te bomo drugoč slišali.
2c11210023	In tako je odšel Pavel izmed njih.
2c1122008d	A nekteri možjé so mu se pridružili in so verovali; med kterimi je bil Dionizij Areopagitski, in žena po imenu Damara, in drugi ž njima.
2c12010042	Po tem je pa Pavel, ko se je bil ločil iz Aten, prišel v Korint.
2c120200dc	In našel je nekega Juda po imenu Akvila, iz Ponta po rodu, kteri je bil nedavno prišel iz Italije, in Priscilo ženo njegovo (za to, ker je bil zapovedal Klavdij, da imajo vsi Judje iti iz Rima), in prišel je k njima.
2c12030075	In ker je bil ravno tistega rokodelstva, ostal je pri njima in je delal; bila sta pa po rokodelstvu delalca šatorov.
2c12040050	In prepiral se je v shajališči vsako soboto, in prigovarjal je Judom in Grkom.
2c12050069	Ko sta pa prišla iz Macedonije Sila in Timotej, pričeval je Pavel navdušen Judom, da Jezus je Kristus.
2c1206008a	Ko so pa oni nasprotovali in preklinjali, otrese oblačila, in reče jim: Kri vaša vam pridi na glavo; čist jaz odslej k poganom pojdem.
2c12070080	In ko je odšel odtod, prišel je v hišo nekega Justa po imenu, kteri je častil Boga, in kogar hiša je bila tik shajališča.
2c12080093	Krisp pa, poglavar shajališča, veroval je v Gospoda z vso hišo svojo; in veliko Korinčanov, kteri so poslušali, verovalo je in krščevalo se.
2c1209004f	Reče pa Gospod Pavlu po noči v prikazni: Ne boj se, nego govori in ne molči;
2c120a006d	Kajti jaz sem s teboj, in nihče te ne bo napadel, da bi ti kaj storil: ker imam veliko ljudstva v tem mestu.
2c120b0049	In prebil je tu eno leto in šest mesecev, učeč pri njih besedo Božjo.
2c120c006e	Ko je bil pa Galijon namestnik v Ahaji, napadli so Judje enodušno na Pavla; in pripeljali so ga na sodišče,
2c120d003e	Govoreč: Ta nagovarja ljudí, naj časté Boga zoper postavo.
2c120e008d	Ko je pa hotel Pavel usta odpreti, reče Galijon Judom: Ko bi bila kaka krivica ali dejanje hudobno, o Judje, poslušal bi vas po dolžnosti;
2c120f0076	Ker je pa vprašanje za besedo in imena in za vaše postave, glejte sami: kajti jaz ne čem biti sodnik v teh rečéh.
