0100000009	創世記
0c180d00e4	而して彼ヱホバの家の諸の寶物および王の家の寶物を其處より携へ去りイスラルの王ソロモンがヱホバの宮に造りたる諸の金の器を切はがせりヱホバの言たまひしごとし
0c180e00d2	彼またヱルサレムの一切の民および一切の牧伯等と一切の大なる能力ある者ならびに工匠と鍛冶とを一萬人擄へゆけり遺れる者は國の民の賤き者のみなりき
0c180f00bd	彼すなはちヱコニアをバビロンに擄へゆきまた王の母王の妻等および侍從と國の中の能力ある者をもエルサレムよりバビロンに擄へうつせり
0c18100099	凡て能力ある者七千人工匠と鍛冶一千人ならびに強壯して善戰ふ者是等をバビロンの王擄へてバビロンにうつせり
0c18110099	而してバビロンの王またヱコニアの父の兄弟マツタニヤを王となしてヱコニアに代へ其が名をゼデキヤと改めたり
0c181200ae	ゼデキヤは二十一歳にして王となりヱルサレムにて十一年世を治めたりその母はリブナのヱレミヤの女にして名をハムタルと曰ふ
0c18130066	ゼデキヤはエホヤキムが凡てなしたるごとくにヱホバの目の前に惡をなせり
0c181400d8	ヱルサレムとユダに斯る事ありしはヱホバの震怒による者にしてヱホバつひにその人々を自己の前よりはらひ棄たまへり偖またゼデキヤはバビロンの王に叛けり
0c190100db	茲にゼデキヤの代の九年の十月十日にバビロンの王ネブカデネザルその諸軍勢を率てヱルサレムに攻きたりこれにむかひて陣を張り周圍に雲梯を建てこれを攻たり
0c19020054	かくこの邑攻かこまれてゼデキヤ王の十一年にまでおよびしが
0c1903006f	その四月九日にいたりて城邑の中饑ること甚だしくなりその地の民食物を得ざりき
0c190400e7	是をもて城邑つひに打破られければ兵卒はみな王の園の邊なる二箇の石垣の間の途より夜の中に逃いで皆平地の途にしたがひておちゆけり時にカルデア人は城邑を圍みをる
0c1905008d	茲にカルデア人の軍勢王を追ゆきヱリコの平地にてこれに追つきけるにその軍勢みな彼を離れて散しかば
0c19060075	カルデア人王を執へてこれをリブラにをるバビロンの王の許に曳ゆきてその罪をさだめ
0c19070096	ゼデキヤの子等をゼデキヤの目の前に殺しゼデキヤの目を抉しこれを鋼索につなぎてバビロンにたづさへゆけり
0c1908009f	バビロンの王ネブカデネザルの代の十九年の五月七日にバビロンの王の臣侍衛の長ネブザラダン、ヱルサレムにきたり
0c19090072	ヱホバの室と王の室を燒き火をもてヱルサレムのすべての室と一切の大なる室を燒り
0c190a006c	また侍衛の長とともにありしカルデア人の軍勢ヱルサレムの四周の石垣を毀てり
0c190b009f	侍衛の長ネブザラダンすなはち邑に遺されし殘餘の民およびバビロンの王に降りし降人と群衆の殘餘者を擄へうつせり
0c190c0066	但し侍衛の長その地の或貧者をのこして葡萄をつくる者となし農夫となせり
0c190d007b	カルデア人またヱホバの家の銅の柱と洗盤の臺と銅の海をくだきてその銅をバビロンに運び
0c190e0054	また鍋と火鏟と燈剪と匙および凡て役事に用ふる銅の器を取り
0c190f0045	侍衛の長また火盤と鉢など金銀にて作れる物を取り
0c19100090	またソロモンがヱホバの室に造しところの二の柱と一の海と臺とを取り此もろもろの銅の重は量るべからず
0c191100cf	この柱は高さ十八キユビトにしてその上に銅の頂ありその頂の高は三キユビトその頂の四周に網子と石榴とありて皆銅なり他の柱とその網子もこれに同じ
0c1912005d	侍衛の長は祭司の長セラヤと第二の祭司ゼパニヤと三人の門守を執へ
0c191300f3	また兵卒を督どる一人の寺人と王の前にはべる者の中邑にて遇しところの者五人とその地の民を募る軍勢の長なる書記官と城邑の中にて遇しところの六十人の者を邑より擄へされり
0c19140072	侍衛の長ネブザラダンこれらを執へてリブラにをるバビロンの王の許にいたりければ
0c19150087	バビロンの王ハマテの地のリブラにてこれらを撃殺せりかくユダはおのれの地よりとらへ移されたり
0c191600d2	かくてバビロンの王ネブカデネザルは自己が遺してユダの地に止らしめし民の上にシヤパンの子なるアヒカムの子ゲダリヤをたててこれをその督者となせり
0c19170186	茲に軍勢の長等およびこれに屬する人々みなバビロンの王がゲダリヤを督者となせしことを聞しかばすなはちネタニヤの子イシマエル、カレヤの子ヨナハン、ネトバ人タンホメテの子セラヤおよび或マアカ人の子ヤザニヤならびに彼らに屬する人々ミヅパにきたりてゲダリヤの許にいたれり
0c191800ea	ゲダリヤすなはち彼等とかれらに屬する人々に誓ひてこれに言けるは汝等カルデア人の僕となることを恐るるなかれこの地に住てバビロンの王につかへなば汝等幸福ならんと
0c191900ed	然るに七月に王の血統なるエリシヤマの子ネタニヤの子なるイシマエル十人の者とともに來りてゲダリヤを撃ころし又彼とともにミヅパにをりしユダヤ人とカルデア人を殺せり
0c191a008d	是において大小の民および軍勢の長等みな起てエジプトにおもむけり是はカルデヤ人をおそれたればなり
0c191b00de	ユダの王ヱホヤキムがとらへ移れたる後三十七年の十二月二十七日バビロンの王エビルメロダクその代の一年にユダの王ヱホヤキムを獄より出してその首をあげしめ
0c191c0075	善言をもて彼をなぐさめその位をバビロンにともに居るところの王等の位よりも高くし
0c191d006c	その獄の衣服を易しめたりヱホヤキムは一生のあひだつねに王の前に食をなせり
0c191e0060	かれ一生のあひだたえず日々の分を王よりたまはりてその食物となせり
0d0000000c	歴代誌Ⅰ
0d0101001e	アダム、セツ、エノス
0d01020027	ケナン、マハラレル、ヤレド
0d01030024	エノク、メトセラ、ラメク
0d01040024	ノア、セム、ハム、ヤペテ
0d01050066	ヤベテの子等はゴメル、マゴグ、マデア、ヤワン、トバル、メセク、テラス
0d0106003f	ゴメルの子等はアシケナズ、リパテ、トガルマ
0d0107004e	ヤワンの子等はエリシヤ、タルシシ、キツテム、ドダニム
0d0108003f	ハムの子等はクシ、ミツライム、プテ、カナン
0d01090075	クシの子等はセバ、ハビラ、サブタ、ラアマ、サブテカ、ラアマの子等はセバとデダン
0d010a004e	クシ、ニムロデを生り彼はじめて世の權力ある者となれり
0d010b003f	ミツライムはルデ族アナミ族レハビ族ナフト族
0d010c005d	パテロス族カスル族カフトリ族を生りカスル族よりペリシテ族出たり
0d010d0036	カナンその冢子シドンおよびヘテを生み
0d010e002d	またヱブス族アモリ族ギルガシ族
0d010f001e	ヒビ族アルキ族セニ族
0d01100030	アルワデ族ゼマリ族ハマテ族を生り
0d0111007e	セムの子等はエラム、アシユル、アルバクサデ、ルデ、アラム、ウズ、ホル、ゲテル、メセク
0d0112003f	アルバクサデ、シラを生みシラ、エベルを生り
0d011300ad	エベルに二人の子生れたりその一人の名をベレグ(分)と曰ふ其は彼の代に地の人散り分れたればなりその弟の名をヨクタンと曰ふ
0d0114004b	ヨクタンはアルモダデ、シヤレフ、ハザルマウテ、ヱラ
0d01150024	ハドラム、ウザル、デクラ
0d01160024	エバル、アビマエル、シバ
0d01170057	オフル、ハビラおよびヨハブを生り是等はみなヨクタンの子なり
0d01180024	セム、アルバクサデ、シラ
0d0119001e	エベル、ベレグ、リウ
0d011a001e	セルグ、ナホル、テラ
0d011b0030	アブラム是すなはちアブラハムなり
0d011c003c	アブラハムの子等はイサクおよびイシマエル
0d011d0078	彼らの子孫は左のごとしイシマエルの冢子はネバヨテ次はケダル、アデビエル、ミブサム
0d011e0033	ミシマ、ドマ、マツサ、ハダデ、テマ
0d011f004b	ヱトル、ネフシ、ケデマ、イシマエルの子孫は是の如し
0d012000cf	アブラハムの妾ケトラの生る子は左のごとし彼ジムラン、ヨクシヤン、メダン、ミデアン、イシバク、シユワを生りヨクシヤンの子等はシバおよびデダン
