2800000005	Matai
2c09180070	Hhela alane gieku jihuai kunla Saolode mejieghawo. Hhela xieni udu chenshi wijiende sagheizhi hhei alane giezho.
2c09190057	Nie xiidei hhei tujila nie lanlande hhei orogha chenqian jierese jiuzhilie bouzheghawo.
2c091a0073	SaoloYelusalende kuzhedene psedu tujilare hhantulane giezhoma, hhe tuji gholusei xianxin gie dase hhela man ayizho.
2c091b00d9	Ingiese Banaba hhei jienliedene uduruzhi shitulai shida echiwo. Hhe mo jiere matugiezhi Ezhanyi chanlasei, Ezhan hhende kielien kieliesei, hhe Damashigede danzine fugiedaghazhi Ersai niereghala jianjisei man kieliewo.
2c091c006e	Ingiedene SaoloYelusalende tujilare hhantulazhi ziyude yozho. Ezhanyi niereghala danzine fugiedagha kieliezho.
2c091d0068	Hhe pse Xila kielien kieliechen Yutai kunlare kieliezhi jianjinduzho. Ingiese hhela Saoloi alane giezho.
2c091e0050	Gaijiula enei mejiedene hhei Kaisaliyade khughozhi boughadene Dashude echighawo.
2c091f00bc	Ingiekude Yudaya, Jialili, Samaliyai gochudedu jiohui man pinnanshizhi hendawo. Hhela Ezhanyi zunjizhi giezho. Shenlin hhelai bayasughazho. Ingiese xianxin giesan kunla yebeiseye olodozho.
2c09200041	Beduru gochude yokude Lida oronde sousan shentulai hhende echiwo.
2c09210051	Hhende Iniya giesan nie kunni chanlawo. Tanhon giezhi ruzi jiere 8 nien kijiezho.
2c0922007b	Beduru hhende kieliewo, "Iniya, Ersa Mexiha chii goudaghawo. Bosizhedene ruzine shidolo agi!" Ingiese hhe deigo bosi irewo.
2c09230046	Jien Lida, Shalunde sousan kunla hhei chanladene man Ezhanyi shunjiwo.
2c0924009f	Yepade nie oqitu tuji wo. Niereini Dabida giene, Xila kielienghala kieliese Dojia giene, isishi lugo wo. Hhe chanqi gounii giezhi nanxin kunlade banman giezho.
2c09250048	Hhe shihoude hhe giemere fuguse kunla beyeini waghadene lou jiere teiwo.
2c0926009d	LidaYepaghala chada wo. BeduruLidade bikui tujila sonosusenu ghua kunyi peizhi echighadene xiahua giezhi danwu bu giezhi bijienyi hhende ghujighan yo giezho.
2c092700c1	Beduru qiizhi hhelare hhantu kuruse kunla uduru lou jiere khireiwo. Olon guafu biereila Bedurui kanzide beidene wilazhi Dojia hhelare hhantu bikude giesan lizii jien, mienzii jienlai uzheghawo.
2c092800c2	Beduru kunlai man kieliezhi ghadane khighadene xiutuliezhi onxian giewo. Ingie fugusan kunyi miende ochiradene kieliewo, "Dabida, bosizhe!" Ingiese hhe nudunne nie Bedurui chanla bosi ire souwo.
2c0929006f	Beduru khaghalane hhei fui bosighawo. Ingie shentulai, guafulai uru orozhe, Dojiai amitu hhelade jiuizhi ogiwo.
2c092a0047	Ene shiqin Yepade man chonji kurudene olon kunla Ezhanyi xianxin giewo.
2c092b0048	Khuinashi BeduruYepani nie arasun giesan Ximunyi giede ezighancha souwo.
2c0a010053	Kaisaliyade nie kunyi niereini Geniliu giene. Hheshi Idali buduitonni baifuzhan wo.
2c0a020080	Hheshi nie xienliantu kun wo. Nie gie kunlai man Hudai zunjizho. Da nanxin kunlade olon banman giezhi Hudase chan onxian giezho.
2c0a030071	Niudude xiawu 3 jien olukude hhe zhoujin mutun qinchude chanlase Hudai nie qienxien oro ire Geniliu giezhi uruwo.
2c0a0400a4	Geniliu xianxide nie uzhe ayizhi kieliewo, "Ezhan, yan shiqin wo?" Qienxien kieliewo, "Chi onxian giesan, nanxin kunlade banman giesanla Hudai melie echizhi jilawo.
2c0a05003d	Ede chi kun peizhi Yepase Beduru giesan Ximunni xinlazhi ire.
2c0a060049	Hhe nie arasun jiagun giesan Ximunyi giede souzho. Gieni haibienzide wo."
2c0a07007c	Hhende kielien kieliesan qienxien yoladene Geniliu giene ghua hojini, pse hhei chan ushilasan nie xienliantu buduini uru ire
2c0a08003b	ene shiqinyi man kieliezhi ogidene peizhi Yepade echighawo.
2c0a09005d	Khuichudu hhela yozhi hhe chenshide kurukude Beduru zhunwude gie jiere onxian giele khireiwo.
2c0a0a0065	Hhe oliesuzhi ijiene giezho. Kunla ijiuni zhunbei giekude Beduru zhoujin mutun nie ghudureqi chanlase
2c0a0b0067	asiman keizhi hoxian nie fugie popu mutun dunxi bouzhewo. Jieran gozii banladene zemin jiere bou irewo.
2c0a0c0066	Hhe sudoro zemin jieredu yanyanji jieran zhuazhuatu chushen, ghughei, pse asiman jiere musisanla wine.
2c0a0d0043	Nie shenyin irezhi hhende kieliewo, "Beduru, bosizhedene ala ijie."
2c0a0e005d	Ingiese Beduru kieliewo, "Ezhan, ulie olune. Ganjin wini, zannannilai bi ijiezhi ese daozho."
2c0a0f005d	2 hui shenyin pse hhende kieliewo, "Huda ganjin wo giesanni chi ganjin uwo giezhi bu kielie."
2c0a100042	Ingiezhi ghureifashi hhe dunxilai deigo asiman jiere agi khireiwo.
2c0a11008d	Beduru zhoujin mutun chanlasanshi yan isi wo giezhi zhughedene zhen sumulakude Geniliu peisan kunla asazhi Ximunyi gieni wijien konde beizho.
2c0a120046	Hhela waradazhi, "Beduru giesan Ximun enende souzhoye?" giezhi asazho.
2c0a130060	Beduru dou zhoujin mutun chanlasei sumulakude Shenlin hhende kieliewo, "Ghuran kun chii ereizho.
2c0a14004f	Bosi, boudene yama bu sumulazhi hhelare hhantu echi. Hhelashi bi ireghasan wo."
2c0a150058	Ingiese Beduru boudene hhelade kieliewo, "Bishi ta ereisan kun wo. Ta yangiezhi irezho?"
2c0a1600cc	Hhela kieliewo, "Baifuzhan Geniliushi Hudai zunjisan nie gou kun wo. Yutai kunla man hhei zunzhun giene. Nie zhiguitu qienxien hhende kieliezhi chii xinlazhi giedene iredene chi jianjisei chenlie giezho."
2c0a17007f	Beduru hhelai uruzhi oro nie xii soughawo. Khuichudu zhunbei gie hhelare hhantu echiwo. Yepani giedun gaijiulaye hhantu echiwo.
2c0a180062	Pse niudude hhela Kaisaliyade kuruwo. Geniliu qingu, gou zhanlienlane uruzhi ire hhelai sagheizho.
2c0a19004b	Beduru orone giekude Geniliu hhei jienliedene kon kondeni papalazhi beiiwo.
2c0a1a0040	Beduru hhei fei bosigha kieliewo, "Bosizhe. Bishiye nie kun wo."
2c0a1b0043	Beduru hheghala kielienduzhi orose olon kunla hhantulasei chanlawo.
2c0a1c00c7	Ingie hhelade kieliewo, "Bijien Yutai kun niman kunghala laiwon giezhi hhantulase ese olusei ta goyane mejienema, yan kunyiliuzhe ganjin uwo, zannan wo giezhi kieliese ese olusei Huda made uzheghawo.
2c0a1d0067	Ingiese ta mii xinlakude bi tuichi ese giezhi irewo. Ede bi tande asaye, ta mii yan shiqinde xinlazho?"
2c0a1e0091	Geniliu kieliewo, "Jierudu melie ene shihoude bi giedene onxian giezho. Xiawu 3 jiende wo. Menzhali nie rouiku jien musisan kun mii melie beidene
2c0a1f005f	kieliezho, 'Geniliu, chi onxian giesan, nanxin kunlade banman giesanlai Huda chenliezhi jilawo.
2c0a200081	Ingiese chi kun peizhi Yepase Beduru giesan Ximunyi xinlazhi ire. Hhe haibienzini nie arasun jiagun giesan Ximunyi giede souzho.'
2c0a2100a1	Ingiese bi deigo kun peizhi chii xinlaghale echiwo. Chi irese gou wo. Ede bijien Ezhan chade fenfulasan kielienlai man chenliene giezhi Hudai melie hhantulazho."
2c0a220051	Ingiese Beduru kielie qiiwo, "Huda kunlade pienxin ulie giekui bi shuhua mejiewo.
2c0a230045	Alinie gojiai kunlaliuzhe Hudai zunjizhi olusei giese Huda jienliene.
2c0a24007d	Taye mejieku mutun Huda yanyanjini Ezhan Ersa Mexihani tungo giezhi pinnantu gouxioxi daolini Isilie kunlade chonjizhi ogiwo.
2c0a25006a	Yaheiya xili giekui jianjizhi daodene ene daolii Jialilise kaishi giezhi Yudaya go oronlade chonji kuruwo.
2c0a260095	Nasale kun Ersade Huda Shenlin, nenlini olon ogiwo. Huda hheghala hhantushi hhe gochude yozhi gouni giezho. Ibilisi heisanlai man uzhezhi goudaghawo.
2c0a270076	Bijien hhe kun Yutai kunni oronde, Yelusalende giesan shiqinlade ganzhen beine. Kunla hhei mutun jiere guaidene alawo.
2c0a280039	Ghurudude Huda hhei aminne olughazhi kunlade chanlaghawo.
2c0a2900bf	Soyuji kunlade ese chanlaghazhi zinie Huda sunghuzhi hhende ganzhen beighane giesan bijiende chanlaghawo. Bijienshi hhe fugusan kun dundase aminne oludene hhere hhantu ijiezhi ochisan kun wo.
2c0a2a0095	Hhe bijiende fenfulazhi kunlade ene daolii chonji giewo. "Hheshijiu Huda sunghuzhi amitu kun, fugusan kunyi panjichen wo." giezhi ganzhen bei giezho.
2c0a2b006b	Xienzhila man hhende ganzhen beizhi kieliewo, 'Hhei xianxin giesan kunla hhei niereghala zuini mienliene.'"
2c0a2c004e	Beduru kielien kieliekude daoli chenliesan jien kunlai jiere Shenlin bouzhewo.
2c0a2d007d	Bedurughala hhantu iresan Yutaini Mexihai xianxin giesan kunla Shenlinni nenjien niman kunlai jiere kie bouzhese ghanirakushi
2c0a2e0067	hhela pseshiku kielienyi kieliezhi Hudashi fugie wo giezhi doulasei sonosuzho. Ingiese Beduru kieliewo,
2c0a2f006a	"Enezighan kunla bijien mutun Shenlinyi jienliewo. Ede usughala hhelade xili gieghase kien danla shidane?"
2c0a30006c	Ingie fenfulazhi Ersa Mexihai niereghala hhelade xili gieghawo. Hhela pse Bedurui danlazhi giedudu soughawo.
2c0b01004b	Niman kunla Hudai kielienyi jienliesei shitula, Yudayani gaijiula sonosuwo.
2c0b020055	BeduruYelusalende echise Yutaini Mexihai xianxin giesan kunla hhei sugiezhi kieliewo,
2c0b030048	"Chi hetoune ese giesan kunlai giede echizhi dou hhelare hhantu ijiene?"
2c0b040034	Ingiese Beduru ene shiqinni hhelade qiqiji kieliewo,
2c0b0500b0	"Bi Yepa chenshide onxian giekude zhoujin mutun nie ghudureqi chanlase hoxian nie fugie popu mutun dunxi bouzhezhi jieran gozii banlazho. Asiman jierese bouzhe mii melie irewo.
2c0b060072	Bi xianxide uzhese sudoro zemin jieredu jieran zhuazhuatu chushen, yewo, ghughei, pse asiman jiere musisanla wine.
2c0b070046	Bi sonosuse nie shenyin made kieliewo, 'Beduru, bosizhedene ala ijie.'
2c0b08005d	Ingie bi kieliewo, 'Ezhan, ulie olune. Ganjin wini, zannannila mii amande orozhi ese daozho.'
2c0b090061	2 hui shenyin asiman jierese kieliewo, 'Huda ganjin wo giesanni chi ganjin uwo giezhi bu kielie.'
2c0b0a0033	Ingiezhi ghureifashi man asiman jiere agi khireiwo.
2c0b0b005c	Zhen qingiekude Kaisaliyase mii xinlaghale iresan ghuran kun bijien sousan gie konde beizho.
2c0b0c00a8	Shenlin made fenfulazhi yama bu sumuladene hhelare hhantu echi giewo. Ingiese ene zhighon gaijiu mare hhantu echizhi bijien Geniliui giede orowo. Hhe bijiende kieliewo.
2c0b0d0078	Geniliu matugiezhi nie qienxienyi chanladene hhei giede beizhi chi kun peizhi Yepase Beduru giesan Ximunyi xinlazhi ire.
2c0b0e0058	Hhe chii nie gie kunlai jiuiku daolii chade kieliene giesan kielienyi bijiende kieliewo.
2c0b0f0064	Bi dei jianji qiise Shenlin hhelai jiere bouzhewo. Eqighandei matanyi jiere bouzhesan niekielien wo.
2c0b100072	Ingiese Yaheiya usughala xili gieghawoma, tai Shenlinghala xili gieghane giesan Ezhanyi kielienyi bi sumula irewo.
2c0b110093	Huda hhelade ogisan nenjien matan Ezhan Ersa Mexihai xianxin giekude matande ogisan nenjienghala niekielien wo. Bishi kien wo? Hudai duii shidanu?"
2c0b120089	Hhela ene kielienyi chenliedene yama ese kieliezhi qinse Huda niman kunladeye geizhen giezhi amin ireku jihui ogiwo giezhi Hudai kuaizho.
2c0b130090	Ene shihoude Siqifanni shiqin jiere biisan kunla sandazhi Feiniji, Saipulusi, Anqiyade echidene zinie Yutai kunlade Hudai kielienyi jianjizhoma,
2c0b14006b	Saipulusi, Gulinaise iresan niezhan kunla Anqiyade kurudene Xila kunladeye Ezhan Ersai gouxioxii jianjizho.
2c0b150051	Ezhanni nenli hhelare hhantushi Ezhanyi xianxin giezhi shunjisan kun olonnudazho.
2c0b160065	Ene xioxi Yelusalenni jiohuii kunlai chighinde echiwo. Ingie hhela Banabai peizhi Anqiyade echighawo.
2c0b170073	Hhe kurudene Hudai nenjienyi chanla bayasuzhi kunlade khidunde beidene izhi Ezhanni koui giezhi sughazhi kieliezho.
2c0b18007b	Banabashi nie gou kun wo. Hhende Shenlin duruzhi Hudade kouiku xianxin gieku fugie wo. Ingiese olon kunla Ezhande shunjiwo.
2c0b19001f	Hhe Dashuse Saoloi ereile echi,
2c0b1a00c2	ereizhi oludene uduru Anqiyade echiwo. Hhe ghuala duduji niehon hhe oronni jiohuini kunlaghala hhantulazhi olon kunlade surughazho. Tujilai Anqiyase tou 1 hui Mexihani tuji giezhi uruzhi qiizho.
2c0b1b0040	Hhe xienzide giedun xienzhila Yelusalense Anqiyade bouzhi irewo.
2c0b1c00b8	Hhelai dundadu nie kunyi niereini Yajiabu giene. Bosi iredene duya jiere honnien kuzhene giezhi Shenlinyi tungo giezhi melie kieliewo. Ene shiqin Kelaoji gonjiku shihoude fashen giewo.
2c0b1d006e	Ingiese tujila zhao goyane nenlighala Yudayade sousan gaijiulade baer khughozhi echighane giezhi jiejin giewo.
2c0b1e0058	Hhela baerni ghuradene BanabaSaolo ghualai peizhi zhanlaolai hhende khughozhi echighawo.
2c0c01003b	Hhe shihoude Hherode honshan jiohuini niezhan kunlai heiwo.
2c0c02002b	Khudoghoghala Yaheiyani gaii Yagebui alawo.
2c0c03006a	Hhe uzhese Yutai kunla ene shiqinde xiqishi Beduruiye bareighale echiwo. Hheshi zhen Tanmien Jieni udu wo.
2c0c040099	Bedurui barei agi bafanzide khadene jieran duini buduilade uzheghazho. Nie duide jieran kun wo. Jiulidaosan Jie daose bexinlai melie hhei panjine giezho.
2c0c050050	Bedurui bafanzide khase jiohuini kunla hhende oluzhi Hudase hende onxian giezho.
2c0c060099	HherodeBedurui panjiku meliedu xii, Bedurui ghua qieshenghala sozilazhi ghua buduini dunda kijieghazho. Sagheisan kunla bafanzi wijien ghadane sagheizho.
2c0c0700b7	Menzhali Ezhanyi qienxien xienjighazhi bafanzi sudoro gon zhouizho. Qienxien Bedurui lebadei peizhi xiereigha kieliewo, "Ghujighan bosizhe." Ingie qieshen hhei kha jierese anda bouwo.
2c0c080086	Yodaine banlazhi maheine musi giezhi qienxien hhende kieliese hhe qingiezhi giewo. Qienxien pse kieliewo, "Jienne musidene mii dagha."
2c0c09005f	Beduru khizhedene hhei daghawo. Qienxien giesanshi zhenni bikui mejie dazho, zhoujin wo giezho.
2c0c0a00ac	Bafanzii ji 1 gon ji 2 gonyi daodene chenshide khireiku qieman shida irese hhe wijien goyane niewo. Hhela khizhedene nie moni yozhi daose qienxien deigo hhense likai giewo.
2c0c0b0094	Beduru minbairedene kieliewo, "Ede bi zhenzhenji mejiewo. Ezhan qienxienne peizhi mii Hherodei khase, Yutai kunlai xiwon giesanse jiuizhi khizhewo."
2c0c0c0080	Beduru nie sumuladene Mereiyeni giede echiwo. Hheshi Make giesan Yaheiyai anani wo. Hhende olon kunla hhantulazhi onxian giezho.
2c0c0d0048	Beduru wijienyi nie eghise Loda giesan nie hoji oqin wijien niele irewo.
2c0c0e0078	Hhe Bedurui shenqii mejiedene bayasuzhi wijienyi ese nie, holuzhi echi kunlade kieliewo, "Beduru wijien ghadane beizho!"
2c0c0f007c	Hhela kieliewo, "Chi fenjiulizho!" Hoji oqin izhigie kieliezho, "Hhe enbene!" Hhela kieliezho, "Hheshi Bedurui qienxien wo."
2c0c100050	Beduru ese beidene wijienyi eghizho. Hhela wijienyi niedene chanlase ghanirazho.
2c0c1100dc	Beduru khane zhadeighazhi hhelai shenqi bu khizhe giezho. Ingie hhelade Ezhan matugiezhi hhei bafanzise uduruzhi khizheghasei kieliewo. Pse ene shiqinni Yagebu psedu gaijiulade kielie giedene khizhe, psedu oronde echiwo.
2c0c12003f	Ogheidene buduila londundunde Beduru khala echisei mejie dazho.
2c0c130099	Hherode hhei ereizhi olu dase sagheisan kunlade asadene hhelai ala giezhi fenfulawo. Khuinashi HherodeYudayase likai gie Kaisaliyade bouzhi hhende souwo.
2c0c1400e0	Hherode honshan Tuilo kun, Xidun kunlade hokuzho. Ene ghua oronni kunla honshanni oronse taran ijiezho. Ingie honshanni giei gonjisan Bolasidui kielie shundaghadene hhantu Hherodei ochirale echi goudane giezhi xiahua giezho.
2c0c150051	Jinjisan udude Hherode honshan jienne musi wizi jierene souzhi kunlade jianjizho.
2c0c160052	Ingiese bexinla waradazhi kieliezho, "Eneshi kunni shenqi pusho, hudai shenqi wo!"
2c0c170060	Hherode kunla kuaikui Hudade ese ogise Ezhanyi qienxien deigo faizhi ghugheighala zhou alaghawo.
2c0c18003e	Hudai kielien yebeiseye ondazhi xianxin giesan kunla olodozho.
2c0c190058	BanabaSaologhala renwune onchen giedene Make giesan Yaheiyai uduru Yelusalende khareiwo.
2c0d010097	Anqiyani jiohuide giedun xienzhi, loushi wine. Banaba, heiren giesan Ximien, Gulinai kun Luqiu, Hherode onghala hhantu fugiedasan Manien, pse Saolo wo.
2c0d020081	Hhela Ezhanyi beiizhi orozo bareikude Shenlin kieliewo, "Ta BanabaSaoloi sunghudene made jie. Bi hhelai uruzhi wiliene gieghane."
2c0d030055	Ingie hhela orozo bareizhi onxian giedene hhelai jiere khane teizhi peizhi echighawo.
2c0d040055	Hhelai Shenlin peizhi Xiliujide boughadene hhense chon souzhi Saipulusi daode kuruwo.
2c0d05006d	Hhende Salami geidoude echi Yutai kunlai huitanlade Hudai kielienyi jianjizho. Yaheiya hhelade banman giezho.
2c0d0600a7	Hhela Saipulusi nie daoni yozhi zuihoude Pafude irewo. Hhende nie fashu shuaisan kunyi penjiwo. Hheshi nie xienzhii maochun giesan Yutai kun wo. Niereini Bayesu giene.
2c0d07009f	Hhe kun Shiqiu-Baolo giesan zunlighala jiodao daizho. Shiqiu-Baoloshi nie aghelitu kun wo, hhe BanabaSaologhalai xinlazhi ire Hudai kielienyi chenliene giezho.
2c0d080078	IlimaBanabaSaologhalai jiohorozhi zunlii ene xinyanni ulie xianxin gieghane giezho. Ilimai isishi fashu shuaisan kun wo.
2c0d09003d	Baolo giesan Saolode Shenlin durudene hhei aralazhi kieliewo,
2c0d0a009b	"Chishi Ibilisini kewon wo. Chi yanyanji gounii fandui giezho. Chade yanyanji piendakui doghunni duruzho. Chi Ezhanni zhendaoni wirulaghakui da ulie beinu?
2c0d0b00a5	Ede Ezhan chii faise chi sugho gholuzhi zhanshi jiere naranyi chanla dane!" Ingiese nudunni deigo borolozhi kharaladene simiendene moqioluzhi mo uduruku kun ereizho.
2c0d0c005a	Zunli ene fashen giesan shiqinyi chanladene Ezhanyi daoli ghudure wo giezhi xianxin giewo.
2c0d0d0066	Baolotan Pafuse chon souzhi Panfeiliyani Biejiade irewo. Yaheiya hhelase likai gie Yelusalende echiwo.
2c0d0e0065	Baolotan Biejiase likai giedene yozhi Bixijini Anqiyade irewo. Hhamuraku udude huitande orozhi souwo.
2c0d0f0095	Guijinshu, xienzhishui onshi baraghadene huitan gonjisan kunla kun peizhi hhelade kielieghawo, "Gaijiula, kunlade yan surughaku kielien bise kielie."
2c0d10006c	Ingie Baolo bosizhe khane nie zhadeigha kieliewo, "Isilie kunla, pse Hudai zunjisan niman kunla, chenliendu!
2c0d110085	Ene Isilieni Huda mai xienrenlai sunghuzho. Hhela Aijide soukude Huda hhelai hendaghazhi fugie nenlighalane Aijise uduruzhi khizhewo.
2c0d120026	Hontande hhelai 40 nien rennai giezho.
2c0d13003f	Jianan oronni dolon minzui widaghazhi hhe oronyi hhelade ogiwo.
2c0d14007a	Enezighan shiqinla chabudu 450 nien olune. Khuinashi Huda hhelade panjiku noyen ogizhi izhi Samuer xienzhii shihou kuruwo.
2c0d150089	Ene shihoude hhela Hudase nie honshan kerewo. Ingie Huda Bienyamin pai dundadedu Jishini kewon Saoloi hhelade 40 nien honshan danlaghawo.
2c0d1600a4	Ingie Saoloi widaghadene Dawudeni hhelade honshan danlagha, hhende oluzhi kieliewo, 'Bi ereisan Yexini kewon Dawude made talazho. Hhe mii jihuai chengun olughane.'"
2c0d170058	"Huda dain giesan mutun Dawudeni houdeise Isilie kunlade nie jiuichen Ersai khizheghawo.
2c0d18005c	Hhe iretula Yaheiya jien Isilie kunlade, "Geizhen giedene xilini jienlie." giezhi chonjizho.
2c0d19009b	Yaheiya renwune onchen giekude kieliewo, 'Ta sumulase bishi kien wo? Bishi hhe pusho. Hhe mii khuinase irene. Bi hhende mahei deizi andaghaseye pei dane.'"
2c0d1a006a	"Gaijiula, Iburaheimuni houdeila, pse Hudai zunjisan niman kunla, ene jiuiku daolishijiu matande ogisanwo.
2c0d1b00b8	Yelusalende sousan kun, hhelai lindaola Ersai tani dazho. Hhela niefanie hhamuraku udude onshisan xienzhii kielienyi dunjire dazhi Ersade zui jinjise xienzhila kieliesan mutun gholuwo.
2c0d1c0055	Hhende yama fuguku zui ereizhi oludawoma, hhela Biladoi xiahua giezhi hhei ala giewo.
2c0d1d0071	Ingiezhi jinwun jiere hhei zhiizhi kieliesanla man gholuwo. Ingiedene hhei mutun jierese agi bouzhe mezade teiwo.
2c0d1e003a	Ingieliuzhe Huda hhei fugusan kun dundase aminne olughawo.
2c0d1f0082	Ersaghala hhantu Jialilise Yelusalende khisan kunlade Ersa ezighancha xienjighawo. Hhela ede bexinlai dunda Ersade ganzhen beizho.
2c0d20005d	Bijienye ene gouxioxini tande chonjizhi ogine. Eneshi Huda matanyi xienrenlade dain giesanwo.
2c0d210095	Ersai aminne olughazhi matan houdei danlasan kunde chenjighawo. Zeburei ji 2 piende jilasan mutun, 'Chishi mii kewon wo. Enedu bi chade ada danlawo.'
2c0d22009f	Pse fugusan kun dundase Ersai aminne olughazhi ulie fughaku shiqinde Huda ingiezhi kieliezhi daowo, 'Bi Dawudede ogisan zhigui, kekaotu nenjienni tande ogiye.'
2c0d230044	Da nie Zeburei jiereye kieliewo, 'Chi zhiguitu kunne ulie fughane.'"
2c0d24005c	"Dawude duyade bikude Hudai isii zunjizhoma, duya ijiedene xienrenlareni hhantu bulase fuwo.
2c0d25002a	Zinie Huda aminne olughasan hhe ese fuwo."
