2800000008	Matáayo
2c0b1300eb	Vaantʉ ˆvamuruma Yéesu ˆvajáa viimyaaha sa uturikiri Sitefáani ˆakʉʉlawe, vakatamanya na ɨsɨ ja Foiníike, Kúpuro na múuji wa Antiókia. Ʉko koosi vavariyʉláa Masáare ya Yéesu Mweenevyoosi kwa Vayahúudi vooveene vii.
2c0b1400d3	Maa kaa, ʉko Antiókia, vamwɨ va vaantʉ ˆvajáa vadoma na ʉko nɨ vaantʉ va ɨsɨ ya Kúpuro, na va múuji wa Kɨréene. Voovo vakaanda kʉvariyʉla Masáare Maaja ya Yéesu Mweenevyoosi baa kwa Vagiríki.
2c0b15008c	Na lʉvɨro lwa Mweenevyoosi nɨ hamwɨ novo lʉjáa. Ʉko, vaantʉ ˆvarɨ foo maatʉkʉ vii vakamuruma Yéesu Mweenevyoosi na vakamutuuba.
2c0b160080	Mpuka ya vaantʉ ˆvamuruma Yéesu ʉko Yerusaléemu ˆvakateere aya masáare, maa vakamʉtʉma Barinába atamanye na Antiókia.
2c0b1700c0	ˆAkafike ʉko, akoona viintʉ Mʉlʉʉngʉ ˆavaheera nduwo vaantʉ avo. Akavyeenda maatʉkʉ vii, akavakalaamya voosi vatuube kʉmʉkwaatɨrɨra Yéesu Mweenevyoosi kwa mɨtɨma yaavo yoosi.
2c0b1800aa	Barinába nɨ mʉʉntʉ mʉʉja ajáa na ajáa amema Mʉtɨma Mʉʉja na kuruma kwa kɨmáárɨ. Na vaantʉ ˆvamuruma Yéesu Mweenevyoosi vakakɨɨngɨka mʉnʉmʉʉnʉ.
2c0b190050	Sikʉ ˆjikaseese, Barinába akadoma na múuji wa Társo koo mʉsaakɨra Saúli.
2c0b1a00eb	ˆAkamʉpate akamʉreeta na Antiókia. Ʉko kwa mwaaka vʉʉ, vakalʉmana na mpuka ya vaantʉ ˆvamuruma Yéesu, kʉnʉ vookiindya vaantʉ ˆvarɨ foo. Ʉko Antiókia vaantʉ vakaanda vaanɨrɨra vaantʉ ˆvamuruma Yéesu, Vakirisitʉ.
2c0b1b004b	Sikʉ ijo, valáali na mʉtwe fuma Yerusaléemu vajáa vadoma na Antiókia.
2c0b1c0128	Ʉmwɨ waavo noo Agáabo asewáa. Yeeye kʉtweera kwa Mʉtɨma Mʉʉja, ajáa ɨɨma, akalʉʉsa ʉláali na mʉtwe, “Njala nkʉʉlʉ ya imalo fʉmɨra ɨrɨ ɨsɨ jɨɨngɨ joosi.” Njala ɨyo noo ɨra ɨjáa yafʉmɨra mpɨɨndɨ ja Kaisáari Kɨlaáudi mʉtemi mʉkʉʉlʉ ˆɨɨmɨrɨráa.
2c0b1d00a1	Sa jeyyo, vaantʉ ˆvamuruma Yéesu ʉko Antiókia, vakalamʉla kɨra mʉʉntʉ asaange viintʉ vyo vaambirirya vaaniitʉ vara ˆviikaláa ʉko ɨsɨ ya Yudéea.
2c0b1e0079	Vakasaanga na vakavaheera vala Barinába na Saúli vatwaale na kwa vawosi va vaantʉ ˆvamuruma Yéesu ʉko Yerusaléemu.
2c0c010076	Sikʉ ijo, mʉtemi Heróode Agiríipa ajáa aanda kʉvaturikirya vaantʉ vamwɨ va mpuka ya vaantʉ ˆvamuruma Yéesu.
2c0c020043	Akalairirya Yaakúupu mwaanaavo na Yooháani ʉʉlawe na nyaasʉka.
2c0c0300b2	ˆAkoone masáare ayo yaveériirye mɨtɨma Vayahúudi, maa akalairirya Peéteri ne akwaatwe. Aya yajáa yafʉmɨra mpɨɨndɨ ja ngovi ya mɨkáate sɨ ˆɨvɨ́kɨrwaa ʉsasɨ.
2c0c04010f	Peéteri ˆakavɨɨkwe mɨkonwii yaavo, akachuungwa mʉnyololwii. Ʉko akatwaalwa na haantʉ ho laangiririwa nɨ valwi nkoondo vanɨ vanɨ va mpuka ine sa vamʉlaangirirye neejaneeja. Heróode akiiririkana Paásika ɨrɨ looka de amʉlamʉrɨre Peéteri mbere ja vaantʉ.
2c0c0500b6	Na sikʉ ijo, mpɨɨndɨ Peéteri ˆajáa achúungirwe mʉnyololwii, maa kaa, mpuka ya vaantʉ ˆvamuruma Yéesu vajáa viitoola mʉnʉmʉʉnʉ kʉmʉloomba Mʉlʉʉngʉ sa Peéteri.
2c0c060147	Uchikʉ wa sikʉ ˆngʼeene Heróode ajáa iiririkana kʉmʉlamʉrɨra Peéteri, Peéteri ajáa alaala ʉko mʉnyololwii. Yeeye nɨ katɨ na katɨ ya valwi nkoondo vavɨrɨ ajáa na vajáa vamuchuunga mɨkono yaachwe na mɨnyololo ɨvɨrɨ. Na mʉryaangwii wa gerésa kʉjáa kwatɨɨte valʉkalʉka vɨɨngɨ vamʉrɨndɨráa.
2c0c070111	Koonka, ʉkafʉmɨra murimʉ mʉʉja wa Ijʉva aho kʉʉntʉ ˆajáa Peéteri. Kɨweerʉ kɨkamʉrɨka hara haantʉ. Ʉra murimʉ mʉʉja ʉkamusingisya Peéteri mbarwii, ʉkamʉsea, “Inʉka chaangʉ!” Hara, mɨnyololo ˆvajáa vamuchúungire Peéteri ɨkawya na ɨsɨ!
2c0c0800d4	Aho, ʉra murimʉ mʉʉja ʉkamʉsea, “Imʉtɨre lʉkova lwaako, wiivɨkɨre na viráatʉ.” Peéteri ˆakamarikirye kʉbweeyya jeyyo, ʉra murimʉ mʉʉja ʉkamʉsea, “Ivɨkɨre ikóoti raako, wuuntuube!”
2c0c09007b	Peéteri akuutuuba ʉra murimʉ mʉʉja. Sɨ ataangáa ˆyafʉmɨra koonɨ nɨ kɨmáárɨ tʉkʉ, yeeye iiseáa nɨ njori.
2c0c0a014a	Peéteri na murimʉ mʉʉja vakavalooka valʉkalʉka va ncholo, na va kavɨrɨ, na vakafika mʉryaangwii mʉkʉʉlʉ wa chʉʉ́ma ˆwoofuma mʉnyololwii ˆwadoma na múujii. Mʉryaango ʉwo ʉkayʉʉrɨka wooweene, vakafuma na weerwii. ˆVakayeendeyeende fʉʉrʉ njirii ɨmwɨ, hahara, ʉra murimʉ mʉʉja ʉkamʉreka Peéteri.
2c0c0b00f0	Aho, Peéteri akataanga ayo ˆyafʉ́mɨɨre, maa akasea, “Haaha natáangire, nɨ kɨmáárɨ! Ijʉva aantʉ́mɨɨre murimʉ mʉʉja jɨ wʉʉnamurirye fuma mɨkonwii ya Heróode na kwa yara yoosi Vayahúudi ˆvaawoojera mbweeyyiriwe.”
2c0c0c00c9	Peéteri ˆakataange ayo, akadomerera na kaayii kwa Maríia íyo waala Yooháani ˆmweene aanɨrɨrwáa Maáriki. Aho nyuumbii, vaantʉ ˆvamuruma Yéesu vajáa viijíingire, voomʉloomba Mʉlʉʉngʉ.
2c0c0d0089	Peéteri akaluumbya mʉryaangwii wa weerwii wa ɨyo nyuumba. Muhíínja ʉmwɨ, mʉtʉmami ˆasewáa Róoda, akɨɨta ko teerera nɨ ani.
2c0c0e00bd	ˆAkateere nɨ Peéteri, akavyeenda mʉnʉmʉʉnʉ, akahɨndʉka na nyuumbii baa kʉmʉyʉʉrɨra mʉryaango tʉkʉ. Akavawyɨɨra viivaachwe yoovasea, “Peéteri amwaarɨ mʉryaangwii!”
2c0c0f00b8	Novo vakamʉsea ʉra muhíínja, “Ʉtɨɨte kɨsari!” Maa kaa, yeeye akadoomererya kʉvasea, atéɨɨre sawúti ya Peéteri. Voovo vakatuuba sea, “Nɨ murimʉ mʉʉja waachwe.”
2c0c10007a	Ne Peéteri ajáa adoomererya kuluumbya kʉra mʉryaangwii. ˆVakayʉʉle, vakamoona Peéteri, vakahwaalala maatʉkʉ vii.
2c0c1100ef	Peéteri akavalaɨra na mʉkono vakirinye, maa akavawyɨɨra ˆvyeene Mweenevyoosi amʉséyyiirye mʉnyololwii. Kei akavasea, “Muwyiiri ˆmeene yafʉ́mɨɨre Yaakúupu na vaaniitʉ.” Aho, maa Peéteri akalooka na kʉʉntʉ kwɨɨngɨ.
2c0c120077	ˆKʉkeere, vara valwi nkoondo va mʉnyololwii vakoololokera sa sɨ vajáa vatáangire ˆkɨmʉpátire Peéteri tʉkʉ.
2c0c130146	Heróode akalairirya Peéteri asaakwe kɨkomi. Maa kaa, ˆvakasiindwe kʉmʉpata, maa akavaanɨrɨra vara valʉkalʉka ˆvamʉlaangiriryáa Peéteri. Heróode akavachukuruma, aho, maa akalairirya vʉʉlawe. Mpɨɨndɨ ˆjikalooke, Heróode akakiima fuma Yudéea akatamanya na múuji wa Kaisaría, akiikala ʉko kwa mpɨɨndɨ.
2c0c140191	Heróode ajáa avasʉʉla maatʉkʉ vii vaantʉ va míiji ya Tíiro na Sidóoni. Maa kaa, vaantʉ va ɨyo míiji vakava kɨɨntʉ kimudu sa vadome noo kiiyona na Heróode. Vakamʉheemba Bulásto, ne akava hamwɨ novo. Ʉhʉ Bulásto, noo ɨɨmɨrɨráa nyuumba ya mʉtemi. Aho, vakatamanya na kwa mʉtemi ko loomba kʉve na mwiikalo mʉʉja, sa míiji ɨyo yiilaangyáa chóorya fuma ɨsɨ ya mʉtemi.
2c0c1500b3	Haaha sikʉ ɨyo ˆngʼeene vajáa vasaawʉla valʉmane, Heróode akiivɨkɨra ɨngo jaachwe ja kɨtemi. Aho, maa akiikala ichuumbii raachwe ro lamʉrɨra akaanda lʉʉsɨka novo.
2c0c1600a1	Aho, vaantʉ vakaanda kʉmʉvaɨra siriri noo tʉla isóso voosea, “Ɨhɨ ɨsɨrɨ sawúti ya mʉʉntʉ tʉkʉ, ɨhɨ nɨ sawúti ya ʉmwɨ wa mɨlʉʉngʉ.”
2c0c1700c5	Na mpɨɨndɨ ˆvamʉdʉʉmbɨrɨráa jeyyo, Heróode sɨ amʉheera Mʉlʉʉngʉ nkongojima tʉkʉ. Haaho, murimʉ mʉʉja wa Ijʉva ʉkamʉvaa na ndwáala yo rɨɨwa nɨ vinyʉlʉlʉ, maa akakwya.
2c0c18007b	Isáare ra Mʉlʉʉngʉ rɨkatuuba kweenera kwa vaantʉ, na vaantʉ ˆvamuruma Yéesu vakatuuba kɨɨngɨka mʉnʉmʉʉnʉ.
2c0c1900b5	Barinába na Saúli ˆvakahʉmʉle mʉrɨmo waavo, vakiinʉka fuma Yerusaléemu, vakadoma na Antiókia. Na vajáa vatamanyanʼya na Yooháani irina rɨɨngɨ aanɨrɨrwáa Maáriki.
2c0d01010a	Ʉko Antiókia, mpukii ya vaantʉ ˆvamuruma Yéesu, kʉjáa kwatɨɨte valáali na mʉtwe na vakiindya ava, Barinába, Simeóoni ʉra ˆvamwaanɨrɨráa Nigéeri, Lukío fuma Kɨréene, Saúli na Maanaéeni ʉra ˆajáa arerwa hamwɨ na mʉtemi Heróode Antípaasi.
2c0d0200aa	Mpɨɨndɨ ˆvamʉloombáa Mweenevyoosi ko kiirekya kurya, Mʉtɨma Mʉʉja akavasea, “Vakeri na ivarwii vala Barinába na Saúli sa mʉrɨmo ˆmweene navaanɨrɨra.”
2c0d030087	ˆVakahʉmʉle kʉmʉloomba Mʉlʉʉngʉ no kiirekya kurya, vakavavɨkɨra mɨkono vala Barinába na Saúli, maa vakavatʉma vatamanye.
2c0d0400be	Vala Barinába na Saúli ˆvakatʉmwe nɨ Mʉtɨma Mʉʉja, vakagirita fʉʉrʉ múuji wa Seleúkia na aho vakaambʉka méeli fʉʉrʉ ɨsɨ ˆyarɨɨngɨrɨrwa nɨ maaji ˆɨséwaa Kúpuro.
2c0d0500a4	ˆVakafike múuji wa Salámisi, vakavariyʉla Masáare ya Mʉlʉʉngʉ masinagóogii ya Vayahúudi. Novo nɨ hamwɨ vajáa na Yooháani Maáriki mwaambiriryi waavo.
2c0d06010c	Barinába na Saúli vayeenda ɨsɨ yoosi ˆyarɨɨngɨrɨrwa nɨ maaji ya Kúpuro mpaka vakafika múuji ʉmwɨ ˆʉséwaa Páafo. Ʉko vakalʉmana na Mʉyahúudi ʉmwɨ mʉsavɨ na mʉláali na mʉtwe wa ʉloongo. Ʉwo mʉʉntʉ irina raachwe noo Baari-Yéesu aséwaa.
2c0d0700fc	Ʉhʉ mʉʉntʉ nɨ hamwɨ ajáa na Sárijo Paúli, mʉkʉ́ʉ́lʉ wa ɨsɨ ya Kúpuro, yeeye ajáa atɨɨte tooti maatʉkʉ vii. Ʉhʉ mʉkʉ́ʉ́lʉ akavateengya vala Barinába na Saúli, vatamanye na kwaachwe sa akateerere isáare ra Mʉlʉʉngʉ.
2c0d0800cf	Maa kaa, Baari-Yéesu mʉsavɨ (irina raachwe ra Kɨgiríki noo Elíima asewáa) akiiruta ndihi na vala Barinába na Saúli. Akayera kʉbweeyya mʉtɨma wa ʉra mʉkʉ́ʉ́lʉ ʉfafe adɨɨre muruma Yéesu.
2c0d090092	Aho, maa Saúli ʉra irina rɨɨngɨ ˆaanɨrɨrwáa Paúli, kʉnʉ yoolongoolwa nɨ Mʉtɨma Mʉʉja, akamutuurirya miiso Elíima, maa akamʉsea,
2c0d0a00db	“Weewe ʉrɨ mwaana wa Ikʉ́ʉ́lʉ ra Mirimʉ Mɨvɨ! Weewe ʉrɨ mʉvɨ wa ʉwoloki woosi! Wamema kɨra ʉvaangʉ na ʉkerema! Sa che sɨ wooreka kʉvalandʉla kɨkomi cha Mweenevyoosi no kɨbweeyya kɨve ʉloongo?
2c0d0b0138	Haaha Mweenevyoosi kʉheera arɨ irya. Kʉva ʉrɨ mʉhoku! Sɨ ʉrɨ koona kɨweerʉ cha mwaasʉ tʉkʉ, miiso dunga yarɨ du kwa mpɨɨndɨ.” Hahara, nkʉngʉʉ na kilwiirya kɨkamʉkʉnɨkɨrɨra Elíima miiswii, akareka koona, akaanda rɨɨngɨrɨra kʉsaakɨra mʉʉntʉ wo mʉkwaata mʉkono amʉlongoole.
2c0d0c00a9	Ʉra mʉkʉ́ʉ́lʉ ˆakoone yara ˆmeene yajáa yafʉ́mɨɨre, akamuruma Mweenevyoosi. Akahwaalala mʉnʉmʉʉnʉ sa ʉra ukiindya ˆajáa atéɨɨre wa Mweenevyoosi.
2c0d0d00bb	Paúli na viivaachwe vakiinʉka Páafo, vakatamanya fʉʉrʉ múuji wa Périge ˆʉrɨ ɨsɨ ya Pamufilía. Maa kaa, Yooháani Maáriki akavareka ʉko, akahɨndʉka fʉʉrʉ Yerusaléemu.
2c0d0e00bd	Novo vala Paúli na Barinába vakiinʉka Périge, vakatamanya fʉʉrʉ múuji wa Antiókia ˆʉrɨ ɨsɨ ya Pisídia. Sikʉ ya Sabáato ˆɨkafike, vakɨɨngɨra sinagóogii, maa vakiikala.
2c0d0f0123	Mʉʉntʉ ʉmwɨ akasoma kɨtáabwii cha Miiro na masáarii ya valáali na mʉtwe. Aho, vakʉ́ʉ́lʉ va sinagóogi vakatʉma mʉʉntʉ avasee vala Paúli na Barinába, “Arumi, koonɨ mʉrɨ na isáare roroosi ro vawyɨɨra vaantʉ sa mɨtɨma yaavo ɨve na ngururu, teengi mʉlʉʉse.”
2c0d1000c3	Paúli akiinʉka, maa akiinurirya mʉkono sa vamʉteerere akasea, “Nyuunyu vaantʉ valʉme va Isiraéeli na nyuunyu vaantʉ voosi sɨ ˆmʉrɨ Vayahúudi ˆmʉmʉnyémyaa Mʉlʉʉngʉ, teereri!
2c0d11010e	Mʉlʉʉngʉ wiitʉ suusu Viisiraéeli noo avasaawʉla vala baaba wiitʉ, mpɨɨndɨ ˆviikaláa ɨsɨ ya ʉyenii ʉko Mísiri, akavabweeyya vave lʉkolo lʉkʉʉlʉ mʉnʉmʉʉnʉ. Sikʉ ˆjikalooke, akavalongoola, akavaseyya fuma Mísiri kwa ngururu jaachwe nkʉʉlʉ.
2c0d120042	Kwa myaaka makumi yanɨ akavayimirirya ʉko ɨsɨ ya ibaláángʉ.
2c0d130068	Akamala ɨsɨ mufungatɨ ʉko ɨsɨ ya Kanáani, maa akavaheera vala baaba wiitʉ ɨyo ɨsɨ ɨve yaavo.
2c0d1400e3	Masáare aya yoosi yatʉmamwa kwa myaaka magana yanɨ na makumi yasaano. Sikʉ ˆjikaseese, Mʉlʉʉngʉ akavaheera vala baaba wiitʉ valamuli vo valongoola fʉʉrʉ mpɨɨndɨ ja Samwéeli mʉláali na mʉtwe avɨɨmɨrɨráa.
2c0d150093	Aho, maa vakaloomba vave na mʉtemi. Mʉlʉʉngʉ akavaheera Saúli mwaana wa Kíisi wa lʉkolo lwa Bénjamini ave mʉtemi kwa myaaka makumi yanɨ.
2c0d160105	Mʉlʉʉngʉ ˆakamʉseyye Saúli ʉtemii, akamʉhaka makuta Daúdi sha Yéese ave mʉtemi. Mʉlʉʉngʉ amoonekya kɨkomi Daúdi yoosea, ‘Namwɨɨ́ne Daúdi sha Yéese, eériirye mʉtɨma waanɨ, kei noo ˆmweene arɨ tʉmama yoosi ˆnoosaaka yatʉmamwe.’
2c0d170091	Kufuma lʉkolwii lwa Daúdi noo kʉʉntʉ Mʉlʉʉngʉ ˆavaretera Viisiraéeli Mʉlamuriri Yéesu, ja ˆvyeene ajáa iichuunga kʉvaretera arɨ.
2c0d180090	Mpɨɨndɨ Yéesu ˆajáa akaarɨ kwaanda mʉrɨmo waachwe, Yooháani avavariyʉrɨráa Viisiraéeli vavalandʉke fuma uvii waavo na vabatisiwe.
2c0d19014f	Mpɨɨndɨ Yooháani ˆamarikiriryáa mɨrɨmo yaachwe, akavasea, ‘Mookisea nɨɨnɨ ndɨrɨ ani? Nɨɨnɨ sɨ ndɨrɨ ʉra Masía ˆmweene moomʉwoojera tʉkʉ. Teereri! Ʉwo ˆmweene arɨ kʉʉja nyuma yaanɨ, nɨɨnɨ sɨ nɨɨma neeja kʉtʉmama mʉrɨmo wa mʉtʉ́mwa wo reherya nkoorisa ja mirunkumo majewii yaachwe tʉkʉ!’
2c0d1a00d8	Arumi, nyuunyu vanaviitʉ vaantʉ va lʉkolo lwa Aburaháamu, na nyuunyu vaantʉ sɨ ˆmʉrɨ Vayahúudi ˆveene mʉmʉnyémyaa Mʉlʉʉngʉ, suusu noo masáare aya ya ʉlamuriri ˆyatʉʉjɨra fuma kwa Mʉlʉʉngʉ.
2c0d1b0118	Sa viintʉ vaantʉ va Yerusaléemu na vakʉ́ʉ́lʉ vaavo sɨ vataanga Yéesu tʉkʉ, vakabweeyya aheewe irya ro kʉʉlawa. Baa neembe vasomáa masáare yaachwe ˆyaandɨkwa vitáabwii vya valáali na mʉtwe kɨra sikʉ ya Sabáato, voovo vayakiimikirirya ko mʉbweeyyirya jeyyo.
2c0d1c0090	Baa neembe vajáa vasiina isáare roroosi ra kɨmáárɨ ˆroonekyáa Yéesu alamʉrɨrwe inkwya, voovo vamʉloomba Piláato alairirye ʉʉlawe.
2c0d1d0092	ˆVakahʉmʉle kɨra kɨɨntʉ ˆchalʉʉswa nɨ valáali na mʉtwe kʉrɨ Yéesu, vakamukiimya fuma mʉsaláabii, maa vakamʉvɨɨka mbiríírii.
2c0d1e0025	Maa kaa, Mʉlʉʉngʉ akamʉfʉfʉla.
2c0d1f00a0	Yeeye avafʉ́mɨraa vaantʉ vara ˆvayeendanʼyáa ne kufuma Galiláaya fʉʉrʉ Yerusaléemu. Ava noo vara vaantʉ vaachwe ˆvoona, kwa vaantʉ va Isiraéeli.
2c0d20006a	Suusu tuújire na aha, kʉjoovavariyʉrɨra Masáare Maaja Mʉlʉʉngʉ ˆiichuunga kwa vala baaba wiitʉ.
2c0d2100ce	Yeeye ayakiimikirirya kʉrɨ suusu vajʉkʉlʉ vaavo kwa njɨra yo mʉfʉfʉla Yéesu, ja ˆvyeene vyaandɨkwa Sabúurii ya kavɨrɨ, ‘Weewe nɨ Mwaana waanɨ, isikʉ nɨɨnɨ navɨ́ɨre Taáta waako.’
2c0d2200c7	Mʉlʉʉngʉ amʉfʉfʉla Yéesu sa adɨɨre kukwya vii kaa kei. Sa aya Mʉlʉʉngʉ alʉʉsa jei, ‘Namwiilaha Daúdi ntálarya ja kɨkomi. Ntálarya ijo, noo ˆngʼeene ndɨrɨ vaheera nyuunyu.’
2c0d23005d	Isáare ɨrɨ ralʉʉsa haantʉ hɨɨngɨ, ‘Sɨ ʉrɨ mʉreka tʉkʉ Mʉʉja waako oole.’
2c0d2400aa	Haaha Daúdi ajáa akiimanʼya kɨra Mʉlʉʉngʉ ˆasaakáa kwa mpɨɨndɨ ja mbyaala yaachwe, akakwya, akataahwa heehi na vala baaba waavo na mʉvɨrɨ waachwe ʉkoola.
2c0d250048	Maa kaa, ʉra ˆmweene Mʉlʉʉngʉ amʉfʉfʉla, yeeye sɨ oola tʉkʉ.
2c0d260085	Vanaviitʉ, teereri neeja aya ˆmeene toovawyɨɨra! Nɨ kʉvawyɨɨra tiise kwa njɨra ya Yéesu, mwavariyʉrɨrwa kusira kwa ʉvɨ.
2c0d270096	Kwa Yéesu vii, kɨra mʉʉntʉ ˆamuruma, avalwa nɨ mʉwoloki mbere ya Mʉlʉʉngʉ, isáare ɨrɨ sɨ mʉrɨ daha tʉkʉ ko tuuba Miiro ya Mʉ́sa.
2c0d28006c	Mʉlaange neeja, karɨ lo mʉkwaatwe nɨ aya masáare ˆyaandɨkwa vitáabwii vya valáali na mʉtwe tʉkʉ,
2c0d2900b9	‘Nyuunyu ˆmuchwíjaa matɨ, laangi! Mʉhwaalale, mʉmalwe imalo. Sa kɨɨntʉ ˆnoobweeyya mpɨɨndɨ jaanyu, nɨ kɨɨntʉ sɨ ˆmʉrɨ kiruma, baa mʉwyɨɨrwe nɨ mʉʉntʉ.’”
2c0d2a00aa	Mpɨɨndɨ Paúli na Barinába ˆvafumáa hara sinagóogii, vaantʉ vakavakalaamya vahɨndʉke kei sikʉ ya Sabáato ˆɨtʉ́ʉbɨrɨɨre na valʉʉse kei yara masáare.
2c0d2b011a	Mwiijiingo wa sinagóogii ˆʉkasire, Vayahúudi ˆvarɨ foo na vaantʉ vɨɨngɨ vara ˆvatuubáa díini ya Kɨyahúudi kumwiinamɨra Mʉlʉʉngʉ, vakavatuuba vala Paúli na Barinába, novo vakalʉʉsɨka novo na vakavaheera mɨtɨma vatuube kʉkwaatɨrɨra nduwo ya Mʉlʉʉngʉ.
2c0d2c007a	Sabáato ˆɨtʉ́ʉbɨrɨɨre, sengerera vaantʉ voosi va ʉra múuji vajáa vʉʉja noo teerera isáare ra Mweenevyoosi.
2c0d2d00d9	Maa kaa, Vayahúudi ˆvakoone vaantʉ ˆvarɨ foo mʉnʉmʉʉnʉ vaviijɨ́ɨngɨrɨɨre vala Paúli na Barinába, vakaanda koona kɨvɨna mʉnʉmʉʉnʉ. Aho, vakaanda kwiiruta ndihi na vala Paúli na vakavatʉkɨra.
2c0d2e0187	Hahara, vala Paúli na Barinába vakalʉʉsɨka ko kiitema mʉnʉmʉʉnʉ, voosea, “Vijáa vyabooha, isáare ra Mʉlʉʉngʉ rɨvariyʉlwe ta kʉrɨ nyuunyu Vayahúudi. Maa kaa, sa viintʉ mwarisíitire ɨro isáare, kei mwiilámʉrɨɨre sɨ mwɨɨma neeja muturye nkaasʉ ya sikʉ ˆjisiina ʉhero tʉkʉ, haaha suusu tavarékire na domerera tʉrɨ na kwa vaantʉ sɨ ˆvarɨ Vayahúudi.
2c0d2f00b0	Sa Yéesu Mweenevyoosi atʉlairirya jei, ‘Nakʉvɨɨka weewe ʉve kɨweerʉ kwa vaantʉ sɨ ˆvarɨ Vayahúudi, sa ʉreete ʉlamuriri kwa vaantʉ fʉʉrʉ utulo waasɨ.’”
2c0d3000f6	Vaantʉ sɨ ˆvarɨ Vayahúudi ˆvakateere ayo masáare, maa vakavyeenda maatʉkʉ vii, vakaribweeyyirya nkongojima isáare ra Mweenevyoosi. Na voosi ˆvajáa vasaawʉlwa kʉva na nkaasʉ ya sikʉ ˆjisiina ʉhero, vakamuruma Yéesu Mweenevyoosi.
2c0d310042	Jeyyo, isáare ra Mweenevyoosi Yéesu rɨkeenera ɨsɨ ɨyo yoosi.
2c0d320101	Maa kaa, Vayahúudi vakavasoonka vaantʉ vaki ˆvamwiínamɨraa Mʉlʉʉngʉ na ˆvanyemiwáa nɨ vaantʉ, na vaantʉ valʉme vakʉʉlʉ va ʉwo múuji. Vakavasoonka vaantʉ vaande kʉvaturikirya vala Paúli na Barinába, maa vakavakibirya fuma ɨsɨ yaavo.
2c0d330087	Aho, vala Paúli na Barinába vakiikonkoma marʉrɨ majewii yaavo koonekya kusiita kwa vara vaantʉ, maa vakadoma na múuji wa Ikonío.
2c0d340069	Maa kaa, vaantʉ ˆvamuruma Yéesu ʉko vakeerya mɨtɨma na vakatuuba kʉlongoolwa nɨ Mʉtɨma Mʉʉja.
2c0e0100ea	Ʉko múujii wa Ikonío, Paúli na Barinába vakɨɨngɨra sinagóogi ja ˆvyeene viijʉvɨra. Vakavariyʉla Masáare Maaja ya YéesuKirisitʉ. Vayahúudi na vaantʉ sɨ ˆvarɨ Vayahúudi ˆvarɨ foo mʉnʉmʉʉnʉ vakamuruma Yéesu.
2c0e020095	Maa kaa, Vayahúudi ˆveene sɨ vajáa vamuruma Yéesu, vakavasoonka na vakavakalarya vaantʉ sɨ ˆvarɨ Vayahúudi vaviihye mɨtɨma kwa vaaniitʉ.
2c0e0300fe	Baa neembe nɨ jeyyo, Paúli na Barinába vakiikala sikʉ ˆjiri foo ʉko Ikonío, vandoovoonekya kɨkomi vaantʉ Masáare ya nduwo ya Mweenevyoosi ko kiitema. Ne Mweenevyoosi abweeyya jeyyo, ko bweeyya vadahe tʉmama isháara na viintʉ ˆvihwáalaryaa.
2c0e04006e	Vaantʉ va ʉra múuji vakiikera. Vɨɨngɨ vakavatuuba Vayahúudi na vɨɨngɨ vakavatuuba vatumwi va Yéesu.
2c0e0500a8	Maa reerʉ, Vayahúudi, hamwɨ na vaantʉ sɨ ˆvarɨ Vayahúudi na vakʉ́ʉ́lʉ vaavo vakiirʉmɨra kʉvabweeyyirya ʉvɨ no vavaa na mawye vala Paúli na Barinába.
2c0e0600b8	Maa kaa, vala Paúli na Barinába vakataanga ɨyo mɨryʉʉngʉ, vakatɨjɨra na ɨsɨ ya Lukonía, ʉko vakadoma na míiji ya Lísitra na Déribe na míiji yɨɨngɨ ˆɨrɨ mʉkaaya.
2c0e070033	Na ʉko, vavavariyʉrɨráa vaantʉ Masáare Maaja.
2c0e0800a0	Ʉko Lísitra, kwajáa kwatɨɨte mʉʉntʉ ʉmwɨ ˆajáa kɨvete keende kʉvyaalwa kwaachwe. Majeo yaachwe sɨ yajáa yanalwaatya baa sikʉ ɨmwɨ vii tʉkʉ.
2c0e09009d	Mpɨɨndɨ Paúli ˆalʉʉsɨkáa, ʉwo mʉʉntʉ akava yoomʉteerera. Paúli akamutuurirya miiso ʉra mʉʉntʉ, maa akoona kuruma kwaachwe nɨ ko mʉhorya.
2c0e0a0089	Paúli akalʉʉsa na ngururu, “Inʉka! Wɨɨme na majeo yaako!” Hara, maa ʉra mʉʉntʉ akɨɨma chaangʉ, akaanda yeenda yeemweene.
2c0e0b00d5	Vaantʉ ˆvakoone kɨra Paúli ˆajáa abwéeyyiirye kwa ʉra mʉʉntʉ, maa vakaanda tʉla isóso kwa ndʉʉsɨka ya kɨmeevo ya Kɨlukonía voosea, “Mɨlʉʉngʉ yakíimire na kʉrɨ suusu ɨrɨ ja vaantʉ.”
2c0e0c008b	Barinába vakamwaanɨrɨra irina ra mʉlʉʉngʉ waavo ˆaséwaa Séeu. Na sa viintʉ Paúli noo ˆalʉʉsɨkáa, vakamwaanɨrɨra Hérime.
