010000000c	ԾՆՆԴՈՑ
290a18016c	Եւ աշակերտները զարմացած էին նրա խօսքերի վրայ. իսկ Յիսուս դարձեալ պատասխանեց նրանց եւ ասաց. «Զաւակնե՛րս, ինչքա՜ն դժուար է Աստծու արքայութիւն մտնել նրանց համար, որ իրենց յոյսը դրել են հարստութեան վրայ:
290a1900a5	Աւելի հեշտ է, որ պարանը ասեղի ծակից անցնի, քան թէ մի մեծահարուստ Աստծու արքայութիւնը մտնի»:
290a1a00a6	Եւ աշակերտները առաւել եւս էին զարմանում ու միմեանց ասում. «Ապա ուրեմն ո՞վ կարող է փրկուել»:
290a1b0093	Նայելով նրանց՝ Յիսուս ասաց. «Մարդկանց համար այդ անհնար է, բայց ո՛չ Աստծու համար»:
290a1c0096	Պետրոսն սկսեց նրան ասել. «Ահաւասիկ մենք թողել ենք ամէն բան եւ եկել ենք քո յետեւից»:
290a1d0158	Յիսուս պատասխանեց եւ ասաց. «Ճշմարիտ եմ ասում ձեզ, չկայ մէկը, որ թողած լինի տուն, կամ եղբայրներ, կամ քոյրեր, կամ հայր, կամ մայր, կամ որդիներ, կամ ագարակներ ինձ համար կամ Աւետարանի համար եւ այժմ,
290a1e0149	այս ժամանակի մէջ հարիւրապատիկը չստանայ՝ տներ եւ եղբայրներ եւ քոյրեր եւ մայրեր եւ որդիներ եւ ագարակներ՝ հալածանքներ կրելով հանդերձ, եւ այն աշխարհում, որ գալու է՝ յաւիտենական կեանք:
290a1f007e	Սակայն շատեր, որ առաջին են, պիտի լինեն վերջին, իսկ վերջիններ՝ առաջին»:
290a2001b8	Եւ Երուսաղէմ ելնելու ճանապարհի վրայ էին. Յիսուս աշակերտներից աւելի առաջ էր գնում. իսկ նրանք, որ նրա յետեւից էին գնում, զարմացած էին ու վախենում էին: Եւ նա նորից վերցնելով Տասներկուսին՝ առանձին, սկսեց ասել նրանց, թէ ինչ բաներ պիտի պատահեն իրեն:
290a210119	«Ահա ելնում ենք Երուսաղէմ. եւ մարդու Որդին պիտի մատնուի քահանայապետներին ու օրէնսգէտներին, եւ նրան մահուան պիտի դատապարտեն ու հեթանոսներին պիտի յանձնեն.
290a2200c6	նրան պիտի ծաղրեն. նրան պիտի ծեծեն ու նրա վրայ պիտի թքեն. եւ պիտի սպանեն. եւ երրորդ օրը նա յարութիւն պիտի առնի»:
290a23010c	Զեբեդէոսի որդիները՝ Յակոբոսը եւ Յովհաննէսը, գնացին նրա մօտ եւ ասացին նրան. «Վարդապե՛տ, ինչ որ քեզնից պիտի խնդրենք, կամենում ենք, որ անես մեզ համար»:
290a240070	Եւ նա նրանց ասաց. «Ի՞նչ էք կամենում ինձնից, որ անեմ ձեզ համար»:
290a2500ab	Եւ նրանք ասացին նրան. «Շնո՛րհ արա մեզ, որ նստենք մէկս՝ քո աջում եւ միւսս՝ ձախում, քո փառքի մէջ»:
290a260124	Յիսուս պատասխանեց նրանց եւ ասաց. «Չէք իմանում, թէ ինչ էք խնդրում. կարո՞ղ էք խմել այն բաժակը, որ ես խմելու եմ, կամ մկրտուել այն մկրտութեամբ, որով ես մկրտուելու եմ»:
290a270118	Եւ նրանք ասացին նրան. «Կարող ենք»: Եւ Յիսուս նրանց ասաց. «Այն բաժակը, որ ես խմելու եմ, կը խմէք, եւ այն մկրտութիւնը, որով ես մկրտուելու եմ, նրանով կը մկրտուէք,
290a2800b8	բայց իմ աջում եւ ձախում նստեցնելը ես չէ, որ պիտի տամ, այլ տրուելու է նրանց, որոնց համար պատրաստուած է»:
290a29008a	Այդ լսելով՝ տասը առաքեալները սկսեցին բարկանալ Յակոբոսի եւ Յովհաննէսի վրայ:
290a2a0110	Յիսուս նրանց իր մօտ կանչեց եւ ասաց. «Գիտէք, որ հեթանոսների մէջ իշխանաւորներ համարուածները տիրում են նրանց. եւ նրանց մեծամեծներն իշխում են նրանց վրայ.
290a2b0098	ձեր մէջ այդպէս չպէտք է լինի. այլ ձեզնից ով կամենայ մեծ լինել, թող լինի ձեր սպասաւորը.
290a2c0069	եւ ձեզնից ով կամենայ առաջին լինել, բոլորին ծառայ թող լինի.
290a2d00d8	որովհետեւ մարդու Որդին էլ չեկաւ ծառայութիւն ընդունելու, այլ՝ ծառայելու եւ տալու իր անձը որպէս փրկանք շատերի փոխարէն»:
290a2e0113	Եւ եկան Երիքով: Եւ մինչ նա Երիքովից դուրս էր գալիս իր աշակերտներով եւ բազում ժողովրդով, Տիմէի որդին՝ կոյր Բարտիմէոսը, նստել մուրում էր ճանապարհի եզրին:
290a2f00b9	Երբ լսեց, թէ անցնողը Յիսուս Նազովրեցին է, սկսեց աղաղակել եւ ասել. «Դաւթի՛ Որդի, Յիսո՛ւս, ողորմի՛ր ինձ»:
290a3000ab	Եւ շատերը նրան սաստում էին, որ լռի, իսկ նա առաւել եւս աղաղակում էր. «Դաւթի՛ Որդի, ողորմի՛ր ինձ»:
290a3100d1	Յիսուս կանգնեց եւ հրամայեց, որ նրան կանչեն: Կոյրին կանչեցին եւ նրան ասացին. «Քաջալերուի՛ր, վե՛ր կաց, կանչում է քեզ»:
290a320069	Եւ նա, դէն գցելով իր զգեստները, վեր կացաւ եկաւ Յիսուսի մօտ:
290a3300af	Յիսուս նրան ասաց. «Ի՞նչ ես ուզում, որ քեզ անեմ»: Կոյրը նրան ասաց. «Վարդապե՛տ, աչքերս թող բացուեն»:
290a3400d2	Եւ Յիսուս նրան ասաց. «Գնա՛, քո հաւատը քեզ փրկեց»: Եւ իսկոյն նրա աչքերը բացուեցին, եւ ճանապարհին գնում էր նրա յետեւից:
290b0100d9	Երբ մօտեցան Երուսաղէմին, Բեթփագէին եւ Բեթանիային, Ձիթենեաց լերան մօտ, նա ուղարկեց աշակերտներից երկուսին եւ նրանց ասաց.
290b020117	«Դուք գնացէ՛ք այդ գիւղը, որ ձեր դիմացն է. եւ հէնց որ այնտեղ մտնէք, կը գտնէք մի կապուած աւանակ, որի վրայ ոչ մի մարդ արարած չի նստել. արձակեցէ՛ք այն եւ բերէ՛ք:
290b0300d0	Եւ եթէ մէկը ձեզ ասի. «Այդ աւանակը ինչո՞ւ էք արձակում», կ՚ասէք. «Տիրոջը պէտք է». եւ նա իսկոյն դրան այստեղ կ՚ուղարկի»:
290b04008e	Գնացին եւ գտան աւանակը՝ կապուած դռան մօտ, դրսում, փողոցի մէջ, եւ այն արձակեցին:
290b0500a6	Եւ այնտեղ կանգնածներից ոմանք ասացին նրանց. «Ի՞նչ էք անում, ինչո՞ւ էք այդ աւանակն արձակում»:
290b060076	Եւ նրանք նրանց ասացին, ինչպէս Յիսուս ասել էր. ու նրանց թոյլ տուին:
290b070096	Աւանակը բերեցին Յիսուսի մօտ. եւ դրա վրայ զգեստներ գցեցին, եւ Յիսուս նստեց դրա վրայ:
290b0800c8	Եւ շատեր իրենց զգեստները փռում էին ճանապարհին. եւ ուրիշներ ծառերից ճիւղեր էին կտրում ու գցում ճանապարհի վրայ:
290b0900eb	Եւ նրանք, որ առաջից ու յետեւից էին գնում, աղաղակում էին եւ ասում. «Ովսաննա՜ Բարձրեալին, օրհնեա՜լ լինի նա, որ գալիս է Տիրոջ անունով.
290b0a00c4	օրհնեա՜լ լինի մեր հօր՝ Դաւթի թագաւորութիւնը, որ գալիս է: Խաղաղութի՜ւն՝ երկնքում եւ փա՜ռք՝ բարձունքներում»:
290b0b0105	Եւ Յիսուս մտաւ Երուսաղէմ, գնաց տաճար ու նայեց իր շուրջը, ամէն ինչի վրայ. եւ որովհետեւ երեկոյի ժամ էր, բարձրացաւ Բեթանիա՝ Տասներկուսի հետ միասին:
290b0c0070	Յաջորդ օրը, մինչ Բեթանիայից դուրս էին գալիս, Յիսուս քաղցած էր:
290b0d0129	Եւ հեռուից մի տերեւալից թզենի տեսնելով՝ եկաւ, որ թերեւս նրա վրայ մի բան գտնի. եւ երբ նրան մօտեցաւ, ոչինչ չգտաւ, այլ միայն՝ տերեւ, որովհետեւ տակաւին թզի ժամանակը չէր:
290b0e00c0	Յիսուս խօսքը թզենուն ուղղեց եւ ասաց. «Էլ քեզնից ոչ ոք պտուղ չուտի յաւիտեան»: Եւ նրա աշակերտները լսում էին:
290b0f0146	Եկան Երուսաղէմ. եւ Յիսուս տաճար մտնելով՝ սկսեց դուրս հանել տաճարում գտնուող վաճառողներին ու գնորդներին եւ լումայափոխների սեղանները ցրեց ու աղաւնեվաճառների աթոռները շուռ տուեց.
290b10007f	եւ չէր թողնում, որ որեւէ մէկը տաճարի միջով նոյնիսկ որեւէ բան անցկացնի:
290b1100fe	Եւ ուսուցանում էր նրանց ու ասում. «Գրուած է՝ իմ տունը բոլոր ազգերի համար աղօթքի տուն է կոչուելու, իսկ դուք այն դարձրել էք աւազակների որջեր»:
290b120154	Քահանայապետներն ու օրէնսգէտները լսեցին այս եւ մի միջոց էին փնտռում, թէ ինչպէս կորստեան մատնեն նրան, բայց վախենում էին նրանից, որովհետեւ ամբողջ ժողովուրդը զարմացած էր նրա ուսուցման վրայ:
290b130041	Երբ երեկոյ եղաւ, քաղաքից դուրս ելան:
290b14009d	Յաջորդ օրը, առաւօտեան, մինչ նոյն ճանապարհից էին անցնում, թզենին արմատից չորացած տեսան:
290b150090	Պետրոսը յիշեց եւ ասաց նրան. «Ռաբբի՛, ահաւասիկ թզենին, որին անիծեցիր, չորացել է»:
290b160077	Յիսուս պատասխանեց եւ ասաց նրան. «Եթէ Աստծու հանդէպ հաւատ ունենաք,
290b17010f	ճշմարիտ եմ ասում ձեզ, ով որ այս լերանն ասի՝ ե՛լ եւ ծո՛վն ընկիր, եւ իր սրտում չկասկածի, այլ հաւատայ, թէ ինչ որ ասում է, կը լինի, նա ինչ էլ ասի, կը կատարուի:
290b1800a9	Դրա համար ասում եմ ձեզ. ամէն ինչ, որ աղօթք անելով խնդրէք եւ հաւատաք, թէ կը ստանաք, կը տրուի ձեզ:
290b1900d9	Եւ երբ աղօթքի կանգնէք, թէ մէկի դէմ մի բան ունէք, ներեցէ՛ք, որպէսզի ձեր Հայրն էլ, որ երկնքում է, ների ձեզ ձեր յանցանքները»:
290b1b00d2	Դարձեալ Երուսաղէմ եկան. եւ մինչ նա այնտեղ, տաճարում շրջում էր, նրա մօտ եկան քահանայապետները, օրէնսգէտները եւ ծերերը
290b1c009f	ու ասացին նրան. «Ի՞նչ իշխանութեամբ ես դու այդ անում, եւ ո՞վ տուեց քեզ այդ իշխանութիւնը»:
