2800000007	Matteus
2d101700f4	Gaius pyytää lähettämään teille terveisiä. Olen hänen vieraanaan, ja seurakunta kokoontuu täällä hänen kodissaan. Erastus, kaupungin varainhoitaja, lähettää teille terveisiä, samoin kuin Kvartus, eräs kristitty veli. Näkemiin!
2d1018002d	Herramme Jeesuksen Kristuksen armo kanssanne!
2d101900ff	Jätän teidät Jumalan huolenpitoon, hänen, joka voi tehdä teistä vahvoja Herrassa, aivan niin kuin hyvä sanoma kertoo ja minä olen teille sanonut. Tämä on Jumalan pelastussuunnitelma teille pakanoille. Aikojen alusta saakka se on pidetty salassa,
2d101a00c9	mutta nyt – niin kuin profeetat ennustivat ja Jumala kehottaa – tätä sanomaa julistetaan kaikkialla, ja kaikki ihmiset maailman joka kolkassa voivat uskoa Jeesukseen ja noudattaa hänen tahtoaan.
2d101b0061	Jumalalle, joka yksin on viisas, kunnia ikuisesti Jeesuksen Kristuksen, meidän Herramme tähden!
2e00000012	1 Korinttolaisille
2e01010089	[Lähettäjät:] Paavali, jonka Jumala on valinnut levittämään tietoa Jeesuksesta Kristuksesta, sekä hänen uskonveljensä Soostenes.
2e010200bb	[Vastaanottajat:] Korintin kristityt, jotka Jumala on kutsunut omikseen ja hyväksynyt Jeesuksen tähden. Kaikki muutkin kristityt, jotka eri paikkakunnilla rukoilevat Herraamme Jeesusta.
2e01030061	Jumala, Isämme, ja Herra Jeesus Kristus antakoon teille runsaan siunauksen ja kestävän rauhan.
2e0104007c	En voi lakata kiittämästä Jumalaa kaikista niistä ihmeellisistä lahjoista, joita olette nyt, Kristuksen omina, saaneet.
2e01050092	Hän on antanut elämällenne uuden, rikkaan sisällön. Hän on auttanut teitä puhumaan hänestä rohkeasti ja ymmärtämään, mikä on totuus.
2e0106004f	Juuri kaikkea tällaistahan sanoimmekin Kristuksen voivan saada teissä aikaan.
2e01070074	Teillä on kaikki armolahjat ja voima toteuttaa Herramme Jeesuksen Kristuksen tahtoa odottaessanne hänen paluutaan.
2e0108005c	Hän pitää teidät lujina loppuun asti, niin että olette moitteettomat hänen tullessaan.
2e01090079	Jumala, joka on kutsunut teidät Poikansa Jeesuksen Kristuksen, meidän Herramme ystäviksi, ei koskaan petä lupaustaan.
2e010a00d8	Mutta, rakkaat veljet: pyydän Jeesuksen nimessä, että lakkaisitte riitelemästä keskenänne. Älkää antako erimielisyyksien hajottaa seurakuntaa, vaan eläkää sovussa ja pyrkikää yhteiseen päämäärään.
2e010b003a	Olen kuullut riidoistanne Kloen luona asuvilta ihmisiltä.
2e010c009a	Jotkut teistä sanovat olevansa Paavalin puolella, toiset Apolloksen tai Pietarin – eräät taas katsovat olevansa ainoita oikeita Kristuksen seuraajia.
2e010d0093	Itse asiassa olette jakaneet Kristuksen moneen osaan. Minäkö, Paavali, kuolin teidän syntienne tähden? Kastettiinko joku teistä minun nimeeni?
2e010e004f	On todella hyvä, etten ole kastanut teistä muita kuin Krispuksen ja Gaiuksen.
2e010f0052	Kukaan ei voi ajatella, että olen yrittänyt perustaa jonkin »Paavalin kirkon».
2e0110004d	Stefanaan talonväen taisin tosin myös kastaa, mutta muita ei tule mieleeni.
2e01110119	Kristus ei lähettänyt minua kastamaan, vaan levittämään hyvää uutista Vapahtajasta. En edes käytä puheissani monimutkaisia ajatusrakennelmia enkä lennokkaita sanoja. En näet tahdo niillä heikentää sitä voimaa, joka on yksinkertaisessa sanomassa Kristuksen rististä.
2e011200d8	Tiedän hyvin, että puhe Kristuksen ristinkuolemasta ja pelastuksesta tuntuu järjettömältä niistä, jotka menevät kadotukseen. Me taas, jotka pelastumme, näemme tässä samassa sanomassa suuren Jumalan voiman.
2e011300d3	Jumala sanoo: »Minä teen järjettömiksi kaikki ihmisten keksimät pelastussuunnitelmat, vaikka ne näyttäisivät kuinka viisailta, ja minun silmissäni heidän loistavimmatkin ajatuksensa ovat typeryyttä.»
2e011400e4	Miten meidän on suhtauduttava oppineisiin ihmisiin ja loistaviin ajattelijoihin, joiden viisaus perustuu heidän omiin näkemyksiinsä ja ajatusrakennelmiinsa? Jumalan näkökulmasta katsottuna heidän viisautensa on arvotonta.
2e011500e2	Jumala tiesi, ettei häntä voida oppia tuntemaan ihmisjärjen avulla. Siksi hän tuli ihmisenä maailmaan ja päätti pelastaa ne, jotka uskovat hänen sanaansa – mutta sitähän maailma pitää tyhmänä ja älyttömänä.
2e011600dd	Juutalaisten mielestä se on järjetöntä siksi, että he odottavat taivaasta merkkiä, ennen kuin voivat uskoa sanoman todeksi. Kreikkalaiset taas uskovat vain sellaiseen, mikä sopii yhteen heidän filosofiansa kanssa.
2e01170094	Mutta me kerromme kaikille, että Kristus kuoli pelastaakseen ihmiset. Silloin juutalaiset suuttuvat ja muut sanovat, ettei siinä voi olla perää.
2e011800dc	Mutta Jumala on avannut niiden silmät, jotka hän pelastaa. Riippumatta siitä, ovatko he juutalaisia vai kreikkalaisia, he näkevät, että Kristus on Jumalan viisaan suunnitelman mukainen voima, joka pelastaa heidät.
2e011900c0	Jumalan mielettömältä näyttävä suunnitelma on viisaampi kuin viisaimpien ihmisten hienoimmat suunnitelmat, ja Jumalan heikkous – Kristus ristillä – on kaikkia ihmisiä voimakkaampi.
2e011a006a	Pankaa merkille, ettei monellakaan Kristukseen uskovalla ole erityisemmin nimeä tai valtaa tai rikkautta.
2e011b009a	Jumala on tieten tahtoen valinnut järjettömältä ja arvottomalta näyttävän mahdollisuuden, jotta maailman arvostamat ihmiset joutuisivat häpeään.
2e011c009d	Hän on ryhtynyt toteuttamaan suunnitelmaa, jota maailma halveksii ja pitää hölynpölynä. Hän haluaa osoittaa, miten olematonta inhimillinen suuruus on,
2e011d0037	ettei kukaan koskaan voisi ylpeillä hänen edessään.
2e011e00f0	Jeesuksen uhrikuoleman tähden Jumala on antanut meille elämän. Jeesus paljasti meille Jumalan pelastussuunnitelman, ja hänen ansiostaan Jumala hyväksyy meidät. Jeesuksen puhtaus on meidän puhtautemme. Hän vapautti meidät tuomiosta.
2e011f0055	Raamattu sanookin: »Jos joku ylpeilee, ylpeilköön vain Herran suurista töistä.»
2e02010097	Hyvät ystävät, kun tulin Korinttiin ensimmäistä kertaa, en yrittänyt teillekään kertoa Jumalasta ja hänen sanomastaan hienoin sanankääntein.
2e02020057	Olin päättänyt puhua vain Jeesuksesta Kristuksesta ja hänen kuolemastaan ristillä.
2e02030029	Tulin sinne hyvin heikkona ja peloissani.
2e020400aa	Puhuin kaunistelematta, en pyrkinyt älyllisesti loistavaan esitykseen. Mutta sanoissani oli Pyhän Hengen voima, joka paljasti kuulijoille, että sanomani oli Jumalalta.
2e02050050	Halusin nimittäin, että uskonne perustuisi Jumalaan eikä ihmisten ajatuksiin.
2e020600ab	Kypsille kristityille voin kyllä puhua syvää viisautta. Mutta sekään ei ole peräisin tästä maailmasta eikä vetoa sen silmäätekeviin, joiden valta kerran katoaa.
2e02070118	Meidän sanamme ovat viisaita, koska saamme ne Jumalalta. Ne kertovat siitä suuresta suunnitelmasta, jonka Jumala teki voidakseen viedä meidät taivaan kirkkauteen. Tämä suunnitelma pidettiin aikaisemmin salassa, vaikka se on laadittu meitä varten jo ennen maailman luomista.
2e0208007e	Maailman suuret johtajat eivät ole tajunneet tätä suunnitelmaa – muuten he eivät olisi ristiinnaulinneet taivaan Herraa.
2e020900ba	Tätä Raamattu tarkoittaa sanoessaan, ettei kukaan ihminen ole koskaan nähnyt, kuullut eikä osannut edes kuvitella, mitä kaikkea ihmeellistä Jumala on varannut häntä rakastaville.
2e020a009d	Me kuitenkin tiedämme sen, sillä Jumala lähetti Henkensä ilmoittamaan sen meille, ja Jumalan Henki tutkii ja paljastaa hänen suurimmatkin salaisuutensa.
2e020b00c0	Kukaan ihminen ei pysty tarkasti sanomaan, mitä joku toinen ajattelee tai millainen hän on, paitsi tuo toinen itse. Samaten Jumalankaan ajatuksia ei voi tuntea kukaan muu kuin Jumalan Henki.
2e020c0087	Jumala on antanut meille juuri oman Henkensä eikä maailman henkeä, jotta tietäisimme, miten paljon lahjoja hän on varannut meille.
2e020d00e5	Kun olemme kertoneet teille näistä lahjoista, olemme käyttäneet Pyhän Hengen antamia sanoja – emme siis sellaisia, joita ihmisinä ehkä olisimme valinneet. Olemme kertoneet hengellisistä asioista Pyhän Hengen kielellä.
2e020e00c9	Ihminen, jolla ei ole Pyhää Henkeä, ei voi ymmärtää eikä hyväksyä Jumalan ajatuksia, joita hänen Henkensä opettaa. Ne tuntuvat mielettömiltä, ellei Pyhä Henki auta käsittämään niitä.
2e020f0074	Hengellinen ihminen ymmärtää kaiken, mutta se, joka ei usko, hämmentyy, kun ei lainkaan tajua mistä on kysymys.
2e021000f4	Miten hän voisikaan? Eihän hän ole koskaan tiennyt Jumalan ajatuksia. Hän ei ole voinut keskustella Jumalan kanssa eli rukoilla. Meillä kristityillä sen sijaan on Kristuksen mielenlaatu ja ajatukset, niin ihmeelliseltä kuin se tuntuukin.
2e030100db	Hyvät ystävät, minun on pitänyt puhua teille kuin lapsille, kuin vastasyntyneille kristityille. Lapset elävät omien mielitekojensa vallassa, mutta kypsiä kristittyjä hallitsee Pyhä Henki ja he seuraavat Herraa.
2e03020073	Minun on pitänyt ruokkia teitä maidolla, koska ette ole sietäneet vahvempaa ruokaa. Ja tilanne on edelleen sama.
2e030300ce	Olette kristittyinä yhä lapsia. Se näkyy siitä, että olette kateellisia toisillenne ja jakaudutte keskenään riiteleviin kuppikuntiin. Itse asiassa käyttäydytte niin kuin ette olisikaan Herran omia.
2e030400ae	Kiistelette siitä, kumpi meistä on suurempi, Apollos vai minä, ja päästätte seurakunnan hajaantumaan. Eikö tämä osoita, miten vähän olette kasvaneet kristittyinä?
2e030500ce	Mikä sitten olen minä ja mikä on Apollos, kun meistä tehdään kiistakapuloita? Me olemme vain Jumalan palvelijoita, jotka kumpikin olemme saaneet omat lahjamme Jumalalta, ja me autoimme teidät uskoon.
2e03060080	Minun tehtäväni oli kylvää siemen sydämenne peltoon ja Apolloksen kastella sitä, mutta vain Jumala sai siemenet kasvamaan.
2e03070058	On sivuasia, kuka istuttaa ja kuka kastelee – pääasia on, että Jumala antaa kasvun.
2e03080084	Apollos ja minä pyrimme yhteisellä työllämme samaan päämäärään, vaikka tietysti saamme kumpikin palkan omasta työstämme.
2e0309008b	Olemme vain Jumalan työtovereita. Te olette [Jumalan] pelto, ette meidän. Tai toista kuvaa käyttääkseni: te olette [Jumalan] rakennus.
2e030a009d	Jumala on hyvyydessään opettanut minulle, miten on rakennettava. Niinpä laskin perustuksen, jolle Apollos on rakentanut. Rakentajan täytyy olla tarkkana.
2e030b0040	Mitään muuta todellista perustusta ei ole kuin Jeesus Kristus.
2e030c00a8	Tälle perustukselle voidaan kuitenkin rakentaa hyvin erilaisista rakennustarpeista. Joku käyttää kultaa, hopeaa ja jalokiviä, toinen puuta, heiniä tai jopa olkia.
2e030d0094	Kristuksen tuomion päivänä tarkastetaan, millaisia rakennusaineita kukin rakentaja on käyttänyt. Tutkitaan, onko työn tulos todella kestävä.
2e030e0047	Se, joka on rakentanut oikeista aineksista kestävän talon, palkitaan.
2e030f005b	Jos talo palaa, rakentaja kärsii suuren tappion, mutta pelastuu kuitenkin itse liekeistä.
2e03100059	Ymmärrättehän, että muodostatte yhdessä Jumalan temppelin, jossa Jumalan Henki asuu?
2e03110097	Jos joku likaa ja turmelee Jumalan temppelin, Jumala tuhoaa hänet. Jumalan temppeli on puhdas ja varattu hänen käyttöönsä: se temppeli olette te.
2e031200c3	Älkää pettäkö itseänne. Saatatte olla vaikka kuinka loistavaälyisiä, mutta teidän on pantava syrjään oma viisautenne, ettei se estäisi teitä tajuamasta ylhäältä tulevaa viisautta.
2e03130086	Tämän maailman viisaus on Jumalalle tyhmyyttä. Kuten Jobin kirjassa sanotaan, Jumala antaa ihmisten kompastua omaan nerokkuuteensa.
2e03140067	Ja psalmit kertovat meille, että Jumala tietää viisaidenkin ihmisten ajatusten turhanpäiväisyyden.
2e03150056	Älkää siis ylpeilkö ihmisistä. Jumala on antanut teille kaiken mitä tarvitsette.
2e031600e2	Hän on antanut Paavalin, Apolloksen ja Pietarin auttamaan teitä. Hän on antanut teille koko maailman. Elämä ja jopa kuolemakin ovat palveluksessanne. Kaiken nykyisen ja tulevan olette saaneet Jumalalta. Kaikki on teidän,
2e03170036	mutta te kuulutte Kristukselle, ja Kristus on Jumalan.
2e04010083	Teidän on siis pidettävä Apollosta ja minua Kristuksen palvelijoina. Me jaamme Jumalan lahjoja selittäen hänen salaisuuksiaan.
2e0402003e	Palvelijan on ennen kaikkea tehtävä, mitä isäntä käskee.
2e04030082	Olenko minä ollut hyvä palvelija? En välitä, mitä te tai jotkut muut ihmiset minusta sanotte, enkä luota omaankaan arviooni.
2e04040078	Omatuntoni on puhdas, mutta sekään ei riitä arviointiperustaksi. Itse Herran on tutkittava minut ja ratkaistava asia.
2e04050111	Varokaa, ettette tee hätiköityjä johtopäätöksiä toinen toisistanne. Odottakaa Herran tuloa. Kun hän palaa, näemme selvästi, millaisia pohjimmaltamme olemme. Vaikuttimemme Herran työhön käyvät ilmi. Jumala kiittää silloin jokaista sen mukaan kuin on aihetta.
2e040600a7	Olen käyttänyt Apollosta ja itseäni havaintoesimerkkeinä. Tarkoitan lyhyesti sanottuna siis tätä: älkää asettuko toisen työntekijän puolelle toista vastaan.
2e040700bc	Miksi olette niin ylpeitä? Mitä teillä on, jota ette olisi Jumalalta saaneet? Mutta jos hän on antanut teille kaiken, minkä takia käyttäydytte kuin olisitte itse saaneet sen aikaan?
2e04080124	Näytätte luulevan, että teillä jo on kaikki, mitä hengellinen elämänne tarvitsee. Olette kylläisiä ja rikkaita kuin kuninkaat – meidät olette jättäneet kauas jälkeenne! Toivon, että todella jo olisittekin kuninkaita, sillä silloin me varmasti hallitsisimme teidän kanssanne.
2e040900a9	Joskus ajattelen, että Jumala on pannut meidät apostolit kuin jonon viimeisiksi: olemme kuin vangit, joita viedään teloituspaikalle ihmisten ja enkelien katsellessa.
2e040a00d4	Sanotte, että Kristus on tehnyt meistä hulluja, mutta itse tietysti pidätte itseänne viisaina ja järkevinä kristittyinä! Me olemme heikkoja, ette suinkaan te. Teitä arvostetaan, mutta meitä halveksitaan.
2e040b007b	Olemme jatkuvasti kärsineet nälkää ja janoa. Meillä ei ole ollut edes tarpeeksi vaatteita kylmän varalle eikä kotia.
2e040c00ae	Olemme uurastaneet väsyneinä ansaitaksemme leipämme. Siunaamme niitä, jotka loukkaavat meitä. Olemme kärsivällisiä niitä kohtaan, jotka tekevät meille vääryyttä.
2e040d0059	Vastaamme rauhallisesti, kun meitä parjataan. Ja koko ajan olemme kaikkien tallattavana.
2e040e006d	En kirjoita tällä tavoin teitä nolatakseni. Tahdon vain varoittaa ja neuvoa teitä kuin rakkaita lapsiani.
2e040f00bd	Vaikka teillä olisi kymmenentuhatta kristillisyyden opettajaa, muistakaa, että vain minä olen teille isä. Minähän toin teidät Kristuksen luo, kun kerroin teille ilosanoman hänestä.
2e0410002f	Siksi pyydän, että tekisitte niin kuin minä.
2e041100df	Juuri tätä varten lähetin sinne Timoteuksen. Hänetkin olen voittanut Kristukselle ja pidän häntä rakkaana ja luotettavana lapsenani. Hän muistuttaa teitä asioista, joita opetan kaikissa seurakunnissa, missä käyn.
2e04120060	Tiedän, että jotkut teistä ovat tulleet ylpeiksi ja ajattelevat, että pelkään sinne tuloa.
2e041300ae	Aion kuitenkin pian tulla, jos Herra vain sen sallii. Otan sitten selvää, ovatko nuo itsetietoiset ihmiset pelkkiä rehentelijöitä vai onko heillä tosiaan Jumalan voima:
2e0414003c	Jumalan valtakunnassahan on kysymys voimasta eikä sanoista.
2e0415004a	Kumman valitsette? Pidänkö tultuani nuhdesaarnan vai puhunko lempeästi?
2e05010142	Kaikki puhuvat siellä ilmenneestä moraalittomuudesta. Eivät edes pakanat tee sellaista kuin eräs seurakuntaanne kuuluva mies, joka elää isänsä vaimon kanssa. Siitä huolimatta olette omahyväisiä ja mielestänne hengellisiä! Ettekö häpeä? Ettekö tule surullisiksi? Miksi ette erota tuota miestä joukostanne?
2e050300ee	Vaikka en nyt olekaan siellä, olen paljon miettinyt asiaa ja päättänyt Jeesuksen Kristuksen nimessä, mitä on tehtävä. Pitäkää seurakunnan kokous. Jeesuksen voima on kanssanne, kun kokoonnutte, ja minäkin olen hengessä mukana.
2e050500ae	Erottakaa tuo mies seurakunnasta. Jättäkää hänet rangaistukseksi saatanan käsiin. Näin hänen ruumiinsa tuhoutuu, mutta hänen henkensä voi pelastua Herran palatessa.
2e050600ca	On surkeaa, että ylpeilette puhtaudestanne, kun kuitenkin tapahtuu tällaista. Ettekö tajua, että jos yhdenkin ihmisen annetaan jatkaa tietoista synnin tekemistä, sen vaikutus tarttuu pian kaikkiin?
2e05070077	Pahanlaatuinen kasvain voi tuhota koko ruumiin. Mutta Kristus, Jumalan uhrikaritsa, on teurastettu meidän puolestamme.
2e05080079	Saamme voimaa tästä uhrista. Entisen elämän on väistyttävä syrjään ja annettava tilaa totuudelle ja puhtaudelle.
2e0509004b	Kirjoitin teille aikaisemmin, ettette seurustelisi pahojen ihmisten kanssa.
2e050a00dc	En tarkoittanut niitä tämän maailman ihmisiä, jotka elävät holtittomasti, ahnehtivat, varastavat tai palvovat omia jumaliaan. Ettehän voi elää tässä maailmassa joutumatta tekemisiin sellaisten ihmisten kanssa.
2e050b0106	Tarkoitin, ettette lyöttäytyisi yhteen kenenkään kanssa, joka sanoo olevansa kristitty mutta antautuu irrallisiin sukupuolisuhteisiin, ahnehtii, pettää, palvoo epäjumalia, juopottelee tai varastaa. Älkää edes syökö yhdessä tällaisen ihmisen kanssa.
2e050c00a5	Meidän asiamme ei ole tuomita ulkopuolisia. Mutta meidän on kyllä suhtauduttava ankarasti sellaisiin seurakunnan jäseniin, jotka toimivat vastoin Jumalan tahtoa.
2e050d0088	Vain Jumala voi tuomita ne, jotka eivät usko Kristukseen. Mutta teidän on itse erotettava seurakunnasta tuo mies, josta alussa puhuin.
2e06010112	Jos teillä on riita-asia keskenänne, miksi haastatte toisianne oikeuteen ettekä sovi asioistanne kristittyjen omassa joukossa? Ettekö tiedä, että me kristityt olemme kerran koko maailman tuomareita ja hallitsijoita? Miksi siis ette itse voi ratkaista pikkukiistojanne?
2e06030083	Ettekö tiedä, että tuomitsemme vielä enkeleitäkin? Kyllä teidän pitäisi pystyä selvittämään keskinäiset riita-asianne.
2e06040053	Miksi ihmeessä käännytte tuomareiden puoleen jotka eivät edes ole kristittyjä?
2e06050073	Teidän olisi syytä hävetä. Eikö seurakunnassanne tosiaan ole ketään, joka kykenisi sovittelemaan riitojanne?
