2800000007	Matewos
2c04130096	Sinuntano Phexiros Yohannisna wolgire ekka yisete: «Ha'oosik ajajamoostan nittok ajajamonik Ha'oosi sinak sholsunoso? Nitto teetnitiisik makebbetiso.
2c04140039	Inno biini baronnawa odeni baronna mako aafa beyaniwuza»
2c0415010d	Daraasa gaannye meenawa shongoosta diisefe baassona Phexirosninnawa Yohannisninna ke'uk isa chowane dano beyobesiisik dey daraasin digsefaat hepsi dey deessire kotte gafuksete. Es baron dey zagsetees daraas zuuttere sina chowaasik Ha'ooson galattet feer sinna boor'awa.
2c04160048	Es biistera artonoy wuzaasik fari asus woggabaas acheechasirneen denalo.
2c0417008f	Phexiros Yohannisna kottesetenneen orfo amanynyi sina zomobesiiski yeesere maagni gaanynye meenawa kur'uni meena maksete baron zuutire maksete.
2c041800a4	Baasso dey es baron odeseteyse isarik kaambesiison teggire Ha'ooski ekka yit shiiphsete: «Samaasewa daase; baariisewa siruk fa testoose asin zuutire tesi Daamiiso!
2c0419008e	Korto Ayyanaaski kamo wostinynyane sina abani Dawitni noonoossi: «‹Aazabni meya awuniron gi'teseteso? daraas awuniron shimak koppa'eseteso?
2c041a0090	Daasta fe taate meya hooresere; daason ha'sife baasso dey isarik zuuttesere; Daamiisatanawa basa Muudtosatana kabsete.› yira make Ha'oos newe.
2c041b0090	«Futoosik Herodisnawa Pentenawi Pilatosna Aazabiisneen Israelni daraasneen han katamaassi Muudto zagita korto wostinynyane Yesusniista kabsete.
2c041c005f	Es bar dey ekka sinnaas ne zeemma ne hugnaasiknawa ne fiqadisikna koppa'eta baron ko'issonekwa.
2c041d0072	Hashnu Daamniiso; fokkorabesiison biwa. Wostinynyaneesakito kaamneeson diga foontonon maksonek chima baassok imma.
2c041e0088	Korto wostinynyane Yesusni sunaasik mettanni meya farsoneknawa biistera artonoy wuzne; diinqine zagtonak kushuneeson shonggowa» yisete.
2c041f0088	Shiiphsetenneen orfo zuuttesere feesete dimaas shorke. Zuuttambesiise Korto Ayyanak tuuntesete. Ha'oosi kaamanon diga foontonon maksete.
2c04200086	Amanynyini meya zuuttere isa nibaknawa isa safaraknatu feesefe. Oonu: «Haniis taarwa» yifena wuza aafa. Fa wuzbesiis zuuttera gaara.
2c0421007e	Wosini meya dey Daam Yesusni kitun kabuuson akama hugnak zaala makset feeseter. Zuuttambesiise asiista akama Ha'oni otma faar.
2c04220073	Daason wedey keyaason waagefaafe waagbesiison isa baristatu teshshesefe sinna boor'a ganebesiissi isa rakkata aafe.
2c04230065	Waagaason teshshere wosini meyak imet feeseter. Isa isarbesiisik sholsinaasne faaron haa'et feeseter.
2c0424008b	Koontena daabaas Qophiros sina Yosef yiste isa Lewi feer. Wosini meya barin: «Barnabas» yiretu teegsefe. Kotbaas dey: «Chinuni naa» uu.
2c0425003f	Bar dey daabaason waagere waagaason teshshere wosini meyak imi.
2c0501003f	Hananiya yiste isa asu asuba Saphphiraneen daa kisire waagsete.
2c05020058	Asubaas arifeen es daa waagtena waagaassin fu'efaat taamme wosini meeni wochoossi kunsi.
2c0503007c	Sinuntano Phexiros: «Hananiyano! Korto Ayyanaason eshataknawa daasi waagtan fu'otakna awuni boor'a Sexana nibneessi giriso.
2c050400ab	Kisira waagonoyfeen daas neertanoso? Kisira waagetanneen orfo waagaas neertanoso? Eekin awuni boor'a han wuzason nibneessi safaretso? Ha'oosontu eshittano asunintawa» yi.
2c05050062	Hananiya es kaamaason odenayse kere wor'e kiti. Es baron ode asuni meya zuuttere akamanon digsete.
2c05060030	Na'oni meya kabsere kitubaason kimme kabbarsete.
2c0507004c	Keez sa'atineen orfo asubaas teegobaasata sina chowaason arunoy yaara kar'i.
2c0508007c	Phexiros dey: «Makebbe; daantiison waagsetiis han waagaassinose?» yi. Bar dey wolgira: «Aa; han barissitu waageniwa» yi.
2c050900ac	Phexiros dey: «Daamiisa Ayyananon fattanok aakkak isarik merketise? Ese teegoneesin kabbare asuni meeni wochoos han finynyiissitu fawe. Neen dey ephphe kabbarsonerwe» yi.
2c050a0085	Bar dey geregere wochobaassi kere wor'a kiti. Asuni meya dey girseten kitira kunfeen danne taamme teegobaasa moogni tesha kabbarsete.
2c050b0057	Betekiristaniissinawa es baron ode asuni meya zuuttambesiise asiistana akama diga sini.
2c050c00a3	Daraasa ganesi showo biistera artonoy wuznewa diinqine wosini meeni kushuussi zagtet faar. Zuuttere isa nibak Solomonni dagafiyo yistefa dimaasta zuuttet feeseter.
2c050d0060	Baassoneen oom asu baassossi wo'itok oonu chimfer aafe. Sinuntano daraas akamanon ulfinsit feer.
2c050e003e	Daamiisik amanefe arqarnawa mashkare akamanon daytet feeseter.
2c050f009a	Phexiros esta kamo hamfena kabaasik yirarabaasnu mettanni meyaasta kamo aatanak mettanni meyanon oppotanawa saa'otana wor'e ugunta kisire kunsit feeseter.
2c051000ba	Asuni meya Yerusalemni biratoosta faase katamaasikitosin mettanni meyanonnawa kiina ayyana ephaan mettet fe baassotinna ephphe yeeset feeseter. Mettanni meya dey zuuttere farit feeseter.
2c05110083	Maagni gaanynye meeni gaanynyaasnawa barneen ane feese Seduqawini meeni keen sina baassona zuuttere koonak wosini meyaasta kabsete.
2c05120034	Wosini meyanon ephere daraasa taatoni keer gedesete.
2c0513004a	Sinuntano Daamiisa wosiya wassi taatoni keyaason gachcha baassotin kisaat:
2c05140055	«Hamfaat betemeqdesiisi yerefaat han kaani kaamaason zuutira daraasik makotiwa» yi.
2c0515012b	Wosini meya dey wonfana kabaasik baassok maktenaasimato betemeqdesiissi hamme assisete. Maagni gaanynye meeni gaanynyaasnawa barneen ane fe baassotna yeesere shonggosta diisefe baassotinnawa Ayhudni kur'uni meyanonna isarik zuutisete. Wosini meyanon dey ephphe yoosonek asunin taatoni keer wosisete.
2c0516005c	Sinuntano tasoni meeni ha'sinynyani meya taatoni keer hamere aane danoto. Wolle yeesere dey:
2c05170093	«Taatoni keyaasi gamala mai'sira kuluftera yerer; tasoos dey finynyibaasta yersefeen biini. Sinuntano gachcha girira ooninnu aane daneni» yisete.
2c0518009c	Betemeqdesini tasoni meyanon ajajefe barnawa maagni gaanynye meena es baron odeseteyse: «Han bar awutaaso?» yiset sina wuzaasik ephphe maksone wuza tishi.
2c0519006f	Es kabaasik isa asu yeere: «Taatoni keer taatiti asusakito betemeqdesiissi yersefaat daraasin assidifewa» yi.
2c051a009b	Estan tasoosa gaanynyanawa basa wostinynyaasna hamme baassotin ephphe yeesete. Sinuntano daraas shu'ak baassotin ichnoynamato digsefaat hugnak aane ephoto.
2c051b0067	Wosini meyanon ephpheteshsho shonggosi sina yeetisete. Maagni gaanynye meeni gaanynyaas ekka yit mamsi:
2c051c00b1	«Han sunaasik daraasin assunoytimato kalla faanir; sinuntano nitto Yerusalemni daraasin assira koi'siti; dey Yesusnin woriis inno zagira basa hannaasik mamustonik sholsefeti!»
2c051d005a	Phexiros oom wosisakitona wolgire: «Asunik ajajamoostan Ha'oosik ajajamoniktu sholsifawa.
2c051e0048	Nitto i'oosta suutta worseti Yesusnin abaniisa Ha'o barin kitun kabgiwa.
2c051f0093	Bar dey Israelni daraasik harminewa boor'aason feeshun une imanak Ha'oos barin zuuttambaase asi zoonsinawa fatunirna zagira o'itbaasta duunak zagi.
2c05200062	Inno dey es chowaasik zaalwa. Ha'oosik ajajamefe baassok imna Korto Ayyanaas dey zaalawa» yisete.
2c0521005c	Shonggosta diise baasso dey es baron odeseteyse akamanon haaresere baassotin woruk sholsete.
2c052200a2	Sinuntano dara zuuttambaase asi sina ulfinto tumaasi assinynya Gamaliya yiste shonggosta diisefe baassossin isa Farisawi kabire wosini meyanon gero kissonek zagi.
2c05230085	Estan shonggosta diisefe baassok ekka yi: «Israelni asuni meyane! Han asusakitonista zagutik safareti baristan teetnitiison oodtiwa.
2c052400c5	Zeemo sinak Tewodas yiste asu teetbaason iny zagire kabin acheech tii asu dey barik zoonustesete. Sinuntano bar worte. Barneen zoonuste asusakito dey sikte. Koppa'ena wuzaas dey baak tishira fu'te.
2c052500a2	Esseen orfo dey darani faada zagtena kabaasik Galiilaki Yuuda kabire showo daranin barik zoonustonak zagi. Es asus dey worte. Barik zoonuste baasso dey siktesete.
2c05260094	Es bari boor'a hash ta nittok makefanaas han asusakitonin beyatiknawa baassostan shaatotiknawa. Han wostobesiis asunikin sinfaanane tishutu tishuna.
2c05270096	Sinuntano Ha'ooskin sinfaanane baassotin yeetutik aafa chimati wuza. Dey Ha'oosneen faasser sinatiitawa» yi. Baasso dey basa kiitooson ephpheteesete.
2c05280067	Wosini meyanon hang baassoki teegsere ichaat Yesusni sunaason teegsere maksonoytemato ke'ire gafuksete.
2c0529006d	Sinuntano wosini meya Yesusni sunaasik kashistoos sholsu zagire faadisete boor'a shonggosi sina giret kesete.
2c052a008b	Wonna wonna betemeqdesiissinawa keya keyaassina Yesus Kiristoosni chowaasik assuusonnawa misirachchuni kaamaason makoosonna aane yeetusoto.
2c060100e1	Es wonaasi amanynyini meeni faadaas daytet hambaase. Girikni noono wollefe Ayhudni meya Yuudaki Ayhudni meyaasta unyisete. Es unyisetees wonna wonna haachefa argasuni imaas baasso dicha asusikitok beytera faar sinna boor'awa.
2c0602008b	Estan asire heppe wosini meya amanynyini meyanon zuutire ekka yisete: «Muuni haa'akwa iyaat Ha'oosi kaamanon mako beyanik aane sholsifawa.
2c0603008e	Ese ayni meyane; nitto ganeyaassin ma'a amalabesi faana Korto Ayyanaknawa techmakna tuum naafun asunin korani han wostooson wostosonek imniwa.
2c06040038	Sinuntano inno shiiphoknawa kaamaason makokna chimani.»
2c060500d7	Es kaamaas zuuttambesiise asin girsi. Estan amantoknawa Korto Ayyanakna tuunto Isxifanosnin, Filiphosnin, Prokorosnin, Nikarosnin, Timonannin, Permenannin, Ayhudni meyaassi girire fe Ansokiyaki Nikolawosnin korsete.
2c0606007a	Es baassotin teshshere wosini meeni sina yeetisete. Wosini meya dey shiiphsetenneen orfo kushubesiison baassosta ta'isete.
2c06070084	Ha'oosi kaama dey tagit hamna boor'a amane asusa faada Yerusalemuk akamanon daytet hami. Maagni meyaassin dey showobesiis amanesete.
2c06080067	Isxifanos Ha'oni otmaknawa hugnakna tuumme daraasa ganesi diinqinewa biistera artonoy wuzne zagit feer.
2c060900f5	Es kabaasik: «Birmadumma kesa asuni meeni zuuttoni keya» yistera teegtefa Ayhudni shiiphoni keyaasi asuni meya; Qerenaki asuni meenawa Iskindiriyaki asuni meena; Kilqiyannawa Iisiyanna isa isa asuni meya kabsere Isxifanosneen ane karakkarsete.
2c060a0050	Sinuntano Isxifanos maket feena techmaasonnawa Ayyanaasonna yeetuk aane chimoto.
2c060b0074	Estan dey: «Isxifanos Museniistanawa Ha'oostana mei'ni kaama makefeen odeniwa» uni asuni meyanon aachok kabugsete.
2c060c007f	Ekkak daraasin, kur'uni meyanon, tumaasi assinynyani meyanon basaasta kabugsete. Isxifanosnin ephere shonggosi sina tai'sisete.
2c060d008c	Basaasta esha zaala makoni asunin ephphe yeesete. Baasso dey: «Han asus han betemeqdesiistanawa tumaastana mei'ni kaama makooson aane beye.
2c060e0079	Dey: ‹Han Naaziretki Yesus han betemeqdesiison bognir; Muse imna tumaason dey soolonir› yire makefeen odeni» yisete.
2c060f0079	Es kabaasik shonggosta diise baasso zuuttere Isxifanosnin kootkire biyeten sinbaas Ha'oni wosini sinane faar sinna beste.
2c07010063	Maagni gaanynye meeni gaanynyaas Isxifanosnin: «Han neyista maktefa chowaas futonoso?» yit mamsi.
2c070200a5	Isxifanos wolgire ekka yi: «Aytaasakitonawa abataasakitona odotiwa! Abani Abraham Kaaran duuk hamnoy zeemme Mesepetomiyak feen ulfinto Ha'oos barik ammanon bestera:
2c07030044	‹Daaneestannawa koonneesasinna kessa ta besuna dimaas hamma› yi.
2c0704008c	Es kabaasik Keledawini meeni daastan kesse hamme Kaaran di. Estan ababa kitinanneen orfo hash han nitto faafeti daasta Ha'o barin teshshewa.
2c070500c6	Ha'oos hantak wochobaasonnu yeetuna dima barik aane ima. Sinuntano han daason bariknawa barneen orfoki zalbaasikna imanak Ha'o teyya giriwa. Es teyyaason girinaas Abraham nawubaasin koonunoyfeengwa.
2c0706006d	Zalbaas dey alaga daasta foonamatonawa acheech tiya wogga boza zagsere miir'ak ha'susonematona makera faarwa.
2c0707007f	Estan dey: ‹Bozok yer'e ha'si daraasata mangsu kar'anar. Esseen orfo birmadumma kesere taan shiiphsone› yira Ha'oos makewa.
2c070800ef	Estak dey haarkoni kunni teyyaason barik imi. Es bari boor'a Abraham Isaqnin koontenari nangirinsinari wono haarko kunsi. Esiisimato dey Isaaq naaba Yaqobnin haarko kunsi. Yaqob dey asire heppe zalaasi aba sina naanggotbaason haarko kunsi.
2c0709006c	«Yaqobni naanggotiis Yosefniista koonesere boz sinanak Giphtsi waagsete. Sinuntano Ha'oos barneen anetu fa.
2c070a00a8	Basaasta kar'a shana zuuttambaase asiissin barin kisi. Giphtsiki taato Fere'onni sina addanewa techumne imi. Fere'on dey Giphtsiniistanawa fa wuzbaastana ha'sunir zagi.
2c070b0070	Es kabaasik Giphtsiniistanawa Kene'aniistana maknewa akama shanane sini. Abaniisakito dey muusone muu turuksete.
2c070c004c	Yaqob dey Giphtsik meya foobaason odere zeemme abaniisakitonin Giphtsi wosi.
2c070d0070	Hepsa wolle hamefe kabaasik Yosef aybaasakitonik ammanon kisire make. Fere'on dey Yosefni koon sinobesiison ari.
2c070e0081	Esseen orfo Yosef wosire ababa Yaqobninnawa basa koonni meyanonna barki yoosonek zagi. Baasso dey faadbesiis naafunasire uuchche.
2c070f0040	Estan Yaqob Giphtsi hami. Barnawa abaniisakitona estak kitisete.
2c0710006c	Kitubesiis dey Sekem oottera hamma Abraham Hemorni naanggotaaskin basa birriisik waagena moogaassi kabbarte.
2c0711006e	Ha'oos Abrahamnik teyyak imna abdiis ko'unak tai'set yaafana kabaasik Giphtsiki fe daraniisa faada arkit hami.
2c0712004a	Es bar dey sinnaas Yosefni arunoy oom taato Giphtsik taattena wononeengwa.
2c07130098	Es ora taatoos daraniisin manguk kabire abaniisakitonin shana besi. Daaga naanggotbesiis kitunaknawa ek gero kissere ha'sonekna abaniisakitonin giddisi.
2c07140068	Es kabaasik Muse koonte. Bar dey Ha'oosi sina keeshu daag naa sini. Keez assa ababaasa keer diire dichi.
2c07150050	Gero kesse kunsiseten taato Fere'onni nawaas danna ephpha bari naa zagira dichi.
2c07160053	Muse dey Giphtsini meeni techmaason zuutire ari. Wollaknawa wostokna chim asu sini.
2c07170062	«Acheechasir woggaba sinfana kabaasik ayba sina Israelni naanggotaason mamsunak nibbaassi safare.
2c07180053	Isa Giphtsini asu basa ayiisin miir'efeen danne Giphtsini asusin woruk guma kaaste.
2c0719009d	Basa keen sina baasso Ha'oos barki kamo baassotin birmadumma kisunir zagire biisediferne faar sinnatu barik bestedifa. Sinuntano baasso es baron aane arsoto.
2c071a009a	Wonotirik hep Israelni asu barna barna faassefeen danne gansunak sholefaat: ‹Nitto ayna aynawa, awuni boor'a nittotna nittotna faassedifetirinso?› yi.
2c071b006b	Es zomobaasin miir'et fe bar Musenin ek tugire: ‹Ne innoosta mangsu kar'ataknawa ha'sutakna zagiis oonso?
2c071c004e	Hazoti Giphtsini asusin woritaasimato taan dey worutak sholedifataroso?› yi.
2c071d0057	Muse es baron odenaase Midiyamni daa guuzze hamme di. Estak hep arqa naanggotnin kooni.
2c071e009d	«Muse es daastak acheechasir wogga tuumfana kabaasik Siinaki aamaasi tesha fa ichma daassiki saabaassi saamet fa geyaasi winoossi Ha'oni wosiya barik beste.
2c071f005b	Muse es biina chowaasik diinqet ek barki tai'se. Estan ekka yifa Daamiisa kaamanon dey ode:
2c07200071	‹Ta ne abasakitoni Ha'owa, Abrahamni Ha'o, Yisaqni Ha'o, Yaqobni Ha'owa› Muse dey digak biyanaknu aane chime.
2c0721005f	Daamiis dey ekka yi: ‹Yereta dimaas korto daa sinna boor'a wochoneessin chaa'maneeson kisuwa.
2c072200a2	Giphtsik fe darataasa shananon futok biingwa. Rakkobesiisi chaaganon odengwa. Es bari boor'a fu'onak kerengwa. Hashnu hani yowa. Neen wolgira Giphtsi wosunawa.›
2c072300c2	«‹Innoosta mangsu kar'ataknawa ha'sutakna oonso neen zagiri?› yit oomtesete. Sinuntano Ha'oos es Musenin saabaassi beste Ha'oosi wosiyaaski kamo ha'sunirnawa furonirna zagira baassoki wosi.
2c0724008b	Es asus dey Giphtsiki daasta she'a baariistanawa ichma daassina diinqinewa biistera artonoy wuzne zagit acheechasir wogga baassotin zoonsi.
2c0725007c	‹Daama Ha'ontiis taan kabginaasimato nitto ganeyaassin raajjunin nittok kabgunawa› yire Israelni meyak makees es musewa.
2c072600b7	Zaboossi Israelni maabaraasneen ane; Siinaki aamaasta make Ha'oosi wosiyaneen ane esiisimato dey abaniisakitoneen ane feyiis Musewa. Kaani kaamaason dey ephphe innok aatiis es Musewa.
2c07270075	«Sinuntano abaniisakito barin oomtotu oomtesetetano aane ajajamosoto. Nibbesiissi dey Giphtsi wolle kerok safarsete.
2c072800a8	Aaronnin dey: ‹Giphtsin innotin zoonsire kisi Museniista awu kar'namato aane aruweni sinna boor'a inno sinaasta zeemma zoonsuni ha'osikitonon innok wostowa› yisete.
2c07290054	Es kabaasik alaqani gitok koo'lo hoo'e maa'a imete. Kushubesiisi wostok dey girsete.
2c072a00d0	Sinuntano Ha'o baassostan oor kesi. Samaasta fa baakuraasik sagadosonek aatira imi. Esiis dey raajjuni meyaki kamo: «‹Nitto Israelni meyane! acheechasir wogga zaboossik shukti waagaasewa maa'aase taaknoso?
2c072b00ea	Ephpha hamtiis Molokni durkaniisewa; Refam yiste ha'ontiisi baakurani suuraasewa; es bar dey kushuntiisik wostera; barik kaa'net faati ha'ontiiswa; ta dey Baabilonni ekalok kabugtotik; nittotin zaguna yistera tichchenaasimatowa› yi.
2c072c0087	«Inno abani meya ichma daassi zaalni durkanibesi faarwa. Es durkaniison Ha'oos barik makenaasimatonawa besinaasimatona wostees Musewa.
2c072d009a	Ha'oos baasso sinaastan kalla eelsina aazabni meeni daason ephefe kabaasik Iyyasuneen ane durkaniison ephphe girsete. Dawitni neyaas kar'ananneen esta di.
2c072e004d	Dawit Ha'oosi sina ulfina danne Yaqobni Ha'oos ha'una keya keer'anak shiiphe.
2c072f0032	Sinuntano Ha'oosik es keyaason keer'aas Solomonwa.
2c07300073	Sinuntano zuuttambaase asiistan denalo sina Ha'oos asuni kushuk keete keesi aane diifa. Es bar dey raajjuniki kamo:
2c073100a2	«‹Samaas ta zigimuwa; han daas dey wochonaas yer'ana dimawa; eekin awune fa keyanso taak keer'atiri? beysa ephana keyaas dey awune faarinso?›» yife Daamiis.
2c0732003e	«Han baron zuutira wostees; ta kushustanoso?» yifawa Ha'oos.
2c07330080	«Nitto eling asuni meya, nibniti taato, odontiis odonor, nitto dey nitto abani meenimato Korto Ayyanaason wonna wonna oomtetir.
2c073400a1	Raajjuni meyaassin nitto abani meya kabgusonoyter oonso? Baasso ookoosa yoonon zeemme makse baassotin worsesete. Nitto dey hash han ookoosin aatire imak worseti.
2c07350053	Nitto Ha'oosi wosiyaki kamo makte tumaason ephpha taaseti. Sinuntano aane oodeti.»
2c07360065	Shonggosta diise baasso es baron odeseteyse akamanon haaresere Isxifanosniista ha'besiison karmisete.
2c07370080	Sinuntano Isxifanos Korto Ayyanak tuumme den sama kootkire Ha'oosi ulfinanon bi. Yesusnin dey Ha'oosi hoi'ta teshta yerefeen bi.
2c0738004f	Estan: «Sama gachchefaan Asuni Naa Ha'oosi o'itta yerefeen biidifawungwa» yi.
2c07390045	Es kabaasik akama kaamak chaagete. Odobesiison ukere ek barki eelete.
2c073a0095	Barin ephphe katamaassin kissere shu'ak ichesete. Zaalni meya dey maybesiison oodanak ephphe taamme Sawul yistefe isa na'o asuni wochoossi kunussete.
2c073b004d	Isxifanosnin ichesefeen: «Daam Yesusno! Kaanaason neeki ephwa» yit shiiphe.
2c073c0079	Kaa'nere dey akama kaamak: «Daamiiso han boor'besiiso baassosta faadutaatawa» yit chaagi. Es baron yinanneen orfo kiti.
2c080100d0	Sawul Isxifanos wortobaasik gire. Es kabaasik Yerusalemuk fa betekiristaniista kabugto kabi. Wosini meya baasso baassoteno oom amanynyini meya zuuttere Yuudanawa Samariyaki daa zuuttambaase asiissi siktesete.
2c0802005d	Shiiphok chimme fe asuni meya Isxifanosnin dugnooson kabbarsete. Barik dey akamanon waassete.
2c080300a5	Sinuntano Sawul betekiristaniison tishkuk kabet feer. Keya keyaassi girifaafe arqa kiristanaasinnawa mashka kiristanaassonna zatte kisitaafe taatoni keer gedet feer.
2c08040046	Sikte amanynyini meya hamete hamete daassi kaambaason makset feeseter.
2c08050045	Filiphoos dey Samariyani katamaassi hamme Kiristoosni chowaason make.
2c08060079	Showo dara dey Filiphoos makena baron odetnawa zagifena biistera artonoy wuzasonna biyefaat gasasire barin odet feeseter.
2c08070072	Kiina ayyanaasikito dey akama kaamak chaaget showo asuniissin keset faar. Showo laafanawa engitna farset feeseter.
2c0808002d	Es bari boor'a es katamaassi akama gira sini.
