0100000006	Genesi
1503140069	tutto è venuto dalla polvere e tutto ritorna nella polvere. Tutti sono diretti verso la medesima dimora:
1503150068	Chi sa se il soffio vitale dell'uomo salga in alto e se quello della bestia scenda in basso nella terra?
15031600b3	Mi sono accorto che nulla c'è di meglio per l'uomo che godere delle sue opere, perché questa è la sua sorte. Chi potrà infatti condurlo a vedere ciò che avverrà dopo di lui?
15040100db	Ho poi considerato tutte le oppressioni che si commettono sotto il sole. Ecco il pianto degli oppressi che non hanno chi li consoli; da parte dei loro oppressori sta la violenza, mentre per essi non c'è chi li consoli.
1504020060	Allora ho proclamato più felici i morti, ormai trapassati, dei viventi che sono ancora in vita;
1504030080	ma ancor più felice degli uni e degli altri chi ancora non è e non ha visto le azioni malvage che si commettono sotto il sole.
15040400a4	Ho osservato anche che ogni fatica e tutta l'abilità messe in un lavoro non sono che invidia dell'uno con l'altro. Anche questo è vanità e un inseguire il vento.
1504050034	Lo stolto incrocia le braccia e divora la sua carne.
150406003b	Meglio una manciata con riposo che due manciate con fatica.
1504070036	Inoltre ho considerato un'altra vanità sotto il sole:
15040800e7	uno è solo, senza eredi, non ha un figlio, non un fratello. Eppure non smette mai di faticare, né il suo occhio è sazio di ricchezza: «Per chi mi affatico e mi privo dei beni?». Anche questo è vanità e un cattivo affannarsi.
1504090056	Meglio essere in due che uno solo, perché due hanno un miglior compenso nella fatica.
15040a0075	Infatti, se vengono a cadere, l'uno rialza l'altro. Guai invece a chi è solo: se cade, non ha nessuno che lo rialzi.
15040b005a	Inoltre, se due dormono insieme, si possono riscaldare; ma uno solo come fa a riscaldarsi?
15040c0061	Se uno aggredisce, in due gli possono resistere e una corda a tre capi non si rompe tanto presto.
15040d0060	Meglio un ragazzo povero ma accorto, che un re vecchio e stolto che non sa ascoltare i consigli.
15040e0072	Il ragazzo infatti può uscir di prigione ed esser proclamato re, anche se, mentre quegli regnava, è nato povero.
15040f006e	Ho visto tutti i viventi che si muovono sotto il sole, stare con quel ragazzo, il secondo, cioè l'usurpatore.
15041000a8	Era una folla immensa quella di cui egli era alla testa. Ma coloro che verranno dopo non avranno da rallegrarsi di lui. Anche questo è vanità e un inseguire il vento.
15050100a6	Bada ai tuoi passi, quando ti rechi alla casa di Dio. Avvicinarsi per ascoltare vale più del sacrificio offerto dagli stolti che non comprendono neppure di far male.
15050200bd	Non essere precipitoso con la bocca e il tuo cuore non si affretti a proferir parola davanti a Dio, perché Dio è in cielo e tu sei sulla terra; perciò le tue parole siano parche, poichè
150503005e	Dalle molte preoccupazioni vengono i sogni e dalle molte chiacchiere il discorso dello stolto.
150504007d	Quando hai fatto un voto a Dio, non indugiare a soddisfarlo, perché egli non ama gli stolti: adempi quello che hai promesso.
1505050037	E' meglio non far voti, che farli e poi non mantenerli.
15050600cd	Non permettere alla tua bocca di renderti colpevole e non dire davanti al messaggero che è stata una inavvertenza, perché Dio non abbia ad adirarsi per le tue parole e distrugga il lavoro delle tue mani.
150507005f	Poiché dai molti sogni provengono molte delusioni e molte parole. Abbi dunque il timor di Dio.
15050800d1	Se vedi nella provincia il povero oppresso e il diritto e la giustizia calpestati, non ti meravigliare di questo, poiché sopra un'autorità veglia un'altra superiore e sopra di loro un'altra ancora più alta:
1505090044	l'interesse del paese in ogni cosa è un re che si occupa dei campi.
15050a0070	Chi ama il denaro, mai si sazia di denaro e chi ama la ricchezza, non ne trae profitto. Anche questo è vanità.
15050b0076	Con il crescere dei beni i parassiti aumentano e qual vantaggio ne riceve il padrone, se non di vederli con gli occhi?
15050c0069	Dolce è il sonno del lavoratore, poco o molto che mangi; ma la sazietà del ricco non lo lascia dormire.
15050d0060	Un altro brutto malanno ho visto sotto il sole: ricchezze custodite dal padrone a proprio danno.
15050e006f	Se ne vanno in fumo queste ricchezze per un cattivo affare e il figlio che gli è nato non ha nulla nelle mani.
15050f0094	Come è uscito nudo dal grembo di sua madre, così se ne andrà di nuovo come era venuto, e dalle sue fatiche non ricaverà nulla da portar con sé.
150510008a	Anche questo è un brutto malanno: che se ne vada proprio come è venuto. Qual vantaggio ricava dall'aver gettato le sue fatiche al vento?
1505110067	Inoltre avrà passato tutti i suoi giorni nell'oscurità e nel pianto fra molti guai, malanni e crucci.
15051200af	Ecco quello che ho concluso: è meglio mangiare e bere e godere dei beni in ogni fatica durata sotto il sole, nei pochi giorni di vita che Dio gli dà: è questa la sua sorte.
15051300a2	Ogni uomo, a cui Dio concede ricchezze e beni, ha anche facoltà di goderli e prendersene la sua parte e di godere delle sue fatiche: anche questo è dono di Dio.
1505140073	Egli non penserà infatti molto ai giorni della sua vita, poiché Dio lo tiene occupato con la gioia del suo cuore.
1506010046	Un altro male ho visto sotto il sole, che pesa molto sopra gli uomini.
15060200c6	A uno Dio ha concesso beni, ricchezze, onori e non gli manca niente di quanto desidera; ma Dio non gli concede di poterne godere, perché è un estraneo che ne gode. Ciò è vanità e malanno grave!
15060300b0	Se uno avesse cento figli e vivesse molti anni e molti fossero i suoi giorni, se egli non gode dei suoi beni e non ha neppure una tomba, allora io dico: meglio di lui l'aborto,
150604005c	perché questi viene invano e se ne va nella tenebra e il suo nome è coperto dalla tenebra.
1506050064	Non vide neppure il sole: non conobbe niente; eppure il suo riposo è maggiore di quello dell'altro.
1506060082	Se quello vivesse anche due volte mille anni, senza godere dei suoi beni, forse non dovranno andare tutt'e due nel medesimo luogo?
150607004a	Tutta la fatica dell'uomo è per la bocca e la sua brama non è mai sazia.
1506080076	Quale vantaggio ha il saggio sullo stolto? Quale il vantaggio del povero che sa comportarsi bene di fronte ai viventi?
150609006a	Meglio vedere con gli occhi, che vagare con il desiderio. Anche questo è vanità e un inseguire il vento.
15060a007d	Ciò che è, gia da tempo ha avuto un nome; e si sa che cos'è un uomo: egli non può competere con chi è più forte di lui.
15060b0049	Le molte parole aumentano la delusione e quale vantaggio v'è per l'uomo?
15060c00c2	Chi sa quel che all'uomo convenga durante la vita, nei brevi giorni della sua vana esistenza che egli trascorre come un'ombra? Chi può indicare all'uomo cosa avverrà dopo di lui sotto il sole?
1507010063	Un buon nome è preferibile all'unguento profumato e il giorno della morte al giorno della nascita.
1507020088	E' meglio andare in una casa in pianto che andare in una casa in festa; perché quella è la fine d'ogni uomo e chi vive ci rifletterà.
1507030057	E' preferibile la mestizia al riso, perché sotto un triste aspetto il cuore è felice.
1507040058	Il cuore dei saggi è in una casa in lutto e il cuore degli stolti in una casa in festa.
150705004e	Meglio ascoltare il rimprovero del saggio che ascoltare il canto degli stolti:
1507060070	perché com'è il crepitio dei pruni sotto la pentola, tale è il riso degli stolti. Ma anche questo è vanità.
1507070044	Il mal tolto rende sciocco il saggio e i regali corrompono il cuore.
1507080056	Meglio la fine di una cosa che il suo principio; è meglio la pazienza della superbia.
1507090058	Non esser facile a irritarti nel tuo spirito, perché l'ira alberga in seno agli stolti.
15070a007f	Non domandare: «Come mai i tempi antichi erano migliori del presente?», poiché una tale domanda non è ispirata da saggezza.
15070b0059	E' buona la saggezza insieme con un patrimonio ed è utile per coloro che vedono il sole;
15070c0080	perché si sta all'ombra della saggezza come si sta all'ombra del denaro e il profitto della saggezza fa vivere chi la possiede.
15070d004a	Osserva l'opera di Dio: chi può raddrizzare ciò che egli ha fatto curvo?
15070e0096	Nel giorno lieto stà allegro e nel giorno triste rifletti: «Dio ha fatto tanto l'uno quanto l'altro, perché l'uomo non trovi nulla da incolparlo».
15070f008e	Tutto ho visto nei giorni della mia vanità: perire il giusto nonostante la sua giustizia, vivere a lungo l'empio nonostante la sua iniquità.
150710004c	Non esser troppo scrupoloso né saggio oltre misura. Perché vuoi rovinarti?
1507110051	Non esser troppo malvagio e non essere stolto. Perché vuoi morire innanzi tempo?
1507120079	E' bene che tu ti attenga a questo e che non stacchi la mano da quello, perché chi teme Dio riesce in tutte queste cose.
1507130050	La sapienza rende il saggio più forte di dieci potenti che governano la città.
1507140057	Non c'è infatti sulla terra un uomo così giusto che faccia solo il bene e non pecchi.
1507150071	Ancora: non fare attenzione a tutte le dicerie che si fanno, per non sentir che il tuo servo ha detto male di te,
150716004c	perché il tuo cuore sa che anche tu hai detto tante volte male degli altri.
1507170071	Tutto questo io ho esaminato con sapienza e ho detto: «Voglio essere saggio!», ma la sapienza è lontana da me!
150718004b	Ciò che è stato è lontano e profondo, profondo: chi lo può raggiungere?
150719009f	Mi son applicato di nuovo a conoscere e indagare e cercare la sapienza e il perché delle cose e a conoscere che la malvagità è follia e la stoltezza pazzia.
15071a00b3	Trovo che amara più della morte è la donna, la quale è tutta lacci: una rete il suo cuore, catene le sue braccia. Chi è gradito a Dio la sfugge ma il peccatore ne resta preso.
15071b0064	Vedi, io ho scoperto questo, dice Qoèlet, confrontando una ad una le cose, per trovarne la ragione.
15071c007e	Un uomo su mille l'ho trovato: ma una donna fra tutte non l'ho trovata. Quello che io cerco ancora e non ho trovato è questo:
15071d0064	Dio ha fatto l'uomo retto, ma essi cercano tanti fallaci ragionamenti. Vedi, solo questo ho trovato:
1508010089	Chi è come il saggio? Chi conosce la spiegazione delle cose? La sapienza dell'uomo ne rischiara il volto, ne cambia la durezza del viso.
1508020040	Osserva gli ordini del re e, a causa del giuramento fatto a Dio,
1508030063	non allontanarti in fretta da lui e non persistere nel male; perché egli può fare ciò che vuole.
1508040044	Infatti, la parola del re è sovrana; chi può dirgli: «Che fai?».
1508050060	Chi osserva il comando non prova alcun male; la mente del saggio conosce il tempo e il giudizio.
1508060061	Infatti, per ogni cosa vi è tempo e giudizio e il male dell'uomo ricade gravemente su chi lo fa.
1508070047	Questi ignora che cosa accadrà; chi mai può indicargli come avverrà?
15080800bb	Nessun uomo è padrone del suo soffio vitale tanto da trattenerlo, né alcuno ha potere sul giorno della sua morte, né c'è scampo dalla lotta; l'iniquità non salva colui che la compie.
1508090084	Tutto questo ho visto riflettendo su ogni azione che si compie sotto il sole, quando l'uomo domina sull'altro uomo, a proprio danno.
15080a00bc	Frattanto ho visto empi venir condotti alla sepoltura; invece, partirsene dal luogo santo ed essere dimenticati nella città coloro che avevano operato rettamente. Anche questo è vanità.
15080b0090	Poiché non si dà una sentenza immediata contro una cattiva azione, per questo il cuore dei figli dell'uomo è pieno di voglia di fare il male;
15080c00af	poiché il peccatore, anche se commette il male cento volte, ha lunga vita. Tuttavia so che saranno felici coloro che temono Dio, appunto perché provano timore davanti a lui,
15080d0064	e non sarà felice l'empio e non allungherà come un'ombra i suoi giorni, perché egli non teme Dio.
15080e00e4	Sulla terra si ha questa delusione: vi sono giusti ai quali tocca la sorte meritata dagli empi con le loro opere, e vi sono empi ai quali tocca la sorte meritata dai giusti con le loro opere. Io dico che anche questo è vanità.
15080f00e1	Perciò approvo l'allegria, perché l'uomo non ha altra felicità, sotto il sole, che mangiare e bere e stare allegro. Sia questa la sua compagnia nelle sue fatiche, durante i giorni di vita che Dio gli concede sotto il sole.
150810009e	Quando mi sono applicato a conoscere la sapienza e a considerare l'affannarsi che si fa sulla terra - poiché l'uomo non conosce riposo né giorno né notte -
15081100f2	allora ho osservato tutta l'opera di Dio, e che l'uomo non può scoprire la ragione di quanto si compie sotto il sole; per quanto si affatichi a cercare, non può scoprirla. Anche se un saggio dicesse di conoscerla, nessuno potrebbe trovarla.
15090100be	Infatti ho riflettuto su tutto questo e ho compreso che i giusti e i saggi e le loro azioni sono nelle mani di Dio. L'uomo non conosce né l'amore né l'odio; davanti a lui tutto è vanità.
15090200ca	Vi è una sorte unica per tutti, per il giusto e l'empio, per il puro e l'impuro, per chi offre sacrifici e per chi non li offre, per il buono e per il malvagio, per chi giura e per chi teme di giurare.
15090300e2	Questo è il male in tutto ciò che avviene sotto il sole: una medesima sorte tocca a tutti e anche il cuore degli uomini è pieno di male e la stoltezza alberga nel loro cuore mentre sono in vita, poi se ne vanno fra i morti.
150904006e	Certo, finché si resta uniti alla società dei viventi c'è speranza: meglio un cane vivo che un leone morto.
1509050079	I vivi sanno che moriranno, ma i morti non sanno nulla; non c'è più salario per loro, perché il loro ricordo svanisce.
