2800000008	Maatoosa
2c040c00a5	Yinnii gisho, atotitsi E baggarap attin melle oode baggaran yi7ikaaya. Nu E suntsite attode gaar as ubbas Xoozii saloppa oomora inggide melle suntsi baaya» yagayda.
2c040d009e	Shiiqide asuntsi Phexiroosan Wahannisan qonccizi ohidanno bi7ide wode un tamaarikaayze cer asi maaqqidanno qoppii gaama nashshida; un Yesuusara yezanno erida.
2c040e0058	Mahi faxide atstse Phexiroosaran Wahannisara eqqidanno asuntsi bi7in gawude baz dhabida.
2c040f003f	Yezin Phexiroosan Wahannisan bale kessade gaar yiizii fa gidda,
2c04100091	«Hyantsi asuntsalla nu akko oochcho? Un kushite oochinttide damma kille baz Yerusalaame yeze ubbuntsis qonccida. Nu yinno aachchodes dandda7oos.
2c04110093	Yezin hyanna ohita as gidda dalggaame gaar yikkeppa hyantsi asuntsi Yesuusa suntsite mulon ohaame fanan tamaarssaame fana kayoda» ga7i zorinttida.
2c04120055	Unttana xeegii, Yesuusa suntsite yikkeppa ohaame gaar woy tamaarssaame gaar kiittida.
2c04130092	Yezin Phexiroosan Wahannisan unttago mahi, «Xoozzes kiitinttodanippan yinttis kiitinttodannippa Xoozze tiino aanna lo77o yezako ane yin firddote.
2c04140047	Nu bi7idannon si7idannon ohikaayzara si7i gawudes dandda7oos» yagayda.
2c041500a2	Cimuntsin worzha ahizuntsii tiinostippa miintsi kaccii unttana dakkii ashshida. Asuntsi hyanidannis Xooz galatii bonchchide gisho unttana firddodes dandda7ikaaya.
2c0416004b	Yinna kille oochite hyarggitippa faxide atstses laytsita oytamappa aadhane.
2c0417007f	Phexiroosan Wahannisa billinttii ammanze bagguntsago hyanggi, kahinunts hyalaquntsin cimuntsi faago gaydebaz ubba unttis ohida.
2c0418009c	Un yinno si7ide wode fettii wozina maaqqii Xoozza hyannigaara yaga7i woossida: «Ubba Ahize Laatstsayo, salo, sa7a, abban un gidda yezanno ubba medhdhidayo,
2c04190084	Neenii ne arize, nu aday Dawute doontte Geeshi Ayyaanara, «Ayhude maaqqoosuntsi akkos zuuzinggido? Worzhuntsi akkos cer zorinttido?
2c041a0055	Sa7a kaatuntsin worzha ahizuntsi wolla Laatstsellan Tizhinttidellan denddida yagayda.
2c041b00a1	«Turon, Heroodisan Phenxe Philaaxoosa Ayhude maaqqoosse asuntsaran Isra7eele asuntsara ne tizhide ne geeshi Na7ay Yesuusalla denddodes hyanna katamtte shiiqida.
2c041c0053	Mahi neenii ne wolqqaran ne qofar oochchoda ga7i qoppii bettide baz ubba un folida.
2c041d0072	Hyatten Laatstso, un manddizanno bo7o; nuunii ne aruntsii ne qaaltto kumutsi wozinar ohode gaar nuus wolqqa inggo.
2c041e0098	Ne geeshi oochanchchize Yesuusa suntsite hyargginttizuntsana fatstsodes, kille bazin gaama qofize baz oochinttode gaar ne kushito micco» ga7i woossida.
2c041f007e	Un Xooz woossidannippa suuba un shiiqide bessita en7ida. Un ubbuntsi gidda Geeshi Ayyaana kumin Xoozze qaaltto qonccizi ohida.
2c04200089	Ammanzuntsi ubbunts qofaran wozinaran fetto maaqqida. Un faas yeze baz ubba ta baz ga7i ohoos. Yezin faas yezanno ubba wolla maadinttane.
2c04210082	Hawaaruntsi Laatstse Yesuusa hyayqoppa denddidanno damma wolqqara markkidhane. Xoozii un ubbuntsis damma aadho keehatitsi inggida.
2c04220074	Gade maaqqin keetstsi yeze ubba bayzi birtto wolalla gaddane. Yinnii gisho ammanzunts gidda madhidhize fettin baaya.
2c04230064	Birtto ki7i hawaaruntsis inggane; yinna birtto fetes fetes koshshide fana shaakkii shaakkii inggane.
2c04240093	Qoophiroosa gaaze besite yelinttide Yoosefa gaaze Leewe kochchappa maaqqide fete yene. E suntsito hawaaruntsi Barnnabaasa (Mintsitsize na7a) gayda.
2c04250044	Barnnabaasa faas yeze gadito bayzi birtto ki7i hawaaruntsis inggida.
2c05010044	Fettii Hananiya gaaze atstse fa machchita Saphphiirira gade bayzida.
2c05020058	Yinna bayzide birtippa fa machchita erizin ashshii, attidanno ki7i hawaaruntsis inggida.
2c0503008f	Yezin Phexiroosa Hananiyago, «Ne Geeshi Ayyaana cimmode gaaran gadito bayzide birtippa shaakkii ashshode gaar Xalahe ne wozintte akkos gelido?
2c050400e5	Neenii bayzodannippa tiino gadize nebaz baane? Mahi ne bayzi maaqqinin miishita nebaz baane? Yeezin, yinnii gaarize baz oochchodes akkos ne wozintte qoppido? Ne Xooz tiino worddidhdhidap attin as tiino worddidhdhikaaya» yagayda.
2c0505005a	Hananiya yinna qaaltto si7ide gaar gol7i hyayqqida; yinno si7ide ubbuntsi damma zhashtida.
2c0506003c	Na7atitsuntsi denddii E ahito ziidhii xaaxii kanggi moogida.
2c0507005d	Hyaydzdzii saateppa suuba Hananiya machchita yinno erikaayzara Phexiroosa yeze besite gelida.
2c0508008c	Phexiroosa iigo, «Yin gadito yinna birtis gammatii bayzidate? Ane taas oho» yagayda. Izan, «Yee, yinna birtis gammatii bayzida» yagayda.
2c050900a6	Phexiroosa maachito, «Neeran ne azinzera Laatstse Ayyaana fattanodes akkos zorinttidote? Yikke, ne azinza moogide asuntsi bale yene; nenan un bale kessoda» yagayda.
2c050a008c	Maachita iira Phexiroosa tohiti kale gol7i hyayqqida; shakanuntsi gelize wode hyayqqidanno denggi bale kessii, I azinze kale kanggi moogida.
2c050b0047	Kumutsi woosa keetsitan yinno si7ide melle asunts ubba damma zhashtida.
2c050c007a	Hawaaruntsi gaama qofize bazin kille baz asunts gidda oochchiter yene. Ubbuntsi fettii wozinar Solomone furtstsa shiiqane.
2c050d005c	Melle asappa fettii asin unttar maadinttodes miinggikaaya, yezin asuntsi unttana bonchchida.
2c050e0046	Ammanze dhiiratsuntsin maachunts faydita tiinostippa gaanggite qitida.
2c050f00a8	Yinnii gisho, asuntsi hyargganchchuntsana shanchafaran alggara tookkii Phexiroosa aadhize wode E dashita unttappa fetalla fetalla dashode gaar oge doona kessii gaddane.
2c05100088	Mahi gaama asuntsi Yerusalaame kale yeze katamappa hyargginttizuntsana tuna ayyaana waayitsize asuntsana ekkii ye7ine; ubbuntsin faxane.
2c05110057	Kahinunts hyalaqizen eera yeze Saduqaawuntsi ubba ixxera kumii hawaaruntsalla denddida.
2c05120030	Hawaaruntsana aykkii worzha achi keetstsa olida.
2c05130058	Yezin Laatstsi kiitanchcho qamma achi keetstsa furtsito bugii hawaaruntsana bale kessii,
2c05140059	«Hyanggi, Xoozze Keetstsa eqqii hyanna kille de7o qaaltto asuntsis ubba ohote» yagayda.
2c051500f2	Hawaaruntsi yinno si7ide wode wontta gooda Xoozze keetstsa gelii tamaarsse aykkida. Kahinunts hyalaqizen eera yezuntsi yi7i, Isra7eele cimuntsana ubba xeegii shiishii hawaaruntsana fa tiino ko7ode gaar wottaddaruntsana achi keetstsa kiittida.
2c05160064	Yezin wottaddaruntsi achi keetstsite hyanggi hawaaruntsana denggikaaya. Suub maaqqii yi7i asuntsago,
2c051700bf	«Nu hyanggize wode achi keetsiti furtsita mintstsii gorddinttin, naagizuntsi furtsite eqqiduntsana denggida. Yezin nu furtsito bugize wode gidda melle atto yezin fettii asin baaya» yagayda.
2c0518008f	Yinnii gisho, Xoozze Keetstsite wottaddaruntsana kiittize kahinunts hyalaquntsi yinno si7eze wode «Hawaaruntsalla akko hyanido?» ga7i tawida.
2c05190081	Ye wode fettii asi unttago yi7i, «Yikke, yin accide asuntsi Xoozze Keetstsite eqqii asuntsana tamaarssane» yaga7i unttis ohida.
2c051a00b4	Xoozze Keetstsite wottaddaruntsana kiittize fa wottaddaruntsara hyanggi hawaaruntsana ki7ida. Yezin un fana asuntsi shuchchara dhogoda ga7i zhashtide gisho unttana aaddashi ki7ida.
2c051b0055	Un hawaaruntsana ki7i, shiiqide shanggunts tiintte essin kahinunts hyalaqize unttago,
2c051c00c6	«Yinttana nuunii ye atstse suntsite tamaarssaame gaar mintstsii kiittikaane? Yikke, yin timirttito Yerusalaame katama ubba yeltstsida. Ye atstse shemppitis nuna galisades koyanene?» yaga7i oocida.
2c051d006f	Phexiroosaran hyankko hawaaruntsara unttis mahite, «Nuunii asis kiitinttodannippa Xoozis kiitinttodes beezane.
2c051e004a	Masqalalla yin suxxii wodhide Yesuusa nu adunts Xoozze hyayqoppa dentsida.
2c051f009b	Isra7eeluntsi nagarappa maaqqade gaaran un nagartta atto ga7inttode gaar Xoozii Yesuusa ahizayan ashshizaya mahi bonchchora faappa mizaqi zalar bettitsida.
2c0520005d	Yinnis nu markka; mahi Xoozze fana kiitinttizuntsis inggide Geeshi Ayyaanan markka» yagayda.
2c05210055	Shiiqide asuntsi yinno si7eze wode damma zhilidhdhii, hawaaruntsana wodhodes qoppida.
2c052200ad	Yezin as ubba gidda damma bonchchinttide, higge asttamaare maaqqide, Gamaaliyale gaaze fettii Farisaawuze denddii eqqii hawaaruntsana eerats gode bale kessode gaar kiittida.
2c05230079	Yinnippa suuba, shiiqide asuntsago, «Isra7eele asuntso, hyantsi asuntsalla yin oochchodes qoppide bazitippa naaginttote.
2c052400ca	Akkos gayko, hyannippa tiino Tewodaasa fana, ‹Ta damma› ga7i denddin, oyddii xeet maaqqade asuntsi eera wolla maaqqida. Yezin eza wodhin eza kaallize ubbuntsi laanttin fatstsoosse as maaqqii attida.
2c052500a5	Yinnippa suuba, asuntsi faydinttide wode Galilappa yeze Yihuda denddii gaama asuntsi fana kaallode gaar yiizida, yezin eza wodhin eza kaallize asuntsi ubba lanttida.
2c0526009d	Hyatten ta yinttis ohine; hyantsi asuntsappa shaginttote; unttana bochchippete. Akkos gayko, hyanna qoftton hyanna oochito asi oochchizebaz maaqqiko dhaboda.
2c052700e1	Yezin hyanna qofttan hyanna oochita Xoozappa yi7idebaz maaqqiko, yin unttana dhabssodes dandda7oos. Turippa yin Xoozara kaccinttitera benttaame fana» yaga7i ohida. Yinnii gisho, shiiqide asuntsi Gamaaliyale zoridanno ekkida.
2c0528008e	Hawaaruntsana hyankka faago xeegii alanggara garafizida. Yinnippa suuba, unttago, «Yesuusa suntsito lam7intsa ohippete» ga7i billii dakkida.
2c0529006c	Yesuusa suntsiti gisho un borintte beezzebaz maaqqidanno erize gisho shanggunts tiinoppa ufayttitera kezida.
2c052a006d	Un ubba wode Xoozze keetstsan as keetstsan Yesuusa E Kiristtoosa maaqqidanno tamaarssen sabbaken ashshikaaya.
2c06010111	Ye wode kaallizunts faydita gaanggi gaanggi hyanggodera, Girike doona ohinttize Ayhuduntsi Yihuda gidda yelintti yeze Ayhuduntsalla zuuzinggida. Akkos gayko, Girike doonara ohinttize Ayhuduntsi, «Awaras ingginttize katsite nu azinii baayze maachuntsi qohinttida» yagayda.
2c0602007b	Taphpho lam77i hawaaruntsi woosa keetstsa as ubba xeegii, «Nu Xoozze qaala ohizanno ashshii katstsa muuzanna nuus beezoos.
2c06030097	Yikke, ishuntso, lo77o oochara, Geeshi Ayyaanaran cinccatitsara kumide laappun asuntsana yin giddappa doorote; nuunii unttana hyanna oochitis shuumoda.
2c0604004b	Yezin nuunii, ubba wode Xooz woosaran qaala tamaarssera minggoda» yagayda.
2c060500df	Hawaaruntsi ohide ohita asuntsana ubba ufayssida. Yinnii gisho, ammanon Geeshi Ayyaana kumide Isxifaanosa, Filphoosa, Phirokoroosa, Niqaarona, Ximoona, Pharmmeenan Ayhude ammano gelii maaqqide Anxookiya Niqolawoosa doorida.
2c06060051	Unttana hawaaruntsi tiino essin, hawaaruntsi unttalla kushe gaddii Xooz woossida.
2c06070081	Xoozze qaala dalggitter hyanggida. Yerusalaame yeze ammanzunts faydita loytsii gaanggitter hyanggida; gaama kahinuntsin ammanida.
2c06080063	Isxifaanosa aadho keehatitsaran wolqqara kumii asunts gidda gaama qofize bazin kille baz oochchane.
2c0609009f	Arotitsappa kezide Ayhude woosa Keetstsa asuntsi Qereenappan Iskkinddiriyappa Kilqiyappan Iisiyappa yi7ide fettii fettii asuntsi denddii Isxifaanosara lallida.
2c060a004e	Yezin Isxifaanosa ohite yeze cinccatitsiton Ayyaanza un ixxodes dandda7ikaaya.
2c060b0057	Yinna wodite un, «Musen Xoozin E cashshadera si7ida» gaaze worddo asuntsana dentsida.
2c060c0082	Yinnii gaar yiizii asuntsana, cimuntsanan higge asttamaaruntsana eella afa dentsitsida. Isxifaanosa aykkii Shanggo tiino kanggida.
2c060d006b	Eella afa faydide worddo markkuntsi, «Hyay atstse hyanna Geeshi Keetsiton Muse higgiton mahi mahi cazhane.
2c060e008f	E, ‹Hyay Naazirete Yesuusa, hyanna Xoozze Keetsito laloda; mahi Muse nuus inggide higgito laammoda› yagaaze worddo markka essida» yagayda.
2c060f0074	Shanggo shiiqite bettide asuntsi ubbanna Isxifaanosa loytsii be7ize wode E sintta kiitanchcho sino maaqqii benttida.
2c07010042	Kahinunts hyalaqize Isxifaanosago, «Hyanna turo?» yaga7i oocida.
2c0702009e	Isxifaanosa, «Ta ishuntson, ta aduntso, si7ote! Nu aday Abrahama Kaarane yessades hyammadannippa tiino Masephexoomiya yessadera, bonchcho Xoozze ees qonccii,
2c07030051	‹Ne gaditippan ne iginuntsappa shaakkintti ta nena beezze sa7a qito› yagayda.
2c07040091	Ye wode Abrahama Kalddaawyane gadeppa kezii Kaarane sa7a yezida. E aday hyayqqidannippa suuba Xoozii eza hyanna sa7ite hyatte yin yezanne ki7ida.
2c070500c1	E hyanna gaditippa melle atto yezin toher yedhdhize bessin Abrahamas inggikaaya. Yezin na7a eesi baayze wode Xoozii hyanna sa7ite eesin E kochchitis laattode bessi mahi inggodanno qaala gelida.
2c07060088	Xoozii Abrahamago, ‹Ne kochchita melle sa7a zaqqotitsa yessada; ize oyddii xeet bere un aro maaqqii aqode fanan un7inttode fana ohida.
2c0707007c	Yezin ta ne kochchito ahize worzhuntsalla firddoda. Yinnippa maaqqii, un yinna gaditippa kezii hyanne taas goynoda› gayda.
2c070800d6	Xoozii Abrahama kochchita garrazinttode gaar eera caaqin, Yisaaqa yelinttide osfuntsa qammite garrazinttida. Yisaaqa Yayqooba yelida; mahi Yayqooba taphpho lam77i fa na7untsana, zartii ade maaqqiduntsana garrazida.
2c07090058	«Yayqooba na7untsi Yoosefa ixxii Gibxxe gade arotetsis bayzida, yezin Xoozze eera yene.
2c070a00b4	Eza, E madhiti ubbappa kessida. Gibxxe kaat Faroona tiino saban cinccatitsin eesi inggida. Gibxxe kaati Yoosefas Gibxxe sa7an fa keetstsito ubba ahode fana adetitsi wolqqa inggida.
2c070b007d	«Gibxxen Kanaane sa7a ubba naye gelii gaama asi waytsida. Ye wode nu aday Yayqooba na7untsi katstsa denggodes dandda7ikaaya.
2c070c004b	Yayqooba Gibxxe sa7a katstsa yezanno si7i nu aduntsana tiino yeyga dakkida.
2c070d005f	Lam7intsa hyanggite Yoosefa fa ishuntsis fana erisida. Gibxxe kaatizen Yoosefa kochchito erida.
2c070e006f	Yoosefa fa aday Yayqoobaran fa kara asuntsana, laappun tam ichchin asuntsana faago ye7ode gaar dakkii ki7izida.
2c070f003e	Yayqooba Gibxxe sa7a wodhdhida; ezin E na7untsi ize hyayqqida.
2c07100080	Un ahita yinna bessitippa Seekeme tookkintti hyanggi, ize Abrahama Emoore na7untsappa gaama birara wonggide boozite mooginttida.
2c07110083	«Yezin Xoozii Abrahamas inggoda gaydanno folize wodita yellodes ukkide wode Gibxxe sa7a yeze nu asuntsi gaanggi gaanggi hyanggida.
2c07120041	Yinnippa suuba, Yoosefa eroosse melle kaati Gibxxe sa7a ka7itida.
2c07130074	Ye kaatize nu kochchito genii eerats na7untsi hyayqqode fanan unttana bale kessii olode fana nu aduntsana un7itsida.
2c07140082	«Yinna wodite Muse yelinttida; E Xoozze tiino gaama lo77o bishshar yeze na7a. Fa aday keetstsa hyaydzdzii agina yellodes diccida.
2c07150062	Muse kanggi hyaatsi gaxa gaddide wode Gibxxe kaat naata denggi ekkii faas na7a mahi eza dichchida.
2c0716004b	Muse Gibxxuntsi eratitsi ubba tamaarii oheran oocharan mintsii as maaqqida.
2c0717005f	«Muses laytsita oyttam kumide wode fa ishuntsana, Isra7eeluntsana be7ades fa wozintte qoppida.
2c0718007b	Isra7eeluntsappa feta Gibxxe atstse qohodera bi7i ye Isra7eele atstsa maaddii, ye qohiza Gibxxe atstsa wodhii kushe mahida.
2c0719005e	Muse fa ishuntsana fa baggara Xoozii ashshodes yiizanno un tiiroda gayda, yezin un tiirikaaya.
2c071a00a5	«Wonttistti wode lam77i Isra7eele asuntsi fete fetera hyadhinttodera denggi unttana giigissades koyi, ‹Asuntso, yin wolis ishe; akkosi fete feta qohe?› yagayda.
2c071b004f	«Yezin fa laggiza qohize Musego, ‹Nena nuulla ahize asin daynna mahide oode?
2c071c005c	Ne omatse Gibxxe atstsa wodhidannigaara tana wodhodes koyane?› yaga7i Muse urqqii dakkida.
2c071d0075	Muse yinno si7ide wode Gibxxeppa bettii Miidiyaame sa7a bete asi maaqqii yezitera lam77i dhiiratsi na7untsana yelida.
2c071e008c	«Laatstse kiitanchcho oyttam bereppa suuba Siina dere kale yeze akko baayze ganasa zhil7o kube gidda eexize tama loxe gidda Muses benttida.
2c071f005f	Muse fa bi7idanne gaama qoppii, loytsii be7ades zhil7o kube kale shiiqii yezin, Laatstse qaala,
2c0720008a	‹Taanii ne aduntsi, Abrahama Xooz, Yisaaqa Xooz, Yayqooba Xooz› yaga7itera Musego yi7ida. Muse zhashimora goqii be7ades dandda7ikaaya.
2c0721005f	«Laatstsi Musego, ‹Neenii eqqide sa7ita geeshi maaqqide gisho ne tohite yeze caammito kesso.
2c072200a3	Taanii Gibxxe yeze ta asunts madharan firddara un7inttizanno bi7ida. Un uuftto si7i unttana ashshodes wodhdhida. Hyatte hyayga! Ta nena Gibxxe kiittoda› yagayda.
2c072300c7	«Isra7eeluntsi hyaya Muse, ‹Nena nuulla hyalaqan daynna mahide oode?› yaga7i ixxidanno hyay atstsa zhil7o kube gidda eesi benttide Kiitanchchuntsi baggara hyalaqan ashshiza mahi Xoozii kiittida.
2c072400a6	Hyay atstse Muse Isra7eeluntsana Gibxxeppa kessii gaama qofize bazin kille baz oochchii unttana Gibxxe sa7a, Erttera Abban, akko baayze ganasa oyttam bere kaalitsida.
2c0725008c	«Hyay atstse Isra7eele asuntsago, ‹Xoozii tana dentsidanni fana yin kochchitii giddappa ta gaar nabe yinttis dentsoda› gayday eza Muse.
2c072600b9	Akko baayze ganasa shiiqide Isra7eele asuntsara yeziday, nu aduntsara yeziday Siina Derizella ees ohide kiitanchchuntsara yezide Muse eza. Yeyzi, Xoozze de7o qaala nuus inggodes ekkida.
2c0727005f	«Yezin nu mayzuntsi Muses kiitinttodes kadhikaaya; eza ixxii suub Gibxxe maaqqades amudhdhida.
2c0728008b	Mahi Aaronan, ‹Nuna kaalitsize eequntsana nuus medhdho. Akkos gayko, hyayni nuna Gibxxeppa ki7ide Muse, wayezako nuunii eroos› yagayda.
2c07290092	Ye wode hyarina aazizi eequntsana medhdhida. Yentsi eequntsis zharsho zharshi fa kushite oochchide oochita un qoftti fana hyanide gisho ufayttida.
2c072a00e3	Yezin Xoozii unttis bantte mahida. Un salo xoolintto goynode gaar unttana olii ashshida. Nabunts maxaafite, «‹Isra7eele asuntso, oyttam bere ubba akko baayze ganas sa7a shukkide hyarsin zharshide zharshito taas shiishidaane?
2c072b00a6	Yin, yinttis goynodes kesside Moloke dunkkaane Refaane ga7inttize yin eeqize xoolintto misile tukkida. Ta yinttana Baabilooneppa gode dakkoda› ga7intti xaafinttida.
2c072c007b	«Nu aduntsis akko baayze ganasa markka dunkkaane yene. Ezan Xoozii Muse kiittidannigaaran eza beezidanni gaaran medhdhida.
2c072d00ce	Mahi nu aduntsi yinna dunkkaantto fa aduntsappa ekkii Xoozii tiino bay7ide Ayhude maaqqoosse asunts gadito aykkide wode Iyyaasura yeyga ekkii gelida. Ye dunkkaaniza Dawute wode yellodes yinna besite yezida.
2c072e005d	Dawute Xoozappa nashshinttida. Mahi Yayqooba Xoozzes yessade keetstsi keexades Xooz woossida.
2c072f0026	Yezin eesi keetstsi keexxide Solomona.
2c0730005c	«Maaqqikon, Ubbappa kattara yeze Xoozze asi keexxide keetstsa yezoos. Nabize gaydanni gaar,
2c07310085	«‹Salo taas araata, sa7an ta tohita yedhdhize bessi. Yeezin, taas yin akko gaarize keetstsi keexxode? Woy ta shemppize besita aba?
2c07320036	Hyanno ubba ta kushite medhdhika?› yagayda Laatstsi.
2c0733009c	«Yin wayde si7oosse aso? Yin wozintta Xoozze qaala ekkodes akkosi ixxido? Yin hyayta akkosi tullido? Yin, yin aduntsi gaar ubba wode Geeshi Ayyaana ixxane.
2c07340085	Nabunts giddappa yin aduntsi bay7ikaayze oode? Xillizay yo7odanno tiinidhii ohiduntsana wodhida. Hyatte yin eza aatsii inggi wodhida.
2c0735004f	Yin Kiitanchcho kusheppa Xoozze higgito ekkida, yezin kiitinttikaaya» yagayda.
2c0736005c	Un yinno si7ide wode fa wozintte Isxifaanosalla gaama zhilidhdhi, fa doontto dha7i manddida.
2c0737007a	Yezin Isxifaanosa Geeshi Ayyaanara kumii, Salo ude bi7i, Xoozze bonchchiton Yesuusa Xoozze mizaqi zalara eqqidanno bi7ida.
2c07380059	«Yikke, taanii salo bugunttin, As Na7ay, Xoozze mizaqi zalara eqqidaya bi7ida» yagayda.
2c0739004b	Fa qaaltto dhoqi yiizii wuysittera, fa hyayito aykkii fettilla eego woxxida
2c073a0077	Eza katamappa gaxa kessii, shuchchara dhogida. Markkuntsi fa ma7ito fettii Saawula gaaze na7atitsi atstse kale gaddida.
2c073b0063	Isxifaanosa, «Ta Laatstso Yesuusa, ta shemppito ekko» yaga7i xeegodera un eza shuchchara dhogane.
2c073c0082	Bunqqunttii, fa qaaltto dhoqi yiizii, «Ta Laatstsayo, hyanna nagartto unttis atto ga7o» yagayda. Yinno yaga7i maaqqii hyayqqida.
2c080100b2	Saawula Isxifaanosa wodhe qofite gelida. Ye wode Yerusalaame yeze woosa keetstsite damma bay7e denddida. Hawaaruntsap attin ammanze ubbuntsi Yihuda sa7an Samaara sa7a lalinttida.
2c08020048	Fettii fettii Xooz asuntsi Isxifaanosa moogida; mahi ees damma yeekkida.
2c08030094	Yezin Saawula woosa keetsito lalodes koyane. Ubbunts kara wutii gelii, ammanze dhiiratsuntsanan maachuntsana gochchii kessii achi keetstsa geltsane.
2c08040035	Lalinttide ammanzuntsi qitide bessa ubba qaala ohine.
2c0805003e	Filphoosa Samaara katama gelii Kiristtoosa baz asuntsis ohida.
2c08060067	Gaama asuntsi Filphoosa gaydanno si7ide woden E oochchide kille bazito bi7ide woden eza akaakii si7ida.
2c0807005e	Tuna ayyaana uukki gaama asuntsappa kezida; mahi gaama tohe gundduntsin wobbuntsin bilinttida.
2c0808002c	Yinna katamite yeze asuntsi damma ufayttida.
2c08090087	Yezin Simoona gaaze fettii atstse yinna katamite yene. E, Taanii damma ga7i Samaara asuntsana maridhdhitera gaama qofizittera gam77ida.
2c080a0060	Eeratsappa damma yellodes yeze asuntsana ubba, «Damma Xoozze wolqqita hyanno» ga7i eza si7ine.
2c080b005a	Gaama wodeppa aykkii maridhittera Samaara asuntsana gaama qofize gisho asuntsi eza si7ine.
