0100000008	Genesisy
181d010120	Intoy ty enta’ i taratasy nampihitrife’ Iirmeà mpitoky boak’ Ierosa­laime mb’amo sehangan-droandriañe an-drohy añe naho amo mpisoroñeo naho am’ondaty iaby nasese’ i Nebokadnetsare mpanjaka’ i Bavele mb’am-pandrohizañe añe boak’ Ierosalaime ao mb’e Bavele añeo,
181d0200ae	ie fa nienga’ Ierosalaime t’Iekonia mpanjaka naho i rene-mpanjakay naho o mpifelekeo, naho o roandria’ Iehodà naho Ierosa­laimeo naho o mpandran­jio vaho o mpanefeo,
181d0300ae	am-pità’ i Elasà, ana’ i Safane ana’ i Gemarià, ana’ i Kelkià nirahe’ i Tsidkia mpanjaka’ Iehodà mb’ amy Nebokadnetsare mpanjaka’ i Bavele, nanao ty hoe:
181d040094	Hoe t’Iehovà’ i Màroy, t’i Andrianañahare’ Israele, amo mpirohy iabio, o nampaneseko an-drohy boak’ Ierosalaime mb’e Bavele mb’eoo:
181d05004d	Andranjio anjomba le imoneño, amboleo an-koboñe ao vaho ikamao ty voka’e;
181d0600eb	mañengà valy naho misamaha ana-dahy naho anak’ampela; androroto enga-vao o ana-dahi’ areoo le atoloro amo mpañengao ty anak’ ampela’ areo, hisamaha’ iareo ana-dahy naho anak’ ampela; vaho manaranaha añe fa ko miketrake.
181d07008e	Ampanintsiño i rova nampaneseko anahareo an-drohiy vaho mihalalia am’ Iehovà ho aze; amy te i fierañeraña’ey ty hierañeraña’ areo.
181d0800c5	Fa hoe t’Iehovà’ i Màroy, i Andria­nañahare’ Israeley; Ko apo’ areo hamañahy anahareo o mpitoky naho mpañandro añivo’ areoo, vaho ko haoñe’ areo o nofy nampañanofiseñe iareoo.
181d090054	Ie mitoky vìlañe ama’ areo ami’ ty añarako; fa tsy niraheko, hoe t’Iehovà.
181d0a009d	Aa hoe t’Iehovà: Ie heneke ty fitompolo taoñe e Bavele ao, le ho tiliheko naho hanoeko i hasoa nivolañeko ama’ areoy, t’ie hampoliko an-toetse atoy.
181d0b0094	Toe apotako ty fisafiriako ho anahareo, hoe t’Iehovà, fisafiriam-pierañerañañe fa tsy hankàñe, hanolo­rako fitamàn-tsoa naho fisalalàñe.
181d0c004b	Hikanjy ahy nahareo, le hombeo iraho; hihalalia’areo, vaho ho tsanoñeko.
181d0d0043	Hipay ahy le ho rendre’ areo naho mitsoek’ an-kaampon’ arofo.
181d0e0104	Ho oni’ areo iraho, hoe t’Iehovà, naho hafoteko ty fandrohizañe anahareo, naho hatontoko boak’ amo hene tane naho hirik’ amo toetse iaby nandroahako anahareoo, hoe t’Iehovà; le hampoliko mb’amy toetse nampaneseko anahareo mb’am-pandrohizañey.
181d0f0052	Ami’ty natao’ areo ty hoe: Fa nampitroara’ Iehovà mpitoky e Bavele ao tika.
181d1000cb	Aa hoe t’Iehovà ty amy mpanjaka miambesatse am-piambesa’ i Davidey naho ty am’ondaty iaby mpimoneñe an-drova atoio, o rolongo’ areo tsy nindre nienga ama’ areo mb’ am-pandrohizañ’ añeo,
181d1100bf	hoe t’Iehovà’ i Màroy: Inao te hampañitrifeko am’ iereo ty fibara, ty hasalikoañe, naho ty angorosy, vaho hampanahafeko ami’ty sakoa mangeñe tsy mete haneñe ty amy haratia’ey;
181d1200d7	naho horidañeko am-pibara naho saliko naho kiria naho hampandronje-ronjèko mb’amy ze kila fifehea’ ty tane toy ho fatse naho halatsañe, ho fikosihañe, vaho fañinjeañe amo fifelehañe iaby niroaheko iareoo;
181d1300a8	amy t’ie tsy nanaoñ’ o volakoo, hoe t’Iehovà, ie nañitrifako o mpitoky mpitorokoo, nañaleñaleñe te namantoke, f’ie tsy nimete nijanjiñe, hoe t’Iehovà.
181d14007a	Aa le mijanjiña ty tsara’ Iehovà ry am-pandrohizañe añe iaby nampaneseko boak’ Ierosalaime mb’e Bavele mb’eoo.
181d150129	Hoe t’Iehovà’ i Màroy, t’i Andrianañahare’ Israele, ty amy Akabe ana’ i Kolaià, naho i Tsidkià ana’ i Maaseià, i mitoky vande ama’ areo aman’ añarako rey: Inao t’ie hase­seko am-pità’ i Nebokadnetsare mpanjaka’ i Bavele; vaho ho vonoe’e añatrefam-pihaino’ areo;
181d1600d1	le ho toñone’ ze hene mpirohi’ Iehodà e Bavele ao ty fatse ami’ty hoe: Hanoe’ Iehovà hambañe amy nanoa’e amy Akabe naho amy Tsidkià, i nampiforototoe’ ty mpanjaka’ i Bavele añ’afo ao rey;
181d1700e1	amy t’ie nitoloñe haloloañe e Israele ao, naho nanao hakarapiloañe amo tañanjomban-drañe’eo naho nisaontsy vìlañe ami’ty añarako, f’ie tsy nandiliako; toe maha­rendreke iraho naho mahatalily, hoe t’Iehovà.
181d180032	Le ty amy Semaià nte-Nekelamý, isaontsio ty hoe,
181d1900f6	Hoe ty nafè’ Iehovà’ i Màroy, i Andrianañahare’ Israeley: Amy te ihe nanokitse taratasy ami’ty añara’o amy ze hene’ ondaty e Ierosalaime ao naho amy Tsefanià ana’ i Maaseià mpisoroñe, vaho amo mpisoroñe iabio, nanao ty hoe:
181d1a00c0	Fa nanoe’ Iehovà mpisoroñe irehe hisolo’ Iehoiada mpisoroñe, soa te ho amam-pisary ty añ’ anjomba’ Iehovà ty amy ze dagola mitoky, hampijoñe aze am-balabey naho an-dongòk’ ao.
181d1b005a	Aa vaho akore te tsy nendaha’o t’Iirmeà nte-Anatote, ie manao ho mpitoky ama’ areo,
181d1c00a7	naho nampañitrife’e ama’ay e Bavele atoy ty hoe: Mbe ho ela ty fandrohizañe; mandranjia anjomba, le imoneño; le mambolea an-godoboñe ao vaho kamao ty voka’e?
181d1d0053	Le vinaki’ i Tsefanià mpisoroñe an-dravembia’ Iirmeà mpitoky i taratasy zay.
181d1e003d	Niheo am’ Iirmeà amy zao ty tsara’ Iehovà nanao ty hoe:
181d1f00cd	Ampisangitrifo amo hene am-pandrohizañeo ty hoe: Hoe t’Iehovà ty amy Semaià nte Nekelamý: Amy te nitoky ama’ areo t’i Semaià, f’ie tsy niraheko, vaho nampi­antofa’e anahareo ty haremborake,
181d2000fa	le hoe t’Iehovà: Inao! ho liloveko t’i Semaià nte Nekelamý naho o tiri’eo; ie tsy hanañe ty hitrao-pimoneñe am’ ondaty retoa, vaho tsy ho isa’e ty soa hanoeko am’ ondatikoo, hoe t’Iehovà; ty amo fiolañe tinaro’e am’ Iehovào.
181e010040	Ty tsara niheo am’Iirmeà boak’ am’ Iehovà, manao ty hoe:
181e02006c	Inao ty nitsara’ Iehovà, Andrianañahare’ Israele: Sokiro am-boke ao ze hene tsara nitaroñeko ama’o.
181e0300ce	Amy te ho tondroke ty andro, hoe t’Iehovà, te hafoteko ty fandrohiza’ ondatiko Israele naho Iehodao, hoe t’Iehovà; le hampoliko mb’amy tane natoloko aman-droae’ iareoy, vaho ho fanaña’ iareo.
181e04004b	Le iretoañe o entañe nitsarae’ Iehova am’ Israele naho am’ Iehodao.
181e05006c	Hoe t’Iehovà: Toe nahajanjiñe feom-pihondrahondrañe, naho fangebahebañan-jahay, fa tsy fanintsiñañe.
181e0600b2	Añontaneo henaneo, maharendreha hera misamake ty lahilahy; akore arè te treako mitam-pisafoa manahake ty rakemba mitsongo ondaty iabio, ie sindre miha-fosaposatse o laharañeo?
181e07007c	Hoy abey ty hara’elahi’ i àndroy, tsy añirinkiriñañe, ho andron-kankàñe am’Iakobe, f’ie ho rombaheñe ama’e.
181e0800b1	Ho tondrok’ amy andro zay, hoe t’Iehovà’ i Màroy, te hampipozaheko am-pititia’o ty joka’e, naho ho rafadrafateko o rohi’oo; vaho tsy hañondevo azo ka ty ambahiny;
181e090067	fe songa hitoroñe Iehovà Andrianañahare’e naho i Davide mpanjaka’e, ie hampitroareko ho a iareo.
181e0a0115	Aa le ko hemban-drehe ry Iakobe mpitoroko, hoe t’Iehovà; naho ko lonjetse, ry Israele; fa toe ho rombaheko boake tsietoitane añe, naho ty tiri’o boak’ an-tanem- pandrohizañe añe, le himpoly t’Iakobe naho hianjiñe naho hierañerañe, vaho tsy eo ty hañembañe aze.
181e0b00d6	Amy t’ie indrezako, hoe t’Iehovà, handrombahako; le ho fonga mongoreko o fifeheañe nampiparatsiahako azoo, fa tsy hampigadoñeko ka irehe; te mone ho lafaeko ami’ty hatò, vaho tsy ho rotsaheko ho mongotse.
181e0c005c	Aa hoe t’Iehovà: Toe tsy lefe jangañeñe ty farare’o, vaho mahaferenaiñe o fere’oo.
181e0d0059	Tsy eo ty mihalaly ho azo, hampibandiañe o naratseo, tsy amañ’aoly mahamelañ’ azo.
181e0e00c8	Songa nañaliño azo o sakeza’oo, tsy ipaia’iareo; fa vinonotroboko hoe zinevo’ ty rafelahy, ami’ty fandafam-pampisoañe; ami’ty hajabajaba’ o hakeo’oo ami’ty fitoabora’ o tahi’oo.
181e0f00a3	Ino ty ikoikoiha’o ty hasilofa’o, tsy mete mitotòtse o rare’oo, fa ty haloza’ o hakeo’oo, vaho ty hamaro’ o tahi’oo ty nanoako ama’o o raha rezao.
181e1000ca	F’ie songa habotseke o mampibotsek’ azoo, naho o rafelahi’o iabio, sindre hasese am-pandrohizañe añe; naho ho fikopahañe o mikopak’ azoo, vaho fonga hatoloko ho tsindroheñe ze mitsàtsa azo.
181e11009e	Hampijangañeko, vaho ho melañeko o fere’oo, hoe t’Iehovà; amy te natao’ iareo añombe-lahy mavo irehe ami’ty hoe: Ty Tsione, ie tsy paia’ondatio.
181e1200ca	Aa hoe t’Iehovà: Inao! hafoteko ty fandrohizañe o kiboho’ Iakobeo, naho ho ferenaiñeko o kivoho’eo; naho hamboareñe ambone’ i tamboho’ey i rovay, vaho hajadoñe amy toe’ey eo i anjombay.
181e130096	Hiboak’am’iereo ty fañandriañañe, naho ty fiarañanaña’ o mifaleo; vaho hampitomboeko fa tsy haketrake, hampiraoraoeko iereo le tsy ho kede.
181e140078	Hanahake te taolo o ana’eo, naho hioreñe aoloko eo ty valobohò’ iareo, vaho fonga ho liloveko ze mamorekeke iareo.
181e1500ca	Ho raik’ am’iereo ty mpiaolo’ iareo, naho ho hirik’ am’iereo ao ty mpifehe’ iareo; naho hampañarineko amako re, toe ie ty hañarivo ahy; fa ia ty hahavany hitotok’ amako? hoe t’Iehovà.
181e16003b	Ho ondatiko nahareo, vaho ho Andrianañahare’ areo iraho.
181e17008f	Heheke ty talio-lahi’ Iehovà, fa mionjoñe mb’eo ty filoroloroa’e, tangololahy mikafoakafoake; miviombio ami’ty loha’ o lo-tserekeo.
181e1800b1	Tsy hibalike ty haviñerañe miforoforo’ Iehovà, ampara’ te nihenefe’e naho sikal’amy te fonitse i nisatrien’ arofo’ey; ho rendre’ areo izay amo andro honka’eo.
181f010073	Amy andro zay, hoe t’Iehovà, le ho Andrianañahare’ ze hene fifokoa’ Israele iraho, vaho h’ondatiko iereo.
181f020089	Hoe t’Iehovà: Nitendreke falalàñe am-patrambey añe ondaty nasisa’ i fibaraio, fa naseseko mb’am-pitofa’e mb’eo t’Israele.
181f0300a5	Niheo amako t’Iehovà boak’ an-tsietoitane añe. nanao ty hoe: Eka, fa nikokoako irehe am-pikokoañe tsy ho modo; izay ty nitaonako azo an-kafatraram-pikokoañe.
181f04009d	Hamboareko indraike le ho fonireñe irehe ry somondrara’ Israele; ho tintine’o indraike o kantsà’oo, naho hionjo-mb’an-tsinjake mindre amo mpifaleo.
181f05006d	Hambole vahe amo vohi’ i Someroneo indraike nahareo; hitongy o mpitongio, vaho hifale t’ie mahatoly sabo.
181f0600a6	Ho tondroke ty andro, te ho koihe’ ty mpijilo ambohi’ i Efraime ey, ty hoe: Miavota, antao hionjo mb’e Tsione, mb’am’ Iehovà Andrianañaharen-tika mb’eo.
181f0700bc	Fa hoe t’Iehovà: Misabòa an-kafaleañe r’Iakobe, vaho mikoiha añivo o beim-pifeheañeo; Mitaroña, mandrengea, le ano ty hoe: Ry Iehovà, rombaho ondati’oo, i sehanga’ Israeley.
181f0800ec	Oniño t’ie hendeseko boak’an-tane avaratse añe, hatontoko boak’añ’olo’ ty tane toy, rekets’ o goao naho o kepekeo, o savereñe rekets’ ana’eo, vaho o mitsongo fa hisamakeo— valobohòke jabajaba ty himpoly mb’atoy.
181f0900d0	Ie homb’ atoy an-kololoike, le hiaoloako an-kohò; hampombako mb’añolon-torahañe mikararake mb’eo, an-dalam-bantañe tsy hahatsikapy; amy te rae’ Israele iraho, naho tañoloñoloñako t’i Efraime.
181f0a00d9	Mahajanjiña ty tsara’ Iehovà, ry fifeheañeo, vaho tseizo amo tokonose tsietoitaneo ty hoe: I nampivarakaike Israeley ro manontoñe aze, naho mañotroñ’aze manahake ty fañotroña’ ty mpiarake i lia-rai’ey.
181f0b005e	Amy te vinili’ Iehovà ty fiai’Iakobe, naho jineba’e am-pità’ i maozatse te ama’ey.
181f0c0112	Aa le homb’ atoy iereo hisabo an-kaboa’ i Tsione ey, naho hiloeloe ami’ty hasoa’ Iehovà; ami’ty mahakama, naho ami’ty divay naho ami’ty menake, ami’ty tora’ o lia-raike naho mpirai-trokeo; le ho goloboñe soa tondrake ty fiai’ iareo, vaho tsy hinike ka.
181f0d00cf	Ie amy zay, hisalale an-tsinjake ty somondrara, naho hitraok’ ami’ty bey ty ajalahy; ie hafoteko ho hafaleañe ty fioremeña’ iareo, naho hohoñeko, vaho ho limbezeko firebehañe ty fihontofa’ iareo.
181f0e0064	Ho liporeko solike ty arofo’ o mpisoroñeo, vaho hahaeneñe ondatikoo o hasoakoo, hoe t’Iehovà.
181f0f00bd	Hoe t’Iehovà: Inay ty fiarañanañañe e Ramà añe, fangololoihañe naho firovetañ’afero, Angoihoie’ i Rakele o amori’eo; tsy mete ohoñen-dre ty amo ana’eo, amy t’ie tsy eo.
181f1000cf	Hoe t’Iehovà: Kalaño ty fiarañanaña’o tsy hirovetse, naho o fihaino’oo tsy hitsirike ranomaso; fa ho tambezañe ty fitromaha’o, hoe t’Iehovà; vaho himpoly boak’ an-tane’ i rafelahiy iereo.
181f11005c	Aman-ko tamaeñe o herone’oo, hoe t’Iehovà; le himpoly an-tane’ iareo o ana’ areoo.
181f1200a6	Toe tsinanoko ty fikoaiha’ i Efraime: Fa linafa’o, toe finiake hoe dronga tsy folake, ampitoliho iraho le ho tafa-tolike, amy te Ihe ro Iehovà Andrianañahareko.
181f13008d	Aa ie nampitolihen-draho le nisoloho, ie nanaren-draho le pinaoko ty feko; nisalatse, eka nimeñatse, amy te tsy nivavèko ty injen-katorako.
181f1400ac	Anak’isoko hao t’i Efraime? Ajaja nahasinda hao re? Fa beteke mivolañe aze iraho, le vata’e tiahiko; mikoritoke ho aze ty troko, vaho ho tretrezeko, hoe t’Iehovà.
181f1500c1	Añoreño fanoroañe, ampijadoño bodam-pamantarañe; reketo mb’amy damokey ty arofo’o, i lalañe nomba’o mb’eoy; mimpolia ry somondrara’ Israele, mibaliha mb’amo rova’o retoañe.
181f16009c	Ampara’ te ombia t’ie hiamboho, ry anak’ampela midisa-volio? Fa namboatse raha vao an-tane atoy t’Iehovà: Ho tsikarikarie’ ty ampela ty lahilahy.
181f170105	Hoe t’Iehovà’ i Màroy, t’i Andria­nañahare’ Israele: Mbe hindrai’ iareo an-tane’ Iehodà ao naho amo rova’eo, ie hafoteko ty fandrohizañe iareo, ty saontsy manao ty hoe: Hitahy azo t’Iehovà, ry kivohon-kavantañañe, ry vohin-kamasiñañe.
181f180061	Songa hitrao-pimoneñe ao t’Iehodà, vaho amo rova’eo o mpitongio naho o mpiarake lia-raikeo.
181f190044	Fa hanjañeko ty fañova mokotse le hampieneñeko ty sandry mitìke.
181f1a0046	Nitsekak’ amy zao iraho le nañente, vaho nimamy amako i firoroakoy.
181f1b0095	Inao! ho tondroke ty andro, hoe t’Iehovà, te ho tongiseko ami’ty tabiri’ ondaty naho ami’ty tabirin-kare ty anjomba’ Israele naho Iehodà.
181f1c0099	Ie amy zao, hambañe amy nisarieko iareo ho voroteñe naho harotsake vaho ho silofeñey; ty hisarieko iareo hamboareñe naho hamboleñe, hoe t’Iehovà.
181f1d0071	Tsy ho saontsie’ iereo ka amy andro zay te Nikama valoboke mìtsa ty roae, vaho mangitsy ty nife’ o ana’eo.
181f1e006b	F’ie fonga hampihomahe’ o hakeo’eo; ze ondaty mikama valoboke mìtsa, le o famotsi’eo ty hangìtsy.
181f1f0076	Inao, ho tondroke ty andro, hoe t’Iehovà te hanoeko fañina vao amy anjomba’ Israeley naho i anjomba’ Iehodày;
181f2000ce	tsy hanahake i fañina nilahareko an-droae’ iareo tañ’andro nitanako am-pitàñe nañakarako iareo an-tane Mitsraimey; ie nivalik’ amy fañinakoy, ndra t’ie nitañanjomba’ iareo, hoe t’Iehovà.
181f2100ec	Fe zao ty fañina hanoeko amy anjomba’ Israeley naho fa modo i andro rezay, hoe t’Iehovà, hapoko añ’ova’ iareo ao ty Hàke le ho sokireko añ’arofo’ iareo ao; naho ho Andrianañahare’ iareo iraho vaho h’ondatiko iereo;
181f2200ec	tsy songa hifañoke ka ondatio naho o rañe’eo ami’ty hoe: Mahafohina Iehovà fa hene hahafohiñe ahy, mifotots’ an-tsitso’e pak’ ami’ty bey hoe t’Iehovà; fa hapoko ty tahi’ iareo le tsy ho tiahiko ka o hakeo’ iareoo.
181f2300cd	Hoe t’Iehovà, mpanolotse i àndroy hañazava ty andro, naho o fepè’ i volañey vaho o vasiañeoo ho failo amo haleñeo, i mpitrobo i riakey, hampitroñañe o onjao, Iehovà’ i Màroy ty tahina’e.
181f24007f	Naho mienga tsy ho añatrefako i fañè rezay, hoe t’Iehovà, le hijihetse tsy ho fifeheañe aoloko eo ka ty tiri’ Israele.
181f2500be	Hoe t’Iehovà: Naho lefe zeheñe i likerañey, naho mete tsikaraheñe o mananta’ ty tane toio, izay vaho haitoako ka ze hene tiri’ Israele ty amo fonga sata’ iareoo, hoe t’Iehovà.
181f26009b	Inao te ho tondroke ty andro, hoe t’Iehovà, te hamboareñe ho a Iehovà i rovay boak’ am-pitalakesañ’abo i Kanànele, pak’ an-dalambein-kotsokey.
181f27006d	Mbore ho kozozoteñe mahity mb’an- kaboa’ i Garebe i taly fanjeheañey, vaho hiolake mb’e Goà mb’eo.
181f2800ff	Le havaheñe am’ Iehovà i hene vavatanen-dolo naho lavenokey, naho o teteke iaby pak’ an-toraha’ i Kidroney mb’eo, pak’ an-kotso’ i lalambein-tsoavala mianiñanañeio; ie tsy hombotañe ka, tsy hafetsake ambane nainai’e kitro añ’afe’e.
1820010090	Niheo am’ Iirmeà amy taom-paha-folo’ i Tsedkià mpanjaka’ Iehodày, an-taom-paha-folo-valo-ambi’ i Nebokadnetsare, ty tsara’ Iehovà.
18200200ac	Ie amy zay namalavalañe Ierosalaime o lahin-defo’ i mpanjaka’ i Baveleio, vaho hinily an-kiririsa’ o mpigaritseo, añ’anjomba’ i mpanjaka’ Iehoday t’Iirmeà;
18200300c6	amy te nagabe’ i Tsidkia, mpanjaka’ Iehodày, ao ami’ty hoe: Ino ty itokia’o ami’ty hoe: Hoe t’Iehovà: Inao! hatoloko am-pità’ ty mpanjaka’ i Bavele ty rova toy vaho ho tavane’e;
18200400dd	naho tsy hipolititse am-pità’ o nte-Kasdio t’i Tsidkia mpanjaka’ Iehodà, te mone ha­sese am-pitàm-panjaka’ i Bavele ao, naho hisaontsy ama’e, falie am-palie, vaho hahaisake o fihai­no’eo o fi­haino’eo,
18200500a5	le ho tantalie’e mb’e Bavele mb’eo t’i Tsidkia, vaho hadok’ añe ampara’ te tiliheko, hoe t’Iehovà; le tsy hiraorao nahareo naho hialy amo nte-Kasdio.
1820060044	Aa le hoe t’Iirmeà, Niheo amako ty tsara’ Iehovà nanao ty hoe:
18200700b1	Ingo homb’ ama’o mb’eo t’i Kanemeale, ana’ i Salome rahalahin-drae’o hanao ty hoe: Vilio ho azo ty tondako e Anatote añe; amy te azo ty zom-pijebañe hañavake aze.
182008012e	Aa le niheo amako t’i Kanemeale ana-drahalahin-draeko an-kiri­risam-pigaritse ty amy tsara’ Iehovà nanao amako ty hoe: Ehe, kalò i tondako e Anatote aoy, an-tane’ i Beniaminey; amy te azo ty zom-pandova, le azo ty fijebañañe aze, ivilio ho azo. Ie amy zao, napotako te ni­tsarae’ Iehovà,
182009008c	le viniliko amy Kanemeale ana-drahalahin-draekoy i tonda e Anatotey vaho linanjako ama’e ty drala’e, sekelem-bolafoty folo-fito’ amby.
18200a0074	Pinateko amy zao i takelakey le liniteko naho nikoike valolombeloñe vaho linanjako ama’e am-balantsy i volafotiy.
18200b0064	Le rinambeko i takelam-pikaloañey, i linitey rekets’ o fañèo naho o fepè’eo naho i misokakey
18200c0115	vaho natoloko amy Baroke ana’ i Nerià, ana’ i Makseià i takelam-pikaloañey am-pahaisaha’ i Kanemele ana-drahalahin-draekoy, naho añ’atrefa’ o valolombeloñe nanonia’ i takelam-pikaloañeio, vaho aolo’ ze hene nte-Iehodà niambesatse an-kiririsam-pigaritse eo.
18200d003a	Le nafantoko añatrefa’ iareo t’i Baroke ami’ty hoe:
18200e00ca	Hoe t’Iehovà’ i Màroy, t’i Andrianañahare’ Israele: rambeso o takelam-pikaloañe retoy, o liniteo, naho o takelam-pikaloañe misokakeo, vaho apoho am-po sini-hara ao, hahareta’e andro maro.
18200f00ad	Ami’ty nafè’ Iehovà’ i Màroy, t’i Andrianañahare’ Israele, te: Mbe hikaloañe naho handetahañe an-tane atoy indraike o anjombao, o tondao, vaho o tanem-baheo.
1820100076	Aa naho fa natoloko amy Baroke ana’ i Nerià i takelam-pikaloañe rey, le nihalaly am’ Iehovà iraho ami’ty hoe:
182011009f	Eka, ry Talè, Iehovà! Toe nitsenè’o an-kaozara’o jabahinake naho am-pità’o natorakitsy i likerañey naho ty tane toy; tsy eo ty sarotse tsy lefe’o;
18201200ca	Ihe mpampiboake fiferenaiñañe ami’ty arivo naho mañondroke ty hakeon-droae añ’araña’ o anake manonjohi’ iareoo; ry Andriañahare ra’elahy naho maozatse, Iehovà’ i Màroy ty tahina’e;
18201300ad	foloaingitrok’ am-pañeretañe, manjofak’ am-pi­toloñañe; mibolanak’ amo sata’ ondaty iabio o fihaino’oo, songa hanambeza’o mira ami’ty vokam-pitoloña’e;
18201400a6	ie nampipoha’o viloñe naho raha tsitantane an-tane’ Mitsraime añe, naho pake henane e Israele ao naho am’ondatio, vaho nahazoa’o Tahinañe, le ie henanekeo.
18201500b1	Nakare’o am-biloñe naho halatsañe boak’ an-tane Mitsraime añe ondati’oo, am-pitañe maozatse naho an-tsi­rañe natorakitsy vaho an-karevendreveñañe mampangebahebake;
182016007a	naho nitolora’o o tane atoio, i nifantà’o an-droae’ iareo hanolorañe iareoy, tane orikorihen-dronono naho tantele;
