2800000007	mathi.h
2c19180121	tadaa phii. s.ta. h kathitavaan he raajan aagrippa he upasthitaa. h sarvve lokaa yiruu"saalamnagare yihuudiiyalokasamuuho yasmin maanu. se mama samiipe nivedana. m k. rtvaa proccai. h kathaamimaa. m kathitavaan punaralpakaalamapi tasya jiivana. m nocita. m tameta. m maanu. sa. m pa"syata|
2c191900d4	kintve. sa jana. h praa. nanaa"sarha. m kimapi karmma na k. rtavaan ityajaanaa. m tathaapi sa mahaaraajasya sannidhau vicaarito bhavitu. m praarthayata tasmaat tasya samiipa. m ta. m pre. sayitu. m matimakaravam|
2c191a0113	kintu "sriiyuktasya samiipam etasmin ki. m lekhaniiyam ityasya kasyacin nir. nayasya na jaatatvaad etasya vicaare sati yathaaha. m lekhitu. m ki ncana ni"scita. m praapnomi tadartha. m yu. smaaka. m samak. sa. m vi"se. sato he aagripparaaja bhavata. h samak. sam etam aanaye|
2c191b0056	yato bandipre. sa. nasamaye tasyaabhiyogasya ki ncidalekhanam aham ayukta. m jaanaami|
2c1a010099	tata aagrippa. h paulam avaadiit, nijaa. m kathaa. m kathayitu. m tubhyam anumati rdiiyate| tasmaat paula. h kara. m prasaaryya svasmin uttaram avaadiit|
2c1a0200b8	he aagripparaaja yatkaara. naadaha. m yihuudiiyairapavaadito. abhava. m tasya v. rttaantam adya bhavata. h saak. saan nivedayitumanumatoham ida. m sviiya. m parama. m bhaagya. m manye;
2c1a0300ae	yato yihuudiiyalokaanaa. m madhye yaa yaa riiti. h suuk. smavicaaraa"sca santi te. su bhavaan vij natama. h; ataeva praarthaye dhairyyamavalambya mama nivedana. m "s. r.notu|
2c1a040092	aha. m yiruu"saalamnagare svade"siiyalokaanaa. m madhye ti. s.than aa yauvanakaalaad yadruupam aacaritavaan tad yihuudiiyalokaa. h sarvve vidanti|
2c1a0500e2	asmaaka. m sarvvebhya. h "suddhatama. m yat phiruu"siiyamata. m tadavalambii bhuutvaaha. m kaala. m yaapitavaan ye janaa aa baalyakaalaan maa. m jaanaanti te etaad. r"sa. m saak. sya. m yadi dadaati tarhi daatu. m "saknuvanti|
2c1a0600ac	kintu he aagripparaaja ii"svaro. asmaaka. m puurvvapuru. saa. naa. m nika. te yad a"ngiik. rtavaan tasya pratyaa"saahetoraham idaanii. m vicaarasthaane da. n.daayamaanosmi|
2c1a0700df	tasyaa"ngiikaarasya phala. m praaptum asmaaka. m dvaada"sava. m"saa divaani"sa. m mahaayatnaad ii"svarasevana. m k. rtvaa yaa. m pratyaa"saa. m kurvvanti tasyaa. h pratyaa"saayaa hetoraha. m yihuudiiyairapavaadito. abhavam|
2c1a080062	ii"svaro m. rtaan utthaapayi. syatiiti vaakya. m yu. smaaka. m nika. te. asambhava. m kuto bhavet?
2c1a090079	naasaratiiyayii"so rnaamno viruddha. m naanaaprakaarapratikuulaacara. nam ucitam ityaha. m manasi yathaartha. m vij naaya
2c1a0a00ef	yiruu"saalamanagare tadakarava. m phalata. h pradhaanayaajakasya nika. taat k. samataa. m praapya bahuun pavitralokaan kaaraayaa. m baddhavaan vi"se. sataste. saa. m hananasamaye te. saa. m viruddhaa. m nijaa. m sammati. m prakaa"sitavaan|
2c1a0b00d2	vaara. m vaara. m bhajanabhavane. su tebhyo da. n.da. m pradattavaan balaat ta. m dharmma. m nindayitavaa. m"sca puna"sca taan prati mahaakrodhaad unmatta. h san vide"siiyanagaraa. ni yaavat taan taa. ditavaan|
2c1a0c0066	ittha. m pradhaanayaajakasya samiipaat "saktim aaj naapatra nca labdhvaa damme. saknagara. m gatavaan|
2c1a0d00bf	tadaaha. m he raajan maargamadhye madhyaahnakaale mama madiiyasa"nginaa. m lokaanaa nca catas. r.su dik. su gaga. naat prakaa"samaanaa. m bhaaskaratopi tejasvatii. m diipti. m d. r.s. tavaan|
2c1a0e00e1	tasmaad asmaasu sarvve. su bhuumau patite. su satsu he "saula hai "saula kuto maa. m taa. dayasi? ka. n.takaanaa. m mukhe paadaahanana. m tava du. hsaadhyam ibriiyabhaa. sayaa gadita etaad. r"sa eka. h "sabdo mayaa "sruta. h|
2c1a0f0072	tadaaha. m p. r.s. tavaan he prabho ko bhavaan? tata. h sa kathitavaan ya. m yii"su. m tva. m taa. dayasi soha. m,
2c1a1000ca	kintu samutti. s.tha tva. m yad d. r.s. tavaan ita. h puna nca yadyat tvaa. m dar"sayi. syaami te. saa. m sarvve. saa. m kaaryyaa. naa. m tvaa. m saak. si. na. m mama sevaka nca karttum dar"sanam adaam|
2c1a11007c	vi"se. sato yihuudiiyalokebhyo bhinnajaatiiyebhya"sca tvaa. m manoniita. m k. rtvaa te. saa. m yathaa paapamocana. m bhavati
2c1a120127	yathaa te mayi vi"svasya pavitriik. rtaanaa. m madhye bhaaga. m praapnuvanti tadabhipraaye. na te. saa. m j naanacak. suu. m.si prasannaani karttu. m tathaandhakaaraad diipti. m prati "saitaanaadhikaaraacca ii"svara. m prati matii. h paraavarttayitu. m te. saa. m samiipa. m tvaa. m pre. syaami|
2c1a130051	he aagripparaaja etaad. r"sa. m svargiiyapratyaade"sa. m agraahyam ak. rtvaaha. m
2c1a140101	prathamato damme. saknagare tato yiruu"saalami sarvvasmin yihuudiiyade"se anye. su de"se. su ca yena lokaa mati. m paraavarttya ii"svara. m prati paraavarttayante, mana. hparaavarttanayogyaani karmmaa. ni ca kurvvanti taad. r"sam upade"sa. m pracaaritavaan|
2c1a150050	etatkaara. naad yihuudiiyaa madhyemandira. m maa. m dh. rtvaa hantum udyataa. h|
2c1a1600a9	tathaapi khrii. s.to du. hkha. m bhuktvaa sarvve. saa. m puurvva. m "sma"saanaad utthaaya nijade"siiyaanaa. m bhinnade"siiyaanaa nca samiipe diipti. m prakaa"sayi. syati
2c1a1700fc	bhavi. syadvaadiga. no muusaa"sca bhaavikaaryyasya yadida. m pramaa. nam adaduretad vinaanyaa. m kathaa. m na kathayitvaa ii"svaraad anugraha. m labdhvaa mahataa. m k. sudraa. naa nca sarvve. saa. m samiipe pramaa. na. m dattvaadya yaavat ti. s.thaami|
2c1a180091	tasyamaa. m kathaa. m ni"samya phii. s.ta uccai. h svare. na kathitavaan he paula tvam unmattosi bahuvidyaabhyaasena tva. m hataj naano jaata. h|
2c1a19006b	sa uktavaan he mahaamahima phii. s.ta naaham unmatta. h kintu satya. m vivecaniiya nca vaakya. m prastaumi|
2c1a1a00b7	yasya saak. saad ak. sobha. h san kathaa. m kathayaami sa raajaa tadv. rttaanta. m jaanaati tasya samiipe kimapi gupta. m neti mayaa ni"scita. m budhyate yatastad vijane na k. rta. m|
2c1a1b0074	he aagripparaaja bhavaan ki. m bhavi. syadvaadiga. noktaani vaakyaani pratyeti? bhavaan pratyeti tadaha. m jaanaami|
2c1a1c0073	tata aagrippa. h paulam abhihitavaan tva. m prav. rtti. m janayitvaa praaye. na maamapi khrii. s.tiiya. m karo. si|
2c1a1d00d6	tata. h so. avaadiit bhavaan ye ye lokaa"sca mama kathaam adya "s. r.nvanti praaye. na iti nahi kintvetat "s. r"nkhalabandhana. m vinaa sarvvathaa te sarvve maad. r"saa bhavantvitii"svasya samiipe praarthaye. aham|
2c1a1e0071	etasyaa. m kathaayaa. m kathitaayaa. m sa raajaa so. adhipati rbar. niikii sabhaasthaa lokaa"sca tasmaad utthaaya
2c1a1f0075	gopane paraspara. m vivicya kathitavanta e. sa jano bandhanaarha. m praa. nahananaarha. m vaa kimapi karmma naakarot|
2c1a20009a	tata aagrippa. h phii. s.tam avadat, yadye. sa maanu. sa. h kaisarasya nika. te vicaarito bhavitu. m na praarthayi. syat tarhi mukto bhavitum a"sak. syat|
2c1b0100d3	jalapathenaasmaakam itoliyaade"sa. m prati yaatraayaa. m ni"scitaayaa. m satyaa. m te yuuliyanaamno mahaaraajasya sa. mghaataantargatasya senaapate. h samiipe paula. m tadanyaan katinayajanaa. m"sca samaarpayan|
2c1b0200f4	vayam aadraamuttiiya. m potamekam aaruhya aa"siyaade"sasya ta. tasamiipena yaatu. m mati. m k. rtvaa la"ngaram utthaapya potam amocayaama; maakidaniyaade"sasthathi. salaniikiinivaasyaaristaarkhanaamaa ka"scid jano. asmaabhi. h saarddham aasiit|
2c1b0300b4	parasmin divase. asmaabhi. h siidonnagare pote laagite tatra yuuliya. h senaapati. h paula. m prati saujanya. m pradarthya saantvanaartha. m bandhubaandhavaan upayaatum anujaj nau|
2c1b04006a	tasmaat pote mocite sati sammukhavaayo. h sambhavaad vaya. m kupropadviipasya tiirasamiipena gatavanta. h|
2c1b050078	kilikiyaayaa. h paamphuuliyaayaa"sca samudrasya paara. m gatvaa luukiyaade"saantargata. m muraanagaram upaati. s.thaama|
2c1b060089	tatsthaanaad itaaliyaade"sa. m gacchati ya. h sikandariyaanagarasya potasta. m tatra praapya "satasenaapatista. m potam asmaan aarohayat|
2c1b0700cf	tata. h para. m bahuuni dinaani "sanai. h "sanai. h rgatvaa kniidapaar"svopasthti. h puurvva. m pratikuulena pavanena vaya. m salmonyaa. h sammukham upasthaaya kriityupadviipasya tiirasamiipena gatavanta. h|
2c1b08005c	ka. s.tena tamuttiiryya laaseyaanagarasyaadha. h sundaranaamaka. m khaatam upaati. s.thaama|
2c1b090086	ittha. m bahutitha. h kaalo yaapita upavaasadina ncaatiita. m, tatkaara. naat nauvartmani bhaya"nkare sati paulo vinayena kathitavaan,
2c1b0a00b9	he mahecchaa aha. m ni"scaya. m jaanaami yaatraayaamasyaam asmaaka. m kle"saa bahuunaamapacayaa"sca bhavi. syanti, te kevala. m potasaamagryoriti nahi, kintvasmaaka. m praa. naanaamapi|
2c1b0b0064	tadaa "satasenaapati. h pauloktavaakyatopi kar. nadhaarasya potava. nija"sca vaakya. m bahuma. msta|
2c1b0c00d9	tat khaata. m "siitakaale vaasaarhasthaana. m na tasmaad avaaciipratiicordi"so. h kriityaa. h phainiikiyakhaata. m yaatu. m yadi "saknuvantastarhi tatra "siitakaala. m yaapayitu. m praaye. na sarvve mantrayaamaasu. h|
2c1b0d00b8	tata. h para. m dak. si. navaayu rmanda. m vahatiiti vilokya nijaabhipraayasya siddhe. h suyogo bhavatiiti buddhvaa pota. m mocayitvaa kriityupadviipasya tiirasamiipena calitavanta. h|
2c1b0e0062	kintvalpak. sa. naat parameva urakludonnaamaa pratikuula. h praca. n.do vaayu rvahan pote. alagiit
2c1b0f0051	tasyaabhimukha. m gantum potasyaa"saktatvaad vaya. m vaayunaa svaya. m niitaa. h|
2c1b100077	anantara. m klaudiinaamna upadviipasya kuulasamiipena pota. m gamayitvaa bahunaa ka. s.tena k. sudranaavam arak. saama|
2c1b11009d	te taamaaruhya rajjcaa potasyaadhobhaagam abadhnan tadanantara. m cet poto saikate lagatiiti bhayaad vaatavasanaanyamocayan tata. h poto vaayunaa caalita. h|
2c1b120087	kintu krama"so vaayo. h prabalatvaat poto dolaayamaano. abhavat parasmin divase potasthaani katipayaani dravyaa. ni toye nik. siptaani|
2c1b13004f	t. rtiiyadivase vaya. m svahastai. h potasajjanadravyaa. ni nik. siptavanta. h|
2c1b14009d	tato bahudinaani yaavat suuryyanak. satraadiini samaacchannaani tato. atiiva vaatyaagamaad asmaaka. m praa. narak. saayaa. h kaapi pratyaa"saa naati. s.that|
2c1b150130	bahudine. su lokairanaahaare. na yaapite. su sarvve. saa. m saak. sat paulasti. s.than akathayat, he mahecchaa. h kriityupadviipaat pota. m na mocayitum aha. m puurvva. m yad avada. m tadgraha. na. m yu. smaakam ucitam aasiit tathaa k. rte yu. smaakam e. saa vipad e. so. apacaya"sca naagha. ti. syetaam|
2c1b1600ac	kintu saamprata. m yu. smaan viniiya braviimyaha. m, yuuya. m na k. subhyata yu. smaakam ekasyaapi praa. nino haani rna bhavi. syati, kevalasya potasya haani rbhavi. syati|
2c1b17007a	yato yasye"svarasya loko. aha. m ya ncaaha. m paricaraami tadiiya eko duuto hyo raatrau mamaantike ti. s.than kathitavaan,
2c1b18007b	he paula maa bhai. sii. h kaisarasya sammukhe tvayopasthaatavya. m; tavaitaan sa"ngino lokaan ii"svarastubhya. m dattavaan|
2c1b190093	ataeva he mahecchaa yuuya. m sthiramanaso bhavata mahya. m yaa kathaakathi saava"sya. m gha. ti. syate mamaitaad. r"sii vi"svaasa ii"svare vidyate,
2c1b1a0037	kintu kasyacid upadviipasyopari patitavyam asmaabhi. h|
2c1b1b00ca	tata. h param aadriyaasamudre potastathaiva dolaayamaana. h san itastato gacchan caturda"sadivasasya raatre rdvitiiyapraharasamaye kasyacit sthalasya samiipamupati. s.thatiiti potiiyalokaa anvamanyanta|
2c1b1c00b8	tataste jala. m parimaaya tatra vi. m"sati rvyaamaa jalaaniiti j naatavanta. h| ki ncidduura. m gatvaa punarapi jala. m parimitavanta. h| tatra pa ncada"sa vyaamaa jalaani d. r.s. tvaa
2c1b1d0085	cet paa. saa. ne lagatiiti bhayaat potasya pa"scaadbhaagata"scaturo la"ngaraan nik. sipya divaakaram apek. sya sarvve sthitavanta. h|
2c1b1e0085	kintu potiiyalokaa. h potaagrabhaage la"ngaranik. sepa. m chala. m k. rtvaa jaladhau k. sudranaavam avarohya palaayitum ace. s.tanta|
2c1b1f0091	tata. h paula. h senaapataye sainyaga. naaya ca kathitavaan, ete yadi potamadhye na ti. s.thanti tarhi yu. smaaka. m rak. sa. na. m na "sakya. m|
2c1b200040	tadaa senaaga. no rajjuun chitvaa naava. m jale patitum adadaat|
2c1b2100ba	prabhaatasamaye paula. h sarvvaan janaan bhojanaartha. m praarthya vyaaharat, adya caturda"sadinaani yaavad yuuyam apek. samaanaa anaahaaraa. h kaalam ayaapayata kimapi naabhu. mgdha. m|
2c1b22009f	ato vinaye. aha. m bhak. sya. m bhujyataa. m tato yu. smaaka. m ma"ngala. m bhavi. syati, yu. smaaka. m kasyacijjanasya "sirasa. h ke"saikopi na na. mk. syati|
2c1b230077	iti vyaah. rtya paula. m puupa. m g. rhiitve"svara. m dhanya. m bhaa. samaa. nasta. m bha. mktvaa bhoktum aarabdhavaan|
2c1b240046	anantara. m sarvve ca susthiraa. h santa. h khaadyaani parpyag. rhlan|
2c1b250039	asmaaka. m pote. sa. tsaptatyadhika"satadvayalokaa aasan|
2c1b26007e	sarvve. su loke. su yathe. s.ta. m bhuktavatsu potasthan godhuumaan jaladhau nik. sipya tai. h potasya bhaaro laghuuk. rta. h|
2c1b2700f3	dine jaate. api sa ko de"sa iti tadaa na paryyaciiyata; kintu tatra samata. tam eka. m khaata. m d. r.s. tvaa yadi "saknumastarhi vaya. m tasyaabhyantara. m pota. m gamayaama iti mati. m k. rtvaa te la"ngaraan chittvaa jaladhau tyaktavanta. h|
2c1b280064	tathaa kar. nabandhana. m mocayitvaa pradhaana. m vaatavasanam uttolya tiirasamiipa. m gatavanta. h|
2c1b290098	kintu dvayo. h samudrayo. h sa"ngamasthaane saikatopari pote nik. sipte. agrabhaage baadhite pa"scaadbhaage prabalatara"ngo. alagat tena poto bhagna. h|
2c1b2a0067	tasmaad bandaya"sced baahubhistaranta. h palaayante ityaa"sa"nkayaa senaaga. nastaan hantum amantrayat;
2c1b2b00d9	kintu "satasenaapati. h paula. m rak. situ. m prayatna. m k. rtvaa taan tacce. s.taayaa nivartya ityaadi. s.tavaan, ye baahutara. na. m jaananti te. agre prollampya samudre patitvaa baahubhistiirttvaa kuula. m yaantu|
2c1b2c00a6	aparam ava"si. s.taa janaa. h kaa. s.tha. m potiiya. m dravya. m vaa yena yat praapyate tadavalambya yaantu; ittha. m sarvve bhuumi. m praapya praa. nai rjiivitaa. h|
2c1c010063	ittha. m sarvve. su rak. saa. m praapte. su tatratyopadviipasya naama miliiteti te j naatavanta. h|
2c1c020084	asabhyalokaa yathe. s.tam anukampaa. m k. rtvaa varttamaanav. r.s. te. h "siitaacca vahni. m prajjvaalyaasmaakam aatithyam akurvvan|
2c1c030099	kintu paula indhanaani sa. mg. rhya yadaa tasmin agrau nirak. sipat, tadaa vahne. h prataapaat eka. h k. r.s. nasarpo nirgatya tasya haste dra. s.tavaan|
2c1c0400e9	te. asabhyalokaastasya haste sarpam avalambamaana. m d. r.s. tvaa parasparam uktavanta e. sa jano. ava"sya. m narahaa bhavi. syati, yato yadyapi jaladhe rak. saa. m praaptavaan tathaapi pratiphaladaayaka ena. m jiivitu. m na dadaati|
2c1c05005e	kintu sa hasta. m vidhunvan ta. m sarpam agnimadhye nik. sipya kaamapi pii. daa. m naaptavaan|
2c1c06012d	tato vi. sajvaalayaa etasya "sariira. m sphiita. m bhavi. syati yadvaa ha. thaadaya. m praa. naan tyak. syatiiti ni"scitya lokaa bahuk. sa. naani yaavat tad dra. s.tu. m sthitavanta. h kintu tasya kasyaa"scid vipado. agha. tanaat te tadvipariita. m vij naaya bhaa. sitavanta e. sa ka"scid devo bhavet|
2c1c0700c9	publiyanaamaa jana ekastasyopadviipasyaadhipatiraasiit tatra tasya bhuumyaadi ca sthita. m| sa jano. asmaan nijag. rha. m niitvaa saujanya. m prakaa"sya dinatraya. m yaavad asmaaka. m aatithyam akarot|
2c1c0800d1	tadaa tasya publiyasya pitaa jvaraatisaare. na pii. dyamaana. h san "sayyaayaam aasiit; tata. h paulastasya samiipa. m gatvaa praarthanaa. m k. rtvaa tasya gaatre hasta. m samarpya ta. m svastha. m k. rtavaan|
2c1c09004f	ittha. m bhuute tadviipanivaasina itarepi rogilokaa aagatya niraamayaa abhavan|
2c1c0a0086	tasmaatte. asmaakam atiiva satkaara. m k. rtavanta. h, vi"se. sata. h prasthaanasamaye prayojaniiyaani naanadravyaa. ni dattavanta. h|
2c1c0b00d9	ittha. m tatra tri. su maase. su gate. su yasya cihna. m diyaskuurii taad. r"sa eka. h sikandariiyanagarasya pota. h "siitakaala. m yaapayan tasmin upadviipe. ati. s.that tameva pota. m vayam aaruhya yaatraam akurmma|
2c1c0c0059	tata. h prathamata. h suraakuusanagaram upasthaaya tatra trii. ni dinaani sthitavanta. h|
2c1c0d0098	tasmaad aav. rtya riigiyanagaram upasthitaa. h dinaikasmaat para. m dak. si. navayau saanukuulye sati parasmin divase patiyaliinagaram upaati. s.thaama|
2c1c0e00a8	tato. asmaasu tatratya. m bhraat. rga. na. m praapte. su te svai. h saarddham asmaan sapta dinaani sthaapayitum ayatanta, ittha. m vaya. m romaanagaram pratyagacchaama|
2c1c0f00f5	tasmaat tatratyaa. h bhraataro. asmaakam aagamanavaarttaa. m "srutvaa aappiyaphara. m tri. s.taavar. nii nca yaavad agresaraa. h santosmaan saak. saat karttum aagaman; te. saa. m dar"sanaat paula ii"svara. m dhanya. m vadan aa"svaasam aaptavaan|
2c1c1000bd	asmaasu romaanagara. m gate. su "satasenaapati. h sarvvaan bandiin pradhaanasenaapate. h samiipe samaarpayat kintu paulaaya svarak. sakapadaatinaa saha p. rthag vastum anumati. m dattavaan|
2c1c110157	dinatrayaat para. m paulastadde"sasthaan pradhaanayihuudina aahuutavaan tataste. su samupasthite. su sa kathitavaan, he bhraat. rga. na nijalokaanaa. m puurvvapuru. saa. naa. m vaa riite rvipariita. m ki ncana karmmaaha. m naakarava. m tathaapi yiruu"saalamanivaasino lokaa maa. m bandi. m k. rtvaa romilokaanaa. m haste. su samarpitavanta. h|
2c1c120067	romilokaa vicaaryya mama praa. nahananaarha. m kimapi kaara. na. m na praapya maa. m mocayitum aicchan;
2c1c1300a0	kintu yihuudilokaanaam aapattyaa mayaa kaisararaajasya samiipe vicaarasya praarthanaa karttavyaa jaataa nocet nijade"siiyalokaan prati mama kopyabhiyogo naasti|
2c1c140093	etatkaara. naad aha. m yu. smaan dra. s.tu. m sa. mlapitu ncaahuuyam israayelva"siiyaanaa. m pratyaa"saahetoham etena "su"nkhalena baddho. abhavam|
2c1c1500c4	tadaa te tam avaadi. su. h, yihuudiiyade"saad vaya. m tvaamadhi kimapi patra. m na praaptaa ye bhraatara. h samaayaataaste. saa. m kopi tava kaamapi vaarttaa. m naavadat abhadramapi naakathayacca|
2c1c1600b1	tava mata. m kimiti vaya. m tvatta. h "srotumicchaama. h| yad ida. m naviina. m matamutthita. m tat sarvvatra sarvve. saa. m nika. te nindita. m jaatama iti vaya. m jaaniima. h|
2c1c17015b	taistadartham ekasmin dine niruupite tasmin dine bahava ekatra militvaa paulasya vaasag. rham aagacchan tasmaat paula aa praata. hkaalaat sandhyaakaala. m yaavan muusaavyavasthaagranthaad bhavi. syadvaadinaa. m granthebhya"sca yii"so. h kathaam utthaapya ii"svarasya raajye pramaa. na. m datvaa te. saa. m prav. rtti. m janayitu. m ce. s.titavaan|
2c1c180039	kecittu tasya kathaa. m pratyaayan kecittu na pratyaayan;
2c1c190100	etatkaara. naat te. saa. m parasparam anaikyaat sarvve calitavanta. h; tathaapi paula etaa. m kathaamekaa. m kathitavaan pavitra aatmaa yi"sayiyasya bhavi. syadvaktu rvadanaad asmaaka. m pit. rpuru. sebhya etaa. m kathaa. m bhadra. m kathayaamaasa, yathaa,
2c1c1a00be	"upagatya janaanetaan tva. m bhaa. sasva vacastvida. m| kar. nai. h "sro. syatha yuuya. m hi kintu yuuya. m na bhotsyatha| netrai rdrak. syatha yuuya nca j naatu. m yuuya. m na "sak. syatha|
2c1c1b0162	te maanu. saa yathaa netrai. h paripa"syanti naiva hi| kar. nai. h ryathaa na "s. r.nvanti budhyante na ca maanasai. h| vyaavarttayatsu cittaani kaale kutraapi te. su vai| mattaste manujaa. h svasthaa yathaa naiva bhavanti ca| tathaa te. saa. m manu. syaa. naa. m santi sthuulaa hi buddhaya. h| badhiriibhuutakar. naa"sca jaataa"sca mudritaa d. r"sa. h||
2c1c1c008f	ata ii"svaraad yat paritraa. na. m tasya vaarttaa bhinnade"siiyaanaa. m samiipa. m pre. sitaa taeva taa. m grahii. syantiiti yuuya. m jaaniita|
2c1c1d0077	etaad. r"syaa. m kathaayaa. m kathitaayaa. m satyaa. m yihuudina. h paraspara. m bahuvicaara. m kurvvanto gatavanta. h|
2c1c1e009b	ittha. m paula. h sampuur. na. m vatsaradvaya. m yaavad bhaa. takiiye vaasag. rhe vasan ye lokaastasya sannidhim aagacchanti taan sarvvaaneva parig. rhlan,
2c1c1f0089	nirvighnam ati"sayani. hk. sobham ii"svariiyaraajatvasya kathaa. m pracaarayan prabhau yii"sau khrii. s.te kathaa. h samupaadi"sat| iti||
2d00000009	romi.na.h
2d010100e0	ii"svaro nijaputramadhi ya. m susa. mvaada. m bhavi. syadvaadibhi rdharmmagranthe prati"srutavaan ta. m susa. mvaada. m pracaarayitu. m p. rthakk. rta aahuuta. h prerita"sca prabho ryii"sukhrii. s.tasya sevako ya. h paula. h
2d0102005a	sa romaanagarasthaan ii"svarapriyaan aahuutaa. m"sca pavitralokaan prati patra. m likhati|
2d01030060	asmaaka. m sa prabhu ryii"su. h khrii. s.ta. h "saariirikasambandhena daayuudo va. m"sodbhava. h
2d0104006e	pavitrasyaatmana. h sambandhena ce"svarasya prabhaavavaan putra iti "sma"saanaat tasyotthaanena pratipanna. m|
2d01050093	apara. m ye. saa. m madhye yii"sunaa khrii. s.tena yuuyamapyaahuutaaste. anyade"siiyalokaastasya naamni vi"svasya nide"sagraahi. no yathaa bhavanti
2d0106004d	tadabhipraaye. na vaya. m tasmaad anugraha. m preritatvapada nca praaptaa. h|
2d01070074	taatenaasmaakam ii"svare. na prabhu. naa yii"sukhrii. s.tena ca yu. smabhyam anugraha. h "saanti"sca pradiiyetaa. m|
2d010800c1	prathamata. h sarvvasmin jagati yu. smaaka. m vi"svaasasya prakaa"sitatvaad aha. m yu. smaaka. m sarvve. saa. m nimitta. m yii"sukhrii. s.tasya naama g. rhlan ii"svarasya dhanyavaada. m karomi|
2d010900e3	aparam ii"svarasya prasaadaad bahukaalaat para. m saamprata. m yu. smaaka. m samiipa. m yaatu. m kathamapi yat suyoga. m praapnomi, etadartha. m nirantara. m naamaanyuccaarayan nijaasu sarvvapraarthanaasu sarvvadaa nivedayaami,
