0100000016	ሜꬌቴꬃ ማጻፋ
0e1f07005e	ኢስቲ ሄꬓንꬆ ኣጊናን ሺሾ ዶሞይሳ ላፑንꬃ ኣጊናን ፖሊዳ።
0e1f080073	ካዎ ሂዝቂያሲኔ ኢዛ ሹሜቲ ሺቂዳይሳ ዪ ቤኢዲ ጎዳ ጋላቲሼ ዴራ ኣንጂዳ።
0e1f090068	ሄሳፌ ጉዬ ሂዝቂያሲ ሺቂዳ ኢሞታ ጊሻስ ቄሴታኔ ሌዌታ ኦይቺዴስ።
0e1f0a0130	ሂስቲን ሳዶቄ ዛሬፔ ቄሴታ ሃላቃ ኣዛሪያሲ ሂዝቂያሳስ፥ «ኣሳይ ባንታ ኢሞታ ጾሳ ኬꬅ ኤሆ ዶሞሶፌ ኑስ ጊዲ ፓላሂዛዝ ዴሚዶስ፤ ጎዳይ ባ ኣሳ ኣንጂዳ ጊሻስ ሃይሳ ኬና ቲርፓይ ኣቲዴስ» ጊዴስ።
0e1f0b0087	ሄሳፌ ጉዬ ሂዝቂያሲ ጾሳ ኬꬃን ሚንጃ ኬꬅ ጊጊሳና ማላ ኣሳ ኣዛዚን ኢስቲካ ጊግሲዳ።
0e1f0c0132	ሂስቲን ኣሳይ ኢሞታ፥ ባስ ዲዛይሳፌ ኣስራታኔ ጎዳስ ዱማሲ ዎꬂዳይሳ ኣማኔቲ ኤሂ ጌልꬂዳ፤ ሄሳስ ኣዋቴꬂ ሌዌ ቆሞታፔ ካናኒያስ ኢሜቲዴስ፤ ኢዛፔ ጋርሳራ ኢዛ ኢሻ ሺምኤስ ኣዋቴꬂ ኢሜቲዴስ።
0e1f0d0145	ካዎ ሂዝቂያሲኔ ጾሳ ኬꬃን ኣላፌ ኣዛሪያሲ ኣዛዚን ካናኒያፔኔ ኢዛ ኢሻ ሺምኤ ጋርሳራ ጊዲዲ ኦꬃና ማላ ዪሂኤሌ፥ ኣዛዚያ፥ ናሃቴ፥ ኣሳሄሌ፥ ያርሞቴ፥ ዮዛባዴ፥ ኤልኤሌ፥ ዪሲማኬ፥ ማሃቴኔ ባናያ ሹሚዳ።
0e1f0e00f1	ኣርሼይ ሞኪዛ ባጋ ፔንጌዛ ናጊዛ ሌዌ ዪሚኔ ና ቆሬይ ባ ዶሳን ጾሳስ ኤሂዳ ኢሞታታኔ ሙጹዋታታ ጾሳስ ዱማቲዳ ሚሻታ ሻኪ ሻኪ ኢማናስ ኣዋቴꬂ ኢሜቲዴስ።
0e1f0f0127	ቄሴቲ ዴኢዛ ካታማታን ጊታፔ ጉꬅ ጋካናስ ዲዛ ባንታ ኢሻታስ ኣማኔቲዲ ኢስታ ኦሶ ማራ ማላ ሻኪ ሻኪ ኢማናስ ኤዴኔ፥ ሚኒያሚኔ፥ ኢያሶ፥ ሻማኤ፥ ኣማሪያኔ ሻካኒያይ ቆሬፔ ጋርሳራ ሹሚዳ።
0e1f100192	ሄሳፌ ቦላራ ኢስታስ ሱንꬃይ ኢስታስ ዬሌታ ማዝጋቤን ጻፌቲዳይቲኔ ሃች ሃች ዱማ ዱማ ኦሶታ ኦꬃናስ ኢሜቲዳ ኣላፌቴꬃ ማራኒኔ ኢስታስ ኢሜቲዳ ኦሳ ፖላናስ ጾሳ ኬꬅ ጌላናስ ዳንዳይዛይታስ፥ ኢስታስ ላይꬃይ ሄꬑኔ ሄሳፌ ቦላራ ጊዲዳ ኣቱማ ናይታስ ጊሺዳ።
0e1f110128	ባንታ ኣዋታ ኬꬃን ኬꬃን ቆዴቲ ኡቲዳ ቄሴታስካ ኢሚዳ፤ ቃሴ ላይꬃይ ናምኡ ታማኔ ሄሳፌ ቦላራ ጊዲዳ ሌዌታስ ኢስታስ ኢሜቲዳ ኣላፌቴꬃ ማራኒኔ ኢስታስ ኢሜቲዳ ኦሶዛ ማላ ሻኪ ሻኪ ኢሚዳ።
0e1f1200c7	ሃ ዬሌታ ማዝጋባን ዲዛ ኩሜꬃ ኢስራኤሌ ማባራስ ቄሪ ናይታስ፥ ኣቱማ ናይታሲኔ ማጫ ናይታስ ኢማናስ ባና ኣማኔቴꬃን ዱማሲዳ።
0e1f13014e	ቃሴ ባንታ ካታማታ ዩሾን ዲዛ ጎሻ ጋዴታን ዎይኮ ሃራ ካታማታን ዲዛ ኣሮኔ ዛርኬ ጊዲዳ ቄሴታስ፥ ቄሴታ ዛሬ ጊዲዳ ኣቱማ ኣሳታ ኡባሲኔ ባንታ ዬሌታን ቆዴቲዳ ሌዌታ ኡባስ ኢስታ ጋኪዳ ቁማ ሻካናስ ኣሳቲ ሹሜቲዳ።
0e1f14008c	ካዎ ሂዝቂያሲ ጎዳ ባ ጾሳ ሲንꬃን ሱሬ፥ ሎኦኔ ቱማ ጊዲዳ ሚሽ ዩሁዳ ቢታ ኡባን ኦꬂዴስ።
0e1f1500d3	ሂዝቂያሲ ጾሳ ኬꬃስ ኦꬂዳ ኦሶ ኡባን ዎጋኒኔ ኣዛዞን ጻፌቲዳይሳ ማላ ጾሳ ባ ኩሜꬃ ዎዚናፔ ኮዪዳ ጊሻስ ኢዛስ ኡባ ሚሺ ኢንጄቲዴስ።
0e2001010d	ካዎ ሂዝቂያሲ ጎዳስ ኣማኔቲዲ ሃ ኦሶታ ኦꬂ ፖሊዳፔ ጉዬን ኣሶሬ ካዎ ሴናኪሬሜይ ዩሁዳ ቢታ ቦላ ዎራጂዴስ፤ ሂስቲዲ ባስ ኦይካናስ ቆፒዲ ጊምቤቲ ኡቲዳ ካታማታ ዶዲዴስ።
0e2002006a	ሴናኪሬሜይ ዬሩሳላሜ ኦላናስ ቆፒዲ ዪዳይሳ ሂዝቂያሲ ቤኢዳ ዎዴ፥
0e20030099	ካታማፔ ካሬራ ጎጊዛ ፑልቶ ሃꬃ ዜራናስ ባ ኦሳንቻታኔ ባ ሚኖ ኣሳታ ዞሬ ቤሲን ኢስቲ ኢዛ ማዲዳ።
0e200400d2	ሄሳ ጊሻስ ዳሮ ኣሳቲ ሺቂዲ፥ «ኣሶሬ ካዎቲ ዪዲ ኣይ ሃꬂካ ዴሞፌቶ» ጊዲ ሄ ሄራን ዴኢዛ ፑልቶ ሃꬃታ ቱጪዳ፤ ጎጊዛ ሻፋታካ ጎርዲዳ።
0e200501a2	ሄሳፌ ጉዬ ሂዝቂያሲ ሚኒ ኦꬂዲ ላሌቲዳ ዲርሳ ጊምቤዛ ኡባ ዛሬꬂዲ ጊምቢዴስ፤ ሂስቲዲ ኢዛ ቦላ ሻኮታ ኬጺዴስ፤ ሄ ዲርሳ ጊምቤዛፔ ካሬ ባጋራ ሃራ ዲርሳ ጊምቢዴስ፤ ቃሴ ዳዊቴ ካታማ ጊምቤይ ኩንዶንታ ማላ ካሬ ባጋራ ኬጪዴስ፤ ዳሮ ኦላ ማሳራታኔ ጎንዳሌታ ኦꬂዴስ።
0e20060091	ሂስቲዲ ኦላ ጋዳዋታ ኣሳ ቦላ ሹሚዴስ፤ ኢስታ ኡባ ካታማ ፔንጌዛ ማታን ዲዛ ዴምባን ሺሺዲ፥
0e200700ce	«ሃያና ሚኒቴ! ጻላ ጊዲቴ! ኑናራ ዲዛይሲ ኢስታራ ዲዛይሳፌ ኣꬌስ፤ ሄሳ ጊሻስ ኣሶሬ ካዎሲኔ ኢዛ ኦላንቻታስ ባቦፍቴ፤ ዳጋሞፍቴ።
0e2008010e	ኢዛራ ዲዛይቲ ኣሾ ማይኢዳ ኣስ ጊዲሺን ኑናራ ዲዛይ ጊዲኮ ኑና ማዲዛኔ ኑ ሞርኬታ ኦሊዛ ጎዳ ኑ ጾሳ» ጊዲ ሚንꬄꬂዴስ። ዩሁዳ ካዎ ሂዝቂያሲ ዮቲዳ ቃላን ኣሳይ ሚኔቲዴስ።
0e200900fd	ሄሳፌ ጉዬ ኣሶሬ ካዎ ሴናኪሬሜይ ባ ኦላንቻታ ኡባራ ኢሲፌ ላኪሼ ካታማ ዶዲዲ ዩሁዳ ካዎ ሂዝቂያሳኮኔ ዬሩሳላሜን ዴኢዛ ዩሁዳ ኣሳ ኡባኮ ቃስታኔ ኣስ ኪቲዴስ።
0e200a00bd	ሂስቲዲ፥ «ኣሶሬ ካዎ ሴናኪሬሜይ፥ ‹ኢንቴኖ ሃ ዶዴቲ ኡቲዳ ዬሩሳላሜ ካታማን ዴኢዛ ኣሳቶ! ኦናን ኣማኔቴቲ?› ጊዴስ።
0e200b00a9	ሂዝቂያሲ፥ ‹ጎዳ ኑ ጾሳይ ኑና ኣሶሬ ካዎ ኩሼፔ ኣሻና› ጊሼ ኢንቴና ባሌꬂዲ ኮሻኒኔ ሳሞን ዬጋናስ ጊዴኔ?
0e200c00da	ጎይኒዛ ꬎቃሶሆታኔ ያርሾ ያርሺዛሶሆታ ዲጊዲ ዩሁዳ ኣሳኔ ዬሩሳላሜ ኣሳ፥ ‹ኢንቴ ኢሲሶን ያርሺቴኔ ጎይኒቴ› ጊዳይ ሃ ሂዝቂያሳ ጊዴኔ?
0e200d00c8	«ታኒኔ ታ ኣዋቲ ሃራ ዴሬ ካዎቴꬃታ ኡባ ቦላ ኦꬂዳይሳ ኢንቴ ኤሬኬቲ? ሄ ካዎቴꬃታ ጾሳቲ ባንታ ቢታ ታ ኩሼፔ ኣሻናስ ዳንዳይዶ?
0e200e00ee	ታ ኣዋቲ ꬋይሲዳ ሃ ካዎቴꬃታ ጾሳታ ኡባ ጊዶን ባ ኣሳ ታ ኩሼፔ ኣሻናስ ዳንዳይዳይ ኦኔ? ሂስቲን ኢንቴ ጾሳይ ኢንቴና ታ ኩሼፔ ዎስቲ ኣሻናስ ዳንዳይዜ?
0e200f01d1	ሄሳ ጊሻስ ሃኢካ ሂዝቂያሲ ኢንቴና ባሌꬆፎ ዎይኮ ሃይሳꬆ ጪሞፎ፤ ኣይስ ጊኮ ኢዛ ኣሳ ታ ኩሼፔ ዎይኮ ታ ኣዋታ ኩሼፔ፥ ኣዋ ዴሬ ኣሳ ዎይኮ ካዎቴꬃታ ጾሳቲ ባንታ ዴራ ኣሻናስ ዳንዳይዳይ ባይንዳ ጊሻስ ሂዝቂያሳን ኣማኔቶፍቴ፤ ሂስቲን ኢንቴ ጾሲ ኢንቴና ታ ኩሼፔ ኣሻናስ ዋኒ ዳንዳይዜ?» ጊዴስ።
0e20100081	ሴናኪሬሜ ሹሜቲ ጎዳ ቦላኔ ኢዛ ኣይሌ ሂዝቂያሳ ቦላ ሃራ ዳሮ ኢታ ሚሺካ ሃሳይዳ።
0e20110131	ሳናኪሬሚ ቃሴካ ጎዳ ኢስራኤሌ ጾሳ ጫዪሼ፥ «ሳኣ ቦላን ዴኢዛ ካዎቴꬃታ ጾሳቲ ባንታ ኣሳ ታ ኩሼፔ ኣሻናዉ ዳንዳዮንታ ኣጊዳ ማላ ሂዝቂያሳ ጾሳይካ ባ ኣሳ ታ ኩሼፔ ኣሼና» ጊዛ ዳብዳቤ ጻፊዴስ።
0e201200fa	ሴናኪሬሜ ኦሳንቻቲ ካታማ ዲኣናስ ኮዪዲ ዲርሳ ጊምቤዛ ቦላ ኡቲዳ ዬሩሳላሜ ኣሳ ያሺሳናሲኔ ዳጋንꬃናስ ባንታ ጬንጉርስ ꬎቁ ሂስቲዲ ኢብራዌታ ቃላን ዋሲዳ።
0e2013007a	ኣሳ ኩሼን ኦሴቲዳ ኤቃ ጾሳታ ቦላ ሃሳይዳ ማላ ዬሩሳላሜ ጾሳ ቦላካ ሃሳይዳ።
0e20140085	ሄሳፌ ጉዬ ካዎ ሂዝቂያሲኔ ኣሞጼ ና ናቤ ኢሳያሲ ሃይሳ ጊሻስ ዎሲሼ ፑዴ ሳሎ ዋሲዳ።
0e2015016f	ሂስቲን ጎዳይ ኪታንቻ ዬዲዲ ኣሶሬ ካዎይ ዱንካኒዳሶን ዴኢዛ ኦላንቻታ፥ ኦላ ጋዳዋታኔ ሃላቃታ ꬋይሲዴስ፤ ሄሳ ጊሻስ ኣሶሬ ካዎዚ ካዉዪዲ ባ ዴሬ ሲሚዴስ፤ ሂስቲዲ ባ ኤቃ ጾሳ ኬꬅ ጌሊዳ ማላ ኢዛ ኣቱማ ናይቲ ኢዛ ጊꬃ ማሻን ሲፊዳ።
0e2016010a	ሄሳꬆ ኦꬂዲ ጎዳይ ሂዝቂያሳኔ ዬሩሳላሜን ዴኢዛ ኣሳ ኣሶሬ ካዎ ሴናኪሬሜ ኩሼፔኔ ሃራ ሞርኬታ ኡባ ኩሼፔ ኣሺዴስ፤ ሂስቲዲ ኢስታ ዩሾን ዲዛ ኣሳ ኡባፌ ኢስታ ናጊዴስ።
0e201700e7	ዳሮ ኣሳቲ ጎዳስ ኢሞታ ቃሴ ዩሁዳ ካዎ ሂዝቂያሳሲካ ኢሞታ ኤኪዲ ዬሩሳላሜ ዪዳ፤ ሄ ዎዴፔ ዶሚዲ ካዎቴꬃታ ኡባ ሲንꬃን ሂዝቂያሲ ꬎቁ ꬎቁ ጊዴስ።
0e201800a5	ሄ ዎዴ ሂዝቂያሲ ሃርጊዲ ሃይቃና ማቲዴስ፤ ሄሳ ጊሻስ ጎዳ ዎሲን ጾሲ ኢዛ ፓꬃናስ ማላታራ ዛሮ ኢሚዴስ።
0e201900fa	ጊዶ ኣቲን ሂዝቂያሲ ኦቶሬቲዳ ጊሻስ ጎዳይ ኢዛስ ኪዪዳ ኪያቴꬃ ጊሻስ ኢዛ ጋላቲቤና፤ ሄሳ ጊሻስ ኢዛ ቦላ፥ ዩሁዳ ቦላኔ ዬሩሳላሜ ቦላ ጎዳ ሃንቆይ ዎꬊዴስ።
0e201a00f6	ጊዲኮካ ሂዝቂያሲኔ ዬሩሳላሜን ዲዛ ኣሳይ ባ ዎዚና ኦቶሬቴꬃ ኣጊዲ ባና ካዉሺዳ፤ ሄሳፌ ጉዬ ጎዳ ሃንቆይ ሂዝቂያሳ ካዎቴꬃ ዎዴ ኡባን ኢስታ ቦላ ዎꬊቤና።
0e201b00e8	ሂዝቂያሳስ ኬሂፔ ዳሮ ዱሬቴꬂኔ ቦንቾይ ዲዛ ጊሻስ ቢራስ፥ ዎርቃስ፥ ኣልኦ ሹቻስ፥ ሳዎስ፥ ጎንዳሌሲኔ ሃራ ኣልኦ ሚሻ ኡባስ ሚንጃ ኬꬅ ኬጺዴስ።
0e201c00a4	ሄሳꬆካ ካꬅ፥ ዎይኔ ኡሺኔ ዛይቴ ዎꬃና ኬꬃታኔ ዱማ ዱማ ሜሄታ፥ ዶርሳታኔ ዴይሻታ ዎꬃና ኬꬅ ኬጺዴስ።
0e201d009e	ጾሳይ ኢዛስ ዳሮ ዱሬቴꬅ ኢሚዳ ጊሻስ ካታማታ ኬጺዲ ዳሮ ዴይሻ፥ ዶርሳ ዉዴታኔ ዳሮ ሜሄታ ሺሺዴስ።
0e201e00f2	ሂዝቂያሲካ ፑዴ ባጋራ ዲዛ ጊዮኔ ፑልቶ ሃꬃ ቴቂዲ ዛሪ ዛሪዲ ዱጌ ዛሪ ኣርሼይ ዉሊዛ ባጋ ዱጌ ዳዊቴ ካታማ ዬዲዴስ፤ ኢዚ ኦꬂዳይሲ ኡባይ ሎኦ ፖሌቲዴስ።
0e201f0125	ጊዶ ኣቲን ዩሁዳ ቢታን ሃኒዳ ማላሊሲዛ ማላታ ጊሻስ ኦይቻናስ ባቢሎኔ ሃሪዛይቲ ኪቲዳ ኣሳቲ ሂዝቂያሳኮ ዪዳ ዎዴ ጾሲ ኢዛ ፓጫናሲኔ ኢዛ ዎዚናን ዲዛይሳ ኡባ ኤራናስ ኢዛ ዬዲ ቤሲዴስ።
0e2020011b	ሂዝቂያሲ ባ ካዎቴꬃ ዎዴን ኦꬂዳ ኦሶቲኔ ኢዚ ጾሳስ ኦꬂዳ ሎኦ ኦሶቲ ኣሞጼ ና ናቤ ኢሳያሳ ቲንቢቴ ማጻፋን፥ ዩሁዳ ካዎታ ማጻፋኒኔ ኢስራኤሌ ካዎታ ታሪኬ ማጻፋን ጻፌቲ ኡቲዴስ።
0e2021013b	ሂዝቂያሲ ካሴ ባ ኣዋታ ማላ ሃይቂዲ ካሴ ዳዊቴ ዛሬቲ ሞጌቲዛ ꬎቃሶሆን ሞጌቲዴስ፤ ኢዚ ሃይቂን ዩሁዳ ኣሳይ ኡባይኔ ዬሩሳላሜን ዲዛ ኣሳይ ኡባይ ኢዛ ቦንቺዴስ፤ ኢዛ ና ሚናሴይ ኢዛሶሆን ካዎቲዴስ።
0e21010077	ሚናሴይ ካዎቲዛ ዎዴ ኢዛስ ላይꬃይ 12፤ ኢዚ ዬሩሳላሜን 55 ላይꬅ ካዎቲዴስ።
0e210200b3	ጎዳይ ኢስራኤሌ ኣሳ ሲንꬃፌ ጎዲ ኬሲዳ ኣሳቲ ኦꬂዛ ሄ ሃራሲዛ ሎሴታ ካሊዲ ኢዚካ ጎዳ ሲንꬃን ኢታ ሚሽ ኦꬂዴስ።
0e2103011b	ሚናሴይ ባ ኣዋ ሂዝቂያሲ ላሊዳ ጎይኒዛ ꬎቃሶሆታ ዛሬꬂዲ ኬጺዴስ፤ ባኣሌስ ያርሺዛሶሆታኔ ኣሼሮ ጌቴቲዛ ኤቃ ጾሳይ ሚስሌታ ሜꬊዴስ፤ ቃሴ ሳሎ ጾሊንቴታ ኡባሲካ ሆኪ ጎይኒዴስ።
0e210400b4	ጎዳይ፥ «ታ ሱንꬃይ ሜርናስ ዬሩሳላሜን ዴኣና» ጊ ዎꬂዳ ጾሳ ኬꬃን ሚናሴይ ኤቃ ጾሳታስ ያርሺዛሶሆታ ጊግሲዴስ።
0e2105007b	ጾሳ ኬꬃን ዴኢዛ ናምኡ ዛጎታን ሳሎ ጾሊንቴታ ኡባስ ያርሺዛሶሆታ ጊግሲዴስ።
0e21060169	ሄኖሜ ና ሾባን ባ ኣቱማ ናይታ ታማን ጹጊዲ ያርሺዴስ፤ ኢዚ ባ ሁኤንካ ቢቲዛዴ፥ ጎጂዛዴኔ ማሮꬂዛዴ ጊዲዲ ሞይቲሌ ጼይጊዛይታኔ ኢታ ኣያናታራ ሃሳዬቲዛይታ ዞሬ ኦይቺዴስ፤ ጎዳ ሲንꬃን ኢዚ ዳሮ ኢታ ሚሽ ኦꬂዲ ኢዛ ሃንቄꬂዴስ።
0e21070138	ሄሳፌ ጉዬ ባ ሜꬊዳ ኤቃ ሚስሌዛ ጾሳ ኬꬃ ጊዶን ኤሲዴስ፤ ሄ ጾሳ ኬꬃይ ጾሲ ዳዊቴሲኔ ኢዛ ና ሶሎሞኔስ፥ «ሃ ጾሳ ኬꬃኒኔ ኢስራኤሌ ኡባ ጊዶፌ ታኒ ዶሪዳ ዬሩሳላሜን ታኒ ታ ሱንꬃ ሜርናስ ጼይጊሳና።
0e210800da	ታኒ ኢስራኤሌ ኣሳ ሙሴ ባጋራ ኣዛዚዳ ኣዛዞ፥ ዎጋኔ ማራ ኡባ ኢስቲ ናጊ ፖሊኮ ታኒ ኢስታ ኣዋታስ ኢሚዳ ቢታፌ ኢስታ ቶሆ ሾዲሲኬ» ጊዴስ።
0e210900ef	ጊዶ ኣቲን ሚናሴይ ዩሁዳ ኣሳኔ ዬሩሳላሜ ኣሳ ባሌꬂዴስ፤ ሂስቲን ኢስታ ጎዳይ ኢስራኤሌ ኣሳ ሲንꬃፌ ꬋይሲዳ ካዎቴꬃቲ ኦꬂዳ ኢታፔ ኣꬊዳ ኢታ ኦꬂዳ።
0e210a0083	ጎዳይ ሚናሴሲኔ ኢዛ ኣሳስ ሃሳይዴስ፤ ጊዶ ኣቲን ኢስቲ ኢዛ ሃሳያ ሲዮንታ ኢጺዳ።
0e210b00f0	ሄሳ ጊሻስ ጎዳይ ኣሶሬ ካዎ ኦላ ጋዳዋታ ኢስታ ቦላ ዴንꬂዴስ፤ ሂስቲን ኢስቲ ሚናሴ ሲꬌን ዳፎ ኣꬂዳ፤ ጻርቂማላ ሳንሳላታን ቃቺዲ ባቢሎኔ ቢታ ኤፊዳ።
0e210c008e	ሚናሴይ ቱጋቲዳ ዎዴ ጎዳ ባ ጾሳ ኮዪዴስ፤ ባ ኣዋታ ጾሳ ሲንꬃን ባናቴꬃ ኬሂፔ ካዉሺዴስ።
0e210d0112	ሚናሴይ ጾሳ ዎሲዳ ዎዴ ጾሳይ ኢዛስ ዎሴቲዴስ፤ ኢዛ ዋትዋቶዛካ ሲዪዴስ፤ ሂስቲዲ ዬሩሳላሜን ኢዛ ካዎቴꬃን ዛሪ ዎꬂዴስ። ሄሳን ጎዳይ ኢዚ ጾስ ጊዲዳይሳ ሚናሴይ ኤሪዴስ።
0e210e018c	ሄሳፌ ጉዬ ሚናሴይ ዙሌን ዲዛ ጊዮኔ ፑልቶዛስ ኣርሼይ ዉሊዛ ባጋፌ ዶሚዲ ሞሌ ፔንጌ ጋካናስ ዲዛ ዳዊቴ ካታማስ ካሬ ባጋራ ዲዛ ጊምቤዛ ኦፌሌ ዙምቡላ ጊዶ ዬጊዲ ካሴይሳፌ ꬎቁ ሂስቲ ጊምቢዴስ፤ ጊምቤቲ ኡቲዳ ዩሁዳ ካታማታ ኡባን ኦላ ጋዳዋታ ዎꬂዴስ።
0e210f00f1	ኣላጋ ጾሳታኔ ኤቃ ሚስሌ ጾሳ ኬꬃፌ ዲጊዴስ፤ ጾሳ ኬꬃን ዲዛ ዙምቡላ ቦላኔ ዬሩሳላሜን ኢዚ ኦꬂዳ ያርሾሶታ ኡባ ላሊዴስ፤ ሄ ካታማፔ ካሬ ኬሲ ኦሊዴስ።
0e211000f6	ቃሴካ ሚናሴይ ጎዳስ ያርሺዛሶዛ ኦራጺሲዴስ፤ ኢሲፌቴꬃ ያርሾኔ ጋላታ ያርሾ ኢዛን ያርሺዴስ፤ ዩሁዳ ኣሳካ ጎዳስ ኢስራኤሌ ጾሳስ ጎይናና ማላ ኣዛዚዴስ።
0e211100a3	ኣሳይ ጎይኒዛ ዙምቡላታ ቦላ ያርሾ ያርሺዛይሳ ኣጎንታ ኢጺኮካ ኢስቲ ያርሺዛይ ኢሲ ጎዳ ባንታ ጾሳሳ።
0e21120107	ሚናሴይ ባ ካዎቴꬃ ላይꬃታን ኦꬂዳ ኦሶቲ፥ ኢዚ ባ ጾሳ ዎሲዳ ዎሳይኔ ጎዳ ኢስራኤሌ ጾሳ ሱንꬃን ናቤቲ ኢዛስ ዮቲዳይሲ ኢስራኤሌ ካዎታ ታሪኬ ማጻፋን ጻፌቲ ኡቲዴስ።
0e21130159	ቃሴ ኢዛ ዎሳይኔ ጾሳይ ኢዛስ ዎሴቲዳይሲ፥ ኢዚ ኦꬂዳ ናጋራይኔ ናቆይ ኡባይ ሚናሴይ ባና ካዉሻናፔ ካሴ ኦꬂዳ ዙምቡላታ ቦላ ጎይኒዛሶቲ፥ ኢዚ ኤሲዳ ኣሼሪ ሚስሌቲኔ ኤቃ ጾሳቲ ኡባይ ናቤታ ታሪኬ ማጻፋን ጻፌቲ ኡቲዳ።
0e211400ad	ሚናሴይ ባ ኣዋታꬆ ሃይቂዴስ፤ ሂስቲን ሚናሴ ኢዛ ካዎቴꬃ ኬꬃን ሞጊዳ፤ ኢዛ ና ኣሞኔይ ኢዛሶሆን ካዎቲዴስ።
0e2115007e	ኣሞኔይ ካዎቲዛ ዎዴ ኢዛስ ላይꬃይ 22፤ ኢዚ ዬሩሳላሜን ናምኡ ላይꬅ ካዎቲዴስ።
0e211600e0	ኢዛ ኣዋ ሚናሴይ ኦꬂዳ ማላ ኢዚካ ጎዳ ሲንꬃን ኢታ ሚሽ ኦꬂዴስ፤ ኢዛ ኣዋ ሚናሴይ ኦሲሲዳ ኤቃ ሚስሌታ ኡባስ ጎይኒዴሲኔ ኢስታስ ያርሺዴስ።
0e211700cb	ጊዶ ኣቲን ኢዛ ኣዋ ሚናሴይ ባናቴꬃ ካዉሺዳ ማላ ኢዚ ባናቴꬃ ጎዳ ሲንꬃን ካዉሺቤና፤ ኣሞኔይ ሞሮ ቦላ ሞሮ ጌዴ ጉጂ ጉጂ ቢዴስ።
0e21180067	ኣሞኔ ሹሜቲ ኢዛ ቦላ ማቄቲዲ ኢዛ ካዎቴꬃ ኬꬃ ጊዶን ኢዛ ዎꬊዳ።
0e211900ad	ሄሳፌ ጉዬ ሄ ዴሬ ኣሳቲ ካዎ ኣሞኔ ቦላ ማቄቲዲ ኡባታ ዎꬊዳ፤ ሂስቲዲ ኣሞኔ ሶሆን ኢዛ ና ኢዮሲያሳ ካዎꬂዳ።
0e22010079	ኢዮሲያሲ ካዎቲዛ ዎዴ ኢዛስ ላይꬃይ 8፤ ኢዚ ዬሩሳላሜን 31 ላይꬅ ካዎቲዴስ።
0e22020091	ኢዮሲያሲ ጎዳ ሲንꬃን ሱሬ ሚሽ ኦꬂዴስ፤ ኡሻቺኔ ሃዲርስ ጎንታ ባ ኣዋ ዳዊቴ ኦጌራ ቢዴስ።
0e2203019d	ኢዚ ካዎቲዳ ኦስፑንꬃ ላይꬃን ቡሮ ዬላጋ ዲሼ ባ ኣዋ ዳዊቴ ጾሳስ ጎይኖ ዶሚዴስ፤ ቃሴካ ኢዚ ካዎቲዳ ታማን ናምኣንꬆ ላይꬃን ዙምቡላታ ቦላ ጎይኒዛሶታ፥ ኣሼሮ ጌቴቲዛ ኤቃ ጾሳይ ሚስሌታ ማሲ ጊግሲዳኔ ሴሪሲ ሜꬊዳ ሚስሌታ ዩሁዳፔኔ ዬሩሳላሜፔ ꬋይሶ ዶሚዴስ።
0e22040140	ኢዛ ኣዛዞን ኣሳይ ባኣሌስ ያርሺዛሶሆታኔ ኢስታ ቦላ ዲዛ ኤጻኔ ጩዋሲዛሶታካ ላሊዳ፤ ኣሼሪ ሚስሌታ፥ ማሲ ጊግሲዳ ኤቃታኔ ሴሪሲ ሜꬊዳ ሚስሌታ ኪንቼሬꬂ ሊቂሲዲ ኢስታስ ያርሺዛ ኣሳታ ዱፎ ቦላ ላሊዳ።
0e220500b0	ቃሴ ኢዮሲያሲ ኢስታ ቄሴታ ሜቄꬅ ሄ ኢስቲ ጎይኒዛ ያርሾሶታ ቦላ ጹጊዴስ፤ ሂስቲዲ ዩሁዳኔ ዬሩሳላሜ ጌሺዴስ።
0e220600c4	ሚናሴ ቢታን፥ ኤፍሬሜ ቢታኒኔ ሲሞና ቢታን ቢዲ ኒፍታሌሜ ቢታ ጋካናስ ዴኢዛ ካታማታኔ ላሌቲዳ ሶሆታ ኡባን ሄሳꬆ ኦꬂዴስ።
0e2207011f	ኢዮሲያሲ ያርሺዛሶሆታ፥ ኣሼሪ ሚስሌታኔ ኤቃ ሚስሌታ ኪንቼሬꬂ ሊቂሲዴስ፤ ኢስራኤሌ ቢታን ኡባን ኤጻኔ ጩዋሲዛ ሚሻታ ኡባ ሜንꬄሬꬂዴስ፤ ሄሳፌ ጉዬ ኢዮሲያሲ ዬሩሳላሜ ሲሚዴስ።
0e22080133	ኢዮሲያሲ ካዎቲዳ ታማን ኦስፑንꬃ ላይꬃን ቢታኔ ጾሳ ኬꬃ ጌሺዳፔ ጉዬ ጎዳ ባ ጾሳ ኬꬃ ኦራጺሳና ማላ ኣጻሊያ ና ሳፋኔ፥ ዬሩሳላሜ ካታማ ሃሪዛ ማኢሳያኔ ኢዮኣካዜ ና፥ ዋና ጻፌዛ ዮኣሃ ኪቲዴስ።
