0100000018	ഉല്പത്തി
171c0901aa	“അവൻ ആരെയാണ് ജ്ഞാനം അഭ്യസിപ്പിക്കുന്നത്? ആരോടാണ് അവൻ സന്ദേശം വ്യാഖ്യാനിക്കുന്നത്? ഇപ്പോൾ മുലകുടി മാറിയവരെയോ? ഇപ്പോൾത്തന്നെ അമ്മയുടെ മാറിടം വിട്ടകന്നവരെയോ?
171c0a0122	കാരണം അവർ പറയുന്നു: കൽപ്പനയ്ക്കുമേൽ കൽപ്പന, ആജ്ഞയ്ക്കുമേൽ ആജ്ഞ, ഇവിടെ അൽപ്പം, അവിടെ അൽപ്പം, എന്നിങ്ങനെയാണ്.”
171c0b00c6	അതേ, വിക്കുള്ള അധരങ്ങളാലും വൈദേശികഭാഷകളാലും ദൈവം ഈ ജനത്തോടു സംസാരിക്കും.
171c0c01b5	“ഇതാണു വിശ്രമസ്ഥലം, ക്ഷീണിതർ വിശ്രമിക്കട്ടെ,” എന്നും “ഇതാണ് ആശ്വാസസ്ഥാനം,” എന്നും അവിടന്ന് അവരോടു പറഞ്ഞു. എങ്കിലും അതു ശ്രദ്ധിക്കാൻ അവർക്കു മനസ്സില്ലായിരുന്നു.
171c0d023e	അതിനാൽ അവരോടുള്ള യഹോവയുടെ വചനം: “കൽപ്പനയ്ക്കുമേൽ കൽപ്പന, ആജ്ഞയ്ക്കുമേൽ ആജ്ഞ, ഇവിടെ അൽപ്പം, അവിടെ അൽപ്പം” എന്നായിരിക്കും. അങ്ങനെ അവർ ചെന്ന് പിന്നാക്കം വീണു മുറിവേറ്റ്, വലയിലകപ്പെട്ട്, ബദ്ധരായിത്തീരേണ്ടതിനുതന്നെ.
171c0e00d3	അതിനാൽ ജെറുശലേമിലുള്ള ഈ ജനത്തെ ഭരിക്കുന്ന പരിഹാസികളേ, യഹോവയുടെ വചനം കേൾക്കുക.
171c0f0344	“മരണത്തോടു ഞങ്ങൾ ഒരു ഉടമ്പടിചെയ്തു, പാതാളവുമായി ഒരു ഉഭയസമ്മതത്തിൽ ഏർപ്പെട്ടിരിക്കുന്നു. കവിഞ്ഞൊഴുകുന്ന ദണ്ഡനം കടന്നുപോകുമ്പോൾ അത് ഞങ്ങളുടെ അടുക്കൽ എത്തുകയില്ല, കാരണം ഞങ്ങൾ വ്യാജത്തെ ഞങ്ങളുടെ ശരണമാക്കിയിരിക്കുന്നു, വഞ്ചനയിൽ ഞങ്ങൾ ഞങ്ങളെത്തന്നെ ഒളിപ്പിക്കുകയുംചെയ്യുന്നു,” എന്നു നിങ്ങൾ അഹങ്കരിക്കുന്നു.
171c100293	അതുകൊണ്ട് യഹോവയായ കർത്താവ് ഇപ്രകാരം അരുളിച്ചെയ്യുന്നു: “ഇതാ, സീയോനിൽ ഞാനൊരു കല്ല് സ്ഥാപിക്കുന്നു, മാറ്റുരയ്ക്കപ്പെട്ട ഒരു കല്ലുതന്നെ, ഉറപ്പുള്ള അടിസ്ഥാനമായി വിലയേറിയ ഒരു മൂലക്കല്ലും ഇട്ടിരിക്കുന്നു; വിശ്വസിക്കുന്നവർ പരിഭ്രാന്തരാകുകയില്ല.
171c1101b3	ഞാൻ ന്യായത്തെ അളവുനൂലും നീതിയെ തൂക്കുകട്ടയുമാക്കും; അപ്പോൾ വ്യാജം എന്ന നിങ്ങളുടെ ശരണത്തെ കന്മഴ തൂത്തെറിയും, വെള്ളം നിങ്ങളുടെ ഒളിവിടത്തെ ഒഴുക്കിക്കൊണ്ടുപോകും.
171c1201cd	മരണത്തോടുള്ള നിങ്ങളുടെ ഉടമ്പടി റദ്ദാക്കപ്പെടും; പാതാളത്തോടുള്ള നിങ്ങളുടെ ഉഭയസമ്മതം നിലനിൽക്കുകയുമില്ല. അസഹനീയമായ പ്രഹരം നിങ്ങളെ തൂത്തെറിയുമ്പോൾ, നിങ്ങൾ തകർന്നുപോകും.
171c1301e6	അതു കടന്നുവരുമ്പോഴൊക്കെയും അതു നിങ്ങളെ വഹിച്ചുകൊണ്ടുപോകും; പ്രഭാതംതോറും, രാത്രിയും പകലും അതു നിങ്ങളെ കടന്നുപോകും.” അതിനെക്കുറിച്ചുള്ള കേൾവിതന്നെ നിങ്ങൾക്കു സംഭ്രമമുണ്ടാക്കും.
171c140130	കിടക്ക നീണ്ടുനിവർന്നു കിടക്കാൻ വേണ്ടത്ര നീളമില്ലാത്തതും പുതപ്പ് പുതയ്ക്കാൻ ആവശ്യമായ വലുപ്പമില്ലാത്തതും ആകും.
171c150283	യഹോവ തന്റെ കൃത്യം, തന്റെ അസാധാരണമായ കൃത്യം നിർവഹിക്കാനും തന്റെ പ്രവൃത്തി, അസാമാന്യമായ പ്രവൃത്തി നിറവേറ്റാനും ഫെറാസിം മലയിൽ അവിടന്ന് എഴുന്നേറ്റതുപോലെ എഴുന്നേൽക്കും ഗിബെയോൻ താഴ്വരയിൽ അവിടന്ന് ക്രുദ്ധനായതുപോലെ ക്രുദ്ധനാകുകയും ചെയ്യും.
171c160260	ഇപ്പോൾ നിങ്ങളുടെ പരിഹാസം അവസാനിപ്പിക്കുക, അല്ലെങ്കിൽ നിങ്ങളുടെ ചങ്ങലകൾ ഭാരമുള്ളതായിത്തീരും; കാരണം സകലഭൂതലത്തിന്മേലും വരുന്ന സംഹാരത്തെപ്പറ്റിയുള്ള ഉത്തരവ് സൈന്യങ്ങളുടെ യഹോവയായ കർത്താവ് എന്നോട് അരുളിച്ചെയ്തിരിക്കുന്നു.
171c1700ba	ചെവിചായ്ച്ച് എന്റെ ശബ്ദം കേൾക്കുക; ശ്രദ്ധയോടെ എന്റെ വചനം ശ്രവിക്കുക.
171c180140	കൃഷിക്കാർ വിത്തു വിതയ്ക്കുന്നതിന് നിരന്തരം ഉഴുതുകൊണ്ടിരിക്കുമോ? അവർ എപ്പോഴും മണ്ണിളക്കി കട്ട ഉടച്ചുകൊണ്ടിരിക്കുമോ?
171c1901bc	അവർ ഉപരിതലം നിരപ്പാക്കി കരിംജീരകം വിതയ്ക്കുകയും ജീരകം വിതറുകയും ഗോതമ്പ് അതിന്റെ നിരയിലും യവം അതിന്റെ സ്ഥാനത്തും ചോളം അതിന്റെ നിലത്തിലും നടുകയുമല്ലേ ചെയ്യുന്നത്?
171c1a00e0	അതിനായി അവരുടെ ദൈവം അവരെ വേണ്ടവിധം ഉപദേശിക്കുകയും അഭ്യസിപ്പിക്കുകയും ചെയ്യുന്നു.
171c1b01b9	കരിംജീരകം മെതിവണ്ടി ഉപയോഗിച്ച് മെതിക്കുന്നില്ല, ജീരകത്തിന്റെമേൽ വണ്ടിച്ചക്രം ഉരുളുന്നതുമില്ല; കരിംജീരകം കമ്പുകൊണ്ടും ജീരകം കോൽകൊണ്ടും തല്ലിയാണ് എടുക്കുന്നത്.
171c1c0233	അപ്പമുണ്ടാക്കാനുള്ള ധാന്യം പൊടിക്കുകയാണ് വേണ്ടത്; അതുകൊണ്ട് അത് എന്നേക്കും മെതിച്ചുകൊണ്ടിരിക്കുകയില്ല. മെതിവണ്ടിയുടെ ചക്രം അതിന്മേൽ ഉരുട്ടാം പക്ഷേ, ധാന്യം പൊടിക്കുന്നതിന് കുതിരകളെ ഉപയോഗിക്കുകയില്ലല്ലോ.
171c1d0147	ഇക്കാര്യവും സൈന്യങ്ങളുടെ യഹോവയിൽനിന്ന് വരുന്നു, അവിടന്ന് തന്റെ ആലോചന അത്ഭുതകരവും ജ്ഞാനം ശ്രേഷ്ഠവും ആക്കിയിരിക്കുന്നു.
171d01016e	അരീയേലേ, അരീയേലേ, ദാവീദ് വസിച്ചിരുന്ന നഗരമേ, നിനക്കു ഹാ, കഷ്ടം! വർഷത്തോടു വർഷം ചേർത്തുകൊള്ളുക, നിങ്ങളുടെ ഉത്സവങ്ങൾ പതിവുപോലെ ആഘോഷിക്കുക.
171d020159	ഞാൻ അരീയേലിനു ദുരിതംവരുത്തും; അവൾ വിലപിക്കുകയും ദുഃഖിക്കുകയും ചെയ്യും, അവൾ എനിക്ക് ഒരു ബലിപീഠത്തിന്റെ അടുപ്പുപോലെ ആയിരിക്കും.
171d03017a	ഞാൻ നിന്നെ വളഞ്ഞു നിനക്കുചുറ്റും പാളയമടിക്കും; നിനക്കുചുറ്റും ഉപരോധക്കോട്ടകൾ തീർക്കും, ഞാൻ നിനക്കെതിരേ കൊത്തളങ്ങൾ പണിയിക്കുകയും ചെയ്യും.
