0100000007	Genèse
134402008e	Tu les chasseras comme la fumée est chassée [par le vent]; comme la cire se fond devant le feu, [ainsi] les méchants périront devant Dieu.
1344030056	Mais les justes se réjouiront et s'égayeront devant Dieu, et tressailliront de joie.
1344040089	Chantez à Dieu, psalmodiez son Nom, exaltez celui qui est monté sur les cieux; son Nom, est l'Eternel; et égayez-vous en sa présence.
134405005f	Il est le père des orphelins, et le juge des veuves; Dieu est dans la demeure de sa Sainteté.
1344060094	Dieu fait habiter en famille ceux qui étaient seuls; il délivre ceux qui étaient enchaînés, mais les revêches demeurent en une terre déserte.
1344070056	Ô Dieu! Quand tu sortis devant ton peuple, quand tu marchais par le désert; (Sélah)
13440800a9	La terre trembla, et les cieux répandirent leurs eaux à cause de la présence de Dieu, ce mont de Sinaï [trembla] à cause de la présence de Dieu, du Dieu d'Israël.
134409006b	Ô Dieu! tu as fait tomber une pluie abondante sur ton héritage; et quand il était las, tu l'as rétabli.
13440a0056	Ton troupeau s'y est tenu. Tu accommodes de tes biens celui qui est affligé, ô Dieu!
13440b0063	Le Seigneur a donné de quoi parler; les messagers de bonnes nouvelles ont été une grande armée.
13440c0071	Les Rois des armées s'en sont fuis, ils s'en sont fuis, et celle qui se tenait à la maison a partagé le butin.
13440d00ac	Quand vous auriez couché entre les chenets arrangés, [vous serez comme] les ailes d'un pigeon couvert d'argent, et dont les ailes sont [comme] la couleur jaune du fin or.
13440e006f	Quand le Tout-puissant dissipa les Rois en cet [héritage], il devint blanc, comme la neige qui est en Tsalmon.
13440f0052	La montagne de Dieu est un mont de Basan; une montagne élevée, un mont de Basan.
1344100094	Pourquoi lui insultez-vous, montagnes dont le sommet est élevé? Dieu a désiré cette montagne pour y habiter, et l'Eternel y demeurera à jamais.
134411008e	La chevalerie de Dieu [se compte par] vingt-mille, par des milliers redoublés; le Seigneur est au milieu d'eux; c'est un Sinaï en Sainteté.
13441200ca	Tu es monté en haut, tu as mené captifs les prisonniers, tu as pris des dons [pour les distribuer] entre les hommes, et même entre les rebelles, afin qu'ils habitent [dans le lieu] de l'Eternel Dieu.
1344130073	Béni soit le Seigneur, qui tous les jours nous comble de ses biens; le [Dieu] Fort est notre délivrance; (Sélah)
1344140073	Le [Dieu] Fort nous est un [Dieu] Fort pour nous délivrer, et les issues de la mort sont à l'Eternel le Seigneur.
1344150077	Certainement Dieu écrasera la tête de ses ennemis, le sommet de la tête chevelue de celui qui marche dans ses vices.
1344160065	Le Seigneur a dit: je ferai retourner [les miens] de Basan, je les ferai retourner du fond de la mer.
1344170072	Afin que ton pied et la langue de tes chiens s'enfoncent dans le sang des ennemis, [dans le sang] de chacun d'eux.
1344180062	Ô Dieu! Ils ont vu tes démarches dans le lieu saint, les démarches de mon [Dieu] Fort, mon Roi.
1344190075	Les chantres allaient devant, ensuite les joueurs d'instruments, [et] au milieu les jeunes filles, jouant du tambour.
13441a0064	Bénissez Dieu dans les assemblées, [bénissez] le Seigneur, vous qui êtes de la source d'Israël.
13441b00b5	Là Benjamin le petit a dominé sur eux; les principaux de Juda ont été leur accablement de pierres: [là ont dominé] les principaux de Zabulon, [et] les principaux de Nephthali.
13441c0054	Ton Dieu a ordonné ta force. Donne force, ô Dieu; c'est toi qui nous as fait ceci.
13441d0044	Dans ton Temple, à Jérusalem, les Rois t'amèneront des présents.
13441e00d8	Tance rudement les bêtes sauvages des roseaux, l'assemblée des forts taureaux, et les veaux des peuples, [et] ceux qui se montrent parés de lames d'argent. Il a dissipé les peuples qui ne demandent que la guerre.
13441f0056	De grands Seigneurs viendront d'Egypte; Cus se hâtera d'étendre ses mains vers Dieu.
1344200047	Royaumes de la terre, chantez à Dieu, psalmodiez au Seigneur; (Sélah)
134421008c	[Psalmodiez] à celui qui est monté dans les cieux des cieux qui sont d'ancienneté; voilà, il fait retentir de sa voix un son véhément.
134422005d	Attribuez la force à Dieu; sa magnificence est sur Israël, et sa force est dans les nuées.
134423009a	Ô Dieu! Tu es redouté à cause de tes Sanctuaires. Le [Dieu] Fort d'Israël est celui qui donne la force et la puissance à son peuple; Béni soit Dieu!
1345010096	Psaume de David, [donné] au maître chantre, [pour le chanter] sur Sosannim. Délivre-moi, ô Dieu, car les eaux me sont entrées jusque dans l'âme.
13450200ad	Je suis enfoncé dans un bourbier profond, dans lequel il n'y a point où prendre pied; je suis entré au plus profond des eaux, et le fil des eaux se débordant, m'emporte.
1345030071	Je suis las de crier, mon gosier en est asséché; mes yeux sont consumés pendant que j'attends après mon Dieu.
13450400cf	Ceux qui me haïssent sans cause, passent en nombre les cheveux de ma tête; ceux qui tâchent à me ruiner, et qui me sont ennemis à tort, se sont renforcés: j'ai alors rendu ce que je n'avais point ravi.
1345050046	Ô Dieu! Tu connais ma folie, et mes fautes ne te sont point cachées.
13450600cb	Ô Seigneur Eternel des armées! que ceux qui se confient en toi, ne soient point rendus honteux à cause de moi; [et] que ceux qui te cherchent ne soient point confus à cause de moi, ô Dieu d'Israël!
1345070050	Car pour l'amour de toi j'ai souffert l'opprobre, la honte a couvert mon visage.
1345080057	Je suis devenu étranger à mes frères, et un homme de dehors aux enfants de ma mère.
1345090066	Car le zèle de ta maison m'a rongé, et les outrages de ceux qui t'outrageaient sont tombés sur moi.
13450a0045	Et j'ai pleuré en jeûnant: mais cela m'a été tourné en opprobre.
13450b0053	J'ai aussi pris un sac pour vêtement, mais je leur ai été un sujet de raillerie.
13450c0056	Ceux qui sont assis à la porte discourent de moi, et je sers de chanson aux ivrognes.
13450d00bd	Mais, pour moi, ma requête s'adresse à toi, ô Eternel! Il y a un temps de [ton] bon plaisir, ô Dieu! selon la grandeur de ta gratuité. Réponds-moi selon la vérité de ta délivrance.
13450e0082	Délivre-moi du bourbier, fais que je n'y enfonce point, et que je sois délivré de ceux qui me haïssent, et des eaux profondes.
13450f0091	Que le fil des eaux se débordant ne m'emporte point, et que le gouffre ne m'engloutisse point, et que le puits ne ferme point sa gueule sur moi.
134510006e	Eternel! Exauce-moi, car ta gratuité est bonne; tourne la face vers moi selon la grandeur de tes compassions;
1345110065	Et ne cache point ta face arrière de ton serviteur, car je suis en détresse: hâte-toi, exauce-moi.
134512004c	Approche-toi de mon âme, rachète-la; délivre-moi à cause de mes ennemis.
1345130063	Tu connais toi-même mon opprobre, et ma honte, et mon ignominie; tous mes ennemis sont devant toi.
13451400c9	L'opprobre m'a déchiré le cœur, et je suis languissant; j'ai attendu que quelqu'un eût compassion de moi, mais il n'y en a point eu: et j'ai attendu des consolateurs, mais je n'en ai point trouvé.
1345150065	Ils m'ont au contraire donné du fiel pour mon repas; et dans ma soif ils m'ont abreuvé de vinaigre.
134516006d	Que leur table soit un filet tendu devant eux; et [que ce qui tend] à la prospérité [leur soit] en piège.
1345170078	Que leurs yeux soient tellement obscurcis, qu'ils ne puissent point voir; et fais continuellement chanceler leurs reins.
134518004d	Répands ton indignation sur eux, et que l'ardeur de ta colère les saisisse.
1345190056	Que leur palais soit désolé, et qu'il n'y ait personne qui habite dans leurs tentes.
13451a0072	Car ils persécutent celui que tu avais frappé, et font leurs contes de la douleur de ceux que tu avais blessés.
13451b004b	Mets iniquité sur leur iniquité; et qu'ils n'entrent point en ta justice.
13451c005a	Qu'ils soient effacés du Livre de vie, et qu'ils ne soient point écrits avec les justes.
13451d0071	Mais pour moi, qui suis affligé, et dans la douleur, ta délivrance, ô Dieu! m'élèvera en une haute retraite.
13451e005d	Je louerai le Nom de Dieu par des Cantiques, et je le magnifierai par une louange solennelle.
13451f0065	Et cela plaira plus à l'Eternel qu'un taureau, plus qu'un veau qui a des cornes, et l'ongle divisé.
1345200081	Les débonnaires le verront, [et] ils s'en réjouiront, et votre cœur vivra, [le cœur, dis-je, de vous tous] qui cherchez Dieu.
134521004b	Car l'Eternel exauce les misérables, et ne méprise point ses prisonniers.
134522005f	Que les cieux et la terre le louent; que la mer et tout ce qui se meut en elle le louent aussi.
134523005c	Car Dieu délivrera Sion, et bâtira les villes de Juda; on y habitera, et on la possèdera.
1345240060	Et la postérité de ses serviteurs l'héritera, et ceux qui aiment son Nom demeureront en elle.
1346010094	Psaume de David, pour faire souvenir, [donné] au maître chantre. Ô Dieu! [hâte-toi] de me délivrer; ô Dieu! hâte-toi de venir à mon secours.
134602009a	Que ceux qui cherchent mon âme soient honteux et rougissent; et que ceux qui prennent plaisir à mon mal soient repoussés en arrière, et soient confus.
1346030069	Que ceux qui disent: Aha! Aha! retournent en arrière pour la récompense de la honte qu'ils m'ont faite.
1346040091	Que tous ceux qui te cherchent s'égayent et se réjouissent en toi; et que ceux qui aiment ta délivrance, disent toujours: Magnifié soit Dieu!
134605008a	Or je suis affligé et misérable; ô Dieu! hâte-toi de venir vers moi; tu es mon secours et mon libérateur; ô Eternel! ne tarde point.
1347010048	Eternel! je me suis retiré vers toi, fais que je ne sois jamais confus.
1347020062	Délivre-moi par ta justice, et me garantis: incline ton oreille vers moi, et me mets en sûreté.
13470300a2	Sois-moi pour un rocher de retraite, afin que je m'y puisse toujours retirer; tu as donné ordre de me mettre en sûreté; car tu es mon rocher, et ma forteresse.
1347040059	Mon Dieu! délivre-moi de la main du méchant, de la main du pervers, et de l'oppresseur.
134705004c	Car tu es mon attente, Seigneur Eternel! [et] ma confiance dès ma jeunesse.
134706009c	J'ai été appuyé sur toi dès le ventre [de ma mère]; c'est toi qui m'as tiré hors des entrailles de ma mère; tu es le sujet continuel de mes louanges.
1347070047	J'ai été à plusieurs comme un monstre; mais tu es ma forte retraite.
134708004c	Que ma bouche soit remplie de ta louange, et de ta magnificence chaque jour.
134709006a	Ne me rejette point au temps de ma vieillesse; ne m'abandonne point maintenant que ma force est consumée.
13470a005a	Car mes ennemis ont parlé de moi, et ceux qui épient mon âme ont pris conseil ensemble;
13470b0063	Disant: Dieu l'a abandonné; poursuivez-le, et le saisissez; car il n'y a personne qui le délivre.
13470c0050	Ô Dieu! ne t'éloigne point de moi; mon Dieu hâte-toi de venir à mon secours.
13470d008e	Que ceux qui sont ennemis de mon âme soient honteux et défaits; et que ceux qui cherchent mon mal soient enveloppés d'opprobre et de honte.
13470e005c	Mais moi je vivrai toujours en espérance en toi, et je te louerai tous les jours davantage.
13470f0068	Ma bouche racontera chaque jour ta justice, [et] ta délivrance, bien que je n'en sache point le nombre.
134710004e	Je marcherai par la force du Seigneur Eternel; je raconterai ta seule justice.
1347110061	Ô Dieu! tu m'as enseigné dès ma jeunesse, et j'ai annoncé jusques à présent tes merveilles.
13471200f0	[Je les ai annoncées] jusqu’à la vieillesse, même jusques à la vieillesse toute blanche; ô Dieu! ne m'abandonne point jusqu’à ce que j'aie annoncé ton bras à cette génération, et ta puissance à tous ceux qui viendront après.
1347130075	Car ta justice, ô Dieu! est haut élevée, parce que tu as fait de grandes choses. Ô Dieu qui est semblable à toi?
134714008f	Qui m'ayant fait voir plusieurs détresses et plusieurs maux, m'as de nouveau rendu la vie, et m'as fait remonter hors des abîmes de la terre?
1347150037	Tu accroîtras ma grandeur, et tu me consoleras encore.
1347160096	Aussi, mon Dieu! je te célébrerai pour l'amour de ta vérité avec l'instrument de la musette; ô Saint d'Israël, je te psalmodierai avec la harpe.
134717005e	Mes lèvres et mon âme, que tu auras rachetée, chanteront de joie, quand je te psalmodierai.
1347180076	Ma langue aussi discourra chaque jour de ta justice, parce que ceux qui cherchent mon mal seront honteux et rougiront.
1348010050	Pour Salomon. Ô Dieu, donne tes jugements au Roi, et ta justice au fils du Roi.
1348020057	Qu'il juge justement ton peuple, et équitablement ceux des tiens qui seront affligés.
134803005d	Que les montagnes portent la paix pour le peuple, et que les coteaux [la portent] en justice.
134804007b	Qu'il fasse droit aux affligés d'entre le peuple; qu'il délivre les enfants du misérable, et qu'il froisse l'oppresseur!
134805004e	Ils te craindront tant que le soleil et la lune dureront, dans tous les âges.
1348060064	Il descendra comme la pluie sur le regain, et comme la même pluie sur l'herbe fauchée de la terre.
1348070067	En son temps le juste fleurira, et il y aura abondance de paix, jusqu'à ce qu'il n'y ait plus de lune.
1348080063	Même il dominera depuis une mer jusqu'à l'autre, et depuis le fleuve jusqu'aux bouts de la terre.
1348090059	Les habitants des déserts se courberont devant lui, et ses ennemis lécheront la poudre.
13480a0078	Les Rois de Tarsis et des Iles lui présenteront des dons; les Rois de Scéba et de Séba lui apporteront des présents.
13480b0051	Tous les Rois aussi se prosterneront devant lui, toutes les nations le serviront.
13480c0065	Car il délivrera le misérable criant à [lui], et l'affligé, et celui qui n'a personne qui l'aide.
13480d0057	Il aura compassion du pauvre et du misérable, et il sauvera les âmes des misérables.
13480e0063	Il garantira leur âme de la fraude et de la violence, et leur sang sera précieux devant ses yeux.
13480f0082	Il vivra donc, et on lui donnera de l'or de Séba, et on fera des prières pour lui continuellement; et on le bénira chaque jour.
