2800000006	mathiH
2c1b1c00a0	tataste jalaM parimAya tatra viMshati rvyAmA jalAnIti j nAtavantaH| ki nchiddUraM gatvA punarapi jalaM parimitavantaH| tatra pa nchadasha vyAmA jalAni dR^iShTvA
2c1b1d0079	chet pAShANe lagatIti bhayAt potasya pashchAdbhAgatashchaturo la NgarAn nikShipya divAkaram apekShya sarvve sthitavantaH|
2c1b1e0075	kintu potIyalokAH potAgrabhAge la NgaranikShepaM ChalaM kR^itvA jaladhau kShudranAvam avarohya palAyitum acheShTanta|
2c1b1f007c	tataH paulaH senApataye sainyagaNAya cha kathitavAn, ete yadi potamadhye na tiShThanti tarhi yuShmAkaM rakShaNaM na shakyaM|
2c1b200036	tadA senAgaNo rajjUn ChitvA nAvaM jale patitum adadAt|
2c1b21009f	prabhAtasamaye paulaH sarvvAn janAn bhojanArthaM prArthya vyAharat, adya chaturdashadinAni yAvad yUyam apekShamAnA anAhArAH kAlam ayApayata kimapi nAbhuMgdhaM|
2c1b220088	ato vinaye. ahaM bhakShyaM bhujyatAM tato yuShmAkaM ma NgalaM bhaviShyati, yuShmAkaM kasyachijjanasya shirasaH keshaikopi na naMkShyati|
2c1b230060	iti vyAhR^itya paulaM pUpaM gR^ihItveshvaraM dhanyaM bhAShamANastaM bhaMktvA bhoktum ArabdhavAn|
2c1b24003e	anantaraM sarvve cha susthirAH santaH khAdyAni parpyagR^ihlan|
2c1b250032	asmAkaM pote ShaTsaptatyadhikashatadvayalokA Asan|
2c1b26006f	sarvveShu lokeShu yatheShTaM bhuktavatsu potasthan godhUmAn jaladhau nikShipya taiH potasya bhAro laghUkR^itaH|
2c1b2700d8	dine jAte. api sa ko desha iti tadA na paryyachIyata; kintu tatra samataTam ekaM khAtaM dR^iShTvA yadi shaknumastarhi vayaM tasyAbhyantaraM potaM gamayAma iti matiM kR^itvA te la NgarAn ChittvA jaladhau tyaktavantaH|
2c1b280055	tathA karNabandhanaM mochayitvA pradhAnaM vAtavasanam uttolya tIrasamIpaM gatavantaH|
2c1b29008d	kintu dvayoH samudrayoH sa NgamasthAne saikatopari pote nikShipte. agrabhAge bAdhite pashchAdbhAge prabalatara Ngo. alagat tena poto bhagnaH|
2c1b2a005d	tasmAd bandayashched bAhubhistarantaH palAyante ityAsha NkayA senAgaNastAn hantum amantrayat;
2c1b2b00b9	kintu shatasenApatiH paulaM rakShituM prayatnaM kR^itvA tAn tachcheShTAyA nivartya ityAdiShTavAn, ye bAhutaraNaM jAnanti te. agre prollampya samudre patitvA bAhubhistIrttvA kUlaM yAntu|
2c1b2c0086	aparam avashiShTA janAH kAShThaM potIyaM dravyaM vA yena yat prApyate tadavalambya yAntu; itthaM sarvve bhUmiM prApya prANai rjIvitAH|
2c1c010054	itthaM sarvveShu rakShAM prApteShu tatratyopadvIpasya nAma milIteti te j nAtavantaH|
2c1c020072	asabhyalokA yatheShTam anukampAM kR^itvA varttamAnavR^iShTeH shItAchcha vahniM prajjvAlyAsmAkam Atithyam akurvvan|
2c1c030088	kintu paula indhanAni saMgR^ihya yadA tasmin agrau nirakShipat, tadA vahneH pratApAt ekaH kR^iShNasarpo nirgatya tasya haste draShTavAn|
2c1c0400cf	te. asabhyalokAstasya haste sarpam avalambamAnaM dR^iShTvA parasparam uktavanta eSha jano. avashyaM narahA bhaviShyati, yato yadyapi jaladhe rakShAM prAptavAn tathApi pratiphaladAyaka enaM jIvituM na dadAti|
2c1c050050	kintu sa hastaM vidhunvan taM sarpam agnimadhye nikShipya kAmapi pIDAM nAptavAn|
2c1c060103	tato viShajvAlayA etasya sharIraM sphItaM bhaviShyati yadvA haThAdayaM prANAn tyakShyatIti nishchitya lokA bahukShaNAni yAvat tad draShTuM sthitavantaH kintu tasya kasyAshchid vipado. aghaTanAt te tadviparItaM vij nAya bhAShitavanta eSha kashchid devo bhavet|
2c1c0700b1	publiyanAmA jana ekastasyopadvIpasyAdhipatirAsIt tatra tasya bhUmyAdi cha sthitaM| sa jano. asmAn nijagR^ihaM nItvA saujanyaM prakAshya dinatrayaM yAvad asmAkaM Atithyam akarot|
2c1c0800ae	tadA tasya publiyasya pitA jvarAtisAreNa pIDyamAnaH san shayyAyAm AsIt; tataH paulastasya samIpaM gatvA prArthanAM kR^itvA tasya gAtre hastaM samarpya taM svasthaM kR^itavAn|
2c1c090046	itthaM bhUte tadvIpanivAsina itarepi rogilokA Agatya nirAmayA abhavan|
2c1c0a0072	tasmAtte. asmAkam atIva satkAraM kR^itavantaH, visheShataH prasthAnasamaye prayojanIyAni nAnadravyANi dattavantaH|
2c1c0b00bd	itthaM tatra triShu mAseShu gateShu yasya chihnaM diyaskUrI tAdR^isha ekaH sikandarIyanagarasya potaH shItakAlaM yApayan tasmin upadvIpe. atiShThat tameva potaM vayam Aruhya yAtrAm akurmma|
2c1c0c004c	tataH prathamataH surAkUsanagaram upasthAya tatra trINi dinAni sthitavantaH|
2c1c0d0085	tasmAd AvR^itya rIgiyanagaram upasthitAH dinaikasmAt paraM dakShiNavayau sAnukUlye sati parasmin divase patiyalInagaram upAtiShThAma|
2c1c0e0093	tato. asmAsu tatratyaM bhrAtR^igaNaM prApteShu te svaiH sArddham asmAn sapta dinAni sthApayitum ayatanta, itthaM vayaM romAnagaram pratyagachChAma|
2c1c0f00ca	tasmAt tatratyAH bhrAtaro. asmAkam AgamanavArttAM shrutvA AppiyapharaM triShTAvarNI ncha yAvad agresarAH santosmAn sAkShAt karttum Agaman; teShAM darshanAt paula IshvaraM dhanyaM vadan AshvAsam AptavAn|
2c1c1000a6	asmAsu romAnagaraM gateShu shatasenApatiH sarvvAn bandIn pradhAnasenApateH samIpe samArpayat kintu paulAya svarakShakapadAtinA saha pR^ithag vastum anumatiM dattavAn|
2c1c110120	dinatrayAt paraM paulastaddeshasthAn pradhAnayihUdina AhUtavAn tatasteShu samupasthiteShu sa kathitavAn, he bhrAtR^igaNa nijalokAnAM pUrvvapuruShANAM vA rIte rviparItaM ki nchana karmmAhaM nAkaravaM tathApi yirUshAlamanivAsino lokA mAM bandiM kR^itvA romilokAnAM hasteShu samarpitavantaH|
2c1c120059	romilokA vichAryya mama prANahananArhaM kimapi kAraNaM na prApya mAM mochayitum aichChan;
2c1c130091	kintu yihUdilokAnAm ApattyA mayA kaisararAjasya samIpe vichArasya prArthanA karttavyA jAtA nochet nijadeshIyalokAn prati mama kopyabhiyogo nAsti|
2c1c14007c	etatkAraNAd ahaM yuShmAn draShTuM saMlapitu nchAhUyam isrAyelvashIyAnAM pratyAshAhetoham etena shu Nkhalena baddho. abhavam|
2c1c1500a6	tadA te tam avAdiShuH, yihUdIyadeshAd vayaM tvAmadhi kimapi patraM na prAptA ye bhrAtaraH samAyAtAsteShAM kopi tava kAmapi vArttAM nAvadat abhadramapi nAkathayachcha|
2c1c160093	tava mataM kimiti vayaM tvattaH shrotumichChAmaH| yad idaM navInaM matamutthitaM tat sarvvatra sarvveShAM nikaTe ninditaM jAtama iti vayaM jAnImaH|
2c1c17012d	taistadartham ekasmin dine nirUpite tasmin dine bahava ekatra militvA paulasya vAsagR^iham AgachChan tasmAt paula A prAtaHkAlAt sandhyAkAlaM yAvan mUsAvyavasthAgranthAd bhaviShyadvAdinAM granthebhyashcha yIshoH kathAm utthApya Ishvarasya rAjye pramANaM datvA teShAM pravR^ittiM janayituM cheShTitavAn|
2c1c180036	kechittu tasya kathAM pratyAyan kechittu na pratyAyan;
2c1c1900da	etatkAraNAt teShAM parasparam anaikyAt sarvve chalitavantaH; tathApi paula etAM kathAmekAM kathitavAn pavitra AtmA yishayiyasya bhaviShyadvaktu rvadanAd asmAkaM pitR^ipuruShebhya etAM kathAM bhadraM kathayAmAsa, yathA,
2c1c1a00a4	"upagatya janAnetAn tvaM bhAShasva vachastvidaM| karNaiH shroShyatha yUyaM hi kintu yUyaM na bhotsyatha| netrai rdrakShyatha yUya ncha j nAtuM yUyaM na shakShyatha|
2c1c1b0134	te mAnuShA yathA netraiH paripashyanti naiva hi| karNaiH ryathA na shR^iNvanti budhyante na cha mAnasaiH| vyAvarttayatsu chittAni kAle kutrApi teShu vai| mattaste manujAH svasthA yathA naiva bhavanti cha| tathA teShAM manuShyANAM santi sthUlA hi buddhayaH| badhirIbhUtakarNAshcha jAtAshcha mudritA dR^ishaH||
2c1c1c0071	ata IshvarAd yat paritrANaM tasya vArttA bhinnadeshIyAnAM samIpaM preShitA taeva tAM grahIShyantIti yUyaM jAnIta|
2c1c1d005f	etAdR^ishyAM kathAyAM kathitAyAM satyAM yihUdinaH parasparaM bahuvichAraM kurvvanto gatavantaH|
2c1c1e0087	itthaM paulaH sampUrNaM vatsaradvayaM yAvad bhATakIye vAsagR^ihe vasan ye lokAstasya sannidhim AgachChanti tAn sarvvAneva parigR^ihlan,
2c1c1f0078	nirvighnam atishayaniHkShobham IshvarIyarAjatvasya kathAM prachArayan prabhau yIshau khrIShTe kathAH samupAdishat| iti||
2d00000007	romiNaH
2d010100c1	Ishvaro nijaputramadhi yaM susaMvAdaM bhaviShyadvAdibhi rdharmmagranthe pratishrutavAn taM susaMvAdaM prachArayituM pR^ithakkR^ita AhUtaH preritashcha prabho ryIshukhrIShTasya sevako yaH paulaH
2d0102004f	sa romAnagarasthAn IshvarapriyAn AhUtAMshcha pavitralokAn prati patraM likhati|
2d0103004d	asmAkaM sa prabhu ryIshuH khrIShTaH shArIrikasambandhena dAyUdo vaMshodbhavaH
2d01040065	pavitrasyAtmanaH sambandhena cheshvarasya prabhAvavAn putra iti shmashAnAt tasyotthAnena pratipannaM|
2d0105007d	aparaM yeShAM madhye yIshunA khrIShTena yUyamapyAhUtAste. anyadeshIyalokAstasya nAmni vishvasya nideshagrAhiNo yathA bhavanti
2d01060042	tadabhiprAyeNa vayaM tasmAd anugrahaM preritatvapada ncha prAptAH|
2d01070061	tAtenAsmAkam IshvareNa prabhuNA yIshukhrIShTena cha yuShmabhyam anugrahaH shAntishcha pradIyetAM|
2d010800a3	prathamataH sarvvasmin jagati yuShmAkaM vishvAsasya prakAshitatvAd ahaM yuShmAkaM sarvveShAM nimittaM yIshukhrIShTasya nAma gR^ihlan Ishvarasya dhanyavAdaM karomi|
2d010900c2	aparam Ishvarasya prasAdAd bahukAlAt paraM sAmprataM yuShmAkaM samIpaM yAtuM kathamapi yat suyogaM prApnomi, etadarthaM nirantaraM nAmAnyuchchArayan nijAsu sarvvaprArthanAsu sarvvadA nivedayAmi,
2d010a0062	etasmin yamahaM tatputrIyasusaMvAdaprachAraNena manasA paricharAmi sa Ishvaro mama sAkShI vidyate|
2d010b0055	yato yuShmAkaM mama cha vishvAsena vayam ubhaye yathA shAntiyuktA bhavAma iti kAraNAd
2d010c006f	yuShmAkaM sthairyyakaraNArthaM yuShmabhyaM ki nchitparamArthadAnadAnAya yuShmAn sAkShAt karttuM madIyA vA nChA|
2d010d010d	he bhrAtR^igaNa bhinnadeshIyalokAnAM madhye yadvat tadvad yuShmAkaM madhyepi yathA phalaM bhu nje tadabhiprAyeNa muhurmuhu ryuShmAkaM samIpaM gantum udyato. ahaM kintu yAvad adya tasmin gamane mama vighno jAta iti yUyaM yad aj nAtAstiShThatha tadaham uchitaM na budhye|
2d010e0040	ahaM sabhyAsabhyAnAM vidvadavidvatA ncha sarvveShAm R^iNI vidye|
2d010f005f	ataeva romAnivAsinAM yuShmAkaM samIpe. api yathAshakti susaMvAdaM prachArayitum aham udyatosmi|
2d011000c3	yataH khrIShTasya susaMvAdo mama lajjAspadaM nahi sa Ishvarasya shaktisvarUpaH san A yihUdIyebhyo. anyajAtIyAn yAvat sarvvajAtIyAnAM madhye yaH kashchid tatra vishvasiti tasyaiva trANaM janayati|
2d0111009a	yataH pratyayasya samaparimANam IshvaradattaM puNyaM tatsusaMvAde prakAshate| tadadhi dharmmapustakepi likhitamidaM "puNyavAn jano vishvAsena jIviShyati"|
2d0112008e	ataeva ye mAnavAH pApakarmmaNA satyatAM rundhanti teShAM sarvvasya durAcharaNasyAdharmmasya cha viruddhaM svargAd Ishvarasya kopaH prakAshate|
2d0113006a	yata Ishvaramadhi yadyad j neyaM tad IshvaraH svayaM tAn prati prakAshitavAn tasmAt teShAm agocharaM nahi|
2d0114009d	phalatastasyAnantashaktIshvaratvAdInyadR^ishyAnyapi sR^iShTikAlam Arabhya karmmasu prakAshamAnAni dR^ishyante tasmAt teShAM doShaprakShAlanasya panthA nAsti|
2d011500b6	aparam IshvaraM j nAtvApi te tam Ishvaraj nAnena nAdriyanta kR^itaj nA vA na jAtAH; tasmAt teShAM sarvve tarkA viphalIbhUtAH, apara ncha teShAM vivekashUnyAni manAMsi timire magnAni|
2d0116002b	te svAn j nAnino j nAtvA j nAnahInA abhavan
2d01170078	anashvarasyeshvarasya gauravaM vihAya nashvaramanuShyapashupakShyurogAmiprabhR^iterAkR^itivishiShTapratimAstairAshritAH|
2d01180098	itthaM ta Ishvarasya satyatAM vihAya mR^iShAmatam AshritavantaH sachchidAnandaM sR^iShTikarttAraM tyaktvA sR^iShTavastunaH pUjAM sevA ncha kR^itavantaH;
2d0119007f	iti hetorIshvarastAn kukriyAyAM samarpya nijanijakuchintAbhilAShAbhyAM svaM svaM sharIraM parasparam apamAnitaM karttum adadAt|
2d011a0071	IshvareNa teShu kvabhilAShe samarpiteShu teShAM yoShitaH svAbhAvikAcharaNam apahAya viparItakR^itye prAvarttanta;
2d011b00b5	tathA puruShA api svAbhAvikayoShitsa NgamaM vihAya parasparaM kAmakR^ishAnunA dagdhAH santaH pumAMsaH puMbhiH sAkaM kukR^itye samAsajya nijanijabhrAnteH samuchitaM phalam alabhanta|
2d011c0081	te sveShAM manaHsvIshvarAya sthAnaM dAtum anichChukAstato hetorIshvarastAn prati duShTamanaskatvam avihitakriyatva ncha dattavAn|
2d011d008e	ataeva te sarvve. anyAyo vyabhichAro duShTatvaM lobho jighAMsA IrShyA vadho vivAdashchAturI kumatirityAdibhi rduShkarmmabhiH paripUrNAH santaH
2d011e006c	karNejapA apavAdina IshvaradveShakA hiMsakA aha NkAriNa AtmashlAghinaH kukarmmotpAdakAH pitrorAj nAla NghakA
2d011f0047	avichArakA niyamala NghinaH sneharahitA atidveShiNo nirdayAshcha jAtAH|
2d012000c6	ye janA etAdR^ishaM karmma kurvvanti taeva mR^itiyogyA Ishvarasya vichAramIdR^ishaM j nAtvApi ta etAdR^ishaM karmma svayaM kurvvanti kevalamiti nahi kintu tAdR^ishakarmmakAriShu lokeShvapi prIyante|
2d020100be	he paradUShaka manuShya yaH kashchana tvaM bhavasi tavottaradAnAya panthA nAsti yato yasmAt karmmaNaH parastvayA dUShyate tasmAt tvamapi dUShyase, yatastaM dUShayannapi tvaM tadvad Acharasi|
2d02020056	kintvetAdR^igAchAribhyo yaM daNDam Ishvaro nishchinoti sa yathArtha iti vayaM jAnImaH|
2d0203008a	ataeva he mAnuSha tvaM yAdR^igAchAriNo dUShayasi svayaM yadi tAdR^igAcharasi tarhi tvam IshvaradaNDAt palAyituM shakShyasIti kiM budhyase?
2d02040094	aparaM tava manasaH parivarttanaM karttum ishvarasyAnugraho bhavati tanna buddhvA tvaM kiM tadIyAnugrahakShamAchirasahiShNutvanidhiM tuchChIkaroShi?
2d02050093	tathA svAntaHkaraNasya kaThoratvAt khedarAhityAchcheshvarasya nyAyyavichAraprakAshanasya krodhasya cha dinaM yAvat kiM svArthaM kopaM sa nchinoShi?
2d0206003e	kintu sa ekaikamanujAya tatkarmmAnusAreNa pratiphalaM dAsyati;
2d02070083	vastutastu ye janA dhairyyaM dhR^itvA satkarmma kurvvanto mahimA satkAro. amaratva nchaitAni mR^igayante tebhyo. anantAyu rdAsyati|
2d0208007a	aparaM ye janAH satyadharmmam agR^ihItvA viparItadharmmam gR^ihlanti tAdR^ishA virodhijanAH kopaM krodha ncha bhokShyante|
2d02090076	A yihUdino. anyadeshinaH paryyantaM yAvantaH kukarmmakAriNaH prANinaH santi te sarvve duHkhaM yAtanA ncha gamiShyanti;
2d020a007e	kintu A yihUdino bhinnadeshiparyyantA yAvantaH satkarmmakAriNo lokAH santi tAn prati mahimA satkAraH shAntishcha bhaviShyanti|
2d020b0024	Ishvarasya vichAre pakShapAto nAsti|
2d020c00c9	alabdhavyavasthAshAstrai ryaiH pApAni kR^itAni vyavasthAshAstrAlabdhatvAnurUpasteShAM vinAsho bhaviShyati; kintu labdhavyavasthAshAstrA ye pApAnyakurvvan vyavasthAnusArAdeva teShAM vichAro bhaviShyati|
2d020d0071	vyavasthAshrotAra Ishvarasya samIpe niShpApA bhaviShyantIti nahi kintu vyavasthAchAriNa eva sapuNyA bhaviShyanti|
2d020e00b6	yato. alabdhavyavasthAshAstrA bhinnadeshIyalokA yadi svabhAvato vyavasthAnurUpAn AchArAn kurvvanti tarhyalabdhashAstrAH santo. api te sveShAM vyavasthAshAstramiva svayameva bhavanti|
2d020f00aa	teShAM manasi sAkShisvarUpe sati teShAM vitarkeShu cha kadA tAn doShiNaH kadA vA nirdoShAn kR^itavatsu te svAntarlikhitasya vyavasthAshAstrasya pramANaM svayameva dadati|
2d021000b3	yasmin dine mayA prakAshitasya susaMvAdasyAnusArAd Ishvaro yIshukhrIShTena mAnuShANAm antaHkaraNAnAM gUDhAbhiprAyAn dhR^itvA vichArayiShyati tasmin vichAradine tat prakAshiShyate|
2d02110045	pashya tvaM svayaM yihUdIti vikhyAto vyavasthopari vishvAsaM karoShi,
2d0212007d	Ishvaramuddishya svaM shlAghase, tathA vyavasthayA shikShito bhUtvA tasyAbhimataM jAnAsi, sarvvAsAM kathAnAM sAraM viviMkShe,
2d0213006a	aparaM j nAnasya satyatAyAshchAkarasvarUpaM shAstraM mama samIpe vidyata ato. andhalokAnAM mArgadarshayitA
2d0214006a	timirasthitalokAnAM madhye dIptisvarUpo. aj nAnalokebhyo j nAnadAtA shishUnAM shikShayitAhameveti manyase|
2d0215007e	parAn shikShayan svayaM svaM kiM na shikShayasi? vastutashchauryyaniShedhavyavasthAM prachArayan tvaM kiM svayameva chorayasi?
2d02160086	tathA paradAragamanaM pratiShedhan svayaM kiM paradArAn gachChasi? tathA tvaM svayaM pratimAdveShI san kiM mandirasya dravyANi harasi?
2d02170052	yastvaM vyavasthAM shlAghase sa tvaM kiM vyavasthAm avamatya neshvaraM sammanyase?
2d0218005e	shAstre yathA likhati "bhinnadeshinAM samIpe yuShmAkaM doShAd Ishvarasya nAmno nindA bhavati|"
2d0219008b	yadi vyavasthAM pAlayasi tarhi tava tvakChedakriyA saphalA bhavati; yati vyavasthAM la Nghase tarhi tava tvakChedo. atvakChedo bhaviShyati|
2d021a006f	yato vyavasthAshAstrAdiShTadharmmakarmmAchArI pumAn atvakChedI sannapi kiM tvakChedinAM madhye na gaNayiShyate?
2d021b009a	kintu labdhashAstrashChinnatvak cha tvaM yadi vyavasthAla NghanaM karoShi tarhi vyavasthApAlakAH svAbhAvikAchChinnatvacho lokAstvAM kiM na dUShayiShyanti?
2d021c0053	tasmAd yo bAhye yihUdI sa yihUdI nahi tathA Ngasya yastvakChedaH sa tvakChedo nahi;
2d021d00c0	kintu yo jana Antariko yihUdI sa eva yihUdI apara ncha kevalalikhitayA vyavasthayA na kintu mAnasiko yastvakChedo yasya cha prashaMsA manuShyebhyo na bhUtvA IshvarAd bhavati sa eva tvakChedaH|
2d03010049	apara ncha yihUdinaH kiM shreShThatvaM? tathA tvakChedasya vA kiM phalaM?
2d0302004f	sarvvathA bahUni phalAni santi, visheShata Ishvarasya shAstraM tebhyo. adIyata|
2d0303005e	kaishchid avishvasane kR^ite teShAm avishvasanAt kim Ishvarasya vishvAsyatAyA hAnirutpatsyate?
2d030400d3	kenApi prakAreNa nahi| yadyapi sarvve manuShyA mithyAvAdinastathApIshvaraH satyavAdI| shAstre yathA likhitamAste, atastvantu svavAkyena nirddoSho hi bhaviShyasi| vichAre chaiva niShpApo bhaviShyasi na saMshayaH|
2d030500ad	asmAkam anyAyena yadIshvarasya nyAyaH prakAshate tarhi kiM vadiShyAmaH? ahaM mAnuShANAM kathAmiva kathAM kathayAmi, IshvaraH samuchitaM daNDaM dattvA kim anyAyI bhaviShyati?
2d0306004b	itthaM na bhavatu, tathA satIshvaraH kathaM jagato vichArayitA bhaviShyati?
2d0307007e	mama mithyAvAkyavadanAd yadIshvarasya satyatvena tasya mahimA varddhate tarhi kasmAdahaM vichAre. aparAdhitvena gaNyo bhavAmi?
2d030800d0	ma NgalArthaM pApamapi karaNIyamiti vAkyaM tvayA kuto nochyate? kintu yairuchyate te nitAntaM daNDasya pAtrANi bhavanti; tathApi tadvAkyam asmAbhirapyuchyata ityasmAkaM glAniM kurvvantaH kiyanto lokA vadanti|
2d03090090	anyalokebhyo vayaM kiM shreShThAH? kadAchana nahi yato yihUdino. anyadeshinashcha sarvvaeva pApasyAyattA ityasya pramANaM vayaM pUrvvam adadAma|
2d030a0028	lipi ryathAste, naikopi dhArmmiko janaH|
2d030b002f	tathA j nAnIshvaraj nAnI mAnavaH kopi nAsti hi|
2d030c005c	vimArgagAminaH sarvve sarvve duShkarmmakAriNaH| eko janopi no teShAM sAdhukarmma karoti cha|
2d030d0095	tathA teShAntu vai kaNThA anAvR^itashmashAnavat| stutivAdaM prakurvvanti jihvAbhiste tu kevalaM| teShAmoShThasya nimne tu viShaM tiShThati sarppavat|
2d030e002f	mukhaM teShAM hi shApena kapaTena cha pUryyate|
2d030f002d	raktapAtAya teShAM tu padAni kShipragAni cha|
2d03100034	pathi teShAM manuShyANAM nAshaH kleshashcha kevalaH|
2d0311002c	te janA nahi jAnanti panthAnaM sukhadAyinaM|
2d03120032	parameshAd bhayaM yattat tachchakShuShoragocharaM|
2d0313009d	vyavasthAyAM yadyallikhati tad vyavasthAdhInAn lokAn uddishya likhatIti vayaM jAnImaH| tato manuShyamAtro niruttaraH san Ishvarasya sAkShAd aparAdhI bhavati|
2d03140095	ataeva vyavasthAnurUpaiH karmmabhiH kashchidapi prANIshvarasya sAkShAt sapuNyIkR^ito bhavituM na shakShyati yato vyavasthayA pApaj nAnamAtraM jAyate|
2d03150090	kintu vyavasthAyAH pR^ithag IshvareNa deyaM yat puNyaM tad vyavasthAyA bhaviShyadvAdigaNasya cha vachanaiH pramANIkR^itaM sad idAnIM prakAshate|
2d03160077	yIshukhrIShTe vishvAsakaraNAd IshvareNa dattaM tat puNyaM sakaleShu prakAshitaM sat sarvvAn vishvAsinaH prati varttate|
2d03170050	teShAM kopi prabhedo nAsti, yataH sarvvaeva pApina IshvarIyatejohInAshcha jAtAH|
2d03180056	ta IshvarasyAnugrahAd mUlyaM vinA khrIShTakR^itena paritrANena sapuNyIkR^itA bhavanti|
2d031900bd	yasmAt svashoNitena vishvAsAt pApanAshako balI bhavituM sa eva pUrvvam IshvareNa nishchitaH, ittham IshvarIyasahiShNutvAt purAkR^itapApAnAM mArjjanakaraNe svIyayAthArthyaM tena prakAshyate,
2d031a007c	varttamAnakAlIyamapi svayAthArthyaM tena prakAshyate, aparaM yIshau vishvAsinaM sapuNyIkurvvannapi sa yAthArthikastiShThati|
2d031b0094	tarhi kutrAtmashlAghA? sA dUrIkR^itA; kayA vyavasthayA? kiM kriyArUpavyavasthayA? itthaM nahi kintu tat kevalavishvAsarUpayA vyavasthayaiva bhavati|
2d031c007c	ataeva vyavasthAnurUpAH kriyA vinA kevalena vishvAsena mAnavaH sapuNyIkR^ito bhavituM shaknotItyasya rAddhAntaM darshayAmaH|
2d031d0065	sa kiM kevalayihUdinAm Ishvaro bhavati? bhinnadeshinAm Ishvaro na bhavati? bhinnadeshinAmapi bhavati;
2d031e0056	yasmAd eka Ishvaro vishvAsAt tvakChedino vishvAsenAtvakChedinashcha sapuNyIkariShyati|
2d031f0064	tarhi vishvAsena vayaM kiM vyavasthAM lumpAma? itthaM na bhavatu vayaM vyavasthAM saMsthApayAma eva|
2d04010053	asmAkaM pUrvvapuruSha ibrAhIm kAyikakriyayA kiM labdhavAn etadadhi kiM vadiShyAmaH?
2d0402007a	sa yadi nijakriyAbhyaH sapuNyo bhavet tarhi tasyAtmashlAghAM karttuM panthA bhavediti satyaM, kintvIshvarasya samIpe nahi|
2d0403005e	shAstre kiM likhati? ibrAhIm Ishvare vishvasanAt sa vishvAsastasmai puNyArthaM gaNito babhUva|
2d04040052	karmmakAriNo yad vetanaM tad anugrahasya phalaM nahi kintu tenopArjitaM mantavyam|
2d04050072	kintu yaH pApinaM sapuNyIkaroti tasmin vishvAsinaH karmmahInasya janasya yo vishvAsaH sa puNyArthaM gaNyo bhavati|
2d04060058	aparaM yaM kriyAhInam IshvaraH sapuNyIkaroti tasya dhanyavAdaM dAyUd varNayAmAsa, yathA,
2d04070035	sa dhanyo. aghAni mR^iShTAni yasyAgAMsyAvR^itAni cha|
2d04080030	sa cha dhanyaH pareshena pApaM yasya na gaNyate|
2d04090078	eSha dhanyavAdastvakChedinam atvakChedinaM vA kaM prati bhavati? ibrAhImo vishvAsaH puNyArthaM gaNita iti vayaM vadAmaH|
2d040a009b	sa vishvAsastasya tvakCheditvAvasthAyAM kim atvakCheditvAvasthAyAM kasmin samaye puNyamiva gaNitaH? tvakCheditvAvasthAyAM nahi kintvatvakCheditvAvasthAyAM|
2d040b0068	apara ncha sa yat sarvveShAm atvakChedinAM vishvAsinAm AdipuruSho bhavet, te cha puNyavattvena gaNyeran;
2d040c012e	ye cha lokAH kevalaM Chinnatvacho na santo. asmatpUrvvapuruSha ibrAhIm aChinnatvak san yena vishvAsamArgeNa gatavAn tenaiva tasya pAdachihnena gachChanti teShAM tvakChedinAmapyAdipuruSho bhavet tadartham atvakChedino mAnavasya vishvAsAt puNyam utpadyata iti pramANasvarUpaM tvakChedachihnaM sa prApnot|
2d040d009a	ibrAhIm jagato. adhikArI bhaviShyati yaiShA pratij nA taM tasya vaMsha ncha prati pUrvvam akriyata sA vyavasthAmUlikA nahi kintu vishvAsajanyapuNyamUlikA|
2d040e0066	yato vyavasthAvalambino yadyadhikAriNo bhavanti tarhi vishvAso viphalo jAyate sA pratij nApi luptaiva|
2d040f0062	adhikantu vyavasthA kopaM janayati yato. avidyamAnAyAM vyavasthAyAm Aj nAla NghanaM na sambhavati|
2d04100107	ataeva sA pratij nA yad anugrahasya phalaM bhavet tadarthaM vishvAsamUlikA yatastathAtve tadvaMshasamudAyaM prati arthato ye vyavasthayA tadvaMshasambhavAH kevalaM tAn prati nahi kintu ya ibrAhImIyavishvAsena tatsambhavAstAnapi prati sA pratij nA sthAsnurbhavati|
2d041100e3	yo nirjIvAn sajIvAn avidyamAnAni vastUni cha vidyamAnAni karoti ibrAhImo vishvAsabhUmestasyeshvarasya sAkShAt so. asmAkaM sarvveShAm AdipuruSha Aste, yathA likhitaM vidyate, ahaM tvAM bahujAtInAm AdipuruShaM kR^itvA niyuktavAn|
