2800000006	mathiH
2d0b0c009c	teSAM patanaM yadi jagato lokAnAM lAbhajanakam abhavat teSAM hrAso'pi yadi bhinnadezinAM lAbhajanako'bhavat tarhi teSAM vRddhiH kati lAbhajanikA bhaviSyati?
2d0b0d0091	ato he anyadezino yuSmAn sambodhya kathayAmi nijAnAM jJAtibandhUnAM manaHsUdyogaM janayan teSAM madhye kiyatAM lokAnAM yathA paritrANaM sAdhayAmi
2d0b0e0052	tannimittam anyadezinAM nikaTe preritaH san ahaM svapadasya mahimAnaM prakAzayAmi|
2d0b0f008c	teSAM nigraheNa yadIzvareNa saha jagato janAnAM melanaM jAtaM tarhi teSAm anugRhItatvaM mRtadehe yathA jIvanalAbhastadvat kiM na bhaviSyati?
2d0b1000a6	aparaM prathamajAtaM phalaM yadi pavitraM bhavati tarhi sarvvameva phalaM pavitraM bhaviSyati; tathA mUlaM yadi pavitraM bhavati tarhi zAkhA api tathaiva bhaviSyanti|
2d0b11008a	kiyatInAM zAkhAnAM chedane kRte tvaM vanyajitavRkSasya zAkhA bhUtvA yadi tacchAkhAnAM sthAne ropitA sati jitavRkSIyamUlasya rasaM bhuMkSe,
2d0b120087	tarhi tAsAM bhinnazAkhAnAM viruddhaM mAM garvvIH; yadi garvvasi tarhi tvaM mUlaM yanna dhArayasi kintu mUlaM tvAM dhArayatIti saMsmara|
2d0b13003e	aparaJca yadi vadasi mAM ropayituM tAH zAkhA vibhannA abhavan;
2d0b14007a	bhadram, apratyayakAraNAt te vibhinnA jAtAstathA vizvAsakAraNAt tvaM ropito jAtastasmAd ahaGkAram akRtvA sasAdhvaso bhava|
2d0b15005e	yata Izvaro yadi svAbhAvikIH zAkhA na rakSati tarhi sAvadhAno bhava cet tvAmapi na sthApayati|
2d0b1600e2	ityatrezvarasya yAdRzI kRpA tAdRzaM bhayAnakatvamapi tvayA dRzyatAM; ye patitAstAn prati tasya bhayAnakatvaM dRzyatAM, tvaJca yadi tatkRpAzritastiSThasi tarhi tvAM prati kRpA drakSyate; no cet tvamapi tadvat chinno bhaviSyasi|
2d0b170076	aparaJca te yadyapratyaye na tiSThanti tarhi punarapi ropayiSyante yasmAt tAn punarapi ropayitum izvarasya zaktirAste|
2d0b1800b1	vanyajitavRkSasya zAkhA san tvaM yadi tatazchinno rItivyatyayenottamajitavRkSe ropito'bhavastarhi tasya vRkSasya svIyA yAH zAkhAstAH kiM punaH svavRkSe saMlagituM na zaknuvanti?
2d0b190103	he bhrAtaro yuSmAkam AtmAbhimAno yanna jAyate tadarthaM mamedRzI vAJchA bhavati yUyaM etannigUDhatattvam ajAnanto yanna tiSThatha; vastuto yAvatkAlaM sampUrNarUpeNa bhinnadezinAM saMgraho na bhaviSyati tAvatkAlam aMzatvena isrAyelIyalokAnAm andhatA sthAsyati;
2d0b1a008e	pazcAt te sarvve paritrAsyante; etAdRzaM likhitamapyAste, AgamiSyati sIyonAd eko yastrANadAyakaH| adharmmaM yAkubo vaMzAt sa tu dUrIkariSyati|
2d0b1b005a	tathA dUrIkariSyAmi teSAM pApAnyahaM yadA| tadA taireva sArddhaM me niyamo'yaM bhaviSyati|
2d0b1c0065	susaMvAdAt te yuSmAkaM vipakSA abhavan kintvabhirucitatvAt te pitRlokAnAM kRte priyapAtrANi bhavanti|
2d0b1d0035	yata Izvarasya dAnAd AhvAnAJca pazcAttApo na bhavati|
2d0b1e0077	ataeva pUrvvam Izvare'vizvAsinaH santo'pi yUyaM yadvat samprati teSAm avizvAsakAraNAd Izvarasya kRpApAtrANi jAtAstadvad
2d0b1f0053	idAnIM te'vizvAsinaH santi kintu yuSmAbhi rlabdhakRpAkAraNAt tairapi kRpA lapsyate|
2d0b200048	IzvaraH sarvvAn prati kRpAM prakAzayituM sarvvAn avizvAsitvena gaNayati|
2d0b21008a	aho Izvarasya jJAnabuddhirUpayo rdhanayoH kIdRk prAcuryyaM| tasya rAjazAsanasya tattvaM kIdRg aprApyaM| tasya mArgAzca kIdRg anupalakSyAH|
2d0b220040	paramezvarasya saGkalpaM ko jJAtavAn? tasya mantrI vA ko'bhavat?
2d0b230039	ko vA tasyopakArI bhRtvA tatkRte tena pratyupakarttavyaH?
2d0b24005e	yato vastumAtrameva tasmAt tena tasmai cAbhavat tadIyo mahimA sarvvadA prakAzito bhavatu| iti|
2d0c010099	he bhrAtara Izvarasya kRpayAhaM yuSmAn vinaye yUyaM svaM svaM zarIraM sajIvaM pavitraM grAhyaM balim Izvaramuddizya samutsRjata, eSA sevA yuSmAkaM yogyA|
2d0c0200b4	aparaM yUyaM sAMsArikA iva mAcarata, kintu svaM svaM svabhAvaM parAvartya nUtanAcAriNo bhavata, tata Izvarasya nidezaH kIdRg uttamo grahaNIyaH sampUrNazceti yuSmAbhiranubhAviSyate|
2d0c0300d1	kazcidapi jano yogyatvAdadhikaM svaM na manyatAM kintu Izvaro yasmai pratyayasya yatparimANam adadAt sa tadanusArato yogyarUpaM svaM manutAm, IzvarAd anugrahaM prAptaH san yuSmAkam ekaikaM janam ityAjJApayAmi|
2d0c040061	yato yadvadasmAkam ekasmin zarIre bahUnyaGgAni santi kintu sarvveSAmaGgAnAM kAryyaM samAnaM nahi;
2d0c050060	tadvadasmAkaM bahutve'pi sarvve vayaM khrISTe ekazarIrAH parasparam aGgapratyaGgatvena bhavAmaH|
2d0c060095	asmAd IzvarAnugraheNa vizeSaM vizeSaM dAnam asmAsu prApteSu satsu kopi yadi bhaviSyadvAkyaM vadati tarhi pratyayasya parimANAnusArataH sa tad vadatu;
2d0c07007c	yadvA yadi kazcit sevanakArI bhavati tarhi sa tatsevanaM karotu; athavA yadi kazcid adhyApayitA bhavati tarhi so'dhyApayatu;
2d0c080098	tathA ya upadeSTA bhavati sa upadizatu yazca dAtA sa saralatayA dadAtu yastvadhipatiH sa yatnenAdhipatitvaM karotu yazca dayAluH sa hRSTamanasA dayatAm|
2d0c09006f	aparaJca yuSmAkaM prema kApaTyavarjitaM bhavatu yad abhadraM tad RtIyadhvaM yacca bhadraM tasmin anurajyadhvam|
2d0c0a0058	aparaM bhrAtRtvapremnA parasparaM prIyadhvaM samAdarAd eko'parajanaM zreSThaM jAnIdhvam|
2d0c0b0043	tathA kAryye nirAlasyA manasi ca sodyogAH santaH prabhuM sevadhvam|
2d0c0c0067	aparaM pratyAzAyAm AnanditA duHkhasamaye ca dhairyyayuktA bhavata; prArthanAyAM satataM pravarttadhvaM|
2d0c0d003d	pavitrANAM dInatAM dUrIkurudhvam atithisevAyAm anurajyadhvam|
2d0c0e0048	ye janA yuSmAn tADayanti tAn AziSaM vadata zApam adattvA daddhvamAziSam|
2d0c0f0048	ye janA Anandanti taiH sArddham Anandata ye ca rudanti taiH saha rudita|
2d0c100092	aparaJca yuSmAkaM manasAM parasparam ekobhAvo bhavatu; aparam uccapadam anAkAGkSya nIcalokaiH sahApi mArdavam Acarata; svAn jJAnino na manyadhvaM|
2d0c11005e	parasmAd apakAraM prApyApi paraM nApakuruta| sarvveSAM dRSTito yat karmmottamaM tadeva kuruta|
2d0c120056	yadi bhavituM zakyate tarhi yathAzakti sarvvalokaiH saha nirvvirodhena kAlaM yApayata|
2d0c1300ca	he priyabandhavaH, kasmaicid apakArasya samucitaM daNDaM svayaM na daddhvaM, kintvIzvarIyakrodhAya sthAnaM datta yato likhitamAste paramezvaraH kathayati, dAnaM phalasya matkarmma sUcitaM pradadAmyahaM|
2d0c14009e	itikAraNAd ripu ryadi kSudhArttaste tarhi taM tvaM prabhojaya| tathA yadi tRSArttaH syAt tarhi taM paripAyaya| tena tvaM mastake tasya jvaladagniM nidhAsyasi|
2d0c15003e	kukriyayA parAjitA na santa uttamakriyayA kukriyAM parAjayata|
2d0d010096	yuSmAkam ekaikajanaH zAsanapadasya nighno bhavatu yato yAni zAsanapadAni santi tAni sarvvANIzvareNa sthApitAni; IzvaraM vinA padasthApanaM na bhavati|
2d0d02009f	iti hetoH zAsanapadasya yat prAtikUlyaM tad IzvarIyanirUpaNasya prAtikUlyameva; aparaM ye prAtikUlyam Acaranti te sveSAM samucitaM daNDaM svayameva ghaTayante|
2d0d03009a	zAstA sadAcAriNAM bhayaprado nahi durAcAriNAmeva bhayaprado bhavati; tvaM kiM tasmAn nirbhayo bhavitum icchasi? tarhi satkarmmAcara, tasmAd yazo lapsyase,
2d0d0400cd	yatastava sadAcaraNAya sa Izvarasya bhRtyo'sti| kintu yadi kukarmmAcarasi tarhi tvaM zaGkasva yataH sa nirarthakaM khaGgaM na dhArayati; kukarmmAcAriNaM samucitaM daNDayitum sa Izvarasya daNDadabhRtya eva|
2d0d05004e	ataeva kevaladaNDabhayAnnahi kintu sadasadbodhAdapi tasya vazyena bhavitavyaM|
2d0d060088	etasmAd yuSmAkaM rAjakaradAnamapyucitaM yasmAd ye karaM gRhlanti ta Izvarasya kiGkarA bhUtvA satatam etasmin karmmaNi niviSTAstiSThanti|
2d0d0700b9	asmAt karagrAhiNe karaM datta, tathA zulkagrAhiNe zulkaM datta, aparaM yasmAd bhetavyaM tasmAd bibhIta, yazca samAdaraNIyastaM samAdriyadhvam; itthaM yasya yat prApyaM tat tasmai datta|
2d0d08007a	yuSmAkaM parasparaM prema vinA 'nyat kimapi deyam RNaM na bhavatu, yato yaH parasmin prema karoti tena vyavasthA sidhyati|
2d0d0900e2	vastutaH paradArAn mA gaccha, narahatyAM mA kArSIH, cairyyaM mA kArSIH, mithyAsAkSyaM mA dehi, lobhaM mA kArSIH, etAH sarvvA AjJA etAbhyo bhinnA yA kAcid AjJAsti sApi svasamIpavAsini svavat prema kurvvityanena vacanena veditA|
2d0d0a0053	yataH prema samIpavAsino'zubhaM na janayati tasmAt premnA sarvvA vyavasthA pAlyate|
2d0d0b009a	pratyayIbhavanakAle'smAkaM paritrANasya sAmIpyAd idAnIM tasya sAmIpyam avyavahitaM; ataH samayaM vivicyAsmAbhiH sAmpratam avazyameva nidrAto jAgarttavyaM|
2d0d0c0077	bahutarA yAminI gatA prabhAtaM sannidhiM prAptaM tasmAt tAmasIyAH kriyAH parityajyAsmAbhi rvAsarIyA sajjA paridhAtavyA|
2d0d0d0085	ato heto rvayaM divA vihitaM sadAcaraNam AcariSyAmaH| raGgaraso mattatvaM lampaTatvaM kAmukatvaM vivAda IrSyA caitAni parityakSyAmaH|
2d0d0e0065	yUyaM prabhuyIzukhrISTarUpaM paricchadaM paridhaddhvaM sukhAbhilASapUraNAya zArIrikAcaraNaM mAcarata|
2d0e010050	yo jano'dRDhavizvAsastaM yuSmAkaM saGginaM kuruta kintu sandehavicArArthaM nahi|
2d0e020091	yato niSiddhaM kimapi khAdyadravyaM nAsti, kasyacijjanasya pratyaya etAdRzo vidyate kintvadRDhavizvAsaH kazcidaparo janaH kevalaM zAkaM bhuGktaM|
2d0e0300b1	tarhi yo janaH sAdhAraNaM dravyaM bhuGkte sa vizeSadravyabhoktAraM nAvajAnIyAt tathA vizeSadravyabhoktApi sAdhAraNadravyabhoktAraM doSiNaM na kuryyAt, yasmAd Izvarastam agRhlAt|
2d0e0400a8	he paradAsasya dUSayitastvaM kaH? nijaprabhoH samIpe tena padasthena padacyutena vA bhavitavyaM sa ca padastha eva bhaviSyati yata IzvarastaM padasthaM karttuM zaknoti|
2d0e050086	aparaJca kazcijjano dinAd dinaM vizeSaM manyate kazcittu sarvvANi dinAni samAnAni manyate, ekaiko janaH svIyamanasi vivicya nizcinotu|
2d0e06014b	yo janaH kiJcana dinaM vizeSaM manyate sa prabhubhaktyA tan manyate, yazca janaH kimapi dinaM vizeSaM na manyate so'pi prabhubhaktyA tanna manyate; aparaJca yaH sarvvANi bhakSyadravyANi bhuGkte sa prabhubhaktayA tAni bhuGkte yataH sa IzvaraM dhanyaM vakti, yazca na bhuGkte so'pi prabhubhaktyaiva na bhuJjAna IzvaraM dhanyaM brUte|
2d0e070052	aparam asmAkaM kazcit nijanimittaM prANAn dhArayati nijanimittaM mriyate vA tanna;
2d0e0800aa	kintu yadi vayaM prANAn dhArayAmastarhi prabhunimittaM dhArayAmaH, yadi ca prANAn tyajAmastarhyapi prabhunimittaM tyajAmaH, ataeva jIvane maraNe vA vayaM prabhorevAsmahe|
2d0e090063	yato jIvanto mRtAzcetyubhayeSAM lokAnAM prabhutvaprAptyarthaM khrISTo mRta utthitaH punarjIvitazca|
2d0e0a009f	kintu tvaM nijaM bhrAtaraM kuto dUSayasi? tathA tvaM nijaM bhrAtaraM kutastucchaM jAnAsi? khrISTasya vicArasiMhAsanasya sammukhe sarvvairasmAbhirupasthAtavyaM;
2d0e0b00a1	yAdRzaM likhitam Aste, parezaH zapathaM kurvvan vAkyametat purAvadat| sarvvo janaH samIpe me jAnupAtaM kariSyati| jihvaikaikA tathezasya nighnatvaM svIkariSyati|
2d0e0c0040	ataeva IzvarasamIpe'smAkam ekaikajanena nijA kathA kathayitavyA|
2d0e0d0076	itthaM sati vayam adyArabhya parasparaM na dUSayantaH svabhrAtu rvighno vyAghAto vA yanna jAyeta tAdRzImIhAM kurmmahe|
2d0e0e00a9	kimapi vastu svabhAvato nAzuci bhavatItyahaM jAne tathA prabhunA yIzukhrISTenApi nizcitaM jAne, kintu yo jano yad dravyam apavitraM jAnIte tasya kRte tad apavitram Aste|
2d0e0f00b8	ataeva tava bhakSyadravyeNa tava bhrAtA zokAnvito bhavati tarhi tvaM bhrAtaraM prati premnA nAcarasi| khrISTo yasya kRte svaprANAn vyayitavAn tvaM nijena bhakSyadravyeNa taM na nAzaya|
2d0e100033	aparaM yuSmAkam uttamaM karmma ninditaM na bhavatu|
2d0e11005d	bhakSyaM peyaJcezvararAjyasya sAro nahi, kintu puNyaM zAntizca pavitreNAtmanA jAta Anandazca|
2d0e12004f	etai ryo janaH khrISTaM sevate, sa evezvarasya tuSTikaro manuSyaizca sukhyAtaH|
2d0e130058	ataeva yenAsmAkaM sarvveSAM parasparam aikyaM niSThA ca jAyate tadevAsmAbhi ryatitavyaM|
2d0e14009b	bhakSyArtham Izvarasya karmmaNo hAniM mA janayata; sarvvaM vastu pavitramiti satyaM tathApi yo jano yad bhuktvA vighnaM labhate tadarthaM tad bhadraM nahi|
2d0e15008e	tava mAMsabhakSaNasurApAnAdibhiH kriyAbhi ryadi tava bhrAtuH pAdaskhalanaM vighno vA cAJcalyaM vA jAyate tarhi tadbhojanapAnayostyAgo bhadraH|
2d0e16007f	yadi tava pratyayastiSThati tarhIzvarasya gocare svAntare taM gopaya; yo janaH svamatena svaM doSiNaM na karoti sa eva dhanyaH|
2d0e170092	kintu yaH kazcit saMzayya bhuGkte'rthAt na pratItya bhuGkte, sa evAvazyaM daNDArho bhaviSyati, yato yat pratyayajaM nahi tadeva pApamayaM bhavati|
2d0f010058	balavadbhirasmAbhi rdurbbalAnAM daurbbalyaM soDhavyaM na ca sveSAm iSTAcAra AcaritavyaH|
2d0f020056	asmAkam ekaiko janaH svasamIpavAsino hitArthaM niSThArthaJca tasyaiveSTAcAram Acaratu|
2d0f030070	yataH khrISTo'pi nijeSTAcAraM nAcaritavAn, yathA likhitam Aste, tvannindakagaNasyaiva nindAbhi rnindito'smyahaM|
2d0f04009f	aparaJca vayaM yat sahiSNutAsAntvanayo rjanakena zAstreNa pratyAzAM labhemahi tannimittaM pUrvvakAle likhitAni sarvvavacanAnyasmAkam upadezArthameva lilikhire|
2d0f050089	sahiSNutAsAntvanayorAkaro ya IzvaraH sa evaM karotu yat prabhu ryIzukhrISTa iva yuSmAkam ekajano'nyajanena sArddhaM manasa aikyam Acaret;
2d0f060064	yUyaJca sarvva ekacittA bhUtvA mukhaikenevAsmatprabhuyIzukhrISTasya piturIzvarasya guNAn kIrttayeta|
2d0f070079	aparam Izvarasya mahimnaH prakAzArthaM khrISTo yathA yuSmAn pratyagRhlAt tathA yuSmAkamapyeko jano'nyajanaM pratigRhlAtu|
2d0f080071	yathA likhitam Aste, ato'haM sammukhe tiSThan bhinnadezanivAsinAM| stuvaMstvAM parigAsyAmi tava nAmni parezvara||
2d0f0900f9	tasya dayAlutvAcca bhinnajAtIyA yad Izvarasya guNAn kIrttayeyustadarthaM yIzuH khrISTastvakchedaniyamasya nighno'bhavad ityahaM vadAmi| yathA likhitam Aste, ato'haM sammukhe tiSThan bhinnadezanivAsinAM| stuvaMstvAM parigAsyAmi tava nAmni parezvara||
2d0f0a0045	aparamapi likhitam Aste, he anyajAtayo yUyaM samaM nandata tajjanaiH|
2d0f0b0075	punazca likhitam Aste, he sarvvadezino yUyaM dhanyaM brUta parezvaraM| he tadIyanarA yUyaM kurudhvaM tatprazaMsanaM||
2d0f0c009e	apara yIzAyiyo'pi lilekha, yIzayasya tu yat mUlaM tat prakAziSyate tadA| sarvvajAtIyanRNAJca zAsakaH samudeSyati| tatrAnyadezilokaizca pratyAzA prakariSyate||
2d0f0d00a3	ataeva yUyaM pavitrasyAtmanaH prabhAvAd yat sampUrNAM pratyAzAM lapsyadhve tadarthaM tatpratyAzAjanaka IzvaraH pratyayena yuSmAn zAntyAnandAbhyAM sampUrNAn karotu|
2d0f0e0079	he bhrAtaro yUyaM sadbhAvayuktAH sarvvaprakAreNa jJAnena ca sampUrNAH parasparopadeze ca tatparA ityahaM nizcitaM jAnAmi,
2d0f0f004f	tathApyahaM yat pragalbhataro bhavan yuSmAn prabodhayAmi tasyaikaM kAraNamidaM|
2d0f1000c9	bhinnajAtIyAH pavitreNAtmanA pAvitanaivedyarUpA bhUtvA yad grAhyA bhaveyustannimittamaham Izvarasya susaMvAdaM pracArayituM bhinnajAtIyAnAM madhye yIzukhrISTasya sevakatvaM dAnaM IzvarAt labdhavAnasmi|
2d0f11003e	IzvaraM prati yIzukhrISTena mama zlAghAkaraNasya kAraNam Aste|
2d0f12009b	bhinnadezina AjJAgrAhiNaH karttuM khrISTo vAkyena kriyayA ca, AzcaryyalakSaNaizcitrakriyAbhiH pavitrasyAtmanaH prabhAvena ca yAni karmmANi mayA sAdhitavAn,
2d0f1300a3	kevalaM tAnyeva vinAnyasya kasyacit karmmaNo varNanAM karttuM pragalbho na bhavAmi| tasmAt A yirUzAlama illUrikaM yAvat sarvvatra khrISTasya susaMvAdaM prAcArayaM|
2d0f1400a3	anyena nicitAyAM bhittAvahaM yanna nicinomi tannimittaM yatra yatra sthAne khrISTasya nAma kadApi kenApi na jJApitaM tatra tatra susaMvAdaM pracArayitum ahaM yate|
2d0f150084	yAdRzaM likhitam Aste, yai rvArttA tasya na prAptA darzanaM taistu lapsyate| yaizca naiva zrutaM kiJcit boddhuM zakSyanti te janAH||
2d0f16003b	tasmAd yuSmatsamIpagamanAd ahaM muhurmuhu rnivArito'bhavaM|
2d0f170090	kintvidAnIm atra pradezeSu mayA na gataM sthAnaM kimapi nAvaziSyate yuSmatsamIpaM gantuM bahuvatsarAnArabhya mAmakInAkAGkSA ca vidyata iti hetoH
2d0f1800bc	spAniyAdezagamanakAle'haM yuSmanmadhyena gacchan yuSmAn AlokiSye, tataH paraM yuSmatsambhASaNena tRptiM parilabhya taddezagamanArthaM yuSmAbhi rvisarjayiSye, IdRzI madIyA pratyAzA vidyate|
2d0f190041	kintu sAmprataM pavitralokAnAM sevanAya yirUzAlamnagaraM vrajAmi|
2d0f1a0081	yato yirUzAlamasthapavitralokAnAM madhye ye daridrA arthavizrANanena tAnupakarttuM mAkidaniyAdezIyA AkhAyAdezIyAzca lokA aicchan|
2d0f1b008e	eSA teSAM sadicchA yataste teSAm RNinaH santi yato heto rbhinnajAtIyA yeSAM paramArthasyAMzino jAtA aihikaviSaye teSAmupakArastaiH karttavyaH|
2d0f1c0063	ato mayA tat karmma sAdhayitvA tasmin phale tebhyaH samarpite yuSmanmadhyena spAniyAdezo gamiSyate|
2d0f1d0072	yuSmatsamIpe mamAgamanasamaye khrISTasya susaMvAdasya pUrNavareNa sambalitaH san aham AgamiSyAmi iti mayA jJAyate|
2d0f1e0050	he bhrAtRgaNa prabho ryIzukhrISTasya nAmnA pavitrasyAtmAnaH premnA ca vinaye'haM
2d0f1f0089	yihUdAdezasthAnAm avizvAsilokAnAM karebhyo yadahaM rakSAM labheya madIyaitena sevanakarmmaNA ca yad yirUzAlamasthAH pavitralokAstuSyeyuH,
2d0f20009a	tadarthaM yUyaM matkRta IzvarAya prArthayamANA yatadhvaM tenAham IzvarecchayA sAnandaM yuSmatsamIpaM gatvA yuSmAbhiH sahitaH prANAn ApyAyituM pArayiSyAmi|
2d0f210038	zAntidAyaka Izvaro yuSmAkaM sarvveSAM saGgI bhUyAt| iti|
2d10010073	kiMkrIyAnagarIyadharmmasamAjasya paricArikA yA phaibInAmikAsmAkaM dharmmabhaginI tasyAH kRte'haM yuSmAn nivedayAmi,
2d100200ae	yUyaM tAM prabhumAzritAM vijJAya tasyA AtithyaM pavitralokArhaM kurudhvaM, yuSmattastasyA ya upakAro bhavituM zaknoti taM kurudhvaM, yasmAt tayA bahUnAM mama copakAraH kRtaH|
2d10030099	aparaJca khrISTasya yIzoH karmmaNi mama sahakAriNau mama prANarakSArthaJca svaprANAn paNIkRtavantau yau priSkillAkkilau tau mama namaskAraM jJApayadhvaM|
2d1004005d	tAbhyAm upakArAptiH kevalaM mayA svIkarttavyeti nahi bhinnadezIyaiH sarvvadharmmasamAjairapi|
2d100500cc	aparaJca tayo rgRhe sthitAn dharmmasamAjalokAn mama namaskAraM jJApayadhvaM| tadvat AziyAdeze khrISTasya pakSe prathamajAtaphalasvarUpo ya ipenitanAmA mama priyabandhustamapi mama namaskAraM jJApayadhvaM|
2d10060049	aparaM bahuzrameNAsmAn asevata yA mariyam tAmapi namaskAraM jJApayadhvaM|
2d1007008b	aparaJca preriteSu khyAtakIrttI madagre khrISTAzritau mama svajAtIyau sahabandinau ca yAvAndranIkayUniyau tau mama namaskAraM jJApayadhvaM|
2d10080045	tathA prabhau matpriyatamam Ampliyamapi mama namaskAraM jJApayadhvaM|
2d10090067	aparaM khrISTasevAyAM mama sahakAriNam UrbbANaM mama priyatamaM stAkhuJca mama namaskAraM jJApayadhvaM|
2d100a0074	aparaM khrISTena parIkSitam ApilliM mama namaskAraM vadata, AriSTabUlasya parijanAMzca mama namaskAraM jJApayadhvaM|
2d100b0087	aparaM mama jJAtiM herodiyonaM mama namaskAraM vadata, tathA nArkisasya parivArANAM madhye ye prabhumAzritAstAn mama namaskAraM vadata|
2d100c00ac	aparaM prabhoH sevAyAM parizramakAriNyau truphenAtruphoSe mama namaskAraM vadata, tathA prabhoH sevAyAm atyantaM parizramakAriNI yA priyA parSistAM namaskAraM jJApayadhvaM|
2d100d0059	aparaM prabhorabhirucitaM rUphaM mama dharmmamAtA yA tasya mAtA tAmapi namaskAraM vadata|
2d100e0066	aparam asuMkRtaM phligonaM harmmaM pAtrabaM harmmim eteSAM saGgibhrAtRgaNaJca namaskAraM jJApayadhvaM|
2d100f0083	aparaM philalago yUliyA nIriyastasya bhaginyalumpA caitAn etaiH sArddhaM yAvantaH pavitralokA Asate tAnapi namaskAraM jJApayadhvaM|
2d10100062	yUyaM parasparaM pavitracumbanena namaskurudhvaM| khrISTasya dharmmasamAjagaNo yuSmAn namaskurute|
2d10110090	he bhrAtaro yuSmAn vinaye'haM yuSmAbhi ryA zikSA labdhA tAm atikramya ye vicchedAn vighnAMzca kurvvanti tAn nizcinuta teSAM saGgaM varjayata ca|
2d101200a1	yatastAdRzA lokA asmAkaM prabho ryIzukhrISTasya dAsA iti nahi kintu svodarasyaiva dAsAH; aparaM praNayavacanai rmadhuravAkyaizca saralalokAnAM manAMsi mohayanti|
2d101300a0	yuSmAkam AjJAgrAhitvaM sarvvatra sarvvai rjJAtaM tato'haM yuSmAsu sAnando'bhavaM tathApi yUyaM yat satjJAnena jJAninaH kujJAne cAtatparA bhaveteti mamAbhilASaH|
2d1014008d	adhikantu zAntidAyaka IzvaraH zaitAnam avilambaM yuSmAkaM padAnAm adho marddiSyati| asmAkaM prabhu ryIzukhrISTo yuSmAsu prasAdaM kriyAt| iti|
2d10150057	mama sahakArI tImathiyo mama jJAtayo lUkiyo yAson sosipAtrazceme yuSmAn namaskurvvante|
2d1016004c	aparam etatpatralekhakastarttiyanAmAhamapi prabho rnAmnA yuSmAn namaskaromi|
2d101700a8	tathA kRtsnadharmmasamAjasya mama cAtithyakArI gAyo yuSmAn namaskaroti| aparam etannagarasya dhanarakSaka irAstaH kkArttanAmakazcaiko bhrAtA tAvapi yuSmAn namaskurutaH|
2d10180042	asmAkaM prabhu ryIzukhrISTA yuSmAsu sarvveSu prasAdaM kriyAt| iti|
2d101900b7	pUrvvakAlikayugeSu pracchannA yA mantraNAdhunA prakAzitA bhUtvA bhaviSyadvAdilikhitagranthagaNasya pramANAd vizvAsena grahaNArthaM sadAtanasyezvarasyAjJayA sarvvadezIyalokAn jJApyate,
2d101a0092	tasyA mantraNAyA jJAnaM labdhvA mayA yaH susaMvAdo yIzukhrISTamadhi pracAryyate, tadanusArAd yuSmAn dharmme susthirAn karttuM samartho yo'dvitIyaH
2d101b0045	sarvvajJa Izvarastasya dhanyavAdo yIzukhrISTena santataM bhUyAt| iti|
2e0000000d	1 karinthinaH
2e010100d3	yAvantaH pavitrA lokAH sveSAm asmAkaJca vasatisthAneSvasmAkaM prabho ryIzoH khrISTasya nAmnA prArthayante taiH sahAhUtAnAM khrISTena yIzunA pavitrIkRtAnAM lokAnAM ya IzvarIyadharmmasamAjaH karinthanagare vidyate
2e01020061	taM pratIzvarasyecchayAhUto yIzukhrISTasya preritaH paulaH sosthininAmA bhrAtA ca patraM likhati|
2e01030054	asmAkaM pitrezvareNa prabhunA yIzukhrISTena ca prasAdaH zAntizca yuSmabhyaM dIyatAM|
2e01040078	Izvaro yIzukhrISTena yuSmAn prati prasAdaM prakAzitavAn, tasmAdahaM yuSmannimittaM sarvvadA madIyezvaraM dhanyaM vadAmi|
2e0105004d	khrISTasambandhIyaM sAkSyaM yuSmAkaM madhye yena prakAreNa sapramANam abhavat
2e0106004b	tena yUyaM khrISTAt sarvvavidhavaktRtAjJAnAdIni sarvvadhanAni labdhavantaH|
2e01070067	tato'smatprabho ryIzukhrISTasya punarAgamanaM pratIkSamANAnAM yuSmAkaM kasyApi varasyAbhAvo na bhavati|
2e0108007d	aparam asmAkaM prabho ryIzukhrISTasya divase yUyaM yannirddoSA bhaveta tadarthaM saeva yAvadantaM yuSmAn susthirAn kariSyati|
2e0109005f	ya IzvaraH svaputrasyAsmatprabho ryIzukhrISTasyAMzinaH karttuM yuSmAn AhUtavAn sa vizvasanIyaH|
2e010a00cb	he bhrAtaraH, asmAkaM prabhuyIzukhrISTasya nAmnA yuSmAn vinaye'haM sarvvai ryuSmAbhirekarUpANi vAkyAni kathyantAM yuSmanmadhye bhinnasaGghAtA na bhavantu manovicArayoraikyena yuSmAkaM siddhatvaM bhavatu|
2e010b0056	he mama bhrAtaro yuSmanmadhye vivAdA jAtA iti vArttAmahaM kloyyAH parijanai rjJApitaH|
2e010c0082	mamAbhipretamidaM yuSmAkaM kazcit kazcid vadati paulasya ziSyo'ham ApalloH ziSyo'haM kaiphAH ziSyo'haM khrISTasya ziSyo'hamiti ca|
2e010d0067	khrISTasya kiM vibhedaH kRtaH? paulaH kiM yuSmatkRte kruze hataH? paulasya nAmnA vA yUyaM kiM majjitAH?
2e010e0061	kriSpagAyau vinA yuSmAkaM madhye'nyaH ko'pi mayA na majjita iti hetoraham IzvaraM dhanyaM vadAmi|
2e010f0042	etena mama nAmnA mAnavA mayA majjitA iti vaktuM kenApi na zakyate|
2e0110005a	aparaM stiphAnasya parijanA mayA majjitAstadanyaH kazcid yanmayA majjitastadahaM na vedmi|
