0100000008	Kejadian
28151f0134	“Menurut kalian, yang manakah dari kedua anak itu yang melakukan kehendak bapaknya?” Jawab mereka, “Yang tertua.” Lalu kata Yesus kepada mereka, “Aku menegaskan kepadamu: Orang-orang berdosa seperti para penagih pajak dan pelacur sedang diterima sebagai umat kerajaan Allah, sedangkan kalian belum!
2815200180	Karena Yohanes datang dan menunjukkan kepada kalian hidup yang sesuai dengan kehendak Allah, tetapi kalian tidak mau mempercayai ajarannya. Sebaliknya, para penagih pajak dan para pelacur mempercayainya. Biarpun kalian sudah menyaksikan begitu banyak orang seperti mereka digerakkan oleh Allah untuk bertobat, kalian masih tidak menyesal dan tidak juga percaya pada ajaran Yohanes.”
28152101d6	“Dengarkanlah cerita yang lain ini: Ada seorang pemilik tanah yang menyuruh hamba-hambanya membuat kebun anggur yang besar, lengkap dengan pagar di sekelilingnya. Lalu mereka menggali lubang tempat memeras buah anggur, serta membangun pondok jaga yang tinggi untuk mengawasi kebun itu kalau-kalau ada pencuri atau binatang yang masuk. Sesudah itu pemiliknya menyewakan kebun anggur itu kepada beberapa orang petani, lalu dia pergi ke negeri lain bersama para hambanya.
2815220084	Waktu musim panen tiba, dia menyuruh hamba-hambanya pergi kepada para petani itu untuk mengambil hasil kebun yang menjadi bagiannya.
281523009a	“Tetapi para petani itu menangkap hamba-hambanya. Yang satu mereka pukul, yang seorang lagi mereka bunuh, dan yang lain lagi dilempari batu sampai mati.
2815240098	Pemilik kebun itu menyuruh sekelompok hamba lain, lebih banyak daripada yang pertama. Tetapi para petani itu memperlakukan mereka dengan cara yang sama.
2815250078	Akhirnya dia mengutus anaknya sendiri kepada para petani itu dengan pikiran, ‘Tentu mereka akan menghormati anakku.’
28152600fe	“Tetapi waktu melihat anak itu datang, mereka berkata satu sama lain, ‘Lihat! Yang datang ini adalah anaknya! Nanti dialah yang akan menjadi pemilik kebun ini kalau ayahnya sudah meninggal. Mari kita bunuh dia, supaya kebun ini menjadi milik kita.’
281527005c	Maka mereka menangkap dia dan menyeretnya keluar dari kebun anggur itu, lalu membunuhnya.”
2815280072	Yesus pun bertanya, “Jadi, waktu pemilik kebun itu kembali, apa yang akan dia lakukan kepada para petani itu?”
28152900e3	Para pendengar menjawab, “Dia pasti akan menyiksa dan membinasakan para petani itu. Lalu dia akan menyewakan kebunnya kepada petani-petani lain yang akan setia memberikan hasil yang menjadi bagiannya pada tiap musim panen.”
28152a0116	Kemudian Yesus berkata kepada mereka, “Kalian sudah membaca Firman Allah, bukan?! Ada tertulis, ‘Batu yang dianggap tidak berguna oleh tukang-tukang bangunan, sudah dijadikan Allah sebagai batu fondasi yang utama. Apa yang Allah lakukan itu sangat mengherankan bagi kita!’
28152b00e2	“Karena itu, Aku beritahukan kepada kalian bahwa hak sebagai warga kerajaan Allah akan diambil dari kalian bangsa Yahudi dan diberikan kepada orang bukan Yahudi, yaitu kepada setiap orang yang setia melakukan kehendak Allah.
28152c0074	Setiap orang yang tersandung pada batu itu akan remuk. Dan setiap orang yang tertimpa batu itu akan hancur lebur.”
28152d008a	Waktu imam-imam kepala dan orang-orang Farisi mendengar perumpamaan-perumpamaan itu, mereka mengerti bahwa Yesus berbicara tentang mereka.
28152e008f	Maka mereka mencari cara untuk menangkap Dia, tetapi tidak berhasil karena mereka takut pada orang banyak yang percaya bahwa Yesus adalah nabi.
281601007c	Ketika para pemimpin Yahudi masih ada di situ, Yesus kembali mengajar dengan memakai beberapa perumpamaan lagi. Dia berkata,
281602009b	“Tentang orang yang terpilih menjadi warga kerajaan Allah, hal itu bisa digambarkan seperti seorang raja yang mengadakan pesta pernikahan untuk putranya.
2816030099	Ketika pesta sudah siap dimulai, sang raja menyuruh hamba-hambanya memanggil setiap orang yang sudah diundang. Tetapi para undangan itu tidak mau datang.
2816040105	“Sekali lagi raja itu menyuruh hamba-hambanya yang lain, ‘Katakanlah kepada para undanganku bahwa perjamuan sudah siap. Banyak sapi jantan dan anak sapi gemuk sudah dipotong dan dimasak. Segala sesuatu sudah siap. Mari, datanglah ke pesta pernikahan ini!’
28160500b7	“Namun mereka tetap saja tidak mempedulikan undangan itu, dan malah pergi melakukan urusannya masing-masing. Ada yang pergi mengerjakan ladang, berdagang, ataupun pekerjaan lainnya.
2816060056	Bahkan ada yang menangkap hamba-hamba raja itu, kemudian menyiksa dan membunuh mereka.
28160700b3	Mendengar itu, raja menjadi sangat marah sehingga dia menyuruh para tentaranya untuk membinasakan orang-orang yang sudah membunuh para hambanya itu dan untuk membakar kota mereka.
28160800a0	“Kemudian raja berkata kepada hamba-hambanya yang lain, ‘Pesta pernikahan sudah siap, tetapi orang-orang yang saya undang itu ternyata tidak layak diundang.
2816090089	Jadi pergilah ke setiap persimpangan jalan dan undanglah semua orang yang kalian jumpai di sana untuk menghadiri pesta pernikahan ini.’
28160a00ae	Lalu para hamba itu pergi ke jalan-jalan dan mengundang setiap orang yang mereka temui, entah itu orang jahat maupun orang baik, sehingga ruangan pesta pun penuh dengan tamu.
28160b00ab	“Tetapi ketika raja itu masuk untuk menjumpai para tamunya, dia melihat ada seseorang yang tidak memakai pakaian seragam yang disediakan raja bagi tamu pesta pernikahan.
28160c0081	Kata raja kepada orang itu, ‘Kawan, berani sekali kamu masuk ke sini tanpa memakai pakaian seragam!’ Dan orang itu diam saja.
28160d00cf	Maka raja berkata kepada para hambanya, ‘Ikatlah kaki dan tangan orang itu dan lemparkanlah dia ke luar, ke tempat yang paling gelap. Di sanalah orang-orang akan selalu menangis dan sangat menderita.’”
28160e007b	Lalu Yesus mengakhiri perumpamaan itu dengan berkata, “Banyak orang yang diundang, tetapi hanya sedikit yang terpilih.”
28160f010c	Kemudian beberapa anggota kelompok Farisi pergi meninggalkan Yesus dan mengatur rencana untuk menjebak-Nya. Mereka mau membujuk Yesus supaya Dia melawan pendapat orang Yahudi tentang penjajahan pemerintah Romawi, atau mengatakan sesuatu yang melawan pemerintah Romawi.
281610016a	Sesuai rencana, kelompok Farisi itu mengutus sejumlah anggota mereka dan beberapa pendukung Herodes untuk menguji Yesus. Kata mereka, “Guru, kami tahu bahwa engkau orang jujur, dan engkau juga mengajar dengan jujur tentang apa yang Allah kehendaki untuk kita lakukan. Engkau tidak takut kepada pendapat siapa pun, karena engkau tidak memandang kedudukan orang.
281611007c	Jadi kami mau menanyakan pendapatmu: Menurut hukum Taurat, boleh atau tidak kita membayar pajak kepada pemerintah Romawi?”
28161200ab	Tetapi Yesus sudah mengetahui rencana jahat mereka. Karena itu Dia berkata, “Kalian hanya pura-pura! Apakah kalian pikir Aku bisa dijebak dengan pertanyaan semacam itu?!
2816130088	Coba tunjukkan kepada-Ku satu keping uang perak yang biasa dipakai untuk membayar pajak.” Lalu mereka menunjukkan uang itu kepada-Nya.
2816140062	Dia pun bertanya, “Ukiran wajah siapa yang ada di sini? Dan nama siapa yang tertulis di sini?”
28161500cf	Jawab mereka, “Raja Romawi.” Lalu kata Yesus kepada mereka, “Kalau begitu, berikanlah kembali kepada raja apa yang memang milik raja. Dan berikanlah kembali kepada Allah apa yang memang milik Allah.”
281616004e	Mendengar jawaban itu mereka pun terheran-heran lalu pergi meninggalkan Yesus.
28161700b2	Pada hari itu, beberapa anggota kelompok Saduki juga mendatangi Yesus. (Kelompok Saduki percaya bahwa orang yang sudah mati tidak akan hidup kembali.) Mereka bertanya kepada-Nya,
28161800d8	“Guru, Musa mengajarkan bahwa kalau seorang laki-laki yang sudah beristri meninggal tanpa mempunyai anak, maka saudaranya harus menikahi jandanya itu untuk meneruskan keturunan bagi saudaranya yang sudah meninggal.
28161900d3	Pernah ada tujuh orang bersaudara di antara kami. Laki-laki yang pertama menikah dengan seorang perempuan, lalu meninggal. Karena dia tidak mempunyai anak, maka laki-laki yang kedua mengawini janda kakaknya itu.
28161a00e2	Lalu laki-laki yang kedua juga meninggal tanpa mempunyai anak. Hal yang sama pun terjadi kepada laki-laki yang ketiga dan seterusnya, sampai yang ketujuh. Mereka semua meninggal tanpa mempunyai keturunan melalui perempuan itu.
28161b0023	Akhirnya, janda itu meninggal juga.
28161c00c5	Jadi, kalau memang benar bahwa orang yang sudah meninggal akan dihidupkan kembali, perempuan itu akan disebut sebagai istri siapa?— karena ketujuh bersaudara itu sudah pernah kawin dengan dia.”
28161d007c	Yesus menjawab, “Kalian sangat keliru karena tidak tahu apa yang tertulis dalam Kitab Suci dan tidak mengenal kuasa Allah.
28161e00a4	Nanti, ketika orang yang sudah meninggal dihidupkan kembali, mereka tidak akan berpasang-pasangan lagi, tetapi hidup tanpa pasangan seperti semua malaikat di surga.
28161f006e	“Namun tentang kehidupan kembali sesudah kematian, kalian sudah membaca Firman Allah, bukan?! Allah berkata,
2816200115	‘Aku adalah Allah Abraham, dan Allah Isak, dan Allah Yakub.’ Allah menyebutkan ketiga nenek moyang kita itu sebagai orang yang masih tetap hidup dan menyembah-Nya. Walaupun orang yang meninggal tidak lagi berada di dunia, namun di hadapan Allah mereka masih tetap hidup.”
2816210049	Orang banyak yang berada di situ heran sekali mendengar ajaran Yesus itu.
28162200d5	Para anggota kelompok Farisi mendengar bahwa Yesus sudah mengalahkan orang-orang kelompok Saduki yang tadi mengajukan pertanyaan untuk menguji Yesus. Maka mereka berkumpul dan mencari cara untuk mengalahkan Yesus.
281623008b	Lalu salah seorang anggota mereka, yang juga adalah ahli Taurat, mengajukan suatu pertanyaan untuk mencari kesalahan Yesus. Kata orang itu,
2816240061	“Guru, menurut pendapatmu, perintah mana yang paling penting di antara seluruh hukum Taurat?”
2816250088	Yesus menjawab, “‘Kasihilah TUHAN Allahmu dengan segenap hatimu, dengan segenap nafas hidupmu, dan dengan segenap akal pikiranmu.’
281626002d	Perintah itulah yang terpenting dan terutama.
2816270082	Perintah kedua yang hampir sama pentingnya dengan itu adalah, ‘Kasihilah sesamamu sama seperti kamu mengasihi dirimu sendiri.’
281628007d	Karena kedua perintah itu adalah dasar dari seluruh hukum Taurat dan semua perintah yang terdapat dalam tulisan para nabi.”
281629006b	Sementara orang-orang Farisi itu masih bersama Yesus, Dia menggunakan pertanyaan ini untuk mengajar mereka,
28162a008d	“Bagaimana pendapat kalian tentang Kristus? Menurut nubuatan para nabi, keturunan siapakah Dia?” Jawab mereka, “Keturunan Raja Daud.”
28162b00aa	Kata Yesus kepada mereka, “Kalau begitu, kenapa Daud— ketika bernubuat dengan kuasa Roh Kudus— memanggil Kristus sebagai ‘Tuhan Penguasaku?’ Dia berkata begini,
28162c00c2	‘TUHAN Allah berkata kepada Tuhan Penguasaku, “Duduklah di sebelah kanan-Ku dan memerintahlah sebagai Raja sampai Aku mengalahkan semua yang memusuhi-Mu dan menjadikan mereka budak-Mu.”’
28162d0098	Jadi, kalau Daud sangat menghormati Kristus dengan menyebut Dia ‘Tuhan Penguasaku,’ kenapa kalian mengajarkan bahwa Kristus hanya keturunan Daud?”
28162e00b7	Orang-orang Farisi yang berusaha menguji Yesus tadi tidak sanggup menjawab pertanyaan-Nya. Dan sejak hari itu, tidak seorang pun berani mengajukan pertanyaan untuk menguji Yesus lagi.
2817010043	Kemudian Yesus berkata kepada orang banyak dan kami para murid-Nya,
2817020086	“Ahli-ahli Taurat dan orang Farisi sudah duduk di posisi Musa sebagai hakim yang sah untuk menjelaskan dan mengajarkan hukum Taurat.
28170300cc	Karena itu, lakukan dan taatilah semua yang mereka ajarkan kepada kalian. Tetapi jangan meniru perbuatan para ahli Taurat dan orang-orang Farisi itu, karena mereka tidak melakukan apa yang mereka ajarkan.
281704010e	Mereka membebani umat yang mengikuti mereka dengan banyak peraturan agama yang sangat sulit dilakukan, tetapi mereka sendiri sama sekali tidak menjadi teladan bagi umat yang berusaha menanggung beban berat itu. Bahkan seujung kuku pun mereka tidak berusaha melakukannya.
28170500b1	Semua perbuatan baik yang mereka lakukan hanyalah untuk pamer. Misalnya, mereka memperbesar kotak peringatan mereka dan memanjangkan rumbai-rumbai di keempat ujung jubah mereka.
281706007f	Di rumah-rumah pertemuan atau di pesta-pesta makan, mereka suka duduk di kursi-kursi paling depan, yaitu tempat yang terhormat.
2817070091	Demikian juga waktu berjalan di tempat umum, mereka senang sekali waktu orang-orang memberi salam yang penuh hormat dengan memanggil mereka guru.
28170800a0	“Tetapi kalian yang mengikut Aku, janganlah mengizinkan orang lain memanggilmu guru, karena Guru kalian hanya satu yaitu Kristus, dan kalian semua bersaudara.
2817090076	Dan janganlah kalian memanggil siapa pun di dunia ini bapa, karena hanya ada satu Bapa kita, yaitu Bapa yang di surga.
28170a006a	Kalian juga jangan mau disebut pemimpin, karena hanya satu Pemimpin kalian, yaitu Aku yang adalah Kristus.
28170b007c	Sebaliknya, di mata Allah, yang terbesar di antara kalian adalah orang yang rendah hati dan menjadi pelayan bagi orang lain.
28170c0073	Siapa yang meninggikan dirinya akan direndahkan oleh Allah. Dan siapa yang merendahkan dirinya akan ditinggikan.”
28170d0148	Yesus berkata, “Celakalah kalian, hai para ahli Taurat dan orang Farisi! Kamu semuanya munafik! Di antara kamu ada yang merampas harta para janda, lalu berdoa begitu panjang dalam kumpulan umat TUHAN supaya kamu dianggap sebagai orang baik. Allah pasti akan menjatuhkan hukuman berat kepada setiap orang yang berbuat demikian.
28170e00d7	Celakalah juga kalian, hai para ahli Taurat dan orang Farisi! Kamu semua munafik! Karena kalian menjadi penghalang besar bagi orang lain yang ingin menjadi warga kerajaan Allah, sedangkan kalian sendiri tidak masuk.
28170f0152	“Celakalah kalian para ahli Taurat dan orang-orang Farisi! Kamu semua munafik! Kamu mencari ke sana kemari sampai menjelajahi lautan dan daratan untuk mendapat satu orang yang mau menjadi anggota kelompokmu. Dan ketika orang itu sudah bergabung, kamu menjadikan dia calon penghuni neraka yang dua kali lebih jahat daripada kamu sendiri.
281710017a	“Celakalah kalian! Karena kalian mau menjadi penuntun jalan bagi orang-orang lain, padahal kalian semua buta! Kalian mengajarkan, ‘Kalau seseorang menguatkan perjanjiannya hanya dengan menyebut rumah Allah, dia tidak wajib menepati janjinya itu. Tetapi kalau dia menguatkan perjanjiannya dengan menyebut emas yang ada di rumah Allah, maka dia harus menepati janjinya itu.’
28171100c3	Kalian bodoh dan buta! Kenapa kalian sampai tidak menyadari bahwa di mata Allah, rumah Allah lebih penting daripada emas di sana?! Karena rumah Allah itulah yang menjadikan emas di dalamnya suci.
2817120111	Kalian juga mengajarkan, ‘Kalau seseorang menguatkan perjanjiannya dengan menyebut mezbah di rumah Allah, dia tidak terikat kepada janjinya. Tetapi kalau dia menguatkan perjanjiannya dengan menyebut persembahan yang ada di atas mezbah, dia terikat kepada janjinya itu.’
28171300be	Kalian bodoh dan buta! Kenapa kalian sampai tidak menyadari bahwa di mata Allah mezbah lebih penting daripada persembahan?! Karena mezbahlah yang menjadikan persembahan di atasnya itu kudus.
281714008d	Jika kita menguatkan perjanjian dengan menyebut mezbah, berarti kita melibatkan mezbah Allah sekaligus semua persembahan yang ada di atasnya.
281715009b	Jika kita menguatkan perjanjian dengan menyebut rumah Allah, berarti kita melibatkan rumah-Nya itu sekaligus Dia yang sudah tinggal di dalamnya sejak lama.
2817160094	Dan jika kita menguatkan perjanjian dengan menyebut surga, berarti kita melibatkan takhta Allah sendiri sekaligus Dia yang duduk di atas takhta itu.
2817170253	“Celakalah kalian para ahli Taurat dan orang-orang Farisi! Kamu semuanya munafik! Kamu hanya mengikuti semua peraturan hukum Taurat yang kecil, tetapi lupa melakukan perintah Allah yang paling penting. Misalnya, kamu rajin memberikan perpuluhan ke rumah Allah dari rempah-rempah hasil kebunmu, seperti selasih, adas manis, dan jintan. Tetapi kamu lupa mengikuti perintah Allah yang paling penting, yaitu berbelas kasihan, melakukan yang adil, dan menepati janji-janjimu kepada orang lain. Seharusnya kamu melakukan hal-hal yang paling penting itu, dan jangan melupakan hal-hal yang kecil juga.
28171800e2	Hai kamu yang mau menjadi penuntun jalan bagi orang-orang lain, padahal kamu sendiri buta! Caramu mengikuti perintah Allah ibarat mengeluarkan semut kecil dari air minummu, tetapi unta yang ada di dalamnya langsung kamu telan!
281719013c	“Celakalah kalian para ahli Taurat dan orang-orang Farisi! Kamu semuanya munafik! Caramu mengikuti perintah Allah ibarat orang yang mencuci cangkir dan mangkuk pada bagian luarnya saja, tetapi lupa mencuci bagian dalamnya yang sangat kotor. Begitu jugalah hatimu penuh dengan kotoran, artinya kamu rakus dan jahat.
28171a006c	Hai kamu orang Farisi yang buta, pastikanlah dulu bahwa hatimu bersih, baru segenap dirimu juga akan bersih.
28171b00f3	“Celakalah kalian para ahli Taurat dan orang-orang Farisi! Kamu semuanya munafik! Kamu seperti kuburan yang sudah dicat putih. Bagian luarnya memang kelihatan bagus, tetapi di dalamnya penuh dengan tulang-belulang dan berbagai macam kotoran.
