2800000005	Matai
2b090e0055	Yekhale sikhu ya Sabato po u Yesu akhatengenisye ilidope nukhufumbula amikho gamwene.
2b090f0095	Avamafalisayo vahamboncha tena ukhugahile ndakhehi ipakha ukhalola. Aliwaambia, “Aliweka tope katika macho yangu, nikanawa na sasa naweza kuona.”
2b091000d0	Avange Avamafalisayo vakhachova, “Umunu uywa sakhomile khwa Nguluve ulwakhova sibite Esabato.” Avange vakhanchova, “Yiwesehana ndakhehi umunu unyambivi ivomba imbombo inchi?” Pe vakhaga venyekha vawo.
2b09110091	Po vakhambon'cha uyusilola ukhepofu khange, “Wita ndakhehi khomwene ulyakhova akhafumbwile amio gakho?” Ukhopofu akhachova, “Inyamalago.”
2b0912008a	Ipakha isaliin'chi avayahudi sava khedekhe ukhuta silola navope apatile ukhulola ipakha avelangile avakhon'chi vamwene uyawesije ukhulola.
2b09130072	Vakhavovoncha avakhonchi, Je, uyu mwana venyo uyumwichova ukhuta akhaholiwe silola? Agakhile ndakhehi ukhulola?”
2b09140059	Avakhonchi vamwene vakhanda, “Tulumanyile ukhuta uya mwana venyo naakha khaliwe silola.
2b09150091	Ndakhehi leno ilola, satolomanyile, navopo uya dendwile amikho gamwene, satomanyile. Imbon'che yuywa. Munu imbakha. Iwesya ukhweyelesya yuywa.”
2b091600c6	Avakhon'chi vamwene vakhanchova amambo aga, ulwakhova vakhadwada Avayahudi ulwakhova Avayahudi vakhavile vedekhine tayali ukhuta, angave yeyoni ikhwedekha ukhuta u Yesu Klisiti, itengiwa ne Tembile.
2b09170056	Ulwa khuva, uvakhon'chi vamwene vakhachovile, “Munu igoge imbakha imbonche yuywa.”
2b0918008d	Ulwa vele, vakhamwelanga umunu ula uyegelile ukhuva silola nukhumbula, “Ipe u Nguluve uluginyo. Tulumanyile ukhuta umunu uyu inya mbivi.”
2b09190083	Umunu ula akhanda, “Angave inya mbivi, une salumanyile. Ekhenu khemo ekhenelumanyile: Nekhale sanetekholola, isaliichi nilola.”
2b091a0041	Po vakhambola, “Akhovambile khehi? Akhadendela amikho gakho?”
2b091b008b	Akhanda, “Nekhavavolile tayali, numwe samukhapolekhenche! Khehi mwinogwa ukhupolekha khange? Numwe samwinogwa ukhova vasite vamwene, eti?
2b091c004e	Vakhadokha vakhanchova, uveve ulevasiole vamwene, ufyefye tolevasiole va Musa.
2b091d005d	Tulumanyile ukhuta u Nguluve akhanchovile nu Musa, khomunu uyu, satokhomanyile ukhwikhoma.”
2b091e0062	Umunu ula akhanda nukhuvavola, “Kwa nini, ele lijambo lwakhoswigencha, Unguluve ikhopolekhencha.
2b091f0091	Tulumanyile ukhuta u Nguluve sikhova polekhencha avanya sambi, ingave umunu idova khwa Nguluve ivomba umwanogile mwene, Unguluve ikhopolekhencha.
2b09200075	Ukhuma khitengola ikhelunga sayegele yekhomele wala ukhupolekha ukhuta yeyoni alalile amikho gamunu uyakhalwe silola.
2b09210041	Ingave umunu uyu sakhahuma khwa Nguluve, sakhaivomba khokhoni.”
2b0922006b	Vakhanda vakhombola, “Ukhaholiwe mumbivi hani, buve vukhutumanyesyaga ufye?” Po vakhaswema ukhutembile.
2b0923006d	U Yesu akhapolekhe ukhuta van'genchinche ukhutembile. Akhombona nukhumbula, vukhu mwedekha umwana va munu?”
2b09240039	Akhanda nukhuchova, “Veni, Intwa, nayone nemwedekhe?”
2b0925003a	U Yesu akhambula, “Umbwene, uyuwinchova nave vemwene.”
2b0926003e	Umunu ula akhanchova, “Intwa, Nikhwamini.” Pokhamwinamela.
2b09270072	U Yesu akhanda, “Khuvakhegi ninchile in'kelunga umu vavo savilola valolage navavo vilola vavenchage savilola.”
2b0928006a	Avange Avamafalisayo vakhale popaninye vape vakhapolekha amamenyu ago vakhamboja, “Na yofye satulola?”
2b09290082	U Yesu avavola, “Mukhemvinchage samwilola, samukhale mwiva ni mbivi. Ata leno, mwinchova, 'Twilola,' imbivi nchenyo nchitama.”
2b0a01009c	Nikhovavola, Nikhovavola umwe uyusikhwingela ukhugendela mdwango gwa khevaga ikhya n'gosi, ulwa khova igenda khunjela eyenge, umunu uywa indwasi nayoipokha.
2b0a020022	Uyikhwingela mndwango idema ngosi.
2b0a03009c	Khumwene uyikhondelela undwango ukhodendolela. In'gosi nchipolekha isawati ya mwene nukhunchelanga in'gosi ncha mwene khomatawa gavene nokhovakhamwa khonji.
2b0a04006f	Yakheva ikhomwa khonji avavile vamwene ivalongola, ne n'gosi yikhokonga, ulwakhova vayemanyile esavoti yamwene.
2b0a05005d	Savakhafuate ugeni vikhwanja ukhunge gala, ulwa khuva savanchimanyile isawoti ncha vageni.”
2b0a060063	U Yesu akhanchova ufyano ugwa khuvene, ulwakhova savalekweliwa amambo aga, agalen'konchova khuvene.
2b0a0700b3	U Yesu akhanchova navo khange, “Nikhovavola, nikhovavola, umwe, une nene ndyango gwa n'gosi. Voni avalongwile valyasi navavo vipokha, ulwa khova in'gosi sanchikha vapolekhenche.
2b0a090078	Une nene ndyango. Yeyoni uyikhingela ukhugendela une, ikhwokholiwa; ikhwingila igati nukhukhuma vapo ikhepatela ukhulwa.
2b0a0a005b	Undyasi ikhincha ukhencha, ukhubuda, ukhwangamencha. Ninchile vapate uwomi vave nawo wingi.
2b0a0b003d	Une neledemaji inonu. Ndemaji unonu ikhomwa wamwene khongosi.
2b0a0c0097	Umbombi uyasukhiwe, nayoywa sio idemaji, yuywa ingosi sio nchamwene, ikhonchiva na imbwa incha mwinyasi vondukhwincha ikhonchilekha nukhunyila in'gosi.
2b0a0d006e	Ni mbwa incha mwinyasi nchikhwibata nukhusambasya inyila ulyakhova imbombi vakhwajiliwa sikhonchijali in'gosi.
2b0a0e0049	Une neledimi inonu nevamanyile avango, navavo vavile vango vamanyile une.
2b0a0f004e	Udada amanyile, nayone nemanyile Udada, nayone nikhumya uwami wango khon'gosi.
2b0a100099	Nelenancho in'gosi nyingi vava sio vakhevaga ekhe. Navo, yinogiwa ukhuvalete, navape vikhoyepolekha isawati yango ili pavepo ilikundi lemo nudemaji yumo.
2b0a11004a	Yu sababu eyo udala anganile: Nekhwomwe uwomi wango alafu newotole khange.
2b0a1200ab	Hakuna uyusitola ukhuma khulyone, une nikhomya yone. Nelenago amadalakha agakhumya, nelenago amadalakha agakhotola, khange. Nepokhile ululagelo ulu ukhukhuma khya Dada.”
2b0a130033	Ukhutengana khukhakhoma khuvayahudi khumamenyu aga.
2b0a14004b	Avingi vakhanchova, “Ale nelipepo nekhenchaa. Khekhi mukhopolekhencha?”
2b0a150077	Avange vakhanchova, “Aga sio mamenyu gamunu uyibatiwe na mapepo. Elipepo liwesya ukhudendola amikho gago sagilola?”
2b0a160036	Po yekhincha eselekhe yakhovekhiwa vanonu Eyerusalemu.
2b0a17004c	Gokhale isekhe gwa mepu, u Yesu alenkugenda khutembile mbekumbi wa Selemani.
2b0a180071	Avayahudi vakhandongola nukhumbula, “Ipakha ndeli vukhatuvekha masyakha? Kama ulekhelesiti, tuvule pavo valafu.
2b0a190083	U Yesu akhavavola, “Mbona nevavolile samukhonyedekha. Imbombo nchonivomba kholitawa lya Dada vango, incho nchisukhudela kholyone.
2b0a1a003e	Ata leno samukhonyedekha ulyakhova umwe samule n'gosi nchango.
2b0a1b004e	In'gosi nchango nchipolekha esawoti yango; Nevamanyile, navope vikhifyata une.
2b0a1c0045	Nevapile uwomi wasikhu nchoni; Khakheva ivatola ukhuma mavokho gango.
2b0a1d006f	Udada vango, amile avo, imbakha khovani, khakunakhata yomo uyavile novowesyo ukhuvatola ukhuma mavakho ga Dada.
2b0a1e0018	Une nu Dada tuleyomo.”
2b0a1f0021	Vakhagega amawe ilivatove khange.
2b0a20006f	U Yesu akhanda, “nevavanisye imbombo inonu ukhuma khya Dada. Khumbombo nchilekhu mvinogwa ukhunava namawe?”
2b0a210087	Avayahudi vakhanda, “Satukhokhotova namawe khombombo yoyoni enonu, ulyakhuva khulugihyo, uveve yuve munu, wikhefyanya ule Nguluve.”
2b0a22005d	UYesu akhanda, “Sayandekhive mululagelo lyenyo, 'Nekhanchova, “Umwe mwe va Nguluve”?”
2b0a230068	Akhavelanga misetano, khuvala vavo elimenyu lya Nguluve livinchile (nuvosime sa vokhawesye ukhedenyiwa),
2b0a24007a	Mukhonchova yuywa akhangominche Udada nukhusukha ikelunga, 'Wibeda,' ulya khova akhonchovile, 'une nele mwana va Nguluve'?
2b0a250042	“Nengave sanivomba embomba ncha Dada vango, musite ukhunyedekha.
2b0a26009d	Ata leno, nenga nivamba, khata kama samukhunyedekha, munchimanye imbombo ili muvesye ukhulumanya ukhuta u Dada ale agati ndyone nayone nelengati mwa Dada.”
2b0a27003e	Vakhegela ukhumwibata u Yesu, akhakhega ukhuma mavokho gavene.
2b0a28005f	U Yesu akhuluta khange khumwambo ya Yordani esemu yeyo uyokhana alekhuonda tasi akhatama ukhwa.
2b0a2900a1	Avanu vingi vakhadega khya Yesu. Vakhendelela ukhunchova, “Uyohana vopo sakhavombe eishara yoyoni, amambo goni aga nchovile uyukhana khunu hu uyu gavolweli.”
2b0a2a0024	Avanu vingi akhamwedekha u Yesu apo.
2b0b010080	Po umunu yumo elitawa lyamwene ve Lazaro akhale itamu. Akhakhomile kho Bethania, ikhejiji khya Mariamu na dada vamwene u Martha.
2b0b020088	Akhale ve Mariamu yuywa akhabakha Untwa amafuta nukhufuta amalunde gamwene kho jwele ncha mwene yuywa ulokololwe va Lazaro akhale itamu.
2b0b03005c	Po avadada ava vakhasukha endomi khya Yesu nokhochova, “Intwa, ulole ugane vakho itamu.”
2b0b040085	U Yesu akhapolekha akhachova, “Uvutamu uvo sio wakhufya, ulwakhova, uwa voyane wa Nguluve uswambe va Nguluve agimive kho votamu.”
2b0b050035	U Yesu akhanganile u Martha nu dada vamwene u Lazaro.
2b0b06004d	Avile apolikhe ukhata u Lazaro itamu, u Yesu akhatama isikhu ivele upwakhale.
2b0b070046	Popoele akhavavola avasyole vamwene, “Tuvokhe khovoyahudi khange.”
2b0b080069	Avasyole vakhambola, “Imanyesi, vangagele ukhututa na mawe, nuve vunogwa ukhukilivokha ukhya khange?”
2b0b090086	U Yesu akhanda, “Amasaa gapamusi galekumi na mbili? Umunu ungenda pamusi siwesya ukhyekovencha, ulukhuva ilola khulumuli lwa pamusi.
2b0b0a0055	Hata evo, angagende pakhelo, ikhyekovencha ulyakhova ulumuli lumoli igati mumwene.”
2b0b0b007c	U Yesu akhachova amambo aga, baada ya mambo aga, “Urafiki vato u Lazaro ugonelile, nilota khukhusisimula ukhuma mutulo.”
2b0b0c003e	Po avasyole vakhambola, “Intwa, inave agonelile, isisimokha.
2b0b0d0067	Usekhe ugwa u Yesu alegonchova ikhabari ncha lofye wa Lazaro, avene vakhata inchova ikhabari ncha toro.
2b0b0e0031	U Yesu akhanchova pavovalafu, “U Lazaro afyile.
2b0b0f004e	Nekhowikhe numwe, sanekhalepo ukhu ilimpate ukhunyedekha. Tuvokhe khumwene.”
2b0b100073	Po u Tomaso, uyakhelangiwo lipancha, akhavavola avasyole vamwene, “Nayofye tevukhe tukhafye popaninye nu Yesu.”
2b0b110043	U Yesu voinchile, akhavono u Lazaro tayari alendipomba isikhu inne.
2b0b120054	Yope e Bethania yakhale kalibu ne Yerusalemu uvutali ikilomita arobaini na tano ulu.
2b0b130060	Avingi Avayahudi vakhincha khwa Martha nu Mariamu ukhuvasuvancha khya ajili ya lukololwe vavene.
2b0b14006c	U Martha akhapolekha ukhuta u Yesu ikhwincha, akhaluta akhagane nave u Mariamu akhendelela ukhutama khukaya.
2b0b150055	U Martha akhambula u Yesu, “Intwa, ukhale uvinchage apa, ungancha vango sakha ifya.
2b0b160057	Ata leno, nelumanyile ukhuta lyolyoni eleyakheva vudova ukhuma khya Ngolove, wipata.”
2b0b170031	U Yesu akhavola, unyanchavo isisimukha khange.”
2b0b180046	U Martha akhambola, nelumanyile ukhutu isisimokha isikhu ya mwisyo.”
2b0b190067	U Yesu akhambola, “Une nene wofufuo howomi; yuywa ikhonyedekha, atakama isisi mokha, ataleno itamaga;
2b0b1a0030	yuywa ikhonyedekha une ifya. Ukholyamini ele?”
2b0b1b0067	Akhavavola, “Sawa, Intwa mkhokhwedekho uveve veve Klisiti, Mwana va Ngolove, uyikhwincha nkelunga.”
2b0b1c007b	Avile achovile ile, akhaluta khukhomwelanga udada vamwene u Mariamu khesili. Akhachova, “Umanyesi aleapa khokhwelanga.”
2b0b1d0041	U Mariamu avile apolikhe eve, akhema khembe ve akhaluta kya Yesu.
2b0b1e004e	Nu Yesu akhava sijile tayali ikhejiji, akhavile bado khukhya vagine nu Martha.
2b0b1f00b2	Avayahudi vakhale nu Mariamu munyumba navavo vakhalemo visovancha, vavile vikhombona ikhyinokha khembeve ikhoma khonji, vakhakonga; vavile vatile vilota khulipomba khyilela ukwa.
2b0b20009a	Po u Mariamu, avile afikhe pala u Yesu akhambona, akhagwa pasi pamalonde gamwene nukhumbula, “Intwa, ukhale uvinchage apa, ulukololyango nda safyile.”
2b0b210071	U Yesu avile ambwene ilela, nawayahudi avinchile papaninwe valen'kolela voni, akhalola munumbula nukhusikhitekha;
2b0b220042	Akhanchova, “Mgoninche ndapi? vakhambola, Intwa, ancha olole.”
2b0b230010	U Yesu akhalela.
2b0b240039	Po Avayahudi vakhanchova, “Mulole wagonile u Lazaro!”
2b0b250075	Avange vakhanchova, “Sio uyu, umunu uyabungwile amikho uyusilola, akhaiwesya ukhumbekha umunu uyu asite ukhufya?”
2b0b26006b	Po u Yesu, woilela munumbula mumwene, akhaluta ndipomba, yekhale manga, iliwe livekhwiwe pakhyanya pamwene.
2b0b2700c2	U Yesu akhanchova, “Khencha eliwe.” U Martha, udada vamwene no Lazaro, yuywa afyile, akhambola u Yesu, “Intwa, khusekhe ugu, umbele gwiva govolile ulyakhova avile muvofye khosikhu inne.”
2b0b28005e	U Yesu ambola, “Sanekhavavole ukhuta, inave ukhunyedekha, wukhovovono uvovakhuwa Ngolove?”
2b0b290075	Po vakhakhencha eliwe. U Yesu akhinula amikho khokyanya nukhunchova, “Baba, nimwalencha ulyakhova vakhomulekhencha.
2b0b2a0075	Nelemanyile ukhuta vukhomolekhencha khela isekhe, ulyakhova ukusanyikho gwemile ukhunyedekha ukhuta veve usukhile.”
2b0b2b004a	Avile anchovile aga, akhalela esawoti embakha, “Lazaro, khuma khonji!”
2b0b2c0086	Uyafyile akhakhoma khonji ankongiwe amavokho na malunde, khumikho ankongiwe ekhefambala.” U Yesu akhanchova, “Ifungule alutage.”
2b0b2d005f	Po Avayahudi avingi vavile vinchile khwa Mariamu nukhulola u Yesu ekhya vombile, vakhamwedekha;
2b0b2e0048	Avange lakhaluta khuva Mafarisayo khukhavavola amambo agavombile u Yesu.
2b0b2f008e	Po avavakha va vatekheji na Vamafarisayo vakhakusanyekha popaninye ndi balasa nukhunchova, “Tuvomba ndakhihi? Umunu uyu ivomba amambo mingi.
2b0b300070	Tungave tukhondekha mwene, voni vikhomwedekha; Avarumi vikhwincha vitola fyoni imali ncheto nekhelonga kheto.”
2b0b310076	Ata evo, umunu yumu pavene, ve Kayafa, uyakhale intekheji imbukha umwakha ugwa, akhavavola, “Samkhemanyile khokhoni.
2b0b320077	Samusaga ukhuta yifaa kholyomwe ukhuta umunu yumo inogiwa ukhufya khujili ya vanu khulikho ukhufyu ekhelonga khyoni.”
2b0b33007d	Aga sakhanchove mwene, po umwene, ulwakhova akhale atekheji imbakha umwakha gola, akhalagwile ukhuta u Yesu ifya khokhelunga;
2b0b34006d	Sio ekhelunga khine, ili u Yesu apate velevole ukhuvakusanya avana va Ngolove avagavanyikhe sekhemu eye neye.
2b0b350044	Ukhuma esikhu eyo nukhyendelela vakhapanga enjela ya khubuda u Yesu.
2b0b36009f	U Yesu sakhagende khange pavovalafu khuva yakhudi, akhakhega pala nokholota khohelunga jilani nolokove usekhemu yikhwelangiwa Efraimu. Apo akhatama na vasyole.
2b0b370091	Ekhakho khya Vayahudi khekhale jilani avingi vakhatoga ukhuluta khu Yerusalemu khonji ya khelunga wosakhefikhe ekhaha ili vapate ukhwesukha vavo.
2b0b38006c	Valenkondonda u Yesu, nukhuchova khela muu vovemile pakhekalu, msaga khehi? Ukhuta sikhwicha khushelekhe?”
2b0b39009f	Usekhe ugwa avavakha va vatekheji na Vamafalisayo vavile, vakhominchi ululagero ukhuta ave yomo ikholuma u Yesu upwalepo, inogiwa ukhumya endomi ili vamwibate.
2b0c010073	Isikhu sita kabla ya ikhaha, u Yesu akhaluta khu Bethania, ukhyakhale u Lazaro, uyakhanchosinehe ukhuhuma khuwofye.
2b0c0200a5	Po vakhamwandalela ekhatio lya ekhanalyakhemikhe ukhya, nu Martha akhambombela, usekhe ugwa u Lazaro akhale paninye vavala vakhatamile pakhyakho lya paninye no Yesu.
2b0c0300de	Po u Mariamu akhatora elati ya mafuta gago gatengenesiwe nardo enonu, yeyo yelenesamani embakha, akhabukha u Yesu mmalunde, nukhupukhuta mmalunde khunjwele ncha mwene enyumba yoni yekhadega ekharufu ya amafuta (amanukato).
2b0c040056	Yuda Iskariote, yumo va vasiole vamwene, yuywa uyakheva ikhosaliti u Yesu, akhanchova,
2b0c05005a	“Khekhi amafuta aga gakhagagonchiwe khukhela dinali mia tatu vakhavapewiwe avaganchu?”
2b0c0600ae	Vope akhaganchova ago, sio ikhova kolela ekhesa avaganchu, ulyakhova akhale indyesi: umwene veibite upakho gw khela alekotola baadhi ya vifyo vivekhiwe umwa khojili ya mwene.
2b0c070058	U Yesu akhanchova, “Indekhe avekhe ekhyalenakho khojili ya sikhu ya khosiela kholyone.
2b0c080049	Avaganchu mwiva navo isikhu nchoni; lene samukhave nune isikhu nchoni.”
2b0c0900a9	Po elipoga elivakha lya Vayahudi povakhalumanya khuta u Yesu aleukhya, navakhincha, sio khwa Yesu tuu, ila vambone u Lazaro yuywa u Yesu akhasielyule ukhukhuma khuvofye.
2b0c0a0040	Navope avavakha va vatekhenchi vakhedekhana ili vabude u Lazaro;
2b0c0b0048	maana khiyili ya mwene avingi Avayakhudi vakhaluta vakhamwedekha u Yesu.
2b0c0c0068	Isikhu ya vele elipoga divakha vakhincha khushelehe. Vavapolikhe ukhuta u Yesu ikhyincha kho Yerusalemu,
2b0c0d00af	vakhatola amatawi ga mibekhe ga matende nokhokhoma khinji ukhuluta khu khopokhela nokhotova ekelele, “Khosana! Asayiwe uyikhyincha kholitawa lya Ntwa, Umbakha va Israeli.”
2b0c0e0030	U Yesu akhapata umwa punda; kama uluyandekhiiwe,
2b0c0f005d	“Usite, ukhudyada, ng'enja Sayuni; lola, Umbakha vakho ikhwincha, etogile emwana- punda.”
2b0c1000a8	Avasiole vamwene savakhageliwe ago pavotengolelo; u Yesu avile aginiwe, bakhopo povakhakombokha imbombo inchi akhasimba umwene nokhota vavombile imbombo inchi khomwene.
2b0c110075	Po lela elipoga lya vanu vavo vakhale popaninye nu Yesu vova mwelangile u Lazaro ukhuma ndipomba, vakholola khuvange.
2b0c120082	Po yekhale khosababu eye ukhuta elipoga lya vanu vakhalotile khukho pokhela khusababu vakhapolikhe ukhuta akhavombile eishara eyo.
2b0c130080	Avamafarisayo vakhonchovana vavo kho vavo, “Lola, leno samukhawesye ukhuvomba khokhoni; lola, ekhelunga khelutile khumwene.”
2b0c14005b	Po avange avayunani vakhale miongoni mwa vala avakhale valekolota khu khesaya khu shelekhe.
2b0c150088	Ava vakhandotela u Filipo, yuywa akhomile kho Bethsaida ya Galilaya, vakhadava vakhanchova, “Intwa, ufye twinogwa akhombona u Yesu.”
2b0c160055	U Filipo akhalota akhombola u Andrea; u Andrea nu Filipo vakhalota nokhombola u Yesu.
2b0c17004e	U Yesu akhanda, akhanchova, lene yefikhe khojili ya mwana va Adamu ukhuginiwa.
2b0c180097	Ninchova, ninchova, nikhovavola, epunje ya ngano yegasite ukhugwa ikelunga yakhafya, yitama ekhali yela yela yene, po yengafye, yikhala isekhe imbakha.
2b0c190082	Umwene uyavoganile uwomi wa mwene ikhovoyancha; khoba uyikalala uwomi wa mwene ikelunga uma ikheponya khata uwomi wa sikhu nchoni.
2b0c1a008c	Umunu yoyoni uyikhombombela une, ang'onge; uponelepo une, po nayosukhya vango ivapwale. Umunu yeyoni uyakheva ikhombombela, udada ikhoginya.
2b0c1b007b	Leno inumbula yango yesikhitikhe na yone nenchove ndakhekhi'? 'Dada, unyokhole isaliinchi'? Khulugano ulu nefikhe isainchi.
2b0c1c0080	Daada, leginiwe elitawa lyakho.” Po esawoti yekhencha ukhuma khokyanya nokhonchova, neligininche nayone nikhdeginya khange.”
2b0c1d008c	Po lipoga elekhemile jilani navope vakha polekha, vakhanchova vakhata, khuvile numwongulumo. Avange vakhanchova, “Usukhwa inchova nave.”
2b0c1e004c	U Yesu akhanda akhanchova, esawoti eye sayekhinche kholyone, bali kholyomwe.
2b0c1f0050	Leno uvokhegi wa khelonga ekhe khovole: Umbakha va khelunga ekhe itagiwa khonji.
2b0c200046	Nayone nengotojiwe khokyanya ikhelonga, nikhovakwega voni kholyone.”
2b0c210037	Akhanchova ago akhavonesya wofye wokhi uvoyakheva ifya.
2b0c2200b8	Elipoga lekhanda, “Ufye topolikhe ululagele ukhuta u Klisiti itama khata isikhu nchoni. Nayove wita ndakhekhi, 'Umwana va Adamu lazima inoliwe khokyanya'? Uyu Umwana va munu veni?”
2b0c2300a4	Po u Yesu akhavavola, ulumuli lungave popaninye numwe usekhe idebe. Mulutage ulukhova mule nulumuli, ekhisi yiwesya yevibate. Uyilota mukhisi salumanyile ukhyilota.
2b0c240091	Ulyakhova mnchige nulumuli, mulyedekhe ulumuli ulya mpate ukhova vana va lumuli.” U Yesu akhanchova ago po akhaluta akhefikha vasite ukhumbona.
2b0c250052	Ulyakhova u Yesu avombile amambo mingi khovolongolo khovene, bado savakha mwedekhe
2b0c260091	ili letimele elimenyu lyanyamalago u Isaya, elyakhonchovile: “Intwa, veni uyanchipolikhe ikhabali ncheto? Nekhevokho khantwa afunuliwe veni?”
2b0c270045	Ndiomana avene savakhamwedekhe ulyakhova u Isaya akhanchovile khange,
2b0c2800a4	“Avabudile amikho, ayevikhile ngafu inumbula yavene; vasite ukhulola khomikho gavene navakhalumanya khunumbula ncha vene, ayavikhwokhokha na yone nikhovaponya.”
2b0c290067	U Isaya akhanchova amamenyu ago ulya khova akhavowene uvovakha wa Yesu nakhanchova ikhabari ncha mwene.
2b0c2a007f	Ulyakhova, ata avavakha vingi vakhamwedikhe u Yesu; ulyakhova Avamafarisayo, savakhedekhe ukhuta ayavitengiwa na avamasinagogi.
2b0c2b0049	Vakhanogile uluginyo ulya vanu khulikho uluginyo ulolukhomana nu Ngoluve.
2b0c2c0076	U Yesu akhatoncha esawati no khonchova, “Yuywa ikhonyedekha une, sikhonyedekha une tuu bali nayoywa akhasukhile une,
2b0c2d0030	navope uyikhombona une ikhombona yuywa asukhile.
