0100000009	1 Mosebog
0f090900f5	thi er vi end Trælle, har vor Gud dog ikke forladt os i vor Trældom, men vundet os Nåde for Perserkongernes Åsyn, så at han har givet os Livskraft til at rejse vor Guds Hus og opbygge dets Grushobe og givet os et Gærde i Juda og Jerusalem.
0f090a004f	Men hvad skal vi nu sige, vor Gud, efter alt dette? Vi har jo forladt dine Bud,
0f090b00f9	som du gav os ved dine Tjenere Profeterne, da du sagde: Det Land, I drager ind i og tager i Besiddelse, er et urent Land på Grund af Hedningernes Urenhed, på Grund af de Vederstyggeligheder, de i deres Urenhed har fyldt det med fra Ende til anden;
0f090c00f7	derfor må I ikke give deres Sønner eders Døtre eller tage deres Døtre til Hustruer for eders Sønner og ingen Sinde søge deres Velfærd og Lykke, at I kan blive stærke og nyde Landets Goder og sikre eders Sønner Besiddelsen deraf for evigt!
0f090d00c9	Efter alt, hvad der er vederfaret os på Grund af vore onde Gerninger og vor svare Skyld - og endda har du vor Gud ikke i fuldt Mål tilregnet os vore Synder, men skænket os en sådan Flok undslupne -
0f090e00de	skal vi da på ny krænke dine Bud ved at besvogre os med Folk, der øver slige Vederstyggeligheder? Vil du da ikke vredes således på os, at du ødelægger os aldeles, så der ikke levnes nogen Rest, og ingen undslipper?
0f090f00c1	HERRE, Israels Gud! Du er retfærdig, derfor er vi nu en Rest tilbage, som er undsluppet; se, vi står for dig i vor Syndeskyld; thi det er umuligt at bestå for dit Åsyn, når sligt kan ske!"
0f0a0100bc	Medens Ezra nu under Bøn og Syndsbekendelse grædende kastede sig ned foran Guds Hus, samlede en stor Skare Israeliter sig om ham, både Mænd, Kvinder og Børn, thi Folket græd heftigt.
0f0a0200de	Derpå tog Sjekanja, Jehiels Søn, af Elams Efterkommere til Orde og sagde til Ezra: Vi har været froløse mod vor Gud ved at hjemføre fremmede Kvinder af Hedningerne i Landet. Men trods alt er der endnu Håb for Israel.
0f0a0300c5	Lad os slutte Pagt for vor Gud om at sbille os af med alle vore fremmede Kvinder og deres Børn efter min Herres Bestemmelse og deres, som bæver for Guds Bud, og lad der blive handlet efter Loven!
0f0a040065	Stå op, thi det er dig, der skal tage dig af Sagen, og vi vil stå dig bi; vær frimodig og tag fat!
0f0a050083	Da stod Ezra op og tog Præsternes, Leviternes og hele Israels Øverster i Ed på, at de vilde handle således, og de aflagde Eden.
0f0a0600f5	Derpå rejste Ezra sig fra Pladsen foran Guds Hus og begav sig til Johanans, Eljasjibs Søns, Kammer, hvor han tilbragte Natten; han hverken spiste eller drak, fordi han græmmede sig over Troløsheden hos dem, der havde været i Landflygtighed.
0f0a070083	Derpå lod man kundgøre i Juda og Jerusalem forætlle dem, der havde været i Landflygtighed, at de skulde give Møde i Jerusalem;
0f0a0800e9	og enhver, som ikke indfandt sig Tredjedagen derefter ifølge Øversternes og de Ældstes Bestemmelse, al hans Ejendom skulde der lægges Band på, og han selv skulde udelukkes fra deres Forsamling, der havde været i Landflygtighed.
0f0a0900f6	Så samledes alle Mænd af Juda og Benjamin på Tredjedagen i Jerusalem; det var den tyvende Dag i den niende Måned; og alt Folket stillede sig op på den åbne Plads ved Guds Hus, skælvende både for Sagens Skyld og som Følge af Regnskyllene.
0f0a0a008b	Derpå stod Præsten Ezra op og sagde til dem: "I har forbrudt eder ved at hjemføre fremmede Kvinder og således øget Israels Syndeskyld;
0f0a0b0091	så bekend da nu eders Synd for HERREN, eders Fædres Gud, og gør hans Vilje; skil eder ud fra Hedningerne i Landet og fra de fremmede Kvinder!"
0f0a0c004a	Og hele Forsamlingen svarede med høj Røst: "Som du siger, bør vi gøre!
0f0a0d00b7	Men Folket er talrigt, og det er Vinterregnens Tid, så vi kan ikke blive stående her ude; og Sagen kan heller ikke afgøres på en Dag eller to, da vi har forbrudt os højligen her.
0f0a0e0106	Lad derfor Øversterne for hele vor Forsamling give Møde og lad alle dem, der i vore Byer har hjemført fremmede Kvinder, indfinde sig til en fastsat Tid, ledsaget af de enkelte Byers Ældste og Dommere, for at vi kan blive friet fra vor Guds Vrede i denne Sag!
0f0a0f0074	Kun Jonatan, Asa'els Søn, og Jazeja, Tikvas Søn, satte sig derimod med Støtte fra Mesjullam og Leviten Sjabbetaj.
0f0a1000ff	Men de, der havde været i Landflygtighed, handlede derefter; og Præsten Ezra udvalgte sig nogle Mænd, Overhovederne for de enkelte Fædrenehuse, alle med Navns Nævnelse. Disse holdt da Møde den første Dag i den tiende Måned for at undersøge Sagen,
0f0a110075	og de var færdige med alle de Mænd, som havde hjemført fremmede Kvinder, til den første Dag i den første Måned.
0f0a1200a7	Blandt Præsterne fandtes følgende, der havde hjemført fremmede Kvinder: Af Jesuas, Jozadaks Søns, Efterkommere og hans Brødre Ma'aseja, Eliezer, Jarib og Gedalja;
0f0a130075	disse gav deres Hånd på at ville sende deres Hustruer bort, og deres Skyldoffer var en Væder for deres Syndeskyld.
0f0a14002a	Af Immers Efterkommere: Hanani og Zebadja.
0f0a150043	Af Harims Efterkommere: Ma'aseja, Elija, Sjemaja, Jehiel og Uzzija.
0f0a160054	Af Pasjhurs Efterkommere: Eljoenaj, Ma'aseja, Jisjmael, Netan'el, Jozabad og El'asa.
0f0a17004e	Af Leviterne: Jozabad, Sjim'i. Kelaja, det er Kelita, Petaja, Juda og Eliezer.
0f0a18004d	Af Tempelsangerne: Eljasjib og Zakkur. Af Dørvogterne Sjallum, Telem og Uri.
0f0a190064	Af Israel: Af Par'osj's Efterkommere: Ramja, Jizzija, Malkija, Mijjamin, El'azar, Malkija og Benaja.
0f0a1a0049	Af Elams Efterkommere: Mattanja, Zekarja, Jehiel, Abdi, Jeremot og Elija.
0f0a1b004e	Af Zattus Efterkommere: Eljoenaj, Eljasjib, Mattanja, Jeremot, Zabad og Aziza.
0f0a1c003a	Af Bebajs Efterkommere: Johanan, Hananja, Zabbaj og Atlaj.
0f0a1d0048	Af Banis Efterkommere: Mesjullam, Malluk, Adaja, Jasjub, Sjeal og Ramot.
0f0a1e0063	Af Pahat-Moabs Efterkommere: Adna, Kelal, Benaja, Ma'aseja, Mattanja, Bezal'el, Binnuj og Menassje.
0f0a1f0045	Af Harims Efterkommere: Eliezer, Jissjija, Malkija, Sjemaja, Sjim'on,
0f0a20001d	Binjamin, Malluk og Sjemarja.
0f0a21005a	Af Hasjums Efterkommere: Mattenaj, Mattatta, Zabad, Elifelef, Jeremaj, Menassje og Sjim'i.
0f0a22002b	Af Banis Efterkommere: Ma'adaj, Amram, Uel,
0f0a230017	Benaja, Bedeja, Keluhu,
0f0a240019	Vanja, Meremot, Eljasjib,
0f0a25001e	Mattanja, Mattenaj og Ja'asaj.
0f0a260020	Af Binnujs Efterkommere: Sjim'i,
0f0a270017	Sjelemja, Natan, Adaja,
0f0a28001b	Maknadbaj, Sjasjaj, Sjaraj,
0f0a29001c	Azar'el, Sjelemja, Sjemarja,
0f0a2a0019	Sjallum, Amarja og Josef.
0f0a2b004f	Af Nebos Efterkommere: Je'iel, Mattitja, Zabad, Zebina, Jaddaj, Joel og Benaja.
0f0a2c0058	Alle disse havde taget fremmede Kvinder til Ægte, men sendte nu Hustruer og Børn bort.
1000000008	Nehemias
100101006a	Nehemias's, Hakaljas Søns, Beretning. I Kislev Måned i det tyvende År, medens jeg var i Borgen i Susan,
10010200a5	kom Hanani, en af mine Brødre, sammen med nogle Mænd fra Juda. Og da jeg udspurgte dem om Jøderne, den Rest, der var undsluppet fra Fangenskabet, og om Jerusalem,
10010300ad	sagde de til mig: De tiloversblevne, de, som er tilbage fra Fangenskabet der i Landet, lever i stor Nød og Forsmædelse, og Jerusalems Mur er nedrevet og Portene opbrændt.
1001040081	Da jeg hørte denne Tidende, satte jeg mig hen og græd og sørgede i flere Dage, og jeg fastede og bad for Himmelens Guds Åsyn,
1001050099	idet jeg sagde: Ak, HERRE, Himmelens Gud, du store, frygtelige Gud, som tager Vare på Pagten og Miskundheden mod dem, der elsker dig og holder dine Bud!
10010600fb	Lad dog dit Øre være lydhørt og dit Øje åbent, så du hører din Tjeners Bøn, som jeg nu beder for dit Åsyn både Nat og Dag for dine Tjenere tsraeliterne, idet jeg bekender deres Synder, som vi også jeg og min Faders Hus har begået imod dig.
1001070075	Såre ilde har vi handlet imod dig, og vi har ikke holdt de Bud, Anordninger og Lovbud, du pålagde din Tjener Moses.
1001080070	Kom det Ord i Hu, som du pålagde din Tjener Moses: Dersom I er troløse, vil jeg adsplitte eder blandt Folkene;
10010900da	men hvis I omvender eder til mig og holder mine Bud og handler efter dem, så vil jeg, om eders fordrevne end er ved Himmelens Ende, dog samle dem derfra og bringe dem til det Sted, jeg udvalgte til Bolig for mit Navn.
10010a005c	De er jo dine Tjenere og dit Folk, som du udløste ved din store Kraft og din stærke Hånd.
10010b00eb	Ak, Herre, lad dit Øre være lydhørt for din Tjeners og dine Tjeneres Bøn, vi, som gerne vil frygte dit Navn, og lad det i Dag lykkes for din Tjener og lad ham finde Nåde for denne Mands Åsyn! Jeg var nemlig Mundskænk hos Kongen.
10020100ca	I Nisan Måned i Kong Artaxerxes's tyvende Regeringsår, da jeg skulde sørge for Vin, har jeg engang Vinen frem og rakte Kongen den. Jeg havde ikke før set modfalden ud, når jeg stod for hans Ansigt.
100202009c	Og Kongen sagde til mig: Hvorfor ser du så modfalden ud? Du er jo ikke syg; det kan ikke være andet, end at du har en Hjertesorg! Da blev jeg såre bange,
10020300b3	og jeg sagde til Kongen: "Kongen leve evindelig! Hvor kan jeg andet end se modfalden ud, når den By, hvor mine Fædres Grave er, ligger øde, og dens Porte er fortæret af Ilden?
1002040050	Kongen spurgte mig da: "Hvad er det, du ønsker? Så bad jeg til Himmelens Gud,"
10020500c9	og jeg sagde til Kongen: "Hvis Kongen synes, og hvis din Tjener er dig til Behag, beder jeg om, at du vil lade mig rejse til Juda, til den By, hvor mine Fædres Grave er, og lade mig bygge den op igen!
10020600ce	Da sagde Kongen til mig, medens Dronningen sad ved hans Side: "Hvor længe vil den Rejse vare, og hvornår kan du vende tilbage? Og da Kongen således fandt for godt at lade mig rejse, opgav jeg ham en Tid.
1002070099	Og jeg sagde til Kongen: Hvis Kongen synes, så lad mig få Breve med til Statholderne hinsides Floden, så de lader mig drage videre, til jeg når Juda,
10020800eb	og et Brev til Asaf, Opsynsmanden. over den kongelige Skov, at han skal give mig Træ til Bjælkeværket i Tempelborgens Porte og til Byens Mur og det Hus, jeg tager ind i! Det gav Kongen mig, eftersom min Guds gode Hånd var over mig.
100209008d	Da jeg kom til Statholderne hinsides Floden, gav jeg dem Kongens Breve; desuden havde Kongen givet mig Hærførere og Ryttere med på Rejsen.
10020a00a9	Men da Horoniten Sanballat og den ammonitiske Træl Tobija hørte det, ærgrede de sig højligen over, at der var kommet en Mand for at arbejde på Israeliternes Bedste.
10020b0041	Så kom jeg til Jerusalem, og da jeg havde været der i tre Dage,
10020c00c9	brød jeg op ved Nattetide sammen med nogle få Mænd uden at have sagt noget Menneske, hvad min Gud havde skudt mig i Sinde at gøre for Jerusalem; og der var intet andet Dyr med end det, jeg red på.
10020d00b9	Jeg red så om Natten ud gennem Dalporten i Retning af Dragekilden og hen til Møgporten, idet jeg undersøgte Jerusalems Mure, der var nedrevet, og Portene, der var fortæret af Ilden;
10020e007e	derpå red jeg videre til Kildeporten og Kongedammen, men der var ikke Plads nok til, at mit Ridedyr kunde komme frem med mig.
10020f008a	Så red jeg om Natten op igennem Dalen og undersøgte Muren, forandrede Retning og red så ind igennem Dalporten, hvorpå jeg vendte hjem.
10021000dc	Forstanderne vidste ikke, hvor jeg var gået hen, eller hvad jeg foretog mig; og hverken Jøderne, Præsterne, Stormændene, Forstanderne eller de andre, der skulde have med Arbejdet at gøre, havde jeg endnu sagt noget.
10021100bc	Men nu sagde jeg til dem: I ser den Ulykke, vi er i, hvorledes Jerusalem er ødelagt og Portene opbrændt; kom derforog lad os opbygge Jerusalems Mur, så vi ikke mere skal være til Spot!
10021200c7	Og da jeg fortalte dem, hvorledes min Guds gode Hånd havde været over mig, og om de Ord, Kongen havde talt til mig, sagde de: Lad os gøre os rede og bygge! Og de tog sig sammen til det gode Værk.
10021300b6	Da Horoniten Sanballat, den ammonitiske Træl Tobija og Araberen Gesjem hørte det, spottede de os og sagde hånligt til os: Hvad er det, I der har for? Sætter I eder op mod Kongen?
10021400b3	Men jeg gav dem til Svar: "Himmelens Gud vil lade det lykkes for os, og vi, hans Tjenere, vil gøre os rede og bygge; men I har ingen Del eller Ret eller Ihukommelse i Jerusalem!"
10030100f9	Ypperstepræsten Eljasjib og hans Brødre Præsterne tog fat på at bygge Fåreporten; de forsynede den med Bjælkeværk og indsatte Portfløjene; derefter byggede de videre hen til Meatårnet og helligede det og igen videre hen til Hanan'eltårnet.
1003020052	Ved Siden af ham byggede Mændene fra Jeriko, ved Siden af dem Zakkur, Imris Søn.
100303007a	Fiskeporten byggede Sena'as Efterkommere; de forsynede den med Bjælkeværk og indsatte Portfløje, Kramper og Portslåer.
10030400d6	Ved Siden af dem arbejdede Meremot, en Søn af Hakkoz's Søn Uruja, med at istandsætte Muren. Ved Siden af ham arbejdede Mesjullam, en Søn af Berekja, en Søn af Mesjezab'el, ved Siden af ham Zadok, Ba'anas Søn.
100305007b	Ved Siden af ham arbejdede Folkene fra Tekoa, men de store iblandt dem bøjede ikke deres Nakke under deres Herres Arbejde.
100306009d	Jesjanaporten istandsatte Jojada, Paseas Søn, og Mesjullam, Besodejas Søn; de forsynede den med Bjælkeværk og indsatte Portfløje, Kramper og Portslåer.
1003070098	Ved Siden af dem arbejdede Gibeoniten Melatja og Meronotiten Jadon sammen med Mændene fra Gibeon og Mizpa, der stod under Statholderen hinsides Floden.
10030800b1	Ved Siden af ham arbejdede Uzziel, en Søn af Harhaja, en af Guldsmedene. Ved Siden af ham arbejdede Hananja, en af Salvehandlerne; de udbedrede Jerusalem hen til den brede Mur.
1003090063	Ved Siden af dem arbejdede Øversten over den ene Halvdel af Jerusalems Område, Refaja, Hurs Søn.
10030a007c	Ved Siden af ham arbejdede Jedaja, Harumafs Søn, ud for sit eget Hus. Ved Siden af ham arbejdede Hattusj, Hasjabnejas Søn.
10030b0066	En anden Strækningistandsatte Malkija, Harims Søn, og Hassjub, Pahat-Moabs Søn, hen til Ovntårnet.
10030c0085	Ved Siden af ham arbejdede Øversten over den anden Halvdel af Jerusalems Område, Sjallum, Hallohesj's Søn, sammen med sine Døtre.
10030d00a1	Dalporten istandsatte Hanun og Folkene fra Zanoa; de byggede den og indsatte Portfløje, Kramper og Portslåer, og desuden 1000 Alen af Muren hen til Møgporten.
10030e008e	Møgporten istandsatte Øversten over Bet-Kerems Område, Malkija, Rekabs Søn; han byggede den og indsatte Portfløje, Kramper og Portslåer.
10030f012f	Kildeporten istandsatte Øversten over Mizpas Område, Sjallun, Kol-Hozes Søn; han byggede den, forsynede den med Tag og indsatte Portfløje, Kramper og Portslåer; han byggede også Muren ved Dammen, fra hvilken Vandledningen fører til Kongens Have, og hen til Trinene, der fører ned fra Davidsbyen.
10031000b5	Efter ham arbejdede Øversten over den ene Halvdel af Bet-Zurs Område, Nehemja, Azbuks Søn, hen til Pladsen ud for Davids Grave, til den udgravede Dam og til Kærnetroppernes Hus.
1003110092	Efter ham arbejdede Leviterne, ført af Rehum, Banis Søn. Ved Siden af ham arbejdede Øversten over den ene Halvdel af Ke'ilas Område, Hasjabja.
1003120078	Efter ham arbejdede deres Bysbørn, ført af Binnuj, Henadads Søn, Øversten over den anden Halvdel af Ke'ilas Område.
1003130086	Ved Siden af ham istandsatte Øversten over Mizpa, Ezer, Jesuas Søn, en anden Strækning lige ud for Opgangen til Tøjhuset i Hro'en'
1003140084	Efter ham istandsatte Baruk, Zabbajs Søn, op ad Bjerget en Strækning fra Krogen til Indgangen til Ypperstepræsten El-jasjibs Hus.
1003150078	Efter ham istandsatte Meremot, en Søn af Hakkoz's Søn Urija, en Strækning fra Indgangen til Eljasjibs Hus til Gavlen.
1003160035	Efter ham arbejdede Præsterne, Mændene fra Omegnen.
1003170094	Efter dem arbejdede Binjamin og Hassjub ud for deres Huse. Efter ham arbejdede Azarja, en Søn af Ma'aseja, en Søn af Ananja, ved Siden af sit Hus.
1003180066	Efter ham istandsatte Binnuj, Henadads Søn, en Strækning fra Azarjas Hus til Krogen og til Hjørnet.
10031900b7	Efter ham arbejdede Palal, Uzajs Søn, lige ud for Krogen og det Tårn, der springer frem fra det øvre kongelige Hus ved Fængselsgården. Efter ham arbejdede Pedaja, Par'osj's Søn,
10031a0042	til Stedet ud for Vandporten mod Øst og det fremspringende Tårn.
10031b0098	Efter ham istandsatte Folkene fra Tekoa en Strækning fra Stedet ud for det store, fremspringende Tårn til Ofels Mur. (På Ofel boede Tempeltrællene).
10031c0044	Over for Hesteporten arbejdede Præsterne, hver lige ud for sit Hus.
10031d0077	Efter dem arbejdede Zadok, Immers Søn, ud for sit Hus. Efter ham arbejdede Østportens Vogter Sjemaja, Sjekanjas Søn.
10031e009c	Efter ham istandsatte Hananja, Sjelemjas Søn, og Hanun, Zalafs sjette Søn, en Strækning. Efter ham arbejdede Mesjullam, Berekjas Søn, ud for sit Kammer.
10031f00a8	Efter ham arbejdede Malkija, en af Guldsmedene, hen til Tempeltrællenes Hus. Og Kræmmeme istandsatte Stykket ud for Mifkadporten og hen til Tagbygningen ved Hjørnet.
1003200057	Og mellem Tagbygningen ved Hjørnet og Fåreporten arbejdede Guldsmedene og Kræmmerne.
1004010065	Men da Sanballat hørte, at vi byggede på Muren, blev han vred og harmfuld; og han spottede Jøderne
10040200f9	og sagde i Påhør af sine Brødre og Samarias Krigsfolk: "Hvad er det, disse usle Jøder har for? Vil de overlade Gud det? Vil de ofre? Kan de gøre det færdigt endnu i Dag? Kan de kalde Stenene i disse Grusdynger til Live, når de er forbrændt?"
