2800000006	Matayu
2d010c0089	Ndo kulongela kukita, mwenga papamu na nenga tuhotole kutengelekehana twabhene, mwenga mundengelehe nenga na nenga nubhatengelehe mwenga.
2d010d0117	Maalongo bhangu, nungupala mmanye kukita manjubha matangalo nikipala kubhatyangila, peni kubhegha na nhalo ghuunganikihite. Nangapalite hotole kubhatenda bhandu munkati yenu bhanhyubhalile Kilisito handa mumokolite kubhantenda bhandu bhaabheghite ng'obhe Akaayahudi anhyubhalile.
2d010e008b	Yingungwiliha kulandamiha Nhalo ghwa Maha kwa bhandu bhoha, Akaagiliki na kwa bhaabheghite ng'obhe Akaagiliki, bhaasomite na bhanga kusoma.
2d010f006e	Kya habhu nungupala kulandamiha Nhalo ghwa Maha ghwa Chapanga kwa mwenga mummeghite ku kitami kya Loma bhubho.
2d011000df	Nenga mona honi ng'obhe kulandamiha Nhalo ghwa Maha ghwa Kilisito, kiyaha ndo makakala gha Chapanga ghanakualopoha bhandu bhoha bhaaghuhyubhalila, kutandila huti kwa Akaayahudi na kwa bhaabheghite ng'obhe Akaayahudi bhubho.
2d0111013a	Nnando ghwa Nhalo ghwa Maha ghwa Kilisito ghungubhoneha pekupeku bhula Chapanga pakabhayitikila bhandu kubhegha bha maha muulongolo ghwake kwa njila ya kunhyubhalila Chapanga, kutandila pautandilo mpaka kuuhiko, handa payityekitwe mu Malembo, “Mundu ywa maha muulongolo ghwa Chapanga kaatama kwa kuhyubhalila.”
2d011200ab	Kiyaghabhu kya Chapanga kibhonehwa kuhuma kunani kwa kya ukiluko na uhokelo ghwoha ghwa anabhandu ghwene kwa njila yabhe hakataho bhanguhikingika hoto yikotoke kumanyikwa.
2d0113008f	Kiyaha, milando yoha yinakuhotoleka kumanyikwa kwa kya Chapanga yingumanyikwa pekupeku kwa bhombe, kiyaha Chapanga mwene kayihwimula kwa bhene.
2d01140116	Kutandila Chapanga pakaghubhumbite unnima, makakala ghake gha manjubha ghoha na Uchapanga ghwake, hata kyanga kubhonekana kwa meho peni ghabhegha pekupeku. Bhandu bhaahotola kuyimanya milando ayi kubhukana na hilibhi hyakahibhumbite Chapanga, mbaka bhaapelelwa na kya kulongela!
2d01150101	Payibhele bhakimanya kukita kabhegha Chapanga, peni bhangunhokamila ng'obhe handa payinogha hangi bhangunnumba ng'obhe. Kihyengo kyake, mahwacho ghabhe ghabhegha ubhughabhugha nahwacho yabhe himema lubhindu mbaka bhakilepelwa kulimanya lilagho lya Chapanga.
2d0116003c	Bhangulighamba kukita bhana malango, peni ndo abhughabhugha,
2d0117010c	bhanguleka kuntundamila Chapanga yunakulama manjubha ghoha na gha nga kupela, kihyengo kyake bhanguyitundamila ming'omng'omo yiitendikitwe handa bhandu bhaatama ng'obhe mu manjubha ghoha na ghanga kupela, na ming'omong'omo ya anyama, na hiyuni na anyama bhanakukwabha.
2d01180084	Yakya gha agho, Chapanga kabhaleka bhayitughile tama yabhe hakataho hya myoyo yabhe na kutendelana milando ya honi mu mibhili yabhe.
2d011900bd	Bhaleka kuyitughila hoto ya Chapanga na bhakitughila uhwangi, bhanguhihokamila na kuhitundamila hibhumbe kihyengo kya mwene Mmumba, ywene ndo ywakanoghwa kutikilwa manjubha ghoha, ai mwika.
2d011a00ad	Kya habhu, Chapanga kakibhaleka bhatughile tama yabhe ya honi handa paapala. Hata adala bhakighalambula kutumila kisilia ya mibhili yabhe na kuyitumila kihyengo kya kisilia.
2d011b00ef	Nabho alume ubhwabhu abhu, bhakileka kutughila kutumila mabhumbilo gha nhumbu na nngwana, bhanguyingililana uhaluko bhombe kwa bhombe na kutendelana milando ya honi, habhu bhanguligheghela bhene kihyato kiibhanogha kwa kya uhokelo ghwabhe.
2d011c00a2	Kya bhula bhandu bhakilema kummanya Chapanga, naywo Chapanga kakibhaleka ghabhatughile mahwacho ghabhe mahokelo, bhatende milando yila gha nga kunoghela kutendwa.
2d011d00ca	Bhandu abha bhamemwa na matendelo mahakata, ahokelo, na bhangupala kila kilibhi kibheghe kyabhe, na tama hakatao, na malili, na bhanakukoma ayabhe, atenda bhulwa, ahwangi, mahwacho mahakata, na abukutu,
2d011e0097	angudabilana, ndo bhandu bha kunkalaliha Chapanga, bhana hyeta, bhana ngakatala, bhana madumbo, bhana luhila, bhanga bhayitikila atate na amama bhabhe,
2d011f0049	abhughabhugha, bhangatwihiliha malaghano, bhanga upalo na bhanga luhungu.
2d01200104	Bhangumanya kukita Malaghilo gha Chapanga ghangulongela kukita bhandu bhaatenda milando handa ayi, bhangunoghwa kiho. Kupitingana kwa agha, bhombe bhangutenda ng'obhe milando ayi mihakata ghweka, ngati bhubho bhangubhalunga malobhe bhala bhaaghatenda mahakata.
2d020100e9	Hino ghanja, handa ghungubhatosa bhangi, ghwahotola ndwee kulikingikiha ghumwene, hata payibhele ghwenga ndo ghani? Kubhukana na kuatosa bhangi ghungulitosa ghumwene kiyaha na ghwenga ghunakuatosa bhangi ghungutenda milando yilayila.
2d02020062	Tungumanya kukita toso ya Chapanga ndo ya hoto pala paabhatosa bhandu bhaatenda milando handa ayi.
2d020300a1	Habhu, ghwenga ghanja ghuubhatosa bhala bhaatenda milando handa ayi kunu ghwenga bhubho ghunguyitenda, bhuli, ghunguhwacha kukita ghwahyepetuka toso ya Chapanga?
2d020400a3	Ebu ghungughupughana umaha ghwake nkulu, ulimbililo ghwake, kya nga kung'amula kukita umaha ghwake aghwo ghuna nningo ghwa kughulongoha ngati ghumokole kulipetula.
2d0205009e	Peni ya kya unonopo na ngakatala ya mwoyo ghwako, habhu ghungulikunganila toso kwa linjubha lila lya kiyaghabhu pala toso ya tela ya Chapanga payihwimulighwa.
2d02060058	Linjubha alyo Chapanga katampegha kila mundu kikimnoghela kubhukana na mandendelo ghake.
2d020700ca	Bhala bhanakughungila kutenda gha maha, angupalaha kuhokamilwa muno na Chapanga na kukamuhwa ubhumi ghwa nganyang'anyika. Naywo Chapanga kataapenga lilumbo lwa Ubhumi ghwa manjubha ghoha na ghwangapela.
2d02080097	Peni kwa bhala bhaabheghite na unenga, bhanakulema milando ya hoto ya Chapanga na kutughila uhokelo, Chapanga kataayaghabhalila na kuatosa kya ukalipo.
2d02090073	Kwaabhegha na himbamanda na lung'ahe kwa bhoha bhanakutenda uhokelo, kutandila kwa Akaayahudi na Akaagiliki bhubho.
2d020a008f	Peni bhala bhanakutenda gha maha, Chapanga katabhapegha litiko, kataatika na katabhapegha uhihimilo, kutandila Akaayahudi na Akaagiliki bhubho.
2d020b0034	Kiyaha Chapanga kangummaghula ng'obhe mundu ywohele.
2d020c00d2	Kiyaha bhala bhaatendite ulemwa kyanga kughamanya Malaghilo bhatakanjaghanwa hata payibhele bhangughamanya ng'obhe Malaghilo. Na bhala bhanakutenda ulemwa paaghamanya Malaghilo bhaatoswa kubhukana na Malaghilo.
2d020d00b9	Kiyaha, chepa bhanakuyihwa Malaghilo ndo bhaabheghite tela muulongolo ghwa Chapanga, ngati bhala bhanakuyitikila Malaghilo ndo bhaakingamwa kukita ndo bha maha muulongolo ghwa Chapanga.
2d020e00ec	Bhandu bhanga kubhegha Akaayahudi bhangumanya ng'obhe malaghilo agho, peni pala paatenda milando ya maha kwa kulongohwa na myoyo yabhe, bhangubhegha bhangutenda ghaghapala Malaghilo, apo yingubhoneha kukita bhangutenda milando yiinogha.
2d020f00ec	Bhombe bhangulangiha kukita lila liinoghwa mu Malaghilo libhegha mu myoyo yabhe, makakala ghabhe gha kulamula gha maha na mahakata ghanguyimiha pekupeku nnando aghwo, na pamoo pangi mahwacho ghabhe ghangubhakokela na pangi kubhakingiha.
2d021000b6	Habhu, ndo yabhegha mu linjubha lya toso pala Chapanga kwa njila ya Kilisito pakabhatosa anabhandu hata kwa mahwacho ghabhe gha mbwepo na aghwo ndo Nhalo ghwa Maha ghunughulandamiha.
2d0211006e	Peni ghwenga ghungukemwa Nnyahudi na ghungughahyubhalila Malaghilo na ghungulitikila kukita ndo ghwa Chapanga,
2d0212007e	na kughamanya mapalo gha Chapanga na kughayitikila ghaabheghite gha maha muulongolo ghwake kiyaha ghuhundwa na agho Malaghilo,
2d02130071	handa ghwenga ghungulibhona kukita ndo kilongohi ghwa bhangalola, na lubhwelo lwa bhala bhaabheghite mu lubhindo.
2d02140084	Ghwenga ghungulibhona kukita nhunda ghwa abhughabhugha nhunda ghwa bhangasoma, kiyaha ghubhegha na umanyi na hoto mu malaghilo agho,
2d021500a2	hino ghwenga ghughubhahunda bhangi, bhuli ghungulihunda ng'obhe ghumwene? Ghwenga ghungulandamiha kukita bhandu akotoke kuyibha, yibha bhuli ghumwene ghunguyibha?
2d021600f6	Ghwenga ghunakubhalongela bhandu “Nkotoke kubhegha bhatyahe,” yibha bhuli ghumwene ghungutenda utyahe? Ghwenga ghughuyilema ming'omong'omo ya machapanga kunu ghumwene ghungutenda ghungulimokolela utopelo kwa kuyibha mu Kitutubhi kya Chapanga.
2d02170079	Peni yibha bhuli ghwenga ghunakulidumba kwa kughamanya Malaghilo, ghungunligha Chapanga kwa kughadunyula Malaghilo ghake?
2d02180093	Handa payityekitwe mu malagho gha kya Chapanga, “Kwa kya mwenga lihina lya Chapanga lingulighwa mu amoo bha bhandu bhanga kubhegha Akaayahudi.”
2d021900ad	Kuyingila unyagho kubhegha tela handa paghughayitikila Malaghilo, peni handa pamughakamula ng'obhe Malaghilo, kudumula unyagho kwa ghwenga kubhegha ghwanga kudumula unyagho.
2d021a00a9	Handa mundu ywakabheghite ng'obhe Nnyahudi ywangayingila unyagho na kangutenda handa paghapala Malaghilo, kulyaghila bhuli kaahwachilwa ng'obhe kukita kayingila unyagho?
2d021b00e5	Bhandu bhanga kubhegha Ayahudi bhatakutosa ghwenga Nnyahudi handa paghughadunyula Malaghilo, hata payibhela ghungughamanya Malaghilo na ghuyingila unyagho, peni bhombe bhangughayitikila Malaghilo payibhele bhangayingihwa unyagho.
2d021c0097	Ndo kulongela chepa kila ywakabhelekitwe na Nyahudi katabhegha mundu ghwa Chapanga, mundu kaabhegha ng'obhe mundu ghwa Chapanga kwa kuyingihwa unyagho.
2d021d011a	Peni mundu ghwa Chapanga ndo yula ywakannyitikila Chapanga kwa mwoyo kwake ghoha, kuyingihwa unyagho kwa hoto kungutendwa na Nhuki ghwa Chapanga Mu mwoyo kata kya kutenda malaghilo ghaatyekitwe. Mundu handa ayu kangumokola litiko, chepa kuhuma kwa bhandu, ngati kuhuma kwa Chapanga.
2d0301006e	Hino Nnyahudi kabhegha na kilibhi kyoki kyanalumu kupitingana bhangi? Na kuyingihwa unyagho kungunogheha niki?
2d03020073	Kungunogheha muno kwa njila nhanganganiko kiyaha kalongohe Chapanga kakilamula kubhapegha Akaayahudi lilagho lyake.
2d030300a1	Peni yabhegha bhuli handa amoo bhabhe bhakilihyubhalila ng'obhe lilagho lya Chapanga? Bhuli, Chapanga katalitenda ng'obhe lila lyakalongelite kukita katalitenda?
2d030400df	Aka kaa! Chapanga kanguhighala kukita kabhegha ghwa hoto, hata payibhele kila anamundu ndo nhwangi, handa payityekitwe mu malembo gha Chapanga, “Kila paghulongela ghungulongela hoto, na paghutosa toso yako ndo ya hoto.”
2d030500b7	Peni handa uhokelo ghwetu ghungubhoneha kukita Chapanga kangutenda shaliya, twaalongelo niki? Bhuli, tulongele kukita kana shaliya ng'obhe pakatutosa? Kahone, nunguyobhela kianamundu.
2d03060067	Aka kaa, handa Chapanga kangabheghiteng'obhe ghwa hoto, kangahotola bhuli kubhagtosa bhandu bha unnima?
2d030700d4	Pangi ghwaalongela, Handa megha ng'obhe na uhyubhaliko kwa mbande yangu ghungunnyimiha Chapanga kukita ndo nhyubhaliko kyanalumu na habhu kumpegha ukulu, hino ninganoghwite ng'obhe kutoswa kukita megha na ulemwa!
2d030800d3	Ndo tela kulongela, “Tughendelele kutenda ulemwa ghati ghatuhikile gha maha,” bhandu bhangi bhangutukokela kukita hata twenga tunguhunda ubhwabhuabhu. Nnole, abho bhoha bhaatoswa kubhukana na ulemwa ghwabhe.
2d030900ed	Hino, tulongele niki? Bhuli, twenga Twakaayahudi ndo bha maha kyanalumu mu ulongolo ghwa Chapanga kupitingana bhangi? Aka kaa! Kiyaha ng'amula kala kutandila kalongohi Akaayahudi na bhandu bhanga kubhegha Ayahudi bhoha abhegha na ulemwa.
2d030a0077	Handa bhula malembo gha kya Chapanga paghatyekitwe, “Kahone nga yumu ywakabheghite ywa maha muulongolo ghwa Chapanga.
2d030b0044	Kahone mundu ywakamanya hoto ebu ywakanpalaha kuntundamila Chapanga.
2d030c0059	Bhoha anleka Chapanga Bhoha ahokela kahone nga yumu yunakutenda gha maha pakibhungi kyake
2d030d00e2	Malagho mahakata ghanguhuma munnomo ghwabhe handa lunungo luhakata, Nabho bhangubhakubhuha bhandu mu manjubha ghoha na kubhatenda bhandu ayoghope. Malagho ghaabhalongela ghanguateluha bhandu handa palubhele lusungu lwa liyoka.
2d030e0042	Mu maghombano ghabhe ghamema kuakotola bhandu bhangi na kuateluha.
2d030f0041	Bhandu abho bhanguyumbatika kuatenda bhandu bhateluke na kuakoma.
2d03100046	Kwohele kwabhaghenda bhanguhanjaghana hilibhi na kuyambuha himbamanda.
2d03110028	Bhanguyimanya ng'obhe njila ya uhihimilo
2d03120037	Kupitingana kya agho bhangulema kuhokamila Chapanga.”
2d031300de	Hino, tungumanya kukita Malaghilo ghoha ghakapeghitwe Musa ghangubhanogha bhaabheghite mu makakala gha malaghilo agho, habhu bhaahotola ng'obhe kulikingikiha, na bhandu bha unnima ghwoha ghubhegha pahi ya toso ya Chapanga.
2d031400b4	Kya habhu, kabhone anamundu hata yumu katabhonekana kukita kabhegha ywa maha muulongolo ghwa Chapanga kwa kughayitikila Malaghilo, kiyaha Malaghilo ghangututenda tung'amule ulemwa.
2d031500cf	Peni hinu, njila ya Chapanga ya kubhayitikila bhandu kukita bhabhegha bha maha muulongolo ghwake yihwimulighwa, kangi kyanga kuhyubhalila Malaghilo. Malaghilo na ambuye bha Chapanga bhanguyimiha nnando aghu.
2d031600e8	Chapanga kanguayitikila bhandu kukita bhabhegha bha maha kwa njila ya uhyubhalilo ghwabhe kwa Yesu Kilisito, Chapanga kangutenda habhu kwa bhoha bhaanhyubhalila Yesu, kya nga ubhaghulo kwa Akaayahudi na bhaabheghite ng'obhe Ayahudi.
2d0317005c	Kiyaha bhandu bhoha atenda ulemwa na kutama kwabhe kungubhoneha ng'obhe ukulu ghwa Chapanga.
2d0318008c	Peni kiyaha Chapanga ndo ghwa maha muno, katuyitikila kukita bha maha muulongolo ghwake kwa njila ya ukombohi ghuubheghite mu Kilisito Yesu.
2d0319012c	Chapanga kakimmuha Yesu ngati kwa mwahi ghwake kabheghe njila ya kubhalekekeha bhandu ulemwa ghwabhe, kwa uhyubhalilo ghwabhe kwa ywombe. Kakitenda habho ngati kubhoneha kukita ywobhe ndo ghwa maha. Pakandahi apo Chapanga kakibhegha handa ywangamanya ulemwa ghwakatenditwe na bhandu kwa kualimbilila,
2d031a011b	peni mu nndaluko aghu Chapanga kangughulimbilila ng'obhe ulemwa ghwa bhandu, kihyengo kyake kanguatenda ayitikilwe muulongolo ghwake, ngati kamokole kubhoneha umaha ghwake, na kwa njila ayi kangubhoneha kukita ywombe ndo ghwa maha na yuna kummalanga umaha yula ywakanhyubhalila Yesu.
2d031b00b4	Hino, kahone kilibhi kya kuntenda mundu kalidumbe, kiyaha mundu kaatendekwa ng'obhe ghwa maha muulongolo ghwa Chapanga kwa kughatughila malaghilo, ngati kwa kunhyubhalila Kilisito.
2d031c00b9	Habhu tungubhinilila kulongela, mundu kanguyitikilwa ng'obhe kubhegha muulongolo ghwa Chapanga kwa kuhyubhalila Yesu ghweka na maha ng'obhe kya kutenda kila kikwilikihitwe mu malaghilo.
2d031d00f0	Ebu bhuli, Chapanga ndo Chapanga ghwa bhandu bha abheghite Ayahudi ghweka? Bhuli ndo Chapanga ng'obhe ghwa bhandu bhaabheghite ng'obhe Ayahudi bhubho? Aka kaa, Kulyaghila ywombe ndo Chapanga bha Akaayahudi na bhanga kubhegha Ayahudi bhubho.
2d031e00a6	Chapanga ndo yumo, naywo kataatenda Akaayahudi bhayitikilwe muulongolo ghwake kwa uhyubhalilo ghwabhe, na bhandu bhaabheghite ng'obhe Ayahudi kwa uhyubhalilo ghwabhe.
2d031f007e	Bhuli, tungughutumila uhyubhalilo ngati tukotoke kughayitikila Malaghilo? Kabhone, kihyengo kyake tungughatwihiliha malaghilo.
2d0401007e	Hino, tulongele niki kwa kya Abulahamu tate ghwetu? Kakihotola kya bhuli kumanya mundu pakayitikilwa muulongolo ghwa Chapanga?
2d0402009b	Handa Abulahamu kakiyitikilwa muulongolo ghwa Chapanga kubhukana na madendelo ghake, hinu kabhegha na kya kulidumbila, peni chepa muulongolo ghwa Chapanga.
2d04030081	Kiyaha malembo gha Chapanga ghatyekwa, “Abulahamu kakinhyubhalila Chapanga, naywo Chapanga kakinnyitikila muulongolo ghwake.”
2d04040079	Peni mundu pakatenda lihengo, mapongolo ghake ghangubhalangwa ng'obhe handa lilumbo, ngati ndo kilibhi kiinogha kupeghwa.
2d040500d0	Peni kwa mundu ywangahyubhalila mandendelo ghake mwene, ngati kangunhyubhalila Chapanga ywakabhalekekeha ahokelo, hino Chapanga kangughulolekeha uhyubhalilo ghwa mundu aywo, na kunnyitikila muulongolo ghwake.
2d04060086	Naywo Daudi kakilongela ubhabhu abhu ya kya uyelelo ghwa mundu ywene ywakayitikilwa na Chapanga kyanga kughalolekeha mandendelo ghake,
2d04070052	“Bhanonelwa bhala bhalekekehitwe uhokelo ghwabhe bhene ulemwa ghwabhe ghubhuhwa.
2d04080049	Kanonelwa mundu yula ywene Bambo kaaghukulungwa ng'obhe ulemwa ghwake.”
2d04090132	Bhuli, akwo kunonelwa ndo kwa bhala bhalumulitwe unyagho ghweka, ebu bhubho na kwa bhala bhalumulitwe ng'obhe unyagho? Kulyaghila kahone, ngati ndo kwa bhala ghangakulumulwa unyagho bhubho. Mana nnando aghu tughulongela kala, “Abulahamu kakinhyubhalila Chapanga, naywo kakiyikitilwa muulongolo ghwake.”
2d040a00b5	Bhuli, Abulahamu kakiyikitilwa na Chapanga kukali na kuyingila unyagho ebu mbole ya kuyingila unyagho? Kakiyikitilwa kukali na kuyingila unyagho na chepa mbole ya kulumulwa unyagho.
2d040b0126	Abulahamu kakiyingila unyagho kuulongolo, na kuyingila akwo unyagho yikilaha kukita Chapanga kannyikitila kya uhyubhalilo ghwake ghwakabheghite naghwo kukali na kuyingila unyagho. Kya habhu Abulahamu kabhegha tate ghwa bhoha ghwa bhayitikilwa na Chapanga payibhele bhakiyingila ng'obhe unyagho.
2d040c010b	Ubhwabhu abhu ywombe ndo tate ghwa bhala bhaayingilite unyagho, handa bhanguhyubhalila Chapanga. Kangubhegha ng'obhe tate ghwabhe kiyaha bhayingila unyagho ngati kiyaha bhangunhyubhalila Chapanga handa pakatendite ywombe pala pakabheghite kukali na kulumulwa unyagho.
2d040d00f0	Chapanga kakinnagha Abulahamu na ubheleko ghwake kukita nnima ghoha ghwabhegha ghwake. Naghilo ayo yikibha ng'obhe kiyaha Abulahimu kakitenda handa paghakwiliha malaghilo, ngati kiyaha kakinhyubhalila Chapanga naywo Chapanga kakinnyitikila.
2d040e009f	Kiyaha handa bhala bhaaghatughila malaghilo ndo bhaahala, ndo kunhyubhalila Chapanga ndo kilibhi ng'obhe na ghala ghakalaghilite Chapanga ghaabhegha gha yaghi.
2d040f0085	Malaghilo ghayeghegha kiyaghabhu kwa Chapanga, peni handa kubhegha ng'obhe na malaghilo, hino kahone kughayitikila ng'obhe malaghilo.
2d04100144	Kya habhu, naghilo yinguhyubhalila uhyubhalilo, tungukamuhwa Naghilo alyo kubhukana na umaha ghwa Chapanga, na kulyaghila naghilo ahyo ndo kwa kya bhandu bhoha, chepa kwa bhala bhaaghayitikila malaghilo ghweka, ngati bhubho kwa bhala bhanakutama kwa uhyubhalilo handa Abulahamu kiyaha ywombe ndo tate ghwetu twenga twabhoha.
2d04110124	Handa malembo gha Chapanga paghatyekitwe, “Nughubhika ghubheghe tate ghwa bhandu milima mitangalo.” Naghilo ayi ndo ya hoto muulongolo ghwa Chapanga, ywene Abulahamu kakinhyubhalila, yunakubhapegha kulama bhaahweghite, na kwa ngwilikiho yake kangutenda hilibhi hya nga kubwituka hibheghe.
2d04120138	Abulahimu pakalongelitwe malagho agho yikibhegha unonopo kwa mwenga kuhyubhalila, peni kakighendelela kuhyubhalila na kudumbila kukita Chapanga katantenda katabhegha tate ghwa bhandu bha milima mitangalo kiyaha Chapanga kakinng'ombela kukita, “Bhandu ghwa ubheleko ghwako ghwatabhegha atangalo handa ndondwa”
2d041300fb	Mu manjubha agho Abulahamu kakibhegha ng'ohi ghwa ngungwa handa mbinda mabhoko kumi, na kakimanya kukita mmili ghwake ghukibhegha handa ghuhwegha, na bhubho nhumbu ghwake Sala kakibha ywangalela, peni Abulahamu kakileka ng'obhe kunhyubhalila Chapanga.
2d041400bb	Peni Abulahimu kakinyumanyuma ng'obhe kwa kuhyubhalila ng'obhe naghilo yakapeghitwe na Chapanga, ngati kakighendelela kubhegha na makakala mu kunhyubhalila Chapanga na kuntikila Chapanga,
2d0415005e	Abulahamu kakimanya tela kukita Chapanga katahotola kughatenda telatela ghala ghakaghalaghite.
2d04160035	Ndo mana Chapanga kakinnyitikila kukita ndo ywa maha.
2d0417005c	Malagho agha “Kakinnyikitila kukita ywa maha” ghangulongelwa chepa kwa kya mwene ghweka,
2d04180081	ngati nnando aghu ghungutulinga na twenga bhubho bhene tunhyubhalila Chapanga ywombe ndo ywakanhyuhite Yesu, Bambo ghwetu kuhuma.
2d0419006a	Yesu kakibhuhwa kakomwe kwa kya ulemwa ghwetu, naywo kakihyuka ngati tuyitikilwe muulongolo ghwa Chapanga.
2d050100a9	Hino, kya bhula tuyitikilwa kala muulongolo ghwa Chapanga kwa njila ya uhyubhalilo, habhu tubhegha na uhihimilo na Chapanga kya kukindila kwa Bambo ghwetu Yesu Kilisito.
2d050200ce	Kwa njila ya kunhyubhalila Yesu, Chapanga katupegha umaha ghwake, mbaka hino tungughendelela kughukingama umaha aghwo, tunguyelelwa muno kiyaha tungulidumbila kukita twaalilunga na Chapanga mu Ukulu ghwake.
2d05030089	Kulyaghila chepa agho ghweka, ngati tunguyelelwa bhubho mu mapungwo kunu patumanya kukita mapungwo ghangututangatila tubheghe alimbililo,
2d0504005b	naghwo ulimbililo ghungututenda tukotoke kuyoghopa, na kya nga yoghopa kunguyegha udumbilo.
2d0505008e	Udumbilo aghwo ghwangatudunyula mwoyo, kiyaha Chapanga katupopohela kala upalo ghwake mu myoyo yetu kwa njila ya Nhuki ghwake ghwakatupeghite.
2d0506008a	Kiyaha patubheghike ng'obhe na makakala gha kulilopoha twabhene, manjubha paghatwihilikite, Kilisito kakihwegha kwa kya twenga twaahokelo.
2d050700af	Kulyaghila, yibhegha unonopo kwa mundu ywohele kuhwegha kwa kya mundu ywakayitikilitwe muulongolo ghwa Chapanga, pangi mundu kaahotola kuyigha kuhwegha kwa kya mundu ywa maha.
2d0508009f	Peni Chapanga katubhoneha kukita kangutupala, kiyaha patubheghite tukali tubhegha na ulemwa, Chapanga kakinbhuha Kilisito Mwana ghwake kahweghe kwa kya twenga.
2d05090086	Hino, kiyaha hinu tunguyitikilwa na Chapanga kwa mwahi ghwa Kilisito, ndo kulyaghila twaalopolehwa kubhuka mu kiyaghabhu kya Chapanga.
