0100000006	Genezo
1806190062	Ne eliru sur la kampon, ne iru sur la vojon, ĉar la glavo de la malamiko vekas teruron ĉirkaŭe.
18061a0098	Ho filino de Mia popolo! zonu vin per sakaĵo, rulu vin en cindro, funebru kiel pro sola filo, ploru maldolĉe, ĉar subite venos sur nin la pereiganto.
18061b0060	Kiel esploranton Mi starigis vin inter Mia popolo, fortan, ke vi ekkonu kaj esploru ilian vojon.
18061c0060	Ĉiuj ili estas obstinaj defalintoj, kalumniantoj, kupro kaj fero; ĉiuj ili estas degenerintoj.
18061d0072	La blovilo bruldifektiĝis, la plumbo malaperis en la fajro; vane fandis la fandisto: la malbonuloj ne apartiĝis.
18061e0043	Arĝento rifuzita oni nomos ilin, ĉar la Eternulo forrifuzis ilin.
1807010039	Jen estas la vorto, kiu aperis al Jeremia de la Eternulo:
18070200d0	Stariĝu en la pordego de la domo de la Eternulo, kaj tie proklamu ĉi tiun vorton, kaj diru: Aŭskultu la vorton de la Eternulo, ĉiuj Judoj, kiuj venas en ĉi tiun pordegon, por adorkliniĝi al la Eternulo.
180703007d	Tiele diras la Eternulo Cebaot, Dio de Izrael: Plibonigu vian vojon kaj vian konduton; tiam Mi loĝigos vin sur ĉi tiu loko.
180704008f	Ne fidu la mensogajn vortojn, kiam oni diras al vi: Ĉi tie estas la templo de la Eternulo, la templo de la Eternulo, la templo de la Eternulo.
1807050058	Nur se vi plibonigos vian vojon kaj vian konduton, se vi agos juste unu rilate la alian,
1807060092	se vi ne premos fremdulon, orfon, kaj vidvinon, se vi ne verŝos senkulpan sangon sur ĉi tiu loko, kaj ne sekvos aliajn diojn por via malfeliĉo:
1807070063	tiam Mi loĝigos vin sur ĉi tiu loko, en la lando, kiun Mi donis al viaj patroj, ĉiam kaj eterne.
1807080036	Jen vi fidas la mensogajn vortojn, kiuj neniom helpas.
1807090075	Ŝtelante, mortigante, adultante, ĵurante mensoge, incensante al Baal, kaj sekvante aliajn diojn, kiujn vi ne konas,
18070a00a8	vi poste venas kaj stariĝas antaŭ Mi en ĉi tiu domo, kiu estas nomata per Mia nomo, kaj vi diras: Ni saviĝis — kvankam vi plue faras ĉiujn tiujn abomenindaĵojn!
18070b007e	Ĉu ĉi tiun domon, kiu estas nomata per Mia nomo, vi rigardas kiel neston de rabistoj? Mi bone vidas tion, diras la Eternulo.
18070c008a	Iru do al Mia loko en Ŝilo, kie Mi antaŭe loĝigis Mian nomon, kaj rigardu, kion Mi faris al ĝi pro la malbonagoj de Mia popolo Izrael.
18070d00a2	Kaj nun, ĉar vi faras ĉiujn tiujn farojn, diras la Eternulo, kaj Mi de frua mateno ĉiam parolas al vi, kaj vi ne aŭskultas, Mi vokas vin, kaj vi ne respondas:
18070e00a0	tial al la domo, kiu estas nomata per Mia nomo kaj kiun vi fidas, kaj al la loko, kiun Mi donis al vi kaj al viaj patroj, Mi faros tiel, kiel Mi faris al Ŝilo.
18070f0061	Mi forpuŝos vin de antaŭ Mi, kiel Mi forpuŝis ĉiujn viajn fratojn, la tutan idaron de Efraim.
1807100088	Kaj vi ne preĝu por ĉi tiu popolo kaj ne direktu por ili supren krion kaj preĝon kaj ne klopodu antaŭ Mi, ĉar Mi ne aŭskultos vin.
1807110056	Ĉu vi ne vidas, kion ili faras en la urboj de Judujo kaj sur la stratoj de Jerusalem?
18071200ca	La filoj kolektas la lignon, kaj la patroj ekbruligas la fajron, kaj la virinoj knedas la paston, por fari kukojn por la reĝino de la ĉielo, kaj ili faras verŝoferojn al aliaj dioj, por ĉagreni Min.
1807130058	Sed ĉu Min ili ĉagrenas? diras la Eternulo; ĉu ne sin mem, por hontigi sian vizaĝon?
18071400e5	Tial tiele diras la Sinjoro, la Eternulo: Jen Mia kolero kaj indigno elverŝiĝos sur ĉi tiun lokon, sur la homojn kaj sur la brutojn kaj sur la arbojn de la kampo kaj sur la fruktojn de la tero; ĝi ekflamos kaj ne estingiĝos.
1807150072	Tiele diras la Eternulo Cebaot, Dio de Izrael: Aldonu viajn bruloferojn al viaj buĉoferoj, kaj manĝu la viandon;
1807160090	ĉar Mi ne parolis al viaj patroj kaj Mi ne ordonis al ili pri bruloferoj kaj buĉoferoj en la tago, kiam Mi elkondukis ilin el la lando Egipta;
18071700af	nur ĉi tion Mi ordonis al ili: Aŭskultu Mian voĉon, kaj Mi estos via Dio, kaj vi estos Mia popolo, kaj iru laŭ la tuta vojo, kiun Mi montros al vi, por ke estu al vi bone.
18071800a3	Sed ili ne aŭskultis kaj ne alklinis sian orelon, ili agis laŭ siaj propraj pensoj, laŭ la obstineco de sia malbona koro, kaj ili iris malantaŭen, ne antaŭen.
180719009b	De post la tago, kiam viaj patroj eliris el la lando Egipta, ĝis la nuna tago Mi sendadis al vi ĉiujn Miajn servantojn, la profetojn, ĉiutage Mi sendis;
18071a0073	sed ili ne aŭskultis Min kaj ne alklinis sian orelon, ili obstinigis sian nukon, agis pli malbone ol iliaj patroj.
18071b006b	Kaj kiam vi diros al ili ĉion ĉi tion, ili ne aŭskultos vin; kiam vi vokos ilin, ili ne respondos al vi.
18071c00ac	Diru do al ili: Jen estas popolo, kiu ne aŭskultas la voĉon de la Eternulo, sia Dio, kaj ne akceptas moralinstruon; la kredo malaperis kaj estas ekstermita el ilia buŝo.
18071d0098	Detondu viajn harojn kaj forĵetu ilin, kantu funebran kanton sur la altaĵoj; ĉar la Eternulo forrifuzis kaj forpuŝis la generacion, kiun Li koleras.
18071e00ad	Ĉar la filoj de Jehuda faras malbonon antaŭ Miaj okuloj, diras la Eternulo; siajn abomenindaĵojn ili metis en la domon, kiu estas nomata per Mia nomo, por malpurigi ĝin.
18071f00ad	Ili aranĝis altaĵojn de Tofet en la valo de la filo de Hinom, por bruligi siajn filojn kaj siajn filinojn en fajro, kion Mi ne ordonis kaj kio neniam estis en Miaj pensoj.
18072000bf	Pro tio jen venos tempo, diras la Eternulo, kiam oni jam nomos tion ne Tofet kaj valo de la filo de Hinom, sed valo de mortigado, kaj en Tofet oni enterigos mortintojn, ĉar mankos alia loko.
1807210082	Kaj la kadavroj de ĉi tiu popolo estos manĝaĵo por la birdoj de la ĉielo kaj por la bestoj de la tero, kiujn neniu fortimigos.
18072200c2	Kaj Mi ĉesigos en la urboj de Judujo kaj sur la stratoj de Jerusalem la sonojn de ĝojo kaj la sonojn de gajeco, la voĉon de fianĉo kaj la voĉon de fianĉino; ĉar la lando fariĝos dezerto.
18080100e2	En tiu tempo, diras la Eternulo, oni elĵetos el iliaj tomboj la ostojn de la reĝoj de Judujo kaj la ostojn de ĝiaj princoj kaj la ostojn de la pastroj kaj la ostojn de la profetoj kaj la ostojn de la loĝantoj de Jerusalem;
1808020129	kaj oni disĵetos ilin antaŭ la suno kaj antaŭ la luno kaj antaŭ la tuta armeo de la ĉielo, kiujn ili amis, al kiuj ili servis, kiujn ili sekvis, kiujn ili serĉis, kaj al kiuj ili adorkliniĝis; oni ne kolektos ilin kaj ne enterigos ilin, sed ili estos kiel sterko sur la supraĵo de la tero.
18080300a7	Kaj preferos la morton ol la vivon ĉiuj restintoj, kiuj restos el tiu malbona gento, kiuj restos en ĉiuj lokoj, sur kiujn Mi dispelis ilin, diras la Eternulo Cebaot.
1808040078	Kaj diru al ili: Tiele diras la Eternulo: Ĉu se oni falis, oni ne leviĝas? ĉu se oni devojiĝis, oni ne volas reveni?
180805007f	Kial do ĉi tiu popolo en Jerusalem defalis per defalo obstina? ili forte sin tenas je la malveraĵo kaj ne volas sin konverti.
18080600c3	Mi atentis kaj aŭskultis, sed ili parolas nenion ĝustan; neniu pentas sian malbonecon, dirante: Kion mi faris? Ĉiu fordonis sin al sia kurado, kiel ĉevalo, kiu flugrapide kuras en la batalon.
18080700a0	Eĉ cikonio sub la ĉielo scias sian tempon, turto, hirundo, kaj gruo observas la tempon, kiam ili devas veni; sed Mia popolo ne scias la leĝon de la Eternulo.
1808080099	Kiel vi diras: Ni estas saĝuloj, kaj ni havas antaŭ ni la instruon de la Eternulo? Ĝi fariĝis ja mensogaĵo per la mensoga skribilo de la skribistoj.
1808090087	Per honto kovris sin la saĝuloj, konfuziĝis kaj implikiĝis; jen ili forrifuzis la vorton de la Eternulo, kian do saĝecon ili havas?
18080a00c0	Tial Mi fordonos iliajn edzinojn al aliuloj, iliajn kampojn al venkintoj; ĉar de malgrandulo ĝis grandulo ili ĉiuj estas profitavidaj, de profeto ĝis pastro ili ĉiuj faras malhonestaĵon.
18080b008a	Kaj la vundojn de la filino de Mia popolo ili kuracas per facilanimigo, dirante, ke ĉio estas en bona stato, kvankam ne estas bona stato.
18080c00bc	Ĉu ili hontas, ke ili faras abomenindaĵon? ili tute ne hontas, ili eĉ ne povoscias ruĝiĝi; tial ili falos inter la falantoj, ili renversiĝos, kiam Mi vizitos ilin, diras la Eternulo.
18080d00a9	Mi plene ŝirkolektos ilin, diras la Eternulo; ne restos beroj sur la vinberbranĉo nek figoj sur la figarbo, kaj la folioj forvelkos, kaj Mi donos al ili plenan pereon.
18080e00cc	Por kio ni sidas? kolektiĝu, kaj ni iru en la fortikigitajn urbojn, kaj ni tie pereu; ĉar la Eternulo, nia Dio, pereigas nin kaj trinkigas al ni akvon maldolĉan pro tio, ke ni pekis antaŭ la Eternulo.
18080f005d	Ni esperis pacon, sed venas nenio bona; ni esperis tempon de resaniĝo, sed jen estas teruro.
18081000df	El la regiono de Dan oni aŭdas spiregadon de iliaj ĉevaloj; de la blekegado de iliaj fortaj ĉevaloj tremas la tuta tero; ili iras, kaj ili formanĝos la teron, kaj tion, kio estas sur ĝi, la urbon kaj ĝiajn loĝantojn.
1808110074	Ĉar jen Mi sendos sur vin serpentojn, vipurojn, kiujn oni ne povas sorĉligi, kaj ili pikos vin, diras la Eternulo.
1808120041	Mia malĝojo estas super ĉiuj malĝojoj, mia koro en mi doloras.
18081300d2	Jen mi aŭdas kriadon de la filino de mia popolo el lando malproksima: Ĉu jam ne ekzistas la Eternulo en Cion? ĉu ĝia Reĝo ne estas en ĝi? Sed kial ili kolerigis min per siaj idoloj, per fremdaj vantaĵoj?
180814003f	Pasis la rikolto, finiĝis la somero, sed ni ne ricevis helpon.
180815004a	La malfeliĉo de mia popolo min afliktas, mi malĝojas, mi sentas teruron.
1808160078	Ĉu ne ekzistas balzamo en Gilead? ĉu ne ekzistas tie kuracisto? kial do ne venas resaniĝo al la filino de mia popolo?
1809010086	Ho, se mia kapo havus sufiĉe da akvo kaj miaj okuloj estus fonto da larmoj! tage kaj nokte mi priplorus la mortigitojn el mia popolo.
180902009e	Ho, se mi havus en la dezerto rifuĝejon por migrantoj! tiam mi forlasus mian popolon kaj forirus de ili, ĉar ili ĉiuj estas adultuloj, amaso da perfiduloj.
18090300a8	Per siaj langoj ili pafas mensogon kiel per pafarko, ne por vero ili fortiĝas sur la tero; ili iras de malbonago al malbonago, kaj Min ili ne konas, diras la Eternulo.
1809040077	Gardu vin unu kontraŭ alia, kaj fidu neniun fraton; ĉar ĉiu frato insidas, kaj ĉiu proksimulo disportas kalumniojn.
1809050073	Unu trompas alian, kaj veron ili ne parolas; ili lernigis sian langon paroli malveron, ili laciĝas de malbonagado.
180906005a	Vi loĝas meze de malhonesteco; pro malhonesteco ili ne volas koni Min, diras la Eternulo.
180907007e	Tial tiele diras la Eternulo Cebaot: Jen Mi fandos kaj elprovos ilin; ĉar kiel alie Mi povas agi kun la filino de Mia popolo?
1809080095	Ilia lango estas vundanta sago, ĝi parolas trompe; per sia buŝo ili afable salutas sian proksimulon, sed en sia koro ili faras insidon kontraŭ li.
180909005d	Ĉu pro tio Mi povas ne puni ilin? diras la Eternulo; ĉu al tia popolo Mia animo ne venĝos?
18090a00fd	Pri la montoj Mi ploros, kaj pri la kabanoj en la dezerto Mi kantos funebre; ĉar ili estas tiel bruligitaj, ke jam neniu migranto en ilin eniras, kaj oni jam ne aŭdas blekadon de brutoj; de la birdoj de la ĉielo ĝis la brutoj ĉio diskuris, foriris.
18090b0087	Mi faros Jerusalemon amaso da ŝtonoj, loĝejo de ŝakaloj; kaj la urbojn de Judujo Mi dezertigos tiel, ke estos en ili neniu loĝanto.
18090c00c1	Ĉu ekzistas homo saĝa, kiu komprenus tion kaj klarigus tion, kion diras al li la buŝo de la Eternulo, pro kio la lando pereis kaj estas bruldetruita kiel dezerto tiel, ke neniu iras tra ĝi?
18090d0086	Kaj la Eternulo diris: Pro tio, ke ili forlasis Mian instruon, kiun Mi donis al ili, kaj ne aŭskultis Mian voĉon kaj ne sekvis ĝin,
18090e0057	sed sekvis la obstinecon de sia koro kaj la Baalojn, kiel lernigis al ili iliaj patroj:
18090f0082	tial tiele diras la Eternulo Cebaot, Dio de Izrael: Jen Mi manĝigos al tiu popolo vermuton kaj trinkigos al ili akvon maldolĉan;
1809100085	kaj Mi dissemos ilin inter popoloj, kiujn ne konis ili nek iliaj patroj; kaj Mi sendos post ilin glavon, ĝis Mi tute ekstermos ilin.
180911007c	Tiele diras la Eternulo Cebaot: Serĉu kaj voku ploristinojn, ke ili venu; sendu voki lertulinojn en tia afero, ke ili venu.
180912007c	Ili rapidu kaj komencu funebran ploradon pri ni, por ke el niaj okuloj ekfluu larmoj kaj de niaj palpebroj ekverŝiĝu akvo.
18091300b0	Voĉo de funebra plorado estos aŭdata el Cion: Kiele ni estas ruinigitaj! kiele ni estas kovritaj de honto! ĉar ni forlasis nian landon kaj estas elĵetitaj el niaj loĝejoj.
18091400ae	Aŭskultu do, ho virinoj, la vorton de la Eternulo, kaj via orelo enprenu la vorton el Lia buŝo: Lernigu al viaj filinoj funebran ploradon kaj unu al alia funebran kantadon.
180915007f	Ĉar la morto eniras en niajn fenestrojn kaj venas en niajn palacojn, por ekstermi infanojn de ekstere, junulojn de la stratoj.
180916009b	Diru, ke tiele diras la Eternulo: La kadavroj de homoj falos kiel sterko sur la kampojn kaj kiel garboj malantaŭ la rikoltanto, kaj neniu ilin enkolektos.
180917007e	Tiele diras la Eternulo: Ne fieru saĝulo pri sia saĝeco, ne fieru fortulo pri sia forteco, ne fieru riĉulo pri sia riĉeco;
18091800ce	sed kiu volas fieri, tiu fieru nur pri tio, ke li komprenas kaj konas Min, ke Mi estas la Eternulo, kiu faras korfavoraĵon, juĝon, kaj justaĵon sur la tero; ĉar ĉi tio plaĉas al Mi, diras la Eternulo.
1809190062	Jen venos tagoj, diras la Eternulo, kiam Mi punvizitos ĉiujn cirkumciditajn kaj necirkumciditajn,
18091a00ed	Egiptujon, Judujon, Edomon, la Amonidojn, Moabon, kaj ĉiujn, kiuj tondas la harojn sur la tempioj kaj kiuj loĝas en la dezerto; ĉar ĉiuj popoloj havas necirkumciditan prepucion, sed la tuta domo de Izrael havas necirkumciditan koron.
180a010046	Aŭskultu la vorton, kiun diras pri vi la Eternulo, ho domo de Izrael!
180a02007b	Tiele diras la Eternulo: Ne lernu la konduton de la nacioj, kaj ne timu la signojn de la ĉielo, kiel la nacioj ilin timas.
180a03007a	Ĉar la aranĝoj de la nacioj estas vantaĵo: ili dehakas arbon en la arbaro, kaj ĉarpentisto prilaboras ĝin per hakilo;
180a040061	ili ornamas ĝin per arĝento kaj oro, fortikigas per najloj kaj marteloj, por ke ĝi ne disfalu.
180a0500b2	Ili estas kiel kolono ĉirkaŭforĝita; ili ne parolas, oni portas ilin, ĉar ili ne povas iri. Ne timu ilin, ĉar ili ne faras malbonon, tiel same, kiel ili ne povas fari bonon.
180a060065	Sed simila al Vi, ho Eternulo, ekzistas neniu; granda Vi estas, kaj granda estas Via nomo en potenco.
180a07009d	Kiu povas ne timi Vin, ho Reĝo de la popoloj? al Vi tio decas, ĉar inter ĉiuj saĝuloj de la nacioj kaj en ĉiuj iliaj regnoj ekzistas neniu simila al Vi.
180a080052	Ĉiuj ili malsaĝiĝis kaj idiotiĝis, ĉar ligno donas ja nur vantaĵan instruon.
180a0900bd	Foliigita arĝento estas venigita el Taŝiŝ kaj oro el Ufaz, laboritaĵo de artisto kaj de la manoj de fandisto; blua kaj purpura ŝtofo estas ilia vesto, ĉio estas faritaĵo de lertuloj.
180a0a0091	Sed la Eternulo estas Dio vera, Li estas Dio vivanta kaj Reĝo eterna; de Lia kolero tremas la tero, kaj la nacioj ne povas elteni Lian indignon.
180a0b0068	Diru do al ili: La dioj, kiuj ne kreis la ĉielon kaj la teron, pereos de sur la tero kaj sub la ĉielo.
180a0c006b	Li kreis la teron per Sia forto, aranĝis la mondon per Sia saĝo, kaj per Sia prudento etendis la ĉielon.
180a0d00c3	Kiam Li eksonigas Sian voĉon, kolektiĝas multego da akvo en la ĉielo; Li levas la nubojn de la randoj de la tero, Li aperigas fulmojn inter la pluvo, kaj elirigas la venton el Siaj trezorejoj.
180a0e009b	Malsaĝiĝis ĉiu homo kun sia sciado, per honto kovriĝis ĉiu fandisto kun sia statuo; ĉar lia fanditaĵo estas malveraĵo, ĝi ne havas en si spiriton.
180a0f0048	Tio estas vantaĵo, faro de eraro; kiam ili estos vizititaj, ili pereos.
180a100098	Ne simila al ili estas Tiu, kiun havas Jakob; ĉar Li estas la kreinto de ĉio, kaj Izrael estas la gento de Lia heredo; Eternulo Cebaot estas Lia nomo.
180a110043	Forprenu de la tero vian komercaĵon, vi, kiu loĝas en fortikaĵo;
180a120084	ĉar tiele diras la Eternulo: Jen Mi ĉi tiun fojon elĵetos la loĝantojn de la lando, kaj Mi premos ilin, ke ili sentos kaj diros:
180a13007d	Ho ve al mi en mia malfeliĉo! neresanigebla estas mia vundo. Kaj mi pensis, ke tio estas mia malsano, kiun mi devas elporti.
180a1400b9	Mia tendo estas ruinigita, kaj ĉiuj miaj ŝnuroj estas disŝiritaj; miaj infanoj foriris de mi kaj forestas; estas jam neniu, kiu povus starigi mian tendon kaj pendigi miajn kurtenojn.
180a150080	Ĉar la paŝtistoj malsaĝiĝis kaj ne serĉis la Eternulon; tial ili nenion komprenas kaj ilia tuta paŝtataro estas dispelita.
180a16006f	Jen venas laŭta krio kaj granda bruo el norda lando, por fari la urbojn de Judujo ruinoj, loĝejo de ŝakaloj.
180a170077	Mi scias, ho Eternulo, ke la vojo de homo estas ne laŭ lia volo, ke homo iranta ne povas libere direkti siajn paŝojn.
180a180056	Punu min, ho Eternulo, sed laŭjuĝe, ne en Via kolero, por ke Vi min ne tro dispremu.
180a1900c1	Elverŝu Vian koleron sur tiujn naciojn, kiuj Vin ne konas, kaj sur la gentojn, kiuj ne vokas Vian nomon; ĉar ili formanĝis Jakobon, englutis lin, ekstermis lin, kaj dezertigis lian loĝejon.
180b010039	Jen estas la vorto, kiu aperis al Jeremia de la Eternulo:
180b020069	Aŭskultu la vortojn de ĉi tiu interligo, kaj raportu ilin al la Judoj kaj al la loĝantoj de Jerusalem.
180b030083	Kaj diru al ili: Tiele diras la Eternulo, Dio de Izrael: Malbenita estu la homo, kiu ne aŭskultos la vortojn de ĉi tiu interligo,
180b0400cc	kiun Mi donis al viaj patroj, kiam Mi elkondukis ilin el la lando Egipta, el la fera forno, dirante: Obeu Mian voĉon, kaj faru ĉion, kion Mi ordonas al vi; kaj vi estos Mia popolo, kaj Mi estos via Dio;
180b0500b8	por ke plenumiĝu la ĵuro, kiun Mi ĵuris al viaj patroj, ke Mi donos al ili landon, kie fluas lakto kaj mielo, kiel tio estas nun. Kaj mi respondis kaj diris: Tiel estu, ho Eternulo.
180b0600ba	Kaj la Eternulo diris al mi: Proklamu ĉiujn ĉi tiujn vortojn en la urboj de Judujo kaj sur la stratoj de Jerusalem, dirante: Aŭskultu la vortojn de ĉi tiu interligo kaj plenumu ilin.
180b0700a0	Ĉar Mi klare avertis viajn patrojn, kiam Mi elkondukis ilin el la lando Egipta, ĝis la nuna tago, Mi konstante avertadis ilin, dirante: Aŭskultu Mian voĉon.
180b0800df	Sed ili ne aŭskultis kaj ne alklinis sian orelon, ĉiu sekvis la obstinecon de sia malbona koro; kaj tial Mi venigis sur ilin ĉion, kio estas dirita en ĉi tiu interligo, kiun Mi ordonis plenumi, sed kiun ili ne plenumis.
180b09005c	Kaj la Eternulo diris al mi: Fariĝis ribelo ĉe la Judoj kaj ĉe la loĝantoj de Jerusalem;
180b0a00df	ili returnis sin al la malbonagoj de siaj prapatroj, kiuj ne volis obei Miajn vortojn kaj sekvis aliajn diojn, servante al ili; la domo de Izrael kaj la domo de Jehuda rompis Mian interligon, kiun Mi faris kun iliaj patroj.
180b0b0091	Tial tiele diras la Eternulo: Jen Mi venigos sur ilin malfeliĉon, el kiu ili ne povos liberiĝi; kaj ili krios al Mi, sed Mi ne aŭskultos ilin.
180b0c00a0	Tiam la urboj de Judujo kaj la loĝantoj de Jerusalem iros kaj krios al tiuj dioj, al kiuj ili incensas, sed tiuj ne helpos ilin en la tempo de ilia malfeliĉo.
180b0d0099	Ĉar kiom da urboj, tiom da dioj vi havas, ho Jehuda; kaj kiom da stratoj estas en Jerusalem, tiom da hontindaj altaroj vi starigis, por incensi al Baal.
180b0e009f	Kaj vi ne preĝu por ĉi tiu popolo kaj ne direktu por ili supren peton kaj preĝon; ĉar Mi ne aŭskultos, kiam ili vokos al Mi en la tempo de sia malfeliĉo.
180b0f009c	Por kio, Mia kara, vi faras en Mia domo la multajn artifikojn kaj alportas la sanktan viandon, se vi fariĝas ĉiam pli malbona kaj ankoraŭ ĝojas pri tio?
