2800000007	Mataayo
2c05200082	Itwɨ nɨ‑bhamɨnyɨɨkɨrɨri bha gayo gʉʉsi, hamwɨmwɨ ne Ekoro Ɨndɨndu, yɨnʉ Mungu abhahɨɨrɨ bhanʉ bhakumwigwa.”
2c05210068	Abhakʉrʉ bhayo hanʉ bhiigwirɨ gayo, bhakiigatana bhʉkʉngʼu, bhakiiseemerya kwita abhatumwa bhayo.
2c052200f9	Nawe muchandarʉ hayo, aarɨ areho Ʉmʉfarisaayo wʉmwɨ, iriina ryazɨ Gamariɨri. Gamariɨri wuyo aarɨ umwija wi imigirʉ na aarɨ arasuukwa na abhaatʉ bhʉʉsi. Akiimɨɨrɨra, akaswaja kʉbha, abhatumwa bhahurukibhwɨ igʉtʉ kwibhaga iguhɨ.
2c0523009f	Akʉmara akabhabhʉʉrɨra abhakʉrʉ abhakɨndichabhʉ, “Abhahiiri bhaanɨ Abhiiziraɨri, hinga mwiyangarɨrɨ, kʉrɨnʉ mukwenda kokora kʉbhaatʉ bhanʉ!
2c05240113	Mwiseege zisikʉ zɨnʉ zaahitirɨ, akabhoneka ʉmʉʉtʉ wʉmwɨ, iriina ryazɨ Tɨuda, aarɨ ariikora kʉbha nɨ‑mʉʉtʉ mʉkʉrʉ, akabhona abhahɨmba magana ane, bhakagwatana neewe. Nawe mʉtɨnɨrʉ akiitwa, na abhahɨmba bhaazɨ bhʉʉsi bhakanyaragana na kʉbhʉra.
2c052500c4	Ribhaga rɨkahɨta, abhaatʉ bhaarɨ bharabharwa endengo yaabhʉ, akabhoneka Yuuda Ʉmʉgariraaya, wʉʉsi akabharuta abhaatʉ bhakamutuna. Nawe wʉʉsi akiitwa, abhahɨmba bhaazɨ bhakanyaragana.
2c052600b8	“Mmbe nɨrabhabhʉʉrɨra, mutiganɨ na abhaatʉ bhanʉ. Mutigɨ kʉbhakorera ryʉryʉsi ibhɨ, kʉ kʉbha arɨɨbhɨ emeremo jabhʉ gɨnʉ gɨtangirwɨ na abhaatʉ, gɨrasira ijene.
2c05270069	Nawe arɨɨbhɨ ne‑meremo ja Mungu, mʉtakʉtʉra kʉbharecha, mʉrabhona muriitana na Mungu umwene.”
2c052800ce	Bhakiisirirya amangʼana gaazɨ, bhakabhabhɨrɨkɨra abhatumwa muchandarʉ. Bhakatemwa zihimbʉ nzaru, akʉmara bhakabharecha bhatigɨ kʉbhabhʉʉrɨra abhaatʉ kuriina rya Yɨɨsu, bhakabhatigʉrʉkɨra.
2c05290081	Abhatumwa bhayo bhakarwa kuchandarʉ kiyo bhazʉmɨɨrwɨ, kʉ kʉbha Mungu akabhaha ubhusuuku kukusuukibhwa kuriina rya Yɨɨsu.
2c052a0085	Bhakakaja kwija na kurwazɨra mwihekaaru na muzinyumba za abhaatʉ sikʉ zʉʉsi amangʼana amazʉmu kʉbha, Yɨɨsu newe Kiriisitʉ.
2c06010159	Kuzisikʉ ziyo, endengo ya abhɨɨga bha Yɨɨsu yaarɨ ɨrakaja kwaruha. Gatɨ waabhʉ bhaarɨ bharimu Abhayaahudi bhanʉ bhaarɨ bhakʉgamba Ikigiriki, na Abhayaahudi bhanʉ bhaarɨ bhakʉgamba Ɨkɨɨbhuraaniya. Bharya bhaarɨ bhakʉgamba Ikigiriki bhakiibheerya kʉbha, abhakwirwa bhaabhʉ bhahɨɨbhwa kosondo yi ibhyakurya bhya kɨrakabhu.
2c060200c7	Kʉgayo, abhatumwa ikumi na bhabhɨrɨ bhakabhiringa abhɨɨga bhʉʉsi, bhakabhabhʉʉrɨra, “Ɨtarɨ bhwaheene itwɨ tutigɨ kwija ɨngʼana ya Mungu, kʉ kʉbha yo okosondya abhaatʉ ibhyakurya.
2c060300d0	Nangʉ abhahiiri bhɨɨtʉ, morobhore abhasubhɨ muhungatɨ kʉbhaniimwɨ, bhanʉ bhamɨnyɨkɨɨnɨ kʉbha bhaana ubhukumya ʉbhʉzʉmu, bhiizwirwɨ Ekoro Ɨndɨndu nu ubhwʉbhʉʉri, tʉbhahɨ emeremo giyo.
2c0604004a	Itwɨ tʉrahocha kwa kʉsabha Mungu na kwija abhaatʉ ɨngʼana yaazɨ.”
2c0605012e	Ringʼana riyo rɨkabhazomera abhiisirirya bhayo bhʉʉsi. Bhakarobhora Sitɨfaanʉ, ʉmʉʉtʉ wʉnʉ iizwirɨ Ekoro Ɨndɨndu nu ubhwisirirya ʉbhʉkʉrʉ, bhakarobhora Firipʉ, Pʉrʉkʉʉrʉ, Nɨkanʉʉri, Tiimʉni, Parimeena, na Nikorao wa Antiyʉkiya, wʉnʉ isiriiryɨ ɨnyangi yɨ Ɨkɨyaahudi.
2c06060084	Bhakabhareeta abhaatʉ bhayo mʉbhʉtangɨ bhwa abhatumwa. Abhatumwa bhakabhasabhɨra na kʉbhateera amabhoko kʉbhaha ʉrʉbhangʉ.
2c060700a7	Ɨngʼana ya Mungu ɨkakaja kʉnyaragana kʉbhaatʉ. Ne endengo ya abhɨɨga bha Yɨɨsu ɨkaaruha bhʉkʉngʼu Yɨrusarɨɨmu na abhakuhaani bhaaru bhakiigwa Yɨɨsu.
2c0608008f	Sitɨfaanʉ aarɨ arakora amateemo ni ibhyɨrɨkɨnʼyʉ kʉbhaatʉ, kʉ kʉbha aarɨ nɨ ɨbhɨgʉngi bhyaru na zinguru nzaru kurwa kwa Mungu.
2c060900e3	Nawe bhakabhoneka abhaatʉ korereke bhahakaanɨ na Sitɨfaanʉ. Abhaatʉ bhayo ni bha rirwazɨrʉ yɨnʉ ikubhirikirwa Rirwazɨrʉ ya Abhaatʉ Bhanʉ Bhatigurukiirwɨ, bhayo bhakarwa Kireene, Arɨkizandiriya, Kirikiya na Asiya.
2c060a006a	Nawe akabha arabhahiza kʉ kʉbha akagamba amangʼana gu ubhwʉbhʉʉri, kʉbhʉnaja bhwe Ekoro Ɨndɨndu.
2c060b0096	Neho bhakakorokomba abhaatʉ abhandɨ, bhagambɨ ʉrʉrɨmɨ kʉbha, “Twigwirɨ Sitɨfaanʉ aragamba amangʼana amabhɨ igʉrʉ wa Musa na Mungu.”
2c060c00c5	Kʉmagamba gaabhʉ gayo bhakasiigirirya abhaatʉ, abhakaruka bha Abhayaahudi na abhiija bhi imigirʉ. Bhakagɨɨra Sitɨfaanʉ, bhakamugwata, bhakamuhira kuchandarʉ cha abhakʉrʉ bha Abhayaahudi.
2c060d00f6	Bhakareeta abhamɨnyɨɨkɨrɨri bhʉ ʉrʉrɨmɨ, bhakagamba amangʼana gʉ ʉrʉrɨmɨ igʉrʉ wa Sitɨfaanʉ, “Zisikʉ zʉʉsi ʉmʉʉtʉ wʉnʉ aragamba amangʼana amabhɨ igʉrʉ wa rihekaaru rirɨndu rɨnʉ ni igʉrʉ wi imigirʉ ja Musa!
2c060e0081	Tumwigwirɨ arabhuga, Yɨɨsu Ʉmʉnazarɨɨti arasarya ahagero hanʉ na arachʉra amanarʉ gɨɨtʉ garya Musa aatʉhɨɨrɨ.”
2c060f009c	Abhaatʉ bhʉʉsi kuchandarʉ ɨkɨkʉrʉ kiyo, bhakamogorera Sitɨfaanʉ bhʉkʉngʼu, bhakarora ubhushʉ bhwazɨ bhutuubhɨɨnɨ nu ubhushʉ bhwa maraika.
2c07010065	Neho kuhaani ʉmʉkʉrʉ akabhuurya Sitɨfaanʉ, “Gʉʉsi ganʉ bhagambirɨ, heene nɨmbu garɨ?”
2c070200db	Sitɨfaanʉ akabhuga, “Bhabhaabha na abhahiiri bhɨɨtʉ, munyiitegeerere! Mungu umugungwa akahwarʉkɨra sʉʉkʉrʉ Abhurahaamu mucharʉ cha Mesopotaamiya, hanʉ aarɨ akɨɨrɨ kʉsaamɨra kʉrʉbhɨri rwa Haraani.
2c07030074	Mungu akamʉbhʉʉrɨra, ‘Urwɨ mucharʉ chazʉ, utigɨ abhahiiri bhaazʉ, ujɨ mucharʉ kɨnʉ nɨraakwereche.’
2c070400b2	Neho Abhurahaamu akasaama mucharʉ chazɨ cha Abhakaridaayʉ, akaja kwikara Haraani. Hanʉ wiisɨ aakuurɨ, Mungu akamʉsaamya, akamoreeta mucharʉ kɨnʉ mukwikaramu nangwɨnʉ.
2c070500d3	“Mungu ataagabhiryɨ Abhurahaamu nʉʉrʉ kɨtɨnɨka kisuuhu cha ahagero kucharʉ kʉnʉ. Nawe akamʉraganʼya, aramoha ahagero habhɨ ahaazɨ na hu urwibhʉrʉ rwazɨ, nangabha ribhaga riyo ataarɨ na mwana.
2c070600d5	Mungu akabhʉʉrɨra Abhurahaamu, ‘Abhaatʉ bhu urwibhʉrʉ rwazʉ bhariikara mubhugini kucharʉ cha abhandɨ, abhaatʉ bhi icharʉ kiyo bharabhakora kʉbha bhambʉʉsa. Na bharanyaakibhwa kwi imyaka magana ane.
2c070700a9	Nawe abhaatʉ bhi icharʉ kiyo, bhanʉ bharaabhakore abhaatʉ bhayo abhahocha, nɨrabhatɨnɨra, urwibhʉrʉ rwazʉ bhararwa mucharʉ kiyo, bharaaza hanʉ konsengera.’
2c0708014f	Akʉmara Mungu akakora ʉbhʉragɨ na Abhurahaamu bhwʉ ʉkʉsaara abhaana bhʉʉsi bhi ikisubhɨ. Abhurahaamu akiibhʉra Iisaka, akamʉsaara urusikʉ rwa kanaanɨ rwu ukwibhurwa kwazɨ. Na Iisaka wʉʉsi akiibhʉra Yaakobho akamʉsaara, Yaakobho wʉʉsi akiibhʉra abhamura ikumi na bhabhɨrɨ akabhasaara, nebho abhakaruka bhɨɨtʉ.
2c07090097	“Abhakaruka bhɨɨtʉ bhayo bhakarorera Yuusufu engʼeera, bhakamugurya abhɨ omohocha, mucharʉ cha Miisiri. Nawe Mungu aarɨ hamwɨmwɨ na Yuusufu,
2c070a0100	akamʉsabhʉra kurwa mʉnyaakʉ yaazɨ yʉʉsi. Akamoha ubhwʉbhʉʉri nʉ ʉkʉsɨɨgwa mʉbhʉtangɨ bhwa Farao, ʉmʉtɨmi wa Miisiri, ewe akamoha ʉbhʉkangati ʉbhʉkʉrʉ mucharʉ cha Miisiri nu umwimiiririri wi inyumba yaazɨ yʉʉsi yɨ ɨkɨtɨmi.
2c070b00ad	“Akʉmara ɨkabhoneka ɨnzara haari mʉʉsɨ yʉʉsi ya Miisiri na Kanaani, yɨnʉ yagiriryɨ ɨnyaakʉ ɨnzaru, bhabhaabha bhɨɨtʉ bhataabhwɨnɨ ibhyakurya bhya kwisa.
2c070c008d	Hanʉ Yaakobho iigwirɨ Miisiri ini ibhyakurya, akatʉma abhaana bhaazɨ kujayʉ. Rwarɨ rogendo rwe embere kʉbhabhaabha bhɨɨtʉ kuhikayo.
2c070d007c	Korogendo rwabhʉ rwa kabhɨrɨ, Yuusufu akiitonda kʉbhahiiri bhaazɨ, abhahiiri bhaazɨ bhʉʉsi bhakamenyekana kwa Farao.
2c070e0096	Yuusufu akatʉma amangʼana kwa wiisɨ, aazɨ Miisiri, hamwɨmwɨ na abhaatʉ bhaazɨ bhʉʉsi, bhaarɨ nɨ‑bhaatʉ merongo muhungatɨ na bhataanʉ.
2c070f0041	Akʉmara Yaakobho akaja Miisiri, akarikɨrayu, na bhasʉʉkʉrʉ.
2c071000c3	Ɨmɨbhɨrɨ jabhʉ gɨkareetwa ɨwaabhʉ kʉrʉbhɨri rwa Shɨkɨmu, gɨkabhiikwa muzimbihɨra, zɨnʉ Abhurahaamu aagurirɨ kondengo ya zimpirya bhorebhe Shɨkɨmu iyo, kʉbhaana bha Hamʉʉri.
2c07110094	“Ribhaga rɨnʉ Mungu aaragɨɨnʼyɨ Abhurahaamu hanʉ ryarɨ rɨraariirɨ kuhika, endengo ya Abhiiziraɨri ɨkakaja kohera bhʉkʉngʼu Miisiri.
2c0712005a	Nawe ʉmʉtɨmi ʉwʉndɨ wʉnʉ ataarɨ amwɨzɨ Yuusufu, akatanga kugwatɨrɨra Miisiri.
2c071300c2	Ʉmʉtɨmi wuyo akabhakorera amabhɨ kʉ ʉkʉbhakangirirya abhaatʉ bhɨɨtʉ, naatu akabhanyaacha na kʉbhanyahaara kwa kobheenda bhabharekere abhaana bhaabhʉ abhabhataarɨ, korereke bhakwɨ.
2c0714007a	“Ribhaga riyo Musa akiibhurwa, ewe aarɨ mʉzʉmu bhʉkʉngʼu, akarerwa kwibhaga rya myɨri ɨtatʉ munyumba ya wiisɨ.
2c071500b7	Akʉmara, abhiibhuri bhaazɨ bhakatamwa kongʼeha kumubhisa munyumba, bhakamʉtʉʉra igʉtʉ. Neho umuucha wʉ ʉmʉtɨmi Farao akamotoora, akamorera nchu umwana waazɨ wi ikisubhɨ.
2c0716006d	Musa akiijibhwa ubhwʉbhʉʉri bhwʉsi bhwa Abhamiisiri, akabha wʉ ʉbhʉnaja kʉmangʼana nɨ ɨbhɨsɨgʉ.
2c07170068	“Hanʉ Musa aahikiryɨ imyaka merongo ene, akakarara kuja kuhunana na abhahiiri bhaazɨ Abhiiziraɨri.
2c07180091	Akarora Umwiziraɨri wʉmwɨ arakorerwa amabhɨ nu Umumiisiri, akiibhagɨra Umwiziraɨri wuyo, akamʉrɨhɨra isiirɨ ku kumwita Umumiisiri wuyo.
2c07190080	Musa aarɨ arakina kʉbha, abhahiiri bhaazɨ bharamenya kʉbha, kʉnzɨra yaazɨ, Mungu arabhatuurya, nawe bhataamɨnyirɨ riyo.
2c071a00a0	Tabhʉʉri waho, akabhona Abhiiziraɨri bhabhɨrɨ bhariitana, akagema kʉbhataanʼya arabhabhʉʉrɨra kʉbha, ‘Imwɨ nɨ‑bhahiiri! Ndora muriinyahaara?’
2c071b00b0	“Nawe wʉnʉ aarɨ aratema ʉmʉkɨndichazɨ, akasukumɨra Musa rusizʉ, akabhuurya, ‘Nɨ‑wɨɨwɨ wʉnʉ akʉtɨɨrɨ ʉbhɨ ʉmʉkangati wɨɨtʉ nu umutiniri wɨɨtʉ?
2c071c003c	Awɨɨ, oreenda kunyita chɨmbu izʉ wiitirɨ Umumiisiri?’
2c071d0083	Hanʉ Musa iigwirɨ amangʼana gayo, akaryarɨra mucharʉ cha Midiyani, akiikara mubhugini iyo, akiibhʉrɨrayu abhaana bhabhɨrɨ.
2c071e00da	“Imyaka emerongo ene gɨnʉ gihitirɨ Musa aarɨ Midiyani, akahwarukirwa na maraika wʉ Ʉmʉkʉrʉ, aarɨ kʉkɨbhara haguhɨ nɨ ɨkɨgʉrʉ cha Sinayi. Maraika wuyo aarɨ mʉkɨsaka kɨnʉ charɨ kɨraaka omorero.
2c071f0098	Hanʉ Musa aakɨrʉʉzɨ ɨkɨsaka kiyo, akarʉgʉʉra bhʉkʉngʼu. Akakiisukɨra akerore bhwaheene, akiigwa riraka ryʉ Ʉmʉkʉrʉ Mungu, rɨrabhuga,
2c072000ae	‘Inyɨ niinyɨ Mungu wa bhasʉʉkʉrʉ bhaanyu, Mungu wa Abhurahaamu, Iisaka na Yaakobho!’ Hanʉ Musa iigwirɨ gayo, akatanga kurigita, akʉʉbhaha korora ɨkɨsaka kiyo.
2c07210075	“Ʉmʉkʉrʉ Mungu akamʉbhʉʉrɨra, ‘Ruusha ibhikwɨra bhyazʉ, kʉ kʉbha hanʉ ukwimɨɨrɨra nɨ‑harɨndu.
2c072200b0	Amaheene nɨrʉʉzɨ ɨnyaakʉ ya abhaatʉ bhaanɨ bhanʉ bharɨ Miisiri, niigwirɨ ɨkɨrɨrʉ chabhʉ, niikirɨ kurwa mwisaarʉ kʉbhatuurya. Nangʉ nɨrakʉtʉma Miisiri.’
2c0723012c	“Musa wuyo newe abhaatʉ bha Iziraɨri bhaangirɨ bharamʉbhʉʉrɨra, ‘Nɨ‑wɨɨwɨ wʉnʉ akʉtɨɨrɨ ʉbhɨ ʉmʉkangati wɨɨtʉ nu umutiniri wɨɨtʉ?’ Mungu atumirɨ Musa abhɨ ʉmʉkangati waabhʉ nʉ ʉmʉsabhuri waabhʉ, kʉnzɨra ya maraika wʉnʉ aamuhwarukiirɨ mʉkɨsaka kirya!
2c072400c2	Akʉmara Musa akabhakangata bharwɨ ɨɨsɨ ya Miisiri, kwa kokora amateemo ni ibhyɨrɨkɨnʼyʉ bhyaru kʉʉsɨ ya Miisiri, mʉnyanza ya Shamu, na kʉkɨbhara, kwibhaga ryi imyaka merongo ene.
2c072500b0	“Musa wuyo newe aabhuuriirɨ Abhiiziraɨri, ‘Mʉbhahiiri bhaanyu Mungu ariimiirirya ʉmʉrʉʉtɨrɨri ncha niinyɨ. Mumwitegeerere kʉganʉ gʉʉsi araabhabhʉʉrɨrɨ.’
2c072600d0	Musa newe aarɨ hamwɨmwɨ na bhasʉʉkʉrʉ kʉkɨbhara na newe wʉnʉ aagambirɨ na maraika wa Mungu kʉkɨgʉrʉ cha Sinayi, newe akasʉngʼaana amangʼana gʉ ʉbhʉhʉru, korereke atʉbhʉʉrɨrɨ itwɨ.
2c07270075	“Nawe bhasʉʉkʉrʉ bhayo, bhakaanga kumwisirirya Musa, bhakamʉtʉʉra rusizʉ na bhakiigomba kʉgarʉka Miisiri.
2c072800a5	Bhakabhʉʉrɨra Haruuni, ‘Tokorere amasambwa ganʉ gakʉtʉkangata mʉnzɨra. Musa wuyo akatʉkangata kurwa Miisiri, tʉtɨɨzɨ amangʼana ganʉ gamubhwɨnɨ!’
2c072900c0	Zisikʉ ziyo, bhakakora ribhirʉbhirʉ rɨnʉ rituubhɨɨnɨ nɨ ɨkɨmʉʉri che engʼombe, bhakarihurukirya ikimweso bhazʉmɨɨrwɨ, kokegero kɨnʉ bhaakʉrirɨ kʉmabhoko gaabhʉ abheene!
2c072a0126	Nawe Mungu akiichʉra, akatiga bhasengere umwɨri, iryʉbha na zenzota za mwisaarʉ, chɨmbu yandikirwɨ mʉkɨtabhʉ cha abharʉʉtɨrɨri, ‘Imwɨ Abhiiziraɨri, ribhaga rɨnʉ mwikɨɨrɨ kʉkɨbhara imyaka merongo ene, heene mwarɨ mʉransɨnzɨra imitugʉ korereke munhurukiryɨ ikimweso?
2c072b0107	Mʉkagega ribhuru rya risambwa Mʉrɨɨki, na zenzota za risambwa ryanyu rikʉrʉ Rɨfaani, mwikʉrɨɨrɨ amasambwa korereke mʉgasengere. Kʉgayo, nɨrabhakora mʉbhɨ abhahocha, nɨrabhahira mucharʉ cha kore bhʉkʉngʼu, nʉʉrʉ kʉkɨra Bhaabhɨɨri.’”
2c072c010d	Sitɨfaanʉ akangʼeha kʉgamba, “Kʉkɨbhara iyo, bhasʉʉkʉrʉ bhɨɨtʉ bhayo bhaarɨ na ribhuru ryo okosengera Mungu. Ryarɨ rɨkʉrirwɨ chɨmbu Mungu ɨrɨkɨɨnʼyɨ hanʉ aagambɨɨnɨ na Musa, kʉbha aryʉmbakɨ kʉrɨngʼaana ne ekerenjo kɨnʉ aarʉʉzɨ.
2c072d0101	Akʉmara bhasʉʉkʉrʉ, bhakiibharɨɨra ribhuru kuhika ribhaga rya Yoosho hanʉ bhaayɨsaakwirɨ ɨɨsɨ yirya kurwa kʉbhaatʉ bhi ikishoko ɨkɨndɨ, bhanʉ Mungu abhahɨɨbhirɨ. Ribhuru rɨkasaaga kʉʉsɨ yaabhʉ kuhika ribhaga ryʉ ʉmʉtɨmi Daudi.
2c072e005b	Daudi akasɨɨgwa na Mungu, wʉʉsi akamʉsabha amwʉmbakɨrɨ Mungu wa Yaakobho rihekaaru.
2c072f002e	Nawe Sɨrɨmaani newe aamwʉmbakiirɨ inyumba.
2c0730009d	“Nawe Mungu wi Igʉrʉ wa Bhyʉsi, atakwikara muzinyumba zɨnʉ zikwʉmbakwa na amabhoko ga abhaatʉ abheene, chɨmbu ʉmʉrʉʉtɨrɨri Isaaya aagambirɨ,
2c073100f4	‘Ʉmʉkʉrʉ akabhuga, Risaarʉ necho ikitumbɨ chanɨ chɨ ɨkɨtɨmi, nɨ ɨɨsɨ neyo ʉrʉbhaara rwanɨ rwʉ ʉkʉtʉʉra amagʉrʉ gaanɨ. Nangʉ ni‑nyumbakɨ, yɨnʉ mʉkʉtʉra kunyumbakɨra? Ahagero haanɨ hu ukwoyeera harabha hayi?
2c0732003c	Nɨtarɨ niinyɨ nɨkʉrirɨ ebhegero bhɨnʉ bhyʉsi?’”
2c073300f4	Sitɨfaanʉ akangʼeha kʉgamba, “Imwɨ zɨntama kwigwa! Mozekoro zaanyu mʉtakosengera Mungu, na amatwɨ gaanyu gatakʉtʉra kwigwa amangʼana gaazɨ. Sikʉ zʉʉsi mʉraanga Ekoro Ɨndɨndu, chɨmbu bhawʉsʉʉkʉrʉ bhʉʉsi bhaamwangirɨ!
2c073400f0	Heene areho ʉmʉrʉʉtɨrɨri nʉʉrʉ wʉmwɨ wʉnʉ bhawʉsʉʉkʉrʉ bhatamʉnyaakiryɨ? Bhakiita na abharʉʉtɨrɨri bhanʉ ɨkarɨ bhaarɨ bhareerekeererya ukuuza kwa We Eheene wa Mungu! Na wuyo newe imwɨ mwamwichurirɨ, mʉkamwita!
2c07350081	Imwɨ mʉmarirɨ kʉsʉngʼaana imigirʉ ja Mungu, gɨnʉ jarusiibhwɨ kʉnzɨra ya bhamaraika bhaazɨ, nawe mʉtagisiriiryɨ.”
2c07360089	Hanʉ abhakʉrʉ bha Abhayaahudi bhayo bhiigwirɨ amangʼana ga Sitɨfaanʉ, bhakiigatana bhʉkʉngʼu, bhakarʉma ichara kwa bhʉrʉrʉ.
2c073700a6	Nawe Sitɨfaanʉ akabha izuriibhwɨ Ekoro Ɨndɨndu, akarora igʉrʉ mwisaarʉ, akarora ubhwɨrʉ bhwa Mungu na Yɨɨsu imiiriirɨ ʉrʉbhaara rwu ubhuryʉ rwa Mungu.
2c0738007b	Akabhuga, “Morore! Nɨrarora risaarʉ ryigukirɨ, Umwana wʉ Ʉmʉʉtʉ imiiriirɨ ʉrʉbhaara rwu ubhuryʉ rwa Mungu!”
2c073900a4	Nawe abhakʉrʉ bha Abhayaahudi bhayo bhakarɨgɨsa bhʉkʉngʼu, bhakaribha amatwɨ gaabhʉ na amabhoko. Bhakahurumukɨra Sitɨfaanʉ kwa hamwɨmwɨ, bhakamugwata,
2c073a00c5	bhakamuhurucha igʉtʉ wi ichandarʉ na kumuhira igʉtʉ wʉ ʉrʉbhɨri, bhakamotema amabhwɨ. Abhamenyeekererya bhayo bhakatʉʉra zengebho zaabhʉ haguhɨ nu umumura wʉmwɨ iriina ryazɨ Sauri.
2c073b007a	Hanʉ bhaarɨ bharakomera Sitɨfaanʉ na amabhwɨ, akasabha arabhuga, “Ʉmʉkʉrʉ Yɨɨsu, sʉngʼaana ekoro yaanɨ!”
2c073c0103	Akʉmara akahigama, akarɨra kwiraka ikʉrʉ arabhuga, “Ʉmʉkʉrʉ, ʉtabhabharɨra ʉbhʉbhɨ bhʉnʉ igʉrʉ waabhʉ abhaatʉ bhanʉ!” Hanʉ aamarirɨ kʉgamba gayo akatinʼya. Sauri wʉʉsi aareho, akiisirirya ukwitwa kwa Sitɨfaanʉ kwarɨ bhwaheene.
2c080100af	Urusikʉ ruyo, risengerero rya Yɨrusarɨɨmu rɨkatanga kobhona ɨnyaakʉ. Bhʉʉsi bhakanyaragana na kuja mucharʉ cha Yudeya na Samaariya, kuruushaku abhatumwa bha Yɨɨsu.
2c0802005a	Abhaatʉ bhanʉ bhakʉsabha Mungu, bhakamʉbhɨɨka Sitɨfaanʉ na kumwikarɨra ubhwʉyʉ.
2c080300aa	Nawe Sauri akagema kʉsarya risengerero rya Yɨɨsu, aarɨ arasikɨra nyumba yɨmwɨ yɨmwɨ, arabhagwata abhiisirirya, abhakari na abhasubhɨ, na kʉbharekera mokebhoho.
2c08040086	Abhiisirirya bharya bhaanyaragɨɨnɨ, ɨnʉ hʉʉsi bhaagiirɨ, bhaarɨ bhararwazɨra abhaatʉ Ɨngʼana Ɨnzʉmu igʉrʉ wa Yɨɨsu.
2c0805007b	Firipʉ akaja kʉrʉbhɨri rʉmwɨ rwaho rwa Samaariya, akatanga kʉbharaganʼya abhaatʉ bhi iyo amangʼana ga Kiriisitʉ.
2c08060096	Abhaatʉ bhaaru hanʉ bhaamwitɨgɨɨrɨɨrɨ na korora ibhyɨrɨkɨnʼyʉ bhɨnʉ aarɨ arakora, bhakamwitegeerera bhwaheene kʉganʉ aarɨ aragamba.
2c08070086	Aarɨ araruusha amasambwa kurwa kʉbhaatʉ na bhaarɨ bharakuura kwiraka ikʉrʉ, aarɨ arahorya amagata na bhanʉ bhakuurɨ ibhiimʉ.
2c08080039	Abhaatʉ bha kʉrʉbhɨri ruyo bhakazomerwa bhʉkʉngʼu.
2c08090106	Kʉrʉbhɨri rʉmwɨ rwa Samaariya ruyo, aareho ʉmʉrʉgi wʉmwɨ, iriina ryazɨ Simʉʉni. Kwibhaga irɨɨhu, Simʉʉni aarɨ araruguurya abhaatʉ bha kʉrʉbhɨri ruyo, ko kokora ɨbhɨrʉgʉʉrʉ, kwiheema kʉbha ewe nɨ‑mʉʉtʉ wʉ ʉbhʉnaja bhʉkʉrʉ.
2c080a00c3	Abhaatʉ bhʉʉsi, abhasuuhu na abhakʉrʉ, bhaarɨ bharamwitegeerera bhwaheene bhʉkʉngʼu, bhakabhuga, “Wʉnʉ newe ʉbhʉnaja bhwa Mungu, bhʉnʉ bhukubhirikirwa Ʉbhʉnaja Ʉbhʉkʉrʉ!”
2c080b006d	Abhaatʉ bhayo bhakangʼeha kumwitegeerera, kʉ kʉbha akabharuguurya kwibhaga irɨɨhu kʉbhʉrʉgi bhwazɨ.
2c080c00ca	Nawe hanʉ Firipʉ aabharwaziirɨ Ɨngʼana Ɨnzʉmu igʉrʉ wʉ ʉbhʉtɨmi bhwa Mungu ni iriina rya Yɨɨsu Kiriisitʉ, abhaatʉ bhakiisirirya amangʼana gaazɨ, abhasubhɨ na abhakari bhakabhatiizwa.
2c080d00c1	Simʉʉni wʉʉsi akiisirirya akabhatiizwa, akahirana na Firipʉ ahagero hʉʉsi. Hanʉ aarʉʉzɨ ibhyɨrɨkɨnʼyʉ nɨ ɨbhɨsɨgʉ ɨbhɨkʉrʉ bhɨnʉ Firipʉ aarɨ arakora, akarʉgʉʉra.
2c080e0082	Hanʉ abhatumwa bhiigwirɨ kʉbha abhaatʉ bha Samaariya bhiisiriiryɨ ɨngʼana ya Mungu, bhakatʉma Peetero na Yoohana bhajɨyu.
2c080f0055	Hanʉ bhaahikirɨ, bhakabhasabhɨra abhaatʉ bhayo korereke bhabhone Ekoro Ɨndɨndu,
2c0810009a	kʉ kʉbha atareeho nʉʉrʉ wʉmwɨ gatɨ waabhʉ wʉnʉ aarɨ ikiirwɨ Ekoro Ɨndɨndu. Bhaarɨ bhabhatiizirwɨ kuriina ryʉ Ʉmʉkʉrʉ Yɨɨsu iryene.
2c0811006c	Neho Peetero na Yoohana bhakatʉʉra amabhoko gaabhʉ kubhiisirirya bhayo, bhakasʉngʼaana Ekoro Ɨndɨndu.
2c081200ae	Hanʉ Simʉʉni aarʉʉzɨ kʉbha abhaatʉ bharasʉngʼaana Ekoro Ɨndɨndu, ku kutuurirwa amabhoko ga abhatumwa, akeenda koha Peetero na Yoohana zimpirya, arabhabhʉʉrɨra,
2c08130088	“Mongʼe na niinyɨ ʉbhʉnaja, korereke ʉmʉʉtʉ wʉwʉʉsi wʉnʉ nɨraamoteere amabhoko gaanɨ, asʉngʼaanɨ Ekoro Ɨndɨndu.”
2c08140090	Nawe Peetero akamʉgarukirya, “Urikɨ awɨ na zimpirya zaazʉ, kʉ kʉbha ʉrakina, ʉmʉbhanʉ gwa Mungu gʉrabhoneka ku kugurwa na zimpirya!
2c0815007a	Awɨ ʉtaana chʉchʉsi komeremo ja Mungu gɨnʉ, kʉ kʉbha umwʉyʉ gwazʉ gʉtarɨ mʉgʉrʉrʉku mʉmɨɨsʉ ga Mungu.
