2800000005	Mahte
2c1b1e0087	Mlawng mawngkie naw, mlawng cun centak vaia ngtäng u lü mlawnga ma mthimhjum khyakia ngsaih u lü mlawngca cun tui üng ami ju khyak.
2c1b1f0074	Acun ja, Pawluh naw yekap ngvai ja yekapea veia, “Mlawng mawngkie mlawnga khana am nami ve ta am lät uki” a ti.
2c1b200051	Yekape naw, mlawngca khihnaka yüie cun, jah cap pat lü, mlawngca cun ami khyah.
2c1b210098	Khawthaih law hlü ja Pawluh naw, ami van naw ei ami ei vaia a jah nghuinak. “Tungawi, mhnüp xaleikphyü law pängki, i am ei u lü ei kaa nami veki.
2c1b22006e	Acunakyase, ning jah nghui na veng, nami xün vaia i mä ei ua. Nami lusam matca pi am khyük khai ni” a ti.
2c1b230076	Acun a pyen law päng üng, Pawluh naw muk lo lü, Pamhnama veia jenak mtheh lü khyangea hmaia; mu cun boki lü a ei.
2c1b24003a	Ami vana cäicingnak dim law lü ami ei pi ei law hngakie.
2c1b250048	Acuna khyange cun phya nghngih ja khyühkip ja khyuk mlawnga khana veki.
2c1b260054	Avan naw kami ei law käna, mlawng hang khaia kyung cun mpanglai üng kami jah tawn.
2c1b27009c	Khawa thaih law üng, acuna kawng cun mlawng mawnge naw am ksing u, lüpi tuikam cun ksing u lü mlawng cun acua ngdüi khaia ami pawh vaia ngtün lawki he.
2c1b2800e2	Acunüng, mthimhjum ja mawngnak ami jah kunnak yüi cun ja mawi pat u lü, tui üng ami mcum. Acun kung üng, jih ja khihnaka yüie cun ja kphyawtkie naw, a ma lama jinu cun khawkhi naw a hmut vaia häi u lü tuikam da citkie.
2c1b29007c	Acunsepi, mlawng naw mdih su se, mlawnga lu da cun ngtangei lawki, mlawnga ngmei da cun tuiyüi a kyan lawa phäha pyakeiki.
2c1b2a005e	Yekape naw thawng kyume cun tui jawh u lü ami cen vai kyühkie naw jah hnim vaia ami bü law.
2c1b2b00ae	Acunsepi, yekap ngvai naw Pawluh a yun vai täng lü, acun ami hnim vaia ami tün cun a jah mkhyawh. Tui jawh theiki naküt cun tui üng kco u lü, kawng da ami jawh ma vaia,
2c1b2c008f	avange cun, thing pheka khana, avang mlawnga mtimteea khana pek law khaiea a jah mtheh. Acunüng, kami van kawnga phyawn lü kami pek päihkie.
2c1c010056	Tui pei cun akdima kami pek käna, khaw kawng cun Malitah ngming nakia kami ksing law.
2c1c02007f	Khaw a lü, khaw sik se, acuna khyang jah mhlänakie. Khaw a lü khaw sik se, khawmahe naw mei tik u lü kami van jah na dokie.
2c1c030070	Pawluh naw thing pawk mkhäm lü, mei am a tih üng ngling law se, kphyu lut lawki naw, a kut cui lü a ven law.
2c1c040096	Khyange naw, kphyu cun hmu u lü, “Hina khyang hin, khyang hnimkia kya kung ve, tui üng lät sepi, Phu sui beki naw a xüng vai am ti ve” ami ti.
2c1c05003c	Acunsepi, Pawluh ia am thawn lü kphyu cun mei üng a khyak.
2c1c0600d0	Amimi naw cun, a pumsa hngawh ta ngphyüng law se, thi lü kyu law khaia ami ngai; acunüng pi khawvei ami k’ä ih käna ia pi am veki tia ami ksing üng, ami mlung nglat se, “mhnama kya ve” ami ti law.
2c1c070073	Acuna hnün peia, acuna lai ka nakia ngvai säih, Puhbalih ngming naki naw ja je na lü, mhnüp kthum a ja khinnak.
2c1c080088	Acua Puhbaliha pa mhnatei lü a khawn pi msawi se a ihnaka veki. Pawluh a veia lut lü, a khana a kut mtaihki naw, ktaiyü pe se mya be.
2c1c090052	Acukba a thawn law ja, acuna kyawn üngka khyange am myaki law u se a jah mdaw be.
2c1c0a005b	Acunee naw, aktäa letsawng ami jah pet; mlawnga khana kami hlükaw naküt cun ami jah pet.
2c1c0b0085	Khya kthum Aleksandria mlüh üngkhyüh mlawng “Mhnam Ngphi” ngming naki am kami ceh käna, khawsik khyaa kyase Malta kami awmki.
2c1c0c0037	Sarakuh mlüha pha u lü, acua mhnüp kthum kami awmki.
2c1c0d008d	Acuna mlüh üngka naw cit u lü Rekon mlüh kami phaki. Angawi üng, cum khawkhi law se, mhnüp nghngihnak üng Pawtajolih mlüh kami phaki.
2c1c0e0077	Acua jumeikie jah hmu u lü, ami veia mhnüp khyüh kami ve khaw ami jah nghuinak. Acukba cu Romah mlüh da kami lawki.
2c1c0f00e7	Romaha veki jumeikie naw kami mawng ksing u se, acun üngka naw, Apijah jawihtuknaka hnüna khyüh thukia law u lü, khina kainak hnün kthuma venak cäpa jah na do lawki he. Pawluh naw jah hmu se Pamhnam je na lü a ktha ve lawki.
2c1c10004a	Romaha kami pha üng, Pawluh cun yekap mat naw k'äih lü amät ami vesak.
2c1c11011d	Amhnüp kthum käna Pawluh naw, ngnama Judah ngvaie cun jah khü lü ngkhyumkie. Ami ngkhäm law üng Pawluh naw ami veia, “Ka püi Isarele aw, mi khyange ja mi pupaea thum am ka jah lümkanki, cunsepi, thawng üng na khyum u lü Jerusalem üngka naw Romahe kut üng ami na mhjum ni.
2c1c120072	Romah khyange naw na kthäh u lü, thihnak vai hlawka ka bilawh i am hmu u se, ami na hlät be vai ami täng kyaw.
2c1c13008a	Cunsepi, Judah khyange naw am täng u lü, Empero Sangpuxanga veia ka ngdang khaia amthuia ami na pawh. Ka khyange cun am jah mkatei veng.
2c1c1400a0	Acunakyase, nangmi ning ja hmu lü, nami veia ngthueipüi vaia ka ning jah khü ni. Isarele naw ami äpei khyanga phäh kei hin mthiyüi am ami khih ni” a ti.
2c1c15008e	Amimi naw a veia, “Na mawngma Judah hne üngka naw ca am ami yahki, mi khyang u pi hia law lü na khana am dawki mawng cun pi am pyen law u.
2c1c160088	Acunsepi, na ngpüinak mawng cun hnün naküta khyange naw ksekhanakie kyase na cungaih cun keimi naw pi kami ngai hlükie ni” ami ti.
2c1c17010d	Acunüng khaw mhnüp tamkie. Acuna mhnüp a pha law üng Pawluh venak ima khyang khawha lawki he. Angawi lam üngkhyü tünei lü mü vei cäpa Pamhnama khyawng pe cun Mosia Thum ja sahmaea yuknak üngka Jesuha mawng khe lü khyange cun a jah ksingsak vaia jah mthehki.
2c1c180035	Avang naw a ngthu pyen jum u se, avange naw am jum u.
2c1c1900ca	Acunüng, käh ngkhawt law u se, Pawluh naw ngthu mat a pyen käna cit bekie. A ngthu pyen cun hina kyaki; “Ngmüimkhya Ngcim naw sahma Hesajah üngkhyüh nami pupae veia a pyen hin ihlawka cangki ni,
2c1c1a0088	‘Hina khyangea veia cit lü va pyena, akcanga nami ngai khai, acunsepi a suilam am ksing u. Akcanga bükteng u lü pi, am hmuh thei u,
2c1c1b0100	‘isetiakyaküng ami mlung nghmüp lü ami nghnga pi kdenkie lü ami mik pi kbawmkie. Acukba käh thawn lü ami mik naw hmu lü ami nghnga naw pi ngjak khai kyaw. Ami mlung pi ksing u lü kei da nglat law lü ka jah myasak khai ti lü Pamhnam naw a ti.”
2c1c1c0075	Acunakyase, Pamhnama küikyannaka ngthu cun Khyangmjükceea veia jah tha lü ami naw cungai khaie” akpäihnak a ti.
2c1c1d0046	Acuna ngthu a pyen päng ja, Judahe amimät naw ngcuh u lü cit bekie.
2c1c1e005f	Pawluh cun kum nghngih acua amät im ngvat lü, a veia lawki he naküt cun akdawa jah dokhamki.
2c1c1f004b	Pamhnama khyawngpe ja Bawia Jesuh Khritawa mawng cun lingnak am sangkhapki.
2d00000005	Romah
2d01010060	Jesuh Khritawa mpya ja ngsä vaia khü, Pamhnama thangkdaw sang khaia xüa Pawluh üngkhyüh ni.
2d01020062	Cangcim üng ang’yuka kba thangkdaw cun ajana Pamhnam naw sahmae veia khyütam a jah peta kyaki.
2d01030034	Pumsa lama Davita mjü üngkhyüh hmi lawki, a capa,
2d01040085	mi Bawipa Jesuh Khritawa mawng, thihnak üngkhyüh a thawhnak be cun naw a johit dämduhki Pamhnama Cakpa üngka ngcimcaihnak mdanki.
2d01050095	Ani üngka Pamhnam naw kei cun Jesuha phäha ngsäa kya lü khyangmjü avan naw jum lü kcangnak vaia lam jah msüm khaia kcün kdaw a na peta kyaki.
2d01060063	Ahin cun nangmi Romahe Pamhnam naw Jesuh Khritaw üng a ning jah ka vaia a ning jah khüa kyaki ni.
2d01070056	Romah mlüh üng Pa Pamhnama mhläkphyanak ja, ngcimcaih khaia jah khüe naküta veia:
2d0108007b	Nami jumnak khawmdek avan üng ngthang hükia kyase, nangmia phäha, Jesuh Khritawa ngming üng akcüka, Pamhnam ka jenaki.
2d01090089	Nami phäha angläta ka ktaiyüki, a Cakpaa thangkdaw sangkhap lü, a khut ka mlungkyawng avan am ka bi hin ka juma Pamhnam cun saksi ni.
2d010a004f	Pamhnam naw a hlükawei ta nami veia ka lawnak hlawt vaia ngläta ka ktaiyüki.
2d010b007c	Aktäa ning jah hmu hlü veng. Isetiakyaküng nami khängceknak vaia ngmüimkhya dawkyanak ka ning jah teyet hlüa phäh ni.
2d010c005b	Ka ti hlü ta, nami jumnak ja ka jumnak am ngjuktha mi ngpetei vai ka ti hlünaka kyaki ni.
2d010d00a9	Ka püie, nami veia ka law vaia ka ngtün üngpi am ka law vaia na khamki veki ni. Khyangmjükcee ami ngthunghlaia kba, nangmi pi nami ngthunghlai vaia ka hlüeia kyaki.
2d010e0074	Kei hin Krike ja khyang kceea pi kyase, khyang ngmawnge ja akthemea pi kyase; khyangmjü naküta phäha ka mta veki.
2d010f0048	Acunakyase, Romaha nami vekiea veia pi thangkdaw pyen khaia ka yüki ni.
2d011000dd	Thangkdaw cun Pamhnama johita kyase jumeikie naküta phäh küikyannaka kyaki tia ka üpeiki. Akcüka Judahe phäha kya lü, acunkäna khyangmjükceea phäha kyaki tia ksing lü thangkdaw cun kei naw am hmaisetei na veng.
2d011100fa	Thangkdaw cun ngdang lü ihawkba Pamhnam naw amät am jah ngsungpyunsaki ti cun jumeinak üng ni tüneinak üngkhyüh akpäihnak vei cäpa a kyak ve. Cangcim naw a pyena akba, “A jumnaka phäh Pamhnam naw a angsungpyunsaka khyang cun xüng khai.”
2d01120083	Ngthu kcang ksingnak vai jah sungkhamkie khyang ksee jah mkhyenakea phäh Pamhnama mlungsonak cun khankhaw üngkhyüh ngdang lawki.
2d0113008e	Isetiakyaküng, Pamhnam naw mkhyekatnak thungki, isetiakyaküng, amimi naw Pamhnam ami ksing vai jäki ni. Pamhnam amät kung naw a jäsak ni.
2d011400c9	Pamhnam naw khawmdek a tüipyan üng am hmuh theia a khyaihnak, angsäia johit ja Pamhnama a kyaknak cun a tüipyange üng ngsingteeiki ni. Acunakyase, acuna khyange naw ami lätnak vai am pyen thei u.
2d01150080	Pamhnam ksing u lü pi am mhlünmtai u; jenak pi am pyen u; am ngtähkia cungai u se, ami mlungkyawng axawn cun nghmüp am beki.
2d01160022	Akthemea ngaieikie cunsepi angkie,
2d011700a5	Am thi theikia Pamhnam cun am hjawhkhah u lü, Pamhnama nghnün üng thi theikia nghngicime, khae, khisae ja mcea ngvak hükiea mäih juktuh pyang u lü sawhkhahkie.
2d01180070	Acunakyase, Pamhnam naw ami mlung hlüa aksekhyue ja ngkekhyakeinak cun mat ja mata khana bilawh vaia a jah pet.
2d011900b6	Pamhnama ngthu kcang cun hleihlaka nglatsak u lü, mhnünmcengki jum vaia hnün üng a mhnünmcenga ksai hjawkhah u lü mküimtokie. Mhnünmcengki cun angläta mküimto vai ni. Amen.
2d011a00c2	Isetiakyaküng ahin ami bi cun Pamhnam naw ngkekhyakei phyakia hüipawmnak a jah peta phäha ni. Nghnumie naw pi nglawi khaia venak vaia ami ngtüipüi cun am nglawi khaia nglat lü vecawhnakie.
2d011b00e1	Kpami he naw pi nghnumi nglawikia ami ihawm püi vai cun hawih u lü, am dawkia hüipawmnaka mlungmthin am kpami ja kpami am nglawi khaia ipawm u lü, acuna phäh mkhuimkhanak amimät naw amimäta khana pha law khaia bilokie.
2d011c0087	Acunüng, Pamhnam ami ksing vai am ngaikiea kyase, am nglawiki pawh khaiea, am dawkia mlungmthin ta khaiea, Pamhnam naw jah hawihin se,
2d011d00bb	am ngsungpyunnak, mkhyekatnak, kamvanak, ngneingnawng am dawnak naküt am be lawki he; khyang hnimnak, ngvawknak, hleihlaknak, am dawkia vecawhnak am be u lü; am dawkia khyang pyeneikie,
2d011e00bf	khyang am mpyeneikia khyange, Pamhnam hnengkia khyange, khyang mlungso, kyäp säihkia ngaikia khyange, awcahkia khyange, mkhyekatnak akthai mtüikia khyange, nupaa pyen am cungaikia khyange,
2d011f0092	mät naw mät ksingnak am takia khyange, ami pyena kba am vekie, mhläkphyanak am ngtüipüikia khyange, mpyeneinak am takia khyanga kya lawki he;
2d012000ba	acuna ngkhaw jah pawhmsahkie naküt cun, thi khai kunga kyaki ni tia Pamhnama thuma pyen cun ksingkie. Amimät däka am kyase, khyang kce acukba pawhmsah khawikiea khana pi aktäa jekie.
2d020100b4	Ka püi aw, khyang kce ngthu na mkhyahki aw. Aua na kyak üngpi, na pyen vai i am ve. Khyang kcea lei na mkhyah üng ami bilawh akba bi hnga lü na mät naw na mät pi na mkateiki.
2d02020053	Acukba vekiea khana, Pamhnama ngthumkhyahnak cun ngthu kcanga kyaki tia mi ksingki.
2d0203008d	Ka püi aw, acukba vekie na jah mkhyah peki, namät pi acun kba na ve hngakia kyase, Pamhnama ngthumkhyahnak üng na lät khaia na ngaiki aw.
2d020400c1	Am ani üng Pamhnama dämduhkia mpyeneinak ja cuneinak ja mlungsaünak cun am hnaläüeiki. Pamhnam cun dawki tia akcanga na ksingki, isetiakyaküng, ngjutnak na yah be khaia lam ni msümki ni.
2d020500a2	Na mlung ngcang lü pyen nami mhlihki acunakyase Pamhnam mlungsonak ja ngsungpyunki ngthumkhyahnaka Mhnüp üng däm bawk khaia nami bilawh cun naw mdan law khai.
2d02060039	Khyang avan mi bilawh akba Pamhnam naw jah thung be khai.
2d02070082	Akdaw pawh lü, hlüngtainak, mhlünmtainak ja, am thi theikia xünak suikie am, acune üng Pamhnam naw anglät xünak ja pe khai.
2d02080069	Am dawki ami läknak vaia, cangki mah u lü, amimäta dawnak suikiea khana Pamhnama mlungsonak pha lawki.
2d02090082	Mkhyekatnak pawhkiea khana khuikhanak ja msawhleinak ve law khai, akcüka Judahe, cun päng lü khyangmjükcee khana pha law khai.
2d020a00b8	Cunsepi, Pamhnam naw akdaw pawhmsahkie naküta khana hlüngtainak, mhlünmtainak ja dim’yenak jah pe khai, akcüka Judahe üng jah pe lü acun käna, khyangmjükcee üng jah pe khai.
2d020b0048	Isetiakyaküng, Pamhnam naw khyang avana khana angteha ngthumkhyah khai.
2d020c009f	Khyangmjükcee naw Mosia thum am ta u, amimi cun thum kaa mkhyekat u lü khyükie. Judahe cun thum takie, ami mkhyekatnak cun thum am ngthumkhyah khamei khaie.
2d020d0064	Thum ngjaknak sawxat am Pamhnam üng ngsungpyun bea am kya lü Thuma hlüei bilawhnak üng ni a kya.
2d020e009e	Khyangmjükcee naw Thum am ta u, amimäta ngaiha thum ami läk üng, Thum am ksing u lüpi amimäta ngaihnak ami läka kyase, acun cun ami phäha thuma kyaki.
2d020f00ae	Ami mlung k'uma thum veki ti cun ami ngneingnawng naw mdanki. Amimäta ksingnak naw kcangki tia mdan lü ami cungaihnak naw ahüt üng jah mkatei lü ahüt üng jah mhlätki.
2d0210008d	Acuna Mhnüp üng, ka sanga Thangkdawa mäiha Pamhnam naw Jesuh khritaw am, khyange naw ampyua ami ngaihnake naküt cun ngthumkhyah law khai.
2d02110079	Nangmi üng avang naw namimät naw Judah khyang tia nami ngsuieiki. Thuma khana ngdüi u lü Pamhnam üng nami awhcahkie.
2d0212005d	Pamhnam naw a ning pawh hlüsak na ksingki, akdaw xü vaia mawng Thum üng na ngthei pängki;
2d02130047	amikmüe jah ngkhahpüi lü nghmüp üng vekiea phäha akvaia na kyaki.
2d02140070	Anghmawnge ja akxawie jah mtheikia na kyaki. Nang cun Thum ksingnak ja ngthungtak ksingnak na taki tia ngsingki.
2d02150072	Khyang kce na mtheiki naw ise namät am na ngtheiki ni. Khyanga ka mpyuk am daw tia pyen lü, namät na mpyuki aw.
2d02160087	Khyanga khyu käh bäühmanak vai ti lü namät naw na jah bäühma na hüki aw. Juktuh he jah msetei lü, temple k'uma na mpyueiki aw.
2d0217005a	Pamhnama Thum ka taki ti lü awcah na lü, thum lümkan lü, Pamhnama thang na setsaki aw.
2d02180072	Cangcim üng a ng’yuka kba, “Nangmi Judahe ning jah hmu u lü Pamhnama ngming khyangmjükcee naw mseteikie.”
2d02190077	Thum na läkia a kyaküng, vunmawih cun phumah lü thum am na läk üngta vun na mawih cun am mawih üng ni a täng be.
2d021a0078	Acunakyase, vun am mawiki khyangmjükce naw thum a läk üng vun am a mawih pi a mawiha Pamhnam naw am jah ngai khai aw.
2d021b00b7	Acunüng, Thum am na läka phäha ca yu lü vun mawiki lüpi khyangmjükcee naw nangmi Judahe ning jah mkatei khaie, isetiakyaküng ami vun am mawi u lüpi Thum ami läka phäh kyaki.
2d021c007b	Akpung däka Judah khyanga kyanak cun Judah kcanga kyanaka am ni. Akpung däka vun mawihnak cun vun mawihnak kcanga am kya.
2d021d0102	Cunsepi, ak'uma Judah khyanga kyaki ni Judah kcanga a kya ve. Acunüng, vun mawih kcang cun, cayuk sawxata am kya lü, Judah kcang cun Ngmüimkhya am mlung mawiha kyaki. Acun naw khyanga mhlünmtainak yahkia am kya lü Pamhnama mhlünmtainak yahkia kyaki ni.
2d03010061	Judahe cun khyangmjükcee kthaka ami kyäpnak bawk veki aw? Vun mawih khameinak cun kü bawki aw?
2d0302004f	Akcanga anaküt üng akcüka Pamhnam naw amäta ngthu cun Judahe üng jah peki.
2d03030050	Judah avangea am ami sitihnak naw Pamhnam cun am sitihkia thawnsak thei khai aw?
2d030400a3	Acun kba am ni; Khyang naküt hlei sepi Pamhnam cun cangki ni, “Na ngthu pyen cun cang lü, ngthumkhyah üng pi ngnängnak na yah khai” tia Cangcim naw pyenki.
2d030500df	Cunsepi am dawkia mi pawhmsahnak naw Pamhnama pawhmsah naküt dawki tia a mdan üng, i mi ti thei khai ni? Pamhnam naw a jah ksücet üng Pamhnam naw akhye pawhki mi ti thei khai aw? (Ahin cun kthäh vaia nglawi kungki ni).
2d0306005b	Acukba am ani üng, Pamhnam am a cang üng ani naw ihawkba khawmdek ngthumkhyah pe khai ni?
2d03070077	Cunsepi, am ka cangnak naw Pamhnama hlüngtainak cun akcanga mdanki ni. Ise kei khyangka mäiha mkateia ka kya khai ni?
2d030800ae	“Akdaw a pha law vaia, mkhyekatnak mi pawh vai u” tia ise am mi ti ni? Khyang avang naw ami na mkateinak vaia ahine jah pyenkie ni. Ami yah vai kunga mkateinak yah khaie.
2d030900a6	Acunüng, mimi Judahe cun Khyangmjükce kthaka mi dawnak veki aw? Am ve. Judahe ja khyangmjükce avan cun mkhyekatnaka akea mi veki ti cun ka ning jah mhnuh päng ni.
2d030a002d	Cangcim naw a pyena kba “Upi am ngsungpyun,
2d030b0033	ksingnak taki ja Pamhnam mküimtoki matca pi am ve,
2d030c005e	“Ami van naw Pamhnam nghlatakie, akcea ami van citkie; akdaw pawhki upi am ve, mat pi am ve.
2d030d0081	“Ami khyü nglung he cun thihnak vaia kya lü; ami mleie am hleihlaknak ngthu pyenkie. Ami mkae üng kpyukpyaia sik am beki.”
2d030e002d	“Ami pyenksake cun ng'yüncenak am beki.”
2d030f002e	“Ami khawe cun khyang hnimnak da hlah u lü;
2d03100041	ami cehnak naküt üng pyüpyehnak ja khuikhanake jah ta hütkie;
2d0311001f	dim’yenaka lam pi am ksing u,
2d0312001e	“Pamhnam pi am kyühei u.”
2d031300e0	Thum üng ve nakütki hin thuma keha vekiea phäha sängeikia tia mi ksingki; acunakyase, khawmdek khyange nghuingphanak käh jah mhlät lü lei naküt law püi lü Pamhnam naw avana lei cun ngthu jah mkhyah pet khaia kyaki.
2d0314007d	Acukba, thum cun mi mkhyekatnak ksingeinak vaia ve lawkia kyase, thum üng u süm pi Pamhnama hmaia am ngsungpyun hlawt khai.
2d03150098	Tuhkbäih cun, Pamhnam naw amät am a jah ngsungpyunsak cun mdan pängki ni. Mosia Thum ja sahmae naw ami saksinak kyaw u lü pi Thuma bilawh vai am ve.
2d03160083	Acun cun, Pamhnama ngsungpyunnak, Jesuh Khritaw jumnaka phäha kya lü, jumeikie avana phäha kyaki. Acunakyase, hngalangnak am ve:
2d03170048	khyang naküt mkhyekat lü Pamhnama hlüngtainak üngka naw thuk vaikie.
2d03180077	Jah lätlangsaki Khritaw Jesuh üngkhyüh, aphu am pe xa lü Pamhnama bäkhäknak am avan naw ngsungpyunnak yaha kyaki.
2d03190174	Pamhnam naw ani cun a jah pet. Ani mi jumeinak üng a thisena phäha ami mkhyekatnak mhlätnak vaia kyaki. Ahlana ami mkhyekatnake cun mlungsaünak am jah büktengki cunsepi atuh cun amäta ngsungpyunnak a mdannak vaia khyangea mkhyekatnak jah cijang petki. Ahikba a pawhnak am Pamhnam naw amät ngsungpyunnak mdan lü, Jesuh Khritaw jumki naküt cun pi ngsungpyunsaki ni.
2d031b006a	Acukba akya üng, mi awhcahnak vai ve khai aw? Am ve! Thum mi läk lü aw? Am ni. Jumnak üng ni akyak ve.
2d031c0059	Acunakyase, khyang cun jumnak am ngsungpyun lü thuma ngjak'hlü bilawhnaka phäha am ni.
2d031d008a	Am ani üng Pamhnam cun Judahe däka Pamhnama kyaki aw? Khyangmjükceea Pamhnama pi am kyaki aw? Kyaki, khyangmjükceea Pamhnama pi kyaki.
2d031e0093	Pamhnam mat däk kya lü, Judahe cun ami jumnaka phäha amät am jah ngsungpyunsak lü Khyangmjükcee cun ami jumnak üngkhyüh jah ngsungpyunsaki.
2d031f0052	Acunakyaküng, jumeinaka phäha Thum mi hawihki aw? Am mi hawih, mi khängsaki ni.
2d04010061	Acunakyaküng, Abraham mi pupa, mi ti hin ihawkba mi ti khai ni? Abrahama pawhmsah khawi ta i ni?
2d04020076	Abraham naw bilawhnak am ngsungpyunnak a yah vaisü üng, a awhcahnak vai sü, cunsepi Pamhnama hmaia ta acukba am ni.
2d04030073	Cangcim naw a pyen ta “Abraham naw Pamhnam jum lü, acuna a jumnak cun Pamhnam naw ngsungpyunnaka a ngaih pet.”
2d04040057	Khyang naw khut a bi üng, a bia phu cun amdanga a yaha am kya, hlawh lü a yaha kyaki.
2d040500d2	Cunsepi, bilawhnak üng am ni lü jumnak am ngdüi lü Pamhnam jumkia mkhyekatnak cun ngcimki tia a ngaih pet. Isetiakyaküng Pamhnam naw acuna jumnak cun amät am jah ngsungpyunsaki tia Pamhnam naw a ngaih ni.
2d04060071	Ahin hin, Davit naw khyanga bilawhnaka phäha am ni lü, Pamhnam naw ngsungpyunkia a jah ngaih pete cun jodaw ve,
