0100000009	መተꬅ
0f070b00c0	ጎዳይ እስራኤለስ እምዳ ህግያነ ዎጋ፥ ሎይꬅ ኤርያ ካህነነ ፃፈ ግድዳ እዝራስ ካዎይ አርፀክስስ ፃፍዳ ዳብዳበይ ሀይሳ።
0f070c008b	“ካዎታ ካዋ አርፀክስሳፐ፥ ካህነነ ሳሎ ፆሳ ህገ ሎይꬅ ኤርያ እዝራስ፥ ሳሮይ ነዉ ግዶ!
0f070d00cd	“ታ ካዎተꬃ ግዶን ደእያ እስራኤለ አሳፐ ኦንካ፥ ካህነ ዎይኮ ሌወ ግድን፥ የሩሳላመ ባናዉ ኮይያ አሳይ ኔራ ባና መላ ታኒ ኪታስ።
0f070e00f4	ታንነ ታራ ዞረትያ ላፑን አሳት እስፈ ግድድ፥ ነ ኩሸን ደእያ ፆሳ ህግያዳ፥ ባዳ ይሁዳንነ የሩሳላመን ደእያ ሀኖተꬃይ አይ መለኮ ኦይቻና መላ ነና ኪቶስ።
0f070f00a8	የሩሳላመን ደእያ እስራኤለ ፆሳስ፥ ታንነ ታራ ዞረትያ አሳት ኑ ዶሳን እምዳ ዎርቃነ ብራ እሞታ ኤካዳ ባ።
0f071000fc	ሄሳ ቦላ ቃስ ኔኒ ባብሎነ ቢታ ኩመꬃፈ ደምዳ ብራነ ዎርቃ ኡባ፥ ቃስ እስራኤለ አሳይነ ካህነት የሩሳላመን ደእያ ባንታ ፆሳ ኬꬃስ ዶሳን እምዳ እሞታ ኤካዳ ባ።
0f071100eb	ሀ ሚሽያን ኮርማታ፥ ማራዘታ፥ ዶርሳ ኡርገታነ፥ ካꬃ ያርሾስነ ኡሻ ያርሾስ ኮሽያባ ሻማዳ፥ የሩሳላመን ደእያ ህንተ ፆሳ ኬꬃን ያርሾ በሳን ያርሻ።
0f071200b9	“ሄሳፈ ፓላህዳ ብራነ ዎርቃ ኔንነ ኔራ ደእያ አይሁደ ግድዳ ነ እሻት ህንተ ፆሳ ሸነን፥ ህንተ ኦꬃናዉ ኮያባ ኦꬅተ።
0f07130074	ቃስ ኑኒ ህንተ ፆሳ ኬꬃስ፥ እምዳ ሚሸታ ኡባ የሩሳላመ ፆሳ ስንꬃን ሺሻ።
0f07140096	ሄሳፈ ሀራባይ ፆሳ ኬꬃስ ኮሽያባይ አይብካ ደእኮ፥ ካዎ ሚሸ ምንጅያ ኬꬃፈ ኤካናዉ ዳንዳኣሳ።
0f07150145	“ታኒ ካዎይ አርፀክስስ ኤፍራፂሳ ሻፋፐ ሄፍንꬃን ቢታን ደእያ ሚሸ ኬꬃን አዋተꬃይ ደእያ ኡባታስ ሀ ኪታ እማስ። ካህነነ ሳሎ ፆሳ ህግያ ሎይꬅ ኤርያ እዝር ህንተና ኦይችያባይ አይባ ግድኮካ እያዉ እምተ።
0f07160100	ሄꬑ ሙኩሉነ ኦይዱ ፄቱ ክሎ ግራመ ብራ፥ እስ ፄቱ ኩንታለ ግስተ፥ ናምኡ ሙኩሉ ልትሮ ዎይነ ኡሽ፥ ናምኡ ሙኩሉ ልትሮ ሻማሆ ዛይተነ ኮሽያ መላ ማፅነ እያዉ እምተ።
0f07170090	ካዋ ቦላነ ካዋ ናይታ ካዎተꬃ ቦላ ሀንቆይ ዮና መላ ሳሎ ፆሳይ ባ ኬꬃስ ኮይያባ ኡባ እምተ።
0f07180100	ካህነታፐ፥ ሌወታፐ፥ ዛማረታፐ ፐንገ ናገይሳታፐ፥ ፆሳ ኬꬃ ኦሳንቾታፐነ ፆሳ ኬꬃ ግዶን ዱማ ዱማ ኦሶ ኦꬅያ አሳፐ ህንተ ጊራነ ቃራፃ ኤካናዉ ህንተዉ ማት ባዋ።
0f0719013a	“ላ እዝራ፥ ኔኒ፥ ነዉ ፆሳይ እምዳ ጭንጫተꬃን ኤፍራፂሳ ሻፋፐ ሄፍንꬃ ቢታን ደእያ ነ ፆሳ ህግያ ኤርያ አሳ ቦላ ፕርዳና መላ ዳይናታነ አይሰይሳታ ሹማ። ህግያ ኤሮና አስ ደእኮ ኔኒ ኤንታ ታማርሳ።
0f071a00e0	ነ ፆሳ ህግያነ ካዋ ህግያ ኪተቶና ኦንካ ደእኮ፥ እ ቃ ይ ባይና ሀይቆ ዎይኮ ጋደፐ ጎደቶ ዎይኮ እያ ሻሎይ ቦንቀቶ ዎይኮ ቃሾን ሴረቶ” ያግስ።
0f071b00a8	የሩሳላመን ደእያ ፆሳ ኬꬃ ሀይሳዳ ቦንቸታና መላ ካዋ ዎዛናን ሀ ቆፋ ዎꬅዳ ጎዳ፥ ኑ አዋታ ፆሳ ጋላት ጋኮ!
0f071c0163	ካዋ፥ ካዉዋራ ዞረተይሳታነ እያራ ኦꬅያ ዎልቃማ ሀላቃታ ስንꬃን ባ ቴማ ታዉ እምዳ ፆሳስ ጋላት ግዶ! ጎዳ፥ ታ ፆሳ ኩሸይ ታራ ደእያ ግሾ፥ እስራኤለ ሀላቃታፐ ኤረትዳይሳታ ዶራዳ የሩሳላመ ኤካ ባና መላ እ ታዉ ምኖተꬅ ግድስ።
0f0801008a	ካዎይ አርፀክስስ ካዎትዳ ዎደ ታራ እስፈ ባብሎነ ቢታፈ ስምዳ ሶ አሳ ሀላቃት ሀይሳታ፤
0f0802007c	ፍንሃሳ ያራፐ ገርሶና፥ እታማራ ያራፐ ዳነላ፥ ዳዊታ ያራፐ ሳካና ናኣ ሀፁሳ፥
0f08030083	ፓሮሳ ያራፐ ዛካርያሳነ ኤንታ የለታ ማራን ፃፈትዳ ሀራ እስ ፄታነ እሻታሙ አደታ።
0f08040076	ፓሀት-ሞአበ ያራፐ ዛራሀ ናኣ ኤልሆኤናያነ እያራ ደእያ ናምኡ ፄቱ አደታ።
0f08050063	ዛታ ያራፐ ያሀዝኤላ ናአ ሳካናነ እያራ ደእያ ሄꬑ ፄቱ አደታ።
0f0806004e	አድና ያራፐ ዮናታና ናኣ ኤቤዳነ እሻታሙ አደታ።
0f08070063	ኤላማ ያራፐ ጎቶላ ናአ ይሻያነ እያራ ደእያ ላፑን ታሙ አደታ።
0f08080069	ሳፋፃ ያራፐ ምካኤላ ናአ ዝባዳነ እያራ ደእያ ሆስፑን ታሙ አደታ።
0f08090083	እዮኣባ ያራፐ ይኤላ ናአ አብድዩነ እያራ ደእያ ናምኡ ፄታነ ታማነ ሆስፑን አደታ።
0f080a007a	ባና ያራፐ ዮስፍያ ናአ ሳሎምታነ እያራ ደእያ እስ ፄታነ ኡሱፑን ታሙ አደታ።
0f080b0072	በባያ ያራፐ በባያ ናኣ ዛካርያሳነ እያራ ደእያ ላታማነ ሆስፑን አደታ፥
0f080c0070	አዝጋዳ ያራፐ ሀቃፃና ናአ ዮሃናነ እያራ ደእያ እስ ፄታነ ታሙ አደታ።
0f080d00a7	አዶንቃማ ያራፐ ዉርሰꬃን ስምዳይሳት፥ ኤልፋላፃ፥ ይኡኤላ፥ ሻማያነ ኤንታራ ደእያ ኡሱፑን ታሙ አደታ።
0f080e006c	ብግዋያ ያራፐ ኡታያ፥ ዛኩራነ ኤንታራ እስፈ ሀራ ላፑን ታሙ አደታ።
0f080f0107	ታኒ አሀዋኮ ጎግያ ሻፋ ማታን ኤንታ ሺሻስ። ኑኒ ሄ በሳን ዱንካንድ፥ ሄꬑ ጋላስ ታክዳ። ታኒ ሄ በሳን ደእያ አሳነ ካህነታ ታይብያ ዎደ ሌወ ያራፐ እስ አስካ ደማብከ።
0f081000fb	ሄሳ ግሾ፥ አላዛራ፥ አርኤላ፥ ሻማያ፥ ኤልናታና፥ ያርባ፥ ኤልናታና፥ ናታና፥ ዛካርያሳነ ማሱላማ ጌተተይሳታነ ጭንጫ አስ ግድዳ ዮያርባነ ኤልናታና ፄጋስ።
0f081100ee	ኤንታ ካስፍያ ጌተትያ በሳን ሌወታስ ሀላቃነ ፆሳ ኬꬃ ኦሳንቾ ግድዳ አዶስነ እያ ዳቦታስ ኦዳናባ አኬክሳዳ ኑ ፆሳ ኬꬃን ኦꬅያ አሰ ኤሀና መላ ኪታስ።
0f08120112	ኑ ፆሳ ሎኦ ኩሸይ ኑ ቦላ ደእያ ግሾ፥ እስራኤለ ናአ ሌወ ያራ ማህላ ያራነ ዳሮ ጭንጫ አስ ግድዳ ሳረባያ ጌተትያ አድያ ታማነ ሆስፑን እያ ናይታነ እያ እሻታ፥ ኑስ የድዶሶና።
0f08130093	ሄሳዳካ፥ ሀሻባ፥ ማራራ ያራ ግድዳ ያሻያ፥ እያ ናይታነ ላታሙ ግድያ እያ እሻታራ የድዶሶና።
0f0814010e	ሄሳ ቦላ ካሰ አዋት ሌወታ ማዳና መላ ዳዊቲነ እያራ ኦꬅያ ሀላቃት ሹምዳ ፆሳ ኬꬃ ኦሳንቾታፐ ናምኡ ፄታነ ላታሙ አሳታ የድዶሶና። ሄሳት ኡባይ ባንታ ሱንꬃን ፃፈትዶሶና።
0f081500d4	ኑ ፆሳ ስንꬃን ኑ ሁጵያ ካዉሽድ፥ ኦገይ ኑስ፥ ኑ ናይታስነ ኑ ሻሎ ኡባስ ሳሮ ግዳና መላ ዎሳና መላ ያን አሀዋ ሻፋ ማታን ፆማ አዋጃስ።
0f08160170	ካሰ ኑኒ ካዋስ፥ “ኑ ፆሳ ሎኦ ኩሸይ እያ ኮየይሳታ ቦላ ደኤስ፤ ሽን እያ ዎልቃማ ሀንቆይ እያ አገይሳታ ቦላ ደኤስ” ያግድ ኦድዳ ግሾ፥ ኑኒ ብያ ኦግያን ደእያ ሞርከታፐ ኑና ናጋና መላ ዎታዳረነ ፓራታ እማናዳ ካዋ ኦይቻናዉ ዬላታስ።
0f08170057	ሄሳ ግሾ፥ ኑኒ ፆምድ፥ ፆሳ ዎስዳ፤ እካ ኑ ዎሳ ስእስ።
0f08180079	ካህነ ሀላቃታፐ ሳረባያ፥ ሀሳባያነ ሀራ ኤንታ ዳቦ ግድዳ ታሙ አሳታ ዶራስ።
0f081900d6	ካዎይ፥ እያራ ዞረተይሳት፥ እያ ሹማትነ እስራኤለ ኡባይ ኑ ፆሳ ኬꬃስ እምዳ ብራ፥ ዎርቃነ፥ ሀራ ሚሸታ ኡባ ልካዳ ኤንታ ኩሸን ዎꬃስ።
0f081a0109	ታኒ ኤንታዉ እምዳባይ ሀይሳ፤ ላታማነ ናምኡ ሙኩሉ ክሎ ግራመ ብራ፥ ሄꬑ ሙኩሉነ ኦይዱ ፄቱ ክሎ ግራመ ብራፐ ኦሰትዳ ሚሸታ፥ ሄꬑ ሙኩሉነ ኦይዱ ፄቱ ክሎ ግራመ ዎርቃ፥
0f081b00d2	ሆስፑን ክሎ ግራመነ ኦይዱ ፄቱ ግራመ ዎርቃፈ ኦሰትዳ ላታሙ ሳነታነ ዎርቃዳ አልኦነ ሙሩቶ ግድዳ ናሰ ብራታፐ ኦሰትዳ ናምኡ ሳነታ።
0f081c00f7	ሄሳፈ ጉየ፥ ታኒ ኤንታኮ ሀይሳዳ ያጋስ፤ “ህንተነ ሀ ሚሸት ጎዳስ ዱማትደታ፤ ሀ ብራይነ ዎርቃይ፥ አሳይ ባ ዶሳን ጎዳስ፥ ህንተ አዋታ ፆሳስ እምዳ እሞታ።
0f081d0119	የሩሳላመን ደእያ ፆሳ ኬꬃን ሚሸ ምንጅያ ኬꬃ ጋክድ፥ ካህነ ሀላቃታ ስንꬃን፥ ሌወታ ስንꬃንነ እስራኤለ ያራታ ሀላቃታ ስንꬃን እማና ጋካናዉ፥ ሀ ሚሸታ ሎይꬅድ ናግተ” ያጋስ።
0f081e00cb	ሄሳ ግሾ፥ ካህነትነ ሌወት የሩሳላመን ደእያ ፆሳ ኬꬅ ኤፋናዉ ብራ፥ ዎርቃነ ሀራ ሚሸታ ኡባ ምዛነን ልክድ አዋተꬃን ኤክዶሶና።
0f081f0109	ኮይሮ አጌናን ታማነ ናምአንꬆ ጋላሳን የሩሳላመ ባናዉ አሀዋ ሻፋ ማታፐ ደንድዳ። ኑ ቦላ ደእያ ኑ ፆሳ ሎኦ ኩሸይ ኑ ብያ ኦገን ደእያ ሞርከታፐነ ፓንጋታፐ ኑና አሽስ።
0f0820004b	ኑኒ የሩሳላመ ጋክድ፥ ያን ሄꬑ ጋላስ ሸምፕዳ።
0f08210125	ኦይዳንꬆ ጋላስ ብራ፥ ዎርቃነ ሀራ ሚሸታ ኡባ ልክድ፥ ኡራያ ናኣ ካህንያ ማረሞታስ እምዳ። ፍንሃሳ ናኣ አላዛር፥ ሌወ ግድዳ እያሱ ናኣ ዮዛባትነ ብንያ ናአ ኖኣድ እያራ እስፈ ደኦሶና።
0f08220041	ኡባባይ ሄ ዎደ ታይበት ልከትድ ፃፈትስ።
0f08230199	ሄሳፈ ጉየ፥ ድኦፐ ስምዳ አሳይ፥ እስራኤለ ፆሳስ፥ ታማነ ናምኡ ኮርማ፥ ኡዱፉን ታማነ ኡሱፑን ማራዘነ ላፑን ታማነ ላፑን ዶርሳ ኡርገታ ፁሳ ያርሾ ኦꬅድ፥ ቃስ ታማነ ናምኡ ኮለ ናጋራ ያርሾ ኦꬅድ ጎዳስ ያርሽዶሶና። ሄስ ኡባይ ፁሳ ያርሾ ግድድ ጎዳስ ሺቅስ።
0f082400fd	ካዎይ ኪትዳ ኪታካ ካዉዋፐ ጋርሳራ ቢታ አይሰይሳታስነ ኤፍራፂሳ ሻፋፐ ሄፍንꬃ ቢታ አይሰይሳታስ እምዶሶና፤ ኤንቲ እስራኤለ አሳነ ፆሳ ኬꬃ ኦሱዋ ማድዶሶና።
0f09010189	ሀ ኡባይ ሀንዳፐ ጉየ፥ ደርያ ካለ ይሳት ታኮ ይድ፥ ሀይሳዳ ያግዶሶና፤ “እስራኤለ አሳይ፥ ሀር አቶሽን፥ ካህነት፥ ሌወት፥ ባንታ ሄራን ደእያ፥ ካናነታ፥ ህተታ፥ ፓርዘታ፥ ያቡሰታ፥ አሞነታ፥ ሞአበታ፥ ግብፀታነ አሞረታ ቱናፐ ባንታና ሻክቦኮና።
0f09020120	ባንታዉነ ባንታ ናይታስ አይሁደ ግዶና ማጫ ናይታፐ ማቾ ኤክዶሶና፤ ሄሳ ጋሶን ጌሻ ዘረꬃ አይሁደ ግዶና አሳራ ዋላክዶሶና። ሀ ባላን ኮይሮ ግድዳይ ካለ ይሳታነ ሀላቃታ” ያግዶሶና።
0f090300a2	ታኒ ሀ ኦዳ ስእዳ ዎደ ታ ማኡዋነ ታ ቃምስያ ዳካስ፤ ታ ሁጵያነ ታ ቡቻ ስካስ፤ ዳሮ ዳጋማዳ ኡታ አጋስ።
0f09040122	ድኦፐ ስምዳ አሳይ ኦꬅዳ ናጋራ ግሾ፥ እስራኤለ ፆሳይ ኦድዳ ቃላስ ያይዳ አሳ ኡባይ ታኒ ደእያ በሳ ታኮ ሺቅዶሶና። ኦማርሳ ያርሾ ያርሽያ ዎደ ጋካናዉ ዳጋማዳ ኡትዳ በሳፈ ደንዳብከ።
0f0905011b	ሽን ኦማርሳ ያርሾይ ሺቅያ ዎደ፥ ታ ማኦይነ ታ ቃምሰይ ዳከትድ ደእሽን፥ ታኒ አዛናዳ ኡትዳ በሳፈ ደንዳስ። ጉልባታዳ ጎዳኮ፥ ታ ፆሳኮ፥ ታ ኩሽያ ደንꬃዳ፥ ሀይሳዳ ያጋዳ ዎሳስ።
0f090600d8	“አቤት ታ ፆሳዉ፥ ኑ ናጋራይ ዶረትድ ኑ ሁጵያፐ አꬍዳ ግሾነ ኑ ናቆይ ሳሎ ጋክዳ ግሾ ታኒ ታ ሶምኡዋ ኔኮ ደንꬃናዉ ያያይስነ ዬላታይስ።
0f09070130	ኑኒ ኑ ማይዛታ ዎደፐ ዶምን፥ ሀች ጋካናዉ፥ ነና ዳሮ ናቅዳ። ኑ ናጋራ ጋሶን ኑኒ፥ ኑ ካዎትነ ኑ ካህነት ሀእይሳዳ አላጋ ካዎታ ኩሸን ኩንድዳ፤ ማሻስ፥ ዶኦስ፥ ቦንቄስነ ዬላስ አꬍድ እመትዳ።
0f0908012d	“ሽን ሀእ ጎዳይ ኑ ፆሳይ ኑፐ ጉꬃ አስ አሻናዉነ ባ ኬꬃን ኑስ በሰ እማናዉ ኮይድ ጉꬃ ዎደስ ማሮተꬅ እሚስ። ሄሳ ግሾ ፆሳይ ኑ አይፊያ ዶይስ፤ ኑ አይለተꬃን ደእሽን ጉꬃ ዎደስ ሸምፖ እሚስ።
0f0909013a	ኑኒ አይለ ግድኮካ፥ ኑ ፆሳይ ኑና አይለተꬃን አግቤና፤ ኑ ደኡዋ ኦራꬅስ። ኑ ፆሳ ኬꬃ ኬፃና መላ፥ ላለትዳይሳ ኦራꬃና መላነ ይሁዳንነ የሩሳላመን ሳሮ ዳና መላ ፋርሰ ካዎታ ስንꬃን ኑስ ቴሞ እሚስ።
0f090a006c	“ሽን ኑ ፆሳዉ፥ ሀእ ያትን፥ ኑኒ ዎይጋኔ? ሄኮ ሀእካ ነ ኪታ ቶችዳ።
0f090b00ff	ኑ ቶችዳይ ነ አይለ ግድዳ ናበታ ባጋራ ‘ህንተ ላታናዉ ገልያ ቢታይ፥ እን ደእያ አሳን ቱንዳሮ፤ ሀ ጋፃፐ ህን ጋፃ ጋካናዉ ኤንታ ኢታ ኦሱዋንነ ቱናተꬃን ኩማሱ።
0f090c0189	ሄሳ ግሾ፥ ህንተ ምኖ ግዳና መላ፥ ሄ ቢታ አይፍያ ማና መላነ መርናዉ ህንተ ናይታስ ላትሳና መላ፥ ህንተ ማጫ ናይታ ኤንታ አደ ናይታስ እሞፍተ፤ ኤንታ ማጫ ናይታ ህንተ አደ ናይታስ ኤኮፍተ። ኤንቲ ሳሮተꬃንነ ዱረተꬃን ዳና መላ አሞቶፍተ’ ያጋዳሳ።
0f090d00ee	“ኑ ቦላ ጋክዳ ኢታባ ኡባይ ኑ ኢታ ኦሱዋነ ኑ ግታ ናጋራ ጋሶና። ግዶሽን፥ ኔኒ ኑ ፆሳይ ኑ ናጋራ ዳሮተꬃ መላ ኑና ፕርዳባካ፤ ሽን ኑፐ ጉꬃታ አሻዳሳ።
0f090e00e6	ኑኒ ሀይሳ መላ ቱናባ ኦꬅያ አሳራ ኤኮንነ ገሎን ዋላከትድ፥ ዋንድ ነ ኪታ እፃስ ጋኔ? ሀ አትዳ ጉꬃ ኮቻይ ꬋያና ጋካናዉ ነ ሀንቆይ ኑ ቦላ ዳረነዬ?
0f090f0136	አቤት ጎዳዉ፥ እስራኤለ ፆሳዉ፥ ኔኒ ፅሎ፤ ኑኒ ሀእ ጋካናዉ አትድ ደኦን ደኦስ። ኑ ናጋራ ጋሶን ኑፐ እሶይካ ነ ስንꬃን ኤቃናዉ ዳንዳኤይ ባዋ፤ አትዳይሳት ሀች ሀይሳን ነ ስንꬃን ደኦስ” ያጋስ።
0f0a0100f1	እዝር ፆሳ ኬꬃ ስንꬃን ኩንድድ ዬክሸ ዎስያ ዎደነ ናጋራ ፓፅያ ዎደ ማጭ፥ አደይነ ናእ ደእያ እስራኤለ አሳይ እያኮ ሺቅድ፥ ይባታ ዬሆ እያራ ዬክዶሶና።
0f0a020103	ኤላማ ያራ ግድዳ ይኤላ ናአይ ሳካን ሀይሳዳ ያግስ፤ “ኑኒ ኑ ዩሾን ደእያ አላጋ ማጫሳታ ኤክድ፥ ኑ ፆሳስ አማነትቦኮ። ግዶሽን፥ ሀእካ እስራኤለስ ኡፋይስ ደኤስ።
0f0a0300ef	ታ ጎዳዉ፥ ኔንነ ኑ ፆሳ ኪታ ናገይሳት ዞርዳይሳዳ ኑኒ ሀ ማጫሳነ ኤንታፈ የለትዳ ናይታ ኡባ የዳናዉ ቃላ ገሎስ። ሄስ ኡባይ ጎዳ ህገይ ገይሳዳ ፖለቶ።
0f0a040075	እዝራ፥ ሀ ኦሶይ ነ ኩሸን ደኤስ፥ ደንዳ፤ ኑኒ ነና ማዳና፤ ምና!” ያግስ።
0f0a0500b6	እዝር ደንድ ኤቅድ፥ ካህነታ፥ ሌወታነ እስራኤለ አሳ ኡባ ሀ ጌተትዳይሳታ ኦꬃና መላ ጫቅስስ፤ ኤንትካ ጫቅዶሶና።
0f0a060103	እዝር ፆሳ ኬꬃ ስንꬃፈ ደንድድ፥ ኤልያሴባ ናአይ ዮሃን ደእያ ክፍለ ገልስ። ያን ድኦፐ ስምዳ አሳይ ናጋራስ ዬክሸ አቅዳ ግሾ፥ ሄ በሳን ካꬅ ምቤና፤ ሃ ካ ኡይቤና።
0f0a07007a	ድኦፐ ስምዳ አሳይ የሩሳላመ ሺቃና መላ፥ ይሁዳንነ የሩሳላመን አዋጅዶሶና።
0f0a080102	ሀ ሄꬑ ጋላሳታ ግዶን ሄ በሳን ሺቆና ኦንካ ደእኮ፥ እያዉ ደእያባይ ኡባይ ኤከታና መላነ እካ ድኦፐ ስምዳ አሳ ሺቁዋፐ ኩረታና መላ ሀላቃትነ ጭማት ኦዳ ኩይዶሶና።
0f0a090144	ሄ ጌተትዳ ሄꬑ ጋላሳታ ግዶን፥ ኡዱፉንꬆ አጌናን ላታማንꬆ ጋላሳን ይሁዳነ ብንያመ አሳ ኡባይ የሩሳላመ ሺቅዶሶና። ሀ ዴፆ ኦዳነ ዎልቃማ እራ ጋሶን፥ ኮኮርሸ፥ ፆሳ ኬꬃ ስንꬃን ደእያ ዳባባን ኡትዶሶና።
0f0a0a00ca	ካህነ እዝር ደንዲድ ሀይሳዳ ያግስ፤ “ህንተ አማነቶና እፅደታ፤ አላጋ ማጫሳታ ማቾ ኤክድ፥ እስራኤለ ናቁዋ ቦላ ናቆ ጉጅደታ።
0f0a0b010d	ህንተ ናጋራ ጎዳስ፥ ህንተ አዋታ ፆሳስ ፓፅተ፤ እያ ኡፋይስያባ ኦꬅተ። ሄ ቢታን ደእያ አይሁደ ግዶና አሳፐነ ህንተ ኤክዳ አይሁደ ግዶና ህንተ ማቸታፐ ሻከትተ” ያግስ።
0f0a0c0082	ሺቅዳ አሳይ ባንታ ቃላ ꬎቁ ኦꬅድ፥ ሀይሳዳ ያግዶሶና። “ነ ግያባ ኡባ ኑኒ ኦꬃና!
0f0a0d0139	ሽን ሀይሳን ሺቅዳ አሳይ ዳሮ፤ ሄሳ ቦላ ዎልቃማ እር ቡኬስ። ኑኒ እራፐ አትያ በሲ ሀይሳን ባዋ። ሀ ናጋራን ቆህዳ አሳይ ዳሮ ግድዳ ግሾ፥ እስ ጋላሳን ዎይኮ ናምኡ ጋላሳን ሀ ኦዳ ፖላናዉ ዳንዳኦኮ።
0f0a0e0181	ሀ ሺቅዳ አሳ ሱንꬃን ኑ ሀላቃት የሩሳላመን ጋምእድ፥ ኮሽያባ ኦꬆ። ሄሳ ጋሶን ደንዳዳ ፆሳ ዎልቃማ ሀንቆይ ኑፐ ስማና ጋካናዉ፥ ኑ ካታማታን ደእያ አይሁደ ግዶና ማጫሳታ ኤክዳ ኡባይ ኬርዳ ቃማን ካታማታ ጭማትነ ዳይናታራ እስፈ የሩሳላመ ዮ።
0f0a0f00c9	አሳሄላ ናአይ ዮናታንነ ተቁዋ ናአይ ያህዝ ኤንታ ቆፋ ጳልቅዶሶና፤ ማሱላምነ ሌወ ግድዳ ሳባት ኤንታና ማድዶሶና” ያግዶሶና።
0f0a100129	ድኦፐ ስምዳ አሳይ ግዳይሳዳ ኦꬅዶሶና። ካህነይ እዝር ኡባ ኮቻታፐ ሀላቃታ ዶርድ፥ ኡባ ኤንታ ሱንꬃን ሱንꬃን ፃፍስ። ታማንꬆ አጌናን ኮይሮ ጋላሳን ሀላቃት ኦዳ ፕልግድ በኦ ዶምዶሶና።
0f0a11009f	ኮይሮ አጌናን ኮይሮ ጋላሳይ ጋካናዉ፥ አይሁደ ግዶና ማጫሳታ ኤክዳ አሳታ ኡባ ፕልግድ ዉርስዶሶና።
0f0a1200e0	ካህነ ኮቻታ ግዶፈ አላጋ ማጫሳታ ኤክዳይሳት ሀይሳታ፤ እዮሳደቃ ናአ እያሱ ኮቻታፐነ እያ እሻታ ግዶፈ ማእሰያ፥ አላዛራ፥ ያርባነ ጎዶልያ።
0f0a1300b8	ኤንቲ ባንታ ማቸታ የዳናዉ ቃላ ገልዶሶና፤ ባንታ ናጋራ ግሾ፥ ዉድያፐ እስ እስ ማራዘ ናቆ ያርሾ ኦꬅድ ያርሽዶሶና።
0f0a140054	እመራ ያራፐ አላጋ ማቸታ ኤክዳይሳት ሀናናነ ዛባዳ።
0f0a15005a	ሀርማ ያራፐ ማእሰያ፥ ኤልያሳ፥ ሻማያ፥ ይኤላነ ኦዝያ።
0f0a16007f	ፓስኮራ ያራፐ ኤልዮአናያ፥ ማእሰያ፥ እስማኤላ፥ ናትናኤላ፥ ዮዛባታነ ኤልስ።
0f0a17007a	ሌወታፐ፥ ዮዛባታ፥ ሳመአ፥ ቃልፃ ጌተትያ ቀላያ፥ ፋታያ፥ ይሁዳነ አላዛራ።
0f0a180069	ዛማረታፐ፥ ኤልያሴባ። ፐንገ ናገይሳታፐ፥ ሳሉማ፥ ፀለማነ ኡረ።
0f0a190093	እስራኤለታፐ፥ ፋሮሳ ያራፐ ራምያ፥ ይዛያ፥ ማልክያ፥ ማያምና፥ አላዛራ፥ ማልክያነ ባናያ።
0f0a1a0067	ኤላማ ያራፐ ማታና፥ ዛካርያሳ፥ ይኤላ፥ አብዳ፥ ይረሞታነ ኤላ።
0f0a1b006d	ዛታ ያራፐ ኤልዮአና፥ ኤልያሴባ፥ ማታና፥ ይረሞታ፥ ዛባዳነ አዚዛ።
0f0a1c004a	ባባያ ያራፐ ዮሃና፥ ሀናና፥ ዛባያነ አትላያ።
0f0a1d0061	ባና ያራፐ ማሱላማ፥ ማሉካ፥ አዳያ፥ ያሱባ፥ ሻላነ ይረሞታ።
0f0a1e008e	ፓሀት-ሞአባ ያራፐ አድና፥ ካላላ፥ ባናያ፥ ማእሰያ፥ ማታና፥ ባስልኤላ፥ ብኑያነ ምናሰ።
0f0a1f005a	ካርማ ያራፐ አላዛራ፥ ይሸያ፥ ማልክያ፥ ሻማያ፥ ስሞና፥
0f0a20002c	ብንያመ፥ ማሉካነ ሳማራያ።
0f0a210077	ሀሱማ ያራፐ ማታና፥ ማታታ፥ ዛባዳ፥ ኤልፋላፃ፥ የረማያ፥ ምናሰነ ሳመአ።
0f0a220037	ባና ያራፐ ማዳያ፥ አምራማ፥ ኡላ፥
0f0a230026	ባናያ፥ በዳያ፥ ካልቀ፥
0f0a24002f	ዋንያ፥ ማረሞታ፥ ኤልያሴባ፥
0f0a250026	ማታና ማትናያነ ያእሳ።
0f0a260020	ብኑያ ያራፐ ሳማአ፥
0f0a270026	ሰለማ፥ ናታና፥ አዳያ፥
0f0a28002f	ማክናዳባያ፥ ሳሳያ፥ ሳራያ፥
