010000000c	בראשית
1802180093	פרה למד מדבר באות נפשו שאפה רוח תאנתה מי ישיבנה כל מבקשיה לא ייעפו בחדשה ימצאונה׃
1802190080	מנעי רגלך מיחף וגורנך מצמאה ותאמרי נואש לוא כי אהבתי זרים ואחריהם אלך׃
18021a0080	כבשת גנב כי ימצא כן הבישו בית ישראל המה מלכיהם שריהם וכהניהם ונביאיהם׃
18021b009f	אמרים לעץ אבי אתה ולאבן את ילדתני כי פנו אלי ערף ולא פנים ובעת רעתם יאמרו קומה והושיענו׃
18021c008d	ואיה אלהיך אשר עשית לך יקומו אם יושיעוך בעת רעתך כי מספר עריך היו אלהיך יהודה׃
18021d0043	למה תריבו אלי כלכם פשעתם בי נאם יהוה׃
18021e0075	לשוא הכיתי את בניכם מוסר לא לקחו אכלה חרבכם נביאיכם כאריה משחית׃
18021f00a6	הדור אתם ראו דבר יהוה המדבר הייתי לישראל אם ארץ מאפליה מדוע אמרו עמי רדנו לוא נבוא עוד אליך׃
1802200061	התשכח בתולה עדיה כלה קשריה ועמי שכחוני ימים אין מספר׃
1802210063	מה תיטבי דרכך לבקש אהבה לכן גם את הרעות למדתי את דרכיך׃
180222007d	גם בכנפיך נמצאו דם נפשות אביונים נקיים לא במחתרת מצאתים כי על כל אלה׃
1802230071	ותאמרי כי נקיתי אך שב אפו ממני הנני נשפט אותך על אמרך לא חטאתי׃
1802240067	מה תזלי מאד לשנות את דרכך גם ממצרים תבושי כאשר בשת מאשור׃
1802250073	גם מאת זה תצאי וידיך על ראשך כי מאס יהוה במבטחיך ולא תצליחי להם׃
18030100e6	לאמר הן ישלח איש את אשתו והלכה מאתו והיתה לאיש אחר הישוב אליה עוד הלוא חנוף תחנף הארץ ההיא ואת זנית רעים רבים ושוב אלי נאם יהוה׃
18030200a9	שאי עיניך על שפים וראי איפה לא שגלת על דרכים ישבת להם כערבי במדבר ותחניפי ארץ בזנותיך וברעתך׃
180303006b	וימנעו רבבים ומלקוש לוא היה ומצח אשה זונה היה לך מאנת הכלם׃
1803040043	הלוא מעתה קראתי לי אבי אלוף נערי אתה׃
1803050061	הינטר לעולם אם ישמר לנצח הנה דברתי ותעשי הרעות ותוכל׃
18030600c1	ויאמר יהוה אלי בימי יאשיהו המלך הראית אשר עשתה משבה ישראל הלכה היא על כל הר גבה ואל תחת כל עץ רענן ותזני שם׃
1803070079	ואמר אחרי עשותה את כל אלה אלי תשוב ולא שבה ותראה בגודה אחותה יהודה׃
18030800cd	וארא כי על כל אדות אשר נאפה משבה ישראל שלחתיה ואתן את ספר כריתתיה אליה ולא יראה בגדה יהודה אחותה ותלך ותזן גם היא׃
180309005c	והיה מקל זנותה ותחנף את הארץ ותנאף את האבן ואת העץ׃
18030a007b	וגם בכל זאת לא שבה אלי בגודה אחותה יהודה בכל לבה כי אם בשקר נאם יהוה׃
18030b0058	ויאמר יהוה אלי צדקה נפשה משבה ישראל מבגדה יהודה׃
18030c00cd	הלך וקראת את הדברים האלה צפונה ואמרת שובה משבה ישראל נאם יהוה לוא אפיל פני בכם כי חסיד אני נאם יהוה לא אטור לעולם׃
18030d00a9	אך דעי עונך כי ביהוה אלהיך פשעת ותפזרי את דרכיך לזרים תחת כל עץ רענן ובקולי לא שמעתם נאם יהוה׃
18030e00ad	שובו בנים שובבים נאם יהוה כי אנכי בעלתי בכם ולקחתי אתכם אחד מעיר ושנים ממשפחה והבאתי אתכם ציון׃
18030f004b	ונתתי לכם רעים כלבי ורעו אתכם דעה והשכיל׃
18031000de	והיה כי תרבו ופריתם בארץ בימים ההמה נאם יהוה לא יאמרו עוד ארון ברית יהוה ולא יעלה על לב ולא יזכרו בו ולא יפקדו ולא יעשה עוד׃
18031100b7	בעת ההיא יקראו לירושלם כסא יהוה ונקוו אליה כל הגוים לשם יהוה לירושלם ולא ילכו עוד אחרי שררות לבם הרע׃
18031200a3	בימים ההמה ילכו בית יהודה על בית ישראל ויבאו יחדו מארץ צפון על הארץ אשר הנחלתי את אבותיכם׃
18031300b3	ואנכי אמרתי איך אשיתך בבנים ואתן לך ארץ חמדה נחלת צבי צבאות גוים ואמר אבי תקראו לי ומאחרי לא תשובו׃
1803140058	אכן בגדה אשה מרעה כן בגדתם בי בית ישראל נאם יהוה׃
1803150087	קול על שפיים נשמע בכי תחנוני בני ישראל כי העוו את דרכם שכחו את יהוה אלהיהם׃
1803160073	שובו בנים שובבים ארפה משובתיכם הננו אתנו לך כי אתה יהוה אלהינו׃
1803170065	אכן לשקר מגבעות המון הרים אכן ביהוה אלהינו תשועת ישראל׃
1803180087	והבשת אכלה את יגיע אבותינו מנעורינו את צאנם ואת בקרם את בניהם ואת בנותיהם׃
18031900d0	נשכבה בבשתנו ותכסנו כלמתנו כי ליהוה אלהינו חטאנו אנחנו ואבותינו מנעורינו ועד היום הזה ולא שמענו בקול יהוה אלהינו׃
1804010070	אם תשוב ישראל נאם יהוה אלי תשוב ואם תסיר שקוציך מפני ולא תנוד׃
180402006e	ונשבעת חי יהוה באמת במשפט ובצדקה והתברכו בו גוים ובו יתהללו׃
1804030079	כי כה אמר יהוה לאיש יהודה ולירושלם נירו לכם ניר ואל תזרעו אל קוצים׃
18040400b6	המלו ליהוה והסרו ערלות לבבכם איש יהודה וישבי ירושלם פן תצא כאש חמתי ובערה ואין מכבה מפני רע מעלליכם׃
18040500ab	הגידו ביהודה ובירושלם השמיעו ואמרו ותקעו שופר בארץ קראו מלאו ואמרו האספו ונבואה אל ערי המבצר׃
180406006e	שאו נס ציונה העיזו אל תעמדו כי רעה אנכי מביא מצפון ושבר גדול׃
180407008c	עלה אריה מסבכו ומשחית גוים נסע יצא ממקמו לשום ארצך לשמה עריך תצינה מאין יושב׃
1804080066	על זאת חגרו שקים ספדו והילילו כי לא שב חרון אף יהוה ממנו׃
1804090089	והיה ביום ההוא נאם יהוה יאבד לב המלך ולב השרים ונשמו הכהנים והנביאים יתמהו׃
18040a009b	ואמר אהה אדני יהוה אכן השא השאת לעם הזה ולירושלם לאמר שלום יהיה לכם ונגעה חרב עד הנפש׃
18040b0092	בעת ההיא יאמר לעם הזה ולירושלם רוח צח שפיים במדבר דרך בת עמי לוא לזרות ולוא להבר׃
18040c0058	רוח מלא מאלה יבוא לי עתה גם אני אדבר משפטים אותם׃
18040d0079	הנה כעננים יעלה וכסופה מרכבותיו קלו מנשרים סוסיו אוי לנו כי שדדנו׃
18040e0071	כבסי מרעה לבך ירושלם למען תושעי עד מתי תלין בקרבך מחשבות אונך׃
18040f0043	כי קול מגיד מדן ומשמיע און מהר אפרים׃
1804100092	הזכירו לגוים הנה השמיעו על ירושלם נצרים באים מארץ המרחק ויתנו על ערי יהודה קולם׃
1804110053	כשמרי שדי היו עליה מסביב כי אתי מרתה נאם יהוה׃
180412005e	דרכך ומעלליך עשו אלה לך זאת רעתך כי מר כי נגע עד לבך׃
180413008e	מעי מעי אחולה קירות לבי המה לי לבי לא אחריש כי קול שופר שמעתי נפשי תרועת מלחמה׃
1804140068	שבר על שבר נקרא כי שדדה כל הארץ פתאם שדדו אהלי רגע יריעתי׃
1804150036	עד מתי אראה נס אשמעה קול שופר׃
180416009b	כי אויל עמי אותי לא ידעו בנים סכלים המה ולא נבונים המה חכמים המה להרע ולהיטיב לא ידעו׃
1804170057	ראיתי את הארץ והנה תהו ובהו ואל השמים ואין אורם׃
180418004e	ראיתי ההרים והנה רעשים וכל הגבעות התקלקלו׃
1804190047	ראיתי והנה אין האדם וכל עוף השמים נדדו׃
18041a006f	ראיתי והנה הכרמל המדבר וכל עריו נתצו מפני יהוה מפני חרון אפו׃
18041b0052	כי כה אמר יהוה שממה תהיה כל הארץ וכלה לא אעשה׃
18041c0087	על זאת תאבל הארץ וקדרו השמים ממעל על כי דברתי זמתי ולא נחמתי ולא אשוב ממנה׃
18041d0097	מקול פרש ורמה קשת ברחת כל העיר באו בעבים ובכפים עלו כל העיר עזובה ואין יושב בהן איש׃
18041e00b9	ואתי שדוד מה תעשי כי תלבשי שני כי תעדי עדי זהב כי תקרעי בפוך עיניך לשוא תתיפי מאסו בך עגבים נפשך יבקשו׃
18041f00a0	כי קול כחולה שמעתי צרה כמבכירה קול בת ציון תתיפח תפרש כפיה אוי נא לי כי עיפה נפשי להרגים׃
18050100b0	שוטטו בחוצות ירושלם וראו נא ודעו ובקשו ברחובותיה אם תמצאו איש אם יש עשה משפט מבקש אמונה ואסלח לה׃
180502003c	ואם חי יהוה יאמרו לכן לשקר ישבעו׃
180503009e	יהוה עיניך הלוא לאמונה הכיתה אתם ולא חלו כליתם מאנו קחת מוסר חזקו פניהם מסלע מאנו לשוב׃
180504006c	ואני אמרתי אך דלים הם נואלו כי לא ידעו דרך יהוה משפט אלהיהם׃
18050500ab	אלכה לי אל הגדלים ואדברה אותם כי המה ידעו דרך יהוה משפט אלהיהם אך המה יחדו שברו על נתקו מוסרות׃
18050600b4	על כן הכם אריה מיער זאב ערבות ישדדם נמר שקד על עריהם כל היוצא מהנה יטרף כי רבו פשעיהם עצמו משבותיהם׃
1805070094	אי לזאת אסלוח לך בניך עזבוני וישבעו בלא אלהים ואשבע אותם וינאפו ובית זונה יתגדדו׃
1805080052	סוסים מיזנים משכים היו איש אל אשת רעהו יצהלו׃
1805090066	העל אלה לוא אפקד נאם יהוה ואם בגוי אשר כזה לא תתנקם נפשי׃
18050a0073	עלו בשרותיה ושחתו וכלה אל תעשו הסירו נטישותיה כי לוא ליהוה המה׃
18050b0053	כי בגוד בגדו בי בית ישראל ובית יהודה נאם יהוה׃
18050c0072	כחשו ביהוה ויאמרו לא הוא ולא תבוא עלינו רעה וחרב ורעב לוא נראה׃
18050d0052	והנביאים יהיו לרוח והדבר אין בהם כה יעשה להם׃
18050e00a7	לכן כה אמר יהוה אלהי צבאות יען דברכם את הדבר הזה הנני נתן דברי בפיך לאש והעם הזה עצים ואכלתם׃
18050f00bc	הנני מביא עליכם גוי ממרחק בית ישראל נאם יהוה גוי איתן הוא גוי מעולם הוא גוי לא תדע לשנו ולא תשמע מה ידבר׃
1805100032	אשפתו כקבר פתוח כלם גבורים׃
