0100000006	Mwanzo
18341600ec	Kichwa cha shaba kilikuwa juu yake. Kichwa kilikuwa dhiraha tano urefu wake, kazi ya waya zinazokingamana na makomamanga kukizunguka. Chote kilitengenezwa kwa shaba. Na nguzo nyingine ilikuwa na makomamanga yake vilikuwa kama ya kwanza.
1834170087	Hivyo kulikuwa na makomamanga tisini na sita ubavuni mwa kila kichwa, na makomamanga mia moja juu ya nyaya zilizokingamana kukizunguka.
1834180076	Jemedari wa mlinzi akamchukua Seraya mfungwa, kuhani mkuu, pamoja na Sefania, kuhani wa pili, na wale mabawaba watatu.
1834190128	Kutoka mjini akamchukua mfungwa afsa aliyekuwa juu ya askari, na watu saba wa wale waliomshauri mfalme, waliokuwa wamesalia mjini. Akamchukua mfungwa afsa wa jeshi la mfalme aliyekuwa na wajibu wa kuwaingiza watu katika jeshi, pamoja na watu mashuhuri sitini kutoka katika nchi waliokuwamo mjini.
18341a0061	Kisha Nebuzaradani, jemedari wa mlinzi, akawachukuwa na kuwaleta kwa mfalme wa Babeli huko Ribla.
18341b007f	Mfalme wa Babeli akawaua huko Ribla katika nchi ya Hamathi. Kwa njia hii, Yuda akaondoka katika nchi yake na kwenda uhamishoni.
18341c0051	Hawa walikuwa watu Nebukadneza aliwaamisha: katika mwaka wa saba, Wayudea 3, 023.
18341d004d	Katika mwaka wa kumi na nane wa Nebukadneza alichukuwa 832 kutoka Yerusalemu.
18341e00a3	Katika mwaka wa ishirini na tatu wa Nebukadneza, Nebuzaradani, jemedari wa walinzi wa mfalme, aliwahamisha Wayudea 745. Jumla ya watu walioamishwa walikuwa 4, 600.
18341f012d	Ikawa baadaye katika mwaka wa thelathini na saba wa kufungwa kwake Yohoyakini, mfalme wa Yuda, katika mwezi wa kumi na mbili, siku ya ishirini na tano ya mwezi, Evili Merodaki, mfalme wa Babeli akamfungua Yehoyakini mfalme wa Yuda kutoka kifungoni. Ilikuwa mwaka ambao Evili Merodaki alianza kutawala.
183420006e	Akaongea naye kwa upole na akampa kiti cha heshima kuliko cha wafalme wengine aliokuwa pamoja nao huko Babeli.
183421009b	Evili Merodaki akaondoa mavazi ya gerezani ya Yehoyakini, na Yehoyakini akala chakula cha daima katika meza ya mfalme siku zote zilizosalia za maisha yake.
1834220064	Na alipewa posho ya chakula cha kila siku kwa maisha yake yote yaliyosalia mpaka siku ya kufa kwake.
190000000a	Maombolezo
19010100bd	Mji ambao mwanzo ulikuwa na watu wengi sasa umekaa peke yake. Amekuwa kama mjane, japo alikuwa taifa kubwa. Alikuwa mtoto wa mfalme miongoni mwa mataifa, lakini sasa amelazimishwa utumwani.
190102009f	Analia na kuomboleza usiku, na machozi yake yanafunika mashavu yake. Hamna ata mpenzi wake anaye mliwaza. Marafiki wake wote wamemsaliti. wamekuwa maadui wake.
1901030099	Baada ya umaskini na mateso, Yuda ameenda matekani. Anaishi miongoni mwa mataifa na hapati pumziko lolote. Wanao wakimbiza wamewapata katika upweke wake.
19010400d4	Barabara za Sayuni zinaomboleza kwasababu hakuna anaye kuja kwenye sherehe iliyo andaliwa. Malango yake yote ni ukiwa. Makuhani wake wote wana sononeka. Mabikra wake wana uzuni na yeye mwenyewe yupo katika ugumu.
190105009c	Maadui wake wamekuwa bwana zake; maadui wake wana fanikiwa. Yahweh amemuadhibu kwa dhambi zake nyingi. Watoto wake wadogo wanaenda matekani kwa maadui zake.
1901060087	Uzuri umemwacha binti wa Sayuni. Watoto wa mfalme wamekuwa kama ayala ambaye haoni malisho, na wanaenda bila uwezo kwa wanao wakimbiza.
19010700eb	Katika siku za mateso yake na kutokuwa na nyumba, Yerusalemu itakumbuka hazina zake za dhamani alizo kuwa nazo awali. Wakati watu wake walipo angukia mikononi mwa adui, hakuna aliye msaidia. Maadui waliwaona na kucheka maangamizo yake.
19010800b9	Yerusalemu ili tenda dhambi sana, hivyo basi, amedhalillika kama kitu kichafu. Wote walio mheshimu sasa wana mdharau kwa kuwa wameona uchi wake. Anasononeka na kujaribu kugeuka pembeni.
19010900ba	Amekuwa mchafu chini ya sketi yake. Hakuwaza hatima yake. Anguko lake lilikuwa baya. Hakukuwa na wakumliwaza. Alilia, “Angalia mateso yangu, Yahweh, kwa kuwa adui amekuwa mkuu sana.”
19010a00a0	Adui ameeka mkono wake kwenye hazina zetu za dhamani. Ameona mataifa yakiingia sehemu yake takatifu, japo uliamuru wasiingie katika sehemu yako ya kukusanyikia.
19010b00b6	Watu wote wana sononeka wanapo tafuta mkate. Wametoa hazina zao za dhamani kwa ajili ya chakula cha kurejesha uhai wao. Tazama, Yahweh, ni kumbuke mimi, kwa kuwa nimekuwa sina faida.
19010c00a3	Sio kitu kwako, wote mnao pita? Angalia na uone kama kuna mtu mwenye uzuni kama uzuni ninao teswa nao, tangu Yahweh amenitesa mimi katika siku ya hasira yake kali.
19010d0091	Ni kutoka juu ndipo alipo tuma moto kwenye mifupa yangu na umenishinda. Ametanda nyavu kwa miguu yangu na kunigeuza. Amenifanya ukiwa na dhahifu.
19010e00aa	Nira ya makosa yangu imefungwa na mikono yake. Zimesokotwa na kuekwa shingoni mwangu. Amefanya uweza wangu kushindwa. Bwana amenikabidhi mikononi mwa, na siwezi kusimama.
19010f00be	Bwana ametupa pembeni wanaume wangu hodari walio niokoa. Ameitisha kusanyiko dhidi yangu kuponda wanaume wangu imara. Bwana amewakanyaga binti bikra wa Yuda kwenye chombo cha kusagia mvinyo.
19011000c8	Kwa vitu hivi ninalia. Macho yangu, maji yanashuka chini ya macho yangu tangu mfariji aliye paswa kurejesha maisha yangu yuko mbali na mimi. Watoto wangu wamekuwa ukiwa kwasababu adui yangu ameshinda.
190111008c	Sayuni ametandaza mikono yake; hakuna wakuwa mliwaza. Yahweh ameamuru hao karibu na Yakobo wawemaadui wake. Yerusalemu ni kitu kichafu kwao.
1901120096	Yahweh ni mwenye haki, kwa kuwa nimeasi dhidi ya amri zake. Sikia, ninyi watu, na muone uzuni wangu. Mabikra wangu na wanaume imara wameenda matekani.
190113009e	Niliita marafiki zangu, lakini walikuwa na hila kwangu. Makuhani wangu na wazee waliangamia kwenye mji, walipo kuwa wanatafuta chakula cha kurejesha uhai wao.
19011400bf	Tazama, Yahweh, kwa kuwa nipo kwenye ugumu; tumbo langu lina nguruma, moyo wangu umetibuka ndani yangu, kwa kuwa nimekuwa muasi sana. Nje, upanga umemliza mama, ndani ya nyumba kuna mauti tu.
19011500b2	Wamesikia sononeko langu, lakini hakuna wakuni liwaza. Maadui zangu wote wamesikia shida zangu na wamefurahi umenifanyia hivi. Umeleta siku uliyo ahidi; sasa acha wawe kama mimi.
1901160098	Acha uovu wote uje mbele zako. Shughulika nao kama ulivyo shughulika na mimi kwasababu ya makosa yangu yote. Masononeko yangu ni mengi na moyo umezimia.
19020100b1	Bwana amemfunika binti wa Sayuni chini ya wingu la hasira yake. Ametupa utukufu wa Israeli chini kutoka mbinguni hadi duniani. Hajakumba stuli yake ya miguu siku ya hasira yake.
19020200a6	Bwana amemeza na hajawa na huruma kwa miji yote ya Yakobo. Siku za hasira zake ameangusha miji imara ya binti wa Yuda; kwa aibu ameshusha chini ufalme na watala wake.
190203009b	Kwa hasira kali amekata kila pembe ya Israeli. Ameurudisha mkono wake kutoka kwa adui. Amechoma Yakobo kama moto mkali unao teketeza kila kitu karibu yake.
19020400c3	Kama adui amepindisha upinde wake kuelekea kwetu, na wakulia wake yupo tayari kushambulia. Amewachinja wote walio kuwa wanampendeza katika hema la binti wa Sayuni; Amemwaga gadhabu yake kama moto
1902050091	Bwana amekuwa kama adui. Amemeza Israeli. Amemeza majumba yake yote. Ameharibu ngome zake. Ameongeza kilio na maombolezo kati ya mabinti wa Yuda.
19020600df	Ameshambulia hema lake la kukutania kama kajumba cha bustani. Ameharibu sehemu ya kukusanyikia. Yahweh amesababisha kukusanyika na Sabato kusahaulika Sayuni, kwa kuwa amemdharau mfalme na kuhani katika ukali wa hasira yake.
19020700a1	Bwana amekataa madhabahu yake na kukana sehemu yake takatifu. Ametoa kuta za majumba mikononi mwa adui. Wamepaza sauti nyumbani mwa Yahweh, kama siku ya sherehe.
19020800b4	Yahweh aliamua kuharibu ukuta wa mji wa binti wa Sayuni. Amenyoosha kamba ya kipimo na hajauzuia mkono wake kutoharibu ukuta. Amefanya minara na ukuta kuomboleza; pamoja vilipotea.
19020900c2	Malango yake yameanguka chini, ameharibu na kuvunja chuma za ukuta. Mfalme wake na watoto wa mfalme wapo miongoni mwa mataifa, sheria haipo tena na manabii wake hawapati maono kutoka kwa Yahweh.
19020a0098	Wazee wa binti wa Sayuni wameketi chini na ukimya. Wamerusha vumbi kichwani mwao na kuvaa magunia. Mabikra wa Yerusalemu wameinamisha vichwa vyao chini.
19020b00c2	Macho yangu yamekaukiwa machozi yake; tumbo langu la nguruma; sehemu zangu za ndani zimemwagika chini kwasababu ya uharibifu wa binti wa watu wangu, watoto na wachanga wamezimia mitaani mwa mji.
19020c00a3	Wanasema kwa mama zao, “Mbegu ziko wapi na mvinyo?” kama wanavyo zimia kama mtu aliye jeruhiwa mitaani mwa mji, maisha yao yamemwaga kwenye kifua cha mama zao.
19020d00a9	Nini naeza kusema kwako, binti wa Yerusalemu? Naweza kufananisha na nini, ili ni kufariji, binti bikra wa Sayuni? Jera lako ni kubwa kama bahari. Nani anaweza kukuponya?
19020e00a3	Manabii wako wameona uongo na maono batili kwa ajili yako. Hawaja weka wazi dhambi zako kurejesha mali zako, lakini kwako wametoa matamko ya uongo na ya kupotosha.
19020f00d1	Wote wanao pita pembeni mwa barabara wana piga makofi kwako. Wanaguna na kutikisa vichwa vyao dhidi ya binti wa Yerusalemu na kusema, “Huu ndio mji walio uita 'Ukamilifu wa uzuri,' 'Furaha ya Dunia Yote'?”
19021000a3	Maadui zako wote walifungua vinywa vyao na kukudhihaki. Walizomea na kusaga meno na kusema, “Tumemmeza yeye! Hii ni siku tulio subiri! Tumeishi kuweza kuiona!”
190211009d	Yahweh amefanya alivyo panga kufanya. Ametimiza neno lake. Amekupindua bila huruma, kwa kuwa amemruhusu adui kukusherehekea; amenyanyua pembe za maadui zako.
190212009e	Mioyo yao ikamlilia Bwana, kuta za binti wa Sayuni! Fanya machozi yako kutiririka chini kama mto usiku na mchana. Usijipatie hauweni, macho yako bila hauweni.
19021300c6	Nyanyuka, lia usiku, mwanzo usiku wa manane! Mwaga moyo wako kama maji mbele za uso wa Bwana. Nyoosha juu mikono yako kwa ajili ya uzima wa watoto wako wanao zimia kwa njaa kwenye njia ya kila mtaa.
190214009f	Ona, Yahweh, na ukumbuke hao ulio watende haya. Wanawake wale tunda la uzazi wao, watoto walio wajali? Makuhani na manabii wa chinjwe sehemu takatifu ya Bwana?
19021500a0	Wote wadogo kwa wakubwa wana keti kwenye udongo wa mitaa. Wanawake wangu wadogo na wanaume wangu wadogo wameanguaka kwa upanga; umewachinja pasipo kuwa hurumia.
19021600ba	Umeitisha, kama ungewaita watu katika siku ya maakuli, hofu yangu kila sehemu, katika siku ya hasira ya Yahweh hakuna aliye toroka; hao niliyo wajali na kuwakuza, adui wangu amewaharibu.
1903010047	Mimi ni mwanaume nilyeona maangaiko chini ya gongo la hasira ya Yahweh.
1903020045	Amenifukuza na kunisababisha kutembea kwenye giza kuliko kwenye nuru.
1903030042	Hakika amenigeuzia mkono wake dhidi yangu tena na tena, siku yote.
1903040043	Amefanya mwili wangu na ngozi yangu kufifia; amevunja mifupa yangu.
190305004a	Amejenga vifusi vya udogo dhidi yangu, na kunizingira na uchungu na ugumu.
190306003c	Amefanya ni ishi sehemu za giza, kama hao walio kufa zamani.
190307004e	Amejenga ukuta kunizunguka na siwezi kutoroka. Amefanya minyororo yangu mizito
1903080039	na japo nina ita na kulilia msaada, anazima maombi yangu.
190309004c	Ameziba njia yangu kwa ukuta wa mawe ya kuchonga; amefanya njia yangu mbaya.
19030a0040	Yeye ni kama dubu anasubiri kunishambulia, simba katika maficho;
19030b002e	amegeuza pembeni njia zangu, amenifanya ukiwa.
19030c0044	Amepindisha upinde wake na kunifanya mimi kama lengo la mshale wake.
19030d002f	Ametoboa maini yangu kwa mishale ya mfuko wake.
19030e004e	Nilikuwa kichekesho kwa watu wangu wote, kielelezo cha dhihaka yao siku nzima.
19030f003c	Amenijaza kwa uchungu na kunilazimisha kunywa maji machungu.
190310003e	Alivunja meno yangu na kokoto; amenisukuma chini kwenye fumbi.
1903110036	Nafsi yangu imenyimwa amani; nimesahau furaha ni nini.
1903120053	Hivyo na sema, “Ustahimilivu wangu umeangamia na pia tumaini langu kwa Yahweh.”
1903130043	Kumbuka mateso yangu na kuangaika kwangu, maji machungu na uchungu.
190314002f	Ninaendelea kukumbuka na nimeinama ndani yangu.
190315003b	Lakini ni vuta hili akilini mwangu na hivyo nina matumaini:
1903160039	Upendo dhabiti wa Yahweh haukomi na huruma zake haziishi,
190317002d	ni mpya kila asubui; uaminifu wako ni mkubwa.
190318003c	“Yahweh ni urithi wangu,” Nilisema, hivyo nitamtumainia.
1903190036	Yahweh ni mwema kwao wanao msubiri, kwa anaye mtafuta.
19031a0032	Ni vizuri kusubiri taratibu kwa uwokovu wa Yahweh.
19031b002b	Ni vizuri kwa mtu kubeba nira katika ujana.
19031c0042	Acha aketi peke yake katika utulivu, inapo kuwa imewekwa juu yake.
19031d0044	Acha aeke mdomo wake kwenye vumbi - kunaweza bado kuwa na matumaini.
19031e0043	Acha atoa shavu lake kwa yeye anaye mpiga, na ajazwe tele kwa aibu.
19031f0022	Kwa kuwa Bwana hatatukataa milele,
1903200059	lakini japo anatia uzuni, ata kuwa na huruma kwa kadiri ya mwingi wa upendo wake dhabiti.
1903210044	Kwa kuwa haadhibu kutoka moyoni mwake au kutesa watoto wa mwanadamu.
190322002f	Kukanyaga chini ya mguu wafungwa wote wa dunia,
190323002e	kumnyima haki mtu mbele ya uwepo wa Aliye Juu,
1903240038	mkunyima haki mtu - Bwana hataidhinisha vitu kama hivyo!
190325003b	Ni nani aliye zungumza na ikatimia, kama sio Bwana kutamka?
190326003c	Sio kutoka mdomoni mwa Aliye Juu majanga na mazuri yanakuja?
1903270057	Mtu aliye hai anawezaje kulalamika? Mtu anawezaje kulalamika kwa adhabu ya dhambi zake?
190328003b	Natujichunguze njia zetu na kuzijaribu, na tumrudie Yahweh.
190329003b	Na tunyanyue mioyo yetu na mikono yetu kwa Yahweh mbinguni:
19032a0026	“Tumekosea na kuasi, na haujasamehe.
19032b003b	Umejifunika na hasira na kutukimbiza, umeua na haujanusuru.
19032c0041	Umejifunika na wingu ili kwamba kusiwe na ombi linaloweza kupita.
19032d0034	Umetufanya kama uchafu na taka miongoni mwa mataifa.
19032e001d	Maadui wetu wote wametulaani,
19032f0030	wasiwasi na shimo limetujia, maafa na uharibifu.
1903300048	Macho yangu yanatiririka na miferiji ya machozi kwasababu ya watu wangu.
190331003a	Macho yangu yatatoa machozi pasipo kikomo; pasipo hauweni,
190332003c	mpaka atakapo tazama chini na Yahweh ataona kutoka mbinguni.
1903330047	Macho yangu yana ni sababishia uzuni kwasababu ya mabinti wa mji wangu.
190334004d	Nimewindwa kama ndege hao walio kuwa maadui zangu; wameniwinda pasipo sababu.
190335002c	Wamenitupa kwenye shimo na wakanitupia jiwe,
190336004b	na maji yaka mwagika juu ya kichwa changu. Nilisema, “Nimekatwa mbali!”
1903370032	Nililiita jna lako, Yahweh, kutoka kina cha shimo.
190338006e	Ulisikia sauti yangu. Ulisikia sauti yangu nilipo sema, “Usifunge sikio lako kwa kilio changu cha msaada.”
190339003a	Ulikuja karibu siku niliyo kuiita; ulisema, “Usiogope”
19033a0031	Bwana, ulitetea kesi yangu, uliokoa maisha yangu!
19033b003a	Yahweh, umeona mabaya waliyo ni fanyia, hukumu kesi yangu.
19033c0031	Umeona matusi yao, mipango yao yote dhidi yangu -
19033d0036	Umesikia dhihaka yao, Yahweh, na mipango yao kunihusu.
19033e005a	Midomo ya hao wanao inuka kinyume changu, na mashtaka yao, inakuja dhidi yangu siku nzima.
19033f0043	Ngalia jinsi wanavyo keti na kuinuka; wana nidhihaki na nyimbo zao.
190340002d	Walipize, Yahweh, kwa kadiri ya waliyo fanya.
1903410037	Utaacha mioyo yao bila lawama! Hukumu yako iwe juu yao!
1903420040	Una wakimbiza kwa hasira na kuwaharibu nchini ya mbingu, Yahweh!
190401006b	Dhahabu imechakaa; jinsi gani dhahabu safi imebadilika! Mawe matakatifu yamezagaa katika kila njia ya mtaa.
1904020098	Wana wa dhamani wa Sayuni walikuwa na dhamani ya uzito wa dhahabu safi, lakini sasa hawana dhamani zaidi ya majagi ya udogo, kazi ya mikono ya mfinyazi!
1904030085	Ata mbwa wa mitaani wanatoa maziwa yao kuwanyonyesha watoto wao, lakini binti wa watu wangu amekuwa katili, kama mbuni katika jangwa.
1904040079	Ulimi wa mtoto mchanga anaye nyonya unagota juu mdomo wake kwa kiu; watoto wanaomba chakula, lakini hakuna kwa ajili yao.
1904050090	Wao walizoea kula chakula cha gharama sasa wana shinda njaa mitaani; wao walio lelewa kwa kuvaa nguo za zambarau, sasa wamelala katika majalala.
1904060080	Hukumu ya binti wa watu wangu ni kubwa kuliko hiyo ya Sodoma, na ilipinduliwa kwa dakika na hakuna aliye yanyua mkono kumsaidia.
190407008d	Viongozi wake walikuwa wasafi kuliko theluji, weupe kuliko maziwa; miili yao ilikuwa imara kuliko jiwe, mwili wao ulikuwa kama yakuti samawi.
190408007d	Muonekano wao umekuwa mweusi kama giza; hawatambuliki mitaani. Ngozi zao zimesinya kwenye mifupa yao; imekuwa kavu kama kuni.
190409008c	Hao walio uawa kwa upanga walikuwa na furaha zaidi kuliko hao walio kufa kwa njaa, walio potea, wakatobolewa kwa ukosefu wa mavuno shambani.
19040a0088	Mikono ya wanawake wenye huruma imewachemsha watoto wao; wamekuwa chakula chao wakati ambapo binti wa watu wangu alipo kuwa akiharibiwa.
19040b006e	Yahweh alionyesha gadhabu yake yote; alimwaga hasira yake kali. Aliwasha moto Sayuni uliteketeza misingi yake.
19040c0079	Wafalme wa dunia hawaku amini, wala wakazi wa dunia, kwamba maadui au wapinzani waliweza kuingia malangoni ya Yerusalemu.
19040d0070	Haya yalitokea kwasababu ya dhambi za manabii na na maasi ya makuhani walio mwaga damu ya wenye haki mbele zake.
19040e0076	Walitanga, kwa upofu, mitaani. Walikuwa wamejitia unajisi kwa damu hiyo ambapo hakuna aliye ruhusiwa kushika nguo zao.
19040f00b0	“Kaa mbali! Wewe mnajisi!” Watu waliwapazia sauti. “Kaa mbali! Kaa mbali! Usiguse!” Hivyo wakatanga; watu walisema miongoni mwa mataifa, “Hawawezi kukaa hapa tena.”
190410006e	Yahweh mwenyewe akawatawanyisha; hawatazami tena. Hawa waheshimu makuhani, na hawaonyeshi upendeleo kwa wazee.
1904110073	Macho yetu yalikwama, yakitazama bure kwa msaada; kutoka minara yetu ya ulinzi tulitazama taifa lisilo weza tuokoa.
1904120083	Walifuata hatua zetu, hatukuweza kutembea mitaani mwetu. Mwisho wetu ulikuwa karibu na siku zetu zilihesabiwa, mwisho wetu ulifika.
1904130068	Walio tukimbiza walikuwa wepesi kuliko tai wa aangani. Walitukimbiza kwenye milima na kutuwinda nyikani.
19041400a9	Pumzi katika pua zetu - mpakwa mafuta wa Yahweh - ndiye aliye kamatwa katika shimo; ambaye ndiye aliye semewa, “Chini ya kivuli chake tutaishi miongoni mwa mataifa.”
1904150080	Shangilia na ufurahi, binti wa Edomu, wewe unaye ishi nchi ya Uzi. Lakini kwako pia kikombe kitapitishwa; utalewa na kuvua nguo.
1904160080	Binti wa Sayuni, hukumu yako itafika mwisho, hataongeza mateka yako lakini binti wa Edomu, ata muhadhibu; ata funua dhambi zako.
1905010032	Kumbuka, Yahweh, yaliyo tutokea na uone aibu yetu.
190502003a	Urithi wetu umegeuziwa kwa wageni; nyumba zetu kwa wageni.
1905030038	Tumekuwa yatima, bila baba, na mama zetu ni kama wajane.
190504004d	Lazima tulipe fedha kwa maji tunayo kunywa, na tulipe fedha kupata mbao zetu.
1905050050	Hao wanakuja kwetu wamekaribia nyuma yetu; tumechoka na hatuwezi pata mapumziko.
190506003e	Tumejitoa kwa Misri na kwa Assiria tupate chakula cha kutosha.
1905070043	Baba zetu walifanya dhambi, na hawapo tena, na tumebeba dhambi zao.
190508003a	Watumwa walitutawala, na hakuna wa kutuokoa na mikono yao.
1905090051	Tunapata mkate wetu pale tunapo hatarisha maisha, kwasababu ya upanga wa nyikani.
19050a0040	Ngozi zetu zimekuwa na moto kama jiko kwasababu ya joto la njaa.
19050b0039	Wanawake wanabakwa Sayuni, na mabikra katika mji wa Yuda.
19050c0056	Watoto wa mfalme wamenyongwa na mikono yao, na hakuna heshima inayoonyeshwa kwa wazee.
19050d0072	Wanaume vijana wanalizimishwa kusaga mbegu kwa jiwe la kusagia, na wavulana wanajikwa chini ya vifurushi vya kuni.
19050e0037	Wazee wameacha lango la mji, na vijana wameacha miziki.
19050f0038	Furaha ya moyo imekoma na kucheza kwetu kumegeuka kilio.
1905100044	Taji limeanguka kichwani mwetu; ole wetu, kwa kuwa tumetenda dhambi!
1905110060	Kwa kuwa moyo wetu umekuwa unaumwa, na machozi yetu ya fifia, kwa vitu hivi macho yetu yanafifia
