0100000008	Kejadian
0e121e007c	Pada waktu itu para panglima pasukan kereta perang Siria telah diperintahkan oleh rajanya untuk menyerang hanya raja Israel.
0e121f00d5	Jadi, ketika mereka melihat Raja Yosafat, mereka semua menyangka ia raja Israel. Karena itu mereka menyerang dia. Tetapi Yosafat berteriak, lalu TUHAN Allah menolong dia, dan membelokkan serangan itu ke arah lain.
0e12200076	Ketika para panglima pasukan kereta perang Siria menyadari bahwa itu bukan raja Israel, mereka berhenti menyerang dia.
0e12210128	Secara kebetulan seorang prajurit Siria melepaskan anak panahnya tanpa mengarahkannya ke sasaran tertentu. Tetapi anak panah itu mengenai Ahab dan menembus baju perangnya pada bagian sambungannya. "Aku kena!" seru Ahab kepada pengemudi keretanya, "Putar dan bawalah aku ke luar dari pertempuran!"
0e122200a3	Tapi karena pertempuran masih berkobar, Raja Ahab tetap berdiri sambil ditopang dalam keretanya menghadap tentara Siria. Pada waktu matahari terbenam ia meninggal.
0e1301004d	Setelah Yosafat raja Yehuda kembali dengan selamat di istananya di Yerusalem,
0e130200e6	seorang nabi bernama Yehu anak Hanani datang menghadap raja. Kata nabi itu kepadanya, "Patutkah Baginda membantu orang jahat dan memihak pada orang yang membenci TUHAN? Perbuatan Baginda itu menyebabkan TUHAN marah kepada Baginda.
0e130300be	Meskipun begitu ada juga yang baik pada Baginda. Baginda telah menyingkirkan semua patung Dewi Asyera yang disembah rakyat dan Baginda telah pula berusaha untuk hidup menurut kemauan Allah."
0e130400a8	Raja Yosafat bertempat tinggal di Yerusalem. Tetapi ia sering mengunjungi rakyat di seluruh negeri untuk menganjurkan mereka kembali kepada TUHAN, Allah leluhur mereka.
0e1305003e	Di setiap kota berbenteng di Yehuda ia mengangkat hakim-hakim,
0e130600c4	dan memberikan perintah ini kepada mereka, "Bertindaklah bijaksana, karena kamu menghakimi bukan atas nama manusia, melainkan atas nama TUHAN. Ia mengawasi kamu pada waktu kamu memutuskan perkara.
0e130700a9	Kamu harus takut kepada TUHAN, dan bertindak hati-hati, sebab TUHAN Allah kita membenci orang yang berbuat curang, yang bertindak berat sebelah atau yang menerima suap."
0e130800e1	Juga di Yerusalem, Yosafat mengangkat hakim-hakim dari kalangan orang-orang Lewi, imam-imam, dan tokoh-tokoh rakyat. Mereka harus memutuskan perkara-perkara yang menyangkut pelanggaran Hukum TUHAN dan perkara-perkara lainnya.
0e130900a3	Kepada hakim-hakim itu Yosafat memberi perintah ini, "Jalankanlah tugasmu dengan takwa kepada TUHAN. Turutilah perintah-Nya dalam segala sesuatu yang kamu lakukan.
0e130a0159	Apabila rekan-rekanmu dari kota lain mengajukan kepadamu suatu perkara pembunuhan, pelanggaran hukum atau pelanggaran undang-undang, hendaklah kamu memberi petunjuk kepada mereka. Dengan begitu mereka tidak bersalah terhadap TUHAN, dan TUHAN tidak akan marah kepadamu maupun kepada mereka. Lakukanlah perintah ini, maka kamu tidak akan bersalah.
0e130b0191	Imam Agung Amarya kuberi kekuasaan tertinggi atas segala perkara yang menyangkut hukum-hukum agama. Zebaja anak Ismael, yaitu gubernur Yehuda, kuberi kekuasaan tertinggi atas segala perkara lain. Orang-orang Lewi bertanggung jawab menjaga agar keputusan-keputusan pengadilan dilaksanakan. Ikutilah petunjuk-petunjuk ini dan bertindaklah dengan tegas. Semoga TUHAN mendampingi orang yang berlaku adil!"
0e14010072	Beberapa waktu kemudian tentara Moab dan Amon, bersama-sama dengan sekutu mereka tentara Meunim, menyerang Yehuda.
0e140200ea	Maka datanglah orang membawa berita ini kepada Raja Yosafat, "Banyak sekali tentara Edom telah datang dari seberang Laut Mati untuk menyerbu Baginda. Mereka sudah merebut Hazezon-Tamar." (Hazezon-Tamar adalah nama lain untuk En-Gedi.)
0e14030079	Yosafat menjadi takut lalu ia berdoa minta petunjuk dari TUHAN. Kemudian ia memerintahkan supaya seluruh rakyat berpuasa.
0e14040054	Dari setiap kota di Yehuda orang pergi ke Yerusalem untuk minta tolong kepada TUHAN.
0e14050084	Mereka bersama-sama dengan penduduk Yerusalem berkumpul di pelataran yang baru di Rumah TUHAN. Raja Yosafat berdiri di depan mereka,
0e140600bf	dan berdoa dengan suara keras, "Ya TUHAN, Allah leluhur kami! Engkau Allah di surga dan memerintah atas semua bangsa di bumi. Engkau berkuasa dan kuat; tak seorang pun sanggup melawan Engkau.
0e14070104	Engkaulah Allah kami. Ketika umat-Mu, bangsa Israel, datang ke negeri ini, Engkau mengusir orang-orang yang pada waktu itu tinggal di sini. Lalu Engkau memberikan negeri ini kepada keturunan Abraham, sahabat-Mu, untuk menjadi tanah milik mereka selama-lamanya.
0e1408005d	Mereka telah tinggal di sini dan mendirikan sebuah rumah tempat menyembah Engkau. Mereka tahu
0e1409012c	bahwa kalau mereka mendapat hukuman karena dosa-dosa mereka, dan mereka ditimpa peperangan, wabah penyakit, atau kelaparan, mereka dapat datang kepada-Mu dan berdiri di depan rumah ibadat ini. Di dalam kesukaran mereka, mereka dapat berdoa kepada-Mu, dan Engkau akan mendengarkan dan menolong mereka.
0e140a0101	Sekarang bangsa Amon, Moab dan Edom menyerang kami. Ketika leluhur kami datang dari Mesir, Engkau tidak mengizinkan mereka menduduki negeri bangsa-bangsa itu. Maka leluhur kami mengambil jalan keliling dan tidak menghancurkan bangsa Amon, Moab dan Edom itu.
0e140b007d	Sekarang, beginilah tindakan bangsa-bangsa itu kepada kami. Mereka mau mengusir kami dari negeri yang Kauberikan kepada kami.
0e140c00d1	Engkaulah Allah kami! Hukumlah mereka, karena kami ini tak berdaya menghadapi tentara yang banyak itu, yang mau menyerang kami. Kami tidak tahu harus berbuat apa, sebab itu kami datang kepada-Mu minta tolong."
0e140d006c	Sementara itu semua orang laki-laki Yehuda bersama dengan istri dan anak-anak mereka berdiri di Rumah TUHAN.
0e140e00bd	Di tengah-tengah orang banyak itu ada seorang Lewi bernama Yahaziel. Ia anak Zakharia dari kaum Asaf dalam garis keturunan Benaya, Yeiel, Matanya. Pada saat itu Yahaziel dikuasai Roh TUHAN,
0e140f00d6	dan ia berkata, "Paduka Yang Mulia serta Saudara-saudara sekalian. TUHAN berkata bahwa kalian tidak boleh putus asa atau takut menghadapi tentara yang banyak itu. Sebab yang bertempur bukan kalian, melainkan Allah.
0e141000a8	Besok pada waktu mereka naik melalui jalan menanjak di Zis, seranglah mereka. Kalian akan berhadapan dengan mereka pada ujung lembah di depan padang gurun dekat Yeruel.
0e14110132	Kalian tidak perlu bertempur dalam perang ini. Pergilah ke tempat yang telah ditentukan bagimu dan tunggu saja di situ. Kalian akan melihat TUHAN memberikan kemenangan kepada kalian. Hai penduduk Yehuda dan Yerusalem, janganlah cemas atau takut. Masukilah saja pertempuran itu, TUHAN akan menolong kalian!"
0e14120057	Maka sujudlah Raja Yosafat. Seluruh rakyat turut juga dengan dia sujud menyembah TUHAN.
0e14130061	Lalu orang-orang Lewi dari kaum Kehat dan Korah berdiri, dan bersorak memuji TUHAN, Allah Israel.
0e14140147	Keesokan harinya pagi-pagi benar, rakyat keluar dan pergi ke daerah padang gurun dekat Tekoa. Ketika mereka hendak berangkat, Yosafat memberikan pesan ini kepada mereka, "Rakyat Yehuda dan Yerusalem! Percayalah kepada TUHAN Allahmu, maka kamu akan sanggup bertahan. Terimalah nasihat dari nabi-nabimu, maka kamu akan berhasil!"
0e14150113	Setelah berunding dengan rakyat, raja menyuruh paduan suara memakai pakaian seragam yang biasanya dipakai pada upacara-upacara khusus dalam agama. Paduan suara itu harus berbaris dengan semarak di depan barisan tentara sambil menyanyi, "Pujilah TUHAN! Kasih-Nya kekal abadi!"
0e14160085	Pada waktu paduan suara itu mulai bersorak menyanyi, TUHAN mengadakan kekacauan di tengah-tengah tentara musuh yang sedang menyerang.
0e1417008c	Tentara Amon dan Moab menyerang tentara Edom dan menghancurkannya sama sekali. Kemudian mereka balik menyerang satu sama lain dengan sengit.
0e141800c4	Ketika tentara Yehuda sampai pada menara jaga di padang gurun dan mengamati tempat musuh, mereka melihat mayat-mayat musuh berserakan di tanah. Tidak seorang pun dari tentara musuh itu yang hidup.
0e1419011b	Maka Yosafat bersama anak buahnya pergi merampas barang-barang musuh. Mereka menemukan banyak ternak, perlengkapan, pakaian, dan barang-barang berharga lainnya. Sesudah mengumpulkan barang-barang itu tiga hari lamanya, masih banyak barang-barang lain, sehingga terpaksa ditinggalkan.
0e141a0099	Pada hari keempat mereka semua berkumpul di Lembah Pujian dan memuji TUHAN atas semua yang telah dilakukan-Nya. Itu sebabnya lembah itu disebut "Pujian".
0e141b0076	Lalu Yosafat memimpin seluruh pasukan pulang ke Yerusalem dengan sukacita karena TUHAN sudah mengalahkan musuh mereka.
0e141c0050	Ketika tiba di kota, mereka berbaris ke Rumah TUHAN diiringi kecapi dan trompet.
0e141d0060	Semua negara lain menjadi takut ketika mendengar bagaimana TUHAN mengalahkan musuh-musuh Israel.
0e141e0070	Itu sebabnya Yosafat memerintah dengan tenteram, dan TUHAN memberikan kepadanya keadaan damai di seluruh negeri.
0e141f007f	Yosafat menjadi raja Yehuda pada usia 35 tahun, dan ia memerintah di Yerusalem 25 tahun lamanya. Ibunya ialah Azuba anak Silhi.
0e14200048	Seperti Asa ayahnya, Yosafat melakukan yang baik pada pemandangan TUHAN.
0e1421008b	Tetapi tempat-tempat penyembahan berhala tidak dihancurkannya. Rakyat belum juga dengan sepenuh hati beribadat kepada Allah leluhur mereka.
0e142200a8	Kisah lainnya mengenai Yosafat, dari permulaan sampai akhir pemerintahannya, dicatat dalam Riwayat Yehu Anak Hanani, yang tercantum dalam buku Sejarah Raja-raja Israel.
0e14230081	Pada suatu waktu Yosafat raja Yehuda mengadakan hubungan persahabatan dengan Ahazia raja Israel, yang melakukan banyak kejahatan.
0e1424004d	Di pelabuhan Ezion-Geber mereka membuat kapal-kapal untuk berlayar ke Tarsis.
0e14250122	Tetapi Nabi Eliezer anak Dodawa dari kota Maresa memberi peringatan kepada Yosafat, katanya, "Karena Baginda mengadakan hubungan persahabatan dengan Ahazia, TUHAN akan menghancurkan pekerjaan Baginda." Maka hancurlah kapal-kapal yang telah dibuatnya sehingga tak dapat berlayar sama sekali.
0e15010071	Yosafat meninggal dan dimakamkan di makam raja-raja di Kota Daud. Yehoram putranya menjadi raja menggantikan dia.
0e1502007e	Yehoram putra Yosafat, raja Yehuda, mempunyai enam saudara laki-laki: Azarya, Yehiel, Zakharia, Azariahu, Mikhail, dan Sefaca.
0e150300f3	Mereka mendapat banyak emas, perak dan barang-barang berharga lain dari ayah mereka, dan masing-masing diberi juga satu kota berbenteng di Yehuda. Tetapi karena Yehoram putra yang sulung, dialah yang ditentukan oleh Yosafat untuk menjadi raja.
0e1504008c	Ketika Yehoram merasa kedudukannya sebagai raja sudah kuat, ia menyuruh membunuh semua saudara-saudaranya, dan juga beberapa pejabat tinggi.
0e15050057	Yehoram menjadi raja pada usia 32 tahun, dan ia memerintah di Yerusalem selama 8 tahun.
0e15060092	Ia mengikuti cara hidup Raja Ahab dan raja-raja Israel lainnya, karena ia kawin dengan salah seorang anak perempuan Ahab. Ia berdosa kepada TUHAN,
0e15070081	tetapi TUHAN tidak mau membinasakan raja dari keturunan Daud karena Ia sudah berjanji bahwa keturunan Daud akan tetap memerintah.
0e1508005c	Dalam pemerintahan Yehoram, Edom memberontak terhadap Yehuda dan membentuk kerajaan sendiri.
0e150900be	Karena itu Yehoram dan para panglimanya keluar dengan kereta-kereta perangnya lalu menyerang Edom. Ia dikepung pasukan Edom, tapi malamnya mereka menerobos kepungan musuh dan melarikan diri.
0e150a00b9	Sejak itu Edom tidak tunduk lagi kepada Yehuda. Pada masa itu juga kota Libna pun memberontak. Semua itu terjadi karena Yehoram telah meninggalkan TUHAN, Allah yang disembah leluhurnya.
0e150b0095	Ia bahkan mendirikan tempat-tempat penyembahan berhala di daerah pegunungan Yehuda, dan menyebabkan rakyat Yehuda dan Yerusalem berdosa kepada TUHAN.
0e150c00de	Lalu Yehoram mendapat sepucuk surat yang ditulis oleh Nabi Elia ketika ia masih hidup. Begini bunyi surat itu, "TUHAN, Allah yang disembah Daud, menghukum Baginda sebab Baginda tidak mengikuti jejak ayah dan kakek Baginda.
0e150d0110	Sebaliknya, Baginda hidup seperti raja-raja Israel, dan menyebabkan rakyat Yehuda dan Yerusalem tidak setia kepada Allah. Baginda berbuat seperti Raja Ahab dan pengganti-penggantinya. Baginda bahkan membunuh saudara-saudara Baginda, padahal mereka lebih baik dari Baginda.
0e150e0083	Hukuman yang berat dari TUHAN akan menimpa rakyat, anak-anak serta istri-istri Baginda, dan membinasakan semua harta milik Baginda.
0e150f004e	Baginda sendiri pun akan menderita penyakit usus yang makin hari makin parah!"
0e151000af	Pada waktu itu ada orang Filistin dan orang Arab yang tinggal di dekat pemukiman orang Sudan di daerah pantai. TUHAN menggerakkan hati orang-orang itu untuk memerangi Yehoram.
0e15110091	Mereka menyerang Yehuda, menjarahi istana raja, lalu membawa pergi semua anak istri Yehoram sebagai tawanan, kecuali Ahazia putranya yang bungsu.
0e1512005f	Setelah semua kejadian itu, TUHAN menghukum Yehoram dengan penyakit usus yang tak dapat sembuh.
0e151300e1	Selama hampir dua tahun penyakit itu semakin parah sampai akhirnya dengan sangat menderita ia meninggal. Rakyatnya tidak menyalakan api unggun sebagai pernyataan belasungkawa seperti yang mereka lakukan untuk nenek moyangnya.
0e151400ca	Tidak seorang pun menyesali kematiannya. Ia dikuburkan di Kota Daud, tetapi tidak di dalam makam raja-raja. Ketika menjadi raja, Yehoram berumur 32 tahun, dan ia memerintah di Yerusalem 8 tahun lamanya.
0e160100c1	Dalam suatu penyerbuan oleh segerombolan orang Arab, semua putra Yehoram, kecuali Ahazia yang bungsu terbunuh. Karena itu penduduk Yerusalem mengangkat Ahazia menjadi raja menggantikan ayahnya.
0e160200ff	Ahazia menjadi raja pada usia 22 tahun, dan ia memerintah di Yerusalem selama satu tahun. Ahazia juga hidup seperti keluarga Raja Ahab, karena Atalya ibunya menasihatkan dia untuk melakukan yang jahat. Atalya adalah putri Raja Ahab, cucu Omri raja Israel.
0e160400aa	Ahazia berdosa kepada TUHAN seperti keluarga Ahab, karena merekalah yang menjadi penasihatnya setelah ayahnya meninggal. Penasihat-penasihat itulah yang mencelakakan dia.
0e160500b4	Atas nasihat mereka, ia bergabung dengan Yoram raja Israel untuk berperang melawan Hazael raja Siria. Mereka bertempur di Ramot, daerah Gilead. Yoram terluka dalam pertempuran itu,
0e16060055	lalu ia kembali ke kota Yizreel untuk dirawat, dan Ahazia pergi menengok dia di sana.
0e16070102	Allah telah menentukan bahwa Ahazia akan menemui ajalnya ketika ia mengunjungi Yoram. Pada kunjungan itu Ahazia dan Yoram mendapat perlawanan dari seorang laki-laki bernama Yehu anak Nimsi, yang telah dipilih oleh TUHAN untuk membinasakan keluarga Raja Ahab.
0e160800d6	Sementara Yehu melaksanakan hukuman TUHAN atas keluarga itu, ia bertemu dengan segerombolan pembesar-pembesar Yehuda dan kemanakan-kemanakan Ahazia yang ikut dalam perkunjungan itu. Maka Yehu membunuh mereka semua.
0e16090173	Kemudian ia menyuruh orang mencari Ahazia yang pada waktu itu sedang bersembunyi di Samaria. Setelah Ahazia ditemukan, ia dibawa kepada Yehu lalu dibunuh. Meskipun begitu ia dikuburkan juga oleh mereka karena mereka menghormati Raja Yosafat, kakeknya yang mengabdi kepada TUHAN dengan sepenuh hati. Dari keluarga Ahazia tidak ada yang sanggup mengambil alih pemerintahan.
0e160a007f	Ketika Atalya mengetahui bahwa Raja Ahazia anaknya sudah mati, ia memerintahkan supaya seluruh keluarga raja di Yehuda dibunuh.
0e160b018a	Ahazia mempunyai seorang saudara perempuan bernama Yoseba yang kawin dengan seorang imam bernama Yoyada. Dengan diam-diam Yoseba mengambil seorang putra Ahazia yang bernama Yoas dari antara anak-anak raja yang hendak dibunuh Atalya. Anak itu bersama pengasuhnya disembunyikannya di dalam sebuah kamar di Rumah TUHAN. Demikianlah Yoseba menyelamatkan anak itu sehingga tidak dibunuh oleh Atalya.
0e160c005e	Enam tahun lamanya Yoas disembunyikan di Rumah TUHAN sementara Atalya memerintah sebagai ratu.
0e170100da	Pada tahun ketujuh Imam Yoyada memutuskan untuk bertindak. Ia mengadakan persepakatan dengan lima perwira, yaitu Azarya anak Yeroham, Ismail anak Yohanan, Azarya anak Obed, Maaseya anak Adaya, dan Elisafat anak Zikhri.
0e17020080	Mereka pergi ke semua kota di Yehuda, dan mengumpulkan orang-orang Lewi dan semua kepala kaum, lalu membawa mereka ke Yerusalem.
0e17030101	Mereka berkumpul di Rumah TUHAN, dan membuat perjanjian dengan Yoas, putra raja itu. Yoyada berkata kepada mereka, "Inilah putra mendiang Raja Ahazia! Ia sekarang harus naik takhta, sebab TUHAN sudah berjanji bahwa keturunan Raja Daud akan tetap memerintah.
0e170400ca	Inilah yang harus kita lakukan: Apabila para imam dan orang Lewi selesai bertugas pada hari Sabat, mereka tidak boleh pulang. Sepertiga dari mereka harus ikut menjaga di pintu-pintu gerbang Rumah TUHAN,
0e1705007c	sepertiga lagi di istana raja, dan selebihnya di Pintu Gerbang Dasar. Seluruh rakyat harus berkumpul di halaman Rumah TUHAN.
0e170600f1	Tidak seorang pun boleh memasuki gedung Rumah TUHAN kecuali para imam dan orang Lewi yang sedang bertugas. Mereka boleh masuk sebab mereka sudah dikhususkan untuk TUHAN. Orang-orang lain harus taat kepada peraturan TUHAN dan tinggal di luar.
0e170700a5	Orang-orang Lewi harus berdiri di sekeliling raja dengan pedang terhunus, dan mengawal dia ke mana pun ia pergi. Siapa berusaha memasuki Rumah TUHAN, harus dibunuh."
0e170800fd	Perintah Yoyada itu dilaksanakan oleh orang-orang Lewi dan rakyat Yehuda. Orang-orang yang lepas tugas pada hari Sabat tidak dibolehkan pulang. Jadi para perwira dapat mengerahkan baik orang-orang yang lepas tugas maupun yang baru datang untuk bertugas.
0e1709006a	Kepada para perwira itu Yoyada membagikan tombak dan perisai milik Raja Daud yang disimpan di Rumah TUHAN.
0e170a0075	Yoyada juga menempatkan orang-orang dengan pedang terhunus di seputar bagian depan Rumah TUHAN untuk melindungi raja.
0e170b0121	Sesudah itu Yoyada membawa Yoas keluar, lalu meletakkan mahkota di kepalanya, dan menyerahkan kepadanya buku Hukum Allah. Demikianlah Yoas diangkat menjadi raja. Kemudian Imam Yoyada dengan anak-anaknya menuangkan minyak upacara penobatan pada Yoas, lalu semua orang berseru, "Hidup raja!"
0e170c007a	Atalya mendengar rakyat bersorak mengelu-elukan raja. Cepat-cepat ia pergi ke Rumah TUHAN di mana orang banyak berkerumun.
0e170d016f	Ia melihat raja yang baru itu berdiri di pintu masuk Rumah TUHAN, di mana ia dinobatkan, dikelilingi oleh perwira-perwira dan peniup trompet. Seluruh rakyat bersorak gembira sambil trompet dibunyikan, dan para pemain musik di Rumah TUHAN memeriahkan perayaan itu dengan alat-alat musik mereka. Dengan cemas Atalya merobek pakaiannya dan berteriak, "Khianat! Khianat!"
0e170e00ca	Yoyada tidak mengizinkan Atalya dibunuh di sekitar Rumah TUHAN, jadi ia berkata kepada para perwira, "Bawalah dia ke luar melalui barisan pengawal, dan bunuh siapa saja yang berusaha menyelamatkan dia."
