0100000008	Kejadian
3e050c0067	Barangsiapa memiliki Anak, ia memiliki hidup; barangsiapa tidak memiliki Anak, ia tidak memiliki hidup.
3e050d0081	Semuanya itu kutuliskan kepada kamu, supaya kamu yang percaya kepada nama Anak Allah, tahu, bahwa kamu memiliki hidup yang kekal.
3e050e0091	Dan inilah keberanian percaya kita kepada-Nya, yaitu bahwa Ia mengabulkan doa kita, jikalau kita meminta sesuatu kepada-Nya menurut kehendak-Nya.
3e050f00a7	Dan jikalau kita tahu, bahwa Ia mengabulkan apa saja yang kita minta, maka kita juga tahu, bahwa kita telah memperoleh segala sesuatu yang telah kita minta kepada-Nya.
3e05100138	Kalau ada seorang melihat saudaranya berbuat dosa, yaitu dosa yang tidak mendatangkan maut, hendaklah ia berdoa kepada Allah dan Dia akan memberikan hidup kepadanya, yaitu mereka, yang berbuat dosa yang tidak mendatangkan maut. Ada dosa yang mendatangkan maut: tentang itu tidak kukatakan, bahwa ia harus berdoa.
3e0511004a	Semua kejahatan adalah dosa, tetapi ada dosa yang tidak mendatangkan maut.
3e0512009e	Kita tahu, bahwa setiap orang yang lahir dari Allah, tidak berbuat dosa; tetapi Dia yang lahir dari Allah melindunginya, dan si jahat tidak dapat menjamahnya.
3e0513005a	Kita tahu, bahwa kita berasal dari Allah dan seluruh dunia berada di bawah kuasa si jahat.
3e051400fa	Akan tetapi kita tahu, bahwa Anak Allah telah datang dan telah mengaruniakan pengertian kepada kita, supaya kita mengenal Yang Benar; dan kita ada di dalam Yang Benar, di dalam Anak-Nya Yesus Kristus. Dia adalah Allah yang benar dan hidup yang kekal.
3e05150030	Anak-anakku, waspadalah terhadap segala berhala.
3f00000009	2 Yohanes
3f010100ae	Dari penatua kepada Ibu yang terpilih dan anak-anaknya yang benar-benar aku kasihi. Bukan aku saja yang mengasihi kamu, tetapi juga semua orang yang telah mengenal kebenaran,
3f01020062	oleh karena kebenaran yang tetap di dalam kita dan yang akan menyertai kita sampai selama-lamanya.
3f0103008c	Kasih karunia, rahmat dan damai sejahtera dari Allah Bapa, dan dari Yesus Kristus, Anak Bapa, akan menyertai kita dalam kebenaran dan kasih.
3f0104009a	Aku sangat bersukacita, bahwa aku mendapati, bahwa separuh dari anak-anakmu hidup dalam kebenaran sesuai dengan perintah yang telah kita terima dari Bapa.
3f010500b9	Dan sekarang aku minta kepadamu, Ibu--bukan seolah-olah aku menuliskan perintah baru bagimu, tetapi menurut perintah yang sudah ada pada kita dari mulanya--supaya kita saling mengasihi.
3f010600ba	Dan inilah kasih itu, yaitu bahwa kita harus hidup menurut perintah-Nya. Dan inilah perintah itu, yaitu bahwa kamu harus hidup di dalam kasih, sebagaimana telah kamu dengar dari mulanya.
3f010700ac	Sebab banyak penyesat telah muncul dan pergi ke seluruh dunia, yang tidak mengaku, bahwa Yesus Kristus telah datang sebagai manusia. Itu adalah si penyesat dan antikristus.
3f0108007a	Waspadalah, supaya kamu jangan kehilangan apa yang telah kami kerjakan itu, tetapi supaya kamu mendapat upahmu sepenuhnya.
3f010900bd	Setiap orang yang tidak tinggal di dalam ajaran Kristus, tetapi yang melangkah keluar dari situ, tidak memiliki Allah. Barangsiapa tinggal di dalam ajaran itu, ia memiliki Bapa maupun Anak.
3f010a0094	Jikalau seorang datang kepadamu dan ia tidak membawa ajaran ini, janganlah kamu menerima dia di dalam rumahmu dan janganlah memberi salam kepadanya.
3f010b005c	Sebab barangsiapa memberi salam kepadanya, ia mendapat bagian dalam perbuatannya yang jahat.
3f010c00db	Sungguhpun banyak yang harus kutulis kepadamu, aku tidak mau melakukannya dengan kertas dan tinta, tetapi aku berharap datang sendiri kepadamu dan berbicara berhadapan muka dengan kamu, supaya sempurnalah sukacita kita.
3f010d0039	Salam kepada kamu dari anak-anak saudaramu yang terpilih.
4000000009	3 Yohanes
4001010046	Dari penatua kepada Gayus yang kekasih, yang kukasihi dalam kebenaran.
400102008a	Saudaraku yang kekasih, aku berdoa, semoga engkau baik-baik dan sehat-sehat saja dalam segala sesuatu, sama seperti jiwamu baik-baik saja.
400103009e	Sebab aku sangat bersukacita, ketika beberapa saudara datang dan memberi kesaksian tentang hidupmu dalam kebenaran, sebab memang engkau hidup dalam kebenaran.
4001040068	Bagiku tidak ada sukacita yang lebih besar dari pada mendengar, bahwa anak-anakku hidup dalam kebenaran.
40010500a7	Saudaraku yang kekasih, engkau bertindak sebagai orang percaya, di mana engkau berbuat segala sesuatu untuk saudara-saudara, sekalipun mereka adalah orang-orang asing.
40010600bf	Mereka telah memberi kesaksian di hadapan jemaat tentang kasihmu. Baik benar perbuatanmu, jikalau engkau menolong mereka dalam perjalanan mereka, dengan suatu cara yang berkenan kepada Allah.
4001070079	Sebab karena nama-Nya mereka telah berangkat dengan tidak menerima sesuatupun dari orang-orang yang tidak mengenal Allah.
4001080079	Kita wajib menerima orang-orang yang demikian, supaya kita boleh mengambil bagian dalam pekerjaan mereka untuk kebenaran.
4001090087	Aku telah menulis sedikit kepada jemaat, tetapi Diotrefes yang ingin menjadi orang terkemuka di antara mereka, tidak mau mengakui kami.
40010a017a	Karena itu, apabila aku datang, aku akan meminta perhatian atas segala perbuatan yang telah dilakukannya, sebab ia meleter melontarkan kata-kata yang kasar terhadap kami; dan belum merasa puas dengan itu, ia sendiri bukan saja tidak mau menerima saudara-saudara yang datang, tetapi juga mencegah orang-orang, yang mau menerima mereka dan mengucilkan orang-orang itu dari jemaat.
40010b00bb	Saudaraku yang kekasih, janganlah meniru yang jahat, melainkan yang baik. Barangsiapa berbuat baik, ia berasal dari Allah, tetapi barangsiapa berbuat jahat, ia tidak pernah melihat Allah.
40010c00de	Tentang Demetrius semua orang memberi kesaksian yang baik, malah kebenaran sendiri memberi kesaksian yang demikian. Dan kami juga memberi kesaksian yang baik tentang dia, dan engkau tahu, bahwa kesaksian kami adalah benar.
40010d0067	Banyak hal yang harus kutuliskan kepadamu, tetapi aku tidak mau menulis kepadamu dengan tinta dan pena.
40010e00c1	Aku harap segera berjumpa dengan engkau dan berbicara berhadapan muka. Damai sejahtera menyertai engkau! Salam dari sahabat-sahabatmu. Sampaikanlah salamku kepada sahabat-sahabat satu per satu.
4100000005	Yudas
410101009d	Dari Yudas, hamba Yesus Kristus dan saudara Yakobus, kepada mereka, yang terpanggil, yang dikasihi dalam Allah Bapa, dan yang dipelihara untuk Yesus Kristus.
4101020039	Rahmat, damai sejahtera dan kasih kiranya melimpahi kamu.
410103012d	Saudara-saudaraku yang kekasih, sementara aku bersungguh-sungguh berusaha menulis kepada kamu tentang keselamatan kita bersama, aku merasa terdorong untuk menulis ini kepada kamu dan menasihati kamu, supaya kamu tetap berjuang untuk mempertahankan iman yang telah disampaikan kepada orang-orang kudus.
4101040153	Sebab ternyata ada orang tertentu yang telah masuk menyelusup di tengah-tengah kamu, yaitu orang-orang yang telah lama ditentukan untuk dihukum. Mereka adalah orang-orang yang fasik, yang menyalahgunakan kasih karunia Allah kita untuk melampiaskan hawa nafsu mereka, dan yang menyangkal satu-satunya Penguasa dan Tuhan kita, Yesus Kristus.
41010500e3	Tetapi, sekalipun kamu telah mengetahui semuanya itu dan tidak meragukannya lagi, aku ingin mengingatkan kamu bahwa memang Tuhan menyelamatkan umat-Nya dari tanah Mesir, namun sekali lagi membinasakan mereka yang tidak percaya.
41010600dd	Dan bahwa Ia menahan malaikat-malaikat yang tidak taat pada batas-batas kekuasaan mereka, tetapi yang meninggalkan tempat kediaman mereka, dengan belenggu abadi di dalam dunia kekelaman sampai penghakiman pada hari besar,
41010700e0	sama seperti Sodom dan Gomora dan kota-kota sekitarnya, yang dengan cara yang sama melakukan percabulan dan mengejar kepuasan-kepuasan yang tak wajar, telah menanggung siksaan api kekal sebagai peringatan kepada semua orang.
410108009a	Namun demikian orang-orang yang bermimpi-mimpian ini juga mencemarkan tubuh mereka dan menghina kekuasaan Allah serta menghujat semua yang mulia di sorga.
41010900de	Tetapi penghulu malaikat, Mikhael, ketika dalam suatu perselisihan bertengkar dengan Iblis mengenai mayat Musa, tidak berani menghakimi Iblis itu dengan kata-kata hujatan, tetapi berkata: "Kiranya Tuhan menghardik engkau!"
41010a00cb	Akan tetapi mereka menghujat segala sesuatu yang tidak mereka ketahui dan justru apa yang mereka ketahui dengan nalurinya seperti binatang yang tidak berakal, itulah yang mengakibatkan kebinasaan mereka.
41010b00c6	Celakalah mereka, karena mereka mengikuti jalan yang ditempuh Kain dan karena mereka, oleh sebab upah, menceburkan diri ke dalam kesesatan Bileam, dan mereka binasa karena kedurhakaan seperti Korah.
41010c0151	Mereka inilah noda dalam perjamuan kasihmu, di mana mereka tidak malu-malu melahap dan hanya mementingkan dirinya sendiri; mereka bagaikan awan yang tak berair, yang berlalu ditiup angin; mereka bagaikan pohon-pohon yang dalam musim gugur tidak menghasilkan buah, pohon-pohon yang terbantun dengan akar-akarnya dan yang mati sama sekali.
41010d00ba	Mereka bagaikan ombak laut yang ganas, yang membuihkan keaiban mereka sendiri; mereka bagaikan bintang-bintang yang baginya telah tersedia tempat di dunia kekelaman untuk selama-lamanya.
41010e0091	Juga tentang mereka Henokh, keturunan ketujuh dari Adam, telah bernubuat, katanya: "Sesungguhnya Tuhan datang dengan beribu-ribu orang kudus-Nya,
41010f00e3	hendak menghakimi semua orang dan menjatuhkan hukuman atas orang-orang fasik karena semua perbuatan fasik, yang mereka lakukan dan karena semua kata-kata nista, yang diucapkan orang-orang berdosa yang fasik itu terhadap Tuhan."
41011000de	Mereka itu orang-orang yang menggerutu dan mengeluh tentang nasibnya, hidup menuruti hawa nafsunya, tetapi mulut mereka mengeluarkan perkataan-perkataan yang bukan-bukan dan mereka menjilat orang untuk mendapat keuntungan.
4101110092	Tetapi kamu, saudara-saudaraku yang kekasih, ingatlah akan apa yang dahulu telah dikatakan kepada kamu oleh rasul-rasul Tuhan kita, Yesus Kristus.
4101120096	Sebab mereka telah mengatakan kepada kamu: "Menjelang akhir zaman akan tampil pengejek-pengejek yang akan hidup menuruti hawa nafsu kefasikan mereka."
4101130072	Mereka adalah pemecah belah yang dikuasai hanya oleh keinginan-keinginan dunia ini dan yang hidup tanpa Roh Kudus.
410114008f	Akan tetapi kamu, saudara-saudaraku yang kekasih, bangunlah dirimu sendiri di atas dasar imanmu yang paling suci dan berdoalah dalam Roh Kudus.
4101150079	Peliharalah dirimu demikian dalam kasih Allah sambil menantikan rahmat Tuhan kita, Yesus Kristus, untuk hidup yang kekal.
4101160038	Tunjukkanlah belas kasihan kepada mereka yang ragu-ragu,
41011700de	selamatkanlah mereka dengan jalan merampas mereka dari api. Tetapi tunjukkanlah belas kasihan yang disertai ketakutan kepada orang-orang lain juga, dan bencilah pakaian mereka yang dicemarkan oleh keinginan-keinginan dosa.
4101180096	Bagi Dia, yang berkuasa menjaga supaya jangan kamu tersandung dan yang membawa kamu dengan tak bernoda dan penuh kegembiraan di hadapan kemuliaan-Nya,
41011900bb	Allah yang esa, Juruselamat kita oleh Yesus Kristus, Tuhan kita, bagi Dia adalah kemuliaan, kebesaran, kekuatan dan kuasa sebelum segala abad dan sekarang dan sampai selama-lamanya. Amin.
4200000005	Wahyu
42010100e4	Inilah wahyu Yesus Kristus, yang dikaruniakan Allah kepada-Nya, supaya ditunjukkan-Nya kepada hamba-hamba-Nya apa yang harus segera terjadi. Dan oleh malaikat-Nya yang diutus-Nya, Ia telah menyatakannya kepada hamba-Nya Yohanes.
4201020090	Yohanes telah bersaksi tentang firman Allah dan tentang kesaksian yang diberikan oleh Yesus Kristus, yaitu segala sesuatu yang telah dilihatnya.
42010300a4	Berbahagialah ia yang membacakan dan mereka yang mendengarkan kata-kata nubuat ini, dan yang menuruti apa yang ada tertulis di dalamnya, sebab waktunya sudah dekat.
42010400d9	Dari Yohanes kepada ketujuh jemaat yang di Asia Kecil: Kasih karunia dan damai sejahtera menyertai kamu, dari Dia, yang ada dan yang sudah ada dan yang akan datang, dan dari ketujuh roh yang ada di hadapan takhta-Nya,
42010500dd	dan dari Yesus Kristus, Saksi yang setia, yang pertama bangkit dari antara orang mati dan yang berkuasa atas raja-raja bumi ini. Bagi Dia, yang mengasihi kita dan yang telah melepaskan kita dari dosa kita oleh darah-Nya--
420106009a	dan yang telah membuat kita menjadi suatu kerajaan, menjadi imam-imam bagi Allah, Bapa-Nya, --bagi Dialah kemuliaan dan kuasa sampai selama-lamanya. Amin.
42010700a0	Lihatlah, Ia datang dengan awan-awan dan setiap mata akan melihat Dia, juga mereka yang telah menikam Dia. Dan semua bangsa di bumi akan meratapi Dia. Ya, amin.
4201080072	"Aku adalah Alfa dan Omega, firman Tuhan Allah, yang ada dan yang sudah ada dan yang akan datang, Yang Mahakuasa."
42010900ce	Aku, Yohanes, saudara dan sekutumu dalam kesusahan, dalam Kerajaan dan dalam ketekunan menantikan Yesus, berada di pulau yang bernama Patmos oleh karena firman Allah dan kesaksian yang diberikan oleh Yesus.
42010a007b	Pada hari Tuhan aku dikuasai oleh Roh dan aku mendengar dari belakangku suatu suara yang nyaring, seperti bunyi sangkakala,
42010b00c7	katanya: "Apa yang engkau lihat, tuliskanlah di dalam sebuah kitab dan kirimkanlah kepada ketujuh jemaat ini: ke Efesus, ke Smirna, ke Pergamus, ke Tiatira, ke Sardis, ke Filadelfia dan ke Laodikia."
42010c0088	Lalu aku berpaling untuk melihat suara yang berbicara kepadaku. Dan setelah aku berpaling, tampaklah kepadaku tujuh kaki dian dari emas.
42010d00a5	Dan di tengah-tengah kaki dian itu ada seorang serupa Anak Manusia, berpakaian jubah yang panjangnya sampai di kaki, dan dadanya berlilitkan ikat pinggang dari emas.
42010e005c	Kepala dan rambut-Nya putih bagaikan bulu yang putih metah, dan mata-Nya bagaikan nyala api.
42010f0064	Dan kaki-Nya mengkilap bagaikan tembaga membara di dalam perapian; suara-Nya bagaikan desau air bah.
42011000a8	Dan di tangan kanan-Nya Ia memegang tujuh bintang dan dari mulut-Nya keluar sebilah pedang tajam bermata dua, dan wajah-Nya bersinar-sinar bagaikan matahari yang terik.
42011100cc	Ketika aku melihat Dia, tersungkurlah aku di depan kaki-Nya sama seperti orang yang mati; tetapi Ia meletakkan tangan kanan-Nya di atasku, lalu berkata: "Jangan takut! Aku adalah Yang Awal dan Yang Akhir,
4201120086	dan Yang Hidup. Aku telah mati, namun lihatlah, Aku hidup, sampai selama-lamanya dan Aku memegang segala kunci maut dan kerajaan maut.
4201130070	Karena itu tuliskanlah apa yang telah kaulihat, baik yang terjadi sekarang maupun yang akan terjadi sesudah ini.
42011400c7	Dan rahasia ketujuh bintang yang telah kaulihat pada tangan kanan-Ku dan ketujuh kaki dian emas itu: ketujuh bintang itu ialah malaikat ketujuh jemaat dan ketujuh kaki dian itu ialah ketujuh jemaat."
42020100af	"Tuliskanlah kepada malaikat jemaat di Efesus: Inilah firman dari Dia, yang memegang ketujuh bintang itu di tangan kanan-Nya dan berjalan di antara ketujuh kaki dian emas itu.
420202011d	Aku tahu segala pekerjaanmu: baik jerih payahmu maupun ketekunanmu. Aku tahu, bahwa engkau tidak dapat sabar terhadap orang-orang jahat, bahwa engkau telah mencobai mereka yang menyebut dirinya rasul, tetapi yang sebenarnya tidak demikian, bahwa engkau telah mendapati mereka pendusta.
420203005a	Dan engkau tetap sabar dan menderita oleh karena nama-Ku; dan engkau tidak mengenal lelah.
4202040058	Namun demikian Aku mencela engkau, karena engkau telah meninggalkan kasihmu yang semula.
42020500f6	Sebab itu ingatlah betapa dalamnya engkau telah jatuh! Bertobatlah dan lakukanlah lagi apa yang semula engkau lakukan. Jika tidak demikian, Aku akan datang kepadamu dan Aku akan mengambil kaki dianmu dari tempatnya, jikalau engkau tidak bertobat.
4202060071	Tetapi ini yang ada padamu, yaitu engkau membenci segala perbuatan pengikut-pengikut Nikolaus, yang juga Kubenci.
42020700b9	Siapa bertelinga, hendaklah ia mendengarkan apa yang dikatakan Roh kepada jemaat-jemaat: Barangsiapa menang, dia akan Kuberi makan dari pohon kehidupan yang ada di Taman Firdaus Allah."
4202080082	"Dan tuliskanlah kepada malaikat jemaat di Smirna: Inilah firman dari Yang Awal dan Yang Akhir, yang telah mati dan hidup kembali:
42020900be	Aku tahu kesusahanmu dan kemiskinanmu--namun engkau kaya--dan fitnah mereka, yang menyebut dirinya orang Yahudi, tetapi yang sebenarnya tidak demikian: sebaliknya mereka adalah jemaah Iblis.
42020a0129	Jangan takut terhadap apa yang harus engkau derita! Sesungguhnya Iblis akan melemparkan beberapa orang dari antaramu ke dalam penjara supaya kamu dicobai dan kamu akan beroleh kesusahan selama sepuluh hari. Hendaklah engkau setia sampai mati, dan Aku akan mengaruniakan kepadamu mahkota kehidupan.
42020b00a7	Siapa bertelinga, hendaklah ia mendengarkan apa yang dikatakan Roh kepada jemaat-jemaat: Barangsiapa menang, ia tidak akan menderita apa-apa oleh kematian yang kedua."
42020c0077	"Dan tuliskanlah kepada malaikat jemaat di Pergamus: Inilah firman Dia, yang memakai pedang yang tajam dan bermata dua:
42020d0108	Aku tahu di mana engkau diam, yaitu di sana, di tempat takhta Iblis; dan engkau berpegang kepada nama-Ku, dan engkau tidak menyangkal imanmu kepada-Ku, juga tidak pada zaman Antipas, saksi-Ku, yang setia kepada-Ku, yang dibunuh di hadapan kamu, di mana Iblis diam.
42020e00f1	Tetapi Aku mempunyai beberapa keberatan terhadap engkau: di antaramu ada beberapa orang yang menganut ajaran Bileam, yang memberi nasihat kepada Balak untuk menyesatkan orang Israel, supaya mereka makan persembahan berhala dan berbuat zinah.
42020f0054	Demikian juga ada padamu orang-orang yang berpegang kepada ajaran pengikut Nikolaus.
420210008d	Sebab itu bertobatlah! Jika tidak demikian, Aku akan segera datang kepadamu dan Aku akan memerangi mereka dengan pedang yang di mulut-Ku ini.
420211013a	Siapa bertelinga, hendaklah ia mendengarkan apa yang dikatakan Roh kepada jemaat-jemaat: Barangsiapa menang, kepadanya akan Kuberikan dari manna yang tersembunyi; dan Aku akan mengaruniakan kepadanya batu putih, yang di atasnya tertulis nama baru, yang tidak diketahui oleh siapapun, selain oleh yang menerimanya."
