2800000006	Máté
2b0d050089	Azután vizet töltött a medencébe, és mosni kezdte a tanítványok lábait és megtörölni a kendővel, amellyel körül van kötve.
2b0d060064	Mikor pedig Simon Péterhez ment oda, az azt mondta neki: „Uram, te mosod meg az én lábaimat?“
2b0d070076	Jézus válaszolt neki, és ezt mondta: „Amit én cselekszem, te azt most nem érted, de később majd megérted.“
2b0d080096	Péter ezt mondta neki: „Az én lábaimat nem mosod meg soha!“ Jézus így felelt: „Ha meg nem moslak téged, semmi közöd sincs énhozzám.“
2b0d09005a	Simon Péter ezt mondta: „Uram, ne csak lábaimat, hanem a kezeimet és a fejemet is!“
2b0d0a00a9	Jézus ezt mondta neki: „Aki megfürdött, nincs másra szüksége, mint a lábait megmosni, különben egészen tiszta, ti is tiszták vagytok, de nem mindnyájan.“
2b0d0b005d	Tudta ugyanis, hogy ki árulja el őt, azért mondta: „Nem vagytok mindnyájan tiszták!“
2b0d0c0089	Mikor azért megmosta lábukat, és a felsőruháját felvette, újra leülve, mondta nekik: „Értitek-e, hogy mit cselekedtem veletek?
2b0d0d004c	Ti engem így hívtok: Mester és Uram. És jól mondjátok, mert az vagyok.
2b0d0e006c	Azért, ha én az Úr és a Mester megmostam a ti lábaitokat, néktek is meg kell mosnotok egymás lábait.
2b0d0f0064	Mert példát adtam néktek, hogy amiképpen én cselekedtem veletek, ti is akképpen cselekedjetek.
2b0d100075	Bizony, bizony mondom néktek: a szolga nem nagyobb az ő Uránál, sem a követ nem nagyobb annál, aki azt küldte.
2b0d11003c	Ha tudjátok ezeket, boldogok lesztek, ha így cselekszetek.
2b0d1200a3	Nem mindnyájatokról szólok, én tudom, kiket választottam ki, hanem hogy beteljesedjék az Írás: »aki velem ette a kenyeret, a sarkát emelte fel ellenem.«
2b0d130065	Most mondom meg nektek, mielőtt megtörténne, hogy mikor meglesz, higgyétek majd, hogy én vagyok.
2b0d140095	Bizony, bizony mondom néktek: aki befogadja, ha valakit elküldök, engem fogad be, aki pedig engem befogad, azt fogadja be, aki engem küldött.“
2b0d1500a5	Mikor ezeket mondta Jézus, igen nyugtalankodott lelkében, s bizonyságot tett, és mondta: „Bizony, bizony mondom néktek, hogy egy közületek elárul engem.“
2b0d160050	A tanítványok ekkor bizonytalankodva egymásra tekintettek, hogy kiről szól.
2b0d170056	Egy pedig az ő tanítványai közül Jézus keblén nyugodott, akit Jézus szeretett.
2b0d180043	Intett neki Simon Péter, hogy tudakozza meg, ki az, akiről szól.
2b0d190042	Az pedig Jézus kebelére hajolva, mondta neki: „Uram, ki az?“
2b0d1a0089	Jézus így felelt: „Az, akinek én a bemártott falatot adom.“ És bemártva a falatot, adta Iskáriótes Júdásnak, Simon fiának.
2b0d1b0071	És akkor a falat után belement a Sátán. Jézus pedig ezt mondta neki: „Amit cselekszel, hamar cselekedd.“
2b0d1c004c	Azt pedig senki sem értette az ott ülők közül, hogy miért mondta neki.
2b0d1d00c8	Némelyek ugyanis azt állították, mivel az erszény Júdásnál volt, hogy azt mondta neki Jézus: „Vedd meg, amire szükségünk van az ünnepre“, vagy azt, hogy adjon valamit a szegényeknek.
2b0d1e0043	Az pedig, mihelyt a falatot elfogadta, kiment. Ekkor éjszaka volt.
2b0d1f006b	Mikor pedig kiment, ezt mondta Jézus: „Most dicsőült meg az Emberfia, az Isten dicsőült meg őbenne;
2b0d200073	ha pedig az Isten dicsőült meg őbenne, az Isten is megdicsőíti őt önmagában, és azonnal megdicsőíti őt.
2b0d2100a8	Fiaim, egy kevés ideig még veletek vagyok. Kerestek majd engem, de amiként a zsidóknak megmondtam, hogy ahová én megyek, ti nem jöhettek, most néktek is mondom.
2b0d22007c	Új parancsolatot adok néktek, hogy egymást szeressétek, amint én szerettelek titeket, úgy szeressétek ti is egymást.
2b0d230062	Erről ismeri meg mindenki, hogy az én tanítványaim vagytok, ha egymást szeretni fogjátok.“
2b0d2400a6	Simon Péter megkérdezte tőle: „Uram, hová mégy?“ Jézus így felelt: „Ahová én megyek, most énutánam nem jöhetsz, de később utánam fogsz jönni.“
2b0d25005e	Péter ezt mondta neki: „Uram, miért nem mehetek most utánad? Az életemet adom érted!“
2b0d260097	Jézus így felelt: „Az életedet adod értem? Bizony, bizony mondom neked, nem szólal meg addig a kakas, amíg háromszor meg nem tagadsz engem.“
2b0e010053	„Ne nyugtalankodjék a ti szívetek: higgyetek Istenben, és higgyetek énbennem.
2b0e020086	Az én Atyámnak házában sok lakóhely van, ha pedig nem volna, megmondtam volna néktek. Elmegyek, hogy helyet készítsek néktek.
2b0e03008e	És ha majd elmegyek, és helyet készítek néktek, ismét eljövök, és magamhoz veszlek titeket, hogy ahol én vagyok, ti is ott legyetek.
2b0e04003a	Tudjátok, hogy hová megyek, és az utat is tudjátok.“
2b0e05005b	Mondta neki Tamás: „Uram, nem tudjuk, hová mégy, mi módon tudhatjuk akkor az utat?“
2b0e060074	Mondta neki Jézus: „Én vagyok az út, az igazság és az élet, senki sem mehet az Atyához, csakis énáltalam.
2b0e070081	Ha megismertetek volna engem, megismertétek volna az én Atyámat is, és mostantól fogva ismeritek őt, és látjátok őt.“
2b0e080056	Mondta neki Fülöp: „Uram, mutasd meg nékünk az Atyát, és az elég nékünk!“
2b0e0900c3	Jézus erre azt mondta: „Annyi idő óta veletek vagyok, és mégsem ismertél meg engem, Fülöp? Aki engem látott, látta az Atyát, mi módon mondod azért te: Mutasd meg nekünk az Atyát?
2b0e0a00cc	Nem hiszed-e, hogy én az Atyában vagyok, és az Atya énbennem van? A beszédeket, amelyeket én mondok néktek, nem magamtól mondom, hanem az Atya, aki énbennem lakik, ő cselekszi ezeket a dolgokat.
2b0e0b008d	Higgyetek nekem, hogy én az Atyában vagyok, és az Atya énbennem van, ha pedig másért nem, magukért a cselekedetekért higgyetek nekem.
2b0e0c00c7	„Bizony, bizony mondom néktek: Aki hisz énbennem, az cselekszi is majd azokat a cselekedeteket, amelyeket én cselekszem, és nagyobbakat is cselekszik azoknál, mert én az én Atyámhoz megyek.
2b0e0d0062	Akármit kértek majd az én nevemben, megcselekszem azt, hogy dicsőíttessék az Atya a Fiúban.
2b0e0e003a	Ha valamit kértek az én nevemben, én megcselekszem azt.
2b0e0f003b	Ha szerettek engem, az én parancsolataimat tartsátok meg.
2b0e100060	És én kérem az Atyát, és más Vigasztalót ad néktek, hogy veletek maradjon mindörökké.
2b0e1100a1	Az igazságnak ama Lelkét: akit a világ be nem fogadhat, mert nem látja őt, és nem ismeri őt, de ti ismeritek őt, mert nálatok lakik, és bennetek marad.
2b0e120035	Nem hagylak titeket árvákul, eljövök tihozzátok.
2b0e13007a	Még egy kevés idő, és a világ nem lát engem többé, de ti megláttok engem: mert én élek, és ti is élni fogtok.
2b0e14006a	Azon a napon megtudjátok majd ti, hogy én az én Atyámban vagyok, és ti énbennem, és én tibennetek.
2b0e1500b3	Aki ismeri az én parancsolataimat, és megtartja azokat, az szeret engem, aki pedig engem szeret, azt szereti az én Atyám, én is szeretem azt, és kijelentem magamat annak.“
2b0e16007d	Mondta neki Júdás (nem az Iskáriótes): „Uram, miért van az, hogy nékünk jelented ki magadat, és nem a világnak?“
2b0e170094	Jézus így felelt: „Ha valaki szeret engem, megtartja az én beszédemet: és az én Atyám szereti azt, és elmegyünk hozzá, és nála lakunk.
2b0e180093	Aki nem szeret engem, nem tartja meg az én beszédeimet: és az a beszéd, amelyet hallotok, nem az enyém, hanem az Atyáé, aki küldött engem.
2b0e19002f	Ezeket beszéltem nektek, amíg veletek voltam.
2b0e1a00a1	A Vigasztaló pedig a Szentlélek, akit az én nevemben küld az Atya, mindenre megtanít majd titeket, és eszetekbe juttatja mindazokat, amiket mondtam nektek.
2b0e1b009c	Békességet hagyok nektek, az én békességemet adom nektek: nem úgy adom nektek, amint a világ adja. Ne nyugtalankodjék a ti szívetek, se ne féljen!
2b0e1c00c0	Hallottátok, hogy én azt mondtam nektek: Elmegyek, és eljövök hozzátok. Ha szeretnétek engem, örvendeznétek, hogy azt mondtam: Elmegyek az Atyához, mert az én Atyám nagyobb nálam.
2b0e1d005a	Most mondom ezt nektek, mielőtt megtörténik, hogy amikor majd megtörténik, higgyetek.
2b0e1e005d	Nem sokat beszélek már veletek, mert jön a világ fejedelme, de énbennem nincsen semmije.
2b0e1f0093	De hogy megtudja a világ, hogy szeretem az Atyát, és úgy cselekszem, amint az én Atyám parancsolta nekem: keljetek fel, menjünk el innen.“
2b0f010045	„Én vagyok az igazi szőlőtő, és az én Atyám a szőlőműves.
2b0f0200a5	Minden szőlővesszőt, amely énbennem gyümölcsöt nem terem, lemetsz, mindazt pedig, amely gyümölcsöt terem, megtisztítja, hogy több gyümölcsöt teremjen.
2b0f03004e	Ti már tiszták vagytok az által a beszéd által, amelyet szóltam néktek.
2b0f0400b8	Maradjatok énbennem és én is tibennetek. Miképpen a szőlővessző nem teremhet gyümölcsöt magától, ha nem marad a szőlőtőkén, akképpen ti sem, ha nem maradtok énbennem.
2b0f05009d	Én vagyok a szőlőtő, ti a szőlővesszők: Aki énbennem marad, én pedig őbenne, az terem sok gyümölcsöt: mert nélkülem semmit sem cselekedhettek.
2b0f06008e	Ha valaki nem marad énbennem, kivettetik, mint a szőlővessző, és megszárad, és egybegyűjtik ezeket, és a tűzre vetik, és megégnek.
2b0f070074	Ha énbennem maradtok, és az én beszédeim bennetek maradnak, kérjetek, amit csak akartok, és megadatik néktek.
2b0f08005f	Abban dicsőül meg az én Atyám, hogy sok gyümölcsöt teremtek, és tanítványaim lesztek.
2b0f090072	„Amiképpen az Atya szeretett engem, én is úgy szerettelek titeket: maradjatok meg ebben az én szeretetemben.
2b0f0a00ac	Ha az én parancsolataimat megtartjátok, megmaradtok az én szeretetemben, amiképpen én megtartottam az én Atyámnak parancsolatait, és megmaradok az ő szeretetében.
2b0f0b006e	Ezeket beszéltem néktek, hogy megmaradjon bennetek az én örömöm, és a ti örömötök teljessé legyen.
2b0f0c005d	Az az én parancsolatom, hogy úgy szeressétek egymást, amiképpen én szerettelek titeket.
2b0f0d005a	Nincsen senkiben nagyobb szeretet annál, mint ha valaki életét adja az ő barátaiért.
2b0f0e0053	Ti az én barátaim vagytok, ha azokat cselekszitek, amiket én parancsolok nektek.
2b0f0f00c8	Nem mondtalak többé titeket szolgáknak, mert a szolga nem tudja, mit cselekszik az ő ura, titeket pedig barátaimnak mondtalak, mert mindazt, amit az én Atyámtól hallottam, tudtul adtam nektek.
2b0f1000fa	Nem ti választottatok engem, hanem én választottalak titeket, és én rendeltelek titeket, hogy ti elmenjetek, és gyümölcsöt teremjetek, és a ti gyümölcsötök megmaradjon, hogy akármit kértek az Atyától az én nevemben, megadja nektek.
2b0f110036	Ezeket parancsolom nektek, hogy egymást szeressétek.
2b0f12005a	„Ha gyűlöl titeket a világ, tudjátok meg, hogy engem előbb gyűlölt, mint titeket.
2b0f1300c1	Ha e világból volnátok, a világ szeretné azt, ami az övé, de mivel nem vagytok e világból, hanem én választottalak ki magamnak titeket e világból, azért gyűlöl titeket a világ.
2b0f1400df	Emlékezzetek meg arról a beszédről, amelyet én mondtam nektek: Nem nagyobb a szolga az ő uránál. Ha engem üldöztek, titeket is üldöznek majd, ha az én beszédemet megtartották, a tiéteket is megtartják majd.
2b0f15005b	De mindezt az én nevemért cselekszik veletek, mivel nem ismerik azt, aki küldött engem.
2b0f160072	Ha nem jöttem volna, és nem beszéltem volna nekik, nem volna bűnük: de most nincs mivel menteniük bűnüket.
2b0f170031	Aki engem gyűlöl, gyűlöli az én Atyámat is.
2b0f1800bc	Ha azokat a cselekedeteket nem cselekedtem volna közöttük, amelyeket senki más nem cselekedett, nem volna bűnük, de most láttak is, gyűlöltek is, mind engem, mind az én Atyámat.
2b0f19007f	De azért lett így, hogy beteljesedjék a mondás, amely megíratott az ő törvényükben: »Ok nélkül gyűlöltek engem.«
2b0f1a00a6	Mikor pedig eljön majd a Vigasztaló, akit én küldök néktek az Atyától, az igazságnak Lelke, aki az Atyától származik, az tesz majd énrólam bizonyságot.
2b0f1b0046	De ti is bizonyságot tesztek, mert kezdettől fogva énvelem vagytok.
2b1001003a	Ezeket azért mondtam nektek, hogy meg ne botránkozzatok.
2b1002008e	A gyülekezetekből kirekesztenek titeket, sőt eljön idő, hogy aki megöl titeket, mind azt hiszi, hogy Istennek tetsző dolgot cselekszik.
2b10030052	És ezeket azért cselekszik veletek, mert nem ismerték meg az Atyát, sem engem.
2b100400b2	Ezeket pedig azért mondom nektek, hogy amikor eljön az az idő, megemlékezzetek rá: én megmondtam nektek.“ „De ezeket kezdetben nem mondtam nektek, mivel veletek voltam.
2b10050069	Most pedig elmegyek ahhoz, aki elküldött engem, és senki sem kérdezi tőlem közületek: Hová mégy?
2b1006004b	Hanem mivel ezeket mondom nektek, szomorúság töltötte el a szíveteket.
2b100700a6	De én az igazat mondom nektek: Jobb nektek, ha én elmegyek; mert ha nem megyek el, nem jön el hozzátok a Vigasztaló: ha pedig elmegyek, elküldöm őt hozzátok.
2b10080059	És amikor eljön, megfeddi a világot a bűn, az igazság és az ítélet tekintetében:
2b10090026	a bűn az, hogy nem hisznek énbennem;
2b100a0050	az igazság az, hogy én az én Atyámhoz megyek, és többé nem láttok engem;
2b100b003e	az ítélet pedig az, hogy e világ fejedelme megítéltetett.
2b100c0047	Még sok mondanivalóm van hozzátok, de most nem tudjátok elhordozni.
2b100d00b9	De mikor eljön ő, az igazság Lelke, elvezérel majd titeket minden igazságra. Mert nem önmagától szól, hanem azokat mondja, amiket hall, és az eljövendőket jelenti ki nektek.
2b100e004c	Ő engem dicsőít majd, mert az enyémből vesz, és azt jelenti ki nektek.
2b100f006e	Mindaz, ami az Atyáé, az mind az enyém; ezért mondtam, hogy az enyémből vesz, és azt jelenti ki nektek.
2b10100081	„Egy kevés idő, és nem láttok engem, és ismét egy kevés idő, és megláttok majd engem: mert én az Atyához megyek.“
2b101100d4	A tanítványai közül ezt mondták egymásnak: „Mi az, amit nekünk mond: Egy kevés idő, és nem láttok engem, és ismét egy kevés idő, és megláttok majd engem, és ez: Mert én az Atyához megyek?“
2b10120054	Ezért ezt mondták: „Mi az a kevés idő, amiről szól? Nem tudjuk, mit mond.“
2b101300f2	Megértette azért Jézus, hogy őt akarják megkérdezni, és ezt mondta nekik: „Arról kérdezősködtök-e egymás között, hogy azt mondtam: Egy kevés idő, és nem láttok engem, és ismét egy kevés idő, és megláttok majd engem?
2b1014008f	Bizony, bizony mondom néktek, hogy ti sírni és jajgatni fogtok, a világ pedig örül; ti szomorkodtok, de szomorúságotok örömre fordul.
2b101500c2	Az asszony, amikor szül, szomorúságban van, mert eljött az ő órája: de mikor megszüli az ő gyermekét, nem emlékezik többé a kínra az öröm miatt, hogy ember született e világra.
2b101600a9	Ti is azért most ugyan szomorúságban vagytok, de ismét meglátlak majd titeket, és örülni fog a ti szívetek, és senki el nem veszi tőletek a ti örömötöket.
2b101700a6	És azon a napon nem kérdeztek majd engem semmiről.“ „Bizony, bizony mondom néktek, hogy amit csak kérni fogtok az Atyától az én nevemben, megadja néktek.
2b1018007f	Mostanáig semmit sem kértetek az Atyától az én nevemben: kérjetek és megkapjátok, hogy a ti örömötök teljes legyen.
2b10190098	Ezeket példázatokban mondtam nektek, de eljön az idő, mikor nem példázatokban beszélek majd nektek, hanem nyíltan beszélek nektek az Atyáról.
2b101a0071	Azon a napon az én nevemben kértek majd: és nem azt mondom nektek, hogy én fogom kérni az Atyát érettetek,
2b101b006d	mert maga az Atya szeret titeket, mivel ti szerettetek engem, és elhittétek, hogy én az Istentől jöttem.
2b101c006d	Én az Atyától jöttem, és eljöttem a világba; de most elhagyom e világot, és elmegyek az Atyához.“
2b101d0066	Tanítványai ekkor ezt mondták neki: „Íme, most nyíltan beszélsz, és nem példázatot mondasz.
2b101e0091	Most tudjuk, hogy te mindent tudsz, és nincs szükséged arra, hogy valaki téged megkérdezzen: ezért hisszük, hogy az Istentől jöttél.“
2b101f0025	Jézus így felelt: „Most hiszitek?
2b102000a4	Íme, eljön az óra, és immár el is jött, hogy elszéledjetek, ki-ki az övéihez, és engem egyedül hagyjatok, de nem vagyok egyedül, mert az Atya velem van.
