010000000e	Γένεσις
110114014c	καὶ ἀκουσθήτω ὁ νόμος ὁ ὑπὸ τοῦ βασιλέως ὃν ἐὰν ποιῇ ἐν τῇ βασιλείᾳ αὐτοῦ καὶ οὕτως πᾶσαι αἱ γυναῖκες περιθήσουσιν τιμὴν τοῖς ἀνδράσιν ἑαυτῶν ἀπὸ πτωχοῦ ἕως πλουσίου
11011500bd	καὶ ἤρεσεν ὁ λόγος τῷ βασιλεῖ καὶ τοῖς ἄρχουσι καὶ ἐποίησεν ὁ βασιλεὺς καθὰ ἐλάλησεν ὁ Μουχαιος
11011600e8	καὶ ἀπέστειλεν εἰς πᾶσαν τὴν βασιλείαν κατὰ χώραν κατὰ τὴν λέξιν αὐτῶν ὥστε εἶναι φόβον αὐτοῖς ἐν ταῖς οἰκίαις αὐτῶν
110201010a	καὶ μετὰ τοὺς λόγους τούτους ἐκόπασεν ὁ βασιλεὺς τοῦ θυμοῦ καὶ οὐκέτι ἐμνήσθη τῆς Αστιν μνημονεύων οἷα ἐλάλησεν καὶ ὡς κατέκρινεν αὐτήν
11020200a3	καὶ εἶπαν οἱ διάκονοι τοῦ βασιλέως ζητηθήτω τῷ βασιλεῖ κοράσια ἄφθορα καλὰ τῷ εἴδει
1102030211	καὶ καταστήσει ὁ βασιλεὺς κωμάρχας ἐν πάσαις ταῖς χώραις τῆς βασιλείας αὐτοῦ καὶ ἐπιλεξάτωσαν κοράσια παρθενικὰ καλὰ τῷ εἴδει εἰς Σουσαν τὴν πόλιν εἰς τὸν γυναικῶνα καὶ παραδοθήτωσαν τῷ εὐνούχῳ τοῦ βασιλέως τῷ φύλακι τῶν γυναικῶν καὶ δοθήτω σμῆγμα καὶ ἡ λοιπὴ ἐπιμέλεια
11020400d2	καὶ ἡ γυνή ἣ ἂν ἀρέσῃ τῷ βασιλεῖ βασιλεύσει ἀντὶ Αστιν καὶ ἤρεσεν τῷ βασιλεῖ τὸ πρᾶγμα καὶ ἐποίησεν οὕτως
11020500f6	καὶ ἄνθρωπος ἦν Ιουδαῖος ἐν Σούσοις τῇ πόλει καὶ ὄνομα αὐτῷ Μαρδοχαῖος ὁ τοῦ Ιαϊρου τοῦ Σεμεϊου τοῦ Κισαιου ἐκ φυλῆς Βενιαμιν
110206009f	ὃς ἦν αἰχμάλωτος ἐξ Ιερουσαλημ ἣν ᾐχμαλώτευσεν Ναβουχοδονοσορ βασιλεὺς Βαβυλῶνος
110207017d	καὶ ἦν τούτῳ παῖς θρεπτή θυγάτηρ Αμιναδαβ ἀδελφοῦ πατρὸς αὐτοῦ καὶ ὄνομα αὐτῇ Εσθηρ ἐν δὲ τῷ μεταλλάξαι αὐτῆς τοὺς γονεῖς ἐπαίδευσεν αὐτὴν ἑαυτῷ εἰς γυναῖκα καὶ ἦν τὸ κοράσιον καλὸν τῷ εἴδει
1102080122	καὶ ὅτε ἠκούσθη τὸ τοῦ βασιλέως πρόσταγμα συνήχθησαν κοράσια πολλὰ εἰς Σουσαν τὴν πόλιν ὑπὸ χεῖρα Γαι καὶ ἤχθη Εσθηρ πρὸς Γαι τὸν φύλακα τῶν γυναικῶν
11020901c4	καὶ ἤρεσεν αὐτῷ τὸ κοράσιον καὶ εὗρεν χάριν ἐνώπιον αὐτοῦ καὶ ἔσπευσεν αὐτῇ δοῦναι τὸ σμῆγμα καὶ τὴν μερίδα καὶ τὰ ἑπτὰ κοράσια τὰ ἀποδεδειγμένα αὐτῇ ἐκ βασιλικοῦ καὶ ἐχρήσατο αὐτῇ καλῶς καὶ ταῖς ἅβραις αὐτῆς ἐν τῷ γυναικῶνι
11020a00ce	καὶ οὐχ ὑπέδειξεν Εσθηρ τὸ γένος αὐτῆς οὐδὲ τὴν πατρίδα ὁ γὰρ Μαρδοχαῖος ἐνετείλατο αὐτῇ μὴ ἀπαγγεῖλαι
11020b00d2	καθ’ ἑκάστην δὲ ἡμέραν ὁ Μαρδοχαῖος περιεπάτει κατὰ τὴν αὐλὴν τὴν γυναικείαν ἐπισκοπῶν τί Εσθηρ συμβήσεται
11020c01d9	οὗτος δὲ ἦν καιρὸς κορασίου εἰσελθεῖν πρὸς τὸν βασιλέα ὅταν ἀναπληρώσῃ μῆνας δέκα δύο οὕτως γὰρ ἀναπληροῦνται αἱ ἡμέραι τῆς θεραπείας μῆνας ἓξ ἀλειφόμεναι ἐν σμυρνίνῳ ἐλαίῳ καὶ μῆνας ἓξ ἐν τοῖς ἀρώμασιν καὶ ἐν τοῖς σμήγμασιν τῶν γυναικῶν
11020d00fb	καὶ τότε εἰσπορεύεται πρὸς τὸν βασιλέα καὶ ὃ ἐὰν εἴπῃ παραδώσει αὐτῇ συνεισέρχεσθαι αὐτῇ ἀπὸ τοῦ γυναικῶνος ἕως τῶν βασιλείων
11020e0179	δείλης εἰσπορεύεται καὶ πρὸς ἡμέραν ἀποτρέχει εἰς τὸν γυναικῶνα τὸν δεύτερον οὗ Γαι ὁ εὐνοῦχος τοῦ βασιλέως ὁ φύλαξ τῶν γυναικῶν καὶ οὐκέτι εἰσπορεύεται πρὸς τὸν βασιλέα ἐὰν μὴ κληθῇ ὀνόματι
11020f01e1	ἐν δὲ τῷ ἀναπληροῦσθαι τὸν χρόνον Εσθηρ τῆς θυγατρὸς Αμιναδαβ ἀδελφοῦ πατρὸς Μαρδοχαίου εἰσελθεῖν πρὸς τὸν βασιλέα οὐδὲν ἠθέτησεν ὧν αὐτῇ ἐνετείλατο ὁ εὐνοῦχος ὁ φύλαξ τῶν γυναικῶν ἦν γὰρ Εσθηρ εὑρίσκουσα χάριν παρὰ πάντων τῶν βλεπόντων αὐτήν
11021000df	καὶ εἰσῆλθεν Εσθηρ πρὸς Ἀρταξέρξην τὸν βασιλέα τῷ δωδεκάτῳ μηνί ὅς ἐστιν Αδαρ τῷ ἑβδόμῳ ἔτει τῆς βασιλείας αὐτοῦ
11021100db	καὶ ἠράσθη ὁ βασιλεὺς Εσθηρ καὶ εὗρεν χάριν παρὰ πάσας τὰς παρθένους καὶ ἐπέθηκεν αὐτῇ τὸ διάδημα τὸ γυναικεῖον
110212014a	καὶ ἐποίησεν ὁ βασιλεὺς πότον πᾶσι τοῖς φίλοις αὐτοῦ καὶ ταῖς δυνάμεσιν ἐπὶ ἡμέρας ἑπτὰ καὶ ὕψωσεν τοὺς γάμους Εσθηρ καὶ ἄφεσιν ἐποίησεν τοῖς ὑπὸ τὴν βασιλείαν αὐτοῦ
110213004c	ὁ δὲ Μαρδοχαῖος ἐθεράπευεν ἐν τῇ αὐλῇ
1102140180	ἡ δὲ Εσθηρ οὐχ ὑπέδειξεν τὴν πατρίδα αὐτῆς οὕτως γὰρ ἐνετείλατο αὐτῇ Μαρδοχαῖος φοβεῖσθαι τὸν θεὸν καὶ ποιεῖν τὰ προστάγματα αὐτοῦ καθὼς ἦν μετ’ αὐτοῦ καὶ Εσθηρ οὐ μετήλλαξεν τὴν ἀγωγὴν αὐτῆς
1102150109	καὶ ἐλυπήθησαν οἱ δύο εὐνοῦχοι τοῦ βασιλέως οἱ ἀρχισωματοφύλακες ὅτι προήχθη Μαρδοχαῖος καὶ ἐζήτουν ἀποκτεῖναι Ἀρταξέρξην τὸν βασιλέα
11021600c1	καὶ ἐδηλώθη Μαρδοχαίῳ ὁ λόγος καὶ ἐσήμανεν Εσθηρ καὶ αὐτὴ ἐνεφάνισεν τῷ βασιλεῖ τὰ τῆς ἐπιβουλῆς
1102170162	ὁ δὲ βασιλεὺς ἤτασεν τοὺς δύο εὐνούχους καὶ ἐκρέμασεν αὐτούς καὶ προσέταξεν ὁ βασιλεὺς καταχωρίσαι εἰς μνημόσυνον ἐν τῇ βασιλικῇ βιβλιοθήκῃ ὑπὲρ τῆς εὐνοίας Μαρδοχαίου ἐν ἐγκωμίῳ
11030100f6	μετὰ δὲ ταῦτα ἐδόξασεν ὁ βασιλεὺς Ἀρταξέρξης Αμαν Αμαδαθου Βουγαῖον καὶ ὕψωσεν αὐτόν καὶ ἐπρωτοβάθρει πάντων τῶν φίλων αὐτοῦ
11030200e8	καὶ πάντες οἱ ἐν τῇ αὐλῇ προσεκύνουν αὐτῷ οὕτως γὰρ προσέταξεν ὁ βασιλεὺς ποιῆσαι ὁ δὲ Μαρδοχαῖος οὐ προσεκύνει αὐτῷ
11030300d0	καὶ ἐλάλησαν οἱ ἐν τῇ αὐλῇ τοῦ βασιλέως τῷ Μαρδοχαίῳ Μαρδοχαῖε τί παρακούεις τὰ ὑπὸ τοῦ βασιλέως λεγόμενα
110304016b	καθ’ ἑκάστην ἡμέραν ἐλάλουν αὐτῷ καὶ οὐχ ὑπήκουεν αὐτῶν καὶ ὑπέδειξαν τῷ Αμαν Μαρδοχαῖον τοῖς τοῦ βασιλέως λόγοις ἀντιτασσόμενον καὶ ὑπέδειξεν αὐτοῖς ὁ Μαρδοχαῖος ὅτι Ιουδαῖός ἐστιν
1103050083	καὶ ἐπιγνοὺς Αμαν ὅτι οὐ προσκυνεῖ αὐτῷ Μαρδοχαῖος ἐθυμώθη σφόδρα
1103060095	καὶ ἐβουλεύσατο ἀφανίσαι πάντας τοὺς ὑπὸ τὴν Ἀρταξέρξου βασιλείαν Ιουδαίους
11030701ce	καὶ ἐποίησεν ψήφισμα ἐν ἔτει δωδεκάτῳ τῆς βασιλείας Ἀρταξέρξου καὶ ἔβαλεν κλήρους ἡμέραν ἐξ ἡμέρας καὶ μῆνα ἐκ μηνὸς ὥστε ἀπολέσαι ἐν μιᾷ ἡμέρᾳ τὸ γένος Μαρδοχαίου καὶ ἔπεσεν ὁ κλῆρος εἰς τὴν τεσσαρεσκαιδεκάτην τοῦ μηνός ὅς ἐστιν Αδαρ
11030801d3	καὶ ἐλάλησεν πρὸς τὸν βασιλέα Ἀρταξέρξην λέγων ὑπάρχει ἔθνος διεσπαρμένον ἐν τοῖς ἔθνεσιν ἐν πάσῃ τῇ βασιλείᾳ σου οἱ δὲ νόμοι αὐτῶν ἔξαλλοι παρὰ πάντα τὰ ἔθνη τῶν δὲ νόμων τοῦ βασιλέως παρακούουσιν καὶ οὐ συμφέρει τῷ βασιλεῖ ἐᾶσαι αὐτούς
11030900e6	εἰ δοκεῖ τῷ βασιλεῖ δογματισάτω ἀπολέσαι αὐτούς κἀγὼ διαγράψω εἰς τὸ γαζοφυλάκιον τοῦ βασιλέως ἀργυρίου τάλαντα μύρια
11030a00e1	καὶ περιελόμενος ὁ βασιλεὺς τὸν δακτύλιον ἔδωκεν εἰς χεῖρα τῷ Αμαν σφραγίσαι κατὰ τῶν γεγραμμένων κατὰ τῶν Ιουδαίων
11030b0093	καὶ εἶπεν ὁ βασιλεὺς τῷ Αμαν τὸ μὲν ἀργύριον ἔχε τῷ δὲ ἔθνει χρῶ ὡς βούλει
11030c0236	καὶ ἐκλήθησαν οἱ γραμματεῖς τοῦ βασιλέως μηνὶ πρώτῳ τῇ τρισκαιδεκάτῃ καὶ ἔγραψαν ὡς ἐπέταξεν Αμαν τοῖς στρατηγοῖς καὶ τοῖς ἄρχουσιν κατὰ πᾶσαν χώραν ἀπὸ Ἰνδικῆς ἕως τῆς Αἰθιοπίας ταῖς ἑκατὸν εἴκοσι ἑπτὰ χώραις τοῖς τε ἄρχουσι τῶν ἐθνῶν κατὰ τὴν αὐτῶν λέξιν δῑ Ἀρταξέρξου τοῦ βασιλέως
11030d0e32	καὶ ἀπεστάλη διὰ βιβλιαφόρων εἰς τὴν Ἀρταξέρξου βασιλείαν ἀφανίσαι τὸ γένος τῶν Ιουδαίων ἐν ἡμέρᾳ μιᾷ μηνὸς δωδεκάτου ὅς ἐστιν Αδαρ καὶ διαρπάσαι τὰ ὑπάρχοντα αὐτῶν τῆς δὲ ἐπιστολῆς ἐστιν τὸ ἀντίγραφον τόδε βασιλεὺς μέγας Ἀρταξέρξης τοῖς ἀπὸ τῆς Ἰνδικῆς ἕως τῆς Αἰθιοπίας ἑκατὸν εἴκοσι ἑπτὰ χωρῶν ἄρχουσι καὶ τοπάρχαις ὑποτεταγμένοις τάδε γράφει πολλῶν ἐπάρξας ἐθνῶν καὶ πάσης ἐπικρατήσας οἰκουμένης ἐβουλήθην μὴ τῷ θράσει τῆς ἐξουσίας ἐπαιρόμενος ἐπιεικέστερον δὲ καὶ μετὰ ἠπιότητος ἀεὶ διεξάγων τοὺς τῶν ὑποτεταγμένων ἀκυμάτους διὰ παντὸς καταστῆσαι βίους τήν τε βασιλείαν ἥμερον καὶ πορευτὴν μέχρι περάτων παρεξόμενος ἀνανεώσασθαί τε τὴν ποθουμένην τοῖς πᾶσιν ἀνθρώποις εἰρήνην πυθομένου δέ μου τῶν συμβούλων πῶς ἂν ἀχθείη τοῦτο ἐπὶ πέρας σωφροσύνῃ παρ’ ἡμῖν διενέγκας καὶ ἐν τῇ εὐνοίᾳ ἀπαραλλάκτως καὶ βεβαίᾳ πίστει ἀποδεδειγμένος καὶ δεύτερον τῶν βασιλειῶν γέρας ἀπενηνεγμένος Αμαν ἐπέδειξεν ἡμῖν ἐν πάσαις ταῖς κατὰ τὴν οἰκουμένην φυλαῖς ἀναμεμεῖχθαι δυσμενῆ λαόν τινα τοῖς νόμοις ἀντίθετον πρὸς πᾶν ἔθνος τά τε τῶν βασιλέων παραπέμποντας διηνεκῶς διατάγματα πρὸς τὸ μὴ κατατίθεσθαι τὴν ὑφ’ ἡμῶν κατευθυνομένην ἀμέμπτως συναρχίαν διειληφότες οὖν τόδε τὸ ἔθνος μονώτατον ἐν ἀντιπαραγωγῇ παντὶ διὰ παντὸς ἀνθρώπῳ κείμενον διαγωγὴν νόμων ξενίζουσαν παραλλάσσον καὶ δυσνοοῦν τοῖς ἡμετέροις πράγμασιν τὰ χείριστα συντελοῦν κακὰ καὶ πρὸς τὸ μὴ τὴν βασιλείαν εὐσταθείας τυγχάνειν προστετάχαμεν οὖν τοὺς σημαινομένους ὑμῖν ἐν τοῖς γεγραμμένοις ὑπὸ Αμαν τοῦ τεταγμένου ἐπὶ τῶν πραγμάτων καὶ δευτέρου πατρὸς ἡμῶν πάντας σὺν γυναιξὶ καὶ τέκνοις ἀπολέσαι ὁλορριζεὶ ταῖς τῶν ἐχθρῶν μαχαίραις ἄνευ παντὸς οἴκτου καὶ φειδοῦς τῇ τεσσαρεσκαιδεκάτῃ τοῦ δωδεκάτου μηνὸς Αδαρ τοῦ ἐνεστῶτος ἔτους ὅπως οἱ πάλαι καὶ νῦν δυσμενεῖς ἐν ἡμέρᾳ μιᾷ βιαίως εἰς τὸν ᾅδην κατελθόντες εἰς τὸν μετέπειτα χρόνον εὐσταθῆ καὶ ἀτάραχα παρέχωσιν ἡμῖν διὰ τέλους τὰ πράγματα
11030e00ed	τὰ δὲ ἀντίγραφα τῶν ἐπιστολῶν ἐξετίθετο κατὰ χώραν καὶ προσετάγη πᾶσι τοῖς ἔθνεσιν ἑτοίμους εἶναι εἰς τὴν ἡμέραν ταύτην
11030f00bc	ἐσπεύδετο δὲ τὸ πρᾶγμα καὶ εἰς Σουσαν ὁ δὲ βασιλεὺς καὶ Αμαν ἐκωθωνίζοντο ἐταράσσετο δὲ ἡ πόλις
1104010189	ὁ δὲ Μαρδοχαῖος ἐπιγνοὺς τὸ συντελούμενον διέρρηξεν τὰ ἱμάτια αὐτοῦ καὶ ἐνεδύσατο σάκκον καὶ κατεπάσατο σποδὸν καὶ ἐκπηδήσας διὰ τῆς πλατείας τῆς πόλεως ἐβόα φωνῇ μεγάλῃ αἴρεται ἔθνος μηδὲν ἠδικηκός
11040200e5	καὶ ἦλθεν ἕως τῆς πύλης τοῦ βασιλέως καὶ ἔστη οὐ γὰρ ἦν ἐξὸν αὐτῷ εἰσελθεῖν εἰς τὴν αὐλὴν σάκκον ἔχοντι καὶ σποδόν
11040300f9	καὶ ἐν πάσῃ χώρᾳ οὗ ἐξετίθετο τὰ γράμματα κραυγὴ καὶ κοπετὸς καὶ πένθος μέγα τοῖς Ιουδαίοις σάκκον καὶ σποδὸν ἔστρωσαν ἑαυτοῖς
1104040182	καὶ εἰσῆλθον αἱ ἅβραι καὶ οἱ εὐνοῦχοι τῆς βασιλίσσης καὶ ἀνήγγειλαν αὐτῇ καὶ ἐταράχθη ἀκούσασα τὸ γεγονὸς καὶ ἀπέστειλεν στολίσαι τὸν Μαρδοχαῖον καὶ ἀφελέσθαι αὐτοῦ τὸν σάκκον ὁ δὲ οὐκ ἐπείσθη
1104050107	ἡ δὲ Εσθηρ προσεκαλέσατο Αχραθαῖον τὸν εὐνοῦχον αὐτῆς ὃς παρειστήκει αὐτῇ καὶ ἀπέστειλεν μαθεῖν αὐτῇ παρὰ τοῦ Μαρδοχαίου τὸ ἀκριβές
1104070126	ὁ δὲ Μαρδοχαῖος ὑπέδειξεν αὐτῷ τὸ γεγονὸς καὶ τὴν ἐπαγγελίαν ἣν ἐπηγγείλατο Αμαν τῷ βασιλεῖ εἰς τὴν γάζαν ταλάντων μυρίων ἵνα ἀπολέσῃ τοὺς Ιουδαίους
110408031c	καὶ τὸ ἀντίγραφον τὸ ἐν Σούσοις ἐκτεθὲν ὑπὲρ τοῦ ἀπολέσθαι αὐτοὺς ἔδωκεν αὐτῷ δεῖξαι τῇ Εσθηρ καὶ εἶπεν αὐτῷ ἐντείλασθαι αὐτῇ εἰσελθούσῃ παραιτήσασθαι τὸν βασιλέα καὶ ἀξιῶσαι αὐτὸν περὶ τοῦ λαοῦ μνησθεῖσα ἡμερῶν ταπεινώσεώς σου ὡς ἐτράφης ἐν χειρί μου διότι Αμαν ὁ δευτερεύων τῷ βασιλεῖ ἐλάλησεν καθ’ ἡμῶν εἰς θάνατον ἐπικάλεσαι τὸν κύριον καὶ λάλησον τῷ βασιλεῖ περὶ ἡμῶν καὶ ῥῦσαι ἡμᾶς ἐκ θανάτου
