1300000006	Psalms
2b04210046	Minlonguki miyuvasana bawu na bawu: —Buna mutu wunnatiningi bidia e?
2b0422005c	Yesu wuba kamba: —Vanga luzolo lu mutu wuthuma ayi manisa kisalu kiandi biawu bidia biama.
2b042300b5	Beno lutubanga ko ti: zingonda ziya zisiedi buna thangu yi tota bidia mu zitsola yifueni e? Vayi tala minu ndikulukamba ti: luvumbula meso meno, lutala zitsola, makundi mameni yela.
2b04240088	Mvedi wu makundi wuntambulanga mfutu andi ayi wunkupikanga mu diambudi luzingu lukalumani muingi nkuni ayi mvedi bamona khini va kimosi.
2b04250066	Bila vava vamonikini tsundu yi nongo yayi: “Wunkaka niandi wunkunanga; wunkaka niandi wumvelanga”.
2b04260080	Ndilutuma luenda vedi makundi mu tsola yi lukambu kueno sala, batu bankaka bawu basala vayi beno luvela makundi ma kisalu kiawu.
2b04270097	Mu divula dina, basi Samali bawombo bawilukila Yesu mu diambu di kimbangi kitelama nketo wuna bu katuba ti: “wukhembingi mambu moso momo ndivanga.”
2b0428005d	Thangu basi Samali bayiza vaba Yesu, banleba kateka kala yawu. Bilumbu biodi kavuandila yawu.
2b0429003d	Buna batu bawombo bankaka bawilukila mu diambu di mambu mandi
2b042a00bb	ayi bakamba nketo beni ti: —Buabu beto tuwilukidi, bika sia ti mu diambu di mambu maku wutukembingivayi mu diambu di beto veka tunwilu. Tuzebi bukiedika kuandi ti niandi Mvulusi wu nza.
2b042b0047	Bilumbu biodi biobi bu bivioka, Yesu wubotuka kuna, wuyenda ku Ngalili.
2b042c005d	Bila niandi veka Yesu wutelama kimbangi, bu kakamba ti: Mbikudi kasi nzitusu mu yandi tsi ko.
2b042d0096	Bu katula ku Ngalili, basi Ngalili banyakula bu bamona bikumu biobi kavanga ku Yelusalemi mu thangu nyengo bila bawu mamvawu baba kuendanga ku nyengo.
2b042e009f	Wuvutukila ku Kana, mu tsi Ngalili, kuna kakitudila nlangu vinu. Vayi kuba Pfumu yimosi yi leta, muisi Kafalinawumi, wuba ayi muanꞌandi wubakala wuba kimbevo
2b042f0094	Bu kawa ti Yesu wubotukidi mu tsi Yuda; buabu widi mu tsi Ngalili, buna wuyiza kunleba mu diambu kiza belusa muanꞌandi wubakala wuba nduka mu fua.
2b04300052	Yesu wunkamba: —Enati lukadi mona bidimbu ayi bikumu buna lulendi wilukila ko e?
2b04310045	Pfumu beni wunleba: —Pfumu, tuenda nsualu tuamina muanꞌama kafua!
2b04320075	Yesu wumvutudila: —Yenda kuaku, muanꞌaku wulembo zingi! Mutu wuwilukila mambu mankamba Yesu, ayi, wuyenda kuandi.
2b04330063	Buna wukidi mu nzila, bisadi biandi biyiza kundengana, binkamba ti: “muanꞌaku wulembo zingi.”
2b04340087	Wuba yuvula kani thangu mbi muanꞌandi kamonina mbote. Bamvutudila: —Zinzangala zimeni kibedi zono va thangu yitheti ku manima midi.
2b043500a3	Dise dizaba ti yawu yina thangu Yesu kankambila ti: “Muanꞌaku wulembo zingi” Buna mutu beni va kimosi ayi batu boso baba mvuandanga ku nzoꞌandi bawilukila.
2b0436004a	Kioki kumu kimmuadi kivanga Yesu bu kaba mu tsi Yuda mu kuenda ku Ngalili.
2b05010048	Momo bu mavioka, kuyiza ba nyengo wu bayuda, Yesu wuyenda ku Yelusalemi.
2b0502008d	Va ndambu muelo phaka yi mamemi, vaba buindi kimosi ki nlangu kiba mintanda mintanu mi makunzi. Dizina di buindi beni mu ki Ebelewo Betezata.
2b05030084	Mu makunzi beni muleka bambevo bawombo: baphofo, batu babantiudikanga ayi batu baba binama bibela. [Baba vingilanga nlangu wunikuka.
2b050400c2	Bila zithangu zinkaka mbasi yi Pfumu yiba kulukanga mu buindiayi nikunanga nlangu. Woso wuba mutu wutheti mu kukiloza mu buindi, nlangubu wunikunu, niandi wumbeluka boso buididi kimbevo kiandi.]
2b0505003b	Vaba mbevo yimosi yibedila mu makumatatu ayi nana di mimvu.
2b05060087	Yesu bu kammona buna kalambididi vana, ayi bu kazaba ti mutu beni wubedila kimbevo kiandi tona thama; buna wunyuvula: —Tidi beluka e?
2b050700ac	Mbevo yimvutuddila: —Tata, ndisi ko mutu wukutsadisa mu vika kuthibula mu buindi nlangu bu wunikunu. Bila mu thangu minu ndinkuiza buna wunkaka wuntibukanga tuamina minu.
2b0508003b	Buna Yesu wunkamba: —Telama, bonga khualꞌaku ayi diata.
2b0509005b	Vana vawu, mutu wubeluka. Wubonga khualꞌandi, wutona diata. Vayi lumbu beni kiba ki saba.
2b050a0065	Bayuda bakamba mutu wowo wubeluka ti: —Buabu kidi lumbu ki saba, mina mieti kandika mu nata khuala!
2b050b0070	Vayi mutu beni wuba vutudila: —Mutu wowo wumbelusidi, niandi wukhembingi ti “bonga khualꞌaku ayi diata!”
2b050c0050	Banyuvula: —Nani mutu wowo wukembingi ti: “bonga khualꞌaku ayi diata e?”
2b050d0073	Vayi mutu wowo wubeluka kasia zaba ko mutu wowo wumbelusa. Bila Yesu wukifielumukinina mu nkangu wu batu wuba vana.
2b050e009d	Mambu momo bu mavioka, Yesu wudengana mutu beni mu Nzo Nzambi, wunkamba: —Tala, buabu belukidi. Vayi, kadi buela vola masumu tala wedi builu malutidi biva.
2b050f0048	Buna mutu beni wuyenda ayi wukamba Bayuda ti Yesu niandi wumbelusidingi.
2b0510004e	Mu diambu diodi Bayuda bayamisa Yesu bila wuvanga mambu momo mu lumbu ki saba.
2b05110061	Vayi yesu wuba vutudila: —Dise diama dilembo sadi nate buabu, diawu minu mamvama ndilembo sadi!
2b051200d3	Mu diambu di mambu momo, Bayuda baluta buela tomba kumvonda; bika sia ti mu diambu kambundulanga lumbu ki saba vayi mu diambu kankambanga diaka ti Nzambi niandi Dise diandi ayi weta kukidedikisanga banga Nzambi.
2b051300cc	Vayi Yesu wuba vutudila: —Bukiedika ndikulukamba ti Muana kalendi vanga diambu mu niandi veka ko. Wumvanganga kaka moso mambu kamona kuidi dise diandi. Moso mambu mamvanganga Tata mawu Muana keti vanga.
2b0514009d	Bila Tata wunzolanga Muana, wunkumonisanga mambu mosomomo keti vanganga niandi veka; wela kummonisa mavanga malutiditola ayi mama muingi lulembo kasiminanga.
2b05150082	Bila banga Tata bu keti fulukisanga bafua ayi keti kuba vananga luzingu, buawu bobo muana keti vanina luzingu kuidi woso wukatidi.
2b05160055	Niandi veka Tata kasambisanga mutu ko vayi wuyekula tsambusulu yoso mu mioko mi Muana
2b05170091	mu diambu batu boso bakinzika Muana banga bobo beta kinzikila Tata. Woso mutu wunkambu kinzikanga Muana, buna kakinzikanga ko Dise diodi dintuma.
2b051800c2	Bukiedika ndikulukamba ti woso mutu wu wa mambu mama ayiwunwilukila mutu wowo wuthuma buna niandi beki luzingu lukalumaniayi kalendi sambusu ko, bila wukatukidi mu lufua ayi wuyizidi ku luzingu.
2b05190096	Bukiedika, bukiedika ndikulukamba ti thangu yeka kuiza, ayi yifueni, yoyi bafua bela wila mbembo yi Muana Nzambi ayi bobo bela kuyiwa bawu bela zinga.
2b051a006d	Bila banga Tata bu kabakidi luzingu mu niandi veka, buawu bobo kavanina Muana mu baka luzingu mu niandi veka.
2b051b003c	Sumbu kadi ti Muana Mutu, buna wumvana lulendo lu sambisila.
2b051c0072	Bikanu kueno simina mu diambu diodi; bila thangu yeka kuiza, yoyi babo bobo badi mu biziami bela wila mbembo andi;
2b051d0097	bela totuka. Babo bavanga mamboti bela fuluka mu diambu di tambulaluzingu vayi bobo bavanga mambu mambimbi bela fuluka mu diambu di tambula thumbudulu.
2b051e00db	Minu ndilendi vanga kadi diambu dimosi ko mu minu veka. Ndieti sambisa boso buididi mambu momo ndieti wa ayi tsambusuluꞌama yidi yisonga. Bila nditombanga ko luzolo luama vayi ndintombanga luzolo lu mutu wowo wuthuma.
2b051f0055	—Enati minu veka ndikukiteliminanga kimbangi buna kimbangi kiamakisi ki kiedika ko.
2b0520006d	Vayi vadi mutu wunkaka wukuthelimina kimbangi ayi nzebi ti kimbangi kiandi, mu diambu diama, kidi ki kiedika.
2b05210045	Beno lutuma batu kuidi Yowani ayi niandi wutelimina kiedika kimbangi.
2b05220056	Vayi minu, ndisi ko mfunu telomono kimbangi kuidi mutu vayithubidi bobo muingi luvuka.
2b0523006d	Yowani wuba muinda wunlema ayi wunlezama, ayi, beno luzola monakhini mu ndambu thangu kaka mu kiezila kiandi.
2b052400af	Vayi kimbangi kidi yama kiviokidi munneni ayi kimbangi ki Yowani. Bila mavanga maphana Tata mu dukisa, mawu ndieta vanga ayi mawu meta telama kimbangi mu minu ti Tata wuthuma.
2b0525007f	Tata, mutu wowo wuthuma, niandi veka wutelama kimbangi mu diambudiama. Vayi luwilu ko mbemboꞌandi andi lumueni ko zizi kiandi
2b05260054	ayi mambu mandi masi ko mu beno, bila mutu wowo katuma benolukadi kueno kunwilukila.
2b05270094	Beno lueti fiongunina masonoko ila lueta banzila ti mu mawu lubakidi luzingu lukalumani ayi masonoko beni mawu meta telama kimbangi mu diambu diama.
2b0528003c	Ayi lumengi kueno kuiza kuidi minu muingi lutambula luzingu.
2b0529002f	Nditombanga ko nkembo wowo wumbanga kuidi batu.
2b052a0032	Muaki minu ndiluzebi ti luisi ko luzolo mu Nzambi.
2b052b0087	Minu ndiyiza mu dizina di Dise diama ayi lumengi kuthambula. Enati mutu wunkaka wizidi mu dizina diandi veka buna niandi luntambulanga.
2b052c0073	Buevi lulenda wilukila, beno lueti tombanga nkembo mu beno yi benoayi lutombanga ko nkembo wumbanga kuidi Nzambi e?
2b052d0084	Bikanu kueno banza ti minu ndiela kulufunda kuidi Tata vayi vadimutu wela kulufunda kuidi Tata, Moyize, mutu wowo beno lusila diana.
2b052e0061	Bila enati lueta wilukila Moyize, nganu lueta kunguilukila; bila niandi wusonika mu diambu diama.
2b052f0058	Enati lukadi wilukila mambu kasonika, buna buevi lulenda wilukila mambu momo ndintuba e?
2b0601006f	Mambu momo bu mavioka, Yesu wusabuka ku disimu dinkaka di mbu wu Ngalili, wubeta tedila diaka mbu wu Tibeliadi.
2b0602004a	Nkangu wu batu wunlandakana bila batu bamona bikumu ki kavanga mu bambevo.
2b0603003a	Yesu wumaka ku mongo; kuna kavuanda ayi minlonguki miandi.
2b0604002b	Muaki Pasika, nyengo wu Bayuda, wuba nduka.
2b060500a9	Yesu bu kazungisa thalu mu zindambu zioso; wumona nkangu wu batu weti kuiza ku kaba, wuyuvula Filipi ti: —Filipi, kuevi tufueti sumbila mapha muingi batu baba badia e?
2b0606004c	Wutula bobo mu kummeka kuandi bila niandi veka wuzaba diambu mbi keka vanga.
2b0607008f	Filipi wumvutudila: —A mueni Nlongi: mapha makua tulenda sumbila mu zikhama zizole zi denali, malenda fuana muingi kadika mutu kabaka tini e?
2b0608004d	Nlonguki wumosi mu minlonguki miandi, Andele khomba yi Simoni Piela wunkamba:
2b06090087	—Muana ditoko dimosi didi vava beki mapha matanu ayi zimbizi zizole zinlangu. Vayi mbi binsundula mu diambu di nkangu wu batu baba e?
2b060a0077	Yesu wukamba: —Luvuandisa batu boso. Biti biwombo biba va buangu beni. Babakala bavuanda. Baba nduka-nduka mili tanu.
2b060b0076	Yesu wubonga mapha beni, wuvutula matondo, wukabudila batu bobo bavuanda. Wuba vana zimbizi boso bu bela luzolo luawu.
2b060c008b	Bu bamana yukuta, Yesu wukamba minlonguki miandi: —Buabu, lukubika bitini biobi bisiadidi muingi ka diambu ko tini kimosi kibika bungana.
2b060d0069	Bakubika bitini beni; bawesa kumi ayi bipani biodi mu bitini bisiadidila mu mapha matanu momo batu badia.
2b060e0083	Batu bu bamona kumu kioki Yesu kavanga; buna bakamba ti: —Bukiedika kuandi ti mutu wowo niandi mbikudi wowo wufueti kuiza va nza!
2b060f0067	Yesu bu kazaba ti batidi kuiza ayi kunkitula ntinu mu kingolo; buna wuyenda diaka niandi veka ku mongo.
2b06100037	Mu thangu masika, minlonguki miandi minengumuka ku mbi,
2b06110079	mikuma mu nlungu ayi miyenda ku Kafalinawumi ku disimu dinkaka di mbu. Buisi buna buyididi vayi Yesu katudidi ko ku baba.
2b06120036	Vuka kingolo ki muphepi kitona ayi mbu wunikuka ngolo.
2b06130096	Bu bavuila mu tezo nanga ki kilometele bitanu voti bisambanu, Yesu wulembo diatila va mbata nlangu ayi wufikama vaba nlungu. Tsisi yingolo yiba buila.
2b06140042	Vayi Yesu wuba kamba: —Bikanu kueno mona tsisi bila minu kuandi!
2b06150079	Bazola ku nkotisa mu nlungu, vayi muna thangu beni kaka bazimbukila nlungu wusesa va disimu, va buangu kioki baba kuenda.
2b0616010e	Mu lumbu kilanda, nkangu wu batu wowo wusiala ku disimu di dinkaka di mbu, bu wumona ti vasia ba ko nlungu wunkaka botula kaka wowo minlonguki miandi mikuma ayi bu wumona ti Yesu kasia kuma ko mu nlungu banga minlonguki miandi, vayi minlonguki miandi miyenda miawu veka.
2b06170070	Vayi minlungu minkaka miba ku Tibeliasi miyiza sesa va ndambu vovo badila mapha, Pfumu bu kamana vutula matondo.
2b06180090	Diawu nkangu bu wumona ti Yesu ayi minlonguki miandi basia ba vana ko, buna bakuma mu minlungu ayi bayenda ku Kafalinawumi mu kuenda tombi Yesu.
2b06190056	Bu bammona ku disimu dinkaka di mbu, banyuvula: —Labi, thangu mbi wizidingi kuaku e?
2b061a0096	Yesu wuba vutudila: —Bukiedika ndikulukamba ti: lulembo thombila bika sia ti mu diambu bu lumueni bikumu vayi mu diambu ludidi mapha ayi luyukutidi.
2b061b00c5	Lusala, bika sia ti mu diambu di bidia bieta bola vayi lusala mu diambu di bidia biobi binzingilanga nate mu luzingu lukalumani, biobi Muana mutu kela kuluvana bila niandi Nzambi Dise katula dimbu.
2b061c0047	Bawu banyuvula: —Buna mbi tuvanga muingi tuvanga mavanga ma Nzambi e?
2b061d0050	Yesu wuba vutudila: —Mavanga ma Nzambi mawu mama: wilukila mutu wowo kafidisa.
2b061e006a	Buna banyuvudila: —Kumu mbi ngeyo tidi vanga muingi beto tukimona ayi tuwilukila e? Mbi wukuiza vangi e?
2b061f0056	Bakulu beto badia mana mu dikanga banga bu busonimina: Wuba vana mapha maba ku Diyilu.
2b062000af	Yesu wuba kamba: —Bukiedika ndikulukamba: bikanu banza ti Moyize niandi wuluvana diphadiodi diba ku Diyilu; vayi Siama niandi wuluveni dimpa di kiedika diodi diba ku Diyilu.
2b06210057	Mutu wowo wuba ku diyilu niandi dipha di Nzambi ayi niandi wumvananga luzingu va ntoto.
2b0622003d	Bankamba: —Pfumu, wutuvananga dimpa beni mu zithangu zioso.
2b062300b3	Yesu wuba vutudila: —Minu ndidi dipha dimvananga luzingu. Woso mutu wunkuiza kuidi minu kalendi buela monanga nzala ko. Woso mutu wukunguilukila kalendi buela monanga phuila ko.
2b0624003d	Vayi ndilukembi ti beno lumbueni vayi lumengi kueno wilukila.
2b0625005d	Batu boso baphana Tata bela kuiza kuidi minu. Ndilendi ko loza woso mutu wunkuiza kuidi minu.
2b06260081	Bila minu bu ndiba ku diyilu ndisia kuiza ko mu diambu di vanga luzolo luama vayi mu diambu di vanga luzolo lu mutu wowo wuthuma.
2b0627008d	Vayi luzolo lu mutu wowo wuthuma luawu lualu: ndibika zimbisakadi mutu wumosi mu batu boso bobo kaphana vayi ndibafulukisa mu lumbu ki tsuka.
2b0628008f	Luzolo lu Siama luawu lualu: woso mutu wummona Muana ayi wukunwilukila kabaka luzingu lukalumani ayi minu ndiela kumfulukisa mu lumbu ki tsuka.
2b0629005f	Bayuda baniunguta mu diambu diandi bila niandi wutuba ti “minu ndidi dipha diba ku Diyilu.”
2b062a007f	Buna bawu batuba: Niandi ko Yesu Muana Zefu e? Keti tuzebi siandi ayi nguandi e? Buna buevi kalenda tubila ti ku Diyilu kaba e?
2b062b0042	Vayi Yesu wuba vutudila: —Bikanu kueno miunguta mu beno na beno!
2b062c007b	Bila mutu kalendi kuiza kuidi minu ko enati Dise diodi dithuma kasikuntuta ko ayi minu ndiela kumfulukisa mu lumbu kitsuka.
2b062d0081	Bila mimbikudi misonika: Babo, Nzambi wela kuba longa. Diawu woso mutu wuwa Tata ayi wulongu kuidi niandi, wela kuiza kuidi minu.
2b062e005d	Bila kuisi ko mutu wumona Tata vayi mutu wowo kaka wubakuidi Nzambi; niandi kaka wumona Tata.
2b062f0063	Bukiedika bukiedika ndikulukamba ti woso kuandi mutu wilukidi, niandi wela baka luzingu lukalumani.
2b06300024	Minu ndidi dipha dimvananga luzingu.
2b0631002d	Bakulu beno badia mana mu dikanga vayi bafua.
2b06320052	Vayi tala diawu diadi dipha diba ku Diyilu mu diambu di woso wukudidia kabika fua.
2b063300ca	Minu ndidi dipha dimvananga luzingu. Dipha beni ku Diyilu diba. Woso mutu wukudidia wela zinga mu zithangu zikazimani. Dipha diodi ndiela vanayawu nitu ama. Yawu ndiela vana mu diambu di luzingu lu nza.
2b06340077	Bayuda bafindana bawu na bawu zimpaka, batuba: —Buna buevi mutu wowo kalenda kutuvanina nituꞌandi muingi tuyidia e?
2b0635009c	Yesu wuba kamba: —Bukiedika ndikulukamba: enati lukadi dia nitu yi Muana Mutu ayi enati lukadi nua menga mandi, buna lulendi baka ko luzingu mu beno veka.
2b06360082	Bila woso mutu wela dia nituꞌama ayi wela nua menga mama, wela baka luzingu lukalumani ayi ndiela kumfulukisa mu lumbu ki tsuka.
2b06370049	Bila nituꞌama biawu bidia bikiedika, menga mama mawu nduinu yi kiedika.
2b0638005e	Woso wela dia nituꞌama ayi wela nua menga mama wela ba mu minu ayi minu ndiela ba mu niandi.
2b06390082	Bu didi ti Tata wuthuma widi moyo ayi minu ndilembo zingi mu diambudi Tata, diawu woso wundia nitu ama wela zinga mu diambu diama.
2b063a0088	Diawu diadi dipha diba ku Diyilu, disi ko banga diodi didiabakulu beno ayi bafua. Vayi woso wundia dipha diadi wela zinga mu mvu ka mvu.
2b063b0047	Yesu wutuba mambu momo bu kaba longa mu nzo lukutukunu ku Kafalinawumi.
2b063c0079	Bu bamana kunwa, buna bawombo mu minlonguki miandi mikamba: —A beno, mambu mama ngolo madi. Nani wulenda ku masudika e?
2b063d0089	Yesu wuzaba ti minlonguki miandi miniunguta mu diambu dina, buna wuba kamba: —A buevi mambu mama malumonisini phasi mu mintima mieno e?
2b063e0036	Buna enati lumueni Muana Mutu kumini ku katuama ta…?
2b063f0065	Pheve yawu yimvananga luzingu. Nitu yisi kadi mfunu ko. Mambu mama ndilukembi mawu Pheve ayi luzingu.
2b06400095	Vayi bankaka muna luidi bakadi wilukila. Bila Yesu wukizabila tona vana thonono batu bobo bankambu wilukila ayi wukizabila mutu wowo wela kunsumbisa.
2b0641007d	Yesu wubuela tuba diaka: —Diawu ndilukambila ti kuisi ko mutu wulenda kuiza kuidi minu, enati Tata kasi kumvana ko diluaku.
2b0642005b	Tona thangu yina, minlonguki miandi miwombo mivutuka, misia buela diata yandi va kimosi ko.
2b06430058	Buna Yesu wuyuvula kumi bamvuala buadi: —A buevi, beno mamveno, lutidi kueno kuenda e?
2b0644007b	Buna Simoni Piela wumvutudila: —Pfumu, kuidi nani tulenda diaka kuenda e? Ngeyo widi mambu mamvananga luzingu lukalumani.
2b06450041	Beto tuwilukidi ayi tuzebi ti ngeyo widi mutu wunlongo wu Nzambi.
2b0646006d	Yesu wuba kamba: —Keti minu ndilusobula beno kumi bamvuala buadi? Vayi wumosi mu beno beki pheve yi satana.
2b06470088	Yesu wutubila bobo mu diambu di Yuda Isikalioti, muana Simoni. Bila niandi wuzola kunsumbisa, niandi wuba wumosi mu kumi bamvuala buadi.
2b07010068	Momo bu mavioka, Yesu wudiengila mu Ngalili, kasia zola vuanda mu Yuda ko, bila Byuda batomba ku mvonda.
2b07020036	Nyengo wu Bayuda, nyengo wu zinzo zi kapu, wuba nduka.
2b07030076	Buna bakhomba bandi zinkamba: —Katuka vava, yenda ku Yuda muingi minlonguki miaku mimona mavanga momo wulembo vangi.
2b07040095	Bila kuisi ko mutu wumvanganga diambu mu kinsueki ayi tidi zabakana kuidi batu. Bu wulembo vangi mambu mama, wukimonisa ngeyo veka kuidi batu ba nza.
2b07050031	Bila bakhomba bandi mamvawu zisia kunwilukila ko.
2b07060063	Yesu wuba vutudila: —Thanguꞌama yifueni ko vayi beno thangu eno yidi yimbote mu zithangu zioso.
2b0707007a	Nza yilendi ku lulenda ko. Vayi minu yifueti kaka kundenda bu ndieti kuyitelimina kimbangi ti mavanga mandi madi mambimbi.
2b07080069	Diawu beno yendanu kueno ku nyengo beni. Minu ndisi nkuenda ko ku nyengo beni bila thangu ama yifueni ko.
2b07090039	Yesu wuvuanda ku Ngalili bu kamana kuba kamba mambu momo.
2b070a0069	Bakhomba bandi bu bayenda ku nyengo, niandi mamvandi wuyenda mu kinsueki, mu kambu kukimonisa kuidi batu.
2b070b0040	Bayuda bantomba ku nyengo bu batuba: —Kuevi kuidi mutu wowo e?
2b070c00bc	Maniunguta mawombo mabua mu diambu diandi va khatitsika nkangu wu batu. Batu bankaka batuba ti: —Mutu wowo widi mutu wumboti. Vayi batu bankaka batuba ti: —Nana, batu kalembo vukumuna.
2b070d0069	Vayi kadi mutu kasia baka kibakala ko mu ku nzonzila va meso ma batu, mu diambu di boma baba mona Bayuda.
2b070e0046	Nyengo buna weka va khatitsika, Yesu wukota mu Nzo Nzambi ayi wulonga.
2b070f0069	Bayuda basimina buwombo ayi batuba: Buevi mutu wawu kazabidi masonuku bu didi ti niandi kasia longa ko e?
2b07100058	Yesu wuba vutudila: —Malongi mama masi mama veka ko vayi malongi ma mutu wowo wuthuma.
2b07110096	Woso tidi kuandi vanga luzolo lu Nzambi buna buedika wela zaba ti malongi ma ndieta longa kuidi Nzambi maba voti mu luzolo luama veka ndieta yolukila.
2b071200bd	Mutu wunlonganga mu luzolo luandi veka, wuntombanga wandi nkembo. Vayi mutu wowo wuntombanga nkembo wu mutu wowo wuntuma, buna niandi mutu wukiedika ayi kuisi ko diambu di luvunu mu niandi.
2b07130072	Moyize kasia kuluvana mina ko e? Vayi kadi mutu mu beno kakinzikanga Mina ko. Buna bila mbi luntomba kuphondila e?
2b07140043	Nkangu wuvutula: —Pheve yi mbimbi yidi yaku! Nani tidi kuvonda e?
2b0715004b	Yesu wuba vutudila: —Kumu kimosi ndivengi, vayi beno babo lulembo simina.
2b0716009e	Moyize wuluvana muina wu zenganga nitu yi kibakala, (wusia ba muinꞌandi ko vayi wuba wu bakulu). Vayi beno lueti zenganga nitu yi kibakala mu lumbu ki saba.
2b071700b0	Enati bakala zengusulu nitu yi kibakala mu lumbu ki saba mu diambu di bika bundula muina wu Moyize, buna bila mbi beno lufueti kumfuemina bu ndibelusa mbevo mu lumbu ki saba e?
