2800000004	Mata
29101200c6	Ar da kǝssǝggaan kǝ ghavalah dǝ dǝvahaatǝra. Ma hǝɓaruhǝɓǝg kǝ gurra, maay nǝ dǝgiti da ɓagtǝr nǝ iin biya. Ar da fǝgaan dlaɓa kǝ dǝvahaatǝr tǝ lii yangbiya, ar da mbǝgga.”
29101300a5	Tǝhala kwa tagatǝra nǝ Yaazhigǝl Yesu kǝ kwanǝn kǝ ǝlbǝga, kaa kǝsvantkǝsǝg dǝvdǝt damma ghǝrazhigǝla, ndza kǝ iin tǝ dǝvaa kaffa Daadamazhigǝla.
2910140109	Kaa dagal kǝ mbǝrzahaana, kaa taa ǝlbǝg maraw kǝ iitǝr aanji takwara. Ɓagaɓag nǝ Yaazhigǝl kǝ tlǝr ǝmtaɗ dǝ iitǝra, dlaɓa mara jiira ǝlbǝgahatǝr tǝdvad dǝgaha sǝrgah kwa vǝlla jappǝr fatǝraa nǝ iin kǝ ɓaggaan ǝmtaɗ dǝ ǝlbǝgahiina.]
2b00000004	John
2b0101006f	Bamma zunngwura ndza mǝng nǝ ǝlbǝga, ǝlbǝgna ndza ǝmtaɗ dǝ Daadamazhigǝla, ǝlbǝgna Daadamazhigǝla.
2b01020037	Iin wandza ǝmtaɗ dǝ Daadamazhigǝl bamma zǝnngwura.
2b01030062	Baɗǝm nǝ dǝgitah ɓaggava ba tǝdvad iina. Maay nǝ dǝgitahi ɓagavnan kwal tǝdvad iin biya.
2b0104005b	Əlbǝgǝn iin gyigyiya shifǝga, shifǝgna iin wa vǝlgar parakrakǝr kǝ uudah baɗǝmma.
2b01050064	Kwanǝn kǝ parakka ba parakrak ma gurtla, gurtlǝn tsǝgarva bi kǝ parak kǝ ɓa parakrakǝr biya.
2b0106004c	Ndza mǝng nǝ uuda nǝ iin ɗahav dǝ Yuhwana kwa ɓǝladi Daadamazhigǝla.
2b01070077	Sahi sa taggar ǝlbǝg jiir kǝ uudah tǝghǝr kǝ parakna, aɗaba maraa fǝdghǝrǝt nǝ uudah baɗǝmma tǝdvad iina.
2b01080062	Yuhwan bi nǝ parakǝn biya, sahi kwakyarvad tagtǝr kǝ ǝlbǝg tǝghǝr kǝ parakǝn kǝ uudaha.
2b0109006e	Tagatǝrdagag nǝ Yuhwan taakiya, Parak jiijiira da sii sa ma duniya da vǝltǝr kǝ parak kǝ uudah baɗǝma.
2b010a007c	Kwanǝn kǝ uuda iin parakka ndza bamma duniya, virɗyava tǝdvad iin nǝ duniya, bakǝvakwaha sǝraraaka bi nǝ-uudah biya.
2b010b004f	Sǝghǝv ba nǝ iin savak uudahaana, larwalǝg nǝ uudahaan kǝ dlǝghǝggaana.
2b010c0098	Aiciya, baɗǝm nǝ uudahi dlǝgharadlǝghǝg kǝ iina, dlaɓa ar fǝdghǝrǝt tǝ iina, vǝlatǝrvǝlǝg kǝ ndzǝɗɗa nǝg kǝ zarha Daadamazhigǝla.
2b010d00a5	Naral bi kǝ zarha Daadamazhigǝl tǝdvad uuda dǝgshig biya, bi tǝdvad camarakǝv biya, bi tǝdvad dzamaghǝra uud biya, bamma yavva tǝdvad naaga Daadamazhigǝla.
2b010e00ca	Kwanǝn kǝ ǝlbǝga nalnǝg kǝ uuda, ndzaandzǝg mataatakamiyama. Nǝghamndanǝghǝg kǝ ndanngǝraana, Ndangǝra Zǝraan pal ba nǝ iin kwa sahi vak Daada, righarighan dǝ hɛrrǝr ǝmtaɗ dǝ jiira.
2b010f010f	Tagadatag nǝ Yuhwan kǝ ǝlbǝg tǝghǝr kǝ iin vak kǝ uudah bad halavuwa ndzǝɗaan taakiya, “Kwanǝn kǝ uud wa tagaan nai kǝ ǝlbǝg tǝghǝr taakiya, ‘Kwada sagau tǝhalara jakwaarajig dǝ ɗyakǝr ba vaivaiya, aɗaba lakuti kǝskaiya ba mǝng nǝ iina.’”
2b01100057	Tǝdvad ɗyakǝra hɛrǝraan wa tlǝyamkǝna nǝmyam kǝ hɛrǝr tǝghǝr kǝ hɛrǝra.
2b0111006d	Vǝlada tǝdvad Muus nǝ Daadamazhigǝl kǝ adzahadzaha, dlaɓa vǝlada hɛrǝr ard jiir tǝdvad Yesu Kristi.
2b01120105	Maay nǝ uudi tapghanitapǝg kǝ nǝghǝgga Daadamazhigǝl dǝ gyi biya, bamma Zǝriin palla, kwa ghǝravaan ndakwi Daadamazhigǝla. Kwa cǝhurga ǝmtaɗ dǝ Daadamazhigǝla iinwa marakiyamnda iina, dlaɓa kaa fǝkiyamafǝg kǝ sǝrgasǝrg kǝskǝmyam kǝ iina.
2b011300d6	Wan nǝ ǝlbǝgi tagada nǝ Yuhwan masarta kwa bǝlartǝrǝt nǝ maalah Yahudah kǝ zhiila kǝssa-uufah ard lii fa hyimi tǝ vǝgya Daadamazhigǝl kwa saral ma Wurshalima sa ndavgaru taakiya, “Agha war nǝngi?”
2b01140064	Ɓalla bi nǝ Yuhwan kǝ agajau biya, tagadatag bat ɓalaɓal taakiya, “Kai bi nǝ Kristi biya”.
2b011500cc	Kaa ba ndavgarundavǝg kǝ iitǝr taakiya, “Agha war nǝngi? Kǝgh nǝ Iliya?” Ngal ba ngutǝrangug kǝ iin taakiya, “Kai biya.” “Kǝgh tlayangǝn kǝm pakǝg nǝmndna?” “Kai bi, awarama.”
2b011600e3	Tǝhala kwaha, am nǝ iitǝr taa kǝ iina, “Agha war kaci nǝnngi? Tagkǝmndtag magha war nǝnnga aɗaba kǝm sǝra kǝ dǝgiti kǝmnda tagtǝr nǝmnd kǝ liiya ɓǝla kǝmnda. Agha ɗaag dǝ war kaci nǝnng kǝ ghǝraghi?”
2b011700b0	Ngwatǝrangwug nǝ Yuhwan tǝdvad ǝlbǝgaha tlayang Ishaya taakiya, “Kai nǝ ghai kwa ɓǝla tlǝhǝg ma tǝghala, ‘Ɓadlamarnaɓadlǝg kǝ ɗuulan kǝ Yaazhǝgǝla!’”
2b01180033	Kyalma lii ɓǝlavtǝrǝtɓǝlgna ndzar Farisiyaha.
2b011900eb	Kaa ndavgarundavǝg kǝ iitǝr kǝ Yuhwan taakiya, “Akwama kǝgh bi nǝ Kǝristi biya, kǝgh bi nǝ Ili biya, dlaɓa kǝgh bi tsau nǝ Tlayangǝn biya, Kwar kǝ ndzǝɗ kaci wagha dǝ vakai nǝng agha ɓagtǝr tsuufǝg kǝ-uudahi?”
2b011a009f	Ngal ngutǝrangug Yuhwan taakiya, “Ən ɓagtǝr dǝ yu nai kǝ tsuufǝg kǝ uudaha, bandakwan bamma taatakaruwa mǝng nǝ daddakwam sǝrga bi nǝ uuram biya.
2b011b0063	Iin wa taggan nai taakiya da sagau tǝhalara, kwa tlanal bi nai kǝ pǝla zauwa kimmbakaan biya.”
2b011c0070	Baɗǝm wanahaan dzǝghaar ma Betani, kilga zaagha Yudan, vakavaki ɓagatǝr nǝ Yuhwan kǝ tsuufǝg kǝ uudaha.
2b011d008a	Dlakaduraana, kaa nǝghganǝghǝg Yuhwan kǝ Yesu da vakaan amaa, “Wayam, nǝ Zǝr tuugha Daadamazhigǝl kwada kǝsa haipa uudaha duniya
2b011e009f	Kwanǝn wa taggan nai kǝ ǝlbǝg tǝghǝr taakiya, ‘Mǝng wa da saggau tǝhalara kwa jakwarajig kǝskaiya, aɗaba mǝng nǝ iin lakwti yikwayig nǝ uuda.’
2b011f009e	Dzan sǝrgabi ghǝravar kǝ iin wur biya. Tsuufǝgǝn ɓagan nai dǝ yu na, ɓaggan mbakyarvad marǝvtǝrda nǝ iin kǝ uudaha yaa Israˈal bat ɓalaɓala.”
2b012000bb	Kaa tagdatag kǝ Yuhwan kǝ shiid tǝghǝr kǝ iin taakiya, “Nǝghananǝghǝg kǝ Shǝɗǝkw Daadamazhigǝl band garava kakur sii ma ghǝrazhigǝl, ngal tsǝgwatsǝgw tǝghǝr kǝ iina.
2b01210118	Ndzan sǝrgai nai kǝ iin wur biya, bamma Daadamazhigǝli ɓǝllakut kai da ɓa tsuufǝg dǝ yu, iinwa taghwatag taakiya, ‘Uudi agha nǝghǝgga nǝng kǝ shǝɗǝkw sii sa tǝghǝr kǝ-iin dlaɓa ndzan tǝghǝr kǝ iina, iin dadda ɓa tsuufǝg dǝ Shǝɗǝkw Daadamazhigǝla.’
2b01220066	Ba kai dǝ ghǝrara nǝghananǝghǝg kwana, ǝn tagkurtaga, kwanǝn kǝ uuda zǝra Daadamazhigǝla.”
2b0123004b	Wurga kǝsaana, Yuhwan ghacǝgan vaaakwahiina ǝmtaɗ dǝ mbǝrzahaan buwa.
2b01240077	Kaa nǝghǝganǝghǝg kǝ iin kǝ Yesu ghuda dagala, amaa, “Vazamvazǝga, wayam nǝ Zǝr mbaklaka Daadamazhigǝla!”
2b01250058	Cinngara ba nǝ mbǝrzahaan buna kǝ Yuhwan taa ghaiya, kaa gata Yesu kǝ iitǝr dagala.
2b012600f6	Ɓǝlaa ba nǝ Yesu kǝ gyi dat hala, kaa nǝghǝganǝghǝg kǝ iitǝr ar gatǝgaana, kaa ndavtǝrundaavǝg taakiya, “Awam gatǝg nǝ uurami?” Aiyam nǝ iitǝr taa kǝ iina, “Rabbi” iin taaki dadda tsaga dǝgita, “Agha ndzǝga mǝri?”
2b012700e7	Aiyam Yesu taa kǝ iitǝra, “Asamasǝga am da nǝghǝganǝghǝga.” Kaa dagal kǝ iitǝr ar vazzǝna kǝ vakavaki ndzǝga nǝ iina, ar cahwaran ǝmtaɗ dǝ-iin vaakwahiina. Kwan kǝ dǝgita dzǝghaar kalkala karfi uufaɗa hwasa.
2b01280092	Pal nǝ Andrawus zǝra babba Siman Bitrus ma uudahaan buwǝn gatar Yesu tǝhala kwa cinngara nǝ iitǝr kǝ ǝlbǝga vak Yuhwan tǝghǝr kǝ Yesu.
2b01290097	Dǝgiti ɓagaa nǝ Andrawus ba zǝnngwa fǝgharzh gata zǝra babbaan Siman, amaa taa kǝ iina, “Tlamndkǝnatlǝg kǝ Tlǝkatǝgna,” Iin nǝ Kristi.
2b012a00e8	Sǝdǝv kǝ-iin kǝ Siman da vak Yesu. Kaa vazǝggaan nǝ Yesu kǝ Siman amaa taa kǝ-iina, “Kǝgh nǝ Siman zǝra Yuhwana? Da ɗahak dǝ Kefas nǝ-uuda.” (Dǝgiti tuuk vakai nǝ Kefas ard Bitrusa ba dǝgit palla, iin na akura).
2b012b008c	Dlakaduraana fadǝmfǝg nǝ Yesu ma ǝrviɗmahuɗaan dagal damma Galili. Kaa tlǝgaratlǝg kǝ iin kǝ Filigus taakiya, “Gatkwagatǝga.”
2b012c004d	Filigus uuda kǝsa Betsaid nǝ iina, vakavaki saral nǝ Andrawus ard Bitrusa.
2b012d0109	Tlǝghara ba nǝ Filigus kǝ Nataniyela, amaa taa kǝ iina, “Tlamndkǝnatlǝg kǝ uudanǝn kwa vinda nǝ Muus ma kakaɗa adzahadzah taakiya da saaya. Dlaɓa vindaravindǝg nǝ tlayangngah kǝ ǝlbǝg tǝghǝr band kwaha. Iin nǝ Yesu Uuda Nazarat, Zǝra Isuvu.”
2b012e0091	Kaa tagaan kǝ Nataniyel taakiya, “Nazarata? Sǝgalsǝg dǝgit maraw ma Nazarata?” Aiyam nǝ Filgus taa kǝ-iina, “Saw na vaznavazǝgga.”
2b012f0087	Nǝgha ba nǝ Yesu kǝ Nataniyel sagau sa vakaana, aiyama, “Wayam nǝ uuda jiijira yaa Israila, kwa maay nǝ fiid ma ghaiyan biya.”
2b013000df	Kaa ndavgarundavǝg nǝ Nataniyel kǝ Yesu taakiya, “Sǝrghkwa ndari?” Ngal ngugara-nggug kǝ Yesu taakiya, “Nǝghankak bamma sartǝn ndza agha miizhangyil kǝ uufa ghǝgyivvǝna, lakwti ɗahakɗahǝg kǝ Filigusa.”
2b0131006e	Am Nataniyel taa kǝ Yesu, “Dadda tsagga dǝgita, kǝgh Zǝra Daadamazhigǝla! Kǝgh nǝ Tlǝksa Israila!”
2b013200b6	Kaa ndavgarundavǝg nǝ Yesu kǝ Nataniyel taakiya, fǝghdǝghǝrǝt mbakyarvad tagankak taakiya nǝghankak miizha ghǝgyivva? Agha da nǝghǝganǝghǝg kǝ dǝgiti juujig kǝ kwaha.
2b013300ba	Kaa gwiya tagtǝrtag kǝ Yesu taakiya, “Ən tagkurtag kǝ jiira, am da nǝghǝganǝghǝg kǝ ghǝrazhigǝl wurawurana, Zarha ɓǝlga Daadamazhigǝla ar dagat ar saay tǝ Zǝra uuda.”
2b0201007d	Daghuvala hǝnnga hǝkǝrɗa, ndza mǝnng nǝ hwaɗaga kǝsa uus ma Kana kwama Galili. Babba Yesu ndakwi ndza ba vaakwahiina.
2b02020053	Baz Yesu ard mbǝrzahaan ndakwi ɗahavtǝrǝɗahǝg da vaka hwaɗaga kǝsa uusiina.
2b02030074	Ghyǝnnga ba nǝ yuwa inabiya, kaa tagartag nǝ babbaan kǝ Yesu taakiya, “Maadlabi nǝ yuwa inabiyaatǝr biya.”
2b02040073	Aiyam nǝ Yesu taa kǝ babbaana, “Baaba, aujilbǝg agha taggǝwa kwan kǝskayi? Bagaa bi nǝ sartar ndan biya.”
2b02050061	Am nǝ babba Yesu taa kǝ lii ɓa tlǝra, “Baɗǝm nǝ dǝgiti tagkur nǝ iina, ɓagamɓaga.”
2b020600db	Vaakwahiina mǝnng nǝ ndǝghwah ǝngkwah kwa ndǝrava dǝ akura hulfa kwa ɗiyav nǝ yu mavakaiya, ar bara vǝghatǝr nǝ Yahudah dǝ yuwiin kwakyarvad dǝga daadijahaatǝra. Makwar kǝ ndǝghwa hǝɓa dǝfuu ǝnkwaha.
2b02070088	Am nǝ Yesu taa kǝ lii ɓa tlǝrna, “Reghamantreghǝg kǝ ndǝghwahaana dǝ yuwa.” Kaa reghǝgantreghǝg kǝ iitǝr ba pɛkapɛkan.
2b02080089	Aiyam nǝ Yesu taa kǝ iitǝra, “Gahamgahǝg ci ndakwana, gamǝtgǝga damardadǝg kǝ zhiilghuu.” Kaa gǝtgǝg kǝ iitǝr ar dardana.
2b020900c1	Tapghana ba zhilghuu kǝ yuwǝn kwa gwiyavǝt damma yuwa inabi, sǝrghabi kǝ vakavaki tlavkǝna nǝ iin biya lii ɓa tlǝra ar sǝrgasǝrga. Ɗahant kǝ iin kǝ zhiila ghuul damma dlǝmmbaava.
2b020a00ef	Amaa taa kǝ iina, “Abi, aanji ba war saggal dǝ yuwa inabi marawǝn ba zǝngwa, akwama tlatǝrtlǝg kǝ uudaha, kaa saggal kǝ uud dǝ dlǝmndalaana. Agha shǝɓna nǝng kǝ yuwa inabi marawǝn agha da sagal tǝhal nǝng dǝ vakaiya!”
2b020b009e	Kwan nǝ dǝga jappǝri ɓagaa nǝ Yesu ba zǝnngwa ma Kǝsa kana kwama haaya Galili. Marada ndkwan kǝ ndangǝrana, kaa fadghǝr kǝ mbǝrzahaan tǝ vakaiya.
2b020c009b	Tǝhala kwaha kaa di damma kǝssa Kafarnahum kǝ Yesu dǝ babbaana ard zarha babbaana ǝmtaɗ dǝ mbǝrzahaana. Ar gahha kǝ hǝnngah hǝɗiikǝn vaakwaha.
2b020d005f	Hǝrzǝt ba nǝ sarta haarakǝsa dzava hǝnnyaha Yahudaha, kaa dagat kǝ Yesu damma Wurshalima.
2b020e00dc	Kaa daas kǝ-iin damma vǝgya Daadamazhigǝla, tlǝtǝra kǝ uudah vǝlla tlaha, aagwaha, takalamasaraha. Dlaɓa nǝghǝganǝghǝg kǝ kyalma uudah ar cihurgan tǝvǝgh kǝ tebǝrahaatǝr ar mbǝɗǝgar kwaɓ kǝ uudaha.
2b020f00ca	Kaa ndǝrgandǝrǝg kǝ iin kǝ zauwa kiiɓa, lagwtǝrda dagal baɗǝm ma vǝgya Daadamazhigǝla, baz tuughwaha baz tlaha. Tlagars kǝ teburaha lii mbǝɗa kwaɓa, kwaztǝrda kǝ kwaɓatǝr da tǝhaaya.
2b0210008b	Am nǝ Yesu taa kǝ-lii vǝla takalamasarna, “Hutsamndahutsǝg kwanahaan dagal vaakwana! Lamdal bi kǝ vǝgya daadar kǝ kasukwa biya.”
2b021100c6	Dzǝghaar ba nǝ wanǝnna, kaa dzamnadzamǝg kǝ mbǝrzahaan kǝ dǝgiti vindava ma kakkaɗa Daadamazhigǝl taakiya, “Waigǝn ǝn waig nai kǝ vǝgyaghna zǝkwazǝg tǝ ǝrviɗmahud band kaara”.
2b021200c3	Kaa ndavgarundavǝg kǝ tlǝvuukwaha Yahudah kǝ Yesu, taakiya, “Kwar kǝ dǝga jappǝr wagha da markǝmndada nǝng kwada mara taakiya agha dǝ ndzǝɗa ɓa kwanahaan kǝ dǝgitah baɗǝmmi?”
2b0213007b	Aiyam nǝ Yesu taa kǝ-iitǝra, “Dlagamnadlag kǝ Vǝgya Daadamazhigǝlna, ǝn ndǝrgaan nai bamma hǝngah hǝkǝrɗa.”
2b021400a5	Am nǝ iitǝr taa kǝ Yesu, “Viig kul uufaɗ tar ǝnkwah kǝ uud ndǝra vǝgya Daadamazhigǝlna, aitsǝm ǝn ndǝrgandǝrǝg bamma hǝngngah hǝkǝrd amǝngnga?”
2b02150039	Vǝgyǝn tag nǝ iin kǝ ǝlbǝg tǝghǝrǝna, vǝghaana.
2b021600c6	Tǝhalakwa ciyavant nǝ Yesu ma gǝtlaha, kaa dzamnadzamǝg kǝ mbǝrzahaan kǝ dǝgiti tagga nǝ Yesu, kaa fadghǝr kǝ iitǝr tǝ ǝlbǝga Daadamazhigǝl vindavindana, ard ǝlbǝgahi taggada Yesu.
2b021700c0	Sarta kwandza ma Wurshalim nǝ Yesu mbakyarvad haarakǝssa dzava hǝnnyaha, uudaha baɗyaka fardǝghǝrǝtfǝg tǝ iin mbakyarvad garava dǝgaha jappǝri nǝghara nǝ iitǝr kwa ɓag nǝ-iina.
2b0218006c	Hayatǝrǝt bi nǝ Yesu dǝ iitǝr biya, aɗaba sǝrgasǝrg kǝ dǝgitahi ma ǝrviɗmahuɗa uudah baɗǝmma.
2b0219007b	Maay wa tagardatag kǝ ǝlbǝg tǝghǝr kǝ uuda dǝshig kǝ iin biya, aɗaba sǝrǝgasǝrǝg kǝ dǝgit ma ǝrivǝɗ uuda.
2b0301004f	Ndza mǝng nǝ zhiila Farisiyin ɗaagaan Nikodimus, pal ma tlǝvuukwa Yahudaha.
2b03020112	Kwanǝn kǝ uuda sǝvsa vak Yesu kavǝɗɗa, amaa, “Dadda tsagga dǝgita, kǝm sǝrgasǝrǝg taakiya agha dadda tsagga dǝgit kwa ɓǝladi nǝ Daadamazhigǝla, aɗaba maay wa ɓagnaɓag kǝ kwanahaan kǝ dǝgit biya bamma daddakwa ǝmtaɗ nǝ Daadamazhigǝl dǝvakaiya.”
2b03030092	Kaa ngugarangug kǝ Yesu taakiya, “Bak jiira wan tagaktaga, maay wa dǝgaadǝg damma tlǝkǝssǝra Daadamazhigǝl biya, bamma gwiya yavayiga.”
2b030400a3	Kaa ndavgarundavǝg nǝ Nikodimus kǝ Yesu taakiya, “Da gwiya yaav ndar nǝ uud ma nalnǝg kǝ malahi? Gwiya daadamma huɗɗa babbaan da yiva kǝ dǝga bunii?”
2b030500ba	Aiyam nǝ Yesu taa kǝ iina, “Bak jiira, ǝn tagaktagga, maay wada dǝggaadǝg damma tlǝkǝssǝra Daadamazhǝggǝl biya, bamma gwiya yavayig tǝdvad yuwa ard shǝdkwa Daadamazhigǝla.
2b03060085	Uuda dǝgshiga yaba uud nǝ-iin kalti, akwama yaayig nǝ shǝɗkwa Daadamazhigǝl kǝ uuda, kwah kǝ-uuda daba ǝmtaɗ dǝ shǝɗkwa.
2b0307006b	Aa nali kǝ dǝga jappǝr vakagh wanaa taggak nai taakiya, ‘Barari bamma gwiya yakurayig nǝ-uud biya.’
2b030800fc	Fǝɗa dagal da vavaki naag nǝ iina, agha cingaciing kǝ tlaavaana, bakǝvakwaha agha tagdai kǝ vakavaki aa sǝgga dǝ iin biya bi vavaki dagal nǝ-iin biya. Bandkwah dlaɓa agha tagdai kǝ ɗuuli yav nǝ uud tǝdvad shǝɗkwa Daadamazhigǝl biya.”
2b0309005f	Kaa ndavgaru ndavǝg nǝ Nikodimus kǝ Yesu taakiya, “Da dzǝggaar ndar wan kǝ dǝgitahi?”
2b030a0084	Ngal nguggarangug kǝ Yesu amaa, “Kǝgh agha dadda tsagga dǝgit maamaala ma Israˈala, gwaastǝn nǝghaakai kǝ dǝgitahaan biya?
2b030b00af	Bak jiira ǝn tagaktagga, dǝgiti kǝm sǝrga nǝmnd wa kǝm tagkur nǝmnda, ard dǝ dǝgiti nǝghamnda nǝmnda, bakǝvakwaha lamwalǝg kǝ haigant dǝgiti tagamndkur nǝmnda.
2b030c00ad	Tagankurtag kǝ ǝlbǝg tǝghǝr kǝ dǝgaha duniya, famdǝghǝrǝt biya, am da fǝdghǝrǝt ndar kaci akwama taggankurtag kǝ dǝggit tǝghǝr kǝ dǝgaha ghǝrazhǝggǝli?
2b030d0061	Maay wa tapghani dagat dama ghǝrazhǝggǝl biya ba Zǝra Uud pal wa sahi ma ghǝrazhǝggǝla.”
2b030e0064	Band kwa dzǝgghant nǝ Muus kǝ ghavala vǝrzhagan ma tǝghala, Zǝra-uud ndakwi barari dzǝgvanta.
2b030f005b	Baɗǝm dadda kwa fǝdghǝrǝtfǝg tǝ-iina, tlǝkǝnatlǝg kǝ shifǝgga damma zǝrazǝra.
2b031000d0	“Waighantwaig Daadamazhigǝl kǝ duni ba vaivaiya vǝlda kǝ zǝraan pal ba nǝ iina, baɗǝm dadda kwa fǝdghǝrǝtfǝg tǝ iina da maay ǝmtsǝg biya, da tlǝknatlǝg kǝ shifǝgga tangw damma zǝrazǝra.
2b0311009b	Ɓǝladi bi nǝ Daadamazhǝggǝl kǝ zǝraan damma duni kwakyarvad ghazǝna kǝ duni biya, ɓǝladi kwakyarvad tlǝkkǝna nǝ duni kǝ katǝg tǝdvad iina.
2b031200f7	Baɗǝm nǝ dadda kwa fǝdghǝrǝtfǝg tǝ Zǝra Daadamazhigǝla, maay da ghazav biya. Dlaɓa baɗǝm nǝ dadda kwa lawalǝg kǝ fadghǝr tǝ iina, ghazaghazana, aɗaba fadghǝrǝt bi nǝ-iin tǝ ɗaaga Zǝra Daadamazhigǝl pal ba nǝ-iinǝn biya.
2b031300cb	Kwakyarvad kwan wa tǝghara nǝ Daadamazhigǝl kǝ shari kǝ uudaha. Paraka sǝghawisǝg saama duniya, bakǝvakwaha uudaha ar waiya gurtl dlakulǝva paraka, aɗaba tlǝra kǝlaadǝr war ɓag nǝ-iitǝra.
2b03140092	Baɗǝm nǝ dadda ɓa kǝlaadǝra naabi kǝ parakǝn biya, maay vaan sagau sa tǝvǝgh kǝ parakiin biya, haik kǝ marazha saggal kǝ tlǝrahaana.
2b031500a1	Dadda kwa ɓa dǝga jiira sagau savak kǝ parak, kiyava nǝghǝva-nǝghǝg bat ɓalaɓal taakiya dǝgiti ɓag nǝ-iina ɓag bad mǝlgarumǝlga Daadamazhigǝl.”
2b0316008c	Tǝhala kwaha, kaa ba dagal kǝ Yesu ard mbǝrzahaan damma larda Yahudiya. Zǝlarmazǝlg ar ba ǝmtaɗ vaakwah ɓagtǝr tsuufǝg kǝ uudaha.
2b031700a5	Yuhwan dlaɓa ndza tsuufǝg ma Ainun hǝrǝz dǝ Salim aɗaba mǝng nǝ yu ba ɗyak vaakwaha. Uudaha ar sahasagawa sa vakaana kaa ɓagtǝrɓag kǝ iin kǝ tsuufǝga.
2b03180042	Dzǝghaardzǝg nǝ wan lakuti ɓǝlav nǝ Yuhwan ma guda bǝrfina.
2b0319007f	Kaa ciigǝtciig ka gajau ma taataka mbǝrzaha Yuhwan ard zhiila Yahudaha tǝghǝr kǝ bara vǝgha lakwti kǝ ɓa kwatǝnahǝra.
2b031a0143	Kaa dagau kǝ mbǝrzahǝn da vak Yuhwan am nǝ iitǝr taa kǝ iina, “Dadda tsagga dǝgita, uudanǝn ndzam ǝmtaɗ nǝ uuram kilga zaagha Yudana, kwa ba kǝgh dǝ ghǝragh ndakwani vǝlghǝdavǝlǝg kǝ shiid tǝghǝr kǝ-iin taakiya iin Kǝristi, wai nǝ-iin ɓagar tsuufǝg kǝ uudaha, aanji ba war daggau da vakaana.”
2b031b0070	Kaa ngwanggug nǝ Yuhwana taakiya, “Maay wa tlǝknatlǝg aanji ndau biya, bamma vǝlgardi nǝ Daadamazhigǝla.
2b031c008a	Ghǝravaru ndakwani am shidahara aɗaba taganatag taakiya, ‘Kai bi nǝ Kǝristi biya, ɓǝlakutɓǝlǝg nǝ uud lakuti saay nǝ iina.’
2b031d010b	Daddakwa kǝsguu ghuula, iin nǝ zhiila ghuula. Tsaghwa zhiila ghuula paka ba taakiya maa cinnga kǝ kungya zhiila ghuula. Dlaig ba vaivai akwama cingngacing kǝ ghaiya zhiila ghuula. Mbakyarvad kwana reghǝt-reghǝg nǝ dlaigara aɗaba sahisǝg nǝ zhiila ghuula.”
2b031e005c	Mbakyarvad kwaha barari kǝ uudanǝn fǝgara ba ndangǝra, kai dlaɓ ǝn gulǝg dǝ gulǝga.
2b031f00c8	“Uudi sahi ma ghǝrazhigǝla juujig kǝ uudah baɗǝmma. Uudi sal ma duniya ba dǝga duniya, dlaɓa tag band uudi aasǝgal ma duni kǝ ǝlbǝga. Uudi sahi ma ghǝrazhigǝla juujig kǝ uudah baɗǝm.
2b03200071	Taa dǝgitahi cinngha nǝ iin ard dǝgiti nǝgha nǝ iina, bakǝvakwaha maay wa haighanthaig dǝ ǝlbǝgaan biya.
2b03210063	Baɗǝm daddakwa haighanthaig kǝ ǝlbǝgaana, haighanthaig taakiya dadda jiir nǝ Daadamazhigǝla.
2b032200a8	Aɗaba kwa ɓaladi nǝ Daadamazhigǝlna, ǝlbǝga Daadamazhigǝl wa tagga nǝ-iina, aɗaba vǝlgharvǝlǝg nǝ Daadamazhigǝl kǝ shǝɗkwaan kwa maay nǝ ghalaan biya.
2b03230052	Waigaan nǝ Daad kǝ Zǝraana, vǝlgharvǝlǝg kǝ dǝgitah badǝm damma dǝvaana.
2b032400cb	Baɗǝm dadda kwa fadghǝrǝfǝg tǝ Zǝriina, dǝ shifǝga damma zǝrazǝra. Baɗǝm daddakwa naay kǝ zǝriin biya, tlǝkna bi kǝ shifǝg biya. Da ɗiigaan Daadamazhigǝl kǝ ǝrviɗmahudaan tǝ iina.
2b040100a7	Sǝrghaakasǝrǝg nǝ Yesu taakiya cinngaracinng nǝ Farisiyah taakiya ɓagtǝr tsuufǝg nǝ Yesu kǝ-uudaha, dlaɓa tlǝkkǝnatlǝg kǝ mbǝrzah juujig dǝga Yuhwana.
2b04020063	(Bakǝvakwaha, Yesu kataghǝraan bi wan ndza ɓagatǝr tsuufǝg kǝ uudah biya, ndza mbǝrzahaana.)
2b04030060	Aɗabadkwaha, kaa ɗugarsɗuug nǝ Yesu kǝ haaya Yahudi, kaa gwiya damma haaya Galili kǝ-iina.
2b0404002e	Nalnǝg kǝ barari kǝ Yesu ta haaya Samariya.
2b04050095	Kaa daas kǝ-iin damma kǝsiin ma Samariya kwa ɗahav dǝ Saikar. Kwanǝn kǝ kǝsa ba hǝrz dǝ guhǝn vǝlghar nǝ Yakub kǝ zǝraan Isuvu ba wura.
2b0406009c	Uuva Yakuba ndza vaakwaha, dlaba kuɗɗalkuɗǝg nǝ Yesu mbakyarvad dǝ dagala, cǝhura kǝ iin tǝ ghaiya uuviina. Kwanǝnna dzǝghaar dǝ vaci tǝghǝra.
2b04070076	Kaa sagau kǝ uusiina, dǝghwa Samariyah sa ga yuwa. Am nǝ Yesu taa kǝ uusiina, “Kwats yagh kǝ yuwa hǝɓǝga.”
2b04080052	Makwahiin kǝ sarta, mbǝrzaha Yesu daral bawur da sǝgwa dǝgzǝg ma huɗa kǝsa.
