0100000018	ကမ္ဘာ​ဦး
13390401df	ငါ့ ဝိညာဉ် သည် ခြင်္သေ့ စုထဲ မှာ နေရ၏။ ဒေါသ မီးလောင်လျက်ရှိသောလူ သား တို့တွင် ငါအိပ် ရ၏။ သူ တို့ သွား တို့သည် လှံ နှင့် မြှား ဖြစ်ကြ၏။ သူ တို့လျှာ သည်လည်း ထက် သောသန်လျှက် ဖြစ်၏။
133905015f	အိုဘုရား သခင်၊ ကောင်းကင် မြင့်သည်ထက် ကိုယ်တော် ကြီး မြင့်တော်မူစေသတည်း။ မြေကြီး တပြင်လုံး ကို ဘုန်း တော်လွှမ်းမိုး ပါစေသတည်း။
13390601b9	သူတို့သည် ငါ သွား ရာလမ်း၌ ကျော့ကွင်း ကို ပြင်ဆင် ကြပြီ။ ငါ့ ဝိညာဉ် သည် နှိမ့်ချ လျက်ရှိ၏။ ငါ့ ရှေ့ ၌ တွင်း ကို တူး ကြပြီးမှကိုယ် တူးသော တွင်းထဲ သို့ ကိုယ်ကျ ကြပြီ။
133907015c	အိုဘုရား သခင်၊ အကျွန်ုပ် နှလုံး သည် တည်ကြည် ပါ၏။ အကျွန်ုပ် နှလုံး သည် တည်ကြည် ပါ၏။ သီချင်း ဆိုပါမည်။ ချီးမွမ်း ထောမနာပြုပါမည်။
13390800e6	အိုငါ့ ဝိညာဉ် ၊ နိုး လော့။ တယော နှင့် စောင်း တို့ နိုး ကြလော့။ ငါလည်း စောစော နိုး မည်။
133909013a	အိုထာဝရ ဘုရား၊ ပရိသတ် အလယ် ၌ ကိုယ်တော် ကို ချီးမွမ်း ပါမည်။ လူမျိုး တို့တွင် ကိုယ်တော် အား ထောမနာသီချင်း ဆိုပါမည်။
13390a0100	အကြောင်း မူကား၊ ကရုဏာ တော်သည် ကောင်းကင် သို့ ၎င်း၊ သစ္စာ တော်သည် မိုဃ်းတိမ် သို့ ၎င်း မှီ ပါ၏။
13390b015e	အိုဘုရား သခင်၊ ကောင်းကင် မြင့်သည်ထက် ကိုယ်တော် ကြီး မြင့်တော်မူစေသတည်း။ မြေကြီး တပြင်လုံး ကို ဘုန်း တော်လွှမ်းမိုးပါစေသတည်း။
133a0100a0	အိုလူ သား တို့၊ အကယ် စင်စစ်သင်တို့သည် စကား ဖြောင့် ကြသလော။
133a020187	တရား သဖြင့်စီရင် ကြသလော။ အကယ်စင်စစ်သင်တို့သည် မ တရားသော အကြံ ကို ကြံစည် ၍ မြေကြီး ပေါ် မှာ ကိုယ် လက် နှင့်ပြုသောညှဉ်းဆဲ ခြင်းကို ချိန် တတ် ကြ၏။
133a03011f	မတရား သောသူတို့ သည် အမိဝမ်း ထဲ မှစ၍ရိုင်း သောသဘောရှိကြ၏။ မွေး ကတည်းက လမ်း လွှဲ၍ မုသာ စကားကို ပြော တတ်ကြ၏။
133a0400df	သူ တို့အဆိပ် သည် မြွေ အဆိပ် နှင့် တူ ၏။ နားပင်း သော မြွေဆိုး သည် မိမိ နား ကို ပိတ် ၍၊
133a0500de	လိမ္မာ သောအလမ္ပာယ် မြွက်ဆိုသော မန္တရား စကား ကို နား မ ထောင်ဘဲနေသကဲ့သို့ ဖြစ်ကြ၏။
133a060150	အိုဘုရား သခင်၊ သူ တို့ပစပ် ထဲမှာ သွား များကို ချိုး တော်မူပါ။ အို ထာဝရဘုရား ၊ ခြင်္သေ့ တို့၏ အံ သွားများ ကို ချိုး တော်မူပါ။
133a07013e	ထိုသူ တို့သည် စီး သောရေ ကဲ့ သို့ ကွယ်ပျောက် ကြ ပါစေသော။ လေး ကိုတင်သောအခါ မြှား တို့သည် ကျိုး သကဲ့သို့ ဖြစ်ကြပါစေသော။
133a080134	ခရု သည် သွား စဉ်တွင်ရွေ့လျား သကဲ့သို့ ၎င်း၊ ပျက် သော ကိုယ်ဝန်သည် နေ ရောင်ကို မ မြင် ရသကဲ့သို့၎င်း ဖြစ်ကြပါစေသော။
133a090181	ဆူး ပင်နှင့်မွေးသော မီးပူမှန်းကို အိုး တို့သည် မ သိ မှီ၊ အသက် ရှင်သောဆူးပင်နှင့် မီးလောင်လျက်ရှိသော ဆူးပင်တို့ကို လေဘွေ တိုက်သွားပါစေသော။
133a0a00d4	ဖြောင့်မတ် သောသူသည် ထိုသို့သောဒဏ် ပေး ခြင်းကို မြင် ၍ ဝမ်းမြောက် ပါလိမ့်မည်။
133a0b0237	မတရား သောသူတို့၏ အသွေး ၌ မိမိ ခြေ တို့ကို ဆေး ပါလိမ့်မည်။ သူတပါး ကလည်း၊ ဖြောင့်မတ် သောသူ သည် အကျိုး ကိုဧကန်အမှန် ခံရ၏။ မြေကြီး ပေါ် မှာတရား စီရင်သောဘုရား သခင်သည်ဧကန်အမှန် ရှိ တော်မူသည်ဟုဝန်ခံ ကြပါလိမ့်မည်။
133b0102bd	ရှောလု စေလွှတ် သောသူတို့သည် ဒါဝိဒ် အသက်ကိုသတ် ခြင်းငှာ အိမ် ကို စောင့် ကြသောအခါ ဒါဝိဒ် စပ်ဆိုသောဆာလံ။ အို အကျွန်ုပ် ၏ဘုရား ၊ ရန်သူ တို့လက်မှ အကျွန်ုပ် ကို ကယ်နှုတ် တော်မူပါ။ အကျွန်ုပ် ကို ရန်ဘက် ပြုသောသူတို့ ၏ အပေါ် မှာ အကျွန်ုပ် ကို ချီးမြှောက် တော်မူပါ။
133b02011c	ဒုစရိုက် ကို ပြု သောသူတို့အထဲက အကျွန်ုပ် ကို နှုတ်ယူ ၍ ၊ အသက်ကိုသတ် လိုသောသူ တို့ လက်မှ ကယ်တင် တော်မူပါ။
133b030236	သူတို့သည် အကျွန်ုပ် အသက် ကိုသတ် လို ၍ ချောင်း ကြည့် လျက် နေကြပါ၏။ အားကြီး သောသူတို့ သည်အကျွန်ုပ် တဘက် ၌ စည်းဝေးကြပါ၏။ အို ထာဝရဘုရား ၊ အကျွန်ုပ် မှားယွင်း သောကြောင့်မဟုတ် ပါ။ အကျွန်ုပ် အပြစ် ကြောင့်မဟုတ် ပါ။
133b040145	အကျွန်ုပ်၌ အပြစ် မ ရှိဘဲ သူတို့သည် ပြေး လာ၍ ပြင်ဆင် ကြပါ၏။ အကျွန်ုပ် ကို ကူမ ခြင်းငှါ နိုး တော်မူပါ။ ကြည့်ရှု တော်မူပါ။
133b050206	ဣသရေလ အမျိုး၏ ဘုရား သခင်၊ ကောင်းကင်ဘုံခြေအရှင် ဘုရားသခင် ထာဝရဘုရား ၊ သာသနာပ လူ အပေါင်း တို့ကို ဆုံးမ ခြင်းငှါ နိုး တော်မူပါ။ ဒုစရိုက် ၌ ကျင်လည်သောသူ တစုံ တယောက်ကိုမျှ သနား တော်မ မူပါနှင့်။
133b0600e4	သူတို့သည် ညဦး ယံ၌ ပြန်လာ ၍၊ ခွေး ဘာသာ အတိုင်း မြည် လျက် မြို့ ကိုလှည့်ပတ် ကြပါစေသော။
