010000000c	בראשית
134605006b	ואני עני ואביון-- אלהים חושה-לי עזרי ומפלטי אתה יהוה אל-תאחר
1347010033	בך-יהוה חסיתי אל-אבושה לעולם
1347020050	בצדקתך תצילני ותפלטני הטה-אלי אזנך והושיעני
134703006f	היה לי לצור מעון לבוא-- תמיד צוית להושיעני כי-סלעי ומצודתי אתה
134704003d	אלהי--פלטני מיד רשע מכף מעול וחומץ
1347050040	כי-אתה תקותי אדני יהוה מבטחי מנעורי
1347060058	עליך נסמכתי מבטן--ממעי אמי אתה גוזי בך תהלתי תמיד
1347070037	כמופת הייתי לרבים ואתה מחסי-עז
1347080033	ימלא פי תהלתך כל-היום תפארתך
1347090047	אל-תשליכני לעת זקנה ככלות כחי אל-תעזבני
13470a0045	כי-אמרו אויבי לי ושמרי נפשי נועצו יחדו
13470b0049	לאמר אלהים עזבו רדפו ותפשוהו כי-אין מציל
13470c004b	אלהים אל-תרחק ממני אלהי לעזרתי חישה (חושה)
13470d0055	יבשו יכלו שטני נפשי יעטו חרפה וכלמה--מבקשי רעתי
13470e003e	ואני תמיד איחל והוספתי על-כל-תהלתך
13470f0054	פי יספר צדקתך--כל-היום תשועתך כי לא ידעתי ספרות
1347100047	אבוא--בגברות אדני יהוה אזכיר צדקתך לבדך
134711004c	אלהים למדתני מנעורי ועד-הנה אגיד נפלאותיך
134712007d	וגם עד-זקנה ושיבה-- אלהים אל-תעזבני עד-אגיד זרועך לדור לכל-יבוא גבורתך
1347130059	וצדקתך אלהים עד-מרום אשר-עשית גדלות אלהים מי כמוך
1347140092	אשר הראיתנו (הראיתני) צרות רבות-- ורעות תשוב תחינו (תחיני) ומתהמות הארץ תשוב תעלני
1347150027	תרב גדלתי ותסב תנחמני
1347160069	גם-אני אודך בכלי-נבל-- אמתך אלהי אזמרה לך בכנור-- קדוש ישראל
1347170043	תרננה שפתי כי אזמרה-לך ונפשי אשר פדית
1347180061	גם-לשוני-- כל-היום תהגה צדקתך כי-בשו כי-חפרו מבקשי רעתי
134801004c	לשלמה אלהים--משפטיך למלך תן וצדקתך לבן-מלך
1348020030	ידין עמך בצדק וענייך במשפט
1348030039	ישאו הרים שלום לעם וגבעות בצדקה
134804004a	ישפט עניי-עם--יושיע לבני אביון וידכא עושק
134805003c	ייראוך עם-שמש ולפני ירח דור דורים
134806003a	ירד כמטר על-גז כרביבים זרזיף ארץ
134807003f	יפרח-בימיו צדיק ורב שלום עד-בלי ירח
1348080039	וירד מים עד-ים ומנהר עד-אפסי-ארץ
134809003d	לפניו יכרעו ציים ואיביו עפר ילחכו
13480a0061	מלכי תרשיש ואיים מנחה ישיבו מלכי שבא וסבא אשכר יקריבו
13480b0040	וישתחוו-לו כל-מלכים כל-גוים יעבדוהו
13480c003f	כי-יציל אביון משוע ועני ואין-עזר לו
13480d0044	יחס על-דל ואביון ונפשות אביונים יושיע
13480e0044	מתוך ומחמס יגאל נפשם וייקר דמם בעיניו
13480f0064	ויחי-- ויתן-לו מזהב שבא ויתפלל בעדו תמיד כל-היום יברכנהו
1348100076	יהי פסת-בר בארץ-- בראש הרים ירעש כלבנון פריו ויציצו מעיר כעשב הארץ
1348110076	יהי שמו לעולם-- לפני-שמש ינין (ינון) שמו ויתברכו בו כל-גוים יאשרוהו
134812004e	ברוך יהוה אלהים--אלהי ישראל עשה נפלאות לבדו
1348130062	וברוך שם כבודו-- לעולם וימלא כבודו את-כל הארץ-- אמן ואמן
1348140026	כלו תפלות-- דוד בן-ישי
1349010049	מזמור לאסף אך טוב לישראל אלהים-- לברי לבב
1349020055	ואני--כמעט נטוי (נטיו) רגלי כאין שפכה (שפכו) אשרי
134903003b	כי-קנאתי בהוללים שלום רשעים אראה
1349040037	כי אין חרצבות למותם ובריא אולם
134905003a	בעמל אנוש אינמו ועם-אדם לא ינגעו
134906003a	לכן ענקתמו גאוה יעטף-שית חמס למו
1349070037	יצא מחלב עינמו עברו משכיות לבב
134908003b	ימיקו וידברו ברע עשק ממרום ידברו
1349090039	שתו בשמים פיהם ולשונם תהלך בארץ
13490a0046	לכן ישיב (ישוב) עמו הלם ומי מלא ימצו למו
13490b003a	ואמרו איכה ידע-אל ויש דעה בעליון
13490c003c	הנה-אלה רשעים ושלוי עולם השגו-חיל
13490d003e	אך-ריק זכיתי לבבי וארחץ בנקיון כפי
13490e003b	ואהי נגוע כל-היום ותוכחתי לבקרים
13490f0043	אם-אמרתי אספרה כמו הנה דור בניך בגדתי
134910003e	ואחשבה לדעת זאת עמל היא (הוא) בעיני
134911003c	עד-אבוא אל-מקדשי-אל אבינה לאחריתם
134912003b	אך בחלקות תשית למו הפלתם למשואות
134913003d	איך היו לשמה כרגע ספו תמו מן-בלהות
134914003b	כחלום מהקיץ-- אדני בעיר צלמם תבזה
1349150034	כי יתחמץ לבבי וכליותי אשתונן
134916003a	ואני-בער ולא אדע בהמות הייתי עמך
1349170033	ואני תמיד עמך אחזת ביד-ימיני
1349180032	בעצתך תנחני ואחר כבוד תקחני
1349190036	מי-לי בשמים ועמך לא-חפצתי בארץ
13491a004c	כלה שארי ולבבי צור-לבבי וחלקי--אלהים לעולם
13491b0041	כי-הנה רחקיך יאבדו הצמתה כל-זונה ממך
13491c006d	ואני קרבת אלהים-- לי-טוב שתי באדני יהוה מחסי לספר כל-מלאכותיך
134a01005d	משכיל לאסף למה אלהים זנחת לנצח יעשן אפך בצאן מרעיתך
134a02005d	זכר עדתך קנית קדם-- גאלת שבט נחלתך הר-ציון זה שכנת בו
134a030047	הרימה פעמיך למשאות נצח כל-הרע אויב בקדש
134a040042	שאגו צרריך בקרב מועדך שמו אותתם אתות
134a050039	יודע כמביא למעלה בסבך-עץ קרדמות
134a06004e	ועת (ועתה) פתוחיה יחד-- בכשיל וכילפות יהלמון
134a07003c	שלחו באש מקדשך לארץ חללו משכן-שמך
134a080048	אמרו בלבם נינם יחד שרפו כל-מועדי-אל בארץ
134a090056	אותתינו לא ראינו אין-עוד נביא ולא-אתנו ידע עד-מה
134a0a0046	עד-מתי אלהים יחרף צר ינאץ אויב שמך לנצח
134a0b0047	למה תשיב ידך וימינך מקרב חוקך (חיקך) כלה
134a0c0044	ואלהים מלכי מקדם פעל ישועות בקרב הארץ
134a0d004c	אתה פוררת בעזך ים שברת ראשי תנינים על-המים
134a0e0049	אתה רצצת ראשי לויתן תתננו מאכל לעם לציים
134a0f0047	אתה בקעת מעין ונחל אתה הובשת נהרות איתן
134a100044	לך יום אף-לך לילה אתה הכינות מאור ושמש
134a11004a	אתה הצבת כל-גבולות ארץ קיץ וחרף אתה יצרתם
134a120045	זכר-זאת--אויב חרף יהוה ועם נבל נאצו שמך
134a13004d	אל-תתן לחית נפש תורך חית ענייך אל-תשכח לנצח
134a140041	הבט לברית כי מלאו מחשכי-ארץ נאות חמס
134a15003f	אל-ישב דך נכלם עני ואביון יהללו שמך
134a160053	קומה אלהים ריבה ריבך זכר חרפתך מני-נבל כל-היום
134a170041	אל-תשכח קול צרריך שאון קמיך עלה תמיד
134b01008d	למנצח אל-תשחת מזמור לאסף שיר ב הודינו לך אלהים--הודינו וקרוב שמך ספרו נפלאותיך
134b020031	כי אקח מועד אני מישרים אשפט
134b03004b	נמגים ארץ וכל-ישביה אנכי תכנתי עמודיה סלה
134b04004d	אמרתי להוללים אל-תהלו ולרשעים אל-תרימו קרן
134b050042	אל-תרימו למרום קרנכם תדברו בצואר עתק
134b06003c	כי לא ממוצא וממערב ולא ממדבר הרים
134b070036	כי-אלהים שפט זה ישפיל וזה ירים
134b080082	כי כוס ביד-יהוה ויין חמר מלא מסך-- ויגר מזה אך-שמריה ימצו ישתו כל רשעי-ארץ
134b090039	ואני אגיד לעלם אזמרה לאלהי יעקב
134b0a0046	וכל-קרני רשעים אגדע תרוממנה קרנות צדיק
134c010073	למנצח בנגינת מזמור לאסף שיר ב נודע ביהודה אלהים בישראל גדול שמו
134c020034	ויהי בשלם סוכו ומעונתו בציון
134c030041	שמה שבר רשפי-קשת מגן וחרב ומלחמה סלה
134c04002c	נאור אתה אדיר-- מהררי-טרף
134c050060	אשתוללו אבירי לב-- נמו שנתם ולא-מצאו כל-אנשי-חיל ידיהם
134c060039	מגערתך אלהי יעקב נרדם ורכב וסוס
134c070040	אתה נורא אתה--ומי-יעמד לפניך מאז אפך
134c080037	משמים השמעת דין ארץ יראה ושקטה
134c090049	בקום-למשפט אלהים-- להושיע כל-ענוי-ארץ סלה
134c0a0036	כי-חמת אדם תודך שארית חמת תחגר
134c0b0059	נדרו ושלמו ליהוה אלהיכם כל-סביביו--יבילו שי למורא
134c0c0037	יבצר רוח נגידים נורא למלכי-ארץ
134d010095	למנצח על-ידיתון (ידותון) לאסף מזמור ב קולי אל-אלהים ואצעקה קולי אל-אלהים והאזין אלי
134d02006a	ביום צרתי אדני דרשתי ידי לילה נגרה--ולא תפוג מאנה הנחם נפשי
134d03004a	אזכרה אלהים ואהמיה אשיחה ותתעטף רוחי סלה
134d040039	אחזת שמרות עיני נפעמתי ולא אדבר
134d050034	חשבתי ימים מקדם-- שנות עולמים
134d06004f	אזכרה נגינתי בלילה עם-לבבי אשיחה ויחפש רוחי
134d070044	הלעולמים יזנח אדני ולא-יסיף לרצות עוד
134d080036	האפס לנצח חסדו גמר אמר לדר ודר
134d09003b	השכח חנות אל אם-קפץ באף רחמיו סלה
134d0a0039	ואמר חלותי היא-- שנות ימין עליון
134d0b0049	אזכיר (אזכור) מעללי-יה כי-אזכרה מקדם פלאך
134d0c003c	והגיתי בכל-פעלך ובעלילותיך אשיחה
134d0d003c	אלהים בקדש דרכך מי-אל גדול כאלהים
134d0e0038	אתה האל עשה פלא הודעת בעמים עזך
134d0f003c	גאלת בזרוע עמך בני-יעקב ויוסף סלה
134d100051	ראוך מים אלהים--ראוך מים יחילו אף ירגזו תהמות
134d110051	זרמו מים עבות--קול נתנו שחקים אף-חצציך יתהלכו
134d120055	קול רעמך בגלגל--האירו ברקים תבל רגזה ותרעש הארץ
134d13005f	בים דרכך--ושביליך (ושבילך) במים רבים ועקבותיך לא נדעו
134d140033	נחית כצאן עמך-- ביד-משה ואהרן
134e010054	משכיל לאסף האזינה עמי תורתי הטו אזנכם לאמרי-פי
134e02003c	אפתחה במשל פי אביעה חידות מני-קדם
134e03003d	אשר שמענו ונדעם ואבותינו ספרו-לנו
134e04007d	לא נכחד מבניהם-- לדור אחרון מספרים תהלות יהוה ועזוזו ונפלאתיו אשר עשה
134e050079	ויקם עדות ביעקב ותורה שם בישראל אשר צוה את-אבותינו-- להודיעם לבניהם
134e06005b	למען ידעו דור אחרון--בנים יולדו יקמו ויספרו לבניהם
134e07005e	וישימו באלהים כסלם ולא ישכחו מעללי-אל ומצותיו ינצרו
134e080078	ולא יהיו כאבותם-- דור סורר ומרה דור לא-הכין לבו ולא-נאמנה את-אל רוחו
134e090045	בני-אפרים נושקי רומי-קשת הפכו ביום קרב
134e0a0042	לא שמרו ברית אלהים ובתורתו מאנו ללכת
134e0b0040	וישכחו עלילותיו ונפלאותיו אשר הראם
134e0c0041	נגד אבותם עשה פלא בארץ מצרים שדה-צען
