010000000b	Bhaa-bhaana
2a161300d0	Kasiimpo Incia aalamo roti, tee aemani sukuru, aweta-wetaia o roti sumai tee limana, tee adhawuakea i manga murina. Pogauna, "Siimo badaku kupasaraakea to ingkomiu. Pewaumo incia sii mamudhaakana uudhaniaku."
2a161400d3	Sapadhana akande, Isa apewau giu mboo sumai uka tee saangu tondena angguru. Incia adhawuakea i manga murina tee apogau, "Tonde incia sii satotuuna o pojanjia bhaau ipasahaaka alaloi raaku ibusakaaka to ingkomiu.
2a16150046	Maka kamatea, mia mohianatiaku, dhaangia apobhawa tee Iaku i meja sii!
2a16160078	Sababuna o Anana Maanusia dhaanamo bheamate mboomo mopadhana ipatotapuakana Aulataʼala, maka acilakamo mia mohianatia!"
2a1617007c	Kasiimpo manga incia apepuumo apoabha-abhaki samia tee mosagaanana, incema minaaka i manga incia mopewauna hali incia sumai.
2a16180083	Dhaangia uka mopogerana i tanga-tangana manga murina Isa, manga incia apogeraaka incema minaaka i manga incia iabhi momaogena mpuu.
2a161900b9	Isa apogaumo i manga incia, "Rajana manga lipu inda momatauna Aulataʼala tee aparintangi raʼeatina saincana, tee manga mia mokokuasa tee asarongi karona 'manga mojaganina raʼeatina.'
2a161a00a5	Maka ingkomiu bholi mboo sumai, salabhina momaogena i tanga-tangamiu tabeana amembali mboomo momaidhiidhina, tee o mokokuasana tabeana amembali mboomo molaianikomiu.
2a161b00bb	Incema buaka molabhina kaogena, mia mouncurana mokandena i meja atawa mia molaianina incia? Dhaanamo mia mouncurana sumai. Maka Iaku dhaangia i tanga-tangamiu mboomo bhatua molaianikomiu.
2a161c0037	I nuncana kasukaraku, ingkomiu sadia upobhawa tee Iaku.
2a161d006a	Sumaimo Iaku bhekudhawukomiu haku tee kuasa i nuncana pamarintaku mboomo Amaku mopadhana modhawuaku kuasa.
2a161e00d5	Tee mboo sumai ingkomiu umembali uka ukande tee usumpu sameja tee Iaku i nuncana pamarintaku. Tee ingkomiu bheuuncura i bhawona sapulu rua angu kauncuramaka momalanga to uparintaaka sapulu rua angu lipuna Israel."
2a161f00a2	"Simon, Simon, kamatea! Ibilisi padhamo aposanga to aujikomiu, mboomo gandum atopapogaa minaaka i kulina mamudhaakana momalapena apapogaaia minaaka i momadhakina.
2a1620009e	Maka Iaku padhamo kudoʼa to ingkoo, Simon, mamudhaakana o iimanimu bholi ameri. Tee wakutuuna umbulimo uparacaeaaku, pekatangkea o iimanina manga witinaimu."
2a16210062	Simon Petrus alawanimo, "Opu, iaku kuunda kupesua i katorongku atawa kumate kupobhawa tee Ingkoo!"
2a16220092	Alawanimo o Isa, "Petrus, kupogau tee ingkoo, manu inda bheakangkuraaʼo malo sii, ande ingkoo indapo talu mpearo upesapu, ande ingkoo umatauaku."
2a162300fc	Siitumo Isa apogaumo i manga incia, "Wakutuuna kulambokokomiu ulingka tee inda kuundaakakomiu ubhawa kabhia-bhiana dhingkanana doi, tasina bhakumiu atawa o sandalimiu, buaka ingkomiu ukaeaka opeopea?" Manga incia alawanimo, "Inda dhaangia ikaeakamami."
2a162400b6	Isa apogau, "Maka sii-sii, incema mokokabhia-bhiana dhingkanana doina atawa mokotasina bhakuna, tabeana abhawea; tee incema inda mokohancuna, tabeana aasoa o jubana to aaliaka hancu.
2a162500ed	Iaku kupogau tee ingkomiu, opea mopadhana motoburi i Kitabi Momangkilo sii tabeana apamondoa i karoku, 'Incia bheatoabhi mboomo samia dorohaka.' Sababuna bhari-bharia motoburina i nuncana Kitabi Momangkilo to Iaku tangasaana atopamondo."
2a16260066	Manga incia apogau, "E Opu, kamatea, iwe sii dhaangia rua mata hancu." Alawanimo o Isa, "Akawamo itu."
2a16270073	Isa abholi kota incia sumai kasiimpo alingka i Gunu Zaitun mboomo kananeana, tee alingka apobhawa tee manga murina.
2a16280072	Sakawana i tampa incia sumai apogaumo Isa, "Ingkomiu tabeana udoʼa, mamudhaakana inda akangkanaikomiu kapancoba."
2a1629007f	Kasiimpo Incia apekaridho minaaka i manga murina, aipomo mboomo karidhona tatudhaaka bhatu, iwe sumai Incia asujumo tee adoʼa.
2a162a008b	"E Uma, ande amembali, pekaridhoa o tonde sumpua kanarakaa sii minaaka i karoku. Maka bholi mboomo peeluaku, maka tabeana mboomo peeluamu."
2a162b004f	Kasiimpo atiumbamo malaaʼekati minaaka i laiana aumba i Incia to apekatangkea.
2a162c008d	Isa alilaho mpuu tee amaasimo incana. Rampaakanamo sumai, Incia adoʼa mpuu-mpuu to karona. Inina amembali mboomo titina raa motirina i tana.
2a162d007b	Sapadhana adoʼa, ambulimo pendua i manga murina, maka Incia apotibhaaka manga murina atokolemo roonamo amaasi mpuu incana.
2a162e0089	Kasiimpo Isa apogaumo i manga incia, "Pokia ingkomiu ukole? Bhangumo tee udoʼamo, mamudhaakana ingkomiu inda akangkanaikomiu kapancoba."
2a162f009b	Tangasaana Isa dhaangia apogau, aumbamo sarombonga mia ikapalaina Yudas, sala samia minaaka i sapulu rua mia murina Isa. Yudas amaju apekakasu to aiki Isa.
2a16300058	Maka o Isa apogau tee incia, "Yudas, tee kaiki buaka ingkoo bheuhianati Anana Maanusia?"
2a16310089	Wakutuuna manga mia mopobhawana tee Isa akamata opea momembalina, manga incia apogau, "E Opu, amembali ingkami tapoewangiakea tee hancu?"
2a16320080	Kasiimpo sala samia minaaka i manga incia aewangimo bhatuana Kapalana Imamu Maoge, tee asimbia o talinga kaanana sampe amabhotu.
2a1633006d	Maka o Isa apogau, "Padhamo, untomo!" Kasiimpo Incia adhingku talingana mia sumai tee apauntomea o kambelana.
2a163400d9	Kasiimpo apogaumo o Isa i manga imamu maoge, tee i manga kapala jagana Baitulla, tee manga mancuanana lipuna Israel moumbana to arako Incia, "Pokia ingkomiu uumba ubhawa hancu tee kabhebhe mboomo bheurako mia madhaki?
2a163500bc	Garaaka saesaeo Iaku dhaangia i tanga-tangamiu i Baitulla tee ingkomiu inda urakoaku. Maka o siimo henggana to ingkomiu tee siimo uka wakutuuna to mokuasaina kalalanda to apewau peeluana."
2a16360087	Manga mia incia sumai arakomo Isa, kasiimpo abhawea alingka i bhanuana Kapalana Imamu Maoge, sainamo Petrus aosea minaaka i karidhoana.
2a1637009c	I tanga-tangana aroana bhambana bhanua sumai, mia aparore waa tee manga incia auncura atiingi waa. Petrus uka auncura iwe sumai i tanga-tangana manga incia.
2a16380099	Samia bhatua bhawine akamata Petrus auncura iwe sumai i aroana waa. Incia akama-kamatamo Petrus kasiimpo apogau, "Mia incia sii uka mopobhawana tee Isa."
2a1639003b	Maka o Petrus apesapuakea, "Iaku inda kupomatau tee Incia."
2a163a00b6	Inda amangenge sapadhana sumai, samia mosagaanana uka akamata Petrus kasiimpo apogau, "Ingkoo uka sala samia minaaka i manga incia!" Maka o Petrus alawani, "Mencuana, mencuana iaku!"
2a163b00bf	Kera-kera sajamu sapadhana sumai, sala samia mosagaanana uka apogau tee suara makaa, "Atotuumo mia incia sii uka mopobhawana tee Isa, roonamo incia uka o mia mominaakana i Poropinsi Galilea!"
2a163c009d	Maka o Petrus alawani, "Iaku inda kumataua opea o maʼanana ipogauakamu itu!" I wakutuu incia sumaimo uka, tangasaana o Petrus apogau akangkuraaʼomo o manu.
2a163d00bc	Kasiimpo Isa abhalili tee akamata Petrus. Sabutuna o Petrus atoudhanimo tee opea mopadhana ipogauakana Isa to incia, "Indapo akangkuraaʼo manu eo sii, ingkoo talu mpearomo upesapuakaaku."
2a163e0042	Kasiimpo alimbamo Petrus minaaka iwe sumai tee atangi amaasi mpuu.
2a163f0033	Manga mia motaangina Isa, aele-ele tee abhebhe Isa.
2a1640005e	Manga incia atutubhi matana Isa kasiimpo aabhakia, "E nabii, coba ubhotoa, incema mobhebheko?"
2a1641003d	Manga incia apogauaka bhari pogau mosagaanana to ahina Incia.
2a164200b2	Samainawana, aporomusakamo manga mancuanana lipu, manga imamu maoge, tee manga ahalii Hukumu Taurati. Kasiimpo manga incia abhawa Isa apoaro i Mahakama Agama. Manga incia apogau,
2a1643007c	"Ingkoo Al Masi atawa mencuana? Manga paumbaakamo!" Isa apogau, "Ande Iaku kupogau tee ingkomiu, ingkomiu inda bheuparacaea.
2a1644003d	Tee moomini Iaku kuabha i ingkomiu, ingkomiu inda bheulawani.
2a16450054	Maka pepuu sii-sii, Anana Maanusia bheauncura i weta kaanana Aulataʼala Mokokuasa."
2a1646007e	Manga incia bhari-bharia apogaumo, "Ande mboo itu, Ingkoo sii o Anana Aulataʼala?" Alawanimo Isa, "Ingkomiu samia mopogauna."
2a1647007c	Manga incia apogaumo, "To opea ingkami tafaraluu kasakusii mosagaanana? Ingkita padhamo tarangoa minaaka i ngangana karona!"
2a17010071	Bhari-bharia manga miana Mahakama Agama sumai akakaro, kasiimpo Isa abhawea apapoaroa i aroana Gubernuru Pilatus.
2a170200bf	Iwe sumai manga incia apepuumo araeaka Isa, pogauna manga incia, "Mia incia sii apasaladhala lipumami tee asasi mia to apomea balasitee i Kaisar, tee apogau ande Incia o Al Masi, samia raja."
2a17030065	Pilatus aabhamo i Isa, "Ingkoomo rajana miana Yahudi?" Alawanimo Isa, "Umbe, ingkoo samia mopogauna."
2a17040079	Kasiimpo Pilatus apogaumo i manga imamu maoge tee i mia bhari sumai, "Iaku inda kupokawaakea o kasalahana mia incia sii."
2a170500af	Maka manga incia soo ahanda amakaa tee apogau, "Incia tee kaadharina asawu raʼeati i saangua Poropinsi Yudea. Apepuu minaaka i Poropinsi Galilea tee sii-sii akawamo iwe sii."
2a17060061	Wakutuuna Pilatus arango giu incia sumai, incia aabhamo, "Buaka o mia incia sii o miana Galilea?"
2a170700ad	Samatauna ande o Isa aminaaka i lipu iparintana raja Herodes, Pilatus atumpumo mia to abhawa Isa i Herodes, i wakutuu incia sumai o Herodes tangasaana adhaangia i Yerusalem.
2a170800c0	Wakutuuna raja Herodes akamata Isa, incia aundemo mpuu. Roonamo amangengemo gauna bheakamatea, sababuna amenturumo arango lelena Isa. Incia uka aharapu amembali akamata Isa apewau muuzizatina.
2a17090046	Herodes adhawuaka abhari kaabhaki, maka inda saangu uka ilawanina Isa.
2a170a0073	Sainamo manga imamu maoge tee manga ahalii Hukumu Taurati akakaro tee araeakea to manga parakara momatamo to Incia.
2a170b009d	Herodes apobhawa tee manga suludaduna aele-ele tee ahina Isa, tee incia atumpu manga suludadu to apakanaakea juba makesa to Isa tee abhawea pendua i Pilatus.
2a170c0067	I eo incia sumai uka, raja Herodes tee Pilatus aposabhangkamo, garaaka i piamo itu manga incia apomusu.
2a170d0052	Kasiimpo Pilatus aromusakamo manga imamu maoge, manga kapalana lipu, tee raʼeati.
2a170e010a	Pilatus apogau tee manga incia, "Ingkomiu ubhawa mia incia sii to iaku tee upogau ande incia mopasaladhalana raʼeati tee aewangi Kaisar. Iaku padhamo kuparakisaaia iaroamiu, maka inda kupotibhaakea uka o kasalahana pokaiana tee bhari-bharia giu iraeakamiu to Incia.
2a170f00ac	Mboo sumai uka tee raja Herodes, roonamo incia padhamo alambokoa pendua to ingkami. Satotuuna inda dhaangia saangu uka o pewauna mosababuakana Incia alaenga atohukumu mate.
2a1710002f	Jadi, iaku bhekubhebhea kasiimpo kurambasakea."
2a17120066	Maka bhari-bharia manga incia apobhawa-bhawa akakee-kee, "Pekamatea! Rambasakea o Barabas to ingkami!"
2a17130088	Barabas sii atotorongku roonamo pokaiana tee karobho moewangina Pamarintana Roma momembalina i kota Yerusalem tee roonamo apekamate mia.
2a1714004f	Pilatus apogau sampearopo uka i manga incia, roonamo incia gauna apabebasi Isa.
2a1715004e	Maka manga mia sumai apekee, "Loea Incia i kau salib! Loea Incia i kau salib!"
2a171600ef	Kamondona talu mpearo Pilatus apogau i manga incia, "Kadhaki opea mopadhana ipewauna? Iaku inda kupotibhaaka saangu kasalaha uka minaaka i Incia, mosababuakana Incia alaenga atohukumu mate! Sumaimo iaku bhekubhebhea kasiimpo kurambasakea."
2a17170093	Maka o mia bhari sumai ahanda akakee-kee tee atuntu mamudhaakana o Isa aloea i kau salib. Sabutuna o pekeena manga incia sumai iperangoina Pilatus.
2a17180054	Kasiimpo Gubernuru Pilatus abhotukiakea to aose opea iemanina manga mia bhari sumai.
2a171900bb	Incia apabebasi Barabas, mia itorongku roonamo apadhaangia karobho moewangina Pamarintana Roma tee apekamate mia, maka o Isa apasaraakaakea i manga incia tee i tantarana Roma to atosalib.
2a171a00d5	Wakutuuna manga incia abhawa Isa to aloea i kau salib, manga incia arako Simon, miana Kirene, siimpo moumbana minaaka i kampo. Kasiimpo manga incia apakisaa Simon to asodha kau salib sumai tee aose i talikuna Isa.
2a171b005c	Abhari mpuu mia moosena Isa, tee dhaangia uka manga bhawine motangisia tee momaasina incana.
2a171c007f	Isa apoilimo tee apogau i manga incia, "E manga bhawine miana Yerusalem, bholi utangisiaku. Tangisipo karomiu tee manga anamiu.
2a171d0094	Roonamo bheaumba eona o mia bheapogau, 'Amasanaamo mpuu o bhawine mokomba, tee o kadhumana indapo tee abhawa-bhawa tee indapo apadudu samia anaana!'
2a171e008d	I wakutuu incia sumai, apepuumo o mia apogau i manga gunu, 'Matobhamo tee utaburimo ingkami!,' tee apogau i manga kabumbu, 'Lamuimo ingkami!'
2a171f0059	Roonamo to kau modhadhi uka manga incia apewaua mboo sumai, ntaranamo uka to kau momate!"
2a17200050	Manga incia uka abhawa rua mia o mia madhaki to atohukumu mate apobhawa tee Isa.
2a172100a6	Sakawana i tampa motosarongiaka Tengkorak, iwe sumai manga incia aloe Isa tee rua miaia o mia madhaki sumai i kau salib, samia i weta kaana tee samia uka i weta kaai.
2a172200ab	Kasiimpo Isa apogau, "E Uma, amponia manga incia, roonamo manga incia inda amataua opea ipewauna." Kasiimpo manga suludadu atudhaaka dadu to apodhawu-dhawuaka pakeana Isa.
2a17230109	Mia bhari akakaro iwe sumai tee akamatea bhari-bharia opea momembalina. Manga kapalana lipu aele-elemo Incia tee apogau, "Incia padhamo apasalaamati mia mosagaanana, sii-sii taroakamo Incia apasalaamati karona, ande atotuu Incia o Al Masi, mia ipilina Aulataʼala!"
2a17240063	Manga suludadu modhaangiana iwe sumai uka aele-elea. Manga incia aumba abhawa angguru makolo to Isa
2a1725004e	tee apogau, "Ande atotuu Ingkoo rajana miana Yahudi, pasalaamatimea o karomu!"
2a17260066	I kau salib sumai, siitumo i weta i bhawona bhaana Isa adhikaakea kaburi, "Siimo Rajana miana Yahudi."
2a172700bd	Sala samia minaaka i mia madhaki motoloe sumai uka ahina Isa, pogauna, "Buaka Ingkoo mencuana Al Masi? Ande atotuu Ingkoo Al Masi, pasalaamatimea o karomu tee upasalaamati tee ingkami uka!"
2a172800a1	Maka o mia madhaki samiana uka audhaniaka sabhangkana sumai, pogauna, "Buaka ingkoo inda umaeka i Aulataʼala? sainamo ingkoo utarima kahukumu mate mboomo Incia?
2a17290093	Ingkita sii alaenga tatohukumu, roonamo ingkita tapotibhaaka kabhalasi mopokana tee pewauta. Maka o mia incia sii inda apewau saangu kasalaha uka!"
2a172a0059	Kasiimpo incia apogau, "E Isa, udhani tee iaku ande Ingkoo upesua i nuncana Pamarintamu."
2a172b0071	Apogaumo Isa, "Satotuuna Iaku kupogau tee ingkoo, i eo sii uka ingkoo upobhawa tee Iaku i nuncana Taman Firdaus."
2a172c0082	Wakutuu incia sumai, kera-kera rambi sapulu rua mata pontanga eo, saangua lipu sumai amalalandamo sakawana rambi talu mata konowia
2a172d0062	roonamo matanaeo inda akotila. Corocorona Baitulla amabhenci i tanga-tangana sabutuna aporua weta.
2a172e0089	Kasiimpo Isa apekee tee suara makaa, pogauna, "E Uma, i nuncana limamu kupasaraaka inyawaku." Sapadhana apogau mboo sumai, Incia amatemo.
2a172f0098	Wakutuuna kapalana suludadu modhaangiana iwe sumai akamata opea momembalina, incia apujimo Aulataʼala, pogauna, "Atotuu, mia incia sii o mia mobanara."
2a173000c0	Kasiimpo manga mia bhari moporomusakana iwe sumai akamatea bhari-bharia opea momembalina tee Isa, sumaimo manga incia ambuli tee abhebhe-bhebhe badana karona to tandana ande manga incia asoso.
2a1731009b	Bhari-bharia mopomatauna tee Isa, tee uka manga bhawine moosea minaaka i Galilea, akakaro minaaka i karidhoana akamatea bhari-bharia momembalina iwe sumai.
2a1732007d	Dhaangia samia umane sarona o Yusuf samia minaaka i rombongana Mahakama Agama. Incia satotuuna o mia malape tee mia mobanara,
2a173300bf	tee moantaantagina Pamarintana Aulataʼala. Incia o asalana minaaka i kota Arimatea i Poropinsi Yudea. Yusuf sii inda asatujui opea ibhotukiakana tee ipewauna Mahakama Agama to apekamate Isa.
2a1734002f	Incia alingka i Pilatus to aemani maeatina Isa.
2a173500d5	Sapadhana maeatina Isa apasapoa minaaka i kau salib, Yusuf abhalungi maeati sumai tee kae maputi, kasiimpo apadholea i nuncana koburu motoselina i gunu bhatu tee o koburu sumai indapo atopake tee dhaangiapo akoso.
2a17360042	Eo incia sumai eona jumaa, amakasumo eona pasiapuana eona Saputuu.
2a173700ab	Manga bhawine moumbana mopobhawa-bhawana tee Isa minaaka i Galilea, aose Yusuf tee akamata koburu sumai. Manga incia uka akamatea tuaapa o maeatina Isa adhikaia iwe sumai.
2a173800ca	Kasiimpo manga incia ambuli, tee apasiapuaka manga rampa tee mina-mina mawondu. I eona Saputuu, manga bhawine sumai aponiunto to ataʼati parintana Aulataʼala mbomo iadhariaka i nuncana Hukumu Taurati.
2a18010073	Saeona mpuu i eona Ahadi sumai, manga incia alingka i koburuna Isa abhawa manga rampa mawondu mopadhana ipasiapuna.
2a1802004b	Kasiimpo manga incia apotibhaaka bhatu katutubhina koburu sumai atodholemo.
2a1803003d	Sapesuana, manga incia inda apokawaakea o maeatina Oputa Isa.
2a180400a1	Tangasaana manga bhawine sumai dhaangiapo akatongo-tongoaka giu incia sumai, saanampuu dhaangia rua mia mopobhajuna mokokila-kila akakaro i saripina manga incia.
2a180500b3	Manga bhawine sumai amaekamo mpuu, sabutuna apaʼungko bhaana. Maka rua miaia umane sumai apogau i manga incia, "Pokia ingkomiu upeelo mia modhadhi i tanga-tangana manga mia mate?
2a18060089	Incia inda dhaangia iwe sii, maka abhangumo! Udhania opea mopadhana ipogauakana to ingkomiu wakutuuna Incia dhaangia i Poropinsi Galilea,
2a1807009c	siitumo wakutuuna Incia apogau, ande o Anana Maanusia tabeana apasaraakaakea i limana mia mokodosa, aloea i kau salib, tee i eo talu eona Incia bheabhangu."
2a18080052	Sarangona incia sumai, manga incia atoudhanimo tee opea mopadhana ipogauakana Isa.
2a18090095	Sambulina minaaka i koburu sumai, manga incia apetulatulaakamea bhari-bharia sumai i sapulu samia murina Isa tee bhari-bharia murina mosagaanana uka.
2a180a00ca	Manga bhawine sumai o sarona, Mariam minaaka i Magdala, Yohana, tee Mariam inana Yakub. Tee manga bhawine mosagaanana mopobhawa-bhawana tee manga incia uka apaumbaakea o hali incia sumai i manga rasulu.
2a180b0076	Maka manga rasulu sumai aabhia o lele sumai inda apesua i akalana, tee inda aparacaea ipogauakana manga bhawine sumai.
2a180c00db	Moomini mboo sumai, Petrus akakaro tee abuntuli alingka i koburu sumai. Wakutuuna incia apetila i nuncana koburu, incia akamata soomo kae maputi iwe sumai. Sabutuna incia ambuli tee amenteakamo bhari-bharia momembalina.
2a180d00bd	I eo incia sumai uka, dhaangia rua mia o murina Isa tangasaana alingka aporope i saangu kampo mokosaroakana Emaus, tampa incia sumai o karidhona kera-kera sapulu sakilo minaaka i Yerusalem,
2a180e0045	tee manga incia akoja-kojaakamo sagala giu mopadhana momembali sumai.
2a180f009e	Tangasaana manga incia apogau tee apodhawu fikiriaka to manga hali incia sumai, Isa aumbamo apekakasu i manga incia kasiimpo alingka apobhawa tee manga incia.
2a18100086	Moomini mboo sumai, dhaangia saangu giu mopewauna manga incia inda amataua ande o mia mopoosena tee manga incia sumai satotuuna o Isa.
2a18110069	Isa apogaumo i manga incia, "Opea ipogauakamiu i tangana dhala sii?" Manga incia auntomo tee rou momaasi.
2a181200aa	Sala samia minaaka i manga incia mokosarona Kleopas alawani, "Buaka samia-miamu o mia dhaga i Yerusalem inda momatauna bhari-bharia kajadia momembalina pia-pia eona sii?"
2a181300ea	Apogaumo o Isa, "kajadia opea itu?" Alawanimo manga incia, "Tapogauaka Isa, miana Nazaret sumai. Incia satotuuna samia Nabii. Pogauna tee pewauna abukeaka kuasa, amalape i aroana Aulataʼala atawa i aroana bhari-bharia miana lipumami.
