0100000006	Senesi
1009250120	Pea ʻoku tupu mei ai ʻae meʻa lahi maʻae ngaahi tuʻi ʻaia kuo ke fakanofo ke pule kiate kimautolu ko e meʻa ʻi heʻemau ngaahi angahala: pea ʻoku nau pule ki homau sino foki, pea ki heʻemau fanga manu, ʻonau faʻiteliha, pea ko kimautolu ʻoku mau moʻua ʻi he mamahi lahi.”
10092600c3	Pea koeʻuhi ko e meʻa ni kotoa pē ʻoku mau fai ʻae fuakava ke maʻu, mo tohi ia: pea ko homau ngaahi houʻeiki, mo e kau Livai, mo e kau taulaʻeiki, te nau ʻai ʻa hono fakaʻilonga maʻu.
100a01006c	Pea ko kinautolu naʻe fakaʻilongaʻi ia, ko Nehemaia ko e ʻeiki pule, ko e foha ʻo Hakalia, mo Sitikisa.
100a020024	Mo Selaia, mo ʻAsalia, mo Selemaia,
100a030024	Mo Pasuli, mo ʻAmalia, mo Malikisa,
100a040021	Mo Katusi, mo Sepania, mo Maluki,
100a050025	Mo Halimi, mo Melemoti, mo ʻOpataia,
100a060023	Mo Taniela, mo Kinitoni, mo Paluki,
100a070025	Mo Mesulami, mo ʻApisa, mo Misamini,
100a080048	Mo Maaseia, mo Pilikai, mo Simaia; ko kinautolu ni ko e kau taulaʻeiki.
100a090066	Mo e kau Livai: ko Sesua ko e foha ʻo ʻAsania, mo Pinui ʻoe ngaahi foha ʻo Henatati, mo Katimieli,
100a0a0050	Mo honau ngaahi kāinga, ko Sepania, mo Hotisa, mo Kilita, mo Pelaia, mo Hanani,
100a0b0020	Mo Maika, mo Lihope, mo Hasapea,
100a0c0020	Mo Saka, mo Selepea, mo Sepania,
100a0d001e	Mo Hotisa, mo Pani, mo Pininu.
100a0e005b	Ko e kau tuʻukimuʻa ʻoe kakai; ko Palosi, mo Pehati-Moape, mo ʻIlami, mo Satu, mo Pani,
100a0f0020	Mo Puni, mo ʻAsikati, mo Pepai,
100a100025	Mo ʻAtonisa, mo Pikivai, mo ʻAtini,
100a110024	Mo ʻAteli, mo Hesikisa, mo ʻAsuli,
100a12001f	Mo Hotisa, mo Hasumi, mo Pesai,
100a130022	Mo Halifi, mo ʻAnatoti, mo Nepei,
100a140025	Mo Makipeasi, mo Mesulami, mo Heseli,
100a150023	Mo Mesesapeli, mo Satoki, mo Satua,
100a160022	Mo Pelatia, mo Hanani, mo ʻAnaia,
100a170020	Mo Hosea, mo Hanania, mo Hasupi,
100a180021	Mo Haloesi, mo Pileha, mo Sopeki,
100a190023	Mo Lihumi, mo Hasapina, mo Maaseia,
100a1a0022	Mo ʻAhisa, mo Hanani, mo ʻAnani,
100a1b0021	Mo Maluki, mo Halimi, mo Paʻana.
100a1c0171	Pea ko hono toe ʻoe kakai, ko e kau taulaʻeiki, mo e kau Livai, mo e kau leʻo matapā, mo e kau hiva, mo e kau Netenimi, mo kinautolu kotoa pē naʻa nau fakamavae ʻakinautolu mei he kakai ʻoe ngaahi fonua ki he fono ʻae ʻOtua, mo honau ngaahi uaifi, mo honau ngaahi foha, mo honau ngaahi ʻofefine, ʻakinautolu kotoa pē naʻe maʻu ʻae ʻilo, mo e loto poto;
100a1d014b	Naʻa nau kau mo honau ngaahi kāinga, ko honau houʻeiki, ʻonau fai ʻae tuki moʻoni, pea mo e fuakava, ke ʻalu ʻi he fono ʻae ʻOtua, ʻaia naʻe foaki ʻia Mōsese ko e tamaioʻeiki ʻae ʻOtua, ke tokanga mo fai ʻae ngaahi fekau kotoa pē ʻa Sihova ko hotau ʻEiki, mo ʻene ngaahi fakamaau mo ʻene ngaahi tuʻutuʻuni;
100a1e0095	Pea ke ʻoua naʻa tau foaki hotau ngaahi ʻofefine ki he kakai ʻoe fonua; pea ʻoua naʻa tau ʻomi honau ngaahi ʻofefine moʻo hotau ngaahi foha:
100a1f0106	Pea kapau ʻe ʻomi ʻe he kakai ʻoe fonua ha meʻa fakatau pē ha meʻakai ʻi he ʻaho tapu ke fakatau, pea ʻoua naʻa tau fakatau ia ʻi he ʻaho tapu, he ko e ʻaho māʻoniʻoni: pea ke tau tuku hono fitu ʻoe taʻu, mo e ʻeke totongi kotoa pē [ʻi ai].
100a2000a1	Pea naʻa tau fai haʻamau fono, ke fakamoʻua ʻakimautolu ʻi he taʻu kotoa pē ʻaki hono tolu ʻoe vahe ʻoe sikeli maʻae tauhi ʻoe fale ʻo homau ʻOtua;
100a210187	Koeʻuhi ko e mā ʻoe ʻao, pea ki he feilaulau meʻakai fai maʻu pe, pea mo e feilaulau tutu fai maʻu pe, ʻi he ngaahi ʻaho tapu, ʻi he ngaahi tuʻu efiafi, pea ki he ngaahi kātoanga kuo kotofa pea mo e ngaahi meʻa māʻoniʻoni, pea maʻae ngaahi feilaulau koeʻuhi ko e ngaahi angahala ke fai ʻaki ʻae fakalelei maʻa ʻIsileli, pea ki he ngāue kotoa pē ʻoe fale ʻoe ʻOtua.
100a220179	Pea naʻa tau fai ʻae talotalo ki he kau taulaʻeiki, mo e kau Livai, mo e kakai, ki he feilaulau ʻoe fefie, ke fetuku ia ki he fale ʻo hotau ʻOtua, ʻo fakatatau ki he ngaahi fale ʻo ʻemau ngaahi tamai, ʻi he ngaahi kuonga kuo kotofa ʻi he taʻu tukufakaholo, ke tutu ʻi he funga ʻoe feilaulauʻanga ʻo Sihova ko hotau ʻOtua, ʻo hangē ko ia kuo tohi ʻi he fono:
100a230092	Pea ke ʻomi ʻae ngaahi ʻuluaki fua ʻoe ngoue, mo e ʻuluaki fua ʻoe ngaahi ʻakau kotoa pē, ʻi he taʻu hokohoko pe, ki he fale ʻo Sihova:
100a24012a	Pea mo e ʻuluaki tupu ʻo hotau ngaahi foha, pea mo ʻetau fanga manu lalahi, ʻo hangē ko ia kuo tohi ʻi he fono, mo e ʻuluaki tupu ʻo ʻetau ngaahi fanga manu siʻi mo e fanga [sipi], ke ʻomi ki he fale ʻo hotau ʻOtua, ki he kau taulaʻeiki ʻaia ʻoku tauhi ʻi he fale ʻo hotau ʻOtua:
100a250186	Pea ke tau ʻomi hono ʻuluaki fua ʻo ʻetau mā [kuo natu], mo ʻetau ngaahi meʻa ʻatu, mo e fua ʻoe ngaahi ʻakau kehekehe kotoa pē, ʻoe uaine mo e lolo, ki he kau taulaʻeiki, ki he ngaahi potuʻi fale ʻi he fale ʻo hotau ʻOtua: mo e ngaahi tāuvao ʻo ʻetau ngoue ki he kau Livai, ke maʻu ai ʻe he kau Livai ko ia ʻae ngaahi tāuvao ʻi he ngaahi kolo ʻo hotau potu kakai.
100a260111	Pea ko e taulaʻeiki ko e foha ʻo ʻElone ʻe kau ia mo e kau Livai ʻi he maʻu ʻe he kau Livai ʻae ngaahi tāuvao: pea ʻe fetuku hake ʻe he kau Livai hono hongofulu ʻoe vahe ʻoe tāuvao ki he fale ʻo hotau ʻOtua, ki he ngaahi potu fale ki loto ʻi he fale koloa.
100a27013e	He ko e fānau ʻa ʻIsileli mo e fānau ʻa Livai te nau ʻomi ʻae feilaulau ʻoe uite, mo e uaine foʻou, mo e lolo, ki he ngaahi fale ʻaia ʻoku ʻi ai ʻae ngaahi ipu ʻoe faletapu, mo e kau taulaʻeiki ʻoku tauhi, mo e kau leʻo matapā, mo e kau hiva: pea ʻe ʻikai te tau liʻaki ʻae fale ʻo hotau ʻOtua.
100b01010b	Pea naʻe nofo ʻi Selūsalema, ʻae kau pule ʻoe kakai: pea naʻe fai ʻae talotalo ʻe hono toe ʻoe kakai ke ʻomi ʻae tangata ʻe taha mei he toko hongofulu ke nofo ʻi Selūsalema, ko e kolo māʻoniʻoni, pea ke nofo ʻae vahe ʻe hiva ki he ngaahi kolo kehe.
100b020081	Pea naʻe tāpuaki ʻe he kakai ʻae kau tangata kotoa pē, ʻaia naʻe ʻatu fiemālie pē ʻakinautolu ke nofo ʻi Selūsalema.
100b030124	Pea ko e kau tuʻukimuʻa eni ʻoe puleʻanga naʻe nofo ʻi Selūsalema: ka ʻi he ngaahi kolo ʻo Siuta naʻe nofo taki taha ʻi hono tofiʻa ʻi honau ngaahi kolo, ʻio, ʻa ʻIsileli, mo e kau taulaʻeiki, mo e kau Livai, mo e kau Netenimi, mo e fānau ʻae kau tamaioʻeiki ʻa Solomone.
100b040115	Pea naʻe nofo ʻi Selūsalema ʻae niʻihi ʻoe fānau ʻa Siuta, pea mo e fānau ʻa Penisimani. ʻI he fānau ʻa Siuta; ko ʻAtaia, ko e foha ʻo ʻUsia, ko e foha ʻo Sakalia, ko e foha ʻo ʻAmalia, ko e foha ʻo Sifatia, ko e foha ʻo Malelili, ʻi he fānau ʻa Pelesi;
100b0500aa	Mo Maaseia ko e foha ʻo Paluki, ko e foha ʻo Koliose, ko e foha ʻo Hasaia, ko e foha ʻo ʻAtaia, ko e foha ʻo Soaialipi, ko e foha ʻo Sakalia, ko e foha ʻo Siloni.
100b060091	Ko e ngaahi foha kotoa pē ʻo Pelesi naʻe nofo ʻi Selūsalema naʻa nau toko fāngeau mo e tolungofulu ma valu ko e kau tangata toʻa mālohi.
100b0700cc	Pea ko e ngaahi foha eni ʻo Penisimani; ko Selu ko e foha ʻo Mesulami, Ko e foha ʻo Soeti, ko e foha ʻo Pitaia, ko e foha ʻo Kolaia, ko e foha ʻo Maaseia, ko e foha ʻo Itieli, ko e foha ʻo Sisaia.
100b080057	Pea naʻe hoko mo ia ʻa Kapei, mo Salei, ko e toko hivangeau mo e toko uofulu ma valu.
100b09007a	Pea ko Soeli ko e foha ʻo Sikili ko honau pule ia; mo Siuta ko e foha ʻo Senua ko hono toko ua ia naʻe pule ki he kolo:
100b0a0048	‌ʻI he kau taulaʻeiki; ko Sitaia ko e foha ʻo Soaialipi, mo Sakini.
100b0b00a4	Ko Selaia ko e foha ʻo Hilikia, ko e foha ʻo Mesulami, ko e foha ʻo Satoki, ko e foha ʻo Milaioti, ko e foha ʻo ʻAhitupe, ko e pule ia ki he fale ʻoe ʻOtua.
100b0c0100	Pea ko honau kāinga ʻaia naʻe fai ʻae ngāue ʻoe fale naʻa nau toko valungeau mo e toko uofulu ma ua: mo ʻAtaia ko e foha ʻo Silohami, ko e foha ʻo Pelalia, ko e foha ʻo ʻAmisi, ko e foha ʻo Sakalia, ko e foha ʻo Pasuli, ko e foha ʻo Malikia,
100b0d00dc	Mo hono ngaahi kāinga, ko e kau tuʻukimuʻa ʻi he ngaahi tamai, ko e toko uangeau mo e toko fāngofulu ma ua: mo ʻAmasai ko e foha ʻo ʻAsalili, ko e foha ʻo ʻAhasai, ko e foha ʻo Misilemoti, ko e foha ʻo Imeli,
100b0e00ad	Mo honau ngaahi kāinga, ko e kau tangata toʻa mālohi, ko e teau mo e toko uofulu ma valu: pea ko honau pule ko Sapitieli, ko e foha ʻoe tokotaha ʻi he kau tangata lahi.
100b0f0080	Pea ʻi he kau Livai foki: ko Simaia ko e foha ʻo Hasupi, ko e foha ʻo ʻAsilikami, ko e foha ʻo Hasapea, ko e foha ʻo Puni;
100b10007c	Ko Sapitei, mo Sosapati, ko e tuʻukimuʻa ʻoe kau Livai, naʻe pule ʻakinaua ki he ngāue ʻituʻa ʻoe fale ʻoe ʻOtua.
100b110109	Ko Matania ko e foha ʻo Maika, ko e foha ʻo Sapiti, ko e foha ʻo ʻAsafi, ko e tuʻukimuʻa ia ke kamata ʻae fakafetaʻi ʻi he lotu: mo Pakipuki ko e toko ua ʻi hono ngaahi kāinga, mo ʻApita ko e foha ʻo Samua, ko e foha ʻo Kalali, ko e foha ʻo Situtuni.
100b120063	Ko e kau Livai kotoa pē ʻi he kolo māʻoniʻoni, ko e toko uangeau mo e toko valungofulu ma fā.
100b130097	Pea ko e kau leʻo matapā foki, ko ʻAkupi, mo Talimoni, mo hona ngaahi kāinga naʻe tauhi ʻae ngaahi matapā, naʻe toko teau ma fitungofulu ma ua.
100b1400a1	Pea ko hono toe ʻo ʻIsileli, ʻoe kau taulaʻeiki, mo e kau Livai, naʻe nofo ʻi he ngaahi kolo kotoa pē ʻo Siuta, ʻo taki taha kotoa pē ʻi hono tofiʻa.
100b150061	Ka naʻe nofo ʻae kau Netenimi ʻi Ofili: pea ko Siha mo Kisipa naʻe pule ki he kakai Netenimi.
100b1600f2	Pea ko e pule foki ki he kau Livai ʻi Selūsalema, ko Usi ko e foha ʻo Pani, ko e foha ʻo Hasapea, ko e foha ʻo Matania, ko e foha ʻo Maika. ʻI he ngaahi foha ʻo ʻAsafi, ko e kau hiva naʻa nau pule ki he ngāue ʻae fale ʻoe ʻOtua;
100b170070	He ko e fekau ʻae tuʻi kiate kinautolu, ke ʻai ʻae vāhenga ʻe taha maʻae kau hiva, ki he ʻaho taki taha.
100b1800a2	Pea ko Pitaia ko e foha ʻo Mesesapeli, ʻi he fānau ʻa Sela ko e foha ʻo Siuta, naʻe tali fekau ʻe ia ki he tuʻi ʻi he ngaahi meʻa ʻoku kau ki he kakai.
100b190117	Pea koeʻuhi ko e ngaahi potu nofoʻanga kakai, mo ʻenau ngaahi ngoue, naʻe nofo ai ʻae fānau niʻihi ʻa Siuta ʻi Kesa-ʻAlipa, pea ʻi he ngaahi potu kakai ʻo ia, pea ki Tiponi, pea ʻi he ngaahi potu kakai ʻo ia, pea ʻi Sekapisili, pea ʻi he ngaahi potu kakai ʻo ia.
100b1a0031	Pea ʻi Sesua, pea ʻi Molata, pea ki Petefeleti.
100b1b004f	Pea ʻi he kolo ko Suali, pea ʻi Peasipa, pea ʻi he ngaahi potu kakai ʻo ia,
100b1c0041	Pea ʻi Sikilaki, pea ʻi Mikona; pea ʻi hono ngaahi potu kakai,
100b1d0032	Pea ʻi Eni-Limoni, pea ʻi Salia, pea ʻi Samuti,
100b1e00df	Mo Sanoa, mo ʻAtulami, pea ʻi honau ngaahi potu kakai, ʻi Lakisi, pea ʻi he ngaahi tafangafanga ʻo ia, ʻi ʻAseka, pea ʻi he ngaahi potu kakai ʻo ia. Pea naʻa nau nofo mei Peasipa ʻo hoko ki he teleʻa ʻo Henomi.
100b1f007f	Ko e ngaahi fānau ʻa Penisimani foki mei Kepa naʻe nofo ʻi Mikimasi, mo ʻAisa, mo Peteli, pea ʻi honau ngaahi potu kakai,
100b200028	Pea ʻi ʻAnatoti, mo Nopi, mo ʻAnania,
100b21001d	Mo Hasoa, mo Lama, mo Kitimi,
100b22001d	Mo Hatiti, Sepoimi, Nepalata,
100b23002f	Mo Loti, mo Ono, ko e teleʻa ʻoe kau tufunga.
100b24003f	Pea naʻe ʻi Siuta mo Penisimani ʻae vāhenga ʻoe kau Livai.
100c01008f	Pea ko e kau taulaʻeiki mo e kau Livai eni, naʻe ʻalu hake mo Selupepeli ko e foha ʻo Sialiteli, mo Sesua ko Selaia, mo Selemaia, mo Esela,
100c020022	Mo ʻAmalia, mo Maluki, mo Hatusi,
100c030023	Mo Sikania, mo Lihumi, mo Melemoti,
100c04001e	Mo Ito, mo Kinito, mo ʻApisa,
100c050021	Mo Miamini, mo Moatia, mo Pilika,
100c060023	Mo Simaia, mo Soaialipi, mo Sitaia,
100c070097	Mo Salu, mo ʻAmoki, mo Hilikia, mo Sitaia. Ko e kau tuʻukimuʻa eni ʻoe kau taulaʻeiki, pea ʻo honau ngaahi kāinga ʻi he ngaahi ʻaho ʻo Sesua.
100c08009e	Pea ko e kau Livai foki: ko Sesua, mo Pinui, mo Katimieli, mo Selepea, mo Siuta, mo Matania, ʻaia naʻe taki ki he fakafetaʻi, ʻaia mo hono ngaahi kāinga.
100c090068	Pea mo Pakipukia mo Uni, ko honau kāinga, naʻe hangatonu atu kiate kinautolu ʻi honau ngaahi lakanga.
100c0a0076	Pea naʻe tupu ʻia Sesua ʻa Soaikimi, pea tupu foki ʻia Soaikimi ʻa Iliasipi, pea tupu ʻia Iliasipi ʻa Sihoiata.
100c0b0046	Pea tupu ʻia Sihoiata ʻa Sonatani, pea tupu ʻia Sonatani ʻa Satua.
100c0c00a4	Pea naʻe ai ʻae kau taulaʻeiki ʻi he ngaahi ʻaho ʻo Sihoiakimi, ko e kau tuʻukimuʻa ʻoe ngaahi mātuʻa: ʻia Selaia, ko Melaia: ʻia Selemaia, ko Hanania;
100c0d0039	‌ʻIa Esela, ko Mesulami; ʻia ʻAmalia, ko Sihohanani;
100c0e0035	‌ʻIa Meleku, ko Sonatani: ʻia Sepania, ko Sosefa;
100c0f0036	‌ʻIa Halimi, ko ʻAtina; ʻia Milaioti, ko Hilikai;
100c100034	‌ʻIa Ito, ko Sakalia; ʻia Kinitoni, ko Mesulami;
100c110043	‌ʻIa ʻApisa, ko Sikili; ʻia Miniamini, ʻia Moatia, ko Pilite;
100c120035	‌ʻIa Pilika, ko Samua; ʻia Simaia, ka Sihonatani;
100c130034	Pea ʻia Soaialipi, ko Matinei; ʻia Sitaia, ko Usi;
100c140032	‌ʻIa Salei, ko Kalei; ʻia ʻAmoki, ko ʻIpeli,
100c150036	‌ʻIa Hilikia, ko Hasapea; ʻia Sitaia, ka Netanili.
100c1600d8	Naʻe tohi ʻae kau Livai ʻi he ngaahi ʻaho ʻo Iliasipi, ko Sihoiata, mo Sohanani, mo Satua, ko e kau tuʻukimuʻa ʻoe kau mātuʻa: mo e kau taulaʻeiki foki, ʻo hoko mo e pule ʻa Talaiasi ko e tangata Peasia.
100c1700b1	Ko e ngaahi foha ʻo Livai, ko e kau tuʻukimuʻa ʻoe kau mātuʻa, naʻe tohi ʻi he tohi ʻoe toenga talanoa, ʻo hoko ki he ngaahi ʻaho ʻo Sohanani ko e foha ʻo Iliasipi.
100c180136	Pea ko e kau tuʻukimuʻa ʻoe kau Livai: ko Hasapea, mo Selepea, mo Sesua ko e foha ʻo Katimieli, mo honau kāinga naʻe hangatonu kiate kinautolu, ke fai fakamālō, mo ʻatu ʻae fakafetaʻi, ʻo hangē ko e fekau ʻa Tevita ko e tangata ʻae ʻOtua, ko e hangatonu atu ʻae lakanga ki he lakanga ʻe taha.
100c190095	Ko e kau leʻo matapā naʻe tauhi ʻi he tulutulu ʻoe ngaahi matapā, ko Matania, mo Pakipukia, mo ʻOpataia, mo Mesulami, mo Talimoni, mo ʻAkupi.
100c1a00c7	Naʻe ʻi he ngaahi ʻaho ʻo Sihoiakimi ko e foha ʻo Sesua, ko e foha ʻo Sosataki, ʻakinautolu ni, pea ʻi he ngaahi ʻaho ʻo Nehemaia ko e pule, pea mo Esela ko e taulaʻeiki mo e tangata tohi.
100c1b012a	Pea ʻi he fakatapui ʻoe ʻā maka ʻo Selūsalema naʻa nau kumi ʻae kau Livai mei honau ngaahi potu kotoa pē, ke ʻomi ʻakinautolu ki Selūsalema, ke fai ʻae fakatapui ʻi he fiefia lahi, ʻi he ngaahi fakafetaʻi, mo e hiva, mo e ngaahi meʻa pakihi, mo e ngaahi ūtete mo e ngaahi haʻape.
100c1c009d	Pea naʻe fakakātoa ʻae ngaahi foha ʻoe kau hiva, mei he potu fonua tafangafanga naʻe takatakai ʻi Selūsalema, pea mei he ngaahi potu kakai ʻo Nitofa;
100c1d00ae	Pea mei he fale ʻo Kilikali foki, pea mei he ngaahi ngoue ʻo Kepa mo ʻAsimaveti: he naʻe langa honau ngaahi potu ke nofo ai ʻe he kau hiva ʻo takatakai ʻi Selūsalema.
100c1e0086	Pea naʻe fakamaʻa ʻakinautolu ʻe he kau taulaʻeiki mo e kau Livai, pea fakamaʻa ʻae kakai, mo e ngaahi matapā, mo e ʻā maka.
100c1f0111	Pea ne u toki ʻomi ʻae houʻeiki ʻo Siuta ki ʻolunga ki he ʻā maka, pea fokotuʻu honau vāhenga lahi ʻe ua ʻonautolu ke fai fakafetaʻi, pea naʻe ʻalu honau fakataha ʻe taha ki he nima toʻomataʻu ʻoe funga ʻā maka ʻo hanga atu ki he matapā tuʻunga veve:
100c200064	Pea naʻe muimui ʻiate kinautolu ʻa Hosaia, mo hono vaeuaʻanga ʻe taha ʻoe houʻeiki ʻo Siuta,
100c210023	Mo ʻAsalia, mo Esela, mo Mesulami,
100c220030	Mo Siuta, mo Penisimani, mo Simaia, mo Selemaia,
100c2300bc	Mo e niʻihi ʻoe ngaahi foha ʻoe kau taulaʻeiki, ʻaki ʻae ngaahi meʻalea; ʻio, ʻa Sakalia ko e foha ʻo Sonatani, ko e foha ʻo Simaia, ko e foha ʻo Sakuli, ko e foha ʻo ʻAsafi;
100c2400d9	Mo hono ngaahi kāinga, ko Simaia, mo ʻAsalili, mo Milale, mo Kilale, mo Meai, mo Netanili, mo Siuta, mo Hanani, mo e ngaahi meʻa faiva ʻa Tevita ko e tangata ʻae ʻOtua, mo Esela ko e tangata tohi ʻi honau ʻao.
100c25010e	Pea naʻa nau ʻalu hake ʻi he matapā ʻoe mata vai, ʻaia naʻe hangatonu atu kiate kinautolu, ʻi he ngaahi tuʻunga ʻoe kolo ʻa Tevita, ʻi he ʻalu hake ʻoe ʻā maka, ʻi ʻolunga ʻi he fale ʻo Tevita, ʻio, ʻo aʻu atu ki he matapā vai ʻi he potu hahake.
100c260162	Pea ko hono fakataha ʻe taha ʻokinautolu naʻe fai fakafetaʻi naʻe ʻalu ki he potu naʻe hangatonu mai kiate kinautolu, pea naʻaku muimui atu kiate kinautolu, mo hono vaeuaʻanga ʻe taha ʻoe kakai ʻi he funga ʻā maka, mei he potu mamaʻo atu ʻi he fale māʻolunga ʻoe ngaahi afi tutuʻanga meʻa, ʻio, ʻo aʻu atu ki he ʻā maka laulahi;
100c270139	Pea mei he potu ki ʻolunga hake ʻi he matapā ʻo ʻIfalemi, pea mei ʻolunga ʻi he matapā motuʻa, pea ki ʻolunga ʻi he matapā ika, pea mei he fale māʻolunga ʻo Hananili, mo e fale māʻolunga ʻo Mea, ʻio, ʻo aʻu ki he matapā sipi: pea naʻa nau tuʻumaʻu pe ʻi he matapā ʻoe fale fakapōpula.
100c280094	Pea naʻe pehē ʻae tuʻu ʻae fakataha ʻe ua naʻe fai fakafetaʻi ʻi he fale ʻoe ʻOtua, mo au pea mo hono vaeuaʻanga ʻe taha ʻoe kau pule:
100c290090	Pea ko e kau taulaʻeiki eni: ko Iliakimi, mo Maaseia, mo Miniamini, mo Mikaia, mo Ilionei, mo Sakalia, mo Hanania, ʻaki ʻae ngaahi meʻa lea;
100c2a00ae	Mo Maaseia, mo Simaia, mo ʻEliesa, mo Usi, mo Sihohanani, mo Malikisa, mo ʻIlami, mo Eseli. Pea naʻe hiva kalanga ʻae kau hiva, fakataha mo honau taki muʻa ko Siselahia.
100c2b00ff	Pea naʻa nau ʻatu foki ʻi he ʻaho ko ia ʻae ngaahi feilaulau lahi, ʻi he fiefia: he naʻe fakafiefiaʻi ʻakinautolu ʻi he fiefia lahi; pea naʻe fiefia ʻae ngaahi uaifi foki mo e fānau; ko ia naʻe ongo ki he mamaʻo ʻae fiefia ʻa Selūsalema.
100c2c0187	Pea naʻe fakanofo ʻi he kuonga ko ia ʻae niʻihi, ke tauhi ʻae ngaahi fale ki he ngaahi koloa, ko e ngaahi meʻa ʻoku ʻatu, mo e ngaahi ʻuluaki fua, pea ki he ngaahi tāuvao, ke tānaki ki ai mei he ngaahi ngoue ʻi he ngaahi kolo ʻae ngaahi ʻinasi ʻoe fono ki he kau taulaʻeiki, mo e kau Livai: he naʻe fiefia ʻa Siuta koeʻuhi ko e kau taulaʻeiki mo e kau Livai naʻe ngāue.
100c2d00c0	Pea ko e kau hiva mo e kau leʻo matapā naʻa nau fakatou tauhi ʻae lakanga ʻo honau ʻOtua, mo e lakanga ʻo honau fakamaʻa ʻo fakatatau ki he fekau ʻa Tevita, mo Solomone ko hono foha.
100c2e00a2	He naʻe ʻi ai ʻi he ngaahi ʻaho ʻo Tevita, mo ʻAsafi, ʻae kau takimuʻa ʻi he kau hiva, mo e ngaahi hiva ʻoe fakaongolelei mo e fakafetaʻi ki he ʻOtua.
100c2f0162	Pea ʻi he ngaahi ʻaho ʻo Selupepeli, pea ʻi he ngaahi ʻaho ʻo Nehemaia, naʻe foaki ʻe ʻIsileli kotoa pē ʻae ngaahi ʻinasi tokoni ki he kau hiva mo e kau leʻo matapā, taki taha ʻene tokoni ʻi he ʻaho kotoa pē: pea naʻa nau vaheʻi ʻae ngaahi meʻa tapu maʻae kau Livai; pea naʻe vaheʻi ia ʻe he kau Livai maʻae fānau ʻa ʻElone.
100d0100cb	‌ʻI he ʻaho ko ia naʻa nau lau ʻi he fono ʻa Mōsese ʻi he ʻao ʻoe kakai; pea naʻe ʻilo ʻi ai, ʻe ʻikai hoko ki he fakataha ʻoe ʻOtua ʻae kakai ʻAmoni, mo e kakai Moape ʻo taʻengata;
100d0200fa	Koeʻuhi naʻe ʻikai tenau fakafetaulaki ki he fānau ʻa ʻIsileli ʻaki ʻae mā mo e vai, ka naʻa nau tuku totongi kia Pelami ke tuʻu kiate kinautolu, koeʻuhi ke ne tukiʻi ʻakinautolu: ka naʻe liliu ʻe hotau ʻOtua ʻae tuki ko e tāpuaki.
100d030082	Pea naʻe hoko ʻo pehē, ʻi heʻenau fanongo ki he fono, naʻa nau fakamavae mei ʻIsileli ʻae ngaahi kakai kehekehe kotoa pē.
100d040097	Pea ki muʻa ʻi he meʻa ni, ko Iliasipi ko e taulaʻeiki, ʻaia naʻe pule ki he fale ʻe taha ʻi he fale ʻoe ʻOtua, naʻe kaumeʻa ia kia Topaia:
100d050156	Pea naʻa ne teuteu moʻona ʻae fale lahi, ʻaia naʻa nau tuku ki ai ʻi muʻa ʻae ngaahi feilaulau meʻakai, mo e meʻa namu kakala, mo e ngaahi ipu, mo e ngaahi meʻa ʻoe tukuhau, mo e uaine foʻou, mo e lolo, ʻaia naʻe fekau ke foaki ki he kau Livai, mo e kau hiva, mo e kau leʻo matapā; mo e ngaahi feilaulau ʻoe kau taulaʻeiki.
100d0600f8	Ka ʻi he ngaahi kuonga ni kotoa pē naʻe ʻikai te u ʻi Selūsalema: he naʻaku haʻu ki he tuʻi, ʻi hono taʻu ʻe tolungofulu ma ua ʻo ʻAtakisekisi ko e tuʻi ʻo Papilone, pea hili ʻae ʻaho niʻihi naʻaku maʻu ʻae fekau mei he tuʻi:
100d0700bb	Pea ne u haʻu ki Selūsalema, pea u hoko ʻo ʻilo ʻae kovi naʻe fai ʻe Iliasipi maʻa Topaia, ʻi heʻene teuteu moʻona ʻae fale ʻi he ngaahi potu fale ʻoe fale ʻo hotau ʻOtua.
100d080071	Pea naʻaku mamahi lahi ai: ko ia naʻaku lī kituʻa ʻae ngaahi ngaʻotoʻota kotoa pē ʻo Topaia mei he fale.
100d0900b7	Pea naʻaku fekau, pea naʻa nau fakamaʻa ʻae ngaahi fale: pea naʻaku toe fetuku ki ai ʻae ngaahi ipu ʻoe fale ʻoe ʻOtua, mo e ngaahi feilaulau meʻakai mo e meʻa namu kakala.
100d0a00af	Pea ne u vakai naʻe ʻikai faʻa ʻatu ki he kau Livai honau ngaahi ʻinasi he ko e kau Livai mo e kau hiva, ʻaia naʻe fai ʻae ngāue, kuo hola taki taha ki heʻene ngoue.
100d0b00b2	Pea naʻaku valoki ʻae kau pule, ʻo pehē, Ko e hā kuo liʻaki ai ʻae fale ʻoe ʻOtua? Pea ne u tānaki ʻo fakataha ʻakinautolu, ʻo fokotuʻu ʻakinautolu ʻi honau potu.
100d0c006f	Pea naʻe ʻomi ai ʻe Siuta kotoa pē ʻae tāuvao ʻoe uite mo e uaine foʻou mo e lolo ki he ngaahi feleoko.
100d0d015b	Pea ne u fakanofo ʻae kau leʻo koloa ki he ngaahi fale koloa, ko Selemaia ko e taulaʻeiki, mo Satoki ko e tangata tohi, pea ʻi he kau Livai, ko Pitaia: pea naʻe hoko mo kinautolu, ʻa Hanani, ko e foha ʻo Sakuli, ko e foha ʻo Matania: he naʻe ongolelei ʻakinautolu ko e angatonu, pea ko ʻenau ngāue ia ke tufaki ki honau ngaahi kāinga.
