0100000018	ഉല്പത്തി
171d0a01b0	യഹോവ ഗാഢനിദ്ര നിങ്ങളുടെമേൽ പകർന്നു നിങ്ങളുടെ കണ്ണുകളെ അടച്ചിരിക്കുന്നു; അവൻ പ്രവാചകന്മാർക്കും നിങ്ങളുടെ ദർശകന്മാരായ തലവന്മാർക്കും മൂടുപടം ഇട്ടിരിക്കുന്നു.
171d0b02c0	അങ്ങനെ നിങ്ങൾക്ക് സകലദർശനവും മുദ്രയിട്ടിരിക്കുന്ന ഒരു പുസ്തകത്തിലെ വചനങ്ങൾ പോലെ ആയിത്തീർന്നിരിക്കുന്നു; അതിനെ അക്ഷരവിദ്യയുള്ള ഒരുവന്‍റെ കയ്യിൽ കൊടുത്ത്: “ഇതൊന്നു വായിക്കണം” എന്നു പറഞ്ഞാൽ അവൻ: “എനിക്ക് വയ്യാ; അതിന് മുദ്രയിട്ടിരിക്കുന്നുവല്ലോ” എന്നു പറയും.
171d0c0175	അല്ല, ആ പുസ്തകം അക്ഷരവിദ്യയില്ലാത്തവന്‍റെ കയ്യിൽ കൊടുത്ത്: “ഇതൊന്നു വായിക്കണം” എന്നു പറഞ്ഞാൽ അവൻ: “എനിക്ക് അക്ഷര വിദ്യയില്ല” എന്നു പറയും.
171d0d021a	“ഈ ജനം അടുത്തുവന്നു വായ്കൊണ്ടും അധരംകൊണ്ടും എന്നെ ബഹുമാനിക്കുന്നു; എങ്കിലും അവരുടെ ഹൃദയത്തെ അവർ എങ്കൽനിന്ന് ദൂരത്ത് അകറ്റിവച്ചിരിക്കുന്നു; എന്നോടുള്ള അവരുടെ ഭക്തി, മനഃപാഠമാക്കിയ മാനുഷകല്പനയത്രേ.
171d0e0279	ഇതു കാരണത്താൽ ഞാൻ ഈ ജനത്തിന്‍റെ ഇടയിൽ ഇനിയും ഒരു അത്ഭുതപ്രവൃത്തി, അത്ഭുതവും ആശ്ചര്യവും ആയൊരു പ്രവൃത്തി തന്നെ, ചെയ്യും; അവരുടെ ജ്ഞാനികളുടെ ജ്ഞാനം നശിക്കും; അവരുടെ ബുദ്ധിമാന്മാരുടെ ബുദ്ധിയും മറഞ്ഞുപോകും” എന്നു കർത്താവ് അരുളിച്ചെയ്തു.
171d0f0227	സ്വന്തം ആലോചനയെ യഹോവയ്ക്ക് അഗാധമായി മറച്ചുവയ്ക്കുവാൻ നോക്കുകയും സ്വന്തം പ്രവൃത്തികളെ അന്ധകാരത്തിൽ ചെയ്യുകയും: “ഞങ്ങളെ ആര്‍ കാണുന്നു? ഞങ്ങളെ ആര്‍ അറിയുന്നു” എന്നു പറയുകയും ചെയ്യുന്നവർക്ക് അയ്യോ കഷ്ടം!
171d10026e	നിങ്ങൾ കാര്യങ്ങൾ തലകീഴാക്കുന്നുവല്ലോ! കുശവനും കളിമണ്ണും ഒരുപോലെ എന്നു വിചാരിക്കാമോ? ഉണ്ടായത് ഉണ്ടാക്കിയവനെക്കുറിച്ച്: “അവൻ എന്നെ ഉണ്ടാക്കിയിട്ടില്ല” എന്നും, ഉരുവായത് ഉരുവാക്കിയവനെക്കുറിച്ച്: “അവനു ബുദ്ധിയില്ല” എന്നും പറയുമോ?
171d11010c	ഇനി അല്പകാലംകൊണ്ടു ലെബാനോൻ ഒരു ഉദ്യാനമായി തീരുകയും ഉദ്യാനം വനമായി എണ്ണപ്പെടുകയും ചെയ്യുകയില്ലയോ?
171d12012b	ആ നാളിൽ ചെകിടന്മാർ പുസ്തകത്തിലെ വചനങ്ങളെ കേൾക്കുകയും കരുടന്മാരുടെ കണ്ണുകൾ ഇരുളും അന്ധകാരവും നീങ്ങി കാണുകയും
171d13015d	സൗമ്യതയുള്ളവർക്കു യഹോവയിൽ സന്തോഷം വർദ്ധിക്കുകയും മനുഷ്യരിൽ സാധുക്കളായവർ യിസ്രായേലിന്‍റെ പരിശുദ്ധനിൽ ആനന്ദിക്കുകയും ചെയ്യും.
171d1400a4	ഭയങ്കരൻ നാസ്തിയായും പരിഹാസി ഇല്ലാതെയായും ഇരിക്കുന്നുവല്ലോ.
171d15027c	മനുഷ്യരെ വ്യവഹാരത്തിൽ കുറ്റക്കാരാക്കുകയും പട്ടണവാതില്‍ക്കൽ ന്യായം വിസ്തരിക്കുന്നവനു കെണിവയ്ക്കുകയും നീതിമാനെ നിസ്സാരകാര്യംകൊണ്ടു ബഹിഷ്കരിക്കുകയും ചെയ്യുന്നവരായി നീതികേടിന് കാത്തിരിക്കുന്ന ഏവരും ഛേദിക്കപ്പെട്ടുമിരിക്കുന്നു.
171d1601c4	ആകയാൽ അബ്രാഹാമിനെ വീണ്ടെടുത്ത യഹോവ യാക്കോബ് ഗൃഹത്തെക്കുറിച്ച് ഇപ്രകാരം അരുളിച്ചെയ്യുന്നു: “യാക്കോബ് ഇനി ലജ്ജിച്ചുപോവുകയില്ല; അവന്‍റെ മുഖം ഇനി വിളറിപ്പോവുകയുമില്ല.
171d170263	എന്നാൽ അവൻ, അവന്‍റെ മക്കൾതന്നെ, അവരുടെ മദ്ധ്യത്തിൽ എന്‍റെ കൈകളുടെ പ്രവൃത്തി കാണുമ്പോൾ അവർ എന്‍റെ നാമത്തെ വിശുദ്ധീകരിക്കും; അതേ അവർ യാക്കോബിന്‍റെ പരിശുദ്ധനെ വിശുദ്ധീകരിക്കുകയും യിസ്രായേലിന്‍റെ ദൈവത്തെ ഭയപ്പെടുകയും ചെയ്യും.
171d1800ee	മനോവിഭ്രമമുള്ളവർ ജ്ഞാനം ഗ്രഹിക്കുകയും പിറുപിറുക്കുന്നവർ ഉപദേശം പഠിക്കുകയും ചെയ്യും.”
171e0101f8	“മത്സരമുള്ള മക്കൾക്ക് അയ്യോ കഷ്ടം” എന്നു യഹോവ അരുളിച്ചെയ്യുന്നു. പാപത്തോടു പാപം കൂട്ടുവാൻ തക്കവണ്ണം എന്നെ കൂടാതെ ആലോചന കഴിക്കുകയും എന്‍റെ ആത്മാവിനെ കൂടാതെ സഖ്യത ചെയ്യുന്നവർക്കു തന്നെ
171e0201d6	ഫറവോന്‍റെ സംരക്ഷണയിൽ തങ്ങളെത്തന്നെ സംരക്ഷിക്കേണ്ടതിനും മിസ്രയീമിന്‍റെ നിഴലിൽ ശരണം പ്രാപിക്കേണ്ടതിനും എന്‍റെ അരുളപ്പാടു ചോദിക്കാതെ മിസ്രയീമിലേക്കു പോവുകയും ചെയ്യുന്നു.
171e030106	“എന്നാൽ ഫറവോന്‍റെ സംരക്ഷണം നിങ്ങൾക്ക് നാണമായും മിസ്രയീമിന്‍റെ നിഴലിലെ ശരണം ലജ്ജയായും ഭവിക്കും.
171e0400d4	അവന്‍റെ പ്രഭുക്കന്മാർ സോവനിൽ ആയി അവന്‍റെ ദൂതന്മാർ ഹാനേസിൽ എത്തിയിരിക്കുന്നു.
171e050147	അവർ എല്ലാവരും അവർക്ക് ലജ്ജയും അപമാനവും അല്ലാതെ ഉപകാരമോ സഹായമോ പ്രയോജനമോ ഒന്നും വരാത്ത ഒരു ജനത നിമിത്തം ലജ്ജിച്ചുപോകും.”
171e060326	തെക്കെദേശത്തിലെ മൃഗങ്ങളെക്കുറിച്ചുള്ള പ്രവാചകം: കഷ്ടവും ക്ലേശവും ഉള്ള ദേശത്തുകൂടി, സിംഹിയും, സിംഹവും, അണലി, പറക്കുന്ന അഗ്നിസർപ്പം എന്നിവ വരുന്നതായും അവർ ഇളം കഴുതപ്പുറത്തു അവരുടെ സമ്പത്തും ഒട്ടകപ്പുറത്തു അവരുടെ നിക്ഷേപങ്ങളും കയറ്റി അവർക്ക് ഉപകാരം വരാത്ത ഒരു ജനത്തിന്‍റെ അടുക്കൽ കൊണ്ടുപോകുന്നു.
171e07014c	മിസ്രയീമ്യരുടെ സഹായം വ്യർത്ഥവും നിഷ്ഫലവുമത്രേ; അതുകൊണ്ട് ഞാൻ അതിന്: അനങ്ങാതിരിക്കുന്ന സാഹസക്കാർ എന്നു പേര് വിളിക്കുന്നു.
171e080175	നീ ഇപ്പോൾ ചെന്നു, വരുംകാലത്തേക്ക് ഒരു ശാശ്വതസാക്ഷ്യമായിരിക്കേണ്ടതിന് അവരുടെ മുമ്പിൽ അതിനെ ഒരു പലകയിൽ എഴുതി ഒരു രേഖയായി കുറിച്ചുവെക്കുക.
171e090113	അവർ മത്സരമുള്ള ഒരു ജനവും ഭോഷ്ക് പറയുന്ന മക്കളും യഹോവയുടെ ന്യായപ്രമാണം അനുസരിക്കാത്ത സന്തതിയുമല്ലയോ.
