2800000013	Matiwos Dooshishiyo
2e060a007b	Wee úmp'etswots, wee jaaletswots, wee máshetsuwots, wee ash shúúts t'afifuwots, wee biik'tswots Ik'i mengsto naaratsno.
2e060b00b3	Ititsnor ik ikuwots mank'o itne b́teshi, andmó Doonzo Iyesus Krstos shútsonat noko Izar Izewer shayiron morrotse mash bazrte, Ik'osh gaalets S'ayin ashuwotsi wotat, kááwerte.
2e060c009a	«Jam keewo taash baziyeratse,» ernmó jamkeewo taash t'ak'amituwe etaliye, jam keewo taash baziyeratse, wotowa ére keew jamosh guuts wotarr kéweratse,
2e060d00c3	«Misho maac'osha, maac'onwere mishooshe,» bere Ik'o, mishonowere, maac'onowere t'afituwe, ernmó no atso Doonzo Iyesussh, Doonzo Iyesuswere no atsosh b́wottsotse noatso widosh wosho geyiratse.
2e060e004a	Ik'o Doonzo Iyesusi k'irotse tuuzre, nonowere bíangon k'irotse tuuzituwe.
2e060f00a2	It atso Krstos atsi k'at' b́ wottsok'o danatsteya? Eshe Krstos aatsi kayo de'er gobets maatsu aatsi kayo b́ wotituwok'o wosho taash geyifa? B́ jamon woteratse!
2e06100079	Máátsok gobo amr binton k'etuwo bínton ik atso bo wotituwok'o danatsteya? «Gituwots ik atse bo wotiti» ett guut'ere.
2e06110041	Doonzo Iyesusnton ik wotit ashonmó bínton shayiron ik wotituwe.
2e06120090	Mansh widatse wokoore, asho b́finiru k'osh morr jamo b́took atsoniyere okoone b́ finiri wid amiru ashonmó b́ took aatsatse morro b́finiri,
2e06130085	It atso Ik'oke it dek'tsonat ititse beyiru S'ayin shayirosh Ik' maa b́ wotok'o danatsteya? Eshe it Ik'k itna bako it tokik itnaliye.
2e0614003f	Bíwere itn k'awuntson keewere, mansh it aatson Ik'o mangiwere.
2e07010047	Taash guut'at it attso, asho máátsonton gonkewo b́k'azink'ere shege.
2e0702006e	Ernmó widatse wokoosh nungush ik iko b́ took máátso de'e, mááts ik ikunu b took kenihosh máátso amiye.
2e0703008c	Keniho b́máátsush k'alo bín geyitu de'eyi niwo bísh bazik'aye, mank'o máátsu bkenihsh k'alo bish geyit de'eyi niwo bísh bazik'ayiye.
2e07040096	Máátsu bi atsatse alo deshatsane, biatsatse alo detstso b kenihiye. Mank'owere keniho bíatsatse alo deshatse, bí atsatse alo detstsu máátsuniye.
2e070500d3	Kup'ar Ik' k'onosh it gitets ik wotde manorush b́wotiyala bako k'aleyon iko ikosh de'eyi niwo bazik'aye. Manatse tuutson it tooko kordek'o maawr it eree shed'ano it ats fadewo b́doorawok'o aani towaar wotoore.
2e07060030	Han itsh tietir izook'owa bako tzaziyok'owaliye.
2e0707009f	Ash jamo tikok'o máátso b́de'aawo b́beyink'ere shunfee b́teshi, ernmó Ik'o ik ikosh k'osh k'osh imo imre, iko ik naari imo, k'oshnuwere k'osh imo detsfe.
2e07080071	De'erawwotsnat bokenih k'irts máátswotssh tietetuwo hank'oyiye, bode'erawo tikok'o wotarr bobeyink'ere sheenge.
2e07090058	Ernmó meetsi tewnon mis'oniyere de'ewo b́k'antsotse botoko kordek'o bomawiyal de'ewne.
2e070a0077	De'etsuwotsshmó t'imet tzaziyo haniye, tzaziyanwere Doonzoka bako tikaliye, dek'ets máátsu bkenihatse fakshek'ayiye.
2e070b0078	B faksheeyalowere máátso amaniyere bíyal beewiye, wee bkenihnton maneewiye, mank'owere keniho b́máátsu fakshk'aye.
2e070c00a0	K'oshuwotsshmó doonzo b́woterawo taa ttookon t etiruwo hank'owiye, krstiyani ash iko krstiyani woteraw máátsu b́detsal err towaar beyo bgeyiyal fakshk'aye.
2e070d0069	Krstiyani wotts máátsu krstiyani woteraw kenihodetsfawotiyal binton towaar beyo b́geyiyal keshk'ayiye.
2e070e012a	Krstiyani woteraw keniho krstiyan wotts b́máátsu atse tuutson Ik'i jir wotituwe, krstiyani woteraw máátsunwere krtiyani wotts kenihoatse tuutson Ik'i jir wotituwane, mank'o wotob́k'azink'ere it nana'úwots Ik'i ashuwotsi wotofalrawnk'nee, mank'oon it beyalmó it nana'úwots Ik'i ashuwotsiye.
2e070f00ad	Krstiyani woterawo fakshewo b́geyiyal fakshewe, mank'onmó krstiyaniwo mantstso kenih wotowa máátso eegi naari keewon detseratse. Ik'o noon b́s'eeg jeenon nobetuwok'owe.
2e071000b1	Nee krstiyani máátsune, krstiyani woterawo nkenihi daneraka nworitka wotiyal eege ndani? Neewere krstiyani nungushono, krstiyani woteraw nmáátsu nworitka wotiyal eege ndani?
2e07110077	Ik iko Doonzo b́ imts imok'onat b́ s'eegeori b́teshtsok'on beewe, Ik'i moowwotssh ti imtso bín bojisheetuwo haniye.
2e07120084	Asho konuwor wotowa gofo bíamiyak s'eegeka wotiyal gofo amawok'o wotosh gawuk'aye, gofo bíamawo s'eegeka wotiyalo gofamo geek'aye.
2e07130064	Gof amonu gof amk'azonuwere k'awuntso deshatse, Ik'o tzaziyo korde'er finats jitsoniye k'awtsetsoni.
2e0714003e	Mansh asho ik ikon Ik'o bín b́ s'eegor b́teshtsok'on beewe.
2e0715008b	Ik'o neen b́ s'eegor guutse nteshi? Nwotiyalor eegor woteratse, mansh kic'k'aye, nas' keshi goo ndatsitka wotiyal goo man neesh beshk'aye.
2e07160080	Guuts wotat b́befere Doonzon s'eegets asho Doonzon nas' keshke, mank'owere nas'o wotat b́befere s'eegets asho Krstossh guutse.
2e0717003d	Ik'o k'awuntson iti b́kewutsotse ashuwots guutso wotk'ayere.
2e07180055	Mansh tíeeshwotso asho ik ikon b́ seegeyori b́teshtsok'on Ik'onton mank'oon beewe.
2e07190090	De'eraw ashuwots jangosh Doonzoke tdek'ts tzaziyo deshatse, ernmó doonzo mhretyon amanek twottsotse ttook asaabiyo hanats dabr tt'intsitwoniye.
2e071a005a	And nobeyiru gizeyo kic'its gize b́wottsotse de'eraniye bíyal beyo sheeng arefee taasha,
2e071b0064	B́woteferowere máátso dek'ri wotiyal faksho geek'aye, máátso de'atsne wotiyal dek'osh geek'aye.
2e071c00f7	Ernmó nee máátso ndek'al niats morro wotituwe etaliye, mank'owere baarna'a iku máátso bíamal morro bi ats wotituwe etaliye, wotowa ére de'eyiru ashuwotsi datsanatsi beyi kic'o ayide boon daatsituwe, ttewunonuwere kic'anitse itkashitwok'owe.
2e071d00b3	Ti eshuwotso! taa itsh tietirwo hank'oyiye, dúronúwo k'awnwtsere, haniyak eshe mááts detstswots mááts deshawok'o wotaarr beewne. Mááts detstswots deshawok'o wotarr beewne.
2e071e00a3	Shiyanirwonwere shiyaanerawwotsk'o, geneeúwirwots geneeúwerawwotskok'o wotde'er beewunee, k'ac' keewirwots, k'ac' iko deshawwotsk'ok'o woshde'er boatso taawunee.
2e071f006c	Datsanatsi gaalon kis' keshiru jamwots bín kis' keyawok'o wotde'er beewunee, andi be'eyiru datsan beshitke.
2e072000aa	Mansh konnari hasabiyon it kic'eraawon it beyo shunfee, mááts de'awu asho doonzo b́geneeúshit keewo b́geyiruwotse bíasabiyo b́ t'iwintsit doonzosh s'iilit finatse.
2e07210058	Mááts dek'ts asho bíasabiruwo datsan keewonat b́máátsú bín b́geneeúshit keewe.
2e0722011d	Manatse tuutson bíasabiyo gitok kaywutsere etee. Mank'o mááts amaaw máátsu wee baarnaú bmeetsonat bshayiron S'ayinr doonzok woto bgeyituwotse bi asaabiyo b́t'iwintsit doonzo s'ilits finatse, mááts amts máátsunmó bkenihi máác'o k'eezosh bgeyiruwotse bgawir datsatsi keewe.
2e072300c8	Taa han itsh tietiru kamboots kindr it kic'ituwok'owa etaatniyaliye itsh b́ sheengetuwok'owa etaatniye, t tewunonuwere it niwon beyarr it asaabiyo b́ bad'erawo nibi s'eenon doonzosh itfinituwok'owe.
2e072400fa	Ik asho b́ wid'tsu dek' k'azosh b́ k'ut'iyakon mank'o b́ k'alo na'a mansh sheeng wot b́ k'azok'o bísh b́shiyeyal, maniyere okoon bin dek'o b́ geyiyal, b́ deek'onu ar bísh bíariyal b́ tewuntsok'on b́ dek'al morro woteratse, eshe dee'ewune.
2e072500b1	Ernmó ik asho b́ nibo b́ kúp'iyal, b́ dek'etuwok'o bín woshit keewo aali wotiyal, b́ tewuno kordeketuwe wotiyal, b́ wid'tsu dek' k'azosh b́ k'ut'iyal sheenge b́ k'ali.
2e07260059	Eshe mááts dek'etuwo sheenge b́k'ali, mááts de'awonmó bogshdek't sheenge b́ k'ali.
2e07270095	Máátsu b kenihi kashon b́ befetsosh de'eyi nemon tipekiye, b kenihi b́ k'iriyalomó b shúntsosh amoosh falfane, bi amet asho amants woto geyife.
2e07280077	T s'ilok'onomó máátso amaniyere biyal b beyink'e k'anefe, geene'arniye b beeti, taa Ik' shayiro t detstsok'o arefee.
2e0801009b	Woteraw ik'osh shukeets meetsi janga wotiyalo arikee «No jametswor dano detsfone» b́woteferor dano ashe bogtane etee b́dofoni, shunonmó age bíagfoni.
2e08020054	«Dano detsfe» ett gawiru asho fa'ewotiyal bísh dan geyiitowok'o andoor danafa'ee.
2e0803002c	Ik' shunts ashonmó Ik'oke daneke b́wotiti.
2e080400a1	Mansh woteraw ik'osh shukeets meetso meyi jango b́wotiyalo, woteraw Ik'o kasho deshaw b́wottsosh Ik' ikoniyere okoniye k'osho Izar Izewer bíaalok'owo danfone.
2e08050088	Dab Izar Izeweri b́woterawo Izar izewerotsi ett s'eegeyirwots ayuwots Izar izewerotsnat ay doonzuwots daronat datsatse fa'ane eteyalor,
2e080600b3	Noko Izar Izewermó jam keewo aztsonat noowere bíko no wottsuwots Ik'o niho b́s'uziye, mank'owere jamkeewo bín azetsonat noowere bín nobeyirwo Doonz iko Iyesus Krstos s'uziye.
2e080700d5	Ernmó han dan jametswotsiyaliye, ik ikuwots han b́borfetsosh woteraw Ik'o ik'iyo bo doyo wosh bodek'tsotse meestso bomeyir woteraw ik'osh shuketsok'o woshdek'tniye, mansh bo asaabiyo maawk b́wottsosh bokiimiri.
2e0808007c	B́wotiyalor Ik'ok noon t'intsituwo mooniyaliye, moonok'azalor noosh shapit keewo aaliye, nomaalor noosh oot'et keew aaliye.
2e08090062	Wotowa ére nas' it keshtsan imnetiyon kup'eraw ashuwotssh t'ug b́ woterawok'o it atso korde'ere.
2e080a00ba	«Dano detsfe» err woshosh shúketso wosh shukeyiruwoke nmaafere b́ imnetiyon kúp'eraw asho neen b́ bek'al n fintsan ashman woshosh shuketso b́ meetuwok'o bíango n kúp'iri etosha?
2e080b006a	Eshe nee «Dank taane» err Krstos bísh b́ k'irtsonat b́ imnetiyon kúp'eraw krstyaniyo t'afituwe etee.
2e080c004c	Hank'on amants it eshuwotsi dadar bo nib maawtso gaawiyon Krstosi it dadiri.
2e080d0069	Eshe misho t eshu amantsosh t'ug b́ wotitka wotiyal t eshush t'ug wot k'azosh b́ jamon meetso maaratse.
2e09010074	Taa nas' keshk taanosha? Taa wosheets taanalneya? Taa doonzo Iyesusi be'atsta? Itwere doonzon t fini oot' itnalneya?
2e09020082	Doonzon wosheets t wottsok'o kitsit mahatabo it itwottsotse k'oshuwotssh dab wosheets woto tk'azal itshere arikon wosh na'a taane.
2e09030048	«Wosheets woti mebtiyo deshatsne» err keewituwotssh ti aanitwo haniye,
2e0904002e	No mishonat úshon daatsi mebtiyo deshatsnowa?
2e0905006c	K'osh wosheetskok'o doonzon eshúwotsk'o P'et'rosotsk'o krstiyani máátsu de'e gúrosh mebtiyo deshatsnowa?
2e09060033	Wee finar beyo b́ geyit taanat Barnabas s'uzsheya?
2e0907006f	Demozalo b́ took gizon kes'fo kone? Woyiniyo tohr b́ shuwo maarawo kone? Gizi s'eeno jinr bíezo úyawo kone?
2e09080037	Han t keewir ash asaabiyok'oneya? Nemonu hank'o eratsa?
2e0909007b	«Mááy sirbiru minz beero b́ noono tipk'aye» ett nemotse guut'ere, eshe Ik'o hank'o bíet minz beruwotssh shiyanatneya?
2e090a00c8	Ik'o han bíet noosh shiyanatniyosha? Gosh goshiruwo jángát b́ goshiruwok'o, mááy bútsirwo jángát b́ bútsiruwotse, hank'on jamo b́ bano b́ daatsituwok'o, han arikon b́ guut'e no jangoshe.
2e090b0062	Noo shayiri keewo itsh no shookori wotiyal it meets deero itoke no k'es'al een keeweya b́ wotiti?
2e090c00ff	K'oshwots keewan itoke daatso boosh geyife wotiyal eshe no haniyere bogo daatso aawuk'oneya noosh geyiyo b́ k'azeti? Nooyere mebtiyann t'ak'ameratsone, no Krstosko doo shishiyosh t'ug b́woterawok'o jam keewo k'ama nok'amri bako mebtiyan t'ak'ameratsone.
2e090d0091	Ik' mootse finiruwots bo misho Ik' mootsne bodatsituwok'o wosh t'inetseyiru t'arap'ezoke finirwitsu wosh manatse kayide'er bometwok'o danatsteya?
2e090e0053	Mank'o doo shishiyo daniruwotsu bometuwo fin manatse bo daatsituwok'o Ik'o azazere.
2e090f00c0	Taamó mebtiyanotsitsere ikunoru t'ak'ameratse, hanowre t guut' t mebtiyan eegishe taash koteyo b́ k'azi? Etaatniyaliye, asho bín t ít'iruwo datsmec'ron b́ oriyoniyere k'iro taash k'anefe.
2e09100071	Doo shishiyo daniyo taash geyik b́ wottsotse t it'et keewo aaliye dab doo shishiyan daniyo tk'azal indowe taana!
2e091100a6	Doo shishi keew angnon b́ woterawo t shunon tdaniruwosh k'awutso detsfe, angnona t finiri wotiyalomó taash imetsmani ti fini bako k'osh tk'alts keewo fa'ee etaliye.
2e09120094	Eshe t maawirwosh t k'awuntso eebi? T maawi k'awntso doo shishwo daniyir daats taash geyituwo t de'aawo doo shishi fino damozalo hank'on t finoniye.
2e09130081	Taa konshor guuts twoterawo nas' ash taane, wotowa ére t faltsok'on aywotsi kashiyir boon t'akamosha etaat jamosh guutso wotere.
2e091400b6	Ayhudiyotston t wotor ayhudiyotsi kashiyosh ayhudiyotsk'o twoti, taa nemi shirots woto t k'azalor dab́ nemi shirotstsuwotsi kashiyosha etaat nemi shirotse beyiru ashuwotsk'o t woti.
2e09150088	Taa Ik' nemo detstsonat Krstos nemi shirots t wotiyaloru dab́ nem deshaw Ik' ash woterawotsi kashiyosha etaat nem deshaw ashok'o twoti.
2e09160084	Bo imnetiyon maawtswotsi kashiyosha etaat maawtswotskok'o maawk t woti, t faltsok'on muk'uwotsi kashiyosh jamonton jam keewo t woti.
2e0917003e	Jaman t k'alir dooshishiko deero kayosh dooshiyosha etaatniye.
2e09180087	Wos'i nokorewor jametso b́wos'fook'o boyitsnowere ik s'uzo shlmatiyo b́dek'fook'o danatsteya? Mansh itwoor shlmatiyo dek'osh woc'ere.
2e091900c7	Wos'on noheyiru jamwots maawfetsr anaanshr dano woshfne, bo mank'o bomaawir beshituwo t'afitwonat andish wotitu akliliyo daatsoshe, noomó nomaawir t'afraawonat dúre dúrik wotts akliliyo daatsoshe.
2e091a007f	Taamó am b́ bodooko danawu ashokok'o datsmec'ro woc'atse, jongo kisho t'umde'er jot'iruwok'o datsmec'ro shóótetk taanaliye.
2e091b0093	Mansh k'oshuwotsi nohewo maants s'eetk'riyakon taa t tookon nohemanitse úr wotaarr tdaatserawok'o tiatso korde'er taash bíazazetuwok'o woshituwe.
2e0a010086	Tieshuwotso! Nonihots daawno bo abaatse wotdek't boon b́ jishfere b́teshok'o jametswots aatsk'ar biro bokimtsok'o itsh gawiyo geefe.
2e0a020036	Musenton ikwotoshat daawnanat aats k'aranits bogupeyi.
2e0a030056	Únetswotsu ik naari shayiri mishman máárne, bo únetswere Shayiri úshman úshrnee,
2e0a0400b1	Únetswotswor iknaari shayiri úshe boúshi, bo úshtsonwere boon shoyidek't sha'efetst teshts shayiri s'almanitse t'úúp'ke b́tesh, s'almanuwere b́tookon Krstosiye b́teshi.
2e0a050058	Man b́woteferor ayuwotsn Ik'o genee'úweratse, mansh bo duuno woruwots juweyat b́oori.
2e0a060066	Bo gond keewo botewntsok'o noowere gond keewo notewunrawok'o jaman noosh ats kotiyosh ariyetso wotere.
2e0a0700b2	«Ashuwots móónat úshosh beebodek'i, weeralonowere duubosh botuwi» ett bo jangosh guut'etsok'on, bo woteraw Ik'o bo ik'itsok'o it were bokok'o woteraw ik'uwotsi Ik'i k'ayere.
2e0a08008d	Boyitsere ik ikuwots widi morro bofintsok'o noowere widi morro finonowa? Bo han bok'altsotse boyitse hiye keez kum ashuwots ik aawon k'irrne.
2e0a090055	Boyitsi ik ikuwots fadt dawunzoon shaas'eyat bok'irtsok'o noowere Krstosi fadk'ayone.
2e0a0a0051	Boyitse ik ikuwots mumundat úd'iru melakiyon bot'aftsok'o itwere mumund k'ayere.
2e0a0b0075	Keew jaman boats b́bod noosh no ats kotiyosh ariyeyi, guut'ewwere dúri s'uwaatse fa'úwotssh noosh dano b́wotishe.
2e0a0c003e	Eshe need'iruwok'o ariru asho b́ dihrawok'o bí atso korde'e.
2e0a0d00d5	Ashaats bodiru fadewoniyere k'osh fadewo itats boratse, Ik'o amaneke, it angoniyere bog wotts fadewo it ats b́ bodetuwok'o eekeratse, it fadeworo bín it k'amit ango imr fademanitse it keshet weero itsh k'anitwe.
2e0a0e003e	Mansh eshe shuneetswotso! woteraw ik'uwotsi ik'iyatse wokoore.
2e0a0f0058	Hanowre itsh t'iwintsirwotsi itwottsotsne, hansh taa tkeewirwo it itokon aab angshuwere.
2e0a10008d	Noo Ik'o udat nokayirwo deerets úshi wanc'o Krstos s'atsonton ik woto detsfoshna? Notitsiru mishonwere Krstos meetsenton ik woto detsfoshna?
2e0a11006b	Meeyiru mishman ik b́wottsotse noowere ikánatse kayiruwotsi nowottsotse aywotsi nowotiyalor ik ats noone.
2e0a120080	Aab Israe'el ashaashwots bok'altso s'iilere, tiiniru wosho meyiruwots wosht'intseyiru t'arap'ezonton ikwoto deshatsnowa boteshi?
2e0a13006d	Eshe hank'o t etor woshosh t'intsets meetso wotk keewa eteya tieti? Himó woteraw Ik'o wotk keewa etya tieti?
2e0a140090	Mank'owiyaliye! Ik' ash woterawwots wosho bot'ntsir Ik'osh b́ woterawo fo'erawwotsshe, eshe it fo'erawwotsnton ik woto itdetsetuwok'o geeratse,
2e0a15009e	Doonzo úshi wanc'o úyifetsr aani fo'erawwots úshi wanc'o úsho falatste, doonzo mishi marats kayefetsr fo'erawwots mishi maratse kayiruwotsi woto falatste,
2e0a160041	Eshe hank'o k'alr doonzo okoriwonowa? No bíyere bogo kúp'efnwa?
2e0a17006e	Jam keewo baziyekaliye, ernmó jam keewo t'ak'amitkaliye, jam keewo baziyekaliye, ernmó jam keewo agetkaliye.
2e0a18004e	Asho ik ikon k'oshuwotssh b́ sheengetwok'owa bako b́ took t'k'miyo geek'aye.
2e0a190058	It nibots tuwiru amank'azo okjuk'rar gawuyatse kemeyiru meetso eega eega iterawon moore.
2e0a1a0027	«Datsunat biitse fa'a jamo Doonzoke.»
2e0a1b00b4	Krstiyani woteraw asho iti móósh b́s'eegal móósh iti b́s'eegtsmanok itametka wotiyal itsh t'inetu mish jamo it tookotse tuwit amank'azjamo okjuk'rar eega eega iterawon moore.
2e0a1c007c	Ernmó ash iko «Meetsan woteraw ik'osh shukeeke» bíetal ash man han b́ keewtsonat nibo b́dantsotse meetsman maak'ayere.
2e0a1d007a	Niba ti etorowere asho niboni eta bako it niboniyaliye tietiriye. Bére s'ayin twoto k'osh ash nibats bíangshiir eegoshe?
2e0a1e0054	Taa Ik'o údefetśr tmáal Ik'o bín túdiru keewatse tuutson eegoshe taan k'ooreti?
2e0a1f0056	Eshe it moor wotowa it úshor wotowa jamkeewo it k'alor jamkeewo Ik' mangosh k'alwere.
2e0a200065	Ayhudiwotsi wotowá, Ik' ash woterawwotsi wotowá, Ik'i moonor b́wotiyal, kon shoor t'ug wotk'ayere.
2e0a2100aa	Taa jametsuwots bokashituwok'o jametswotssh b́shengisha bako ttookosh b́sheengetuwok'o tgeerawotse, ash jamo tk'aliru k'alon tgene'úshiruwok'o itwoor mank'o k'aluwere.
2e0b010029	Taa Krstosi tiartsok'o itwere taan arore.
2e0b02005a	Jam aawo taan it gawirwonat itsh t imts dano kúp'idek'at dets itdek'tsotse, itn údiruwe.
2e0b030079	Ernmó nungush jami tooko Krstosi, mááts tooko nungusho, Krstos tokonwere Ik'o niho b́wottsok'o it danetwok'o shunfee.
2e0b04005d	Tooko p'urdek't Ik' k'oniruwo wee bek'i aap'o keewiru nungush jamo b́ tookoniye b́ketiyiri.
2e0b050096	Mank'owere btooko p'ur bde'awon Ik' k'oniru wee bek'i aap'o keewiru máátsu b tookoniye bketiri, btooko p'ureraw máátsu bs'ageetsok'owe b́taaweti.
2e0b060093	Máátsu b tooko p'ureratsane wotiyal b took s'iiro k'ut'ewiye, ernmó btook s'iiro k'ut'ewo wee s'ageyo bin ketit keewa wotiyal b tooko p'urowiye.
2e0b07007b	Nungusho Ik'o ariyetsonat Ik' mango bín b́ be'etk b́ wottsotse b́ tooko p'uro geyiratse, máátsunmó nungushi mangiye.
2e0b080046	Máátsuni nungushatse daatseyi bako nungusho máátsatse daatseratse.
2e0b09004a	Mank'were máátsu nungushosha bi azeeyi bako nungusho máátsush azeratse
2e0b0a0061	Hanatse tutsonat melakiwots shinatse alishirootse b́fa'ok'o kitsitwo, p'uro b tookats gerde'iye.
2e0b0b0057	Doonzoke no detsts beyon máátsu nungushalo beratsane, nungushonu máátsalo beeratse.
2e0b0c0092	Máátsu nungushatse b datetsok'o nungushonu b́ shuwet máátsatsne, ernmó nungusha wotowa mááts wotowa k'osh jamkeewonu Ik'okne b́ daatseti.
2e0b0d004f	Aab it tookon anghsuwere, máátsu btooko b p'urerawo Ik'o k'ono bish wotituwa?
2e0b0e005a	Nungusho b́ took s'iiro b́genziyal bísh keeti mit b́ wotok'o hank'on azeyon danekosha?
2e0b0f0070	Máátsunmó bish took s'iiro ime btooko bín ipbdek'etuwok'o b́wottsotse btook s'iiro bgeenziyal bish bmangee.
2e0b100069	Han jangatse moosh geyiru asho fa'ewotiyal noon wotowa Ik'i maa k'oshuwots wotowa hank'o doyo deshatsone.
2e0b110068	It ko'ewor it k'aliruwo gonda bako sheeng keew b́woterawotse and itsh ti imiru dananatse iti úderatse.
2e0b12008e	Jamoniyere shino ikwotdek'at it kakuwewor it dagotse k'osh k'oshewo b́beyo shishre, t shishts keewonwere badooko arik b́wottsok'o amaniruwe.
2e0b13005f	Ar keewetsuwots konotsi bowottsok'o galeyar bodanetwok'o ititse k'osh k'oshewo b́beyo jinatse.
2e0b140034	Ikok it kakuwewor it meeyir doonzo kooc'i mishaliye.
2e0b150067	It móór iko iko b́ korááwo bíyaailye b́meyiri, mank'oon iko b́ k'ak'efere iko mashe b́mashiri.
2e0b1600bd	Eshe it meetuwoknat it úshet moo deshatsteya? Himó Ik' moone it gac'iri? Himó eegoru bo meetu deshawwotsne it jiitsiri? Eshe eege itsh tieteti? Keewansh iten údota? B́ jamon úderatse!
2e0b17006d	Doonzoke t dek'tsonat itsh tbeshits dano haniye, doonzo besheyat b́ imewots t'ú manots misho k'aúb́dek'i,
2e0b18007e	Ik'o b́ údiyakon tiitsdek't, «[nahere móóre,] han itsh wotituwo tiaatsoniye, han taan bín itgawitwo wosh de'ere» bíeti
2e0b1900a2	Mank'o kooc' mishoniyre il úshi wanc'o k'aaúdek't «Úshi wanc'an t s'atson finet handr taaroniye, jam aawo han itúshor bín taan gawosh wosh de'ere» bí eti.
2e0b1a005c	Mishan itmooronat úshi wanc'an it úshor jam aawo doonzo b́ wafetsosh b́ k'iro keewitute.
2e0b1b008b	Konuworu asho bísh wot geyirawo doonzo tusho b́ móónat doonzo úshi wanc'an b́ úshal doonzo atsonat s'atso k'awunts bí ats wotituwe.
2e0b1c0071	Eshe konworu asho tushan b́ mooniyere shinonat wanc'an b́ úshoneyere shino b́ tooko shú s'iilo bísh geyife.
2e0b1d0094	Asho konworu doonzo atso eeg b́ wotok'o galde'er b́ dananiyere doonzo tusho b́ maal doonzo úshi wanc'o b́ úshal b́ tookats angshe b́ doweti.
