010000000e	Kĩambĩrĩria
10080200ff	Nĩ ũndũ ũcio, mũthenya wa mbere wa mweri wa mũgwanja, Ezara ũrĩa mũthĩnjĩri-Ngai agĩtwara ibuku rĩu rĩa Watho mbere ya kĩũngano kĩu kĩonganĩte kĩa arũme na andũ-a-nja, na arĩa angĩ othe mangĩahotire gũtaũkĩrwo nĩ ũhoro ũcio.
100803013c	Agĩthoma ibuku rĩu aanĩrĩire kuuma rũciinĩ nginya mĩaraho, angʼetheire kĩhaaro kĩrĩa kĩarĩ mbere ya Kĩhingo kĩa Maaĩ, arĩ mbere ya arũme, na andũ-a-nja, na andũ arĩa angĩ mangĩahotire gũtaũkĩrwo nĩ ũhoro ũcio. Nao andũ othe magĩtega matũ, magĩthikĩrĩria ciugo cia Ibuku rĩa Watho.
100804015f	Ezara ũrĩa mwandĩki-marũa aarũgamĩte igũrũ rĩa gĩtara kĩa mbaũ kĩrĩa gĩakĩtwo nĩ ũndũ wa ũndũ ũcio kĩũmbe. Mwena wake wa ũrĩo haarũgamĩte Matithia, na Shema, na Anaia, na Uria, na Hilikia, na Maaseia, naguo mwena wa ũmotho hakarũgama Pedaia, na Mishaeli, na Malikija, na Hashumu, na Hashibadana, na Zekaria, na Meshulamu.
10080500a2	Ezara akĩhingũra ibuku rĩu. Andũ othe nĩmamuonaga tondũ aarũgamĩte handũ hatũũgĩru. Na rĩrĩa aahingũrire ibuku, andũ othe makĩrũgama na igũrũ.
10080600ce	Ezara akĩgooca Jehova, Ngai ũrĩa mũnene; nao andũ othe makĩoya moko mao na igũrũ makiuga atĩrĩ, “Ameni! Ameni!” Magĩcooka makĩinamĩrĩra, makĩhooya Jehova maturumithĩtie mothiũ mao thĩ.
10080700e3	Nao Alawii, na nĩo Jeshua, na Bani, na Sherebia, na Jamini, na Akubu, na Shabethai, na Hodia, na Maaseia, na Kelita, na Azaria, na Jozabadu, na Hanani, na Pelaia, makĩruta andũ ũhoro wa Watho, andũ acio marũgamĩte o hau.
1008080095	Magĩthoma kuuma Ibuku rĩa Watho wa Ngai, magĩtaũraga na magĩtaaragĩria wega nĩgeetha andũ acio mataũkĩrwo wega nĩ ũhoro ũcio wathomagwo.
100809014a	Ningĩ Nehemia ũrĩa barũthi wa kũu na Ezara mũthĩnjĩri-Ngai na mwandĩki-marũa hamwe na Alawii arĩa maarutaga andũ, makĩĩra andũ acio othe atĩrĩ, “Mũthenya ũyũ wa ũmũthĩ nĩmwamũrĩre Jehova Ngai wanyu. Mũtigaacakaye kana mũrĩre.” Nĩgũkorwo andũ acio othe nĩmarĩraga maigua ciugo cia Watho ũcio.
10080a0127	Nehemia akĩmeera atĩrĩ, “Thiĩi mũgekenie na irio iria njega, na mũnyue indo irĩ mũrĩo, na indo icio imwe mũhe arĩa matarĩ na kĩndũ mathondekeirwo. Mũthenya wa ũmũthĩ nĩmwamũrĩre Mwathani witũ. Mũtikagĩe na kĩeha, nĩgũkorwo gĩkeno kĩa Jehova nĩkĩo hinya wanyu.”
10080b0086	Alawii makĩhooreria andũ acio othe, makĩmeeraga atĩrĩ, “Hoorerai tondũ ũyũ nĩ mũthenya mwamũre. Mũtikagĩe na kĩeha.”
10080c009e	Ningĩ andũ othe magĩthiĩ makarĩe na makanyue, na makaheane irio imwe, na magakũngũĩre makenete nĩ ũndũ nĩmataũkĩirwo nĩ ciugo iria maarutĩtwo.
10080d00bb	Mũthenya wa keerĩ wa mweri, atongoria a nyũmba ciothe, marĩ hamwe na athĩnjĩri-Ngai na Alawii, makĩũngana harĩ Ezara ũcio mwandĩki-marũa nĩguo mathikĩrĩrie ciugo cia Watho.
10080e00b3	Nao magĩkora kwandĩkĩtwo watho-inĩ ũrĩa Jehova aathanĩte na kanua ka Musa, atĩ andũ a Isiraeli maikarage thĩinĩ wa ithũnũ hĩndĩ ya gĩathĩ kĩa mweri wa mũgwanja,
10080f0148	na atĩ maanagĩrĩre na mahunjagie ũhoro ũyũ matũũra-inĩ mao o na kũu Jerusalemu makiugaga atĩrĩ: “Thiĩi kũu bũrũri ũrĩa ũrĩ irĩma mũrehe honge cia mĩtamaiyũ ya mĩgũnda na ya gĩthaka, na cia mĩhandathi, na cia mĩkĩndũ, o na cia mĩtĩ ya kĩĩruru cia gwaka ithũnũ,” o ta ũrĩa kwandĩkĩtwo.
10081000fb	Nĩ ũndũ ũcio andũ makiumagara, makĩrehe honge, makĩĩakĩra ithũnũ igũrũ rĩa nyũmba ciao o na nja ciao, na nja cia nyũmba ya Ngai, na kĩhaaro-inĩ kĩrĩa kĩarĩ Kĩhingo-inĩ kĩa Maaĩ, na kĩrĩa kĩarĩ Kĩhingo-inĩ kĩa Efiraimu.
1008110122	Andũ arĩa othe maacookete kuuma kũrĩa maatwarĩtwo maatahwo makĩĩakĩra ithũnũ, magĩikara thĩinĩ wacio. Kuuma matukũ ma Joshua mũrũ wa Nuni nginya mũthenya ũcio, andũ a Isiraeli matiakoretwo makũngũĩire gĩathĩ kĩu ta ũguo. Nakĩo gĩkeno kĩao kĩarĩ kĩnene mũno.
10081200ee	Mũthenya o mũthenya, kuuma mũthenya wa mbere nginya wa mũthia, Ezara nĩathomaga Ibuku rĩa Watho wa Ngai. Nao nĩmakũngũĩire gĩathĩ kĩu mĩthenya mũgwanja, na mũthenya wa kanana, kũringana na watho, gũkĩgĩa na kĩũngano.
10090100c1	Mweri-inĩ o ro ũcio, mũthenya wa mĩrongo ĩĩrĩ na ĩna, andũ a Isiraeli makĩũngana hamwe mehingĩte kũrĩa irio na makehumba nguo cia makũnia, o na makeitĩrĩria tĩĩri mĩtwe yao.
100902009e	Arĩa maarĩ a rũciaro rwa andũ a Isiraeli nĩmeyamũranĩtie na ageni othe. Makĩrũgama o andũ handũ hao, makiumbũra mehia mao na waganu wa maithe mao.
10090300e3	Makĩrũgama o ro hau maarĩ, magĩthoma Ibuku rĩa Watho wa Jehova Ngai wao ihinda rĩa gĩcunjĩ gĩa kana kĩa mũthenya, na magĩtũmĩra gĩcunjĩ o kĩngĩ gĩa kana makiumbũra mehia na magĩthathaiyagia Jehova Ngai wao.
10090400c8	Na rĩrĩ, ngathĩ-inĩ nĩ haarũgamĩte Alawii, nĩo Jeshua, na Bani, na Kadimieli, na Shebania, na Buni, na Sherebia, na Bani, na Kenani, nao magakayagĩra Jehova Ngai wao na mĩgambo maanĩrĩire.
1009050139	Nao Alawii nĩo Jeshua, na Kadimieli, na Bani, na Hashabineia, na Sherebia, na Hodia, na Shebania, na Pethahia, makiuga atĩrĩ, “Rũgamai mũgooce Jehova Ngai wanyu, ũcio ũtũũraga tene na tene.” “Kũrathimwo nĩ rĩĩtwa rĩaku rĩrĩ riiri, narĩo rĩrotũũgĩrio gũkĩra ũgooci na irathimo ciothe.
100906011d	Wee wiki nowe Jehova. Nĩwe wombire igũrũ, o igũrũ kũrĩa kũraya mũno, na ũkĩũmba mbũtũ cia njata ciakuo, na thĩ na kĩrĩa gĩothe kĩrĩ kuo, na maria na indo ciothe iria irĩ thĩinĩ wamo. Nĩwe ũheaga indo ciothe muoyo, nacio mbũtũ cia igũrũ nĩigũthathaiyagia.
100907007c	“Wee nĩwe Jehova Ngai, ũrĩa wathuurire Aburamu ũkĩmũruta Uri-ya-Akalidei na ũkĩmũtua rĩĩtwa rĩngĩ Iburahĩmu.
100908010b	Nĩwonire atĩ ngoro yake nĩyakwĩhokete, nawe ũkĩgĩa na kĩrĩkanĩro nake atĩ nĩũkahe njiaro ciake bũrũri wa Akaanani, na wa Ahiti, na wa Aamori, na wa Aperizi, na wa Ajebusi, na wa Agirigashi. Nĩũhingĩtie kĩĩranĩro gĩaku nĩ tondũ ũrĩ mũthingu.
1009090088	“Nĩwonire ũrĩa maithe maitũ ma tene maathĩĩnĩkire marĩ bũrũri wa Misiri; ũkĩigua kĩrĩro kĩao marĩ hau Iria-inĩ Itune.
10090a00fd	Ũkĩringa ciama na morirũ, na ũgĩũkĩrĩra Firaũni, na anene ake othe, na andũ a bũrũri wake othe, nĩgũkorwo nĩwamenyete ũrĩa andũ a Misiri metĩĩaga makĩmahinyĩrĩria. Nawe ũkĩĩgĩĩra igweta, rĩrĩa rĩtũũraga nginya ũmũthĩ.
10090b00dc	Nĩwagayanirie Iria Itune mbere yao, nĩ ũndũ ũcio magĩtuĩkanĩria iria gatagatĩ harĩa haatuĩkĩte thĩ nyũmũ, no arĩa maamaingatithĩtie ũkĩmaikia kũu kũriku o ta ihiga rĩikĩtio maaĩ-inĩ mariku mũno.
10090c0091	Mũthenya wamatongoragia na gĩtugĩ gĩa itu, naguo ũtukũ ũkamatongoria na gĩtugĩ kĩa mwaki gĩa kũmamũrĩkĩra njĩra ĩrĩa mekũgera.
10090d00c8	“Nĩwaikũrũkire Kĩrĩma-inĩ gĩa Sinai, ũkĩmaarĩria kuuma igũrũ. Nĩwamaheire mĩtabarĩre na mawatho ma kĩhooto na magĩrĩru, na kĩrĩra gĩaku gĩa kũrũmĩrĩrwo, o na maathani mega.
10090e0098	Nĩwamamenyithirie Thabatũ yaku theru na ũkĩmahe maathani, na kĩrĩra gĩaku gĩa kũrũmĩrĩrwo, na mawatho kũgerera kanua ka Musa ndungata yaku.
10090f00df	Hĩndĩ ya ngʼaragu nĩwamaheire irio kuuma igũrũ, na rĩrĩa maarĩ anyootu ũkĩmahe maaĩ kuuma rwaro-inĩ rwa ihiga; wamaathire mathiĩ makegwatĩre bũrũri ũrĩa wehĩtĩte woete guoko na igũrũ atĩ nĩũkamahe.
1009100070	“No rĩrĩ, maithe maitũ ma tene magĩĩtĩĩa na makĩũmia ngoro ciao, makĩaga gwathĩkĩra maathani maku.
1009110165	Makĩrega kũigua na makĩaga kũririkana ciama iria waringĩte gatagatĩ-inĩ kao. Nĩmoomirie ngingo, na tondũ wa ũremi wao magĩĩthuurĩra mũtongoria nĩgeetha macooke ũkombo-inĩ wao. No rĩrĩ, we ũrĩ Ngai ũrekanagĩra mehia, na ũrĩ mũtugi na mũigua tha, ndũhiũhaga kũrakara na ũiyũrĩtwo nĩ wendo. Nĩ ũndũ ũcio ndwamatiganĩirie,
10091200c1	o na rĩrĩa methondekeire mũhianano wa njaũ, makiuga atĩrĩ, ‘Ĩno nĩyo ngai yanyu ĩrĩa yamũrutire bũrũri wa Misiri,’ kana o na rĩrĩa meekire maũndũ mooru mũno ma gũkũruma.
10091300df	“Tondũ wa tha ciaku nyingĩ, ndwamatiganĩirie kũu werũ-inĩ. Gĩtugĩ gĩa itu gĩtiagire kũmatongoria njĩra-inĩ yao mũthenya, kana gĩtugĩ kĩa mwaki gĩkĩaga kũmamũrĩkĩra ũtukũ njĩra ĩrĩa mekũgerera.
1009140069	Wamaheire Roho waku mwega amarutage. Ndwagire kũmahe mana marĩe, kana ũkĩaga kũmahe maaĩ maanyoota.
100915009a	Ihinda rĩa mĩaka mĩrongo ĩna nĩwamatũũririe werũ-inĩ; matiagire kĩndũ o nakĩ, ningĩ nguo ciao itiigana gũthira, kana magũrũ mao makĩimba.
10091600b8	“Nĩwamaheire mothamaki na ndũrĩrĩ, ũkĩmagaĩra o nginya mĩhaka-inĩ ya kũraya. Magĩtaha bũrũri wa Sihoni mũthamaki wa Heshiboni, na bũrũri wa Ogu mũthamaki wa Bashani.
1009170089	Waingĩhirie ariũ ao o ta njata cia matu-inĩ na ũkĩmakinyia bũrũri ũrĩa werĩte maithe mao matoonye makawĩgwatĩre ũtuĩke wao.
1009180110	Ariũ ao nĩmatoonyire, makĩĩgwatĩra bũrũri ũcio. Ũgĩtooria andũ a Kaanani arĩa maatũũraga bũrũri ũcio mbere yao; ũkĩneana andũ a Kaanani kũrĩ o, hamwe na athamaki ao na andũ a bũrũri ũcio, ũkĩmaneana moko-inĩ mao meke nao o ũrĩa mangĩendire.
100919016b	Nĩmatunyanire matũũra maarĩ mairigĩre na thingo cia hinya, na mĩgũnda mĩnoru, makĩĩgwatĩra nyũmba ciaiyũrĩte indo njega cia mĩthemba yothe, na ithima iria cienjetwo, na mĩgũnda ya mĩthabibũ, na mĩgũnda ya mĩtamaiyũ, na mĩtĩ mĩingĩ mũno ya matunda. Makĩrĩa, nginya makĩhũũna na makĩagĩra mĩĩrĩ; magĩkenera wega waku mũingĩ.
10091a00be	“No nĩmagire gwathĩka, magĩkũremera, na makĩhutatĩra watho waku. Nĩmooragire anabii aku arĩa maamataaraga nĩguo mamacookie kũrĩ we; magĩĩka maũndũ mooru mũno ma gũkũruma.
10091b010a	Nĩ ũndũ ũcio, ũkĩmaneana moko-inĩ ma thũ ciao, nacio ikĩmahinyĩrĩria. No rĩrĩa maahinyĩrĩirio, magĩgũkaĩra. Ũkĩmaigua kuuma igũrũ, na tondũ wa tha ciaku nyingĩ ũkĩmahe andũ a kũmahonokia, nao makĩmateithũra kuuma moko-inĩ ma thũ ciao.
10091c011a	“No maarĩkia kũgĩa na ũhurũko, magĩcookerera gwĩka maũndũ mooru maitho-inĩ maku. Hĩndĩ ĩyo ũkĩmatiganĩria moko-inĩ ma thũ ciao nĩgeetha imaathe. Na rĩrĩa maagũkaĩire rĩngĩ, ũkĩmaigua ũrĩ o kũu igũrũ, na tondũ wa tha ciaku nĩwamahonokagia kaingĩ.
10091d011f	“Nĩwamataarire macookerere watho waku, no-o magĩĩtĩĩa na makĩrega gwathĩkĩra maathani maku. Makĩĩhia nĩkũregana na mawatho maku marĩa mangĩtũũria mũndũ muoyo angĩmaathĩkĩra. Nĩ ũndũ wa kũngʼathia, magĩkũhutatĩra, makĩũmia ngingo, na makĩrega gũkũigua.
10091e00d2	Nĩwamakirĩrĩirie mĩaka mĩingĩ. Na ũndũ wa Roho waku, nĩwamakaanagia na tũnua twa anabii aku. No matiigana gũkũigua, na nĩ ũndũ ũcio ũkĩmaneana moko-inĩ ma ndũrĩrĩ iria maariganĩtie nacio.
10091f0078	No tondũ wa tha ciaku nyingĩ, ndwamaniinire kana ũkĩmatiganĩria, nĩgũkorwo ũrĩ Mũrungu mũtugi na mũigua tha.
10092001a0	“Na rĩu-rĩ, Wee Ngai witũ, Mũrungu mũnene ũrĩ hinya na wa gwĩtigĩrwo, o wee ũhingagia kĩrĩkanĩro gĩaku kĩa wendo, ndũkareke moritũ maya moneke arĩ ũndũ mũnini maitho-inĩ maku, moritũ maya matũkorete, na magakora athamaki aitũ na atongoria aitũ, na magakora athĩnjĩri-Ngai na anabii aitũ, na magakora maithe maitũ na andũ aku othe, kuuma matukũ ma athamaki a Ashuri nginya ũmũthĩ.
1009210086	Maũndũ-inĩ macio mothe matũkorete, wee ũkoretwo ũrĩ na kĩhooto; wĩkĩte maũndũ na wĩhokeku, o rĩrĩa ithuĩ tũhĩtĩtie.
10092200ad	Athamaki aitũ, na atongoria aitũ, na athĩnjĩri-Ngai aitũ na maithe maitũ, matiarũmĩrĩire watho waku; matiathikĩrĩirie maathani maku kana mataaro marĩa wamaheire.
10092300c1	O na rĩrĩa maarĩ ũthamaki-inĩ wao, magĩkenagĩra wega waku mũnene bũrũri-inĩ ũcio mwariĩ na mũnoru ũrĩa wamaheete, matiagũtungatĩire kana magĩtigana na njĩra ciao cia waganu.
10092400ad	“No rĩrĩ, ũmũthĩ ũyũ tũrĩ ngombo, ngombo bũrũri-inĩ ũrĩa waheire maithe maitũ ma tene nĩguo marĩĩage matunda maguo na indo iria ingĩ njega ikũraga kuo.
10092500c0	Tondũ wa mehia maitũ, magetha maguo maingĩ mathiiaga kũrĩ athamaki arĩa ũigĩte igũrũ riitũ. Maathaga mĩĩrĩ iitũ na ngʼombe ciitũ o ũrĩa mekwenda. Tũrĩ ahinyĩrĩrie mũno.
10092600b4	“Nĩ ũndũ wa ũguo-rĩ, nĩtũgũthondeka kĩrĩko gĩa gũtũũra na twandĩkanĩre, nao atongoria aitũ, na Alawii aitũ na athĩnjĩri-Ngai aitũ makĩhũũre mũhũũri.”
100a01007c	Arĩa meekĩrire kĩrĩkanĩro kĩu mũhũũri maarĩ: Nehemia ũrĩa warĩ barũthi wa kũu, mũrũ wa Hakalia, na Zedekia,
100a020021	na Seraia, na Azaria, na Jeremia,
100a030023	na Pashuru, na Amaria, na Malikija,
100a040023	na Hatushu, na Shebania, na Maluku,
100a050023	na Harimu, na Meremothu, na Obadia,
100a060024	na Danieli, na Ginethoni, na Baruku,
100a070024	na Meshulamu, na Abija, na Mijamini,
100a080045	na Maazia, na Biligai, na Shemaia. Acio nĩo maarĩ athĩnjĩri-Ngai.
100a090057	Nao Alawii maarĩ: Jeshua mũrũ wa Azania, na Binui wa ariũ a Henadadi, na Kadimieli,
100a0a004d	nao athiritũ ao maarĩ: Shebania, na Hodia, na Kelita, na Pelaia, na Hanani,
100a0b0020	na Mika, na Rehobu, na Hashabia,
100a0c0024	na Zakuri, na Sherebia, na Shebania,
100a0d001d	na Hodia, na Bani, na Beninu.
100a0e0054	Nao atongoria a andũ maarĩ: Paroshu, na Pahathu-Moabi, na Elamu, na Zatu, na Bani,
100a0f001e	na Buni, na Azigadi, na Bebai,
100a100021	na Adonija, na Bigivai, na Adini,
100a11001f	na Ateri, na Hezekia, na Azuri,
100a12001f	na Hodia, na Hashumu, na Bezai,
100a130022	na Harifu, na Anathothu, na Nebai,
100a140027	na Magipiashu, na Meshulamu, na Heziri,
100a150024	na Meshezabeli, na Zadoku, na Jadua,
100a160020	na Pelatia, na Hanani, na Anaia,
100a170022	na Hoshea, na Hanania, na Hashubu,
100a180024	na Haloheshu, na Piliha, na Shobeku,
100a190024	na Rehumu, na Hashabina, na Maaseia,
100a1a001d	na Ahia, na Hanani, na Anani,
100a1b001f	na Maluku, na Harimu, na Baana.
100a1c0136	“Andũ arĩa angĩ, nĩo athĩnjĩri-Ngai, na Alawii, na aikaria a ihingo, na aini, o na ndungata cia hekarũ na arĩa othe meyamũranĩtie na andũ arĩa maariganĩtie nao nĩguo maathĩkĩre Watho wa Ngai, marĩ hamwe na atumia ao, na aanake, na airĩtu ao othe arĩa mangĩhota gũtaũkĩrwo nĩ maũndũ,
100a1d012e	andũ aya othe maanyiitana na ariũ a ithe wao arĩa marĩ igweta, na meeohe na kĩrumi na mwĩhĩtwa atĩ nĩmarĩrũmagĩrĩra Watho wa Ngai ũrĩa waheirwo Musa ndungata ya Ngai, na mamenyagĩrĩre gwathĩkĩra maathani mothe, na mawatho, na kĩrĩra gĩa kũrũmĩrĩrwo kĩa Jehova Mwathani witũ.
100a1e0082	“Tweranĩra atĩ tũtikaheana airĩtu aitũ mahikio nĩ andũ arĩa matũrigiicĩirie o na kana aanake aitũ mahikie airĩtu ao.
100a1f0132	“Rĩrĩa andũ a mabũrũri marĩa tũriganĩtie marĩrehaga indo na ngano ya kwendia mũthenya wa Thabatũ, tũtikamagũrĩra mũthenya ũcio wa Thabatũ o na kana mũthenya ũngĩ o wothe mwamũre. O mwaka wa mũgwanja wakinya tũtirĩrĩmaga mĩgũnda iitũ, na nĩtũrĩĩrekanagĩra mathiirĩ mothe.
100a20008f	“Nĩtuoya mũrigo wa kũhingia mawatho ma kũheanaga gĩcunjĩ gĩa gatatũ gĩa cekeri o mwaka nĩ ũndũ wa wĩra wa nyũmba ya Ngai witũ:
100a210187	nĩ ũndũ wa mĩgate ĩrĩa ĩigagwo metha-inĩ; nĩ ũndũ wa mahinda ma maruta ma mũtu na ma njino; na nĩ ũndũ wa maruta marĩa marutagwo mũthenya wa Thabatũ, na wa ciathĩ cia Karũgamo ka Mweri, na wa ciathĩ iria ciathanĩtwo; nĩ ũndũ wa maruta marĩa maamũre; nĩ ũndũ wa maruta ma kũhoroheria mehia ma Isiraeli; o na nĩ ũndũ wa mawĩra mothe ma nyũmba ya Ngai witũ.
100a220137	“Ithuĩ athĩnjĩri-Ngai, na Alawii o na andũ aya angĩ nĩtũcuukĩte mĩtĩ tũgatuanĩra rĩrĩa o nyũmba iitũ ĩrĩĩrehaga ngũ nyũmba-inĩ ya Ngai witũ, cia gũikaragia mwaki wakanĩte kĩgongona-inĩ kĩa Jehova Ngai witũ mahinda marĩa matuanĩirwo o mwaka, o ta ũrĩa kwandĩkĩtwo Watho-inĩ.
100a230089	“O na nĩtuoya mũrigo wa kũrehaga maciaro ma mbere ma mĩgũnda iitũ na ma mũtĩ o wothe wa matunda nyũmba-inĩ ya Jehova o mwaka.
100a2400eb	“O ta ũrĩa kwandĩkĩtwo Watho-inĩ, nĩtũrĩĩrehaga marigithathi maitũ ma aanake, na ma ngʼombe, na ma ndũũru cia ngʼombe na cia mbũri ciitũ gũkũ nyũmba-inĩ ya Ngai witũ kũrĩ athĩnjĩri-Ngai arĩa matungataga kuo.
100a2501cc	“O na ningĩ nĩtũrĩĩrehaga thĩinĩ wa makũmbĩ ma nyũmba ya Ngai, tũnengere athĩnjĩri-Ngai mũtu wa mbere, na magongona maitũ ma ngano ma mbere, na maruta ma matunda ma mĩtĩ iitũ yothe ma mbere, na ma ndibei iitũ ya mũhihano o na ma maguta. O na nĩtũrĩĩrehaga gĩcunjĩ gĩa ikũmi kĩa maciaro ma mĩgũnda iitũ, tũkanengera Alawii, nĩgũkorwo nĩ Alawii maamũkagĩra icunjĩ cia ikũmi kuuma matũũra mothe kũrĩa tũrutaga wĩra.
100a2600ea	Mũthĩnjĩri-Ngai wa rũciaro rwa Harũni nĩarĩkoragwo ho Alawii makĩamũkĩra gĩcunjĩ kĩu gĩa ikũmi, nao Alawii nĩmarĩĩrehaga gĩcunjĩ gĩa ikũmi kĩa indo ciothe makũmbĩ-inĩ ma kĩgĩĩna kĩa nyũmba ya Ngai witũ.
100a27013c	Andũ a Isiraeli, hamwe na Alawii, nĩmarĩĩrehaga maruta mao ma ngano, na ndibei ya mũhihano, na maguta thĩinĩ wa makũmbĩ marĩa indo cia handũ-harĩa-haamũre ciigagwo, na kũrĩa athĩnjĩri-Ngai, arĩa maratungata, na aikaria a ihingo, na aini maikaraga. “Tũtirĩrekagĩrĩria nyũmba ya Ngai witũ.”
100b010113	Na rĩrĩ, atongoria a andũ magĩtũũra Jerusalemu, nao andũ acio angĩ magĩcuuka mĩtĩ nĩguo mathuure mũndũ ũmwe harĩ o andũ ikũmi atuĩke wa gũtũũra Jerusalemu, itũũra rĩrĩa itheru, nao acio angĩ kenda megũtigara mathiĩ magatũũre matũũra-inĩ mao.
100b02005b	Andũ nĩmagathĩrĩirie andũ arĩa othe meerutĩire gũtũũra Jerusalemu na kwĩyendera.
100b03011a	Aya nĩo atongoria a bũrũri arĩa maatũũrire Jerusalemu (na rĩrĩ, andũ amwe a Isiraeli, na athĩnjĩri-Ngai, na Alawii, na ndungata cia hekarũ, na njiaro cia ndungata cia Solomoni maatũũraga matũũra-inĩ ma Juda, o mũndũ gĩthaka-inĩ gĩake thĩinĩ wa matũũra mao.
100b0400e5	O na andũ angĩ kuuma Juda na Benjamini nĩmatũũraga Jerusalemu): Kuuma njiaro-inĩ cia Juda maarĩ: Athaia mũrũ wa Uzia, mũrũ wa Zekaria, mũrũ wa Amaria, mũrũ wa Shefatia, mũrũ wa Mahalaleli, wa rũciaro rwa Perezu;
100b050097	na Maaseia mũrũ wa Baruku, mũrũ wa Koli-Hoze, mũrũ wa Hazaia, mũrũ wa Adaia, mũrũ wa Joiaribu, mũrũ wa Zekaria, wa rũciaro rwa Mũshiloni.
100b060068	Njiaro cia Perezu iria ciatũũraga Jerusalemu, arĩa maarĩ andũ njamba, mũigana wao warĩ andũ 468.
100b0700af	Kuuma njiaro-inĩ cia Benjamini maarĩ: Salu mũrũ wa Meshulamu, mũrũ wa Joedi, mũrũ wa Pedaia, mũrũ wa Kolaia, mũrũ wa Maaseia, mũrũ wa Ithieli, mũrũ wa Jeshaia,
100b08003b	na arũmĩrĩri ake, Gabai na Salai, othe maarĩ andũ 928.
100b0900ab	Joeli mũrũ wa Zikiri nĩwe warĩ mũrũgamĩrĩri wao ũrĩa mũnene, nake Juda mũrũ wa Hasenua nĩwe warũgamĩrĩire Gĩcigo gĩa Keerĩ kĩa itũũra rĩrĩa inene.
100b0a0040	Nao athĩnjĩri-Ngai maarĩ: Jedaia; mũrũ wa Joiaribu; Jakini;
100b0b0091	Sheraia mũrũ wa Hilikia, mũrũ wa Meshulamu, mũrũ wa Zadoku, mũrũ wa Meraiothu, mũrũ wa Ahitubu, mũrori wa maũndũ ma nyũmba ya Ngai,
100b0c00c1	hamwe na athiritũ ao arĩa maarutaga wĩra wa hekarũ, maarĩ andũ 822; Adaia mũrũ wa Jerohamu, mũrũ wa Pelalia, mũrũ wa Amuzi, mũrũ wa Zekaria, mũrũ wa Pashuru, mũrũ wa Malikija,
100b0d00af	hamwe na andũ a thiritũ yake arĩa maarĩ atongoria a nyũmba ciao, maarĩ andũ 242; Amashusai mũrũ wa Azareli, mũrũ wa Ahazai, mũrũ wa Meshilemothu, mũrũ wa Imeri,
100b0e007d	na andũ a thiritũ yake arĩa maarĩ njamba, maarĩ andũ 128. Mũtongoria wao mũnene aarĩ Zabidieli mũrũ wa Hagedolimu.
100b0f0072	Na kuuma kũrĩ Alawii maarĩ: Shemaia mũrũ wa Hashubu, mũrũ wa Azirikamu, mũrũ wa Hashabia, mũrũ wa Buni;
100b100070	Shabethai na Jozabadu, arĩa maarĩ atongoria eerĩ a Alawii, na nĩo maaroraga wĩra wa nja wa nyũmba ya Ngai;
100b1100eb	Matania mũrũ wa Mika, mũrũ wa Zabedi, mũrũ wa Asafu, ũrĩa watongoragia mahooya ma gũcookeria Ngai ngaatho; Bakabukia ũrĩa warĩ wa keerĩ harĩ athiritũ ake: na Abada mũrũ wa Shamua, mũrũ wa Galali, mũrũ wa Jeduthuni.
100b120046	Alawii arĩa maarĩ thĩinĩ wa Itũũra rĩu itheru maarĩ andũ 284.
100b130073	Aikaria a ihingo maarĩ: Akubu, na Talimoni, na andũ a thiritũ yao, arĩa maarangagĩra ihingo, maarĩ andũ 172.
100b14008f	Andũ a Isiraeli acio angĩ, hamwe na athĩnjĩri-Ngai na Alawii, maarĩ matũũra-inĩ mothe ma Juda, o mũndũ gĩthaka-inĩ kĩa maithe mao.
100b150062	Ndungata cia hekarũ ciatũũraga kĩrĩma-inĩ kĩa Ofeli, marũgamĩrĩirwo nĩ Ziha na Gishipa.
100b1600e9	Mũtongoria mũnene wa Alawii kũu Jerusalemu aarĩ Uzi mũrũ wa Bani, mũrũ wa Hashabia, mũrũ wa Matania, mũrũ wa Mika. Uzi aarĩ ũmwe wa rũciaro rwa Asafu, arĩa maarĩ aini arĩa maarũgamĩrĩire wĩra wa nyũmba ya Ngai.
100b170053	Aini maarĩ watho-inĩ wa mũthamaki, ũrĩa wamatuagĩra wĩra wao wa o mũthenya.
100b18008b	Pethahia mũrũ wa Meshezabeli, wa rũciaro rwa Zera mũrũ wa Juda, aarĩ mũramati wa mũthamaki maũndũ-inĩ mothe makonainie na andũ.
100b1900d0	Ha ũhoro wa tũtũũra na mĩgũnda yatuo-rĩ, andũ amwe a Juda maatũũraga Kiriathu-Ariba na matũũra marĩo marĩa marĩrigiicĩirie, na Diboni na matũũra marĩo, na Jekabizeeli na tũtũũra twarĩo,
100b1a002b	na kũu Jeshua, na Molada, na Bethi-Peleti,
100b1b0034	na Hazari-Shuali, na Biri-Shiba na matũũra marĩo;
100b1c002b	na Zikilagi, na Mekona na matũũra marĩo,
100b1d0025	na Eni-Rimoni, na Zora, na Jaramuthu,
100b1e00b6	na Zanoa, na Adulamu na tũtũũra twarĩo, na Lakishi na mĩgũnda ya rĩo, na Azeka na matũũra marĩo. Nĩ ũndũ ũcio maatũũraga kuuma Birishiba o nginya Kĩanda kĩa Hinomu.
100b1f0060	Njiaro cia Benjamini kuuma Geba ciatũũraga Mikimashi, na Aija, na Betheli na matũũra marĩo,
100b200025	na kũu Anathothu, na Nobu na Anania,
100b21001e	na Hazoru, na Rama na Gitaimu,
