2800000005	Matej
2c1b1e0071	Mornari su kanili pobjeći s lađe pa počnu spuštati čamac u more pod izlikom da kane spustiti sidra s pramca.
2c1b1f005a	Ali Pavao reče stotniku i vojnicima: “Ne ostanu li oni na lađi, nećete se spasiti!”
2c1b200036	Vojnici prerežu užad i puste da čamac padne u more.
2c1b210061	Sve do svanuća Pavao je molio ljude da jedu. “Četrnaest dana niste ni taknuli jelo”, reče.
2c1b220056	“Molim vas, pojedite što za vlastito dobro. Jer neće vam pasti ni vlas s glave.”
2c1b230051	Kad je to rekao, uzme kruh te pred svima zahvali Bogu, razlomi ga i počne jesti.
2c1b24001d	Svi se razvedre i uzmu hranu.
2c1b250033	U lađi nas je bilo dvjesto sedamdeset šest duša.
2c1b260045	Kad su se najeli, počnu rasterećivati lađu bacajući žito u more.
2c1b270081	Kad se razdanilo, mornari nisu prepoznali obalu, ali opazili su neki zaljev ravne obale te odluče pokušati onamo zavesti lađu.
2c1b280088	Odvežu zato sidra i puste da padnu u more. Popuste konopce na kormilima i razviju prednje jedro prema vjetru te se usmjere prema obali.
2c1b290072	Ali nalete na plićak i brod se nasuče. Pramac nasjedne i ostane nepomičan, a krmu su razbijali žestoki valovi.
2c1b2a0046	Vojnici nakane poubijati zatvorenike da koji ne otpliva i ne pobjegne,
2c1b2b0091	ali im stotnik, želeći poštedjeti Pavla, ne dopusti da to učine. Zapovjedi da oni koji znaju plivati prvi skoče u more i otplivaju do obale,
2c1b2c0069	a ostalima reče da doplivaju na daskama i olupinama lađe. Tako su svi živi i zdravi dospjeli na kopno.
2c1c01003f	Kad smo dospjeli na sigurno, doznali smo da se otok zove Malta.
2c1c02008e	Njegovi su žitelji bili neobično ljubazni prema nama. Bilo je hladno i kišilo je pa su zapalili vatru i okupili nas oko nje da se ugrijemo.
2c1c03006f	Pavao nakupi naramak granja i baci ga na vatru, ali zbog vrućine iz njega iziđe zmija i uhvati mu se za ruku.
2c1c0400a5	Kad su žitelji otoka vidjeli da mu ta životinja visi na ruci, rekli su: “Taj je čovjek zacijelo ubojica. Umaknuo je moru, ali Pravda mu ne dopušta živjeti.”
2c1c05002a	Ali on otrese zmiju u vatru, neozlijeđen.
2c1c06008c	Ljudi su čekali da otekne i da se sruši mrtav. Ali pošto su dugo čekali, a nije se dogodilo ništa, predomisle se i zaključe da je bog.
2c1c070070	Nedaleko odande nalazilo se imanje poglavara tog otoka, Publija. On nas primi i tri nas je dana ljubazno gostio.
2c1c080082	Publijeva su oca mučile vrućica i srdobolja pa je ležao. Pavao uđe k njemu, položi na njega ruke i pomoli se—i iscijeli ga.
2c1c090046	Nakon toga dolazili su još mnogi bolesnici s otoka te su ozdravljali.
2c1c0a0068	Iskazali su nam zato mnoge počasti, a kad smo odlazili, stavili su nam u lađu sve što nam je trebalo.
2c1c0b0083	Tri mjeseca nakon brodoloma otplovili smo nekom aleksandrijskom lađom koja je prezimila na otoku. Na pramcu je imala kip Dioskura.
2c1c0c003a	Doplovili smo najprije u Sirakuzu i ondje ostali tri dana.
2c1c0d0076	Odande smo, ploveći uz obalu, stigli u Regij. Dan poslije počne puhati južnjak pa smo za dva dana stigli u Puteole.
2c1c0e005f	Ondje smo naišli na braću koja su nas zamolila da ostanemo sedam dana. Tako smo stigli u Rim.
2c1c0f0092	Kad su braća u Rimu čula da dolazimo, iziđu nam u susret do Apijeva trga i Triju gostionica. Kad ih je spazio, Pavao zahvali Bogu i ohrabri se.
2c1c100054	Kad smo ušli u Rim, Pavlu dopuste da stanuje posebno, s vojnikom koji ga je čuvao.
2c1c1100e5	Tri dana nakon što je došao Pavao sazove židovske uglednike te im reče: “Braćo, ništa nisam učinio protiv našega naroda ni protiv običaja naših predaka, ali ipak su me u Jeruzalemu uhitili i predali u ruke Rimljanima.
2c1c120062	Rimljani su me nakon istrage htjeli pustiti jer su zaključili da ničim nisam zaslužio da umrem.
2c1c130076	Židovi su se tome usprotivili pa sam se zato morao prizvati na cara—a ne zato što bih htio tužiti vlastiti narod.
2c1c140055	Zato sam, eto, zamolio da vas vidim i da vam govorim: zbog Izraelove nade, Mesije.”
2c1c15009e	“Mi nismo čuli ništa protiv tebe”, odgovore mu oni. “Niti smo dobili kakvo pismo iz Judeje, niti nam je tko od braće koja su došla ovamo što rekao.
2c1c16006e	Ali htjeli bismo čuti što ti misliš jer o toj kršćanskoj sljedbi znamo samo da joj se posvuda protive.”
2c1c1700ae	Dogovore se te jednog dana mnogi dođu u njegov stan. Govorio im je o Božjemu kraljevstvu i od jutra do večeri ih poučavao o Isusu iz Mojsijeva zakona i proročkih knjiga.
2c1c180021	Neki su povjerovali, a neki nisu.
2c1c190086	Kad su se tako u neslozi počeli razilaziti, Pavao ih isprati riječima: “Dobro je Sveti Duh rekao vašim precima po proroku Izaiji:
2c1c1a007a	‘Slušat ćete moje riječi, ali nećete ih razumjeti; gledat ćete moja djela, ali nećete dokučiti njihova značenja.
2c1c1b00d6	Jer srca su se ovoga naroda usalila, uši njihove ne čuju, a oči su zatvorili— tako njihove oči ne vide i njihove uši ne čuju, a srca im ne mogu razumjeti. Zato se ne mogu obratiti k meni da ih iscijelim.’
2c1c1c0057	Hoću dakle da znate: Bog je svoje spasenje poslao poganima i oni će ga prihvatiti.”
2c1c1e005b	Sljedeće dvije godine Pavao je živio u unajmljenom stanu. Primao je sve koji su dolazili.
2c1c1f0084	Hrabro je propovijedao o Božjemu kraljevstvu i otvoreno poučavao o Gospodinu Isusu Kristu. I nitko ga nije pokušavao spriječiti.
2d0000000a	Rimljanima
2d01010073	Ovo je pismo od Pavla, sluge Isusa Krista, koji je izabran za apostola, poslan propovijedati Božju Radosnu vijest.
2d01020051	Tu je Radosnu vijest Bog već odavno obećao po svojim prorocima u Svetome pismu.
2d01030084	Ta je Radosna vijest o njegovu Sinu Isusu Kristu, našemu Gospodinu, koji je postao čovjekom rodivši se kao potomak kralja Davida.
2d01040074	Isus Krist, naš Gospodin, pokazao je da je Božji Sin kad ga je Bog silnom moći podignuo od mrtvih Duhom svetosti.
2d010500b3	Kroz Krista nam je Bog iskazao milost i dao apostolstvo da naviještamo svim narodima što je Bog učinio za njih, tako da uzvjeruju i poslušaju ga te donesu slavu njegovu imenu.
2d0106003c	I vi ste među onima koji su pozvani pripadati Isusu Kristu.
2d010700b4	Svima vama u Rimu, koje on istinski ljubi: pozvani ste po Isusu Kristu da budete njegovi, njegov sveti narod. Neka vam je milost i mir od našega Boga Oca i Gospodina Isusa Krista.
2d01080070	Najprije zahvaljujem svojemu Bogu po Isusu Kristu za sve vas, što vaša vjera postaje poznata po svemu svijetu.
2d010900a2	Bog mi je svjedok koliko se često molim za vas. Neprekidno se molim za vas onomu kojemu služim svim srcem navješćujući drugima Radosnu vijest o njegovu Sinu.
2d010a0056	Stalno se molim i za priliku, ako bude Božja volja, da vas napokon uspijem posjetiti.
2d010b0059	Čeznem vas vidjeti da podijelim s vama darove Svetoga Duha, da se osnažite u Gospodinu,
2d010c0042	te da vas ohrabrim u vjeri, ali i da se ja ohrabrim vašom vjerom.
2d010d00bd	Htio bih da znate, draga braćo, da sam više puta kanio doći da djelujem među vama i vidim dobre rezultate, baš kao što sam vidio i među drugim narodima, ali dosad sam bio spriječen.
2d010e005a	Dužan sam služiti i civiliziranim i barbarskim narodima, učenima jednako kao i neukima.
2d010f0037	Zato i vama u Rimu želim propovijedati Radosnu vijest.
2d01100096	Zaista, ne stidim se Radosne vijesti o Isusu Kristu jer je ona Božja sila koja spašava svakoga tko vjeruje—ponajprije Židove, ali i druge narode.
2d011100c2	Ta nam Radosna vijest govori na koji nas način Bog čini pravednima u svojim očima: od početka do svršetka samo vjerom. Kao što piše u Svetome pismu: “Pravednik će živjeti po vjeri.”
2d0112009d	Ali s neba se zaista očituje Božji gnjev na svaku bezbožnost i nepravednost ljudi koji bezbožnim životom sprečavaju da istina o Bogu iziđe na vidjelo.
2d01130051	Jer što se o Bogu može znati, zapravo im je već poznato. On im je to obznanio:
2d01140092	njegova nevidljiva svojstva—vječna sila i božanstvo još se od stvaranja svijeta mogu umom razabrati po njegovim djelima. Zato nemaju isprike.
2d0115009b	Jer iako su znali da Bog postoji, nisu mu kao Bogu iskazali ni slavu ni zahvalnost, nego su im misli postale ispraznima, a nerazumno im je srce potamnjelo.
2d01160032	Tvrdeći za sebe da su mudri, postali su bezumnima
2d01170096	te su se, umjesto slavnome i besmrtnome Bogu, počeli klanjati raspadljivim obličjima, kipovima i slikama čovjeka, ptica, četveronožaca i gmazova.
2d01180060	Zato ih je Bog prepustio nečistoći njihova pohotnog srca pa sami obeščašćuju svoja tijela.
2d0119008b	Jer oni su umjesto Božje istine odabrali laž. Klanjali su se i služili stvorenju umjesto Stvoritelju kojemu pripada slava uvijeke. Amen.
2d011a008a	Bog ih je zato predao njihovim sramotnim strastima: umjesto da imaju prirodne spolne odnose, žene opće međusobno, što je protunaravno,
2d011b00cd	a muškarci također nemaju naravne odnose sa ženama, već su usplamtjeli pohotom jedni za drugima. Muškarci s muškarcima čine sramotne stvari te na sebi primaju zasluženu kaznu za svoje zastranjenje.
2d011c007f	Zato što nisu držali vrijednim spoznati Boga, Bog ih je predao pokvarenu načinu razmišljanja da čine ono što ne dolikuje.
2d011d0089	Žive u kojekakvim grijesima, pokvarenosti, lakomosti i pakosti; puni su zavisti, ubojstva, svađe, lukavštine i podmuklosti; ogovaraju,
2d011e0072	klevetnici su, mrze Boga, nasilnici su, oholi, umišljeni. Stalno smišljaju nova zla, neposlušni su roditeljima,
2d011f002e	nerazumni, nevjerni, bešćutni i nemilosrdni.
2d012000ad	Znaju da prema Božjoj odredbi ljudi koji tako čine zaslužuju smrt, ali svejedno tako postupaju. Štoviše, i drugima odobravaju takve postupke te ih tako na njih potiču.
2d0201008c	Ali ti koji zbog toga sudiš druge nemaš za to isprike, ma tko bio. Sudeći druge, osuđuješ samoga sebe jer i ti činiš isto što i oni.
2d02020040	A znamo da će Bog po istini suditi onima koji takvo što čine.
2d02030066	Misliš li ti, čovječe, koji i sam tako činiš, a osuđuješ druge, da ćeš izbjegnuti Božji sud?
2d02040091	Prezireš li izobilje Božje dobrote, velikodušnosti i strpljivosti prema tebi? Ne razumiješ li da te Bog dobrotom želi dovesti do obraćenja?
2d020500b9	Ali ti svojom tvrdokornošću i srcem koje ne želi pokajanje sam na sebe navlačiš gnjev. A doći će Dan Božjega gnjeva kad će se Božja pravda očitovati u pravednome Božjem sudu
2d02060031	koji će svakome dosuditi prema njegovim djelima:
2d02070061	onima koji postojano čine dobra djela i tako teže slavi, časti i besmrtnosti—vječni život,
2d02080050	a samovoljnicima, koji se opiru istini i priklanjaju nepravdi—gnjev i srdžbu.
2d02090077	Nevolja i tjeskoba snaći će dušu svakoga čovjeka koji čini zlo—posebice Židova, ali i pripadnika drugih naroda,
2d020a005e	a slava, čast i mir bit će svima koji čine dobro, i Židovima i pripadnicima drugih naroda.
2d020b0016	Jer Bog nije pristran.
2d020c009b	Kaznit će pripadnike drugih naroda za grijeh iako nikad nisu imali pisani Božji zakon, a Židovima će suditi po Zakonu jer su pod Zakonom i zgriješili.
2d020d0061	Pred Bogom, naime, nisu pravedni oni koji Zakon poznaju, nego oni koji se drže njegovih odredbi.
2d020e00a1	Jer pripadnici naroda koji nemaju Zakona naravno razabiru što je dobro i tako se drže zakonskih odredbi iako im one nisu zadane. Tako su oni sami sebi Zakonom,
2d020f009e	što pokazuje da je to što Zakon nalaže upisano u njihovim srcima. O tome svjedoče njihova savjest i prosuđivanja na temelju kojih se optužuju ili brane.
2d02100088	Sve će se to očitovati na Dan kada će Bog po Isusu Kristu suditi ono što je skriveno u ljudima. To je evanđelje koje navješćujem.
2d02110060	Ali ti koji se nazivaš Židovom pouzdaješ se u Zakon i ponosiš svojim dobrim odnosom s Bogom,
2d0212004f	poznaješ Božju volju i znaš prepoznati što je bolje jer te tomu uči Zakon.
2d0213003b	Uvjeren si da si vođa slijepcima i svjetlo ljudima u tami,
2d02140064	da možeš odgajati nerazumne i poučavati neuke zato što u Zakonu imaš oličenje znanja i istine.
2d02150061	Ali ti koji poučavaš druge, ne poučavaš samoga sebe! Propovijedaš da se ne krade, a kradeš!
2d0216005a	Zabranjuješ preljub, a počinjaš ga! Idoli su ti gnusni, ali pljačkaš njihove hramove!
2d02170040	Ponosiš se time što imaš Zakon, a sramotiš Boga kršeći ga!
2d02180066	Nije stoga ni čudno da u Svetom pismu piše: “Božje ime se vašom krivnjom huli među narodima.”
2d021900a5	Obrezanje ti kao Židovu koristi samo ako poštuješ Zakon, ali ako Zakon kršiš, onda kao da i nisi obrezan: ono te ne čini ništa boljim od neobrezanog poganina.
2d021a0060	Ako se dakle neobrezan čovjek drži odredbi Zakona, neće li mu se to uračunati kao obrezanje?
2d021b0099	Oni koji su podrijetlom neobrezanici, a drže se Zakona, bit će na osudu vama koji ste, iako imate pisani Zakon i obrezanje, prijestupnici prema Zakonu.
2d021c005f	Pravi Židov nije onaj tko je Židov izvana, niti je pravo obrezanje vidljivo obrezanje tijela,
2d021d00c0	već je Židov Židov po onome iznutra, a pravo je obrezanje promjena srca koju čini Božji Duh, a ne pisani zakon. Koji su primili takvo obrezanje, primit će pohvalu od Boga, a ne od ljudi.
2d03010045	Kakva je onda prednost biti Židovom? I kakva je korist od obrezanja?
2d0302004b	Velika u svakom pogledu! Ponajprije: Židovima su povjerena Božje riječi.
2d03030063	Neki su od njih, doduše, bili nevjerni, ali zar će njihova nevjera obeskrijepiti Božju vjernost?
2d030400b7	Nipošto! Iako je “svaki čovjek lažac”, Bog je istinit. Zato u Svetome pismu za njega piše: “Dokazat će se da je istinito sve što kažeš, i dobit ćeš parnicu na sudu.”
2d030500b6	Što pak ako naša nepravednost samo ističe Božju pravednost? Ako je tako, što na to reći? Je li nepravedan Bog koji zbog nje daje maha svojemu gnjevu? To bi, naime, ljudi rekli.
2d03060039	Nipošto! Jer da Bog nije pravedan, kako bi sudio svijet?
2d030700a6	Ali neki će pitati: “Ako moje nepoštenje samo ističe Božju istinu i donosi Bogu još više slave, kako me Bog može osuditi i kazniti zato što sam grešnik?”
2d030800b6	Razmišljate li tako, međutim, mogli biste isto tako reći: “Što više griješimo, to bolje!” Koji tako govore, zaslužuju kaznu, a neki me čak kleveću da ja to propovijedam!
2d03090087	Jesmo li mi Židovi, dakle, bolji od drugih? Nismo. Jer upravo smo optužili sve ljude, i Židove i pogane, da su pod vlašću grijeha.
2d030a0042	Kao što Sveto pismo kaže: “Nema ni jednoga jedinog pravednika,
2d030b0029	nikoga razumnoga, nikoga tko traži Boga.
2d030c0056	Svi su zastranili, svi se skupa pokvarili, nema ni jednoga jedinoga da čini dobro.”
2d030d005c	“Njihovo je grlo otvoren grob, a jezik im je prijevaran. Zmijski im je otrov na usnama.”
2d030e0028	“Usta su im puna kletve i gorčine.”
2d030f0027	“Noge im hitaju na prolijevanje krvi,
2d03100023	kud prolaze, siju pustoš i bijedu.
2d0311001b	Oni ne poznaju put mira.”
2d0312002f	“Nema Božjeg straha pred njihovim očima.”
2d03130086	Zakon se, znamo, odnosi na one kojima je dan jer mu je svrha da svaka usta zanijeme bez isprike i da sav svijet stane pred Božji sud.
2d031400af	Jer nitko se ne može u Božjim očima opravdati izvršavanjem zakonskih zapovijedi. Što bolje poznajemo Božji zakon, jasnije nam je da smo mu neposlušni, da smo grešnici.
2d031500a1	Ali Bog nam je pokazao drukčiji način da postanemo pravednima u njegovim očima—ne poštovanjem Zakona, već onako kako je to odavno obećao u Svetome pismu.
2d03160061	Pred Bogom smo opravdani vjerom u Isusa Krista. Tako se spašavaju svi koji vjeruju, bez razlike.
2d03170033	Jer svi smo zgriješili i lišeni smo Božje slave.
2d03180073	A Bog nam ipak milostivo daruje opravdanje kroz Isusa Krista, koji nas je otkupio uzimajući na sebe naše grijehe.
2d0319016a	Jer Bog je poslao Isusa da svojom krvlju bude Pomirilište po vjeri—da preuzme kaznu za naše grijehe i da ugasi Božji gnjev na nas. Pred Bogom smo opravdani ako vjerujemo da je Isus prolio svoju krv i da je za naše spasenje žrtvovao svoj život. Bog je ranije počinjene grijehe u svojoj strpljivosti ostavio nekažnjenima kako bi pokazao svoju pravednost.
2d031a005e	On je potpuno pravedan u ovo vrijeme kada grešnike proglašuje nedužnima zbog vjere u Isusa.
2d031b008f	Možemo li se dakle hvaliti da smo ičim zaradili Božje opravdanje? Ne možemo, jer se ono ne temelji na dobrim djelima, već na našoj vjeri.
2d031c003b	Pred Bogom smo opravdani vjerom, a ne izvršavanjem Zakona.
2d031d0047	Zar je Bog samo Bog Židova? Nije li i Bog pogana? Razumije se da jest.
2d031e0088	Samo je jedan Bog i samo je jedan način da nas on prihvati. On nas pred sobom opravdava samo našom vjerom, bili mi Židovi ili pogani.
2d031f005f	Ukidamo li tako vjerom Božji zakon? Nipošto! Jer tek kad imamo vjeru, zaista ispunjamo Zakon.
2d0401004c	Abraham je bio naš otac. Kakvo je njegovo iskustvo glede spasenja po vjeri?
2d040200a0	Je li ga Bog smatrao opravdanim zbog njegovih dobrih djela? Da je bilo tako, imao bi se čime hvaliti. Ali u Božjim očima Abraham se nije imao čime ponositi.
2d0403006c	Jer Sveto pismo kaže: “Abraham je povjerovao Bogu, i Bog ga je proglasio pravednim zbog njegove vjere.”
2d0404004e	Kad čovjek radi, plaća koju dobije nije dar. Radnici zarade ono što dobiju.
2d04050063	Ali ljudi su opravdani zbog svoje vjere u Onoga koji opravdava bezbožnike, a ne zbog svojih djela.
2d04060067	Kralj David je o tome govorio opisujući sreću nezaslužna čovjeka kojega je Bog proglasio pravednim.
2d0407003f	“Blago onima kojima su grijesi oprošteni i zločin uklonjen.
